Anhang; Annotierung (Angabe Nummer in Anahngscheckliste) ;Geschäftsjahr;Gesellschaft;Abschlussart;Prüfer
Der aktive Rechnungsabgrenzungsposten wird für bis zum Bilanzstichtag erfolgte Auszahlungen gebildet, die Aufwand für eine bestimmte Zeit nach dem Bilanzstichtag sind.; 8.34 ;2016;CARISSA Einzelhandel- und Tankstellenservice GmbH & Co. KG;Jahresabschluss;Ernst & Young
Steuerrückstellungen und sonstige Rückstellungen werden für alle erkennbaren Einzelrisiken und für ungewisse Verbindlichkeiten gebildet und in Höhe des nach vernünftiger kaufmännischer Beurteilung notwendigen Erfüllungsbetrages angesetzt.; 8.49, 8.50 ;2016;CARISSA Einzelhandel- und Tankstellenservice GmbH & Co. KG;Jahresabschluss;Ernst & Young
Die Verbindlichkeiten werden zu ihrem Erfüllungsbetrag angesetzt.; 8.51 ;2016;CARISSA Einzelhandel- und Tankstellenservice GmbH & Co. KG;Jahresabschluss;Ernst & Young
III. Angaben und Erläuterungen zur Bilanz;;2016;CARISSA Einzelhandel- und Tankstellenservice GmbH & Co. KG;Jahresabschluss;Ernst & Young
Anlagevermögen; 4.1 ;2016;CARISSA Einzelhandel- und Tankstellenservice GmbH & Co. KG;Jahresabschluss;Ernst & Young
Die Gliederung und Entwicklung der einzelnen Posten des Anlagevermögens und die Abschreibungen des Geschäftsjahres 2016 sind in einem separaten Anlagenspiegel dargestellt.; 4.1, 15, 16 ;2016;CARISSA Einzelhandel- und Tankstellenservice GmbH & Co. KG;Jahresabschluss;Ernst & Young
Forderungen und sonstige Vermögensgegenstände; 4.25 ;2016;CARISSA Einzelhandel- und Tankstellenservice GmbH & Co. KG;Jahresabschluss;Ernst & Young
Sämtliche Forderungen und sonstigen Vermögensgegenstände sind wie im Vorjahr innerhalb eines Jahres fällig. In 2016 bestanden Forderungen gegen verbundene Unternehmen in Höhe von TEUR 9.071 (Vj.TEUR 24), wovon TEUR 401 (Vj. TEUR 24) aus Lieferungen und Leistungen stammten. Die Forderungen gegen verbundene Unternehmen des Geschäftsjahres sind aufgrund einer im Vorjahr durchgeführten Aufrechnung nicht mit der Angabe für das Vorjahr vergleichbar. Die Forderungen gegen verbundene Unternehmen des Vorjahres hätten TEUR 905 betragen, welche ausschließlich aus Lieferungen und Leistungen entstanden.; 4.25, 2, 6 ;2016;CARISSA Einzelhandel- und Tankstellenservice GmbH & Co. KG;Jahresabschluss;Ernst & Young
Rückstellungen; 4.47 ;2016;CARISSA Einzelhandel- und Tankstellenservice GmbH & Co. KG;Jahresabschluss;Ernst & Young
Die Sonstigen Rückstellungen enthalten im Wesentlichen Rückstellungen für Bonusverpflichtungen gegenüber Tankstellenpächtern, Bonuszahlungen für Mitarbeiter, Altersteilzeitrückstellungen für Mitarbeiter, Beiträge an die Industrie- und Handelskammer und Rückstellungen für ausstehende Rechnungen.; 4.50, 39 ;2016;CARISSA Einzelhandel- und Tankstellenservice GmbH & Co. KG;Jahresabschluss;Ernst & Young
Die Steuerrückstellungen betreffen die Gewerbesteuer für 2015 und 2016.; 4.49 ;2016;CARISSA Einzelhandel- und Tankstellenservice GmbH & Co. KG;Jahresabschluss;Ernst & Young
Die Verbindlichkeiten gegenüber verbundenen Unternehmen enthalten Verbindlichkeiten gegenüber der Gesellschafterin in Höhe von TEUR 53.402 (Vj. TEUR 60.603), die sich aus dem Liefer- und Leistungsverkehr (TEUR 2.709, Vj. TEUR 2.659), der Gewinnabführung und dem Cash-Clearing zusammensetzen.; 4.58, 6, 20 ;2016;CARISSA Einzelhandel- und Tankstellenservice GmbH & Co. KG;Jahresabschluss;Ernst & Young
Laut Gesellschaftsvertrag steht das Ergebnis der Gesellschaft zum Stichtag allein der Kommanditistin zu, so dass das Jahresergebnis zum 31. Dezember 2016 in Höhe von TEUR 48.079 (Vj. TEUR 51.441) der SDO gutgeschrieben worden ist.; 67 ;2016;CARISSA Einzelhandel- und Tankstellenservice GmbH & Co. KG;Jahresabschluss;Ernst & Young
IV. Angaben und Erläuterungen zur Gewinn- und Verlustrechnung;;2016;CARISSA Einzelhandel- und Tankstellenservice GmbH & Co. KG;Jahresabschluss;Ernst & Young
Infolge der erstmaligen Anwendung der Vorschriften nach dem Bilanzrichtlinie-Umsetzungsgesetz (BilRUG) sind die Umsatzerlöse des Geschäftsjahres nicht mit der Angabe für das Vorjahr vergleichbar. Bei Anwendung von §277 Abs. 1 HGB i.d.F. BilRUG hätten sich für das Vorjahr Umsatzerlöse in Höhe von TEUR 1.056.219 ergeben. Die Änderung im Ausweis betrifft im Wesentlichen die bislang unter den sonstigen betrieblichen Erträgen ausgewiesenen Werbungskostenzuschüsse.; 4.0, 1, 2, 50 ;2016;CARISSA Einzelhandel- und Tankstellenservice GmbH & Co. KG;Jahresabschluss;Ernst & Young
Umsatzerlöse; 4.66, 49 ;2016;CARISSA Einzelhandel- und Tankstellenservice GmbH & Co. KG;Jahresabschluss;Ernst & Young
"Die Umsatzerlöse von insgesamt (TEUR 1.066.016 (Vj. TEUR 1.053.557)) resultieren überwiegend aus dem Verkauf von Waren an das Tankstellengewerbe sowie der Erbringung von Dienstleistungen. Die Verkäufe wurden ausschließlich auf dem inländischen Markt getätigt; die Dienstleistungen wurden ausschließlich im Inland erbracht."; 4.66, 49 ;2016;CARISSA Einzelhandel- und Tankstellenservice GmbH & Co. KG;Jahresabschluss;Ernst & Young
Die Umsatzerlöse setzen sich wie folgt zusammen:; 4.66, 49 ;2016;CARISSA Einzelhandel- und Tankstellenservice GmbH & Co. KG;Jahresabschluss;Ernst & Young
"TEUR
Tabak 890.881
Food 126.828
Fast Food 29.828
Non Food 15.481
E-Loading 2.240
Lubes 6.510
Technisches Versandgeschäft 2.336
1.074.104
Dienstleistungen 3.568
Partnerschaftsvergütung -11.656
1.066.016"; 4.66, 49 ;2016;CARISSA Einzelhandel- und Tankstellenservice GmbH & Co. KG;Jahresabschluss;Ernst & Young
Sonstige betriebliche Erträge; 4.69 ;2016;CARISSA Einzelhandel- und Tankstellenservice GmbH & Co. KG;Jahresabschluss;Ernst & Young
Die sonstigen betrieblichen Erträge beinhalten mit TEUR 358 (Vj. TEUR 241) periodenfremde Erträge. Sie resultieren im Wesentlichen aus der Auflösung von Rückstellungen (TEUR 341, Vj. TEUR 88).; 4.69, 56 ;2016;CARISSA Einzelhandel- und Tankstellenservice GmbH & Co. KG;Jahresabschluss;Ernst & Young
Materialaufwand; 4.70 ;2016;CARISSA Einzelhandel- und Tankstellenservice GmbH & Co. KG;Jahresabschluss;Ernst & Young
Der Materialaufwand enthält neben den Aufwendungen aus dem Bezug von Waren die Aufwendungen aus dem technischen Versandgeschäft.; 4.70 ;2016;CARISSA Einzelhandel- und Tankstellenservice GmbH & Co. KG;Jahresabschluss;Ernst & Young
Sonstige betriebliche Aufwendungen; 4.80 ;2016;CARISSA Einzelhandel- und Tankstellenservice GmbH & Co. KG;Jahresabschluss;Ernst & Young
Die sonstigen betrieblichen Aufwendungen beinhalten im Wesentlichen Dienstleistungsgebühren, Vertriebskosten, Beitragszahlungen, Aufwendungen für Fremdarbeiten, Aufwendungen für die Geschäftsführer der Komplementärin, KfZ-Kosten, Werbekosten und Mietaufwendungen zzgl. Nebenkosten.; 4.80 ;2016;CARISSA Einzelhandel- und Tankstellenservice GmbH & Co. KG;Jahresabschluss;Ernst & Young
Steuern vom Ertrag; 4.90 ;2016;CARISSA Einzelhandel- und Tankstellenservice GmbH & Co. KG;Jahresabschluss;Ernst & Young
Der ausgewiesene Betrag beinhaltet fast ausschließlich den Gewerbesteueraufwand für das laufende Geschäftsjahr 2016.; 4.90 ;2016;CARISSA Einzelhandel- und Tankstellenservice GmbH & Co. KG;Jahresabschluss;Ernst & Young
Sonstige finanzielle Verpflichtungen; 66 ;2016;CARISSA Einzelhandel- und Tankstellenservice GmbH & Co. KG;Jahresabschluss;Ernst & Young
Zum 31. Dezember 2016 bestanden sonstige finanzielle Verpflichtungen im Wesentlichen aus einem langfristigen Mietvertrag in Höhe von TEUR 496, aus drei langfristigen Serviceverträgen in Höhe von TEUR 135 sowie aus mehrjährigen Kfz-Leasingverträgen in Höhe von TEUR 417.; 66 ;2016;CARISSA Einzelhandel- und Tankstellenservice GmbH & Co. KG;Jahresabschluss;Ernst & Young
V. Sonstige Angaben;;2016;CARISSA Einzelhandel- und Tankstellenservice GmbH & Co. KG;Jahresabschluss;Ernst & Young
Name und Sitz des Mutterunternehmens; 74   ;2016;CARISSA Einzelhandel- und Tankstellenservice GmbH & Co. KG;Jahresabschluss;Ernst & Young
Die CARISSA Einzelhandel- und Tankstellenservice GmbH & Co. KG gehört über ihre alleinige Kommanditistin, die Shell Deutschland Oil GmbH, Hamburg, (‚SDO‘) sowie ihre Komplementärin, die CARISSA Verwaltungsgesellschaft mbH, Hamburg, eine 100%ige Tochtergesellschaft der SDO, zur Royal Dutch Shell Gruppe.; 74, 79 ;2016;CARISSA Einzelhandel- und Tankstellenservice GmbH & Co. KG;Jahresabschluss;Ernst & Young
Der Konzernabschluss und -lagebericht der Royal Dutch Shell plc, London, Großbritannien, zum 31. Dezember 2016 wird nach den International Financial Reporting Standards (IFRS), wie sie in der EU anzuwenden sind, aufgestellt.; 74   ;2016;CARISSA Einzelhandel- und Tankstellenservice GmbH & Co. KG;Jahresabschluss;Ernst & Young
Der Konzernabschluss der Royal Dutch Shell Gruppe wird im Bundesanzeiger veröffentlicht. Der Geschäftsbericht der Royal Dutch Shell plc, London, Großbritannien, einschließlich des Konzernabschlusses der Royal Dutch Shell Gruppe ist in englischer Sprache und in einer deutschen Kurzfassung bei der Shell Deutschland Oil GmbH, Öffentlichkeitsarbeit, Suhrenkamp 71-77, 22335 Hamburg, erhältlich.; 74   ;2016;CARISSA Einzelhandel- und Tankstellenservice GmbH & Co. KG;Jahresabschluss;Ernst & Young
Die vorgenannte Muttergesellschaft stellt im Sinne von § 285 Nr. 14 HGB für den größten Kreis von Unternehmen den Konzernabschluss auf. Ein Konzernabschluss für einen kleineren Kreis von Unternehmen wird nicht erstellt. Die zur internationalen Royal Dutch Shell Gruppe gehörenden Unternehmen werden im vorliegenden Jahresabschluss als verbundene Unternehmen behandelt.; 74   ;2016;CARISSA Einzelhandel- und Tankstellenservice GmbH & Co. KG;Jahresabschluss;Ernst & Young
Das Stammkapital der CARISSA Verwaltungsgesellschaft mbH mit Sitz in Hamburg beträgt EUR 25.600,00.;;2016;CARISSA Einzelhandel- und Tankstellenservice GmbH & Co. KG;Jahresabschluss;Ernst & Young
Ergebnisverwendung; 67   ;2016;CARISSA Einzelhandel- und Tankstellenservice GmbH & Co. KG;Jahresabschluss;Ernst & Young
Der Jahresüberschuss wird in voller Höhe dem Verbindlichkeitskonto der Kommanditistin gutgeschrieben.; 67   ;2016;CARISSA Einzelhandel- und Tankstellenservice GmbH & Co. KG;Jahresabschluss;Ernst & Young
Angaben zum Honorar des Abschlussprüfers; 71   ;2016;CARISSA Einzelhandel- und Tankstellenservice GmbH & Co. KG;Jahresabschluss;Ernst & Young
Das vom Abschlussprüfer für das Geschäftsjahr 2016 berechnete Gesamthonorar nach § 285 Nr. 17 HGB ist im Konzernabschlusses der Royal Dutch Shell plc, London, Großbritannien enthalten.; 71   ;2016;CARISSA Einzelhandel- und Tankstellenservice GmbH & Co. KG;Jahresabschluss;Ernst & Young
Beschäftigte Arbeitnehmer; 63   ;2016;CARISSA Einzelhandel- und Tankstellenservice GmbH & Co. KG;Jahresabschluss;Ernst & Young
Im Berichtsjahr wurden im Jahresdurchschnitt 49 Angestellte (24 im Innen- und 25 im Außendienst) beschäftigt.; 63   ;2016;CARISSA Einzelhandel- und Tankstellenservice GmbH & Co. KG;Jahresabschluss;Ernst & Young
Gesellschaftervertreter; 83   ;2016;CARISSA Einzelhandel- und Tankstellenservice GmbH & Co. KG;Jahresabschluss;Ernst & Young
Die Gesellschaftervertreter bestanden im Geschäftsjahr 2016 aus den Herren:; 83   ;2016;CARISSA Einzelhandel- und Tankstellenservice GmbH & Co. KG;Jahresabschluss;Ernst & Young
"Dirk Schroers, DACH Finance Manager Retail (Shell Deutschland Oil GmbH)
Patrick Carré, GM Retail DACH (Shell Deutschland Oil GmbH)"; 83   ;2016;CARISSA Einzelhandel- und Tankstellenservice GmbH & Co. KG;Jahresabschluss;Ernst & Young
Geschäftsführung; 83   ;2016;CARISSA Einzelhandel- und Tankstellenservice GmbH & Co. KG;Jahresabschluss;Ernst & Young
Die CARISSA Verwaltungsgesellschaft mbH war im Geschäftsjahr vom 1. Januar 2016 bis 31. Dezember 2016 zur Geschäftsführung und Vertretung allein berechtigt und verpflichtet.; 83   ;2016;CARISSA Einzelhandel- und Tankstellenservice GmbH & Co. KG;Jahresabschluss;Ernst & Young
Geschäftsführer der CARISSA Verwaltungsgesellschaft mbH, waren:; 83   ;2016;CARISSA Einzelhandel- und Tankstellenservice GmbH & Co. KG;Jahresabschluss;Ernst & Young
"Gunnar Jahnke, Geschäftsführer Finanzen (Hamburg)
Thomas Cebulla, Geschäftsführer Marketing/Vertrieb (Rosengarten), (bis 31. März 2017)
Sönke Kleymann, Geschäftsführer Marketing/Vertrieb (Ellerbek), (ab 1. April 2017) "; 83   ;2016;CARISSA Einzelhandel- und Tankstellenservice GmbH & Co. KG;Jahresabschluss;Ernst & Young
Nachtragsbericht; 68   ;2016;CARISSA Einzelhandel- und Tankstellenservice GmbH & Co. KG;Jahresabschluss;Ernst & Young
Es sind keine Vorgänge von besonderer Bedeutung nach dem Bilanzstichtag eingetreten, die wesentliche finanzielle Auswirkungen haben.; 68   ;2016;CARISSA Einzelhandel- und Tankstellenservice GmbH & Co. KG;Jahresabschluss;Ernst & Young
Gesamtbezüge der Organe; 84   ;2016;CARISSA Einzelhandel- und Tankstellenservice GmbH & Co. KG;Jahresabschluss;Ernst & Young
Die Angabe der Bezüge der Geschäftsführung der Komplementär-GmbH unterbleibt mit Verweis auf § 286 Abs. 4 HGB. Die Gesellschaftervertreter erhielten für das Geschäftsjahr 2016 keine Bezüge von der Gesellschaft.; 84   ;2016;CARISSA Einzelhandel- und Tankstellenservice GmbH & Co. KG;Jahresabschluss;Ernst & Young
Oststeinbek, 19. Mai 2017;;2016;CARISSA Einzelhandel- und Tankstellenservice GmbH & Co. KG;Jahresabschluss;Ernst & Young
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
