Anhang; Annotierung (Angabe Nummer in Anahngscheckliste) ;Geschäftsjahr;Gesellschaft;Abschlussart;Prüfer
"Bilanzierungs- und Bewertungsmethoden

";;2016;Piepenbrock Unternehmensgruppe GmbH + Co. KG;Konzernabschluss;Dr. Klein, Dr. Mönstermann + Partner GmbH
Die Wertansätze der Vermögensgegenstände und Schulden in der Konzernbilanz sind unter Anpassung an eine konzerneinheitliche Bilanzierung (HB II) aus den Jahresabschlüssen der Tochterunternehmen abgeleitet worden. Die Bewertung der Vermögens- und Schuldposten erfolgt einheitlich und entspricht den handelsrechtlichen Vorschriften für große Kapitalgesellschaften sowie den Grundsätzen ordnungsmäßiger Buchführung.; 9.0 ;2016;Piepenbrock Unternehmensgruppe GmbH + Co. KG;Konzernabschluss;Dr. Klein, Dr. Mönstermann + Partner GmbH
"Nachstehend geben wir eine Übersicht über die gewählten Bilanzierungs- und Bewertungsmethoden.

"; 9.0 ;2016;Piepenbrock Unternehmensgruppe GmbH + Co. KG;Konzernabschluss;Dr. Klein, Dr. Mönstermann + Partner GmbH
Immaterielle Vermögensgegenstände werden zu Anschaffungskosten abzüglich kumulierter planmäßiger Abschreibungen bilanziert. Die planmäßigen Abschreibungen erfolgen linear. Geschäfts- oder Firmenwerte werden mit einer Nutzungsdauer von maximal 5 Jahren planmäßig abgeschrieben. Die Notwendigkeit von außerplanmäßigen Abschreibungen auf Geschäfts- oder Firmenwerte wurde auf Basis der kleinsten wirtschaftlichen Einheiten, denen ein Firmenwert zugeordnet werden kann, überprüft.; 9.2, 14 ;2016;Piepenbrock Unternehmensgruppe GmbH + Co. KG;Konzernabschluss;Dr. Klein, Dr. Mönstermann + Partner GmbH
Sachanlagen werden zu Anschaffungs- bzw. Herstellungskosten abzüglich kumulierter planmäßiger Abschreibungen bilanziert. Die Abschreibungen werden nach der voraussichtlichen wirtschaftlichen Nutzungsdauer berechnet.; 9.7 ;2016;Piepenbrock Unternehmensgruppe GmbH + Co. KG;Konzernabschluss;Dr. Klein, Dr. Mönstermann + Partner GmbH
Für Vermögensgegenstände, deren Anschaffungskosten zwischen EUR 150 und EUR 1.000 liegen, wird gemäß der steuerlichen Vereinfachungsregeln § 6 Abs. 2a EStG ein Sammelposten gebildet. Dieser Posten wird linear mit jeweils einem Fünftel der Anschaffungskosten abgeschrieben.; 9.7 ;2016;Piepenbrock Unternehmensgruppe GmbH + Co. KG;Konzernabschluss;Dr. Klein, Dr. Mönstermann + Partner GmbH
Finanzanlagen sind zu Anschaffungskosten oder bei voraussichtlich dauernder Wertminderung mit dem niedrigeren beizulegenden Wert angesetzt. Niedrigere Wertansätze werden beibehalten, sofern nicht wieder ein höherer Wertansatz bis zu den ursprünglichen Anschaffungskosten geboten ist.; 9.12 ;2016;Piepenbrock Unternehmensgruppe GmbH + Co. KG;Konzernabschluss;Dr. Klein, Dr. Mönstermann + Partner GmbH
Roh-, Hilfs- und Betriebsstoffe sowie Waren werden zu Anschaffungskosten bewertet. Bei Wertminderung werden die vorgenannten Posten außerplanmäßig auf den niedrigeren beizulegenden Wert abgeschrieben. Abschreibungsbedarf wird insbesondere aus dem Verhältnis von Buchwerten zu niedrigeren Marktpreisen oder aus geringen Umschlagshäufigkeiten identifiziert.; 9.21 ;2016;Piepenbrock Unternehmensgruppe GmbH + Co. KG;Konzernabschluss;Dr. Klein, Dr. Mönstermann + Partner GmbH
Fertige und unfertige Erzeugnisse werden zu Herstellungskosten bewertet. Im Geschäftsjahr wurde aus betriebswirtschaftlichen Gründen die Definition der Herstellungskosten für fertige und unfertige Erzeugnisse durch erstmalige Einbeziehung eines Verwaltungsgemeinkostenzuschlags modifiziert. Diese Anpassung führt zu einer Bestandserhöhung von insgesamt T€ 572. Bei Wertminderung werden die vorgenannten Posten außerplanmäßig auf den niedrigeren beizulegenden Wert abgeschrieben. Abschreibungsbedarf wird insbesondere aus dem Verhältnis von Buchwerten zu retrograd ermittelten Vergleichswerten identifiziert.; 9.23 ;2016;Piepenbrock Unternehmensgruppe GmbH + Co. KG;Konzernabschluss;Dr. Klein, Dr. Mönstermann + Partner GmbH
Forderungen und sonstige Vermögensgegenstände werden mit Nennwerten angesetzt. Die in den Forderungen liegenden Risiken werden durch Einzel- und Pauschalwertberichtigungen angemessen berücksichtigt. Fremdwährungsforderungen werden zum Devisenkassamittelkurs am Bilanzstichtag umgerechnet. Für Fremdwährungsforderungen mit einer Restlaufzeit kleiner 1 Jahr werden das Anschaffungskosten- und Realisationsprinzip nicht angewendet.; 9.25 ;2016;Piepenbrock Unternehmensgruppe GmbH + Co. KG;Konzernabschluss;Dr. Klein, Dr. Mönstermann + Partner GmbH
In Ausübung des Bilanzierungswahlrechtes Art. 28 Abs. 1 S.2 EGHGB werden Rückstellungen für Pensionen aus laufenden Leistungen, soweit diese nicht auf Sonderzusagen vor dem 01.01.1987 beruhen, sowie für Anwartschaften aus Zusagen nach dem 31.12.1986 gebildet. Anwartschaften aus Zusagen vor dem 01.01.1987 sowie Verpflichtungen aus laufenden Leistungen, die auf Sonderzusagen vor dem 01.01.1987 beruhen, werden nicht bilanziert und gemäß Art. 28 Abs. 2 EGHGB im Anhang gezeigt.; 9.48, 35 ;2016;Piepenbrock Unternehmensgruppe GmbH + Co. KG;Konzernabschluss;Dr. Klein, Dr. Mönstermann + Partner GmbH
Die Rückstellungen für Pensionen und ähnliche Verpflichtungen sind gem. § 253 Abs. 1 Satz 2 HGB mit dem nach vernünftiger kaufmännischer Beurteilung notwendigen Erfüllungsbetrag bewertet worden. Dieser wurde unter Berücksichtigung der Sterbetafeln Heubeck 2005 G in einem versicherungsmathematischen Gutachten berechnet. Im Rahmen der Bewertung wurden zukünftige Gehaltssteigerungen, soweit diese für die Ermittlung der Rentenhöhe anrechenbar sind, von 1,5 % p. a. sowie Rentenerhöhungen von 1,2 % p. a. berücksichtigt. Für die Abzinsung ist der von der Deutschen Bundesbank ermittelte Zinssatz für eine Laufzeit von 15 Jahren und einer Durchschnittsbildung über 10 Jahre i. H. v. 4,01 % zugrunde gelegt worden.; 9.48, 35 ;2016;Piepenbrock Unternehmensgruppe GmbH + Co. KG;Konzernabschluss;Dr. Klein, Dr. Mönstermann + Partner GmbH
Die Steuer- und sonstigen Rückstellungen werden für ungewisse Verbindlichkeiten und drohende Verluste aus schwebenden Geschäften gebildet. Sie sind mit dem nach vernünftiger kaufmännischer Beurteilung notwendigen Erfüllungsbetrag bewertet. Zukünftige Preis- und Kostensteigerungen werden berücksichtigt, sofern ausreichende objektive Hinweise für deren Eintritt vorliegen. Rückstellungen mit einer Restlaufzeit von mehr als einem Jahr werden mit dem ihrer Restlaufzeit entsprechenden durchschnittlichen Marktzinssatz der vergangenen sieben Geschäftsjahre abgezinst.; 9.50 ;2016;Piepenbrock Unternehmensgruppe GmbH + Co. KG;Konzernabschluss;Dr. Klein, Dr. Mönstermann + Partner GmbH
Verbindlichkeiten sind grundsätzlich mit dem Erfüllungsbetrag bewertet. Fremdwährungsverbindlichkeiten werden zum Devisenkassamittelkurs am Bilanzstichtag umgerechnet. Für Fremdwährungsverbindlichkeiten mit einer Restlaufzeit kleiner 1 Jahr werden Anschaffungskosten- und Realisationsprinzip nicht angewendet.; 9.51 ;2016;Piepenbrock Unternehmensgruppe GmbH + Co. KG;Konzernabschluss;Dr. Klein, Dr. Mönstermann + Partner GmbH
Die Aktiv- und Passivposten der auf fremde Währung lautenden Bilanzen sind, mit Ausnahme des Eigenkapitals, zum Devisenkassamittelkurs am Abschlussstichtag in Euro umgerechnet worden. Das Eigenkapital wurde mit dem zum Zeitpunkt der erstmaligen Einbeziehung gültigen Umrechnungskurs bilanziert. Sich daraus ergebende Umrechnungsdifferenzen sind innerhalb des Konzerneigenkapitals nach den Rücklagen unter dem Posten Eigenkapitaldifferenzen aus der Währungsumrechnung ausgewiesen. Posten der Gewinn- und Verlustrechnung werden zum Durchschnittskurs umgerechnet.; 9.0 ;2016;Piepenbrock Unternehmensgruppe GmbH + Co. KG;Konzernabschluss;Dr. Klein, Dr. Mönstermann + Partner GmbH
Für die Ermittlung latenter Steuern aufgrund von temporären oder quasipermanenten Differenzen zwischen den handelsrechtlichen Wertansätzen von Vermögensgegenständen, Schulden und Rechnungsabgrenzungsposten und ihren steuerlichen Wertansätzen oder aufgrund steuerlicher Verlustvorträge wurden die Beträge der sich ergebenden Steuerbe- und -entlastung mit den unternehmensindividuellen Steuersätzen im Zeitpunkt des Abbaus der Differenzen bewertet. Differenzen, die auf Konsolidierungsmaßnahmen gemäß den §§ 300 bis 305 HGB beruhen, wurden ebenfalls mit den unternehmensindividuellen Steuersätzen im Zeitpunkt des voraussichtlichen Abbaus der Differenzen bewertet. Aktive latente Steuern auf Verlustvorträge wurden berücksichtigt, sofern innerhalb der nächsten fünf Jahre eine Verlustverrechnung wahrscheinlich ist. Aktive und passive Steuerlatenzen wurden saldiert ausgewiesen.; 9.35, 9.64, 25 ;2016;Piepenbrock Unternehmensgruppe GmbH + Co. KG;Konzernabschluss;Dr. Klein, Dr. Mönstermann + Partner GmbH
Angaben und Erläuterungen zur Bilanz;;2016;Piepenbrock Unternehmensgruppe GmbH + Co. KG;Konzernabschluss;Dr. Klein, Dr. Mönstermann + Partner GmbH
Anlagevermögen; 5.1 ;2016;Piepenbrock Unternehmensgruppe GmbH + Co. KG;Konzernabschluss;Dr. Klein, Dr. Mönstermann + Partner GmbH
Die Entwicklung des Anlagevermögens ist im Anlagenspiegel (siehe Anlage) dargestellt; 5.1 ;2016;Piepenbrock Unternehmensgruppe GmbH + Co. KG;Konzernabschluss;Dr. Klein, Dr. Mönstermann + Partner GmbH
Der Anteilbesitz ist in der beigefügten Aufstellung gesondert dargestellt.; 5.12 ;2016;Piepenbrock Unternehmensgruppe GmbH + Co. KG;Konzernabschluss;Dr. Klein, Dr. Mönstermann + Partner GmbH
Im Rahmen der Erstkonsolidierung der PPT ASIA Ltd., Bangkok/Thailand in 2014 wurde ein Firmenwert von T€ 9 aufgedeckt worden. Der Firmenwert wurde über eine Nutzungsdauer von 5 Jahren planmäßig abgeschrieben. Der Abschreibungszeitraum orientiert sich an der voraussichtlichen Mindestnutzungsdauer des Kundenstamms.; 5.5, 14 ;2016;Piepenbrock Unternehmensgruppe GmbH + Co. KG;Konzernabschluss;Dr. Klein, Dr. Mönstermann + Partner GmbH
Im Rahmen des Anteilserwerbs in 2015 an der PPT Piepenbrock Packaging Technologies LLC, Mount Pleasant/USA sind im Jahresabschluss der vorgenannten Gesellschaft ein Firmenwert von umgerechnet T€ 1.602 und im Rahmen der Kapitalkonsolidierung im Konzern ein zusätzlicher Firmenwert von T€ 45 entstanden. Die Firmenwerte werden über eine Nutzungsdauer von 3 Jahren planmäßig abgeschrieben. Der Abschreibungszeitraum orientiert sich an der voraussichtlichen Mindestnutzungsdauer des übergebenen Kundenstamms.; 5.5, 14, 92 ;2016;Piepenbrock Unternehmensgruppe GmbH + Co. KG;Konzernabschluss;Dr. Klein, Dr. Mönstermann + Partner GmbH
Latente Steuern; 5.35, 5.64, 25 ;2016;Piepenbrock Unternehmensgruppe GmbH + Co. KG;Konzernabschluss;Dr. Klein, Dr. Mönstermann + Partner GmbH
Die in der Bilanz ausgewiesenen latenten Steuern setzen sich wie folgt zusammen:; 5.35, 5.64, 25 ;2016;Piepenbrock Unternehmensgruppe GmbH + Co. KG;Konzernabschluss;Dr. Klein, Dr. Mönstermann + Partner GmbH
"31. Dezember 2015 31. Dezember 2015 31. Dezember 2016 31. Dezember 2016
Aktive Gewerbesteuerlatenzen        
Abweichende Bilanzansätze        
Auftragsbestände 3.938,00   208.747,00  
steuerliche Firmenwerte 512.000,00   448.000,00  
GruBo, Gebäude 61.084,92   71.265,74  
GmbH-Anteile* 26.378,02   26.378,02  
BGA 918.650,06   1.006.936,82  
Pensionsrückstellungen 15.525.397,45   16.083.122,71  
sonstige Rückstellungen 80.000,00   96.000,00  
Verbindlichkeiten 148.724,50   148.691,72  
Verlustvorträge 20.964.116,45   17.111.954,33  
  38.240.289,40   35.201.096,34  
15,00%   5.734.460,71   5.278.581,75
Aktive Körperschaftsteuerlatenzen        
Verlustvorträge 0,00   86.038,00  
  0,00   86.038,00  
15,83%   0,00   13.615,51
Passive Gewerbesteuerlatenzen        
Abweichende Bilanzansätze        
GruBo, Gebäude -6.835.617,13   -6.662.024,00  
BGA 0,00   0,00  
  -6.835.617,13   -6.662.024,00  
15,00%   -1.025.342,55   -999.303,58
Ausländische Steuerlatenzen        
Abweichende Bilanzansätze        
GruBo -2.184.396,26   0,00  
Vorräte 0,00   0,00  
  -2.184.396,26   0,00  
28,13%   -614.678,96   0,00
Aktive latente Steuern   4.094.439,20   4.292.893,68
Ertrag aus latenten Steuern 2016       198.454,48
*Bewertung gemäß Teileinkünfteverfahren"; 5.35, 5.64, 25 ;2016;Piepenbrock Unternehmensgruppe GmbH + Co. KG;Konzernabschluss;Dr. Klein, Dr. Mönstermann + Partner GmbH
Rückstellungen; 5.47 ;2016;Piepenbrock Unternehmensgruppe GmbH + Co. KG;Konzernabschluss;Dr. Klein, Dr. Mönstermann + Partner GmbH
Für Pensionsanwartschaften, die aufgrund von Zusagen vor dem 01. Januar 1987 entstanden sind, sowie für Verpflichtungen aus laufenden Leistungen, die auf Sonderzusagen vor dem 01. Januar 1987 beruhen, wurde gem. Art. 28 Abs. 1 S. 2 EGHGB auf eine Bilanzierung in Höhe von T€ 11.849 verzichtet.; 5.48, 34 ;2016;Piepenbrock Unternehmensgruppe GmbH + Co. KG;Konzernabschluss;Dr. Klein, Dr. Mönstermann + Partner GmbH
Angaben zur Fristigkeit und Besicherung der Verbindlichkeiten; 5.51 ;2016;Piepenbrock Unternehmensgruppe GmbH + Co. KG;Konzernabschluss;Dr. Klein, Dr. Mönstermann + Partner GmbH
Angaben zur Zusammensetzung der Verbindlichkeiten:; 5.51 ;2016;Piepenbrock Unternehmensgruppe GmbH + Co. KG;Konzernabschluss;Dr. Klein, Dr. Mönstermann + Partner GmbH
"davon mit einer Restlaufzeit von bis zu 1 Jahr davon mit einer Restlaufzeit von 1 - 5 Jahre davon mit einer Restlaufzeit von über 5 Jahre Gesamt
Verbindlichkeiten gegenüber        
Kreditinstituten 17.824.976,40 € 11.126.399,53 € 1.475,59 € 28.952.851,52 €
Verbindlichkeiten aus Lieferungen        
und Leistungen 12.718.940,57 € - € - € 12.718.940,57 €
Verbindlichkeiten gegenüber verbundenen Unternehmen 81.557,82 € - € - € 81.557,82 €
Verbindlichkeiten gegenüber        
Gesellschaftern 1.153.894,22 € - € - € 1.153.894,22 €
Sonstige Verbindlichkeiten 27.225.269,30 € 76.199,12 € - € 27.301.468,42 €
  59.004.638,31 € 11.202.598,65 € 1.475,59 € 70.208.712,55 €"; 5.51, 19, 42, 43 ;2016;Piepenbrock Unternehmensgruppe GmbH + Co. KG;Konzernabschluss;Dr. Klein, Dr. Mönstermann + Partner GmbH
Die Verbindlichkeiten gegenüber Kreditinstituten sind in Höhe von T€ 2.405 durch Grundschulden gesichert.; 5.54 ;2016;Piepenbrock Unternehmensgruppe GmbH + Co. KG;Konzernabschluss;Dr. Klein, Dr. Mönstermann + Partner GmbH
Sonstige finanzielle Verpflichtungen; 62 ;2016;Piepenbrock Unternehmensgruppe GmbH + Co. KG;Konzernabschluss;Dr. Klein, Dr. Mönstermann + Partner GmbH
Die jährlichen Verpflichtungen aus der Anmietung von Geschäftsräumen belaufen sich auf T€ 6.230 (Vj. T€ 5.818). Aus abgeschlossenen Leasingverträgen ergeben sich für die Gesellschaft in den Folgejahren finanzielle Verpflichtungen in Höhe von T€ 8.150 (Vj. T€ 6.131).; 62 ;2016;Piepenbrock Unternehmensgruppe GmbH + Co. KG;Konzernabschluss;Dr. Klein, Dr. Mönstermann + Partner GmbH
Angaben und Erläuterung zur Gewinn- und Verlustrechnung;;2016;Piepenbrock Unternehmensgruppe GmbH + Co. KG;Konzernabschluss;Dr. Klein, Dr. Mönstermann + Partner GmbH
Umsatzerlöse; 5.66 ;2016;Piepenbrock Unternehmensgruppe GmbH + Co. KG;Konzernabschluss;Dr. Klein, Dr. Mönstermann + Partner GmbH
Die Umsatzerlöse gliedern sich wie folgt:; 5.66, 48 ;2016;Piepenbrock Unternehmensgruppe GmbH + Co. KG;Konzernabschluss;Dr. Klein, Dr. Mönstermann + Partner GmbH
"2016
Mio. € 2015
Mio. €
Dienstleistungen 440,9 438,4
Maschinenbau u. Industriedienstleistungen 60,2 66,5
Sonstige 2,0 1,8
  503,1 506,7"; 5.66, 48 ;2016;Piepenbrock Unternehmensgruppe GmbH + Co. KG;Konzernabschluss;Dr. Klein, Dr. Mönstermann + Partner GmbH
Die Dienstleistungsumsätze werden ausschließlich im Inland erwirtschaftet. In den Umsätzen des Maschinenbaus sind Auslandsumsätze in Höhe von T€ 28.978 (Vj. T€ 39.969) enthalten. Da die Maschinenbautöchter global agieren, ist eine weitere Unterteilung nach Regionen aufgrund der Zergliederung der Umsätze und des geringen Anteils am Konzerngesamtumsatz nicht aussagekräftig.; 5.66, 48 ;2016;Piepenbrock Unternehmensgruppe GmbH + Co. KG;Konzernabschluss;Dr. Klein, Dr. Mönstermann + Partner GmbH
Aufgrund der durch das BilRUG angepassten Definition der Umsatzerlöse nach § 277 I HGB sind im Berichtsjahr Konten mit einem Saldo von T€ 31 in die Umsatzerlöse umgegliedert worden, die nach der Vorjahresdefinition und einem Vorjahreswert von T€ 9 in den sonstigen betrieblichen Erträgen ausgewiesen wurden.; 5.66, 2 ;2016;Piepenbrock Unternehmensgruppe GmbH + Co. KG;Konzernabschluss;Dr. Klein, Dr. Mönstermann + Partner GmbH
"Angaben zu außergewöhnlichen Aufwands- und Ertragsposten

";;2016;Piepenbrock Unternehmensgruppe GmbH + Co. KG;Konzernabschluss;Dr. Klein, Dr. Mönstermann + Partner GmbH
"Mit Datum vom 22.03.2016 wurde durch die Geschäftsführung der Hans Hamberger Aktiengesellschaft Kunstfeuerwerkfabrik Oberried der notarielle Kaufvertrag zur Veräußerung des ehemaligen Betriebsgeländes der Gesellschaft geschlossen. Der Kaufvertrag enthielt aufschiebende Bedingungen, die kumulativ am 27.09.2016 erfüllt waren und zur Realisation des Grundstücksverkaufs geführt haben. Aus der Veräußerung ist auf Konzernebene ein direkter Ertrag vor Steuern in Höhe von T€ 2.936,7 sowie ein zusätzlicher Fremdwährungsgewinn in Höhe von T€ 1.249,7 aus der Konvertierung und Auszahlung des Veräußerungserlöses entstanden. Die vorgenannten Beträge sind in den sonstigen betrieblichen Erträgen enthalten.

";;2016;Piepenbrock Unternehmensgruppe GmbH + Co. KG;Konzernabschluss;Dr. Klein, Dr. Mönstermann + Partner GmbH
"Außerplanmäßige Abschreibung

"; 5.77 ;2016;Piepenbrock Unternehmensgruppe GmbH + Co. KG;Konzernabschluss;Dr. Klein, Dr. Mönstermann + Partner GmbH
Zum Anlagevermögen der Unternehmensgruppe zählt eine Liegenschaft mit einem aufstehenden Gebäude in Göllheim. Für einen Teil der aufstehenden Gebäude sehen wir weder eine Möglichkeit zur eigenbetrieblichen Nutzung noch für eine Veräußerung. Somit ist eine dauernde Wertminderung gegeben, der wir mit einer außerplanmäßigen Abschreibung in Höhe von T€ 445,8 Rechnung getragen haben.; 5.77, 50 ;2016;Piepenbrock Unternehmensgruppe GmbH + Co. KG;Konzernabschluss;Dr. Klein, Dr. Mönstermann + Partner GmbH
"Sonstige betriebliche Aufwendungen

"; 5.80 ;2016;Piepenbrock Unternehmensgruppe GmbH + Co. KG;Konzernabschluss;Dr. Klein, Dr. Mönstermann + Partner GmbH
"Aufgrund des nach BilRUG angepassten Gliederungsschemas der Gewinn- und Verlustrechnung wurde der Posten „außerordentliche Aufwendungen“ gestrichen und ein Vorjahresbetrag von T€ 415 für Kosten eines Rechtsstreites zur der Beseitigung einer Bodenkontamination in die sonstigen betrieblichen Aufwendungen umgegliedert.

"; 5.80, 2, 55 ;2016;Piepenbrock Unternehmensgruppe GmbH + Co. KG;Konzernabschluss;Dr. Klein, Dr. Mönstermann + Partner GmbH
Erläuterung zur Kapitalflussrechnung;;2016;Piepenbrock Unternehmensgruppe GmbH + Co. KG;Konzernabschluss;Dr. Klein, Dr. Mönstermann + Partner GmbH
