; Annotierung (Angabe Nummer in Anahngscheckliste) ;Geschäftsjahr;Gesellschaft;Abschlussart;Prüfer
Aufgrund der geänderten Bewertung der laufenden Pensionen und der Anwartschaften auf Pensionen war zum 01.01.2010 eine Zuführung zu den Pensionsrückstellungen erforderlich. Diese betrug insgesamt 4.171 TEuro. Artikel 67 Abs. 1 Satz 1 EGHGB erlaubt, diese Zuführung entweder sofort in vollem Umfang oder zu mindestens einem Fünfzehntel – darüber hinaus ist auch eine schnellere Ansammlung möglich – bis zum 31. Dezember 2024 zuzuführen. Es wurde ein Betrag in Höhe von 278 TEuro zugeführt, der einem Fünfzehntel des Gesamtbetrages entspricht. Die nicht gebildete Rückstellung beträgt 2.225 TEuro.; 8.48, 38 ;2016;Hochwald Foods GmbH;Jahresabschluss;RW AUDIT GmbH.
Die sonstigen Rückstellungen entsprechen den zu erwartenden Erfüllungsbeträgen und berücksichtigen alle erkennbaren Risiken und ungewisse Verpflichtungen. Die Bewertung der Rückstellungen erfolgt in Höhe des nach vernünftiger kaufmännischer Beurteilung notwendigen Erfüllungsbetrages. Rückstellungen mit einer Restlaufzeit über einem Jahr wurden abgezinst.; 8.50 ;2016;Hochwald Foods GmbH;Jahresabschluss;RW AUDIT GmbH.
Die Rückstellung für Gewährleistung wurde in Form einer Pauschalrückstellung gebildet. Die Berechnung erfolgt auf durchschnittlichen Erfahrungswerten der Vergangenheit.; 8.50 ;2016;Hochwald Foods GmbH;Jahresabschluss;RW AUDIT GmbH.
Die Verbindlichkeiten sind mit ihrem Erfüllungsbetrag angesetzt.; 8.51 ;2016;Hochwald Foods GmbH;Jahresabschluss;RW AUDIT GmbH.
"Anschaffungs-/ Herst.-
Kosten Zugänge Umbuchungen Zuschüsse Abgänge extern
Anschaffungs-/ Herst.-
Kosten
01.01.2016 des Geschäftsjahres des Geschäftsjahres 31.12.2016
Euro Euro Euro Euro Euro
I. Immaterielle Vermögensgegenstände
1. Entgeltlich erworbene
Konzessionen, gewerbliche
Schutzrechte und
ähnliche Rechte und Werte
sowie Lizenzen an solchen
Rechten und Werten
57.838.856,08 804.167,48 118.688,34 0,00 1.550.000,00 57.211.711,90
2. Geschäfts- oder Firmenwert
8.300.914,71 0,00 0,00 0,00 0,00 8.300.914,71
3. Geleistete Anzahlungen
118.688,34 11.966,71 -118.688,34 0,00 0,00 11.966,71
66.258.459,13 816.134,19 0,00 0,00 1.550.000,00 65.524.593,32
II. Sachanlagen
1. Grundstücke, grundstücksgleiche
Rechte und
Bauten einschließlich
58.008.618,90 1.829.174,47 3.747.109,56 0,00 0,00 63.584.902,93"; 15 ;2016;Hochwald Foods GmbH;Jahresabschluss;RW AUDIT GmbH.
"Anschaffungs-/ Herst.-
Kosten Zugänge Umbuchungen Zuschüsse Abgänge extern
Anschaffungs-/ Herst.-
Kosten
01.01.2016 des Geschäftsjahres des Geschäftsjahres 31.12.2016
Euro Euro Euro Euro Euro
der Bauten auf fremden
Grundstücken
2. Technische Anlagen
und Maschinen
225.766.028,64 21.562.411,26 36.881.493,14 0,00 241.239.201,86 42.970.731,18
3. Andere Anlagen, Betriebs-
und Geschäftsausstattung
16.365.195,10 1.033.394,49 95.930,31 0,00 9.598.677,45 7.895.842,45
4. Geleistete Anzahlungen
und Anlagen im Bau
41.782.076,11 6.201.785,07 -40.724.533,01 0,00 0,00 7.259.328,17
341.921.918,75 30.626.765,29 0,00 0,00 250.837.879,31 121.710.804,73
III. Finanzanlagen
1. Anteile an verbundenen
Unternehmen
64.346.586,99 12.500,00 0,00 5.953.213,40 58.405.873,59
2. Ausleihungen an verbundene
Unternehmen
Beteiligungsverhältnis
besteht
8.245.083,06 96.970.310,90 0,00 17.395.068,06 87.820.325,90
3. Beteiligungen 2.581.675,13 0,00 0,00 0,00 2.581.675,13
4. Geschäftsguthaben bei
Genossenschaften
175.866,34 0,00 0,00 0,00 175.866,34
5. Wertpapiere des Anlagevermögens
5.505,00 0,00 0,00 0,00 5.505,00
6. Sonstige Ausleihungen 0,00 0,00 0,00 0,00 0,00
75.354.716,52 96.982.810,90 0,00 0,00 23.348.281,46 148.989.245,96
insgesamt 483.535.094,40 128.425.710,38 0,00 0,00 275.736.160,77 336.224.644,01"; 15 ;2016;Hochwald Foods GmbH;Jahresabschluss;RW AUDIT GmbH.
"Abschreibungen Geschäftsjahr
Zuschreibungen Geschäftsjahr Abschreibungen Abgang Abschreibungen kumuliert
01.01.2016 31.12.2016
Euro Euro Euro Euro Euro
I. Immaterielle Vermögensgegenstände
1. Entgeltlich erworbene
Konzessionen, gewerbliche
Schutzrechte und ähnliche
Rechte und Werte sowie Lizenzen
an solchen Rechten
und Werten
51.740.682,44 2.355.562,28 1.550.000,00 52.546.244,72
2. Geschäfts- oder Firmenwert
8.024.217,80 276.696,91 0,00 8.300.914,71
3. Geleistete Anzahlungen 0,00 0,00 0,00 0,00
59.764.900,24 2.632.259,19 0,00 1.550.000,00 60.847.159,43
II. Sachanlagen
1. Grundstücke, grundstücksgleiche
Rechte und Bauten
einschließlich der Bauten auf
fremden Grundstücken
23.065.398,55 1.534.823,35 0,00 0,00 24.600.221,90
2. Technische Anlagen und
Maschinen
156.749.292,47 238.726,29 156.749.292,47 238.726,29
3. Andere Anlagen, Betriebsund
Geschäftsausstattung
10.445.850,91 777.748,73 6.599.728,02 4.623.871,62
4. Geleistete Anzahlungen
und Anlagen im Bau
0,00 0,00 0,00 0,00
190.260.541,93 2.551.298,37 0,00 163.349.020,49 29.462.819,81
III. Finanzanlagen
1. Anteile an verbundenen
Unternehmen
222.925,05 0,00 0,00 222.925,05
2. Ausleihungen an verbundene
Unternehmen Beteiligungsverhältnis
besteht
0,00 0,00 0,00 0,00";;2016;Hochwald Foods GmbH;Jahresabschluss;RW AUDIT GmbH.
"Abschreibungen kumuliert
Abschreibungen Geschäftsjahr
Zuschreibungen Geschäftsjahr Abschreibungen Abgang Abschreibungen kumuliert
01.01.2016 31.12.2016
Euro Euro Euro Euro Euro
3. Beteiligungen 0,00 0,00 0,00 0,00
4. Geschäftsguthaben bei Genossenschaften
0,00 0,00 0,00 0,00
5. Wertpapiere des Anlagevermögens
0,00 0,00 0,00 0,00
6. Sonstige Ausleihungen 0,00 0,00 0,00 0,00
222.925,05 0,00 0,00 0,00 222.925,05
insgesamt 250.248.367,22 5.183.557,56 0,00 164.899.020,49 90.532.904,29"; 15, 16 ;2016;Hochwald Foods GmbH;Jahresabschluss;RW AUDIT GmbH.
"Buchwerte am Bilanzstichtag Buchwerte am Bilanzstichtag
31.12.2015 31.12.2016
Euro Euro
I. Immaterielle Vermögensgegenstände
1. Entgeltlich erworbene Konzessionen, gewerbliche Schutzrechte
und ähnliche Rechte und Werte sowie Lizenzen an solchen
Rechten und Werten
6.098.173,64 4.665.467,18
2. Geschäfts- oder Firmenwert 276.696,91 0,00
3. Geleistete Anzahlungen 118.688,34 11.966,71
6.493.558,89 4.677.433,89
II. Sachanlagen
1. Grundstücke, grundstücksgleiche Rechte und Bauten einschließlich
der Bauten auf fremden Grundstücken
34.943.220,35 38.984.681,03
2. Technische Anlagen und Maschinen 69.016.736,17 42.732.004,89
3. Andere Anlagen, Betriebs- und Geschäftsausstattung 5.919.344,19 3.271.970,83
4. Geleistete Anzahlungen und Anlagen im Bau 41.782.076,11 7.259.328,17
151.661.376,82 92.247.984,92
III. Finanzanlagen
1. Anteile an verbundenen Unternehmen 64.123.661,94 58.182.948,54"; 15, 16 ;2016;Hochwald Foods GmbH;Jahresabschluss;RW AUDIT GmbH.
"Buchwerte am Bilanzstichtag Buchwerte am Bilanzstichtag
31.12.2015 31.12.2016
Euro Euro
2. Ausleihungen an verbundene Unternehmen Beteiligungsverhältnis
besteht
8.245.083,06 87.820.325,90
3. Beteiligungen 2.581.675,13 2.581.675,13
4. Geschäftsguthaben bei Genossenschaften 175.866,34 175.866,34
5. Wertpapiere des Anlagevermögens 5.505,00 5.505,00
6. Sonstige Ausleihungen 0,00 0,00
75.131.791,47 148.766.320,91
insgesamt 233.286.727,18 245.691.739,72"; 15 ;2016;Hochwald Foods GmbH;Jahresabschluss;RW AUDIT GmbH.
Erläuterungen zur Bilanz und zur Gewinn- und Verlustrechnung;;2016;Hochwald Foods GmbH;Jahresabschluss;RW AUDIT GmbH.
Bilanz;;2016;Hochwald Foods GmbH;Jahresabschluss;RW AUDIT GmbH.
Aufstellung zum Anteilbesitz nach § 285 Nr. 11 HGB per 31.12.2016:; 77 ;2016;Hochwald Foods GmbH;Jahresabschluss;RW AUDIT GmbH.
"Anteil Eigenkapital Jahresüberschuss/-verlust
% Jahr TEuro Jahr TEuro
Bärenmarke Vertriebsgesellschaft
mbH, 54424 Thalfang (vormals
84570 Polling)
100 2016 26 2016 0
Aolait S.à.r.l.,F-57320 Freistroff 100 2016 48 2016 13
AHL Distribution S.A., B-6800 Recogne
50 2016 244 2016 68
Hochwald Asset GmbH, 54424
Thalfang
100 2016 213 2016 188
Hochwald Foods Nederland B.V.,
NL-8701 WR Bolsward
100 2016 4.360 2016 899
Hochwald Foods Whey Ingredients
GmbH, 36088 Hünfeld (vormals:
Westland Milch GmbH)
100 2016 57.532 2016 0
Allgäuer Alpenmilch GmbH, 84570
Polling
100 2016 51 2016 15"; 77 ;2016;Hochwald Foods GmbH;Jahresabschluss;RW AUDIT GmbH.
"Anteil Eigenkapital Jahresüberschuss/-verlust
% Jahr TEuro Jahr TEuro
Hochwald Foods Austria GmbH,
A-4031 Linz
100 2016 73 2016 12
Hochwald Foods Molkerei Lüneburg
GmbH, 54424 Thalfang
100 2016 29 2016 2
Hochwald Foods DMCC, Dubai,
V.A.E.
100 2016 64 2016 7
Kondensmilch Export Kontor
GmbH i.L., Hamburg
50 2015 518 2015 1"; 77 ;2016;Hochwald Foods GmbH;Jahresabschluss;RW AUDIT GmbH.
Mit der Bärenmarke Vertriebsgesellschaft mbH und der Hochwald Foods Whey Ingredients GmbH wurde ein Ergebnisabführungsvertrag abgeschlossen. Daher sind die entsprechenden Gewinn- und Verlustrechnungen ausgeglichen.; 77 ;2016;Hochwald Foods GmbH;Jahresabschluss;RW AUDIT GmbH.
Hochwald Foods GmbH hält direkt 25% der Anteile an der Kondensmilch Export Kontor GmbH i. L. Darüber hinaus besteht eine indirekte Beteiligung in Höhe von 25% der Anteile über die Hochwald Foods Whey Ingredients GmbH an der Kondensmilch Export Kontor GmbH i. L.; 77 ;2016;Hochwald Foods GmbH;Jahresabschluss;RW AUDIT GmbH.
Im März 2014 hat Hochwald Foods GmbH 5,82 % der Anteile an Solarec SA von der Laiterie des Ardennes (LDA COOP) erworben.; 77 ;2016;Hochwald Foods GmbH;Jahresabschluss;RW AUDIT GmbH.
"Im Rahmen eines Ausgliederungs- und Übernahmevertrages (07.05.2015) wurde der selbständige Produktionsbetrieb des seit Herbst 2013 errichteten Trockenwerkes in Hünfeld inklusive Grundstück, Gebäude sowie technischen Anlagen und Maschinen von der Hochwald Foods GmbH auf die Westland Milch GmbH übertragen. Es erfolgte eine Ausgliederung durch Aufnahme nach § 123 Abs. 3 Nr. 1 UmwG. Ausgliederungsstichtag ist der 01.01.2015. Die ausgegliederten Vermögensgegenstände und Schulden wurden zu Buchwerten übertragen. Am 07.05.2015 wurde ferner in der Gesellschafterversammlung der Beschluss zur Verlegung des Sitzes der Gesellschaft von Thalfang nach Hünfeld notariell beurkundet. Zudem wird die Gesellschaft nach Eintragung ins Handelsregister umbenannt in Hochwald Foods Whey
Ingredients GmbH. Die Hochwald Foods GmbH hält nach wie vor 100% der Anteile."; 77 ;2016;Hochwald Foods GmbH;Jahresabschluss;RW AUDIT GmbH.
Am 15.04.2016 hat die Hochwald Foods GmbH 50% der Anteile an Hochwald Foods Asset GmbH (vormals Hochwald Foods DOC GmbH) per Kaufvertrag von der Firma DOC Kaas B.V. erworben.; 77 ;2016;Hochwald Foods GmbH;Jahresabschluss;RW AUDIT GmbH.
3.2 Forderungen und sonstige Vermögensgegenstände; 4.25 ;2016;Hochwald Foods GmbH;Jahresabschluss;RW AUDIT GmbH.
"2016.
EUR
2015.
EUR
Forderungen aus Lieferungen und Leistungen 121.453.251 98.923.791
- davon mit einer Restlaufzeit von mehr als einem Jahr 9.362.343 0
Forderungen gegen verbundene Unternehmen 59.673.869 50.176.534
- davon gegen Gesellschafter 0 0
- davon mit einer Restlaufzeit von mehr als einem Jahr 0 0
Sonstige Vermögensgegenstände 30.493.424 21.781.124
- davon mit einer Restlaufzeit von mehr als einem Jahr 2.500.000 58.081"; 4.25, 20 ;2016;Hochwald Foods GmbH;Jahresabschluss;RW AUDIT GmbH.
"2016.
EUR
2015.
EUR
Summe Forderungen 211.620.544 170.881.449"; 4.25 ;2016;Hochwald Foods GmbH;Jahresabschluss;RW AUDIT GmbH.
Im Rahmen eines wertpapierunterlegten Forderungsverkaufes (Asset Backed Commercial Paper-Programm) wurden Forderungen aus Lieferungen und Leistungen revolvierend und regresslos veräußert. Die ABCP-Finanzierung dient der kurzfristigen Stärkung der Liquidität und der Finanzkraft der Gesellschaft. Zum Bilanzstichtag wurden Bruttoforderungen in Höhe von 70,2 Mio. Euro, dies entspricht einem Nettovolumen von 55,8 Mio. Euro (Nennwert abzgl. Reserven), im Rahmen des Programms veräußert.; 4.26 ;2016;Hochwald Foods GmbH;Jahresabschluss;RW AUDIT GmbH.
Die ausgewiesenen Forderungen gegen verbundene Unternehmen im Berichtsjahr und im Vorjahr sind Forderungen aus Lieferungen und Leistungen sowie sonstige Vermögensgegenstände.; 4.27, 6 ;2016;Hochwald Foods GmbH;Jahresabschluss;RW AUDIT GmbH.
Die Erhöhung der sonstigen Forderungen und Vermögensgegenstände ist auf Kaufpreisforderungen und Kostenerstattungen zurückzuführen.; 4.29 ;2016;Hochwald Foods GmbH;Jahresabschluss;RW AUDIT GmbH.
Ferner sind in der Bilanzposition sonstige Vermögensgegenstände einbehaltene Reserven aus dem ABCP-Programm, eine Zuschussforderung, noch nicht abgerechnete Lieferanten-Gutschriften, debitorische Kreditoren und Steuerforderungen (Umsatzsteuer/Energiesteuern) enthalten.; 4.29 ;2016;Hochwald Foods GmbH;Jahresabschluss;RW AUDIT GmbH.
3.3 Eigenkapital; 4.37 ;2016;Hochwald Foods GmbH;Jahresabschluss;RW AUDIT GmbH.
Das Eigenkapital der Hochwald Foods GmbH, Thalfang, entwickelte sich im Geschäftsjahr 2016 wie folgt:; 4.37 ;2016;Hochwald Foods GmbH;Jahresabschluss;RW AUDIT GmbH.
"Gezeichnetes Kapital.
EUR
Kapitalrücklage.
EUR
Gewinnrücklage.
EUR Jahresergebnis
Total.
EUR
Stand per 1.1.2016 15.365.000 1.136.990 6.193.443 0 22.695.433
Kapitalerhöhung 0 0 0 0 0
Einstellung in die Gewinnrücklagen 0 0 0 0 0
Stand per 31.12.2016 15.365.000 1.136.990 6.193.443 0 22.695.433"; 4.37 ;2016;Hochwald Foods GmbH;Jahresabschluss;RW AUDIT GmbH.
3.4 Rückstellungen; 4.47 ;2016;Hochwald Foods GmbH;Jahresabschluss;RW AUDIT GmbH.
"2016.
EUR
2015.
EUR
Rückstellungen für Pensionen und ähnliche Verpflichtungen 23.643.201 23.620.734
Steuerrückstellungen 100.000 133.583
Sonstige Rückstellungen 5.323.376 6.796.836
29.066.577 30.551.153"; 4.47 ;2016;Hochwald Foods GmbH;Jahresabschluss;RW AUDIT GmbH.
Im Zuge der mit dem BilMoG geänderten Bewertung der laufenden Pensionen oder Anwartschaften auf Pensionen ergab sich zum Bilanzstichtag ein nicht in der Bilanz ausgewiesener Unterdeckungsbetrag i.S. v. Artikel 67 Abs. 1 EGHGB von 2.224,5 TEuro (2015: 2.502,5TEuro).; 4.47, 38 ;2016;Hochwald Foods GmbH;Jahresabschluss;RW AUDIT GmbH.
Die Steuerrückstellungen enthalten Rückstellungen für Lohnsteuernachzahlungen.; 4.49 ;2016;Hochwald Foods GmbH;Jahresabschluss;RW AUDIT GmbH.
Die sonstigen Rückstellungen beinhalten im Wesentlichen Personalverpflichtungen in Höhe von 2.871 TEuro (2015: 3.237 TEuro), Rückstellungen für Gewährleistungsverpflichtungen in Höhe von 593 TEuro (2015: 799 TEuro), unterlassene Instandhaltung 180 TEuro (2015: 305 TEuro), Prozessrisiken in Höhe von 750 TEuro (2015: 793 TEuro) sowie sonstige Rückstellungen für ausstehende Rechnungen und ungewisse Verbindlichkeiten in Höhe von 929 TEuro (2015: 1.663 TEuro). Bei der Ermittlungder sonstigen Rückstellungen sind alle erkennbaren Risiken ausreichend berücksichtigt.; 4.50, 40 ;2016;Hochwald Foods GmbH;Jahresabschluss;RW AUDIT GmbH.
3.5 Verbindlichkeiten; 4.51 ;2016;Hochwald Foods GmbH;Jahresabschluss;RW AUDIT GmbH.
"2016.
EUR
2015.
EUR
Verbindlichkeiten gegenüber Kreditinstituten 197.009.516 163.933.701
Verbindlichkeiten aus Lieferungen und Leistungen 52.801.163 48.054.456
Verbindlichkeiten gegenüber verbundenen Unternehmen 212.438.377 191.596.432
Sonstige Verbindlichkeiten 7.727.478 13.813.451
- davon aus Steuern 874.264 903.609
- davon im Rahmen der sozialen Sicherheit 72.463 133.125
Summe Verbindlichkeiten 469.976.534 417.398.040"; 4.51 ;2016;Hochwald Foods GmbH;Jahresabschluss;RW AUDIT GmbH.
Verbindlichkeitenspiegel:; 4.51 ;2016;Hochwald Foods GmbH;Jahresabschluss;RW AUDIT GmbH.
Die Verbindlichkeiten haben folgende Restlaufzeiten:; 4.51, 42 ;2016;Hochwald Foods GmbH;Jahresabschluss;RW AUDIT GmbH.
"2016.
EUR
2015.
EUR
Restlaufzeit bis zu einem Jahr
Verbindlichkeiten gegenüber Kreditinstituten 18.234.475 137.933.701
Verbindlichkeiten aus Lieferungen und Leistungen 52.801.163 48.054.456
Verbindlichkeiten gegenüber verbundenen Unternehmen 212.412.812 191.570.868
Sonstige Verbindlichkeiten 7.727.478 13.813.451
Restlaufzeit von 1 - 5 Jahren
Verbindlichkeiten gegenüber Kreditinstituten 178.775.041 26.000.000
Restlaufzeit von mehr als 5 Jahren
Verbindlichkeiten gegenüber verbundenen Unternehmen 25.565 25.565
469.976.534 417.398.040"; 4.51, 42, 43 ;2016;Hochwald Foods GmbH;Jahresabschluss;RW AUDIT GmbH.
Bei den Verbindlichkeiten aus Lieferungen von Waren bestehen die handelsüblichen Eigentumsvorbehalte.; 4.56 ;2016;Hochwald Foods GmbH;Jahresabschluss;RW AUDIT GmbH.
Die langfristigen Verbindlichkeiten gegenüber verbundenen Unternehmen sind in Höhe von 25,6 TEuro (2015: 25,6 TEuro) Darlehensverpflichtungen gegenüber einer Schwestergesellschaft. Daneben beinhalten die Verpflichtungen gegenüber verbundenen Unternehmen im Wesentlichen Verbindlichkeiten aus Lieferungen und Leistungen und zu einem kleineren Teil sonstige Verbindlichkeiten. Im Posten sind 194.740 TEuro (2015: 189.021 TEuro) Verbindlichkeiten gegenüber der alleinigen GmbH-Gesellschafterin (Hochwald Milch eG) enthalten.; 4.58, 6, 20 ;2016;Hochwald Foods GmbH;Jahresabschluss;RW AUDIT GmbH.
In den sonstigen Verbindlichkeiten sind keine antizipativen Posten enthalten.; 4.60, 41 ;2016;Hochwald Foods GmbH;Jahresabschluss;RW AUDIT GmbH.
Sämtliche Verbindlichkeiten sind mit ihrem Erfüllungsbetrag passiviert.; 4.51 ;2016;Hochwald Foods GmbH;Jahresabschluss;RW AUDIT GmbH.
Auf der Passivseite sind als Rechnungsabgrenzungsposten Einnahmen vor dem Abschlussstichtag in Höhe von 2 TEuro (2015: 2 TEuro) ausgewiesen, soweit sie Ertrag für eine bestimmte Zeit nach diesem Tag darstellen.; 4.63 ;2016;Hochwald Foods GmbH;Jahresabschluss;RW AUDIT GmbH.
Gewinn- und Verlustrechnung;;2016;Hochwald Foods GmbH;Jahresabschluss;RW AUDIT GmbH.
3.6 Umsatzerlöse; 4.66 ;2016;Hochwald Foods GmbH;Jahresabschluss;RW AUDIT GmbH.
