Anhang; Annotierung (Angabe Nummer in Anahngscheckliste) ;Geschäftsjahr;Gesellschaft;Abschlussart;Prüfer
"Anteile
in % Währung Kapitalanteil
Felix Schoeller GmbH, Osnabrück 100 € 1.000.000
Schoeller Technocell GmbH & Co. KG, Osnabrück 100 € 51.000.000
Technocell Beteiligungen GmbH, Osnabrück 100 € 25.000
Schoeller Beteiligungen GmbH, Osnabrück 100 € 13.293.588
Meltorec Papier- und Kunststoffveredelung GmbH & Co. KG, Osnabrück 100 € 51.129
Felix Schoeller North America Inc., Pulaski, New York, Vereinigte Staaten 100 USD 5.737.000
Felix Schoeller Canada Inc., Drummondville, Quebec, Kanada 100 CAD 91.175.100
Technocell Inc., Drummondville, Quebec, Kanada 100 CAD 98.624.681"; 68 ;2016;Felix Schoeller Holding GmbH & Co. KG;Konzernabschluss;PwC
"Seit Dezember 2013 ist die Schoeller Beteiligungen GmbH, Osnabrück, mit 20 % an der S-One Nevada LLC beteiligt.

"; 71 ;2016;Felix Schoeller Holding GmbH & Co. KG;Konzernabschluss;PwC
"Als assoziiertes Unternehmen wird das Joint Venture O.O.O. Mayak Technocell, Penza, Russland, at-equity in den Konzernabschluss einbezogen, an der die Technocell Beteiligungen GmbH, Osnabrück, 40 % der Stimmrechte und der Anteile am Eigenkapital hält.

"; 69 ;2016;Felix Schoeller Holding GmbH & Co. KG;Konzernabschluss;PwC
"Nicht in den Konzernabschluss einbezogen wurden gemäß § 296 Abs. 2 HGB folgende Tochterunternehmen, an denen unmittelbar oder mittelbar 100 % der Anteile gehalten werden:

"; 89 ;2016;Felix Schoeller Holding GmbH & Co. KG;Konzernabschluss;PwC
"• Felix Schoeller Holding Geschäftsführung GmbH, Osnabrück

• Schoeller Technocell Verwaltung GmbH, Osnabrück

• Meltorec Papier- und Kunststoffveredelung Verwaltung GmbH, Osnabrück

• Technocell Representaçao Comercial de Papeis Decorativos do Brasil Ltda, Sao Paulo, Brasilie"; 89 ;2016;Felix Schoeller Holding GmbH & Co. KG;Konzernabschluss;PwC
Weiterhin wird das folgende assoziierte Unternehmen, an dem eine 37,5 % (Vorjahr 49 %) Beteiligung besteht, in den Konzernabschluss gem. § 311 Abs. II HGB nicht mit einbezogen:; 96 ;2016;Felix Schoeller Holding GmbH & Co. KG;Konzernabschluss;PwC
• PadaLuma Inkjet-Solutions GmbH & Co. KG, Markt Erlbach; 96 ;2016;Felix Schoeller Holding GmbH & Co. KG;Konzernabschluss;PwC
Die Auswirkung der Nichteinbeziehung der oben aufgeführten Gesellschaften auf die Vermögens-, Finanz- und Ertragslage des Konzerns ist unwesentlich. Abschlussstichtag für alle in den Konzernabschluss einbezogenen Unternehmen ist der 31. Dezember 2016.; 96 ;2016;Felix Schoeller Holding GmbH & Co. KG;Konzernabschluss;PwC
3. Konsolidierungsgrundsätze;;2016;Felix Schoeller Holding GmbH & Co. KG;Konzernabschluss;PwC
"Kapitalkonsolidierung

Die Kapitalkonsolidierung erfolgt entsprechend der durch das Bilanzrechtsmodernisierungsgesetz (BilMoG) geänderten Vorschriften für ab dem 1. Oktober 2010 vorzunehmende Erstkonsolidierungen nach der Neubewertungsmethode (§ 301 Abs. 1 Satz 2 HGB). Dabei wurden die Anschaffungskosten der Anteile an den einbezogenen Tochterunternehmen mit dem jeweils anteiligen Reinvermögen, basierend auf den beizulegenden Zeitwerten der übernommenen Vermögenswerte und Schulden dieser Unternehmen zum Zeitpunkt des Erwerbs, verrechnet. Ein nach der Verrechnung verbleibender Unterschiedsbetrag wurde als Geschäfts- oder Firmenwert ausgewiesen. Stille Reserven wurden den einzelnen Vermögensgegenständen der Tochtergesellschaften zugeschrieben. Stille Lasten wurden nicht festgestellt. Bezüglich der Altkonsolidierungsfälle (vor dem 1. Oktober 2010) wird die Buchwertmethode fortgeführt. Dabei werden die Beteiligungsbuchwerte der Konzerngesellschaften gegen das bilanzielle anteilige Eigenkapital zum Zeitpunkt der erstmaligen Einbeziehung verrechnet."; 9.0 ;2016;Felix Schoeller Holding GmbH & Co. KG;Konzernabschluss;PwC
"Assoziiertes Unternehmen

Bei der at-equity-Bewertung der O.O.O. Mayak Technocell wurde die Buchwertmethode (§ 312 Abs. 1 HGB) angewendet. Der im Rahmen der 40 %-Beteiligung an der O.O.O. Mayak Technocell (assoziiertes Unternehmen) erworbene Firmenwert in Höhe von € 9,0 Mio ist nicht Bestandteil des Beteiligungsbuchwertes, sondern wurde in 2006 gemäß § 312 Abs. 2 Satz 3 i.V.m. § 309 Abs. 1 Satz 3 HGB mit den Rücklagen verrechnet. In Ermangelung eigenständiger Vorschriften zur Währungsumrechnung wurde für die Ermittlung des Equity-Wertes zum Bilanzstichtag die modifizierte Stichtagsmethode entsprechend angewendet, so dass sich dieser aus der Umrechnung des anteiligen Eigenkapitals mit dem Stichtagsmittelkurs ergibt. Der so ermittelte Equity-Wertansatz beträgt € 18,0 Mio. Die Veränderung des Eigenkapitals, die ausschließlich auf Veränderungen des Umrechnungskurses zurückzuführen ist, wird erfolgsneutral im Konzerneigenkapital erfasst. Die anteilig auf den Konzern entfallenden Ertragsteuern der Gesellschaft in Höhe von T€ 959 wurden in der Konzern-Gewinn- und Verlustrechnung den Steuern vom Einkommen und vom Ertrag zugeordnet."; 9.0, 97 ;2016;Felix Schoeller Holding GmbH & Co. KG;Konzernabschluss;PwC
"Schuldenkonsolidierung

Gemäß § 303 HGB sind Ausleihungen und andere Forderungen, Rückstellungen und Verbindlichkeiten zwischen den in die Konsolidierung einbezogenen Unternehmen eliminiert worden. Kursdifferenzen wurden erfolgsneutral in die Ausgleichsposten für Fremdwährungsdifferenzen eingestellt bzw. mit diesen verrechnet.

Eventualverbindlichkeiten sind, soweit erforderlich, konsolidiert worden."; 9.0 ;2016;Felix Schoeller Holding GmbH & Co. KG;Konzernabschluss;PwC
"Zwischenergebniseliminierung

Die Zwischenergebnisse im Vorratsvermögen wurden als Differenz des Konzernverrechnungspreises und der Herstellungskosten gemäß § 255 Abs. 2 HGB für die im Bestand der Konzerngesellschaften befindlichen Artikel eliminiert. Im Bereich der Vorräte ergab sich danach ein Zwischengewinn, der das konsolidierte Ergebnis um T€ 173 (Vorjahr T€ 678) entlastet hat."; 9.0 ;2016;Felix Schoeller Holding GmbH & Co. KG;Konzernabschluss;PwC
"Aufwands- und Ertragskonsolidierung

Gemäß § 305 Abs. 1 HGB wurden die Aufwendungen und Erträge in der Weise konsolidiert, dass Erträge aus Innenumsätzen und Lieferungen von Erzeugnissen mit den entsprechenden Aufwendungen der empfangenden Gesellschaft verrechnet wurden.

In gleicher Weise wurden interne Erträge und Aufwendungen aus dem Finanzbereich gegen-einander aufgerechnet.

Den Erträgen aus Beteiligungen stehen – soweit sie sich auf die konsolidierten Gesellschaften beziehen – Ausschüttungen anderer konsolidierter Unternehmen gegenüber. Die Erträge aus Beteiligungen wurden gegen den Konzernerfolg verrechnet."; 9.0 ;2016;Felix Schoeller Holding GmbH & Co. KG;Konzernabschluss;PwC
"Konzerneigenkapital

Die Entwicklung des Konzerneigenkapitals in Anwendung des Deutschen Rechnungslegungs Standard (DRS) Nr. 7 wird in einer gesonderten Anlage dargestellt."; 9.0 ;2016;Felix Schoeller Holding GmbH & Co. KG;Konzernabschluss;PwC
Latente Steuern; 25 ;2016;Felix Schoeller Holding GmbH & Co. KG;Konzernabschluss;PwC
Aufgrund von Differenzen bei den handelsrechtlichen und steuerlichen Wertansätzen sowie abweichend von in den Einzelabschlüssen ausgeübten Bewertungswahlrechten und HB-II-Anpassungen wurden latente Steuern angesetzt, sofern sich diese in späteren Geschäftsjahren voraussichtlich abbauen. Sofern Konsolidierungsmaßnahmen zu Differenzen zwischen den handelsrechtlichen Vermögensgegenständen, Schulden oder Rechnungsabgrenzungsposten und deren steuerlichen Wertansätzen führen, die sich voraussichtlich wieder abbauen, erfolgt die Bilanzierung aktiver latenter Steuern nach § 306 HGB. Aktive und passive latente Steuern nach § 274 HGB sowie nach § 306 HGB werden zusammengefasst und in Ausübung des Wahlrechts saldiert ausgewiesen. Ein Überhang aktiver latenter Steuern wird in Ausübung des Wahlrechts gem. § 274 Abs. 1 Satz 2 HGB nicht angesetzt. Die temporären Unterschiede in den Bilanzansätzen in Einzelabschlüssen betreffen im Wesentlichen Pensionsrückstellungen, Sonstige Rückstellungen und immaterielle Vermögensgegenstände. Die temporären Unterschiede als Folge der ausgeübten Bewertungswahlrechte und HB-II-Anpassungen im Konzernabschluss sowie als Folge von Konsolidierungsmaßnahmen betreffen im Wesentlichen das Sachanlagevermögen und Vorräte. Aufwand und Ertrag aus der Veränderung der bilanzierten latenten Steuern werden saldiert ausgewiesen.; 25 ;2016;Felix Schoeller Holding GmbH & Co. KG;Konzernabschluss;PwC
"In Abhängigkeit der Gewerbesteuerhebesätze bewegt sich der Steuersatz zwischen 12 % und 15 %; bei ausländischen Gesellschaften betragen die Sätze für Körperschaftsteuer 34,2 % (USA) und 21 % (Russland)."; 25 ;2016;Felix Schoeller Holding GmbH & Co. KG;Konzernabschluss;PwC
4. Währungsumrechnung;;2016;Felix Schoeller Holding GmbH & Co. KG;Konzernabschluss;PwC
In den Einzelabschlüssen werden kurzfristige Forderungen und Verbindlichkeiten in fremder Währung gem. § 256a HGB mit dem Devisenkassamittelkurs zum Bilanzstichtag bewertet.; 9.0 ;2016;Felix Schoeller Holding GmbH & Co. KG;Konzernabschluss;PwC
Geschäftsvorfälle in fremder Währung werden grundsätzlich mit dem historischen Kurs zum Zeitpunkt der Erstverbuchung erfasst. Die Umrechnung der ausländischen Jahresabschlüsse in Fremdwährungen erfolgt nach der modifizierten Stichtagskursmethode. Dementsprechend werden im Konzernabschluss – funktionale Konzernwährung ist der Euro – Vermögens- und Schuldposten der ausländischen Tochterunternehmen einheitlich mit dem Stichtagsmittelkurs zum Bilanzstichtag angesetzt, während das Eigenkapital zu historischen Kursen umgerechnet wird. Die Posten der Gewinn- und Verlustrechnung werden mit dem Jahresdurchschnittskurs umgerechnet. Bei dem at-equity bilanzierten Unternehmen erfolgt die Umrechnung des anteiligen Beteiligungsertrages zum Jahresdurchschnittskurs. Aus der Währungsumrechnung resultierende Kursdifferenzen werden erfolgsneutral in die Position Eigenkapitaldifferenz aus der Währungsumrechnung eingestellt bzw. mit dieser verrechnet.; 9.0 ;2016;Felix Schoeller Holding GmbH & Co. KG;Konzernabschluss;PwC
Die für die Schoeller Gruppe wichtigen Währungen veränderten sich wie folgt:; 9.0 ;2016;Felix Schoeller Holding GmbH & Co. KG;Konzernabschluss;PwC
"Währungs- einheit Stichtagskurs Durchschnittskurs
€ 31.122 . 015 31.12.2016 2015 2016
Vereinigte Staaten 1,00 USD 1,0893 USD 1,0560 USD 1,1099 USD 1,1066
Kanada 1,00 CAD 1,5130 CAD 1,4228 CAD 1,4176 CAD 1,4667
Russland 1,00 RUB 80,425 RUB 64,672 RUB 68,010 RUB 74,227"; 9.0 ;2016;Felix Schoeller Holding GmbH & Co. KG;Konzernabschluss;PwC
"5. Bilanzierungs- und Bewertungsmethoden
";;2016;Felix Schoeller Holding GmbH & Co. KG;Konzernabschluss;PwC
"Die Abschlüsse der in den Konzernabschluss einbezogenen Unternehmen sind nach einheitlichen Bilanzierungs und Bewertungsmethoden aufgestellt, die unverändert zum Vorjahr angewandt wurden. Die nach landesrechtlichen Vorschriften aufgestellten ausländischen Einzelabschlüsse wurden an die deutschen handelsrechtlichen Gliederungs, Ansatz und Bewertungsvorschriften angepasst und so zur Handelsbilanz II unter Berücksichtigung latenter Steuern aufbereitet.

"; 9.0 ;2016;Felix Schoeller Holding GmbH & Co. KG;Konzernabschluss;PwC
Entgeltlich von Dritten erworbene immaterielle Vermögensgegenstände des Anlagevermögens werden zu Anschaffungskosten, vermindert um lineare Abschreibungen für den Zeitraum der erwarteten Nutzungsdauer, angesetzt. Die immateriellen Vermögenswerte enthalten vor allem elektronische Datenverarbeitungs (EDV)-Software, die linear und überwiegend über fünf Jahre abgeschrieben wird. Darüber hinaus wurde von dem Wahlrecht nach § 248 Abs. 2 HGB Gebrauch gemacht, und es wurden Entwicklungskosten für die Entwicklung neuer Produkte in Höhe von T€ 3.165 (Vorjahr T€ 3.068) aktiviert, die über vier Jahre abgeschrieben werden. Die Aktivierung wird nur bei Vorliegen konkreter Produktanforderungen von Kunden vorgenommen, so dass die Entstehung eines selbständig verwertbaren Vermögensgegenstandes gewährleistet ist. Die Aufwendungen für Forschung und Entwicklung betrugen 2016 insgesamt T€ 7.917 (Vorjahr T€ 6.985).; 9.3, 9.4, 13 ;2016;Felix Schoeller Holding GmbH & Co. KG;Konzernabschluss;PwC
Das Sachanlagevermögen ist mit Anschaffungskosten oder Herstellungskosten, vermindert um planmäßige Abschreibungen, entsprechend der voraussichtlichen Nutzungsdauer bewertet. Die Abschreibungen werden ausschließlich nach der linearen Methode vorgenommen. Die Anteile an nicht konsolidierten verbundenen Unternehmen und an Unternehmen, mit denen ein Beteiligungsverhältnis besteht, sowie die Ausleihungen werden zu Anschaffungskosten bzw. dem niedrigeren beizulegenden Wert ausgewiesen. Sonderabschreibungen nach Fördergebietsgesetz, die in den Jahresabschlüssen der Konzerngesellschaften in den Vorjahren vorgenommen wurden, wurden im Konzernabschluss eliminiert.; 9.7 ;2016;Felix Schoeller Holding GmbH & Co. KG;Konzernabschluss;PwC
"Erhaltene Investitionszulagen und Investitionszuschüsse zum Anlagevermögen werden nicht unmittelbar nach Erfüllung der sachlichen Voraussetzungen für die Gewährung der Zuwendungen erfolgswirksam vereinnahmt, sondern in einem Sonderposten passivisch ausgewiesen, der linear über die Nutzungsdauer der Anlagegegenstände, für die die Zuwendungen gewährt wurden, aufgelöst wird.

"; 9.94 ;2016;Felix Schoeller Holding GmbH & Co. KG;Konzernabschluss;PwC
"Die Vorräte werden zu Anschaffungs- oder Herstellungskosten bzw. zu niedrigeren beizulegenden Werten angesetzt. In die Herstellungskosten werden neben den Einzelkosten auch Fertigungs- und Materialgemeinkosten sowie angemessene Teile der Verwaltungskosten einbezogen. Die Ermittlung des Zuschlagsatzes erfolgt unter vollständiger Eliminierung von Leerkosten. Die Bestandsrisiken, die sich aus Lagerdauer, geminderter Verwertbarkeit usw. ergeben, werden durch Abwertungen berücksichtigt.

"; 9.20 ;2016;Felix Schoeller Holding GmbH & Co. KG;Konzernabschluss;PwC
"Unentgeltlich zugeteilte Emissionsrechte (EUA) werden mit einem Erinnerungswert (€ 0) bewertet. Der Zeitwert der zum Bilanzstichtag im Bestand befindlichen kostenlos zugeteilten Emissionsrechte beläuft sich auf T€ 2.083 (318.019 EUAs). Des Weiteren befanden sich zum Bilanzstichtag 80.000 käuflich erworbene EUA im Bestand. Der Zeitwert diese EUA betrug T€ 524.

"; 9.20, 24 ;2016;Felix Schoeller Holding GmbH & Co. KG;Konzernabschluss;PwC
Die Bewertung der Forderungen und Sonstigen Vermögensgegenstände erfolgt mit dem Nennwert bzw. mit dem am Bilanzstichtag beizulegenden niedrigeren Wert. Allen erkennbaren Risiken wird durch angemessene Wertberichtigungen Rechnung getragen.; 9.25 ;2016;Felix Schoeller Holding GmbH & Co. KG;Konzernabschluss;PwC
Wertguthaben aus Rückdeckungsversicherungen für Guthaben von Mitarbeitern auf Langzeitkonten, die ausschließlich dem Insolvenzschutz dienen und dem Zugriff aller übrigen Gläubiger entzogen sind (sog. Deckungsvermögen), werden mit der zugehörigen Rückstellung verrechnet. Die Bewertung des Deckungsvermögens erfolgt zum beizulegenden Zeitwert (Aktivwert). Dieser beläuft sich zum 31.12.2016 auf insgesamt T€ 4.339 (Vorjahr T€ 4.527). Die Erträge aus dem Deckungsvermögen (T€ 103) wurden mit den Personalaufwendungen gemäß § 246 Abs. 2 Satz 2 HGB saldiert.; 9.48, 9.36, 38 ;2016;Felix Schoeller Holding GmbH & Co. KG;Konzernabschluss;PwC
Rückstellungen für Pensionen und ähnliche Verpflichtungen werden auf der Grundlage versicherungsmathematischer Berechnung nach dem Anwartschaftsbarwertverfahren (Projected Unit Credit Method) unter Berücksichtigung der Richttafeln 2005 G von Prof. Dr. Heubeck bewertet. Für die Abzinsung der Pensionsverpflichtung wird nicht mehr der auf Basis der von der Deutschen Bundesbank veröffentlichten durchschnittlichen Marktzinssätze der vergangenen sieben Geschäftsjahre (3,24 %) zugrunde gelegt, sondern der nach § 253 Abs. 2 HGB veränderte Rechnungszins auf Basis der letzten zehn Jahre. Dieser Zinssatz beträgt im Monat Dezember 2016 4,01 %, der für die Abzinsung herangezogen wurde. Der sich aus der Anwendung des § 253 Abs. 6 HGB in Bezug auf die Abzinsung der Pensionsrückstellungen mit der Verlängerung des Durchschnittsbildungszeitraums von sieben auf zehn Jahre ergebende Unterschiedsbetrag beträgt zum 31. Dezember 2016 T€ 6.070. Bei der Ermittlung der Rückstellungen für Pensionen und ähnliche Verpflichtungen wurden je nach Leistungsplan Gehaltssteigerungen von 0,0 %, 2,5 % bzw. 4,0 %, Rentensteigerungen von 0,0 % bzw. 1,0 % und Steigerungen der Beitragsbemessungsgrenze in der gesetzlichen Rentenversicherung von 0,0 % bzw. 2,5 % zugrunde gelegt.; 9.48, 35, 36 ;2016;Felix Schoeller Holding GmbH & Co. KG;Konzernabschluss;PwC
Gemäß Artikel 67 Abs. 1 Satz 1 EGHGB ist bei einem aus der geänderten Bewertung der Versorgungsverpflichtungen resultierenden Unterdeckungsbetrag dieser Betrag bis spätestens zum 31.12.2024 in jedem Geschäftsjahr mit mindestens einem Fünfzehntel den Rückstellungen zuzuführen. Der zum 01.01.2010 ermittelte Umstellungsbetrag beläuft sich auf insgesamt T€ 7.116. In den Jahren 2010 bis 2016 wurden hiervon jeweils ein Fünfzehntel bzw. T€ 472 p.a. den Rückstellungen für Pensionsverpflichtungen zugeführt. Im Zusammenhang mit der Erstanwendung des BilRUG erfolgt die Zuführung über die sonstigen betrieblichen Aufwendungen. Zum 31. Dezember 2016 beträgt der Unterschiedsbetrag T€ 3.803.; 9.48, 39 ;2016;Felix Schoeller Holding GmbH & Co. KG;Konzernabschluss;PwC
"Die Rückstellung für Verpflichtungen aus Altersteilzeitvereinbarungen (ATZ) umfasst die Aufwendungen für Lohn- und Gehaltszahlungen in der Freistellungsphase sowie die bedingten Verpflichtungen zur künftigen Leistung von Aufstockungsbeträgen, die sich aufgrund der tarifvertraglichen Vereinbarungen ergeben. Die Bildung der Rückstellung entspricht der Institut der Wirtschaftsprüfer (IDW)-Stellungnahme zur Rechnungslegung ""Bilanzierung von Verpflichtungen aus Altersteilzeitregelungen nach IAS und handelsrechtlichen Vorschriften"" (IDW RS HFA 3). Abweichend wurde für in ATZ befindliche Mitarbeiter, deren Stellen im Zuge der Restrukturierung grundsätzlich weggefallen sind, der Barwert des künftigen Personalaufwands als Rückstellung berücksichtigt."; 9.50 ;2016;Felix Schoeller Holding GmbH & Co. KG;Konzernabschluss;PwC
Die Sonstigen Rückstellungen berücksichtigen alle erkennbaren Risiken und ungewissen Verbindlichkeiten. Sie sind in Höhe der Beträge gebildet, mit denen die Gesellschaften voraussichtlich in Anspruch genommen werden oder die sie zur Abdeckung von Risiken benötigen.; 9.50 ;2016;Felix Schoeller Holding GmbH & Co. KG;Konzernabschluss;PwC
Die Verbindlichkeiten werden mit dem Erfüllungsbetrag passiviert.; 9.51 ;2016;Felix Schoeller Holding GmbH & Co. KG;Konzernabschluss;PwC
Rückstellungen werden mit dem Betrag angesetzt, der nach vernünftiger kaufmännischer Beurteilung notwendig ist, um alle am Bilanzstichtag drohenden Verluste und gewissen Verbindlichkeiten abzudecken.; 9.47 ;2016;Felix Schoeller Holding GmbH & Co. KG;Konzernabschluss;PwC
Die flüssigen Mittel sind zum Nennwert am Bilanzstichtag angesetzt.; 9.33 ;2016;Felix Schoeller Holding GmbH & Co. KG;Konzernabschluss;PwC
Als aktive Rechnungsabgrenzungsposten sind Auszahlungen vor dem Abschlussstichtag angesetzt, soweit sie Aufwand für einen bestimmten Zeitraum nach diesem Zeitpunkt darstellen.; 9.34 ;2016;Felix Schoeller Holding GmbH & Co. KG;Konzernabschluss;PwC
"Die Kapitalanteile der Kommanditisten werden mit dem Nennwert bilanziert.

"; 9.0 ;2016;Felix Schoeller Holding GmbH & Co. KG;Konzernabschluss;PwC
"6. Angaben zu einzelnen Posten des Konzernabschlusses
";;2016;Felix Schoeller Holding GmbH & Co. KG;Konzernabschluss;PwC
Sämtliche in der Konzernbilanz ausgewiesene Forderungen haben eine Restlaufzeit von bis zu einem Jahr.; 5.25 ;2016;Felix Schoeller Holding GmbH & Co. KG;Konzernabschluss;PwC
Die Entwicklung des Anlagevermögens ist im Konzernanlagenspiegel dargestellt.; 5.2 ;2016;Felix Schoeller Holding GmbH & Co. KG;Konzernabschluss;PwC
"Die Sonderposten betreffen in Höhe von T€ 8.690 Investitionszulagen (gem. § 2 InvZulG 1999) und Investitionszuschüsse aus Fördermitteln des Landes Sachsen sowie des Landes Baden-Württemberg (gem. § 4 FördergebietsG) zum Anlagevermögen. Auflösungen wurden bei den entsprechenden Gesellschaften unter der Position ""Sonstige betriebliche Erträge“ in Höhe von T€ 2.570 (Vorjahr T€ 2.453) erfasst."; 5.95 ;2016;Felix Schoeller Holding GmbH & Co. KG;Konzernabschluss;PwC
Die Pensionsverpflichtungen für laufende Leistungen gegenüber mittelbar beteiligten Gesellschaftern und deren Hinterbliebenen werden in Anwendung von § 249 Abs. 1 Satz 1 HGB i.V.m. Art. 28 EGHGB und den entsprechenden einkommensteuerrechtlichen Vorschriften wie in den Vorjahren nicht zurückgestellt. Die laufenden Pensionszahlungen an Gesellschafter und deren Hinterbliebene werden jedoch zu Lasten des Aufwands gebucht. Die in der Bilanz in Anwendung des Art. 28 EGHGB nicht ausgewiesenen Rückstellungen betragen T€ 229 (Vorjahr T€ 242).; 5.48, 34 ;2016;Felix Schoeller Holding GmbH & Co. KG;Konzernabschluss;PwC
"Die Sonstigen Rückstellungen berücksichtigen im Wesentlichen Verpflichtungen aus dem Liefer- und Leistungsverkehr mit Kunden, aus Altersteilzeit, sonstigen Personalaufwendungen und ausstehende Rechnungen.

"; 5.50 ;2016;Felix Schoeller Holding GmbH & Co. KG;Konzernabschluss;PwC
"Die in der Konzernbilanz ausgewiesenen Verbindlichkeiten teilen sich hinsichtlich der Fristigkeit wie folgt auf:

"; 5.51 ;2016;Felix Schoeller Holding GmbH & Co. KG;Konzernabschluss;PwC
"Verbindlichkeiten Gesamt Restlaufzeit
(Vorjahr) T€ unter 1 Jahr
T€ über 1 Jahr
T€ davon über 5 Jahre
T€
aus Schuldscheindarlehen 67.718 9.718 58.000 16.000
  (68.000) (0) (68.000) (21.000)
gegenüber Kreditinstituten 35.014 7.764 27.250 8.750
  (51.309) (5.403) (45.906) (12.479)
aus Lieferungen und Leistungen 31.765 31.765 0 0
  (43.753) (43.753) (0) (0)
gegenüber verbundenen Unternehmen 212 212 0 0
  (200) (200) (0) (0)
gegenüber Gesellschaftern 17.798 17.798 0 0
  (16.863) (16.863) (0) (0)
Sonstige 22.394 22.394 0 0
  (26.688) (26.688) (0) (0)
Gesamt 174.901 89.651 85.250 24.750
  (206.813) (92.907) (113.906) (33.479)"; 5.51, 19, 42 ;2016;Felix Schoeller Holding GmbH & Co. KG;Konzernabschluss;PwC
Sicherheiten für die Verbindlichkeiten aus dem Konsortialkreditvertrag, dem KfW-Tilgungsdarlehen „Energiewende“ und dem Schuldscheindarlehen bestehen nicht.; 5.51, 43 ;2016;Felix Schoeller Holding GmbH & Co. KG;Konzernabschluss;PwC
"Die Umsatzerlöse (in Mio €) sind nach geographisch bestimmten Märkten folgendermaßen aufgegliedert:

"; 5.66, 48 ;2016;Felix Schoeller Holding GmbH & Co. KG;Konzernabschluss;PwC
