; Annotierung (Angabe Nummer in Anahngscheckliste) ;Geschäftsjahr;Gesellschaft;Abschlussart;Prüfer
Als Rechnungsabgrenzungsposten sind auf der Aktivseite Ausgaben vor dem Bilanzstichtag ausgewiesen, soweit sie Aufwand für eine bestimmte Zeit nach diesem Tag darstellen.; 8.34 ;2016/2017;Schloss Wachenheim AG;Jahresabschluss;PKF
Rückstellungen für Pensionen werden mit dem Erfüllungsbetrag bewertet, der nach vernünftiger kaufmännischer Beurteilung notwendig ist. Sie werden mit einem einer Restlaufzeit von 15 Jahren entsprechenden durchschnittlichen Marktzinssatz der vergangenen zehn Geschäftsjahre, der von der Deutschen Bundesbank veröffentlicht wird, abgezinst.; 8.48 ;2016/2017;Schloss Wachenheim AG;Jahresabschluss;PKF
Steuerrückstellungen und sonstige Rückstellungen werden in der Höhe des Erfüllungsbetrags angesetzt, der nach vernünftiger kaufmännischer Beurteilung notwendig ist. Rückstellungen mit einer Restlaufzeit von mehr als einem Jahr werden gemäß § 253 Abs. 2 HGB mit dem ihrer Restlaufzeit entsprechenden durchschnittlichen Marktzinssatz der vergangenen sieben Geschäftsjahre abgezinst.; 8.49 ;2016/2017;Schloss Wachenheim AG;Jahresabschluss;PKF
Forderungen und Verbindlichkeiten zwischen denselben Parteien mit gleicher Fälligkeit werden zum Bilanzstichtag verrechnet.; 8.25, 8.51 ;2016/2017;Schloss Wachenheim AG;Jahresabschluss;PKF
Verbindlichkeiten sind zu ihrem Erfüllungsbetrag angesetzt.; 8.51 ;2016/2017;Schloss Wachenheim AG;Jahresabschluss;PKF
Bewertungsverluste aus derivativen Finanzinstrumenten werden unmittelbar aufwandswirksam erfasst, Bewertungsgewinne dagegen erst bei deren Realisierung.; 8.0 ;2016/2017;Schloss Wachenheim AG;Jahresabschluss;PKF
Die Umrechnung von ursprünglich auf fremde Währung lautenden Posten erfolgt gemäß § 256a HGB.; 8.0 ;2016/2017;Schloss Wachenheim AG;Jahresabschluss;PKF
III. Angaben zu Posten der Bilanz;;2016/2017;Schloss Wachenheim AG;Jahresabschluss;PKF
Die Entwicklung der einzelnen Posten des Anlagevermögens im Geschäftsjahr 2016/17 ist aus dem nachfolgenden Anlagenspiegel ersichtlich.; 4.1 ;2016/2017;Schloss Wachenheim AG;Jahresabschluss;PKF
Immaterielle Vermögensgegenstände; 4.2 ;2016/2017;Schloss Wachenheim AG;Jahresabschluss;PKF
"in TEUR
Entgeltlich erworbene gewerbliche
Schutzrechte
und ähnliche Rechte und
Werte sowie Lizenzen an
solchen Rechten und Werten
Geschäfts- oder Firmenwert
Geleistete Anzahlungen Gesamt
Anschaffungs-/Herstellungskosten
Stand am 30.06.2016 11.962 4.333 40 16.335
Zugänge 19 - - 19
Abgänge - - - -
Umbuchungen 40 - -40 -
Stand am 30.06.2017 12.021 4.333 - 16.354
Abschreibungen
Stand am 30.06.2016 11.841 4.333 - 16.174
Zugänge 72 - - 72
Abgänge - - - -
Stand am 30.06.2017 11.913 4.333 - 16.246
Buchwert zum 30.06.2016 121 - 40 161"; 4.2, 15, 16 ;2016/2017;Schloss Wachenheim AG;Jahresabschluss;PKF
"in TEUR
Entgeltlich erworbene gewerbliche
Schutzrechte
und ähnliche Rechte und
Werte sowie Lizenzen an
solchen Rechten und Werten
Geschäfts- oder Firmenwert
Geleistete Anzahlungen Gesamt
Buchwert zum 30.06.2017 108 - - 108"; 4.2, 15, 16 ;2016/2017;Schloss Wachenheim AG;Jahresabschluss;PKF
Sachanlagen; 4.7 ;2016/2017;Schloss Wachenheim AG;Jahresabschluss;PKF
"in TEUR Grundstücke und Bauten
Technische Anlagen und
Maschinen
Andere Anlagen, Betriebsund
Geschäftsausstattung
Geleistete Anzahlungen
und Anlagen im Bau Gesamt
Anschaffungs-/Herstellungskosten
Stand am 30.06.2016 16.198 41.193 9.137 388 66.916
Zugänge - 1.312 649 55 2.017
Abgänge - - -383 -383
Umbuchungen - 321 34 -355 -
Stand am 30.06.2017 16.198 42.826 9.437 88 68.549
Abschreibungen
Stand am 30.06.2016 12.186 32.870 7.226 - 52.282
Zugänge 236 1.922 649 - 2.807
Abgänge - - -372 - -372
Stand am 30.06.2017 12.422 34.791 7.503 - 54.717
Buchwert zum 30.06.2016 4.012 8.323 1.911 388 14.634
Buchwert zum 30.06.2017 3.776 8.034 1.934 88 13.832"; 4.7, 15, 16 ;2016/2017;Schloss Wachenheim AG;Jahresabschluss;PKF
Finanzanlagen; 4.12 ;2016/2017;Schloss Wachenheim AG;Jahresabschluss;PKF
"in TEUR
Anteile an verbundenen
Unternehmen Beteiligungen Gesamt
Anschaffungs-/Herstellungskosten
Stand am 30.06.2016 55.561 2.945 59.506
Zugänge - - -
Abgänge - -
Stand am 30.06.2017 55.561 2.945 59.506"; 4.12, 15, 16 ;2016/2017;Schloss Wachenheim AG;Jahresabschluss;PKF
"in TEUR
Anteile an verbundenen
Unternehmen Beteiligungen Gesamt
Abschreibungen
Stand am 30.06.2016 -49 - -49
Zugänge - - -
Abgänge - - -
Stand am 30.06.2017 -49 - -49
Buchwert zum 30.06.2016 56.512 2.945 59.457
Buchwert zum 30.06.2017 56.512 2.945 59.457"; 4.12, 15, 16 ;2016/2017;Schloss Wachenheim AG;Jahresabschluss;PKF
Der Anteilsbesitz sowie die Angaben nach § 285 Nr. 11 HGB sind aus der Beteiligungsübersicht ersichtlich.; 4.13, 4.15 ;2016/2017;Schloss Wachenheim AG;Jahresabschluss;PKF
Forderungen aus Lieferungen und Leistungen in Höhe von TEUR 531 (Vorjahr TEUR 463) haben eine Restlaufzeit von mehr als einem Jahr.; 4.26 ;2016/2017;Schloss Wachenheim AG;Jahresabschluss;PKF
In den Forderungen gegen verbundene Unternehmen sind saldiert Forderungen aus Lieferungen und Leistungen in Höhe von TEUR 327 (Vorjahr TEUR 76) sowie im Vorjahr Verbindlichkeiten aus Lieferungen und Leistungen TEUR 264 enthalten.; 4.27, 6 ;2016/2017;Schloss Wachenheim AG;Jahresabschluss;PKF
Sonstige Vermögensgegenstände in Höhe von TEUR 8 (Vorjahr: TEUR 7) haben eine Restlaufzeit von mehr als einem Jahr.; 4.29 ;2016/2017;Schloss Wachenheim AG;Jahresabschluss;PKF
Das Grundkapital ist in 7.920.000 Stamm-Stückaktien eingeteilt. Auf jede einzelne Aktie entfällt ein rechnerischer Betrag von EUR 6,32. Die Stammaktien lauten auf den Inhaber und sind unter der Wertpapierkennnummer 722900 zum Börsenhandel zugelassen.; 4.38, 32 ;2016/2017;Schloss Wachenheim AG;Jahresabschluss;PKF
"Das Grundkapital der SWA ist gemäß § 4 Abs. 7 der Satzung um bis zu TEUR 25.027, eingeteilt in 3.960.000 Stück auf den Inhaber lautende Stammaktien, bedingt erhöht (Bedingtes Kapital 2016). Die bedingte Kapitalerhöhung wird nur insoweit durchgeführt, als die Inhaber der bis zum 16. November 2021 ausgegebenen Wandelschuld- bzw. Optionsschuldverschreibungen von ihren Wandlungs- bzw. Optionsrechten Gebrauch machen bzw. ihren Wandlungspflichten nachkommen. Die neuen Aktien nehmen vom Beginn des Geschäftsjahres an, in dem sie entstehen, am Gewinn der Gesellschaft teil. Der Vorstand ist ermächtigt, mit Zustimmung des Aufsichtsrats die weiteren Einzelheiten der Durchführung der bedingten Kapitalerhöhung festzusetzen. Der Aufsichtsrat wurde ermächtigt, den Wortlaut der Satzung entsprechend dem
jeweiligen Bestand und der jeweiligen Ausnutzung des bedingten Kapitals anzupassen."; 4.38, 32, 81 ;2016/2017;Schloss Wachenheim AG;Jahresabschluss;PKF
Die ordentliche Hauptversammlung vom 17. November 2016 hat den Vorstand ermächtigt, mit Zustimmung des Aufsichtsrats bis zum 16. November 2021 einmal oder mehrmals Wandel- und/oder Optionsanleihen im Gesamtnennbetrag von bis zu EUR 100 Mio. mit einer Laufzeit von längstens zehn Jahren ab Ausgabe zu begeben. Die Ausgabe der Wandel- und/oder Optionsschuldverschreibungen kann auch durch eine in- oder ausländische Kapitalgesellschaft erfolgen, an der die Gesellschaft unmittelbar oder mittelbar mit Mehrheit beteiligt ist (Konzernunternehmen). Weitere Einzelheiten enthält der Ermächtigungsbeschluss vom 17. November 2016. Der Vorstand ist befugt, mit Zustimmung des Aufsichtsrats und gegebenenfalls im Einvernehmen mit den Organen des die Anleihe begebenden Konzernunternehmens die weiteren Einzelheiten der Ausgabe und Ausstattung der Wandel- bzw. Optionsschuldverschreibungen zu bestimmen. Von der Ermächtigung zur Ausgabe von Wandel- und/oder Optionsschuldverschreibungen wurde bislang kein Gebrauch gemacht.; 4.38, 81 ;2016/2017;Schloss Wachenheim AG;Jahresabschluss;PKF
"Der Vorstand der SWA ist durch Hauptversammlungsbeschluss vom 17. November 2016 ermächtigt worden, mit Zustimmung des Aufsichtsrats bis zum 16. November 2021 das Grundkapital um bis zu TEUR 25.027 durch einmalige oder mehrmalige Ausgabe neuer Aktien der Gesellschaft gegen Bar- und/oder Sacheinlagen zu erhöhen (Genehmigtes Kapital 2016) und dabei das Gewinnbezugsrecht der neuen Aktien auf das Geschäftsjahr der Ausgabe zu erstrecken. Dabei ist den Aktionären hinsichtlich des genehmigten Kapitals ein Bezugsrecht einzuräumen. Der Vorstand ist jedoch ermächtigt, mit Zustimmung des Aufsichtsrats das Bezugsrecht der Aktionäre ein- oder mehrmalig unter bestimmten Bedingungen auszuschließen. Weitere Regelungen zum Genehmigten Kapital 2016 enthält § 4 Abs. 6 der Satzung. Von der Ermächtigung
zur Ausübung des genehmigten Kapitals wurde bislang kein Gebrauch gemacht."; 4.38, 33, 81 ;2016/2017;Schloss Wachenheim AG;Jahresabschluss;PKF
Am 19. November 2015 hat die Hauptversammlung den Vorstand ermächtigt, bis zum 18. November 2020 einmal oder mehrfach über die Börse oder mittels eines an alle Aktionäre gerichteten öffentlichen Kaufangebots eigene Stückaktien (Stammaktien) zu bestimmten Konditionen zu erwerben. Die Ermächtigung zum Erwerb eigener Aktien ist insgesamt auf einen Anteil von 10 % des im Zeitpunkt der Beschlussfassung der Hauptversammlung oder - falls dieser Wert geringer ist - des zum Zeitpunkt der Ausübung der Ermächtigung bestehenden Grundkapitals beschränkt. Weitere Einzelheiten enthält der Ermächtigungsbeschluss vom 19. November 2015. Von der Ermächtigung zum Erwerb eigener Aktien wurde bislang kein Gebrauch gemacht.; 4.38 ;2016/2017;Schloss Wachenheim AG;Jahresabschluss;PKF
Die Schloss Wachenheim AG hat die am 8. Juli 2003 veröffentlichte Mitteilung erhalten, dass der Stimmrechtsanteil der Günther Reh Aktiengesellschaft an der Gesellschaft die Schwelle von 75 % unterschritten hat und nunmehr 70,0162 Prozent des Stimmrechtsanteils, was 5.545.280 der Stimmen entspricht, beträgt und dass ihr von diesen Stimmen 0,4292 Prozent (23.800 Stimmen) über § 22 Abs. 1 Nr. 4 WpHG zuzurechnen sind (mitgeteilte Beteiligung gemäß § 160 Abs. 1 Nr. 8 AktG i.V.m. § 21 WpHG). Zum 30. Juni 2017 stehen der Günther Reh Aktiengesellschaft aus 5.543.670 Aktien rund 70,00 % der Stimmrechte an der Schloss Wachenheim AG zu.; 4.38, 99 ;2016/2017;Schloss Wachenheim AG;Jahresabschluss;PKF
In die Kapitalrücklage wurden ursprünglich rund TEUR 13.059 (Agio aus Barkapitalerhöhungen 1996 und 1997) gemäß § 272 Abs. 2 Nr. 1 HGB eingestellt. Nach einer Entnahme von TEUR 3.513 zur Glättung des in Euro umgerechneten bisherigen Grundkapitals zum 30. Juni 1999 wurden zum 30. Juni 2004 weitere TEUR 4.976 zum Ausgleich des Jahresfehlbetrags des Geschäftsjahres 2003/04 entnommen.; 4.39 ;2016/2017;Schloss Wachenheim AG;Jahresabschluss;PKF
Aus dem Jahresüberschuss des Geschäftsjahres 2016/17 wurden TEUR 117 (Vorjahr: TEUR 319) gemäß §150 AktG in die gesetzliche Rücklage eingestellt.; 4.46, 35 ;2016/2017;Schloss Wachenheim AG;Jahresabschluss;PKF
Gemäß Beschluss der Hauptversammlung vom 17. November 2016 wurde aus dem Bilanzgewinn zum 30. Juni 2016 von TEUR 14.394 eine Dividende in Höhe von TEUR 3.406 bzw. EUR 0,43 pro Aktie ausgeschüttet. Die verbleibenden TEUR 10.988 wurden auf neue Rechnung vorgetragen.;;2016/2017;Schloss Wachenheim AG;Jahresabschluss;PKF
"Die Bewertung der Pensionsrückstellungen erfolgt nach den anerkannten Grundsätzen der Versicherungsmathematik mittels der sog. 'Projected-Unit-Credit-Methode' (PUC-Methode). Als biometrische Rechnungsgrundlage werden die 'Richttafeln 2005G' von Klaus Heubeck verwendet. Die Pensionsverpflichtungen werden gemäß § 253 Abs. 2 Satz 2 HGB pauschal mit einem Rechnungszinssatz von 3,86 % p.a. abgezinst; ferner wird ein Rententrend von 1,75 % p.a. zugrunde gelegt. Der Unterschiedsbetrag zwischen dem Ansatz der Rückstellungen nach Maßgabe des entsprechenden durchschnittlichen Marktzinssatzes aus den vergangenen zehn Geschäftsjahren und dem Ansatz der Rückstellungen nach Maßgabe des entsprechenden durchschnittlichen Marktzinssatzes aus den vergangenen sieben Geschäftsjahren gemäß § 253 Abs. 6 HGB beläuft sich auf TEUR 30. In dieser Höhe unterliegt der Bilanzgewinn zum 30. Juni 2017 einer Ausschüttungssperre."; 4.48, 41, 42 ;2016/2017;Schloss Wachenheim AG;Jahresabschluss;PKF
Zum Zwecke der Insolvenzsicherung ist für die Pensionsverpflichtung eine Rückdeckungsversicherung abgeschlossen, deren Aktivwert sich per 30. Juni 2017 auf TEUR 12 beläuft. Gemäß § 246 Abs. 2 Satz 2 HGB wird diese mit der Pensionsverpflichtung in Höhe von TEUR 718 saldiert.; 4.48, 44 ;2016/2017;Schloss Wachenheim AG;Jahresabschluss;PKF
"Die Bewertung der Altersteilzeitverpflichtungen erfolgt nach den anerkannten Grundsätzen der Versicherungsmathematik und gemäß der Stellungnahme des IDW vom 19. Juni 2013. Die Verpflichtung wird gemäß § 253 Abs. 2 Satz 2 HGB pauschal mit einem Rechnungszinssatz von 3,00 % p.a. abgezinst; außerdem wurde ein Gehaltstrend von 2,5 % zugrunde gelegt."; 4.50 ;2016/2017;Schloss Wachenheim AG;Jahresabschluss;PKF
"Die Bewertung der Jubiläumsverpflichtung erfolgt mittels der sog. 'Projected-Unit-Credit-Methode' (PUC-Methode). Als biometrische Rechnungsgrundlage werden die 'Richttafeln 2005G' von Klaus Heubeck verwendet. Die Verpflichtung wird gemäß § 253 Abs. 2 Satz 2 HGB pauschal mit einem Rechnungszinssatz von 3,00 % p.a. abgezinst; außerdem wurde eine Fluktuation von 4,5 % p.a. zugrunde gelegt."; 4.50 ;2016/2017;Schloss Wachenheim AG;Jahresabschluss;PKF
Die sonstigen Rückstellungen beinhalten:; 4.50, 41 ;2016/2017;Schloss Wachenheim AG;Jahresabschluss;PKF
"2016/17.
TEUR
2015/16.
TEUR
Rückstellungen für Boni, Werbekostenzuschüsse, Listungsgebühren 2.930 2.712
Ausstehende Rechnungen 2.032 1.656
Rückstellungen für Urlaub, Weihnachtsgeld, Altersteilzeit und andere Personalaufwendungen 2.907 3.129
Übrige Rückstellungen (Rechts- und Beratungskosten, Abschlussprüfung, Prozesskosten u. a.) 658 811
8.527 8.308"; 4.50, 41 ;2016/2017;Schloss Wachenheim AG;Jahresabschluss;PKF
Von den Verbindlichkeiten gegenüber verbundenen Unternehmen bestehen TEUR 4.500 (Vorjahr: TEUR 3.800) gegenüber der Mehrheitsgesellschafterin Günther Reh Aktiengesellschaft. Darüber hinaus beinhaltet der Posten Verbindlichkeiten aus Lieferungen und Leistungen i.H.v. TEUR 502 (Vorjahr TEUR 0).; 4.58, 6 ;2016/2017;Schloss Wachenheim AG;Jahresabschluss;PKF
In den Verbindlichkeiten gegenüber Unternehmen, mit denen ein Beteiligungsverhältnis besteht, sind Verbindlichkeiten aus Lieferungen und Leistungen in Höhe von TEUR 639 (Vorjahr: TEUR 386) enthalten.; 4.59, 6 ;2016/2017;Schloss Wachenheim AG;Jahresabschluss;PKF
Zur Verbesserung der Klarheit und Übersichtlichkeit wurden die Angaben im Zusammenhang mit den Verbindlichkeiten in einem Verbindlichkeitenspiegel zusammengefasst dargestellt:; 4.50 ;2016/2017;Schloss Wachenheim AG;Jahresabschluss;PKF
"davon mit einer Restlaufzeit von
30. Juni 2017
Gesamtbetrag.
TEUR
bis zu 1 Jahr.
TEUR
mehr als 1 Jahr.
TEUR
Gegenüber Kreditinstituten 19.329 3.329 16.000
Erhaltene Anzahlungen auf Bestellungen 335 335 -
Aus Lieferungen und Leistungen 10.288 10.288 -
Gegenüber verbundenen Unternehmen 5.734 5.734 -
Gegenüber Unternehmen, mit denen ein Beteiligungsverhältnis besteht 527 527 -
Sonstige 10.421 9.463 958
46.634 29.676 16.958"; 4.50 ;2016/2017;Schloss Wachenheim AG;Jahresabschluss;PKF
"davon mit einer Restlaufzeit von
30. Juni 2016
Gesamtbetrag.
TEUR
bis zu 1 Jahr.
TEUR
mehr als 1 Jahr.
TEUR
Gegenüber Kreditinstituten 20.799 3.479 17.320
Erhaltene Anzahlungen auf Bestellungen 391 391 -
Aus Lieferungen und Leistungen 9.451 9.451 -
Gegenüber verbundenen Unternehmen 4.597 4.597 -
Gegenüber Unternehmen, mit denen ein Beteiligungsverhältnis besteht 218 218 -
Sonstige 11.668 10.460 1.208
47.124 28.596 18.528"; 4.50 ;2016/2017;Schloss Wachenheim AG;Jahresabschluss;PKF
Vom Gesamtbetrag der Verbindlichkeiten hat ein Betrag von TEUR 117 (Vorjahr: TEUR 291) eine Restlaufzeit von mehr als fünf Jahren.; 4.50, 49 ;2016/2017;Schloss Wachenheim AG;Jahresabschluss;PKF
Grundpfandrechtliche Sicherheiten bestehen nicht. Bei den Verbindlichkeiten aus Lieferungen und Leistungen bestehen die üblichen Eigentumsvorbehalte.; 51 ;2016/2017;Schloss Wachenheim AG;Jahresabschluss;PKF
Latente Steuern werden nicht ausgewiesen, da der bestehende Aktivüberhang unter Ausnutzung des Wahlrechts des § 274 HGB bilanziell nicht angesetzt wird. Die aktiven latenten Steuern resultieren im Wesentlichen aus körperschaftsteuerlichen und gewerbesteuerlichen Verlustvorträgen sowie aus temporären Differenzen im Bereich der Pensionsrückstellungen, der sonstigen Rückstellungen sowie der sonstigen Vermögensgegenstände. Passive latente Steuern resultieren überwiegend aus temporären Differenzen im Bereich des Vorratsvermögens. Bei der Bewertung der latenten Steuern werden unternehmensindividuelle Steuersätze in Höhe von 15,83 % bei der Körperschaftsteuer und Solidaritätszuschlag und 14,54 % bei der Gewerbesteuer berücksichtigt. Die steuerlichen Verlustvorträge belaufen sich zum 30. Juni 2017 unter Berücksichtigung des Ergebnisses des Geschäftsjahres 2016/17 auf rund EUR 13,6 Mio. (Körperschaftsteuer) bzw. rund EUR 9,6 Mio. (Gewerbesteuer).; 4.64, 27 ;2016/2017;Schloss Wachenheim AG;Jahresabschluss;PKF
IV. Angaben zu Posten der Gewinn- und Verlustrechnung;;2016/2017;Schloss Wachenheim AG;Jahresabschluss;PKF
Die Umsatzerlöse (nach Abzug des Schaumweinsteueraufwands), die zu rund 85 % (Vorjahr: rund 89 %) mit inländischen Kunden getätigt wurden, verteilen sich wie folgt auf die einzelnen Sparten:; 4.66, 58 ;2016/2017;Schloss Wachenheim AG;Jahresabschluss;PKF
"2016/17.
TEUR
2015/16.
TEUR
Schaumwein 47.503 55.006
Stillwein 1.136 1.091
Weinhaltige Getränke 10.599 11.545
Nichtalkoholische Getränke 7.673 7.301
Entalkoholisierte Getränke 22.042 21.084
Sonstige Produkte 2.840 2.230
Erträge aus Dienstleistungen und Weiterbelastungen 2.147 -
93.940 98.257"; 4.66, 58 ;2016/2017;Schloss Wachenheim AG;Jahresabschluss;PKF
Die Umsatzerlöse enthalten Erträge in Höhe von TEUR 2.147 aus Dienstleistungen und Weiterbelastungen. Aufgrund des BilRuG und der damit einhergehenden geänderten Definition der Umsatzerlöse, wurden diese im abgelaufenen Geschäftsjahr in den Umsatzerlösen gezeigt. Im Vorjahr betrugen diese Erlöse TEUR 2.104 und wurden unter den sonstigen betrieblichen Erträgen ausgewiesen.; 4.66, 59 ;2016/2017;Schloss Wachenheim AG;Jahresabschluss;PKF
Die sonstigen betrieblichen Erträge beinhalten periodenfremde Erträge in Höhe von TEUR 513 (Vorjahr: TEUR 558), davon TEUR 473 (Vorjahr: TEUR 527) Erträge aus der Auflösung von Rückstellungen und TEUR 32 (Vorjahr: TEUR 14) Buchgewinne aus dem Abgang von Sachanlagen.; 4.69, 65 ;2016/2017;Schloss Wachenheim AG;Jahresabschluss;PKF
Die Abschreibungen auf immaterielle Vermögensgegenstände des Anlagevermögens und Sachanlagen beinhalten keine außerplanmäßige Abschreibungen (Vorjahr: TEUR 21).; 4.78, 63 ;2016/2017;Schloss Wachenheim AG;Jahresabschluss;PKF
V. Sonstige Angaben;;2016/2017;Schloss Wachenheim AG;Jahresabschluss;PKF
Mitglieder des Vorstands; 102 ;2016/2017;Schloss Wachenheim AG;Jahresabschluss;PKF
Oliver Gloden (Sprecher des Vorstands); 102 ;2016/2017;Schloss Wachenheim AG;Jahresabschluss;PKF
Marketing, Technik, Einkauf; 102 ;2016/2017;Schloss Wachenheim AG;Jahresabschluss;PKF
Mandate in Aufsichtsräten/Kontrollgremien:; 102 ;2016/2017;Schloss Wachenheim AG;Jahresabschluss;PKF
CEVIM SAS, Tournan-en-Brie (Membre du Comité Stratégique); 102 ;2016/2017;Schloss Wachenheim AG;Jahresabschluss;PKF
Compagnie Française des Grands Vins S.A., Tournan-en-Brie (Mitglied des Verwaltungsrats); 102 ;2016/2017;Schloss Wachenheim AG;Jahresabschluss;PKF
AMBRA S.A., Warschau (Mitglied des Aufsichtsrats); 102 ;2016/2017;Schloss Wachenheim AG;Jahresabschluss;PKF
Zarea S.A., Bukarest (Mitglied des Aufsichtsrats); 102 ;2016/2017;Schloss Wachenheim AG;Jahresabschluss;PKF
Horst Hillesheim; 102 ;2016/2017;Schloss Wachenheim AG;Jahresabschluss;PKF
Vertrieb, Logistik, Qualitätsmanagement; 102 ;2016/2017;Schloss Wachenheim AG;Jahresabschluss;PKF
Mandate in Aufsichtsräten/Kontrollgremien:; 102 ;2016/2017;Schloss Wachenheim AG;Jahresabschluss;PKF
Vintalia Weinhandels GmbH & Co. KG, München-Haar (Mitglied des Beirats); 102 ;2016/2017;Schloss Wachenheim AG;Jahresabschluss;PKF
AMBRA S.A., Warschau (Mitglied des Aufsichtsrats) - seit 11. Oktober 2016; 102 ;2016/2017;Schloss Wachenheim AG;Jahresabschluss;PKF
Boris Schlimbach; 102 ;2016/2017;Schloss Wachenheim AG;Jahresabschluss;PKF
Finanzen, Investor Relations, Personal; 102 ;2016/2017;Schloss Wachenheim AG;Jahresabschluss;PKF
Mandate in Aufsichtsräten/Kontrollgremien:; 102 ;2016/2017;Schloss Wachenheim AG;Jahresabschluss;PKF
