Anhang;Annotierung;Gesch„ftsjahr;Gesellschaft;Abschlussart;Prfer
"Infolge der Streichung des Postens ?auáerordentliche Aufwendungen? wurden der im Vorjahr unter dieser Position ausgewiesene
Betrag in H”he von T? 2.194 in den Posten ?sonstige betriebliche Aufwendungen? umgegliedert.";8.80;2016;GmbH;Jahresabschluss;PwC
"Nach dem Gliederungsschema der Gewinn- und Verlustrechnung in der Fassung des BilRUG ergibt sich fr das Vorjahr fr das
Zwischenergebnis ?Ergebnis nach Steuern? ein Betrag in H”he von T? 22.267.";8.91;2016;GmbH;Jahresabschluss;PwC
"Die Vorjahreszahlen der Umsatzerl”se sind aufgrund der Neufassung von õ 277 Abs. 1 HGB in der Fassung des BilRUG (HGB n.F.)
nicht vergleichbar, da auf eine Anpassung der Vorjahresumsatzerl”se verzichtet wurde. Bei Anwendung des õ 277 Abs. 1 HGB n.F.
h„tten sich fr das Vorjahr Umsatzerl”se in H”he von T? 158.263 ergeben.";8.66;2016;GmbH;Jahresabschluss;PwC
"Infolge der Neudefinition der Umsatzerl”se haben sich auch die Zusammenstellungen der Positionen ?sonstige betriebliche Ertr„ge?,
?Aufwendungen fr bezogenen Leistungen?, ?sonstige betriebliche Aufwendungen?, auáerordentliche Ertr„ge und auáerordentliche
Aufwendungen ge„ndert.";8.66;2016;GmbH;Jahresabschluss;PwC
"2016 (nach
BilRUG)
T?
2016 (ohne
BilRUG)
T?
Effekt
T?
Umsatzerl”se 151.587 143.307 8.280
sonstige betriebliche Ertr„ge 3.325 11.605 -8.280
Aufwendungen fr bezogene Leistungen 22.527 7.386 15.141
sonstige betriebliche Aufwendungen 47.899 60.922 -13.023
auáerordentliche Ertr„ge 0 0
auáerordentliche Aufwendungen 0 2.118 -2.118";3, 8.66, 8.69, 8.72, 8.80;2016;GmbH;Jahresabschluss;PwC
"Bei Anwendung des õ 277 Abs. 1 HGB n.F. im Vorjahr sowie unter Zugrundlegung der Streichung der Positionen ?auáerordentliche
Ertr„ge? und ?auáerordentliche Aufwendungen? (Gliederungsschema der Gewinn- und Verlustrechnung nach HGB n.F.) h„tten sich fr
das Vorjahr bzw. zum Bilanzstichtag 31. Dezember 2015 folgende Betr„ge ergeben:";3, 8.66, 8.69, 8.72, 8.80;2016;GmbH;Jahresabschluss;PwC
"2015 (nach
BilRUG)
T?
Effekt
T?
Umsatzerl”se 148.455 158.263 9.808
sonstige betriebliche Ertr„ge 14.299 4.491 -9.808
Aufwendungen fr bezogene Leistungen 7.128 28.859 21.731
sonstige betriebliche Aufwendungen 51.194 29.463 -21.731
auáerordentliche Ertr„ge 0 0 0";3, 8.66, 8.69, 8.72, 8.80;2016;GmbH;Jahresabschluss;PwC
"Gem„á Art. 75 Abs. 6 Satz 1 EGHGB n.F. i.V.m. õ 253 Abs. 2 Satz 1 HGB n.F. sind Altersversorgungsverpflichtungen (Rckstellungen
fr Pensionen) im Jahresabschluss fr das Gesch„ftsjahr 2016 unter Zugrundelegung des durchschnittlichen Marktzinssatzes der
vergangenen zehn Gesch„ftsjahre (Vorjahr: durchschnittlicher Marktzinssatz der vergangenen sieben Gesch„ftsjahre) bewertet
worden.";8.47, 8.48;2016;GmbH;Jahresabschluss;PwC
"Aus der Umstellung der Pensionsrckstellungen im Rahmen des BilMoG zum 1. Januar 2010 (BilMoG-Er”ffnungsbilanz) ergab sich ein
Zufhrungsbetrag im Vergleich zum alten Ansatz zum 31. Dezember 2009 von TEUR 32.915. Die Gesellschaft machte von dem
Wahlrecht des Art. 67 Abs. 1 Satz 1 EGHGB Gebrauch und verteilt den Aufwand aus der Umstellung ber einen Zeitraum von 15
Jahren. Im vorangegangenen Gesch„ftsjahr 2015 wurden TEUR 2.194 als auáerordentlicher Aufwand erfasst. Infolge der Streichung
des Postens ?auáerordentliche Aufwendungen? wurde im Zuge der Anpassung der Vorjahreswerte der im Vorjahr unter dieser Position
ausgewiesene Betrag in den Posten ?sonstige betriebliche Aufwendungen? umgegliedert. Im Gesch„ftsjahr 2016 wurde die
Mindestzufhrung (1/15-tel) zuzglich Zufhrung in H”he der Aufl”sung wegen Zinssatz„nderung bis zur Erreichung der
Vollzufhrung des BilMoG-Umstellungsbetrags in H”he von TEUR 18.822 zugefhrt und Aufwand unter der Position ?sonstige
betriebliche Aufwendungen? erfasst.";8.47, 8.48, 38;2016;GmbH;Jahresabschluss;PwC
"2015 2016
Verpflichtungen
Gutachten
31.12.2015
Auáerordentlicher
Aufwand
Gutachten
31.12.2016
sonstige r betiebl icher
Aufwand gebucht
Verrechnung mit
Deckungsverm”gen
verrechneter
Betrag
Allgemeine
Versorgung
160.802.694 2.083.009 155.170.125 18.747.093 nein -
Zusatzversorgung
2000
6.943.746 5.021 6.870.459 45.188 ja 6.149.732
Zusatzversorgung
1992
1.773.993 106.295 1.821.833 30.001 nein -
Zusatzversorgungen 8.717.739 111.316 8.692.292 75.189 ja 6.149.732";8;2016;GmbH;Jahresabschluss;PwC
2. Bilanzierung und Bewertung der Aktiv- und Passivposten;;2016;GmbH;Jahresabschluss;PwC
"Das Anlageverm”gen wird zu Anschaffungskosten abzglich bisher aufgelaufener Abschreibungen bewertet. Die
Anschaffungskosten umfassen die Anschaffungskosten, Frachtkosten und andere Anschaffungsnebenkosten, abzglich etwaiger
Preisminderungen.";8.1;2016;GmbH;Jahresabschluss;PwC
"Die planm„áigen Abschreibungen auf Sachanlagen erfolgen grunds„tzlich nach der linearen Methode ber die voraussichtliche
tats„chliche Nutzungsdauer. Die Nutzungsdauer liegt zwischen 3 und 15 Jahren.";8.7;2016;GmbH;Jahresabschluss;PwC
"Seit dem Gesch„ftsjahr 2010 werden geringwertige Wirtschaftsgter mit Anschaffungskosten von jeweils bis zu EUR 410 gem„á õ 6
Abs. 2 EStG vollst„ndig im Zugangsjahr abgeschrieben.";8.1;2016;GmbH;Jahresabschluss;PwC
Die planm„áigen Abschreibungen erfolgen im Jahr des Zugangs pro rata temporis.;8.1;2016;GmbH;Jahresabschluss;PwC
"Finanzanlagen sind die Anteile an verbundenen Unternehmen sowie die Beteiligungen. Die Finanzanlagen werden zu
Anschaffungskosten gem„á õ 253 Abs. 1 und 3 Satz 5 HGB bewertet. Abschreibungen auf Finanzanlagen erfolgen bei einer
voraussichtlich dauerhaften Wertminderung. Die Ermittlung des beizulegenden Wertes wird nach den Grunds„tzen des IDW RS HFA
10 i.d.F. 2005 i.V.m. IDW S 1 i.d.F. 2008 unter Zugrundelegung des Ertragswertverfahrens vorgenommen. In diese Berechnung
werden die Ertr„ge aus der Planung der Gesch„ftsleitung sowie ein aus den Kapitalkosten abgeleiteter Diskontierungszinssatz
einbezogen. Seit dem Gesch„ftsjahr 2008 basiert die Ermittlung des Betafaktors im Rahmen der Kapitalkostenbestimmung auf einer
Regression mit monatlichen Datenpunkten fr die letzten fnf Jahre.";8.1, 8.12, 8.13,;2016;GmbH;Jahresabschluss;PwC
"Sofern ein B”rsenkurs vorliegt, wird dieser zur Bewertung herangezogen. Bei ausl„ndischen Anteilen wird zur
W„hrungskursumrechnung der Wechselkurs (Devisenkassamittelkurs) zum Stichtag (spot rates) verwendet.";8;2016;GmbH;Jahresabschluss;PwC
"Auáerplanm„áige Abschreibungen des Anlageverm”gens werden vorgenommen, wenn eine voraussichtlich dauernde Wertminderung
vorliegt (õ 253 Abs. 3 HGB). Wenn die Grnde dafr nicht mehr bestehen, erfolgt eine Wertaufholung gem. õ 253 Abs. 3 i. V. m. Abs.
5 S. 1 HGB.";8.1;2016;GmbH;Jahresabschluss;PwC
"Die Bewertung der Vorr„te ist im Wesentlichen zu durchschnittlichen Anschaffungs- oder Herstellungskosten oder den niedrigeren
Wiederbeschaffungskosten zum Bilanzstichtag erfolgt. Fr Risiken aus verminderter Verwendbarkeit aufgrund von Alterung und fr zu
erwartende Verluste aus niedrigeren Verkaufserl”sen werden entsprechende Abwertungen vorgenommen. Die Herstellungskosten
umfassen Fertigungsmaterial, Fertigungsl”hne sowie angemessene Teile der Material- und Fertigungsgemeinkosten.
Fremdkapitalzinsen wurden nicht einbezogen. Die geleisteten Anzahlungen werden zum Nennwert angesetzt.";8.19, 8.20,;2016;GmbH;Jahresabschluss;PwC
"Die Forderungen aus Lieferungen und Leistungen und die sonstigen Verm”gensgegenst„nde werden grunds„tzlich zum
Nennwert angesetzt. Erkennbaren Einzelrisiken werden durch Einzelwertberichtigungen, dem allgemeinen Kreditrisiko wird durch eine
Pauschalwertberichtigung Rechnung getragen. Langfristige Steuererstattungsansprche i.S. d. õ 37 KStG
(K”rperschaftsteuerguthaben) werden zum Barwert angesetzt (Abzinsungssatz 4%). Soweit in den Forderungen
Fremdw„hrungsforderungen (Forderungen gegen verbundene Unternehmen) enthalten sind, erfolgt die Bewertung mit dem
Stichtagskurs.";8.25, 8.26;2016;GmbH;Jahresabschluss;PwC
"Das Deckungskapital fr Altersversorgung und Altersteilzeit betrifft Rckdeckungsversicherungsansprche und
Fondsverm”gen. Die Zeitwerte der Rckdeckungsversicherungsansprche (Deckungsverm”gen der
Altersversorgungsversorgungsverpflichtung) werden auf Basis versicherungsmathematischer Gutachten bzw. Mitteilungen der
Versicherer mit den fortgefhrten Anschaffungskosten zum Bilanzstichtag bewertet. Die Zeitwerte des Fondsverm”gens
(Deckungsverm”gen der Altersteilzeitverpflichtung) werden aufgrund der Marktwerte zum Bilanzstichtag ermittelt.";8, 34;2016;GmbH;Jahresabschluss;PwC
Die flssigen Mittel sind zum Nennwert am Bilanzstichtag angesetzt.;8.33;2016;GmbH;Jahresabschluss;PwC
"Als aktive Rechnungsabgrenzungsposten sind Auszahlungen vor dem Abschlussstichtag angesetzt, soweit sie Aufwand fr einen
bestimmten Zeitraum nach diesem Zeitpunkt darstellen.";8.34;2016;GmbH;Jahresabschluss;PwC
Das gezeichnete Kapital wird zum Nennwert bilanziert.;8.38;2016;GmbH;Jahresabschluss;PwC
"Rckstellungen fr Pensionen und „hnliche Verpflichtungen werden auf der Grundlage versicherungsmathematischer
Berechnung nach dem Anwartschaftsbarwertverfahren (Projected Unit Credit Method) unter Bercksichtigung der Richttafeln 2005 G
von Prof. Dr. Heubeck bewertet. Die Rckstellungen fr Pensionen wurden pauschal mit dem von der Deutschen Bundesbank im
Monat Dezember 2016 ver”ffentlichten durchschnittlichen Marktzinssatz der vergangenen zehn Jahre abgezinst, der sich bei einer
angenommenen Restlaufzeit von 15 Jahren ergibt (õ 253 Abs. 2 Satz 2 HGB). Dieser Zinssatz betr„gt 4,01% Bei der Ermittlung der
Rckstellungen fr Pensionen und „hnliche Verpflichtungen wurden j„hrliche Lohn- und Gehaltssteigerungen von 2,5% und
Rentensteigerungen von j„hrlich 1,75% zugrunde gelegt, sowie eine Fluktuation in H”he von 9,0% p.a. unterstellt.";8.47, 8.48;2016;GmbH;Jahresabschluss;PwC
"Die Verpflichtungen aus Pensionen werden soweit zutreffend mit den Verm”gensgegenst„nden, die ausschlieálich der Erfllung der
Altersversorgungs- und „hnlichen Verpflichtungen dienen und dem Zugriff fremder Dritter entzogen sind (sog. Deckungsverm”gen),
verrechnet. Die Bewertung des zweckgebundenen, verpf„ndeten und insolvenzgesicherten Deckungsverm”gens erfolgt zum
beizulegenden Zeitwert.";8.47, 8.48;2016;GmbH;Jahresabschluss;PwC
"Die Steuer- und sonstigen Rckstellungen werden mit dem Betrag ihrer voraussichtlichen Inanspruchnahme bewertet und
bercksichtigen alle erkennbaren Risiken sowie ungewissen Verpflichtungen. Die Bewertung erfolgt in H”he des Erfllungsbetrages
unter Bercksichtigung zu erwartender Kosten- bzw. Preissteigerungen. Wesentliche Rckstellungen mit einer Restlaufzeit von mehr
als einem Jahr werden mit dem laufzeitad„quaten durchschnittlichen Marktzinssatz der vergangenen sieben Jahre, der von der
Deutschen Bundesbank ermittelt und bekannt gegeben wird, abgezinst.";8.47, 8.49, 8.50;2016;GmbH;Jahresabschluss;PwC
"Rckstellungen fr Verpflichtungen aus Altersteilzeit werden nach Maágabe des Blockmodells gebildet. Die Bewertung der
Rckstellungen fr Altersteilzeit erfolgt unter Zugrundelegung eines Rechnungszinssatzes von 3,24% p.a. und auf der Grundlage der
Richttafeln 2005 G von Dr. Klaus Heubeck nach versicherungsmathematischen Grunds„tzen. Die Rckstellungen fr Altersteilzeit
wurden fr zum Bilanzstichtag bereits abgeschlossene Altersteilzeitvereinbarungen gebildet. Sie enthalten Aufstockungsbetr„ge und
bis zum Bilanzstichtag aufgelaufene Erfllungsverpflichtungen der Gesellschaft. Es wird ein Lohn- und Gehaltstrend in H”he von
2,5% zugrunde gelegt.";8.47;2016;GmbH;Jahresabschluss;PwC
Verm”gens- sowie Ertrags- und Aufwandsverrechnung;;2016;GmbH;Jahresabschluss;PwC
"Deckungsverm”gen im Sinne von õ 246 Abs. 2 HGB werden mit den Zugrunde liegenden Verpflichtungen verrechnet. šbersteigt der
Zeitwert der Verm”gensgegenst„nde die Verpflichtungen, erfolgt der Ausweis als Aktiver Unterschiedsbetrag aus der
Verm”gensverrechnung. Ergibt sich ein Verpflichtungsberhang, erfolgt der Ausweis unter den Rckstellungen fr Pensionen und
„hnlichen Verpflichtungen bzw. sonstigen Rckstellungen. Ertr„ge und Aufwendungen aus diesen Verm”gensgegenst„nden werden
mit den Aufwendungen aus der Aufzinsung der entsprechenden Verpflichtungen saldiert und im Finanzergebnis unter den
Zinsertr„gen bzw. Zinsaufwendungen ausgewiesen.";8;2016;GmbH;Jahresabschluss;PwC
Die Verbindlichkeiten sind zu ihrem Erfllungsbetrag angesetzt.;8.51;2016;GmbH;Jahresabschluss;PwC
"In den Forderungen gegen und Verbindlichkeiten gegenber verbundenen Unternehmen sind im abgelaufenen
Gesch„ftsjahr auch die aus den Darlehensforderungen und Darlehensverbindlichkeiten resultierenden Zinsen enthalten.";8.51, 8.25;2016;GmbH;Jahresabschluss;PwC
"Als verbundene Unternehmen werden alle Gesellschaften ausgewiesen, die zum Konsolidierungskreis der NCR Corporation,
Duluth, Georgia, USA, geh”ren.";8;2016;GmbH;Jahresabschluss;PwC
"Gesch„ftsvorf„lle in fremder W„hrung werden grunds„tzlich mit dem historischen Kurs zum Zeitpunkt der Erstverbuchung
erfasst.";8;2016;GmbH;Jahresabschluss;PwC
"Die ausschlieálich kurzfristigen Fremdw„hrungsforderungen und ?V erbindlichkeiten (Restlaufzeit von einem Jahr oder
weniger)sowie flssige Mittel sind mit dem Devisenkassamittelkurs zum Bilanzstichtag umgerechnet.";8;2016;GmbH;Jahresabschluss;PwC
"Latente Steuern werden auf die Unterschiede in den Bilanzans„tzen der Handelsbilanz und der Steuerbilanz angesetzt, sofern sich
diese in sp„teren Gesch„ftsjahren voraussichtlich abbauen. Aufgrund des Aktivberhangs der latenten Steuern zum Bilanzstichtag
wird von dem Aktivierungswahlrecht des õ 274 Abs. 1 Satz 2 HGB kein Gebrauch gemacht.";8.35, 8.64;2016;GmbH;Jahresabschluss;PwC
"Die NCR GmbH ist im Rahmen ihrer operativen Gesch„ftst„tigkeit W„hrungsrisiken ausgesetzt, da die Beschaffung der Produkte ber
die NCR Global Solutions Ltd. in Dublin (Irland) auf US-Dollar Basis an die Gesellschaft berechnet wird. Dieses Risiko wird durch
Derivate begrenzt.";8;2016;GmbH;Jahresabschluss;PwC
"Die NCR GmbH betreibt grunds„tzlich Kurssicherungsgesch„fte (Hedging-Gesch„fte) ber das Jahresende hinaus, um knftige
Eink„ufe in US-Dollar mit verbundenen Unternehmen abzusichern (zentrale Steuerung ber die Konzernmutter im Namen der NCR
GmbH). Auf Basis des Auftragsbestandes wird der Fremdw„hrungsbedarf quartalsweise ermittelt und durch den Einsatz von Forward
Rate Agreements (ohne Option) gesichert. Zum Jahresende 2016 bestehen die folgenden Vertr„ge:
Abschluss Datum
Abgeschlossener
W„hrungskurs
Handelsvolumen
USD
Gegenwert
EUR
BNP 06.09.2016 1.13261 1.000.000 882.919
CB 06.09.2016 1.13359 2.000.000 1.764.311
CB 06.09.2016 1.13501 2.000.000 1.762.093
CB 06.09.2016 1.13682 2.000.000 1.759.293
CB 07.09.2016 1.13693 6.000.000 5.277.388
BNP 07.09.2016 1.13812 2.000.000 1.757.292
CB 07.09.2016 1.13960 4.000.000 3.510.010
BNA 07.09.2016 1.14128 3.000.000 2.628.618
CB 07.09.2016 1.14275 1.000.000 875.084
BoA 07.09.2016 1.14404 2.000.000 1.748.198
BoA 07.09.2016 1.14555 2.000.000 1.745.894
BoA 07.09.2016 1.14680 2.000.000 1.743.979
29.000.000 25.455.07 9";8;2016;GmbH;Jahresabschluss;PwC
Es bestehen keine negativen Marktwerte zum 31. Dezember 2016 (Vorjahr: negativer Marktwert TEUR 111).;8;2016;GmbH;Jahresabschluss;PwC
"Derivative Finanzinstrumente werden bei der NCR GmbH allgemein nach den Regeln des HGB grunds„tzlich zum Handelstag
bilanziert. Negative Marktwertver„nderungen werden gem„á strengem Niederstwertprinzip in den Rckstellungen erfasst, positive
Marktwertver„nderungen bleiben bis zur Realisation unbercksichtigt. Die Derivate werden auf Basis von verfgbaren Marktdaten
(Terminkurse) bewertet.";8;2016;GmbH;Jahresabschluss;PwC
Einnahmen vor dem Bilanzstichtag, die Erl”se fr das Folgejahr darstellen, sind passivisch abgegrenzt.;8;2016;GmbH;Jahresabschluss;PwC
"Die Umsatzrealisierung erfolgt, wenn die Leistung erbracht bzw. die Verm”genswerte geliefert worden sind (Gefahrbergang).
Umsatzerl”se werden unabh„ngig vom Zeitpunkt der Bezahlung bercksichtigt, wenn sie realisiert sind. Erl”se aus dem Verkauf sind
mit dem šbergang der tats„chlichen Verfgungsmacht auf den K„ufer, d.h. dem Zeitpunkt der Lieferung realisiert. Erl”se aus
Dienstleistungen werden realisiert, wenn die vertraglich vereinbarten Leistungen vollst„ndig erbracht sind.";8.66;2016;GmbH;Jahresabschluss;PwC
III. ERLUTERUNGEN ZUR BILANZ UND ZUR GEWINN- UND VERLUSTRECHNUNG;;2016;GmbH;Jahresabschluss;PwC
Anlageverm”gen;;2016;GmbH;Jahresabschluss;PwC
Zur Entwicklung des Anlageverm”gens verweisen wir auf den Anlagenspiegel des Anhangs.;4.1;2016;GmbH;Jahresabschluss;PwC
"Die Zug„nge zum Sachanlageverm”gen betreffen insbesondere die Betriebs- und Gesch„ftsausstattung (Server, Drucker,
Notebooks und Versuchs- sowie tragbares Test-Equipment).";4.1, 4.7, ;2016;GmbH;Jahresabschluss;PwC
"Die Gesellschaft h„lt Anteile an den folgenden verbundenen Unternehmen:
Name der Gesellschaft Sitz
Anteil
% W„hrung
Eigenkapital
31.12.2016
Jahresergebnis
2016
Name der Gesellschaft Sitz
Anteil
% W„hrung
Eigenkapital
31.12.2016
Jahresergebnis
2016
NCR (Hongkong) Ltd. Hong Kong China 86,47 T HK$ 77.300 119
TEUR 9.472 15
Die NCR (Hong Kong) Ltd. ist unver„ndert an den folgenden Gesellschaften beteiligt:
Name der Gesellschaft Sitz
Anteil
% W„hrung
Eigenkapital
31.12.2016
Jahresergebnis
2016
Name der Gesellschaft Sitz
Anteil
% W„hrung
Eigenkapital
31.12.2016
Jahresergebnis
2016
NCR (Beijing) Financial Equipment
System Co. Ltd.
Beijing,
China
100,0 TCNY 474.459 11.771
TEUR 64.958 1.612
NCR (Guangzhou) Technology
Company Ltd.
Guangzhou,
China
100,0 TCNY -24.733 -10.040
TEUR -3.386 -1.375
NCR (Shanghai) Technology
Services Ltd.
Shanghai,
China
100,0 TCNY 16.791 -12.305
TEUR 2.299 -1.685
Des Weiteren h„lt die Gesellschaft die folgende Beteiligung:
Name der Gesellschaft Sitz
Anteil
% W„hrung
Eigenkapital
31.12 .201 6
Jahresergebnis
201 6
NCR Japan Ltd. Tokio Japan 35,32 Mio. Yen 58.512 685
TEUR 475.703 5.569";4.1, 4.12, 4.13, 77;2016;GmbH;Jahresabschluss;PwC
Vorr„te;;2016;GmbH;Jahresabschluss;PwC
Es handelt sich im Wesentlichen um Warenbest„nde und Ersatzteile.;4.19, 4.20;2016;GmbH;Jahresabschluss;PwC
Forderungen und sonstige Verm”gensgegenst„nde;4.19, 4.20, 4.25;2016;GmbH;Jahresabschluss;PwC
Die Forderungen aus Lieferungen und Leistungen sind ausschlieálich innerhalb eines Jahres f„llig.;4.19, 4.25, 4.26;2016;GmbH;Jahresabschluss;PwC
"Die Forderungen gegen verbundene Unternehmen beinhalten im Wesentlichen eine Darlehensforderung gegenber der NCR
Dutch Holdings C.V.,Niederlande in H”he von TEUR 86.737 (Vorjahr: TEUR 86.737) mit einer Laufzeit bis zum 24. November 2017.
Zudem enthalten sind Forderungen aus Lieferungen und Leistungen, die innerhalb einen Jahres f„llig sind. Insbesondere hier eine
Forderung gegen die Gesellschafterin, der NCR Corporation, Duluth, Georgia, USA von TEUR 99 (Vorjahr: TEUR 417). Es besteht
zudem eine Forderung gegen die NCR Global Solutions Ltd. in H”he von TEUR 16.009 (Vorjahr: TEUR 23.214).";4.19, 4.25, 4.27, 6, 20;2016;GmbH;Jahresabschluss;PwC
"In den sonstigen Verm”gensgegenst„nden sind TEUR 15 (Vorjahr: TEUR 15) mit einer Restlaufzeit von mehr als einem Jahr
enthalten. Es handelt sich dabei um den Verm”genswert fr Erstattungsansprche im Zusammenhang mit dem
K”rperschaftsteuerguthaben.";4.19, 4.25, 4.29;2016;GmbH;Jahresabschluss;PwC
Flssige Mittel;;2016;GmbH;Jahresabschluss;PwC
Es handelt sich hierbei im Wesentlichen um Guthaben bei Kreditinstituten.;4.19, 4.33, ;2016;GmbH;Jahresabschluss;PwC
Aktiver Rechnungsabgrenzungsposten;;2016;GmbH;Jahresabschluss;PwC
Hierbei handelt es sich insbesondere um die periodengerechte Abgrenzung von Aufwendungen und Mieten.;4.34, ;2016;GmbH;Jahresabschluss;PwC
Latente Steuern;;2016;GmbH;Jahresabschluss;PwC
"Zum Bilanzstichtag ergibt sich nach Saldierung der aktiven und passiven latenten Steuern (Gesamtdifferenzenbetrachtung) ein
Aktivberhang der latenten Steuern in H”he von TEUR 12.692. Der Steuersatz betr„gt 31,13%. Die Gesellschaft macht von dem
Aktivierungswahlrecht des õ 274 Abs. 1 Satz 2 HGB keinen Gebrauch, so dass sich insgesamt kein Ausweis latenter Steuern in der
Bilanz ergibt. Die ermittelten aktiven und passiven latenten Steuern resultieren im Wesentlichen aus Folgenden tempor„ren
Differenzen:";4.35, 4.64, 24;2016;GmbH;Jahresabschluss;PwC
"Wertpapiere des Anlageverm”gens
(Rckdeckungsversicherungen)";4.35, 4.64, 24;2016;GmbH;Jahresabschluss;PwC
Rckstellungen fr Pensionen und „hnliche Verpflichtungen;4.35, 4.64, 24;2016;GmbH;Jahresabschluss;PwC
Forderungen aus Lieferungen und Leistungen;4.35, 4.64, 24;2016;GmbH;Jahresabschluss;PwC
Aktiver Unterschiedsbetrag aus der Verm”gensverrechnung;;2016;GmbH;Jahresabschluss;PwC
"Die Wertpapiere des Anlageverm”gens (Investmentfonds-Anteile) zur Insolvenzsicherung der Altersteilzeitguthaben von Mitarbeitern
zum Zeitwert in H”he von TEUR 1.050 (Vorjahr: TEUR 1.721) werden als Deckungsverm”gen klassifiziert und gem„á õ 246 Abs. 2
Satz 2 HGB mit den rckstellungspflichtigen Altersteilzeitverpflichtungen fr Erfllungsrckst„nde in H”he von TEUR 693 (Vorjahr:
TEUR 1.065), verrechnet. Der aus dieser Verrechnung resultierende Unterschiedsbetrag zum 31. Dezember 2016 in H”he von TEUR
357 (Vorjahr: TEUR 656), wird als aktiver Unterschiedsbetrag aus der Verm”gensverrechnung ausgewiesen.";4.36, 37;2016;GmbH;Jahresabschluss;PwC
"Der Betrag, um den der beizulegende Zeitwert des Fondverm”gens die Anschaffungskosten bersteigt (TEUR 671), unterliegt einer
Ausschttungssperre gem„á õ 268 Abs. 8 HGB.";4.36;2016;GmbH;Jahresabschluss;PwC
Eigenkapital;;2016;GmbH;Jahresabschluss;PwC
"Das gezeichnete Kapital der NCR GmbH betr„gt TEUR 28.564. Die Gesch„ftsanteile werden zu 89,5 % von der NCR Corporation,
Duluth, Georgia, USA und zu 10,5 % von der NCR International Inc., Duluth, Georgia, USA gehalten.";4.37, 4.38;2016;GmbH;Jahresabschluss;PwC
Die Kapitalrcklage bel„uft sich unver„ndert auf TEUR 22.575.;4.37, 4.39;2016;GmbH;Jahresabschluss;PwC
"Die anderen Gewinnrcklagen in H”he von TEUR 102 enthalten ausschlieálich die Umstellungseffekte aufgrund der erstmaligen
Anwendung des BilMoG. Dabei handelt es sich ausschlieálich um die Aufl”sung von langfristigen Rckstellung in H”he der Betr„ge,
die bis zum 31. Dezember 2024 wieder zugefhrt werden mssten (Art. 67 Abs. 1 Satz 3 EGHGB).";4.37, 4.40;2016;GmbH;Jahresabschluss;PwC
Der Gewinnvortrag betr„gt TEUR 161.209 und wird mit dem Jahresfehlbetrag von TEUR 16.949 auf neue Rechnung vorgetragen.;4.37, 4.45;2016;GmbH;Jahresabschluss;PwC
Rckstellungen fr Pensionen und „hnliche Verpflichtungen;;2016;GmbH;Jahresabschluss;PwC
