; Annotierung (Angabe Nummer in Anahngscheckliste) ;Geschäftsjahr;Gesellschaft;Abschlussart;Prüfer
"Die Wertansätze der Eröffnungsbilanz des Geschäftsjahres stimmen mit denen der Schlussbilanz des vorangegangenen Geschäftsjahres überein. Bei der Bewertung wurde von der Fortführung des Unternehmens ausgegangen. Die Vermögensgegenstände und Schulden wurden einzeln bewertet. Es ist vorsichtig bewertet worden, namentlich sind alle vorhersehbaren Risiken und Verluste, die bis zum Abschlussstichtag entstanden sind, berücksichtigt worden, selbst wenn diese erst zwischen dem Abschlussstichtag und der Aufstellung des Jahresabschlusses bekannt geworden sind. Gewinne sind nur berücksichtigt worden, wenn
sie bis zum Abschlussstichtag realisiert wurden. Aufwendungen und Erträge des Geschäftsjahres sind unabhängig vom Zeitpunkt der Zahlung berücksichtigt worden."; 7.0 ;2016;KWG Kommunale Wohnen AG;Jahresabschluss;N/A
"Einzelne Bewertungspositionen
Einzelne Positionen wurden wie folgt bewertet:";;2016;KWG Kommunale Wohnen AG;Jahresabschluss;N/A
–Die Vermögensgegenstände des Sachanlagevermögens wurden zu Anschaffungs- oder Herstellungskosten abzüglich planmäßiger Abschreibungen bewertet.; 7.7 ;2016;KWG Kommunale Wohnen AG;Jahresabschluss;N/A
–Grundlage der planmäßigen Abschreibung war die voraussichtliche Nutzungsdauer des jeweiligen Vermögensgegenstandes.; 7.7 ;2016;KWG Kommunale Wohnen AG;Jahresabschluss;N/A
–Die Abschreibungen wurden beim beweglichen Anlagevermögen linear vorgenommen.; 7.7 ;2016;KWG Kommunale Wohnen AG;Jahresabschluss;N/A
–Geringwertige Vermögensgegenstände mit Anschaffungs- oder Herstellungskosten bis zu EUR 410,00 werden im Jahr der Anschaffung oder Herstellung in voller Höhe als Aufwand wirksam.; 7.7 ;2016;KWG Kommunale Wohnen AG;Jahresabschluss;N/A
–Die Forderungen und sonstige Vermögensgegenstände wurden grundsätzlich mit dem Nennbetrag angesetzt. Soweit notwendig wurden erkennbare Einzelrisiken oder niedrigere beizulegende Werte durch Einzelwertberichtigungen berücksichtigt.; 7.24 ;2016;KWG Kommunale Wohnen AG;Jahresabschluss;N/A
–Unfertige Leistungen werden zu Anschaffungs-/Herstellungskosten (Fremdkosten) abzüglich der auf leer stehende Wohnungen entfallenden Kosten angesetzt.; 7.22 ;2016;KWG Kommunale Wohnen AG;Jahresabschluss;N/A
–Die Rückstellungen wurden nach vernünftiger kaufmännischer Beurteilung ermittelt. Die sonstigen Rückstellungen berücksichtigen alle erkennbaren Risiken und ungewissen Verpflichtungen.; 7.47 ;2016;KWG Kommunale Wohnen AG;Jahresabschluss;N/A
–Die Verbindlichkeiten wurden mit dem Erfüllungsbetrag ausgewiesen.; 7.51 ;2016;KWG Kommunale Wohnen AG;Jahresabschluss;N/A
B. Ergänzende Angaben;;2016;KWG Kommunale Wohnen AG;Jahresabschluss;N/A
Angaben zu den Forderungen aus Lieferung und Leistung und den sonstigen Vermögensgegenständen nach § 268 Abs. 4 Satz 1 HGB; 4.25 ;2016;KWG Kommunale Wohnen AG;Jahresabschluss;N/A
Sämtliche Forderungen und sonstige Vermögensgegenstände haben eine Fälligkeit von unter einem Jahr.; 4.25 ;2016;KWG Kommunale Wohnen AG;Jahresabschluss;N/A
Angaben zu den ausgewiesenen Verbindlichkeiten (§ 285 Nr. 1 HGB); 4.51 ;2016;KWG Kommunale Wohnen AG;Jahresabschluss;N/A
Die Verbindlichkeiten gegenüber Kreditinstituten mit einer Fälligkeit von mehr als fünf Jahren beträgt TEUR 4.296 (Vorjahr: TEUR 0).; 4.51, 29 ;2016;KWG Kommunale Wohnen AG;Jahresabschluss;N/A
Sonstige finanzielle Verpflichtungen § 285 Nr. 3a HGB); 47 ;2016;KWG Kommunale Wohnen AG;Jahresabschluss;N/A
Es sind keine über den Bilanzansatz hinausgehende sonstigen finanziellen Verpflichtungen vorhanden.; 47 ;2016;KWG Kommunale Wohnen AG;Jahresabschluss;N/A
Angaben zu entgeltlich erworbenen Geschäfts- oder Firmenwerten (§ 285 Nr. 13 HGB); 11 ;2016;KWG Kommunale Wohnen AG;Jahresabschluss;N/A
Es wurden keine Geschäfts- oder Firmenwerte erworben.; 11 ;2016;KWG Kommunale Wohnen AG;Jahresabschluss;N/A
Angaben über derivative Finanzinstrumente (§ 285 Nr. 20 HGB);;2016;KWG Kommunale Wohnen AG;Jahresabschluss;N/A
Die Gesellschaft verfügte über keine derartigen Finanzinstrumente.;;2016;KWG Kommunale Wohnen AG;Jahresabschluss;N/A
Angaben über die Bildung von Bewertungseinheiten (§ 285 Nr. 23 HGB); 17 ;2016;KWG Kommunale Wohnen AG;Jahresabschluss;N/A
Bewertungseinheiten wurden nicht gebildet.; 17 ;2016;KWG Kommunale Wohnen AG;Jahresabschluss;N/A
Angaben zur Mitarbeiterzahl der Gesellschaft (§ 285 Nr. 7 HGB); 46 ;2016;KWG Kommunale Wohnen AG;Jahresabschluss;N/A
Die Gesellschaft beschäftigte während des Geschäftsjahres durchschnittlich 19 eigene Mitarbeiter.; 46 ;2016;KWG Kommunale Wohnen AG;Jahresabschluss;N/A
Angaben über die Einbeziehung in einen Konzernabschluss (§ 285 Nr. 14+14a HGB); 52 ;2016;KWG Kommunale Wohnen AG;Jahresabschluss;N/A
Der Jahresabschluss des Unternehmens wird in den Konzernabschluss der conwert Immobilien Invest SE, Wien (Österreich), einbezogen. Die conwert Immobilien Invest SE veröffentlicht einen Konzernabschluss; 52 ;2016;KWG Kommunale Wohnen AG;Jahresabschluss;N/A
nach den internationalen Rechnungslegungsstandards IAS/IFRS zum Firmen-bucheintrag FN 212163 Wien. Dies ist der Konzernabschluss, der den kleinsten und größten Kreis der Unternehmen einschließt.; 52 ;2016;KWG Kommunale Wohnen AG;Jahresabschluss;N/A
Angaben zur befreienden Wirkung von EU/EWR-Konzernabschlüssen (§ 291 HGB); 48 ;2016;KWG Kommunale Wohnen AG;Jahresabschluss;N/A
Die Gesellschaft ist gemäß § 291 HGB von der Aufstellung eines Konzernabschlusses befreit.; 48 ;2016;KWG Kommunale Wohnen AG;Jahresabschluss;N/A
Angaben zur Gewinn- und Verlustrechnung;;2016;KWG Kommunale Wohnen AG;Jahresabschluss;N/A
Die Gewinn- und Verlustrechnung wurde nach dem Gesamtkostenverfahren aufgestellt.;;2016;KWG Kommunale Wohnen AG;Jahresabschluss;N/A
Angaben über die außergewöhnliche Erträge/Aufwendungen (§ 285 Nr. 31 HGB); 38 ;2016;KWG Kommunale Wohnen AG;Jahresabschluss;N/A
Es ergaben sich im abgelaufenen Geschäftsjahr keine Erträge oder Aufwendungen von außergewöhnlicher Größenordnung.; 38 ;2016;KWG Kommunale Wohnen AG;Jahresabschluss;N/A
Haftungsverhältnisse nach § 251 HGB; 31 ;2016;KWG Kommunale Wohnen AG;Jahresabschluss;N/A
Es besteht eine Cash-Pool-Vereinbarung mit der conwert Treasury OG, Wien (Österreich). Dabei ist eine gesamtschuldnerische Haftung der Konzerngesellschaften gegenüber der den Cash-Pool führenden Bank vereinbart worden. Zum gegenwärtigen Zeitpunkt besteht kein Risiko der Inan-spruchnahme.; 31 ;2016;KWG Kommunale Wohnen AG;Jahresabschluss;N/A
(Verbindlichkeiten aus Bürgschaften); 31 ;2016;KWG Kommunale Wohnen AG;Jahresabschluss;N/A
Zum Bilanzstichtag bestanden Bürgschaften und Garantien zugunsten verbundener Unternehmen in Höhe von TEUR 66.652. Aufgrund der Erfahrungen der Vergangenheit und vorliegender Ergebnis- und Liquiditätsplanungen für die Tochterunternehmen der KWG AG wird nicht mit einer Inanspruchnahme aus den Bürgschaften gerechnet.; 31 ;2016;KWG Kommunale Wohnen AG;Jahresabschluss;N/A
(Verbindlichkeiten aus Gewährleistungsverträgen); 31 ;2016;KWG Kommunale Wohnen AG;Jahresabschluss;N/A
Es bestehen Verpflichtungen der KWG AG, die Tochtergesellschaften Barmer Wohnungsbau Grundbesitz I GmbH, Wuppertal, und KWG Grundbesitz VIII GmbH, Berlin, finanziell so auszustatten, dass diese zu keinem Zeitpunkt überschuldet sind. Aufgrund vorliegender Ergebnis- und Liquiditätsplanungen für die Barmer Wohnungsbau Grundbesitz I GmbH, Wuppertal und die KWG Grundbesitz VIII GmbH, Berlin, wird nicht mit einer Inanspruchnahme aus der Garantie gerechnet.; 31 ;2016;KWG Kommunale Wohnen AG;Jahresabschluss;N/A
Ereignisse nach dem Bilanzstichtag;;2016;KWG Kommunale Wohnen AG;Jahresabschluss;N/A
Mit Eintragung in das Handelsregister am 22.05.2017 wurde die formwechselnde Umwandlung der KWG Kommunale Wohnen AG aufgrund des Umwandlungsbeschlusses vom 07.10.2016 vollzogen. Der Name der Gesellschaft lautet nunmehr KWG Kommunale Wohnen GmbH.;;2016;KWG Kommunale Wohnen AG;Jahresabschluss;N/A
Zu Geschäftsführern wurden die bisherigen;;2016;KWG Kommunale Wohnen AG;Jahresabschluss;N/A
Vorstände der KWG Kommunale Wohnen AG;;2016;KWG Kommunale Wohnen AG;Jahresabschluss;N/A
bestellt.;;2016;KWG Kommunale Wohnen AG;Jahresabschluss;N/A
Durch die mehrheitliche Übernahme der conwert Immobilien Invest SE durch die Vonovia SE wird der Jahresabschluss der KWG Kommunale Wohnen GmbH zukünftig in den Konzernabschluss der Vonovia SE einbezogen.;;2016;KWG Kommunale Wohnen AG;Jahresabschluss;N/A
Die Gesellschaft ist unter der Firma KWG Kommunale Wohnen AG mit Sitz in Berlin im Handelsregister des Amtsgerichts Berlin Charlottenburg unter der Nummer HRB 160196 B eingetragen.; 56 ;2016;KWG Kommunale Wohnen AG;Jahresabschluss;N/A
;;;;;
Berlin, den 31. Juli 2017;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
