Anhang; Annotierung (Angabe Nummer in Anahngscheckliste) ;Geschäftsjahr;Gesellschaft;Abschlussart;Prüfer
"Die Aufstellung des Jahresabschlusses erfolgt nach den Vorschriften der §§ 264 ff. HGB. Er besteht aus Bilanz, GuV und Anhang. Wir sind in zwei Geschäftszweigen tätig, der Automobilherstellung und der Kreditwirtschaft. Für die Gliederung der Bilanz und der Gewinn- und Verlustrechnung wurden entsprechend der wirtschaftlichen Bedeutung die Gliederungsschemata nach § 266 HGB und § 275 HGB gewählt.
Aufgrund der Besonderheiten der Kreditwirtschaft wurde das BilanzGliederungsschema
um folgende Posten erweitert:
Aktiva
A. III. 7. „Schuldtitel öffentlicher Stellen und Wechsel, die zur Refinanzierung
bei Zentralnotenbanken zugelassen sind“
A.III. 8. „Schuldverschreibungen und andere festverzinsliche Wertpapiere“
B.IV. 2. „Barreserve“
Passiva
A.III. 5. „Fonds für allgemeine Bankrisiken“"; 5 ;2016;Primus GmbH (Musteranhang);Jahresabschluss;N/A
Bilanzierungs- und Bewertungsmethoden ;;2016;Primus GmbH (Musteranhang);Jahresabschluss;N/A
Das Aktivierungswahlrecht für selbst geschaffene immaterielle Vermögensgegenstände des Anlagevermögens gem. § 248 II HGB wird in Anspruch genommen. Sie werden gem. § 255 IIa HGB mit den bei deren Entwicklung anfallenden Herstellungskosten bewertet. Diese entsprechen den Vollkosten (§ 255 II HGB). Fremdkapitalzinsen, die im Herstellungszeitraum auf deren Finanzierung entfallen, wurden in Höhe von T€ 98 einbezogen (§ 255 III HGB, § 284 II Nr. 4, 284 III 4 HGB n.F.). Die Eigenschaft als aktivierungsfähiger Vermögensgegenstand konkretisieren wir für unsere Entwicklungsprojekte anhand jeweils individuell bestimmter Ziele im Rahmen einer detaillierten Gesamtplanung. Die Erreichung der Zielvorgaben wird durch unser Projektcontrolling laufend überwacht.; 8.3, 9, 17 ;2016;Primus GmbH (Musteranhang);Jahresabschluss;N/A
Die immateriellen Vermögensgegenstände wurden linear abgeschrieben (bei einer betriebsgewöhnlichen Nutzungsdauer von bis zu drei Jahren).; 8.2 ;2016;Primus GmbH (Musteranhang);Jahresabschluss;N/A
Die unfertigen und fertigen Erzeugnisse wurden zu Herstellungskosten (Einzelkosten, angemessene Material- und Fertigungsgemeinkosten sowie Werteverzehr des Anlagevermögens, soweit durch die Fertigung veranlasst, § 255 II 2 HGB) bewertet. In die Herstellungskosten der Erzeugnisse wurden Fremdkapitalzinsen, die im Herstellungszeitraum auf deren Finanzierung entfallen, einbezogen (§ 255 III HGB, § 284 II Nr. 4 HGB n.F.).; 8.22, 8.23, 9, 17 ;2016;Primus GmbH (Musteranhang);Jahresabschluss;N/A
Das Disagio aus dem Darlehen bei der Kölner Bank wurde als aktiver Rechnungsabgrenzungsposten aktiviert und auf die Dauer der Zinsbindungsphase von 10 Jahren abgeschrieben (§ 250 III HGB).; 8.34 ;2016;Primus GmbH (Musteranhang);Jahresabschluss;N/A
Bei der Bewertung von Rückstellungen werden erwartete Preis- und Kostensteigerungen berücksichtigt und Verpflichtungen mit einer Restlaufzeit von mehr als einem Jahr mit dem laufzeitadäquaten durchschnittlichen Marktzinssatz der vergangenen sieben Geschäftsjahre abgezinst (§ 253 II HGB). Die Preis- und Kostensteigerungen orientieren sich an der Teuerungsrate und wurden über die jeweilige Laufzeit der Rückstellung mit Sätzen zwischen 1% und 2% berücksichtigt. Im Zinsergebnis werden ausschließlich die auf das Geschäftsjahr entfallenden Zinsanteile aus der Aufzinsung von Rückstellungen ausgewiesen, Erträge und Aufwendungen aufgrund Änderungen des Rechnungszinses werden in den sonstigen betrieblichen Erträgen bzw. im Personalaufwand oder in den sonstigen betrieblichen Aufwendungen erfasst (§ 277 V HGB).; 8.47 ;2016;Primus GmbH (Musteranhang);Jahresabschluss;N/A
Geschäftsvorfälle in fremder Währung wurden zum jeweiligen Tageskurs eingebucht. Forderungen und Verbindlichkeiten in Fremdwährung, deren Restlaufzeit nicht mehr als ein Jahr beträgt, wurden mit dem Euroreferenzkurs am Bilanzstichtag bewertet (§ 256a HGB). Beträgt die Restlaufzeit mehr als ein Jahr, wurden (nur) eventuelle Kursverluste am Bilanzstichtag berücksichtigt. Gewinne und Verluste aus der Umrechnung von Fremdwährungsgeschäften werden erfolgswirksam erfasst und in der Gewinn- und Verlustrechnung gesondert unter dem Posten „sonstige betriebliche Erträge“ bzw. „sonstige betriebliche Aufwendungen“ ausgewiesen.; 8.0 ;2016;Primus GmbH (Musteranhang);Jahresabschluss;N/A
Wir haben in diesem Geschäftsjahr erstmals unsere Entwicklungskosten unter den „selbst erstellten immateriellen Vermögensgegenständen des Anlagevermögens“ aktiviert (§ 248 II HGB). Damit tragen wir der zunehmenden Bedeutung unserer Entwicklungstätigkeit Rechnung.; 8.3, 10 ;2016;Primus GmbH (Musteranhang);Jahresabschluss;N/A
Aus der erstmaligen Aktivierung selbst erstellter immaterieller Vermögensgegenstände des Anlagevermögens ergaben sich Vermögenszugänge in Höhe von € 1.528.378, die unter Abzug der darauf lastenden passiven latenten Steuern das Jahresergebnis erhöht haben. Diese Erhöhung unterliegt der Ausschüttungssperre nach § 268 VIII HGB.; 8.3, 10 ;2016;Primus GmbH (Musteranhang);Jahresabschluss;N/A
Für die Ermittlung der Anschaffungskosten der Roh-, Hilfs- und Betriebsstoffe wird das Verbrauchsfolgeverfahren nach der Fifo-Methode angewendet (§ 256,1 HGB). Die Fifo-Methode bildet den Verbrauch nach unserer eingesetzten Lagertechnik den tatsächlichen Verhältnissen entsprechend ab. Sie löst deshalb die im Vorjahr angewandte Lifo-Methode ab. Hierdurch ergab sich eine Höherbewertung der Roh-, Hilfs- und Betriebsstoffe gegenüber der bisherigen Bemessung der Anschaffungskosten um € 270.538, wodurch sich auch das Jahresergebnis entsprechend erhöht hat.; 8.21, 10 ;2016;Primus GmbH (Musteranhang);Jahresabschluss;N/A
Für die Ermittlung der Anschaffungskosten der Roh-, Hilfs- und Betriebsstoffe wird das Verbrauchsfolgeverfahren nach der Fifo-Methode angewendet (§ 256,1 HGB). Die Bewertung zum Börsenkurs ergäbe einen um € 153.857 höheren Wert.; 8.21, 10, 18 ;2016;Primus GmbH (Musteranhang);Jahresabschluss;N/A
Auf die Nutzung des erworbenen Geschäfts- oder Firmenwerts wirken vielfältige Einflussfaktoren teils gegenläufig ein. Wir konnten daher seine Nutzungsdauer nicht verlässlich schätzen und legen deshalb für die planmäßige Abschreibung die standardisierte Nutzungsdauer von 10 Jahren zugrunde.; 8.5, 14 ;2016;Primus GmbH (Musteranhang);Jahresabschluss;N/A
Die Nutzungsdauer des entgeltlich erworbenen Geschäfts- oder Firmenwerts schätzen wir aufgrund der langfristigen Absatz- und Beschaffungsverträge, unserer langfristigen Beherrschungsmöglichkeit, sowie der Lebensdauer der Produkte als unbegrenzt. Da der GoFW jedoch als begrenzt nutzbarer Vermögensgegenstand gilt (§ 246 I 4 HGB), ist er planmäßig abzuschreiben. Wir haben aufgrund der mit der zeitlichen Ferne einhergehenden Unwägbarkeiten einer Schätzung die Nutzungsdauer entsprechend der Standardisierung in § 253 III 4 HGB n.F. mit 10 Jahren angenommen.; 8.5, 14 ;2016;Primus GmbH (Musteranhang);Jahresabschluss;N/A
Der aktivierte Geschäfts- oder Firmenwert wird planmäßig über eine Nutzungsdauer von 5 Jahren abgeschrieben. Unsere Schätzung basiert auf der voraussichtlichen Länge des Lebenszyklus der Produkte des erworbenen Unternehmens.; 8.5, 14 ;2016;Primus GmbH (Musteranhang);Jahresabschluss;N/A
Unsere Gesellschaft sichert Zins-, Wertänderungs- und Währungsrisiken mit geeigneten Sicherungsinstrumenten ab und bildet zusammen mit dem Grundgeschäft jeweils eine Bewertungseinheit. Die gegenläufigen Wertänderungen des Grund- und Sicherungsgeschäfts werden im Jahresabschluss durch Anwendung der „Einfrierungsmethode“ nicht ausgewiesen.; 27, 28 ;2016;Primus GmbH (Musteranhang);Jahresabschluss;N/A
"Grundgeschäft abgesichertes Risiko Bewertungseinheit
Wirksamkeit
Art € Art € Sicherungsinstrument
variabel
verzinsliches
Darlehen
500.000 Zinsänderung
500.000 Zinsswap Microhedge
zu 100 % aufgrund
Volumen- und Laufzeitkongruenz
Aktien 800.000 Wertänderung
800.000 Aktienverkaufsoption
Microhedge zu 100 % aufgrund
Volumenkongruenz
bestellte
Ware
in USD
1 Mio.
Währungsänderung
1 Mio. Dollarterminkauf
Microhedge
zu 100 % aufgrund
Volumen- und Laufzeitkongruenz
bei
Währungsidentität"; 28 ;2016;Primus GmbH (Musteranhang);Jahresabschluss;N/A
"Die Rückstellung für Pensionen und ähnliche Verpflichtungen wurde nach der versicherungsmathematischen
Teilwertmethode gebildet. Es wurden folgende Annahmen
für die Berechnung berücksichtigt (§ 285 Nr. 24 HGB):
• durchschnittlicher Marktzins von 5,25% für eine Laufzeit von 15 Jahren, der von
der Dt. Bundesbank bekanntgemacht wurde
• Lohn- und Gehaltssteigerungen von 2% nach den Erfahrungswerten aus der Vergangenheit
• Sterbetafeln nach Dr. Klaus Heubeck „Richttafeln 2005 G“"; 8.48, 34 ;2016;Primus GmbH (Musteranhang);Jahresabschluss;N/A
Für die im Jahr 2008 gebildete Rückstellung für Rückbauverpflichtung ergibt sich nach Abzinsungsvorschriften des § 253 II HGB i.d.F. des BilMoG ein Auflösungsbetrag. Wir haben von dem Beibehaltungswahlrecht nach Art. 67 I 2 EGHGB Gebrauch gemacht, sodass die Verpflichtung weiterhin mit T€ 980 passiviert bleibt. Die Überdeckung beträgt zum Ende des Geschäftsjahres T€ 200.; 8.50, 39 ;2016;Primus GmbH (Musteranhang);Jahresabschluss;N/A
Durch die Umstellung der Bewertung der Pensionsrückstellungen nach BilMoG ergibt sich ein zusätzlicher einmaliger Rückstellungsbetrag in Höhe von T€ 700. Wir haben von der Übergangsregelung des Art. 67 I 1 EGHGB Gebrauch gemacht. Demnach wird dieser Zuführungsbetrag jährlich mit 1/15 den Pensionsrückstellungen zugeführt. Die Unterdeckung der Pensionsrückstellung zum Abschlussstichtag beträgt T€ 280.; 8.48, 38 ;2016;Primus GmbH (Musteranhang);Jahresabschluss;N/A
Erläuterungen zur Bilanz;;2016;Primus GmbH (Musteranhang);Jahresabschluss;N/A
Zum Ende des Geschäftsjahrs bestehen ausschüttungsgesperrte Beträge in Höhe von insgesamt € 420.000, die in voller Höhe auf die Aktivierung von Entwicklungskosten entfallen.; 31 ;2016;Primus GmbH (Musteranhang);Jahresabschluss;N/A
"ausschüttungsgesperrte Beträge
€
aktivierte selbst erstellte immaterielle Vermögensgegenstände des
Anlagevermögens 420.000
Aktivierter Unterschiedsbetrag zwischen Zeitwert und Anschaffungskosten
des Deckungsvermögens 150.000
Überhang aktiver latenter Steuern 50.000
gesamt 620.000"; 31 ;2016;Primus GmbH (Musteranhang);Jahresabschluss;N/A
"Entwicklung der Anschaffungskosten Entwicklung der Abschreibungen BW
01.01.2016 Zugang Umbuchung
Zuschreibung
Abgang 31.12.2016 kumuliert
01.01.2016
Zugang Umbuchung
Zuschreibung
kumuliert
Zugang
Abgang Abgang
kumuliert
kumuliert
31.12.2016
31.12.2016
€ € € € € € € € € € € € €
Anlagevermögen
I. Immaterielle Vermögensgegenstände
1. Entwicklungskosten
2. EDV-Software
3. Firmenwert
4. geleistete Anzahlungen
Zwischensumme
II. Sachanlagen
1. Grundstücke und Bauten
2. Technische Anlagen ...
3. Andere Anlagen, BGA
4. geleistete Anzahlungen ..
Zwischensumme
III. Finanzanlagen
1. Anteile verbundene Unt.
2. Ausleihungen verbundene Unt.
3. Beteiligungen
4. Ausleihungen Beteiligungsverhältnis
5. Wertpapiere des AV
6. sonstige Ausleihungen
Zwischensumme
Endsumme"; 4.1, 15, 16 ;2016;Primus GmbH (Musteranhang);Jahresabschluss;N/A
Im Geschäftsjahr betrugen die gesamten Forschungs- und Entwicklungskosten € 920.000. Davon entfallen auf die selbst geschaffenen immateriellen Vermö- gensgegenstände des Anlagevermögens € 480.000.; 4.3, 13 ;2016;Primus GmbH (Musteranhang);Jahresabschluss;N/A
Wir haben unserer rumänischen Tochtergesellschaft langfristige Kredite gewährt, die unter „Ausleihungen an verbundene Unternehmen“ mit € 550.000 zu Buch stehen. Unsere rumänische Tochtergesellschaft wurde vor 2 Jahren gegründet und wies in diesen 2 Jahren Verluste aus, weshalb für unsere ausgereichten Kredite von einer Wertminderung auszugehen ist. Den Zeitwert dieser Ausleihungen haben wir mit € 225.000 ermittelt. Wir haben die Ausleihungen unter Inanspruchnahme des Wahlrechts nach § 253 III 4 HGB nicht außerplanmäßig abgeschrieben, da sich die Gesellschaft noch im Aufbau befindet und in den ersten Jahren Anlaufverluste anfallen. Mit Hilfe der genehmigten Investitionen wird die Gesellschaft ab dem nächsten Jahr einen positiven Cashflow erwirtschaften, sodass die Wertminderung voraussichtlich nur vorü- bergehend ist.; 4.14, 48 ;2016;Primus GmbH (Musteranhang);Jahresabschluss;N/A
Wir halten 25% an einer Beteiligungsgesellschaft, deren alleiniger Zweck das Halten von Aktien an einer börsennotierten Gesellschaft ist. Die Beteiligung hat einen Buchwert von € 250.000. Der Börsenkurs dieser Aktien ist gefallen. Der auf Grundlage des Börsenkurses der Aktien berechnete beizulegende Zeitwert der Anteile an der Beteiligungsgesellschaft liegt bei € 175.000. Der Börsenkurs dieser Aktien ist allerdings wegen der geringen Umsätze nicht aussagekräftig. Der Nettovermögenswert je Aktie liegt deutlich über dem Börsenkurs. Der Zeitwert unserer Beteiligung auf Grundlage des Nettovermö- genswerts der Aktien liegt deutlich über dem Buchwert, so dass wir nur von einer vorübergehenden Schwächung des Börsenkurses ausgehen und keine außerplanmäßige Abschreibung auf unsere Beteiligung vorgenommen haben.; 4.15, 48 ;2016;Primus GmbH (Musteranhang);Jahresabschluss;N/A
"Anteilsbesitz Höhe am Kapital
%
Eigenkapital
€
Ergebnis Vorjahr
€
Brause Software GmbH, Köln 100 280.000 54.000
Sturm RZ GbR, München 50 55.000 2.000
Max Forschung Arge, Bochum 25 25.000 -135.365"; 4.13, 4.15, 77 ;2016;Primus GmbH (Musteranhang);Jahresabschluss;N/A
Daneben bestehen noch Beteiligungen an der Sauer Informationstechnik GmbH und an der Mara Systemtechnik GmbH. Hier wurde von der Schutzklausel gem. § 286 III Nr. 2 HGB Gebrauch gemacht.; 4.15, 77 ;2016;Primus GmbH (Musteranhang);Jahresabschluss;N/A
"Gegenüber Gesellschaftern bestehen nachfolgende Rechte und Pflichten:
€
Ausleihungen 100.000
Forderungen aus Lieferungen und Leistungen 5.000
sonstige Vermögensgegenstände 15.000
sonstige Verbindlichkeiten 15.000"; 20 ;2016;Primus GmbH (Musteranhang);Jahresabschluss;N/A
Unsere Gesellschaft hat Aktienoptionen mit € 100.000 bilanziert, die in 10 Jahren ausgeübt werden können. Die zu erwartenden cash flows der ausgebenden Gesellschaft sind uns zwar bekannt. Angesichts der langen Laufzeit der Optionen hängt deren beizulegender Zeitwert allerdings auch von den Schwankungen der Wertentwicklung der Anteile ab. Verlässliche Annahmen hierüber liegen uns nicht vor, so dass der beizulegende Zeitwert der Optionen von uns nicht verlässlich bestimmt werden kann.; 49 ;2016;Primus GmbH (Musteranhang);Jahresabschluss;N/A
"Kategorie
Zinsderivate Währungsderivate Aktienderivate
Art swap swap USD Terminkäufe Verkaufsoption
Volumen € 300.000 € 200.000 € 250.000 € 150.000
beizulegender
Zeitwert € 50.000 €-30.000 -50.000 50.000
Bewertungsmethode
discounted
cashflow
marktpreisorientiert
marktpreisorientiert Black-ScholesModell
Buchwert -- € 25.000 € 40.000 € 10.000
Bilanzposten -- so. RSt so. RSt so. VG"; 49 ;2016;Primus GmbH (Musteranhang);Jahresabschluss;N/A
"Anteile nach Anlagezielen
Aktienfonds
EU –Technologieuntern.
Rentenfon
ds
Immobilienfonds
Marktwert 450.000
Differenz zum BW 150.000
Ausschüttungen Gj. 40.000
Beschränkungen täglichen Rückgabe ja, nach § 98 II KAGB
unterlassene außerplanm. Abschr. 0
Gründe für Unterlassen"; 19 ;2016;Primus GmbH (Musteranhang);Jahresabschluss;N/A
Vorräte; 4.20 ;2016;Primus GmbH (Musteranhang);Jahresabschluss;N/A
"Der in der Bilanz zusammengefasste Posten „Vorräte“ gliedert sich wie folgt auf:
€ T€
1. Roh- Hilfs- und Betriebsstoffe 1.537.328 1.495,2
2. unfertige Erzeugnisse 5.638.124 5.479,1
3. fertige Erzeugnisse 876.179 795,1"; 4.20, 7 ;2016;Primus GmbH (Musteranhang);Jahresabschluss;N/A
Forderungen und sonstige Vermögensgegenstände; 4.25 ;2016;Primus GmbH (Musteranhang);Jahresabschluss;N/A
Unter den Forderungen aus Lieferungen und Leistungen sind solche an verbundene Unternehmen in Höhe von € 450.000 (Vj. T€ 360,0) ausgewiesen.; 4.26, 6 ;2016;Primus GmbH (Musteranhang);Jahresabschluss;N/A
Die Forderungen gegen verbundene Unternehmen haben in Höhe von € 450.000 (Vj T€ 360) eine Restlaufzeit von mehr als einem Jahr.; 4.27 ;2016;Primus GmbH (Musteranhang);Jahresabschluss;N/A
Unter den sonstigen Vermögensgegenständen sind Zinserträge, die erst nach dem Abschlussstichtag rechtlich entstehen, in Höhe von € 8.000 enthalten; 4.29, 21 ;2016;Primus GmbH (Musteranhang);Jahresabschluss;N/A
Aktive Rechnungsabgrenzungsposten; 4.34 ;2016;Primus GmbH (Musteranhang);Jahresabschluss;N/A
Unter den aktiven Rechnungsabgrenzungsposten ist ein Disagio in Höhe von € 18.000 (Vj T€ 20) ausgewiesen.; 4.34, 22 ;2016;Primus GmbH (Musteranhang);Jahresabschluss;N/A
Eigenkapital; 4.37 ;2016;Primus GmbH (Musteranhang);Jahresabschluss;N/A
Unser gezeichnetes Kapital ist noch nicht auf Euro umgestellt, es lautet auf DM 50.000.; 4.38 ;2016;Primus GmbH (Musteranhang);Jahresabschluss;N/A
Das Wahlrecht, die Eigenkapitalanteile von Wertaufholungen in die anderen Gewinnrücklagen einzustellen, wurde in Anspruch genommen. Der eingestellte Eigenkapitalanteil beträgt € 25.182.; 4.44, 29 ;2016;Primus GmbH (Musteranhang);Jahresabschluss;N/A
Der Gewinnvortrag beträgt € 358.157 (Vj T€ 201,2).; 4.45, 30 ;2016;Primus GmbH (Musteranhang);Jahresabschluss;N/A
Rückstellungen; 4.47 ;2016;Primus GmbH (Musteranhang);Jahresabschluss;N/A
Verpflichtungen aus Pensionszusagen sind durch Vermögensgegenstände gesichert, die in einem Spezialfonds treuhänderisch angelegt sind. Die angelegten Vermögensgegenstände dienen ausschließlich der Erfüllung der Pensionsverpflichtungen und sind dem Zugriff übriger Gläubiger entzogen. Sie wurden nach § 246 II 2 HGB im Geschäftsjahr mit den zugrundeliegenden Verpflichtungen verrechnet. Der beizulegende Zeitwert des angelegten Vermögens wurde aus den Börsenkursen des Fondsvermögens am Abschlussstichtag abgeleitet.; 4.48, 37 ;2016;Primus GmbH (Musteranhang);Jahresabschluss;N/A
"Anschaffungskosten des im Spezialfonds angelegten Vermögens
beizulegender Zeitwert des im Spezialfonds angelegten Vermögens
Erfüllungsbetrag der verrechneten Verpflichtungen (Pensions-RSt)
1.250.000
1.415.000
957.300
aktiver Unterschiedsbetrag aus der Vermögensverrechnung 457.700
"; 4.48, 4.36, 37 ;2016;Primus GmbH (Musteranhang);Jahresabschluss;N/A
"ausgeschüttete Erträge aus dem Spezialfonds
Abschreibungen auf das Deckungsvermögen
Ertrag aus der Zeitbewertung des Deckungsvermögens
Aufwand aus der Abzinsung der Pensionsrückstellung
15.000
-5.700
65.000
26.300
Ertrag aus Deckungsvermögen 48.000"; 4.48, 4.36, 37 ;2016;Primus GmbH (Musteranhang);Jahresabschluss;N/A
Der Fehlbetrag wegen nicht bilanzierter mittelbarer Versorgungsverpflichtungen i.S.v. Art. 28 II EGHGB beläuft sich auf T€ 126,1.; 4.48, 33 ;2016;Primus GmbH (Musteranhang);Jahresabschluss;N/A
Die sonstigen Rückstellungen setzen sich wie folgt zusammen:; 4.50, 40 ;2016;Primus GmbH (Musteranhang);Jahresabschluss;N/A
"Gewährleistungsverpflichtungen 287.400
Unsere Gesellschaft entwickelt IT-Produkte für die Chemiebranche. Aus diesen Produkten
und IT-Lösungen können Haftungen entstehen, für die wir aus Vorsichtsgründen
Rückstellungen gebildet haben.
Urlaubsrückstellung 154.985
Tantiemen 120.000
ausstehende Eingangsrechnungen 85.000
Jahresabschluss, Prüfung, Offenlegung 30.000"; 4.50, 40 ;2016;Primus GmbH (Musteranhang);Jahresabschluss;N/A
Verbindlichkeiten; 4.51 ;2016;Primus GmbH (Musteranhang);Jahresabschluss;N/A
Sämtliche Verbindlichkeiten haben eine Restlaufzeit von bis zu einem Jahr.; 4.51, 42 ;2016;Primus GmbH (Musteranhang);Jahresabschluss;N/A
"Verbindlichkeiten gegenüber
Restlaufzeit durch
Pfandrechte o.ä.
gesichert
Art, Form Sicherheit ? 1 Jahr 1 – 5 Jahre > 5 Jahre
Vj. Vj
€ T€ € T€ € €
1. Anleihen 0 0,0 0 0,0 200.000 200.000 Hypothek
• davon konvertibel 0 0,0 0 0,0 0 0
2. Kreditinstituten 768.231 765,4 498.369 421,8 5.827.531 6.325.900 Buchgrundschuld
3. erhaltene Anzahlungen 538.950 124,0 0 0,0 0 0
4. aus Lieferungen und Leistungen 2.436.741 1.968,4 0 0,0 0 0 Abtretung
Einzelforderungen
5. aus der Annahme gezogener Wechsel
und der Ausstellung eigener Wechsel 358.420 125,0 0 0,0 0 0
6. verbundenen Unternehmen 241.231 164,3 0 0,0 200.000 0
7. Unternehmen, mit denen ein Beteiligungsverhältnis
besteht 0 0,0 0 0,0 100.000 100.000 Abtretung
Einzelforderungen
8. sonstige Verbindlichkeiten 431.156 478,6 0 0,0 0 0
• davon aus Steuern 129.531 165,7 0 0,0 0 0
• davon im Rahmen der sozialen
Sicherheit 76.826 75,9 0 0,0 0 0
Gesamtbetrag der Verbindlichkeiten 4.774.729 3.625,7 498.369 421,8 6.327.531 6.625.900"; 4.51, 42, 43, 44, 45 ;2016;Primus GmbH (Musteranhang);Jahresabschluss;N/A
Unsere Gesellschaft hat 10.000 Genussrechte zu je € 100 ausgegeben. 5.000 davon sind verbrieft.; 4.51, 65 ;2016;Primus GmbH (Musteranhang);Jahresabschluss;N/A
"Entwicklung der passiven latenten Steuern
01.01. Zugang Verbrauch Auflösung 31.12.
€ € € € €
30.000 150.000 10.000 20.000 150.000"; 4.64, 25 ;2016;Primus GmbH (Musteranhang);Jahresabschluss;N/A
Haftungsverhältnisse; 46 ;2016;Primus GmbH (Musteranhang);Jahresabschluss;N/A
"Haftungsverhältnisse gesamt Sicherung durch
Pfandrechte o.ä.
€ Sicherung T€
1. aus der Begebung und Übertragung von Wechseln
davon Verpflichtungen betreffend die Altersversorgung
davon gegenüber verbundenen oder
assoziierten Unternehmen
2. aus Bürgschaften, Wechsel- und Scheckbürgschaften
davon Verpflichtungen betreffend die Altersversorgung
davon gegenüber verbundenen oder
assoziierten Unternehmen
3. aus Gewährleistungsverträgen 1.527.837 Grundschuld
1.500
davon Verpflichtungen betreffend die Altersversorgung 1.527.837
davon gegenüber verbundenen oder
assoziierten Unternehmen 1.527.837
4. aus der Bestellung von Sicherheiten für fremde
Verbindlichkeiten
davon Verpflichtungen betreffend die Altersversorgung
davon gegenüber verbundenen oder
assoziierten Unternehmen"; 46 ;2016;Primus GmbH (Musteranhang);Jahresabschluss;N/A
Wir schätzen die Wahrscheinlichkeit, aus der im Anhang angegebenen Verbindlichkeiten aus Bürgschaften in Anspruch genommen zu werden, aufgrund der gegenwärtigen Bonität und des bisherigen Zahlungsverhaltens der Begünstigten als gering ein. Erkennbare Anhaltspunkte, die eine andere Beurteilung erforderlich machen würden, liegen uns nicht vor.; 47 ;2016;Primus GmbH (Musteranhang);Jahresabschluss;N/A
