Anhang für das Geschäftsjahr 2016; Annotierung (Angabe Nummer in Anhangscheckliste) ;Geschäftsjahr;Gesellschaft;Abschlussart;Prüfer
"Die Gliederung der Gewinn- und Verlustrechnung erfolgt nach dem Gesamtkostenverfahren. Die nach den gesetzlichen Vorschriften zu den Posten der Bilanz und der Gewinn- und Verlustrechnung erforderlichen
Vermerke sowie weitergehende Erläuterungen sind im Anhang enthalten.";;2016;Schuler AG;Jahresabschluss;KPMG
Bilanzierungs- und Bewertungsgrundsätze;;2016;Schuler AG;Jahresabschluss;KPMG
Mit Ausnahme der vollständigen Erfassung der BilMoG-Unterschiedsbeträge nach Art. 67 Abs. 1 Satz 1 EGHGB sind die auf den Vorjahresabschluss angewandten Bilanzierungsmethoden unverändert geblieben.;;2016;Schuler AG;Jahresabschluss;KPMG
"Erworbene immaterielle Gegenstände des Anlagevermögens werden mit Anschaffungskosten, vermindert um planmäßige Abschreibungen, bewertet. Die Abschreibung erfolgt linear über eine Nutzungsdauer
von 3 bis 8 Jahren."; 8.4 ;2016;Schuler AG;Jahresabschluss;KPMG
"Das Sachanlagevermögen wird mit Anschaffungskosten und, soweit abnutzbar, vermindert um planmäßige Abschreibungen bewertet. Die Anschaffungskosten enthalten auch Nebenkosten sowie nachträgliche
Anschaffungskosten; Anschaffungskostenminderungen werden abgesetzt."; 8.7 ;2016;Schuler AG;Jahresabschluss;KPMG
Anlagen, deren Nutzung zeitlich begrenzt ist, werden entsprechend ihrer voraussichtlichen Nutzungsdauer, von 3 bis 15 Jahren, linear abgeschrieben.; 8.9, 8.10 ;2016;Schuler AG;Jahresabschluss;KPMG
"Abnutzbare bewegliche Wirtschaftsgüter des Anlagevermögens mit Anschaffungskosten bis zu EUR 150,00 werden im Jahr des Zugangs voll abgeschrieben. Betragen die Anschaffungskosten mehr als EUR
150,00 bis maximal EUR 1.000,00 wird seit 2008 ein Sammelposten gebildet. Dieser wird im Jahr der Bildung und in den folgenden vier Jahren mit jeweils einem Fünftel abgeschrieben."; 8.1 ;2016;Schuler AG;Jahresabschluss;KPMG
Finanzanlagen werden jeweils zu Anschaffungskosten oder mit dem niedrigeren, am Bilanzstichtag beizulegenden Wert bilanziert.; 8.12 ;2016;Schuler AG;Jahresabschluss;KPMG
Die Forderungen und sonstigen Vermögensgegenstände sind zum Nennwert bilanziert.; 8.25 ;2016;Schuler AG;Jahresabschluss;KPMG
Die sonstigen Wertpapiere werden jeweils zu Anschaffungskosten oder dem niedrigeren, am Bilanzstichtag beizulegenden Wert bilanziert.; 8.32 ;2016;Schuler AG;Jahresabschluss;KPMG
"Rückstellungen für Pensionen und ähnliche Verpflichtungen werden mit dem Anwartschaftsbarwertverfahren bewertet. Sie wurden unter Verwendung der Richttafeln 2005 G von Prof. Dr. Klaus Heubeck ermittelt.
Für die Abzinsung wurde pauschal der durchschnittliche Marktzinssatz der letzten 10 Jahre (im Vorjahr: der letzten 7 Jahre) bei einer Restlaufzeit von 15 Jahren von 4,00 % p.a. gemäß der Rückstellungsabzinsungsverordnung
vom 18. November 2009 (zuletzt geändert durch Art. 9 des Gesetzes vom 11. März 2016) verwendet. Erwartete Gehaltssteigerungen mit 2,0 % p.a. und erwartete Rentensteigerungen mit 1,75
% p.a. sind ebenso berücksichtigt wie eine Fluktuationswahrscheinlichkeit."; 8.48, 40, 41 ;2016;Schuler AG;Jahresabschluss;KPMG
"Der sich aus der Inanspruchnahme des Wahlrechts nach Art. 67 Abs. 1 Satz EGHGB ergebende Zuführungsbetrag für Pensionszusagen, der bislang noch nicht erfolgswirksam erfasst wurde, wurde im Vorjahr
vollständig erfolgswirksam in den sonstigen betrieblichen Aufwendungen erfasst.";;2016;Schuler AG;Jahresabschluss;KPMG
"Bei den Rückdeckungsversicherungen für Pensionsverpflichtungen handelt es sich um kongruente rückgedeckte Altersversorgungszusagen, die mit dem beizulegenden Zeitwert bewertet und saldiert mit den
Rückstellungen ausgewiesen sind. Der beizulegende Zeitwert eines Rückdeckungsversicherungsanspruchs besteht aus dem sog. geschäftsplanmäßigen Deckungskapital des Versicherungsunternehmens zzgl. eines
etwa vorhandenen Guthabens aus Beitragsrückerstattungen (sog. Überschussbeteiligung).";;2016;Schuler AG;Jahresabschluss;KPMG
"Die ausschließlich der Erfüllung der Altersversorgungsverpflichtungen dienenden, dem Zugriff aller übrigen Gläubiger entzogenen Vermögensgegenstände (Deckungsvermögen i. S. d. § 246 Abs. 2 Satz 2 HGB)
wurden mit ihrem beizulegenden Zeitwert mit den Rückstellungen verrechnet.";;2016;Schuler AG;Jahresabschluss;KPMG
"Die Steuer- und sonstigen Rückstellungen sind in Höhe des nach vernünftiger kaufmännischer Beurteilung notwendigen Erfüllungsbetrags angesetzt. Sie berücksichtigen alle erkennbaren Risiken, ungewissen
Verpflichtungen und drohenden Verluste. Rückstellungen mit einer Restlaufzeit von mehr als einem Jahr wurden abgezinst und zum Barwert angesetzt."; 8.49, 8.50 ;2016;Schuler AG;Jahresabschluss;KPMG
"Die Rückstellung für Verpflichtungen aus Altersteilzeitvereinbarungen (im Vorjahr) umfasst die Aufwendungen für die Lohn- und Gehaltszahlungen an Mitarbeiter in der Freistellungsphase sowie die Aufstockungsleistungen.
Erfüllungsrückstand und Aufstockungsbetrag werden als Barwert mit einem Rechnungszins von 2,02 % p.a. ermittelt. Als Rechnungsgrundlagen werden die Richttafeln 2005 G von Prof. Dr.
Klaus Heubeck zu Grunde gelegt."; 8.50 ;2016;Schuler AG;Jahresabschluss;KPMG
Verbindlichkeiten sind zum Erfüllungsbetrag angesetzt.; 8.51 ;2016;Schuler AG;Jahresabschluss;KPMG
"Auf fremde Währung lautende Vermögensgegenstände und Verbindlichkeiten wurden grundsätzlich mit dem Devisenkassamittelkurs zum Abschlussstichtag umgerechnet. Bei einer Restlaufzeit von mehr als
einem Jahr wurden dabei das Realisationsprinzip (§ 252 Abs. 1 Nr. 4 Halbsatz 2 HGB) und das Anschaffungskostenprinzip (§ 253 Abs. 1 Satz 1 HGB) beachtet."; 8.51 ;2016;Schuler AG;Jahresabschluss;KPMG
"Soweit Bewertungseinheiten gemäß § 254 HGB gebildet werden, kommen folgende Bilanzierungs- und Bewertungsgrundsätze zur Anwendung: Soweit ein unmittelbarer Sicherungszusammenhang zwischen
Finanz- und Grundgeschäft besteht, wird dies durch die Bildung von Bewertungseinheiten bilanziell nachvollzogen. Zur Absicherung von Währungsrisiken werden Devisentermingeschäfte und Devisenswaps
abgeschlossen. Es handelt sich um Sicherungsbeziehungen in Form von Micro Hedges. Die Bewertungseinheiten werden nach der sog. Einfrierungsmethode bilanziell abgebildet."; 29 ;2016;Schuler AG;Jahresabschluss;KPMG
Die Aktivierung latenter Steuern ist in Ausübung des dafür bestehenden Ansatzwahlrechts unterblieben.; 8.35, 8.64 ;2016;Schuler AG;Jahresabschluss;KPMG
"Aufwendungen aus der Aufzinsung von Rückstellungen werden unter dem Posten ""Zinsen und ähnliche Aufwendungen"" ausgewiesen und mit den Erträgen aus der Rückdeckungsversicherung saldiert."; 8.88 ;2016;Schuler AG;Jahresabschluss;KPMG
Schätzungen und Beurteilungen;;2016;Schuler AG;Jahresabschluss;KPMG
"Im Jahresabschluss werden teilweise Schätzungen und Beurteilungen vorgenommen, welche die bilanzierten Vermögensgegenstände und Schulden, die Angaben zu Eventualverbindlichkeiten am Stichtag und die
ausgewiesenen Erträge und Aufwendungen für die Berichtsperiode betreffen. Alle Schätzungen und Beurteilungen werden kontinuierlich überprüft und gegebenenfalls angepasst. Wesentliche Sachverhalte, die
von solchen Schätzungen und Beurteilungen betroffen sind, betreffen die Bewertung des Anlagevermögens und der Rückstellungen. Die Schätzungs- und Beurteilungsmethoden wurden gegenüber dem Vorjahr
stetig angewandt.";;2016;Schuler AG;Jahresabschluss;KPMG
Fremdwährungsmanagement;;2016;Schuler AG;Jahresabschluss;KPMG
"Der Schuler Konzern betreibt ein zentrales Fremdwährungsmanagement. Die Tochtergesellschaften sind verpflichtet, alle offenen Positionen aus Import- oder Exportgeschäften in den Transaktionswährungen
im Rahmen des zentral organisierten Devisenmanagements der Schuler AG anzudienen. Die angedienten Positionen werden vorwiegend auftragsbezogen einzeln durch das Eingehen gegenläufiger Positionen
durch die Schuler AG bei Banken abgesichert (Micro-Hedges).";;2016;Schuler AG;Jahresabschluss;KPMG
Angaben und Erläuterungen zu den Posten der Bilanz;;2016;Schuler AG;Jahresabschluss;KPMG
Entwicklung des Anlagevermögens zum 31. Dezember 2016;;2016;Schuler AG;Jahresabschluss;KPMG
Die Entwicklung des Anlagevermögens zum 31. Dezember 2016 wird in der Anlage zum Anhang gezeigt.; 4.1 ;2016;Schuler AG;Jahresabschluss;KPMG
Forderungen und sonstige Vermögensgegenstände;;2016;Schuler AG;Jahresabschluss;KPMG
"davon mit einer Restlaufzeit davon mit einer Restlaufzeit
Gesamtbetrag 31.12.2016.
TEUR
bis zu einem Jahr.
TEUR
über einem Jahr.
TEUR
Gesamtbetrag 31.12.2015.
TEUR
bis zu einem Jahr.
TEUR
über einem Jahr.
TEUR
Forderungen gegen verbundene
Unternehmen
44.165 44.165 0 26.643 26.643 0
Sonstige Vermögensgegenstände
18.909 18.909 0 3.147 3.147 0
63.074 63.074 0 29.790 29.790 0"; 4.27, 4.29 ;2016;Schuler AG;Jahresabschluss;KPMG
In den Forderungen gegen verbundene Unternehmen sind Forderungen aus Lieferungen und Leistungen in Höhe von TEUR 199 (i. Vj. TEUR 289) enthalten.; 4.27 ;2016;Schuler AG;Jahresabschluss;KPMG
"Die Rückdeckungsansprüche im Berichtsjahr in Höhe von TEUR 3.890 (Zeitwert entspricht den Anschaffungskosten) sind gemäß § 246 Abs. 2 HGB saldiert mit den Verpflichtungen in Höhe von TEUR 24.376
in den Pensionsrückstellungen ausgewiesen."; 43 ;2016;Schuler AG;Jahresabschluss;KPMG
Eigenkapital;;2016;Schuler AG;Jahresabschluss;KPMG
Gezeichnetes Kapital;;2016;Schuler AG;Jahresabschluss;KPMG
"Das gezeichnete Kapital der Schuler AG beträgt zum 31. Dezember 2016 EUR 77.769.250,00 (Vorjahr: EUR 77.769.250,00) und setzt sich aus 29.911.250 Stamm-Stückaktien (Vorjahr: 29.911.250) zusammen.
Bei den Stamm-Stückaktien handelt es sich um Aktien ohne Nennbetrag; entsprechend gewährt eine Aktie einen rechnerischen Anteil von EUR 2,60 am Nominalkapital. Die Aktien lauten auf den Inhaber, das
Kapital ist voll eingezahlt."; 4.38, 31 ;2016;Schuler AG;Jahresabschluss;KPMG
Genehmigtes Kapital;;2016;Schuler AG;Jahresabschluss;KPMG
"Der Vorstand war gemäß Beschluss der Hauptversammlung vom 13. April 2011 ermächtigt, mit Zustimmung des Aufsichtsrats das Grundkapital der Gesellschaft bis zum 31. März 2016 um bis zu insgesamt EUR
12.675.000,00 gegen Bar- oder Sacheinlagen durch ein- oder mehrmalige Ausgabe neuer, auf den Inhaber lautender Stamm-Stückaktien zu erhöhen (""Genehmigtes Kapital"")."; 4.38, 32 ;2016;Schuler AG;Jahresabschluss;KPMG
Der Vorstand kann mit Zustimmung des Aufsichtsrats;;2016;Schuler AG;Jahresabschluss;KPMG
"a) das Bezugsrecht der Aktionäre bei Kapitalerhöhungen gegen Bareinlagen bis zu einem anteiligen Betrag des Grundkapitals von insgesamt EUR 5.915.000,00 (10-%-Grenze) ausschließen, um die neuen Aktien
zu einem Ausgabebetrag auszugeben, der den Börsenpreis nicht wesentlich unterschreitet (§§ 203 Abs. 1 und 2, 186 Abs. 3 Satz 4 AktG);"; 4.38, 32 ;2016;Schuler AG;Jahresabschluss;KPMG
"b) das Bezugsrecht der Aktionäre bis zu einem weiteren anteiligen Betrag des Grundkapitals von insgesamt EUR 6.760.000,00 zum Zwecke des Erwerbs von Unternehmen oder von Beteiligungen an Unternehmen
ausschließen."; 4.38, 32 ;2016;Schuler AG;Jahresabschluss;KPMG
"Sofern der Vorstand von den vorgenannten Ermächtigungen zum Bezugsrechtsausschluss keinen Gebrauch macht, kann das Bezugsrecht der Aktionäre nur für Spitzenbeträge ausgeschlossen werden. Der Vorstand
ist ermächtigt, mit Zustimmung des Aufsichtsrats die weiteren Einzelheiten von Kapitalerhöhungen aus dem genehmigten Kapital festzulegen. Der Aufsichtsrat ist ermächtigt, bei Ausnutzung des genehmigten
Kapitals die Fassung der Satzung entsprechend anzupassen."; 4.38, 32 ;2016;Schuler AG;Jahresabschluss;KPMG
"Am 10. Juni 2011 hat der Vorstand mit Zustimmung des Aufsichtsrats auf Basis dieser Ermächtigung beschlossen, das Grundkapital der Schuler AG unter teilweiser Ausnutzung des genehmigten Kapitals durch
Ausgabe von 6.500.000 neuen, auf den Inhaber lautenden Stamm-Stückaktien mit einem rechnerischen Anteil am Grundkapital von EUR 2,60 je Stückaktie um EUR 16.900.000,00 auf EUR 76.050.000,00 gegen
Bareinlagen zu erhöhen. Die Kapitalerhöhung wurde im vollen Umfang von 6.500.000 neuen Stamm-Stückaktien mit einem Bezugspreis von EUR 10,50 durchgeführt und am 16.06.2011 in das Handelsregister
des Amtsgerichts Ulm eingetragen."; 4.38, 32 ;2016;Schuler AG;Jahresabschluss;KPMG
"Die Hauptversammlung der Schuler AG hat am 10. April 2008 ein bedingtes Kapital beschlossen. Das Grundkapital der Gesellschaft ist um bis zu EUR 1.820.000,00 durch Ausgabe von bis zu 700.000 auf den
Inhaber lautenden Stückaktien (Stammaktien) bedingt erhöht (""Bedingtes Kapital). Das bedingte Kapital dient ausschließlich der Erfüllung von Bezugsrechten aus Aktienoptionen, die auf Grund der Ermächtigung
der Hauptversammlung der Schuler AG vom 10. April 2008 im Rahmen des Aktienoptionsprogramms 2008 ausgegeben werden. In drei Tranchen wurden insgesamt 661.250 Aktienoptionen zu einem Stückpreis
von EUR 2,60 ausgegeben. Das Grundkapital der Schuler AG erhöhte sich durch die Ausgabe von 661.250 neuen, auf den Inhaber lautenden Stammstückaktien mit einem rechnerischen Anteil am Grundkapital
von EUR 2,60 je Stückaktie um EUR 1.719.250,00 auf EUR 77.769.250,00."; 4.38, 32 ;2016;Schuler AG;Jahresabschluss;KPMG
Kapitalrücklage;;2016;Schuler AG;Jahresabschluss;KPMG
Im Berichtsjahr hat sich die Kapitalrücklage gegenüber dem Vorjahr nicht verändert.; 4.39 ;2016;Schuler AG;Jahresabschluss;KPMG
Bilanzgewinn;;2016;Schuler AG;Jahresabschluss;KPMG
"2016.
TEUR
2015.
TEUR
Stand 1.01. 35.499 46.218
Ausschüttung 3.290 3.290
Gewinnvortrag 32.209 42.928
Jahresüberschuss/-fehlbetrag 73.710 -7.428
Stand 31.12. 105.919 35.499"; 4.45, 4.46, 36 ;2016;Schuler AG;Jahresabschluss;KPMG
Rückstellungen für Pensionen und ähnliche Verpflichtungen;;2016;Schuler AG;Jahresabschluss;KPMG
"Auf Grund der geänderten Bewertung der laufenden Pensionen oder Anwartschaften auf Pensionen durch BilMoG wurde zum Umstellungszeitpunkt eine Zuführung zu den Pensionsrückstellungen in Höhe des
Unterschiedsbetrags erforderlich."; 4.48, 44 ;2016;Schuler AG;Jahresabschluss;KPMG
"Der sich aus der Inanspruchnahme des Wahlrechts nach Art. 67 Abs. 1 Satz EGHGB ergebende Zuführungsbetrag für Pensionszusagen der Schuler AG, der bislang noch nicht erfolgswirksam erfasst wurde,
wurde im Vorjahr in Höhe von TEUR 2.881 vollständig in den sonstigen betrieblichen Aufwendungen erfolgswirksam erfasst. Auch der verbleibende Unterschiedsbetrag der an die Schuler AG angewachsenen
Pensionszusagen der ehemaligen Schuler Guß in Höhe von TEUR 100 wurde im Vorjahr vollständig in den sonstigen betrieblichen Aufwendungen erfasst."; 4.48, 44 ;2016;Schuler AG;Jahresabschluss;KPMG
"Die zum beizulegenden Zeitwert (entspricht den Anschaffungskosten, bewertet zum Rückkaufswert) bilanzierten und unter den sonstigen Vermögensgegenständen geführten, kongruenten Rückdeckungsansprüche
für Pensionsverpflichtungen in Höhe von TEUR 3.890 sind gemäß § 246 Abs. 2 HGB saldiert mit den Verpflichtungen in Höhe von TEUR 24.376 in den Pensionsrückstellungen ausgewiesen. Die in den Zinsen
und ähnlichen Aufwendungen ausgewiesenen verrechneten Erträge betragen TEUR 268."; 4.48, 43 ;2016;Schuler AG;Jahresabschluss;KPMG
"Der Unterschiedsbetrag zwischen dem Ansatz der Rückstellungen nach Maßgabe des entsprechenden durchschnittlichen Marktzinssatzes aus den vergangenen zehn Jahren und dem Ansatz der Rückstellungen
nach Maßgabe des entsprechenden durchschnittlichen Marktzinssatzes aus den vergangenen sieben Geschäftsjahren beträgt TEUR 2.126."; 4.48 ;2016;Schuler AG;Jahresabschluss;KPMG
Sonstige Rückstellungen;;2016;Schuler AG;Jahresabschluss;KPMG
Die sonstigen Rückstellungen setzen sich wie folgt zusammen:;;2016;Schuler AG;Jahresabschluss;KPMG
"31.12.2016.
TEUR
31.12.2015.
TEUR
Personalbereich
Tantiemen 5.882 3.193
Abfindungen 40 28
Altersteilzeit 0 62
Drohende Verluste (Gehaltsfortzahlung) 0 57
Rückständige Urlaubsansprüche 131 70
Zeitguthaben 81 111
Sonstige 30 34
6.164 3.555
Sonstige
Patronatserklärungen 0 503
Jahresabschluss- und Prüfungskosten 76 78
Ausstehende Rechnungen 659 789
Veröffentlichung Jahresabschluss 165 150
Gewährleistungen ehem. Schuler Guß 287 287
Restrukturierungsmaßnahmen ehem. Schuler Guß 190 379
Restrukturierungsmaßnahmen ehem. Schuler Cartec Engineering 8 0
Übrige 154 43
7.703 5.784"; 46 ;2016;Schuler AG;Jahresabschluss;KPMG
Verbindlichkeiten;;2016;Schuler AG;Jahresabschluss;KPMG
"davon mit einer Restlaufzeit
davon mit einer Restlaufzeit
Gesamtbetrag 31.12.2016.
TEUR
bis zu einem Jahr.
TEUR
über 1 bis 5 Jahre.
TEUR
über 5 Jahre.
TEUR
Gesamtbetrag 31.12.2015.
TEUR
bis zu einem Jahr.
TEUR
Verbindlichkeiten aus
Lieferungen und Leistungen
2.111 2.111 0 0 1.092 1.092
Verbindlichkeiten gegenüber
verbundenen Unternehmen
227.690 227.690 0 0 347.101 347.101
Sonstige Verbindlichkeiten
2.762 2.762 0 0 2.963 2.927
232.563 232.563 0 0 351.156 351.120"; 4.56, 4.58, 4.60, 48 ;2016;Schuler AG;Jahresabschluss;KPMG
"davon mit einer Restlaufzeit
über 1 bis 5 Jahre.
TEUR
über 5 Jahre.
TEUR
Verbindlichkeiten aus Lieferungen und Leistungen 0 0
Verbindlichkeiten gegenüber verbundenen Unternehmen 0 0
Sonstige Verbindlichkeiten 36 0
36 0"; 4.56, 4.58, 4.60, 48 ;2016;Schuler AG;Jahresabschluss;KPMG
In den Verbindlichkeiten gegenüber verbundenen Unternehmen sind Verbindlichkeiten aus Lieferungen und Leistungen in Höhe von TEUR 272 (i. Vj. TEUR 156) enthalten.; 4.58 ;2016;Schuler AG;Jahresabschluss;KPMG
Haftungsverhältnisse und sonstige finanzielle Verpflichtungen;;2016;Schuler AG;Jahresabschluss;KPMG
Haftungsverhältnisse;;2016;Schuler AG;Jahresabschluss;KPMG
"31.12.2016.
TEUR
Verbindlichkeiten aus Bürgschaften
--davon zu Gunsten verbundener Unternehmen TEUR 314.702-- 314.702
Verbindlichkeiten aus Gewährleistungsverträgen
--davon zu Gunsten verbundener Unternehmen TEUR 7.050-- 7.050
321.752"; 53 ;2016;Schuler AG;Jahresabschluss;KPMG
"Das Risiko einer Inanspruchnahme aus der Bürgschaft für die Verbindlichkeiten von verbundenen Unternehmen gegenüber Kreditinstituten und aus Gewährleistungsverträgen zu Gunsten verbundener Unternehmen
wird auf Grund der guten Vermögens-, Finanz- und Ertragslage der betreffenden Tochterunternehmen als gering eingeschätzt."; 53 ;2016;Schuler AG;Jahresabschluss;KPMG
Sonstige finanzielle Verpflichtungen;;2016;Schuler AG;Jahresabschluss;KPMG
"Fälligkeit
Gesamtbetrag 31.12.2016.
TEUR
bis zu einem Jahr.
TEUR
von einem bis zu fünf Jahren
.
TEUR
über fünf Jahre.
TEUR
Gesamtbetrag 31.12.2015.
TEUR
Verpflichtungen aus Miet- und Leasingverträgen
62.770 5.291 21.970 35.509 68.842
Bestellobligo für Anlagevermögen 6.682 6.682 0 0 31.508"; 80 ;2016;Schuler AG;Jahresabschluss;KPMG
"Fälligkeit
Gesamtbetrag 31.12.2016.
TEUR
bis zu einem Jahr.
TEUR
von einem bis zu fünf Jahren
.
TEUR
über fünf Jahre.
TEUR
Gesamtbetrag 31.12.2015.
TEUR
69.452 11.973 21.970 35.509 100.350"; 80 ;2016;Schuler AG;Jahresabschluss;KPMG
Die Leasingverträge haben Restlaufzeiten von 1 bis 11 Jahren.; 80 ;2016;Schuler AG;Jahresabschluss;KPMG
Außerbilanzielle Geschäfte;;2016;Schuler AG;Jahresabschluss;KPMG
"Am 3. September 2007 wurden im Rahmen einer Sale-and-rent-back-Transaktion zum Zwecke der Finanzierung Immobilien am Standort Göppingen einschließlich der Gebäude und wesentlicher Bestandteile
zu einem Preis von TEUR 50.000 an einen gewerblichen Investor veräußert."; 79 ;2016;Schuler AG;Jahresabschluss;KPMG
Über die veräußerten Immobilien wurde gleichzeitig ein Mietvertrag mit einer Laufzeit von 20 Jahren geschlossen, im Anschluss bestehen Mietverlängerungsoptionen über 4 x 5 Jahre.; 79 ;2016;Schuler AG;Jahresabschluss;KPMG
"Die Mietrate wird jährlich an den deutschen Verbraucherpreisindex (max. 4 %) angepasst. Für die Schätzung der Verpflichtung wurde eine jährliche Steigerung des Verbraucherpreisindexes von 1,5 % unterstellt,
die in den sonstigen finanziellen Verpflichtungen enthalten ist."; 79 ;2016;Schuler AG;Jahresabschluss;KPMG
Angaben und Erläuterungen zu den Posten der Gewinn- und Verlustrechnung;;2016;Schuler AG;Jahresabschluss;KPMG
Umsatzerlöse;;2016;Schuler AG;Jahresabschluss;KPMG
Vom Gesamtumsatz in Höhe von TEUR 15.666 wurden TEUR 15.562 oder 99,3% im Inland und TEUR 104 oder 0,7% im Ausland erzielt.; 4.66 ;2016;Schuler AG;Jahresabschluss;KPMG
Sonstige betriebliche Erträge;;2016;Schuler AG;Jahresabschluss;KPMG
In den sonstigen betrieblichen Erträgen sind Zuschreibungen in Höhe von TEUR 10.800 (i. Vj. TEUR 0) auf Anteile an verbundenen Unternehmen enthalten.; 4.69 ;2016;Schuler AG;Jahresabschluss;KPMG
Im Berichtsjahr sind Erträge aus der Anwachsung der Schuler Cartec Engineering in Höhe von TEUR 213 (i. Vj. Erträge aus der Anwachsung der Schuler Guß in Höhe von TEUR 1.103) enthalten.; 4.69 ;2016;Schuler AG;Jahresabschluss;KPMG
Die Erträge aus der Währungsumrechnung betragen im Berichtszeitraum TEUR 455 (i. Vj. TEUR 23).; 4.69, 64 ;2016;Schuler AG;Jahresabschluss;KPMG
Sonstige betriebliche Aufwendungen;;2016;Schuler AG;Jahresabschluss;KPMG
Die Verluste aus der Währungsumrechnung belaufen sich in der abgelaufenen Periode auf TEUR 11 (i. Vj. TEUR 164).; 4.80, 64 ;2016;Schuler AG;Jahresabschluss;KPMG
Zinsen und ähnliche Aufwendungen;;2016;Schuler AG;Jahresabschluss;KPMG
Die Erträge aus der Aufzinsung von Rückstellungen betragen im abgelaufenen Geschäftsjahr TEUR 268 (i. Vj. Aufwendungen aus der Aufzinsung von TEUR 1.239).; 4.85, 63 ;2016;Schuler AG;Jahresabschluss;KPMG
Periodenfremdes Ergebnis;;2016;Schuler AG;Jahresabschluss;KPMG
