; Annotierung (Angabe Nummer in Anahngscheckliste) ;Geschäftsjahr;Gesellschaft;Abschlussart;Prüfer
Latente Steuern werden grundsätzlich nach § 274 HGB gemäß dem Konzept der bilanzorientierten Verbindlichkeitsmethode ermittelt. Aufgrund eines seit dem 1. Januar 2004 bestehenden Beherrschungs- und Gewinnabführungsvertrages mit Deutsche Shell GmbH, Hamburg, sowie einer gewerbe- und körperschaftsteuerlichen Organschaft mit Deutsche Shell Holding GmbH, Hamburg, erfolgt der Ansatz und Ausweis der latenten Steuern beim obersten Organträger Deutsche Shell Holding GmbH, Hamburg.; 8.64, 24 ;2016;Shell Deutschland Oil GmbH;Jahresabschluss;EY
Erläuterungen zur Bilanz;;2016;Shell Deutschland Oil GmbH;Jahresabschluss;EY
Aktiva;;2016;Shell Deutschland Oil GmbH;Jahresabschluss;EY
Anlagevermögen; 4.1 ;2016;Shell Deutschland Oil GmbH;Jahresabschluss;EY
Die Entwicklung und Gliederung der einzelnen Posten des Anlagevermögens werden im beigefügten Anlagengitter aufgezeigt.; 4.1 ;2016;Shell Deutschland Oil GmbH;Jahresabschluss;EY
Der Anteilsbesitz ist als Anlage zum Anhang dargestellt.; 4.13 ;2016;Shell Deutschland Oil GmbH;Jahresabschluss;EY
Forderungen und sonstige Vermögensgegenstände; 4.25 ;2016;Shell Deutschland Oil GmbH;Jahresabschluss;EY
"31.12.2016 31.12.2016 31.12.2015 31.12.2015
Davon mit einer Restlaufzeit
von mehr als einem
Jahr
Davon mit einer Restlaufzeit
von mehr als einem
Jahr
T€ T€ T€ T€
Forderungen aus Lieferungen und Leistungen 988.324 48.033 822.058 12
Forderungen gegen verbundene Unternehmen 1.061.442 - 1.035.841 -
Forderungen gegen Unternehmen mit denen ein Beteiligungsverhältnis
besteht
202 - 4.834 -
Sonstige Vermögensgegenstände 12.953 - 25.697 -
Gesamt 2.062.921 48.033 1.888.430 12"; 4.25 ;2016;Shell Deutschland Oil GmbH;Jahresabschluss;EY
Die Forderungen gegen verbundene Unternehmen sowie gegen Unternehmen, mit denen ein Beteiligungsverhältnis besteht, ergeben sich im Wesentlichen aus dem Finanzverrechnungsverkehr, dem Liefer- und Leistungsverkehr sowie aus der Ergebnisabführung von Beteiligungen.; 4.27, 4.28, 6 ;2016;Shell Deutschland Oil GmbH;Jahresabschluss;EY
Flüssige Mittel; 4.33 ;2016;Shell Deutschland Oil GmbH;Jahresabschluss;EY
Die flüssigen Mittel bestehen im Wesentlichen aus Guthaben bei Kreditinstituten.; 4.33 ;2016;Shell Deutschland Oil GmbH;Jahresabschluss;EY
Passiva;;2016;Shell Deutschland Oil GmbH;Jahresabschluss;EY
Eigenkapital; 4.37 ;2016;Shell Deutschland Oil GmbH;Jahresabschluss;EY
Das gezeichnete Kapital der Shell Deutschland Oil GmbH in Höhe von 307.200 T€ und die Kapitalrücklage in Höhe von 184.887 T€ sowie die Gewinnrücklagen in Höhe von 56.352 T€ haben sich im Geschäftsjahr 2016 nicht verändert.; 4.38 ;2016;Shell Deutschland Oil GmbH;Jahresabschluss;EY
Sonderposten; 32 ;2016;Shell Deutschland Oil GmbH;Jahresabschluss;EY
"31.12.2016 31.12.2015
T€ T€
Steuerrechtliche Sonderabschreibungen 33.740 34.219
Sonderposten für unentgeltlich ausgegebene Emissionsberechtigungen 3.652 3.902
37.392 38.121"; 11, 32 ;2016;Shell Deutschland Oil GmbH;Jahresabschluss;EY
Die Sonderposten enthalten steuerrechtliche Abschreibungen gemäß § 4 Fördergebietsgesetz und §§ 6 b, 7 d EstG und A 35 EstR, sowie Sonderposten für unentgeltlich ausgegebene Emissionsberechtigungen.; 11, 32 ;2016;Shell Deutschland Oil GmbH;Jahresabschluss;EY
Rückstellungen für Pensionen und ähnliche Verpflichtungen; 4.48, 34 ;2016;Shell Deutschland Oil GmbH;Jahresabschluss;EY
"31.12.2016 31.12.2015
T€ T€
Rückstellungen für Pensionen und ähnliche Verpflichtungen 1.725.684 1.631.619
Den versicherungsmathematischen Berechnungen liegen folgende Annahmen zugrunde:
Zinssatz 4,01 %
Gehaltssteigerung 2,70 %
Rentensteigerung 1,70 %
-5 % (Alter 20)
Fluktuation 0 % (Alter 50)"; 4.48, 34 ;2016;Shell Deutschland Oil GmbH;Jahresabschluss;EY
Sonstige Rückstellungen; 4.50, 40 ;2016;Shell Deutschland Oil GmbH;Jahresabschluss;EY
"31.12.2016 31.12.2015
T€ T€
Sonstige Rückstellungen 898.481 980.625"; 4.50, 40 ;2016;Shell Deutschland Oil GmbH;Jahresabschluss;EY
Die sonstigen Rückstellungen betreffen im Wesentlichen Wiederherstellungs-, Entfernungs- und Sanierungsverpflichtungen für Tankläger und Tankstellen, Rückstellungen für ausstehende Rechnungen, Sozialplan-/ Restrukturierungsmaßnahmen, Gratifikationen für Mitarbeiter, Altersteilzeit und sonstige Personalaufwendungen sowie Drohverluste aus abgeschlossenen Termingeschäften.; 4.50, 40 ;2016;Shell Deutschland Oil GmbH;Jahresabschluss;EY
Verbindlichkeiten; 4.51 ;2016;Shell Deutschland Oil GmbH;Jahresabschluss;EY
"31.12.2016 31.12.2016 31.12.2016 31.12.2016
Mit einer Restlaufzeit bis
zu 1 Jahr
Mit einer Restlaufzeit von
mehr als einem Jahr (< 5
Jahre)
Mit einer Restlaufzeit größer
5 Jahre
T€ T€ T€ T€
Verbindlichkeiten gegenüber Kreditinstituten - - - -
Erhaltene Anzahlungen auf Bestellungen 124 124 - -
Verbindlichkeiten aus Lieferungen und Leistungen 306.846 306.060 - 786
Verbindlichkeiten gegenüber verbundenen Unternehmen 1.270.454 1.270.454 - -
Verbindlichkeiten gegenüber Unternehmen mit denen ein Beteiligungsverhältnis
besteht
198.128 198.128 - -
Sonstige Verbindlichkeiten 370.647 365.882 4.765 -
Davon aus Steuern 316.285 316.285 - -
Davon im Rahmen der sozialen Sicherheit 2.752 1.326 1.426 -
Gesamt 2.146.199 2.140.648 4.765 786
31.12.2015 31.12.2015 31.12.2015 31.12.2015
Mit einer Restlaufzeit bis
zu 1 Jahr
Mit einer Restlaufzeit von
mehr als einem Jahr (< 5
Jahre)
Mit einer Restlaufzeit größer
5 Jahre
T€ T€ T€ T€
Verbindlichkeiten gegenüber Kreditinstituten 223 223 - -
Erhaltene Anzahlungen auf Bestellungen 127 127 - -
Verbindlichkeiten aus Lieferungen und Leistungen 214.078 214.078 - -
Verbindlichkeiten gegenüber verbundenen Unternehmen 724.381 724.381 - -
Verbindlichkeiten gegenüber Unternehmen mit denen ein Beteiligungsverhältnis
besteht
172.866 172.866 - -
Sonstige Verbindlichkeiten 349.170 332.349 16.296 525
Davon aus Steuern 281.423 281.423 -
Davon im Rahmen der sozialen Sicherheit 2.807 1.136 1.147 524
Gesamt 1.460.845 1.444.024 16.296 525"; 4.51, 42, 43 ;2016;Shell Deutschland Oil GmbH;Jahresabschluss;EY
Die Verbindlichkeiten gegenüber verbundenen Unternehmen enthalten Verbindlichkeiten gegenüber Gesellschaftern in Höhe von 153.386 T€ (Vorjahr: 9.998 T€), die im Wesentlichen aus der Abführung des Jahresüberschusses aufgrund des bestehenden Ergebnisabführungsvertrages resultieren. Im Übrigen stammen die Verbindlichkeiten gegenüber verbundenen Unternehmen und Unternehmen, mit denen ein Beteiligungsverhältnis besteht, überwiegend aus dem Liefer- und Leistungsverkehr.; 4.58, 6, 20 ;2016;Shell Deutschland Oil GmbH;Jahresabschluss;EY
Die langfristigen Verbindlichkeiten im Rahmen der sozialen Sicherheit bestehen gegenüber dem Pensionssicherungsverein.; 4.51 ;2016;Shell Deutschland Oil GmbH;Jahresabschluss;EY
Haftungsverhältnisse und Sonstige finanzielle Verpflichtungen; 46 ;2016;Shell Deutschland Oil GmbH;Jahresabschluss;EY
"31.12.2016
T€
Haftungsverhältnisse
Verbindlichkeiten aus Bürgschaften 1.048
Verbindlichkeiten aus der Übernahme von Verpflichtungen zur Wiederherstellung von Grundstücken und Entfernungsverpflichtungen gegenüber Unternehmen,
mit denen ein Beteiligungsverhältnis besteht
1.080
Sonstige finanzielle Verpflichtungen
Aus Miet-, Pacht- und ähnlichen Verträgen 421.580
Aus Versorgungs- und Dienstleistungsverträgen 5.758.540"; 46, 67 ;2016;Shell Deutschland Oil GmbH;Jahresabschluss;EY
Die Haftungsverhältnisse bestehen ausschließlich gegenüber dritten Parteien und nicht gegenüber verbundenen Unternehmen.; 46 ;2016;Shell Deutschland Oil GmbH;Jahresabschluss;EY
Die sonstigen finanziellen Verpflichtungen aus Miet-, Pacht- und ähnlichen Verträgen betreffen vornehmlich Miet- und Pachtverträge im Tankstellenbereich.; 67 ;2016;Shell Deutschland Oil GmbH;Jahresabschluss;EY
Sonstige finanzielle Verpflichtungen aus Versorgungs- und Dienstleistungsverträgen ergeben sich im Wesentlichen aus langfristigen Rohstoff-, Energie- und Erdgaslieferverträgen an verschiedenen Raffineriestandorten sowie aus langfristigen Dienstleistungsverträgen mit der Raffinerie in Schwedt und der Mineralölraffinerie Oberrhein in Karlsruhe.; 67 ;2016;Shell Deutschland Oil GmbH;Jahresabschluss;EY
Aus der Mitgliedschaft in verschiedenen Gesamthandschaften obliegt uns die gesetzliche Haftung.; 46 ;2016;Shell Deutschland Oil GmbH;Jahresabschluss;EY
Die zugrunde liegenden Verpflichtungen der Haftungsverhältnisse nach § 285 Nr. 27 HGB aus Bürgschaften und Garantien können von den betreffenden Gesellschaften nach aktuellen Erkenntnissen in allen Fällen erfüllt werden. Mit Inanspruchnahmen ist nicht zu rechnen.; 46 ;2016;Shell Deutschland Oil GmbH;Jahresabschluss;EY
Finanzinstrumente;;2016;Shell Deutschland Oil GmbH;Jahresabschluss;EY
Zur Absicherung von Preisrisiken hat die Shell Deutschland Oil GmbH derivative Finanzinstrumente abgeschlossen. Das für die Zeit nach dem Bilanzstichtag fest kontrahierte Volumen sowie die beizulegenden Zeitwerte der derivativen Finanzinstrumente stellen sich zum 31. Dezember 2016 wie folgt dar (Angaben in T€).; 49 ;2016;Shell Deutschland Oil GmbH;Jahresabschluss;EY
"Finanzinstrument Nominalwert Positiver Marktwert Negativer Marktwert
Finanzielle Öltermingeschäfte 729.094 19.912 5.334"; 49 ;2016;Shell Deutschland Oil GmbH;Jahresabschluss;EY
Der Gesamtwert der negativen Marktwerte der derivativen Finanzinstrumente wurde in den sonstigen Rückstellungen erfasst, während die positiven Marktwerte als nicht realisierter Gewinn nicht bilanziell erfasst wurden.; 49 ;2016;Shell Deutschland Oil GmbH;Jahresabschluss;EY
Der Marktwert der finanziellen Öltermingeschäfte errechnet sich auf Basis des am Bilanzstichtag geltenden Spotmarktpreises unter Berücksichtigung der Termin-auf- und -abschläge für die jeweilige Restlaufzeit des Kontraktes im Vergleich zum kontrahierten Wert des Öltermingeschäfts.; 49 ;2016;Shell Deutschland Oil GmbH;Jahresabschluss;EY
Erläuterungen zur Gewinn- und Verlustrechnung;;2016;Shell Deutschland Oil GmbH;Jahresabschluss;EY
Umsatzerlöse; 4.66 ;2016;Shell Deutschland Oil GmbH;Jahresabschluss;EY
Die Umsatzerlöse enthalten entsprechend der in der Mineralölindustrie üblichen Handhabung auch die Erlöse für solche Verkäufe, denen mengenmäßig entsprechende Rückkäufe vom gleichen Vertragspartner an anderen Orten oder zu anderen Zeitpunkten gegenüberstehen (Tauschumsatzerlöse).; 4.66, 50 ;2016;Shell Deutschland Oil GmbH;Jahresabschluss;EY
Die Umsatzerlöse für das Geschäftsjahr 2016 von insgesamt 15.126.505 T€ (Vorjahr: 17.989.930 T€) wurden fast ausschließlich im Inland erzielt.; 4.66, 50 ;2016;Shell Deutschland Oil GmbH;Jahresabschluss;EY
"In „Sonstiges"" sind in 2016 gemäß BilRUG Erträge aus dem Verkauf von Emissionsrechten, Erträge aus Vermietung und Verpachtung, weiterberechnete Kosten, Erträge aus Nebengeschäften und sonstige Erträge in Höhe von 161.660 T€ enthalten, die vor BilRUG in den sonstigen betrieblichen Erträgen enthalten waren. „Sonstiges"" gemäß BilRUG hätte entsprechend in 2015.304.699 T€ betragen, somit die Umsatzerlöse gesamt in 2015 18.214.457 T€."; 4.66, 50, 51 ;2016;Shell Deutschland Oil GmbH;Jahresabschluss;EY
"Jan.-Dez. 2016 Jan.-Dez. 2015
T€ T€
Mineralöl/Petrochemie 23.832.180 26.688.674
Sonstiges 244.551 80.172
24.076.731 26.768.846
abzüglich Energiesteueraufwand 8.950.226 8.778.916
15.126.505 17.989.930"; 4.66, 50 ;2016;Shell Deutschland Oil GmbH;Jahresabschluss;EY
Sonstige betriebliche Erträge; 4.69 ;2016;Shell Deutschland Oil GmbH;Jahresabschluss;EY
Aus den sonstigen betrieblichen Erträgen sind in 2016 gem. BilRUG Erträge aus dem Verkauf von Emissionsrechten, Erträge aus Vermietung und Verpachtung, weiterberechnete Kosten, Erträge aus Nebengeschäften und sonstige Erträge in Höhe von T€ 161.660 in die Umsatzerlöse umgegliedert worden. Die entsprechende Umgliederung für 2015 hätte T€ 224.527 betragen.; 4.69, 1 ;2016;Shell Deutschland Oil GmbH;Jahresabschluss;EY
"In den sonstigen betrieblichen Erträgen sind periodenfremde Erträge in Höhe von 314.413 T€ (Vorjahr: 100.457 T€) enthalten; diese enthalten u. a. außergewöhnliche Erträge aus der Nachkapitalisierung von Sachanlagen in Höhe von 244.221 T€, Erträge aus der Auflösung von Rückstellungen in Höhe von 43.092 T€ (Vorjahr: 80.331 T€), SIPC Rückerstattungen in Höhe von 21.612 T€ (Vorjahr: 0 T€), Erträge aus dem Abgang von Vermögensgegenständen des Anlagevermögens in Höhe von 4.598 T€ (Vorjahr: 13.086 T€), Erträge aus der Auflösung von Sonderposten mit Rücklageanteil in Höhe von 479 T€ (Vorjahr: 2.433 T€), Erträge aus der Auflösung von Wertberichtigungen auf Forderungen aus Lieferungen und Leistungen sowie aus Einzahlungen auf ausgebuchte Forderungen in Höhe von 314 T€ (Vorjahr: 1.852 T€)."; 4.69, 54, 57, 60 ;2016;Shell Deutschland Oil GmbH;Jahresabschluss;EY
Mitarbeiter im Jahresdurchschnitt; 64 ;2016;Shell Deutschland Oil GmbH;Jahresabschluss;EY
"Jan.-Dez. 2016 Jan.-Dez. 2015
Angestellte 2.024 2.151
Gewerbliche Arbeitnehmer 1.081 1.234
3.105 3.385"; 64 ;2016;Shell Deutschland Oil GmbH;Jahresabschluss;EY
"Jan.-Dez. 2016 Jan.-Dez. 2015
Auszubildende 121 130
3.226 3.515"; 64 ;2016;Shell Deutschland Oil GmbH;Jahresabschluss;EY
Abschreibungen; 4.77 ;2016;Shell Deutschland Oil GmbH;Jahresabschluss;EY
"Jan.-Dez. 2016 Jan.-Dez. 2015
T€ T€
Abschreibungen auf immaterielle Vermögensgegenstände des Anlagevermögens und Sachanlagen 264.863 124.063"; 4.77 ;2016;Shell Deutschland Oil GmbH;Jahresabschluss;EY
Die Aufteilung der Abschreibungen auf immaterielle Vermögensgegenstände des Anlagevermögens und Sachanlagen ist im Anlagespiegel dargestellt.; 4.78 ;2016;Shell Deutschland Oil GmbH;Jahresabschluss;EY
Die Abschreibungen enthalten periodenfremde Aufwendungen in Höhe von 101.798 T€ aus nachkapitalisierten Sachanlagen.; 4.77, 57 ;2016;Shell Deutschland Oil GmbH;Jahresabschluss;EY
Sonstige betriebliche Aufwendungen; 4.80 ;2016;Shell Deutschland Oil GmbH;Jahresabschluss;EY
Enthalten sind periodenfremde Aufwendungen in Höhe von 938 T€ (Vorjahr: 5.531 T€), die in Summe für den Jahresabschluss aber von untergeordneter Bedeutung sind.; 4.80, 57 ;2016;Shell Deutschland Oil GmbH;Jahresabschluss;EY
Steuern vom Einkommen und vom Ertrag; 4.90 ;2016;Shell Deutschland Oil GmbH;Jahresabschluss;EY
Vor dem Hintergrund eines Beherrschungs- und Gewinnabführungsvertrages mit der Deutschen Shell GmbH, Hamburg, besteht seit dem 1. Januar 2004 eine gewerbe- und körperschaftsteuerliche Organschaft mit der Deutschen Shell Holding GmbH, Hamburg. Die Steuern vom Einkommen und vom Ertrag betreffen die Versteuerung der Garantiedividende sowie steuerliche Auswirkungen für Vorjahre.; 4.90 ;2016;Shell Deutschland Oil GmbH;Jahresabschluss;EY
