; Annotierung (Angabe Nummer in Anahngscheckliste) ;Geschäftsjahr;Gesellschaft;Abschlussart;Prüfer
Die Forderungen gegen verbundene Unternehmen resultieren in Höhe von EUR 1.255.554,82 (i. V. EUR 288.557,19) aus dem Lieferungs- und Leistungsverkehr.; 4.27, 6 ;2016;AL-KO KOBER SE;Jahresabschluss;Ebner Stolz
Unter den sonstigen Vermögensgegenständen sind Ansprüche in Höhe von EUR 216.328,61 (i. V. EUR 102.863,27) enthalten, die rechtlich erst nach dem Bilanzstichtag entstehen.; 4.29, 20 ;2016;AL-KO KOBER SE;Jahresabschluss;Ebner Stolz
3. Flüssige Mittel; 4.33 ;2016;AL-KO KOBER SE;Jahresabschluss;Ebner Stolz
Der Posten umfasst den Kassenbestand und Guthaben bei Kreditinstituten.; 4.33 ;2016;AL-KO KOBER SE;Jahresabschluss;Ebner Stolz
4. Eigenkapital; 4.37 ;2016;AL-KO KOBER SE;Jahresabschluss;Ebner Stolz
Der Posten „Gezeichnetes Kapital“ betrifft das Grundkapital der AL-KO KOBER SE, Kötz. Es ist aufgeteilt in 21.000.000 auf den Inhaber lautende Stückaktien. Letztere setzen sich aus 15.813.784 Stammaktien und 5.186.216 stimmrechtslosen Vorzugsaktien zusammen.; 4.37, 32 ;2016;AL-KO KOBER SE;Jahresabschluss;Ebner Stolz
Aus der Abzinsung der Rückstellungen für Pensionen mit dem durchschnittlichen Marktzinssatz der vergangenen zehn Jahre (in Vorjahren: sieben Jahre) ergibt sich zum Bilanzstichtag ein Unterschiedsbetrag in Höhe von EUR 658.500,00. Dieser ist nach § 253 Abs. 6 Satz 2 HGB ausschüttungsgesperrt.; 4.37 ;2016;AL-KO KOBER SE;Jahresabschluss;Ebner Stolz
5. Bilanzgewinn; 4.37, 37 ;2016;AL-KO KOBER SE;Jahresabschluss;Ebner Stolz
Der Bilanzgewinn enthält den um Ausschüttungen von EUR 3.150.000,00 gekürzten Gewinnvortrag in Höhe von EUR 332.845.195,93.; 4.37, 37 ;2016;AL-KO KOBER SE;Jahresabschluss;Ebner Stolz
6. Pensionsrückstellungen; 4.48 ;2016;AL-KO KOBER SE;Jahresabschluss;Ebner Stolz
Angaben zur Verrechnung mit Deckungsvermögen nach § 246 Abs. 2 Satz 2 HGB:; 4.48, 44 ;2016;AL-KO KOBER SE;Jahresabschluss;Ebner Stolz
"31.12.2016.
EUR
Pensionsverpflichtung 5.633.909,00
Deckungsvermögen (beizulegender Zeitwert) -368.810,00
Pensionsrückstellung 5.265.099,00
Deckungsvermögen (Anschaffungskosten) -368.810,00"; 4.48, 44 ;2016;AL-KO KOBER SE;Jahresabschluss;Ebner Stolz
7. Sonstige Rückstellungen; 4.50, 47 ;2016;AL-KO KOBER SE;Jahresabschluss;Ebner Stolz
Die sonstigen Rückstellungen betreffen in Höhe von TEUR 5.191 Rückstellungen für drohende Verluste aus schwebenden Geschäften, in Höhe von TEUR 3.145 personalbezogene Rückstellungen sowie in Höhe von TEUR 467 Rückstellungen für ausstehende Rechnungen.; 4.50, 47 ;2016;AL-KO KOBER SE;Jahresabschluss;Ebner Stolz
Angaben zur Verrechnung der Altersteilzeitverpflichtungen mit Deckungsvermögen nach § 246 Abs. 2 Satz 2 HGB:; 44, 47 ;2016;AL-KO KOBER SE;Jahresabschluss;Ebner Stolz
"31.12.2016.
EUR
Rückstellung für Altersteilzeitverpflichtungen 161.820,00
Deckungsvermögen (beizulegender Zeitwert) -50.099,04
Rückstellung für Altersteilzeitverpflichtungen 111.720,96
Deckungsvermögen (Anschaffungskosten) 50.099,04";44;2016;AL-KO KOBER SE;Jahresabschluss;Ebner Stolz
8. Verbindlichkeiten; 4.51 ;2016;AL-KO KOBER SE;Jahresabschluss;Ebner Stolz
Die Verbindlichkeiten gegenüber Kreditinstituten setzen sich wie folgt zusammen:; 4.54 ;2016;AL-KO KOBER SE;Jahresabschluss;Ebner Stolz
"EUR
Restlaufzeit bis 1 Jahr 24.289.316,00
Restlaufzeit 1 - 5 Jahre 9.500.000,00
Restlaufzeit über 5 Jahre 5.687.500,00
39.476.816,00"; 4.54, 49, 50 ;2016;AL-KO KOBER SE;Jahresabschluss;Ebner Stolz
Die Verbindlichkeiten sind in Höhe von TEUR 15.976 im Wesentlichen durch Grundschulden gesichert.; 4.54 ;2016;AL-KO KOBER SE;Jahresabschluss;Ebner Stolz
Alle anderen bilanzierten Verbindlichkeiten haben eine Restlaufzeit bis zu einem Jahr.; 4.51, 49 ;2016;AL-KO KOBER SE;Jahresabschluss;Ebner Stolz
Die Verbindlichkeiten gegenüber verbundenen Unternehmen enthalten solche aus dem Liefer- und Leistungsverkehr in Höhe von EUR 324.928,92 (i. V. EUR 847.825,74).; 4.58, 6 ;2016;AL-KO KOBER SE;Jahresabschluss;Ebner Stolz
Die sonstigen Verbindlichkeiten setzen sich wie folgt zusammen:; 4.60 ;2016;AL-KO KOBER SE;Jahresabschluss;Ebner Stolz
"31.12.2016.
EUR
31.12.2015.
EUR
Verbindlichkeiten aus Steuern 1.422.732,97 666.676,50
Verbindlichkeiten im Rahmen der sozialen Sicherheit 25.173,89 17.518,00
Übrige sonstige Verbindlichkeiten 163.734,11 7.130.402,66
1.611.640,97 7.814.597,16"; 4.60 ;2016;AL-KO KOBER SE;Jahresabschluss;Ebner Stolz
II. Gewinn- und Verlustrechnung;;2016;AL-KO KOBER SE;Jahresabschluss;Ebner Stolz
1. Änderungen durch BilRUG bei Ausweis und Gliederung;;2016;AL-KO KOBER SE;Jahresabschluss;Ebner Stolz
Darstellung und Gliederung der Gewinn- und Verlustrechnung wurden im Berichtsjahr an die durch das BilRUG geänderten Vorschriften des HGB angepasst. Infolge der geänderten Gliederungsvorschriften des § 275 HGB ist der im Vorjahr noch ausgewiesene Posten „Ergebnis der gewöhnlichen Geschäftstätigkeit“ (EUR 302.151.034,96) entfallen. Neu eingefügt wurde im Berichtsjahr der Posten „Ergebnis nach Steuern“.; 1, 59 ;2016;AL-KO KOBER SE;Jahresabschluss;Ebner Stolz
Infolge der Neudefinition der Umsatzerlöse in § 277 Abs. 1 HGB durch das BilRUG wurden bislang unter den sonstigen betrieblichen Erträgen ausgewiesene Erträge in Höhe von EUR 18.822,13 (i. V. EUR 68.769,25) im Berichtsjahr in den Umsatzerlösen ausgewiesen. Die Vorjahreszahlen wurden nicht gemäß der Neudefinition der Umsatzerlöse in § 277 Abs. 1 HGB angepasst. Bei entsprechender Anwendung der neuen Umsatzdefinition auf das Vorjahr hätten sich für 2015 Umsatzerlösen in Höhe von 19.447.806,24 EUR sowie sonstige betriebliche Erträge in Höhe von EUR 318.191.911,44 ergeben.; 1, 59 ;2016;AL-KO KOBER SE;Jahresabschluss;Ebner Stolz
2. Umsatzerlöse; 4.66, 58 ;2016;AL-KO KOBER SE;Jahresabschluss;Ebner Stolz
Die Umsatzerlöse lassen sich wie folgt nach Tätigkeitsbereichen verteilen:; 4.66, 58  ;2016;AL-KO KOBER SE;Jahresabschluss;Ebner Stolz
"2016.
TEUR
2015.
TEUR
Dienstleistungserlöse 10.501 15.489
Pachterlöse 4.046 3.890
14.547 19.379"; 4.66, 58 ;2016;AL-KO KOBER SE;Jahresabschluss;Ebner Stolz
Dabei wurden TEUR 13.180 (i. V. TEUR 14.468) der Umsätze im Inland und TEUR 1.367 (i. V. TEUR 4.911) im Ausland erzielt.; 4.66, 58 ;2016;AL-KO KOBER SE;Jahresabschluss;Ebner Stolz
3. Sonstige betriebliche Erträge; 4.69 ;2016;AL-KO KOBER SE;Jahresabschluss;Ebner Stolz
Untern den sonstigen betrieblichen Erträgen sind periodenfremde Erträge in Höhe von EUR 11.870.502,52 enthalten. Es handelt sich dabei um Erträge aus nachträglichen Kaufpreisanpassungen aus der Veräußerung des Unternehmensbereichs Fahrzeugtechnik im Vorjahr (EUR 3.853.155,00), Erträge aus der Auflösung von Einzelwertberichtigungen auf Forderungen (EUR 2.781.499,58), Erträge aus der Veräußerung von Anlagevermögen (EUR 2.617.688,56) sowie Erträge aus der Auflösung von Rückstellungen (EUR 2.018.460,99).; 4.69, 65 ;2016;AL-KO KOBER SE;Jahresabschluss;Ebner Stolz
Die sonstigen betrieblichen Erträge des Geschäftsjahres umfassen außergewöhnliche Erträge in Höhe von EUR 31.953.155,00. Dabei handelt es sich in Höhe von EUR 28.100.000,00 um im Berichtsjahr entstandene Kaufpreisforderungen aus der Veräußerung des Unternehmensbereichs Fahrzeugtechnik in 2015 sowie in Höhe von EUR 3.853.155,00 um periodenfremde Erträge aus nachträglichen Kaufpreisanpassungen.; 4.69, 65, 68 ;2016;AL-KO KOBER SE;Jahresabschluss;Ebner Stolz
In den sonstigen betrieblichen Erträgen sind unrealisierte Kursgewinne in Höhe von EUR 788.995,22 (i. V. EUR 185.278,20) enthalten.; 4.69, 67 ;2016;AL-KO KOBER SE;Jahresabschluss;Ebner Stolz
4. Personalaufwand; 4.73 ;2016;AL-KO KOBER SE;Jahresabschluss;Ebner Stolz
Im Posten „Soziale Abgaben und Aufwendungen für Altersversorgung“ sind Aufwendungen für Altersversorgung in Höhe von EUR 32.006,00 (i. V. EUR 566.968,71) enthalten.; 4.75 ;2016;AL-KO KOBER SE;Jahresabschluss;Ebner Stolz
5. Abschreibungen; 4.77 ;2016;AL-KO KOBER SE;Jahresabschluss;Ebner Stolz
Auf Gegenstände des Anlagevermögens wurden im Berichtsjahr keine außerplanmäßigen Abschreibungen (i. V. EUR 700.000,00) vorgenommen.; 4.77, 63 ;2016;AL-KO KOBER SE;Jahresabschluss;Ebner Stolz
6. Sonstige betriebliche Aufwendungen; 4.80 ;2016;AL-KO KOBER SE;Jahresabschluss;Ebner Stolz
Die sonstigen betrieblichen Aufwendungen enthalten periodenfremde Aufwendungen in Höhe von EUR 60.174,42. Es handelt sich hierbei um Verluste aus der Veräußerung von Anlagevermögen.; 4.80, 65 ;2016;AL-KO KOBER SE;Jahresabschluss;Ebner Stolz
Die sonstigen betrieblichen Aufwendungen beinhalten unrealisierte Kursverluste in Höhe von EUR 1.409.817,64 (i. V. EUR 272.409,68).; 4.80, 67 ;2016;AL-KO KOBER SE;Jahresabschluss;Ebner Stolz
7. Erträge aus Beteiligungen; 4.81 ;2016;AL-KO KOBER SE;Jahresabschluss;Ebner Stolz
In den Erträgen aus Beteiligungen sind solche aus verbundenen Unternehmen in Höhe von EUR 9.667.987,42 (i. V. EUR 0,00) enthalten.; 4.81 ;2016;AL-KO KOBER SE;Jahresabschluss;Ebner Stolz
Die Erträge aufgrund von Gewinnabführungsverträgen betreffen in Höhe von EUR 1.403.821,52 (i. V. EUR 0,00) verbundene Unternehmen.; 4.81 ;2016;AL-KO KOBER SE;Jahresabschluss;Ebner Stolz
Die Aufwendungen aus Verlustübernahme betreffen in Höhe von EUR 0,00 (i. V. EUR 7.299.412,05) verbundene Unternehmen.; 4.81 ;2016;AL-KO KOBER SE;Jahresabschluss;Ebner Stolz
8. Finanzergebnis;;2016;AL-KO KOBER SE;Jahresabschluss;Ebner Stolz
Die sonstigen Zinsen und ähnlichen Erträge betreffen mit EUR 886.600,47 (i. V. EUR 743.863,43) und die Zinsen und ähnlichen Aufwendungen betreffen mit EUR 347.489,66 (i. V. EUR 301.785,95) verbundene Unternehmen.; 4.85 ;2016;AL-KO KOBER SE;Jahresabschluss;Ebner Stolz
Die Zinsen und ähnliche Aufwendungen betreffen in Höhe von EUR 125.126,00 (i. V. EUR 220.104,00) Aufwendungen aus der Aufzinsung von Rückstellungen.; 4.88, 66 ;2016;AL-KO KOBER SE;Jahresabschluss;Ebner Stolz
Abschreibungen auf Finanzanlagen betreffend verbundene Unternehmen waren im Berichtsjahr (i. V. EUR 3.912.718,99) nicht erforderlich.; 4.87 ;2016;AL-KO KOBER SE;Jahresabschluss;Ebner Stolz
Das Finanzergebnis enthält Erfolgswirkungen aus der Änderung des Diskontierungssatzes bei den Pensionsrückstellungen, Zeitwertänderungen des Deckungsvermögens und laufende Erträge des Deckungsvermögens.;;2016;AL-KO KOBER SE;Jahresabschluss;Ebner Stolz
Angaben zur Verrechnung mit Deckungsvermögen nach § 246 Abs. 2 Satz 2 HGB in der Gewinn- und Verlustrechnung:;44;2016;AL-KO KOBER SE;Jahresabschluss;Ebner Stolz
"2016.
EUR
Zinsaufwand aus Pensionsverpflichtung 124.752,00
Ertrag aus Deckungsvermögen 1.226,00
Zinsaufwand 123.526,00";44;2016;AL-KO KOBER SE;Jahresabschluss;Ebner Stolz
C. Sonstige Angaben;;2016;AL-KO KOBER SE;Jahresabschluss;Ebner Stolz
1. Beteiligungsverhältnisse;94;2016;AL-KO KOBER SE;Jahresabschluss;Ebner Stolz
Die Gesellschaft hält am Bilanzstichtag an folgenden Unternehmen eine Beteiligung im Sinne von § 271 Abs. 1 HGB:;94;2016;AL-KO KOBER SE;Jahresabschluss;Ebner Stolz
"Beteiligungsquote.
% Währung Eigenkapital 31.12.2016 Jahresergebnis 2016
Unmittelbarer Anteilsbesitz
ABF Immobilien GmbH, Kötz 100,00 TEUR -123 -162
NBF GmbH, Kötz 100,00 TEUR -16 -36
AL-KO Immobilien GmbH, Kötz 100,00 TEUR 16.930 341
AL-KO Polinya GmbH, Kötz 100,00 TEUR 101 -379
AL-KO Abadiano GmbH, Kötz 100,00 TEUR 1.106 87
Gewerbepark Günzburg GmbH, Kötz 100,00 TEUR 1.100 35
AL-KO Geräte GmbH, Kötz 100,00 TEUR 3.466 *)
AL-KO THERM GMBH, Jettingen-Scheppach 100,00 TEUR 8.711 *)
AL-KO KOBER Ges.m.b.H, Zellberg/Österreich 100,00 TEUR 19.596 8.742
AL-KO KOBER Industries Inc., Wilmington/USA 100,00 TEUR 28.387 0
AL-KO KOBER Holdings (Pty.) Ltd., Vereeniging/Südafrika 100,00 TEUR 0 0
AL-KO Kober AG, Spreitenbach/Schweiz 100,00 TEUR 770 -67
AL-KO KOBER SIA, Riga/Lettland 100,00 TEUR -103 -60
ZAO AL-KO St. Petersburg GmbH, St. Petersburg/Russland 100,00 TEUR 1.134 8
OOO AL-KO St. Petersburg, St. Petersburg/Russland 100,00 TEUR 137 2
OOO AL-KO KOBER, Moskau/Russland 100,00 TEUR 4.211 190
TOV ""AL-KO Kober"", Kiew/Ukraine 100,00 TEUR 389 -172
AL-KO Real Estate UK Limited, Southam/Großbritannien 100,00 TEUR 47 22
Mittelbarer Anteilsbesitz
AL-KO G+H Beteiligungs GmbH, Kötz 100,00 TEUR 23 -2
APL GmbH, Kötz 100,00 TEUR 346 -6
AL-KO AXIS Inc., Elkhart/USA 100,00 TEUR 22.736 0
AL-KO AUTOMOTIVE CORPORATION, Elkhart/USA 100,00 TEUR 440 63
AL-KO KOBER LLC, Elkhart/USA 100,00 TEUR -571 953
AXIS Products Inc., Elkhart/USA 100,00 TEUR 21.420 0
TRAILAX (Pty.) Ltd., Vereeniging/Südafrika 100,00 TEUR 0 -2
AL-KO Garden & Home S.r.l., Brivio/Italien 100,00 TEUR 20 0
AL-KO Air Technology Co. Ltd., Taicang/China 100,00 TEUR 10.965 3.180
AL-KO Magyarorszag Kft., Budapest/Ungarn 100,00 TEUR 1.036 146
AL-KO KOBER spol. s.r.o., Pisek/Tschechien 100,00 TEUR 6.443 247
AL-KO KOBER Sp.z.o.o., Przezmierowo/Polen 100,00 TEUR 3.876 -21
AL-KO KOBER SLOVAKIA spol. s.r.o., Bernolakovo/Slowakei 100,00 TEUR 2.795 73
AL-KO GINGE A/S, Bronderslev/Dänemark 100,00 TEUR -1.519 -819
GINGE Svenska AB, Hisings Kärra/Schweden 100,00 TEUR 13 -66
LKV Lufttechnische Komponenten
Vertriebsgesellschaft mbH, Neubrandenburg 48,00 TEUR **) 176 **) 26
Shaanxi Baocheng-Aero Tech Air-Conditioning Equipment Co. Ltd.,
Baoji City/China
37,90 TEUR 4.019 209
AL-KO THERM d.o.o., Ljubljana/Slowenien 33,33 TEUR **) 212 **) 5
AL-KO Luchttechniek B.V., Roden/Niederlande 22,00 TEUR **) 1.787 **) 46
*) Ergebnisabführungsvertrag
**) Jahresabschluss zum 31.12.2015";94;2016;AL-KO KOBER SE;Jahresabschluss;Ebner Stolz
2. Personal;80;2016;AL-KO KOBER SE;Jahresabschluss;Ebner Stolz
