Anhang für das Geschäftsjahr 2016; Annotierung (Angabe Nummer in Anhangscheckliste) ;Geschäftsjahr;Gesellschaft;Abschlussart;Prüfer
"Name und Sitz der Gesellschaft
Kapitalanteil
in %
Eigenkapital
T€ 1
Ergebnis des letzten
Jahresabschlusses
T€ 1
AD Grundstücksgesellschaft
mbH & Co. KG, Pullach i.
Isartal
100 845.575 -1.661
BILSODA GmbH & Co. KG,
Pullach i. Isartal
75,1 2.976 2 3 -98 2 3
5 th Paint Shop Property
Partnership GmbH & Co. KG,
Taufkirchen
5,1 -119 2 3 0 2 3"; 4.13, 77 ;2016;GmbH;Jahresabschulss;KPMG
"Name und Sitz der Gesellschaft
Kapitalanteil
in %
Eigenkapital
T€ 1
Ergebnis des letzten
Jahresabschlusses
T€ 1
CTC GmbH, Stade 100 840.596 0 4
Airbus Real Estate Premium
AEROTEC Nord GmbH & Co.
KG, Pullach i. Isartal
100 100.746 6.491
KID-Systeme GmbH,
Buxtehude
100 7.178 352
PFW Aerospace GmbH, Speyer 74,9 -19.729 2 12.977 2
PFW Havacilik Sanayi Ve Dis
Ticaret Limited, Izmir/Türkei
74,9 9.022 2 5 6 1.885 2 5 6
PFW HPL Ltd.,
Nuneaton/Großbritannien
74,9 0 2 5 6 7 753 2 5 6 7
PFW UK Machining Ltd.,
Nuneaton/Großbritannien
74,9 -88 2 5 6 133 2 5 6
PFW Aerospace UK Ltd.,
Nuneaton/Großbritannien
74,9 -165 2 5 6 7 39.805 2 5 6 7
PFW UK Holdings Ltd.,
Nuneaton/Großbritannien
74,9 -199 2 5 6 7 9.083 2 5 6 7
MeliCon GmbH, Hückelhoven 14,2 8 15 2 5 169 2 5
ZAL Zentrum für Angewandte
Luftfahrtforschung GmbH,
Hamburg
20 11.055 2 -1.342 2
Airbus Defence and Space
GmbH, Ottobrunn
15,8 695.299 2 -241.182 2
M-Airbus Group Pension GmbH
& Co. KG, Grünwald
5,4 2.392.453 2 -607 2
BREBAU GmbH, Bremen 0,7 74.241 2 8.429 2
1 Eigenkapital und Jahresergebnisse in fremder Währung wurden zum Ask-Kurs am Bilanzstichtag umgerechnet.
2 Hierbei handelt es sich um Werte zum 31.12.2015.
3 indirekt über AD Grundstücksgesellschaft mbH & Co. KG
4 Wert nach Ergebnisabführung
5 indirekt über PFW Aerospace GmbH
6 Werte gemäß IFRS-Abschluss
7 Diese Gesellschaft wurde rückwirkend zum 01. Dezember 2015 entkonsolidiert und befindet sich seitdem im Liquidationsverfahren.
Anteil der PFW Aerospace GmbH: 19,0%"; 4.13, 77 ;2016;GmbH;Jahresabschulss;KPMG
Der Beteiligungsansatz der AD Grundstücksgesellschaft mbH & Co. KG entwickelte sich in 2016 wie folgt:;;2016;GmbH;Jahresabschulss;KPMG
"2016
Mio. €
2015
Mio. €
Vortrag 874 888
Sacheinlage in das Kommanditkapital 12 36
Entnahme aus dem Kommanditkapital (39) (50)
847 874"; 4.13, 78 ;2016;GmbH;Jahresabschulss;KPMG
Die aufgelaufene Liquidität aus dem operativen Geschäft in Höhe von 39 (i.V. 50) Mio. € wurde dem Kommanditkapital entnommen.; 4.13, 78 ;2016;GmbH;Jahresabschulss;KPMG
"Die Ausleihungen an verbundene Unternehmen beinhalten neben an PFW Aerospace GmbH vergebene Darlehen in Höhe von 56 (i.V.
56) Mio. € auch an Premium AEROTEC GmbH vergebene Darlehen in Höhe von 40 (i.V. 40) Mio. €."; 4.14, 20 ;2016;GmbH;Jahresabschulss;KPMG
Die Wertpapiere des Anlagevermögens beinhalten Fondsanteile zur Insolvenzsicherung der Sicherheitskonten.; 4.17 ;2016;GmbH;Jahresabschulss;KPMG
"Gemäß § 246 Abs. 2 Satz 2 HGB werden die Anteile an den Kapitalanlagefonds zur Sicherung der Lebensarbeitszeitkonten, der
arbeitgeberfinanzierten Pensionen, der nicht durch den Pensionssicherungsverein gesicherten Anteile der arbeitnehmerfinanzierten
Pensionen sowie zur Sicherung der Erfüllungsrückstände aus der Altersteilzeit zum beizulegenden Zeitwert mit dem Erfüllungsbetrag
verrechnet. Der beizulegende Zeitwert der Deckungsvermögen entspricht dem Marktwert. Die Überdeckung wird als „Aktiver
Unterschiedsbetrag aus der Vermögensverrechnung"" ausgewiesen."; 37 ;2016;GmbH;Jahresabschulss;KPMG
4 Vorräte;;2016;GmbH;Jahresabschulss;KPMG
"31.12.2016
Mio. €
31.12.2015
Mio. €
Roh-, Hilfs- und Betriebsstoffe 321 273
Unfertige Erzeugnisse, Unfertige Leistungen 352 294
Geleistete Anzahlungen 99 93
davon an verbundene Unternehmen 41 43
772 660"; 4.21, 4.22, 4.24 ;2016;GmbH;Jahresabschulss;KPMG
"Die Zunahme der Roh-, Hilfs- und Betriebsstoffe und Bestände an unfertigen Erzeugnissen und Leistungen ist durch den anhaltenden
Serienhochlauf der zivilen Airbus-Programme begründet."; 4.21, 4.22 ;2016;GmbH;Jahresabschulss;KPMG
"In den Beständen an unfertigen Erzeugnissen und Leistungen sind angearbeitete und noch nicht einzelnen Flugzeugen zugeordnete
Fertigungsaufträge und das Drittgeschäft enthalten."; 4.22 ;2016;GmbH;Jahresabschulss;KPMG
Die unfertigen Erzeugnisse aus dem Common Business werden monatlich vollständig gemäß APA an die Airbus S.A.S. abgerechnet.; 4.22 ;2016;GmbH;Jahresabschulss;KPMG
5 Erhaltene Anzahlungen;;2016;GmbH;Jahresabschulss;KPMG
"Erhaltene Anzahlungen von 41 (i.V. 39) Mio. € sind ausschließlich für Projekte und Aufträge geleistet worden; sie sind von den
Vorräten abgesetzt und enthalten einen Anteil bezüglich der für das A400M-Programm gezahlten Export Levy Facility in Höhe von 41
(i.V. 39) Mio. € (siehe auch „15 Erhaltene Anzahlungen"")."; 4.55 ;2016;GmbH;Jahresabschulss;KPMG
6 Forderungen;;2016;GmbH;Jahresabschulss;KPMG
"31.12.2016 31.12.2015
Mio. € Mio. €
Forderungen aus Lieferungen und Leistungen 20 10
Forderungen gegen verbundene Unternehmen 2.037 1.834
Forderungen gesamt 2.057 1.844"; 4.26, 4.27 ;2016;GmbH;Jahresabschulss;KPMG
"Die Forderungen gegen verbundene Unternehmen bestehen überwiegend gegenüber Airbus S.A.S. in Höhe von 1.467 (i.V. 1.286)
Mio. €, der Unión Temporal de Empresas (UTE) A400M in Höhe von 140 (i.V. 107) Mio. €, der Airbus Defence and Space GmbH in
Höhe von 176 (i.V. 227) Mio. € sowie aus dem Cash-Pooling mit der Airbus Group S.E. (zukünftig Airbus S.E.), Amsterdam in Höhe
von 236 (i.V. 146) Mio. €."; 4.27 ;2016;GmbH;Jahresabschulss;KPMG
Gegenüber dem Gesellschafter Airbus Operations S.A.S. liegen Forderungen über 5 (i.V. 14) Mio. € vor.; 4.28, 20 ;2016;GmbH;Jahresabschulss;KPMG
Sämtliche Forderungen haben eine Restlaufzeit von unter einem Jahr.; 4.25 ;2016;GmbH;Jahresabschulss;KPMG
7 Sonstige Vermögensgegenstände;;2016;GmbH;Jahresabschulss;KPMG
"31.12.2016
Mio. €
31.12.2015
Mio. €
Sonstige Vermögensgegenstände 223 188
davon Restlaufzeit mehr als 1 Jahr 2 3"; 4.29 ;2016;GmbH;Jahresabschulss;KPMG
Die Sonstigen Vermögensgegenstände beinhalten im Wesentlichen Forderungen an Finanzbehörden 137 (i.V. 131) Mio. €.; 4.29, 21 ;2016;GmbH;Jahresabschulss;KPMG
8 Aktive latente Steuern;;2016;GmbH;Jahresabschulss;KPMG
"Aktive latente Steuern ergeben sich im Wesentlichen aus körperschaft- und gewerbesteuerlichen Verlustvorträgen in Höhe von 100
(i.V. 142) Mio. €, für die eine Verrechnung innerhalb der nächsten 5 Jahre mit dem für diese Jahre erwarteten steuerpflichtigen
Einkommen als hinreichend sicher erachtet wird. Darüber hinaus ergeben sich aktive latente Steuern in Höhe von 335 (i.V. 291) Mio.
€ aus der nach Handels- und Steuerrecht unterschiedlichen Bewertung der Ergebniszuteilung der Airbus S.A.S.. Bei diesen
Unterschieden handelt es sich sowohl um Unterschiede aus der laufenden Abrechnungsperiode als auch um Unterschiede aus
Vorperioden."; 4.35, 24 ;2016;GmbH;Jahresabschulss;KPMG
"Weiterhin ermitteln sich aktive latente Steuern aus der Bewertung der A400M und des damit verbundenen deutschen ELF-Vertrages
58 (i.V. 66) Mio. € sowie aus den Personalrückstellungen und -verpflichtungen 24 (i.V. 35) Mio. €. Die Korrekturen im Rahmen der
abgeschlossenen Betriebsprüfung sind erfolgt und die dafür gebildete aktive Latenz wurde aufgelöst (i.V. 38) Mio. €. Die passiven
latenten Steuern in Höhe von 12 (i.V. 16) Mio. € werden mit den aktiven latenten Steuern verrechnet. Der sich daraus insgesamt
ergebende aktive Überhang wird ausgewiesen."; 4.35, 24 ;2016;GmbH;Jahresabschulss;KPMG
Latente Steuern werden mit einem Steuersatz von 30% berechnet.; 4.35, 24 ;2016;GmbH;Jahresabschulss;KPMG
9 Aktiver Unterschiedsbetrag aus der Vermögensverrechnung;;2016;GmbH;Jahresabschulss;KPMG
"Zweckgebundenes Deckungskapital zur ausschließlichen Erfüllung von Schulden übersteigt mit 25 (i.V. 36) Mio. € die zu sichernden
Erfüllungsbeträge."; 4.36, 37 ;2016;GmbH;Jahresabschulss;KPMG
"Siehe dazu (13) Rückstellungen für Pensionen und ähnliche Verpflichtungen 11 (i.V. 14) Mio. €, sowie (17) Übrige Verbindlichkeiten
14 (i.V. 22) Mio. €."; 4.36, 37 ;2016;GmbH;Jahresabschulss;KPMG
10 Gezeichnetes Kapital;;2016;GmbH;Jahresabschulss;KPMG
--- unverändert --;;2016;GmbH;Jahresabschulss;KPMG
11 Kapitalrücklage;;2016;GmbH;Jahresabschulss;KPMG
--- unverändert --;;2016;GmbH;Jahresabschulss;KPMG
12 Gewinnrücklage;;2016;GmbH;Jahresabschulss;KPMG
"Die Gewinnrücklage beinhaltet die Erträge aus der erstmaligen Anwendung des HGBs in der Fassung des
Bilanzrechtsmodernisierungsgesetzes."; 4.40 ;2016;GmbH;Jahresabschulss;KPMG
13 Rückstellungen für Pensionen und ähnliche Verpflichtungen;;2016;GmbH;Jahresabschulss;KPMG
"31.12.2016
Mio. €
31.12.2015
Mio. €
Eigentliche Pensionen 163 169
Pensionen aus Entgeltumwandlung 225 196
388 365"; 4.48 ;2016;GmbH;Jahresabschulss;KPMG
"Zweckgebundenes Deckungskapital zur ausschließlichen Erfüllung von Schulden mit einem Zeitwert von 149 (i.V. 144) Mio. € wurde
mit dem Erfüllungsbetrag für unmittelbare Pensionsverpflichtungen von 312 (i.V. 313) Mio. € verrechnet. Die Anschaffungskosten des
Deckungsvermögens betrugen 130 (i.V. 130) Mio. €."; 37 ;2016;GmbH;Jahresabschulss;KPMG
"Zweckgebundenes Deckungskapital zur ausschließlichen Erfüllung von Schulden mit einem Zeitwert von 35 (i.V. 34) Mio. € wurde mit
einem Erfüllungsbetrag für Pensionsverpflichtungen aus Entgeltumwandlung von 24 (i.V. 20) Mio. € verrechnet. Daraus ergibt sich ein
„Aktiver Unterschiedsbetrag aus der Vermögensverrechnung"" von 11 (i.V. 14) Mio. €. Die Anschaffungskosten des
Deckungsvermögens betragen 35 (i.V. 34) Mio. €."; 4.36, 37 ;2016;GmbH;Jahresabschulss;KPMG
"Der aus der Erstanwendung von BilMoG resultierende zuzuführende Rückstellungsbetrag in Höhe von 62 Mio. € wurde über 15 Jahre
verteilt, im Berichtsjahr besteht daraus bei den Pensionsverpflichtungen aus unmittelbaren Zusagen eine Unterdeckung von 33 (i.V.
37) Mio. €."; 36 ;2016;GmbH;Jahresabschulss;KPMG
Der Unterschiedsbetrag nach § 253 Abs. 2 Satz 1 HGB n.F. beträgt im Geschäftsjahr 52 Mio. €.; 35 ;2016;GmbH;Jahresabschulss;KPMG
"Für Verpflichtungen aus mittelbaren Pensionszusagen werden keine Rückstellungen gebildet. Fehlbeträge aus der Unterdeckung von
Unterstützungskassen bestehen in Höhe von 1.317 (i.V. 1.224) Mio. €."; 33 ;2016;GmbH;Jahresabschulss;KPMG
14 Übrige Rückstellungen;;2016;GmbH;Jahresabschulss;KPMG
"31.12.2016
Mio. €
31.12.2015
Mio. €
Steuerrückstellungen 4 2
Sonstige Rückstellungen 346 362
350 364"; 4.49, 4.50 ;2016;GmbH;Jahresabschulss;KPMG
"Die Sonstigen Rückstellungen umfassen vor allem Personalrückstellungen wie z. B. Jubiläumszuwendungen, Sondervergütungen und
Altersteilzeit."; 4.50, 40 ;2016;GmbH;Jahresabschulss;KPMG
"Zweckgebundenes Deckungskapital zur ausschließlichen Erfüllung von Schulden mit einem beizulegenden Zeitwert von 251 (i.V. 241)
Mio. € wurde mit dem Erfüllungsbetrag für Verpflichtungen aus Lebensarbeitszeitkonten in Höhe von 251 (i.V. 241) Mio. €.
verrechnet. Die Anschaffungskosten des Deckungsvermögens betragen 211 (i.V. 196) Mio. €. Das aus der Wertentwicklung der Fonds
resultierende Finanzergebnis in Höhe von -5 (i.V. 7) Mio. € wurde mit den entsprechenden Ergebnissen aus der
Rückstellungsentwicklung in den Umsatzkosten verrechnet. Da das Vertragsmodell der Lebensarbeitszeitkonten bei der Airbus
Operations GmbH eine Verpflichtung gegenüber den Arbeitnehmern zum beizulegenden Zeitwert oder zum höheren Anschaffungswert
garantiert, erfolgt kein Ausweis unter der Position „Aktiver Unterschiedsbetrag aus der Vermögensverrechnung""."; 37 ;2016;GmbH;Jahresabschulss;KPMG
15 Erhaltene Anzahlungen;;2016;GmbH;Jahresabschulss;KPMG
"31.12.2016
Mio. €
31.12.2015
Mio. €
Erhaltene Anzahlungen 102 119
davon Restlaufzeit bis zu 1 Jahr 3 0
davon Restlaufzeit von mehr als 1 Jahr bis zu 5 Jahren 50 65
davon Restlaufzeit von mehr als 5 Jahren 49 54"; 4.55 ;2016;GmbH;Jahresabschulss;KPMG
"Airbus Operations GmbH hat in 2011 als sogenannte Export Levy Facility (ELF) für das A400M-Programm eine Anzahlung in Höhe von
500 Mio. € erhalten."; 4.55 ;2016;GmbH;Jahresabschulss;KPMG
"Zum 01. Januar 2015 sind im Zusammenhang mit der Ausgliederung des Teilbetriebs „A400M Cargo Hold System und integrierte
Rumpffertigung"" erhaltene Anzahlungen in Höhe von 302 Mio. € in die Airbus Defence and Space GmbH eingebracht worden."; 4.55 ;2016;GmbH;Jahresabschulss;KPMG
Durch 17 in 2016 (11 in 2015) ausgelieferte A400M-Flugzeuge reduziert sich diese Anzahlung weiter.; 4.55 ;2016;GmbH;Jahresabschulss;KPMG
In den Vorräten wurde der auf die A400M-Serienfertigung entfallende Anteil über 41 (i.V. 39) Mio. € aktivisch abgesetzt.; 4.55 ;2016;GmbH;Jahresabschulss;KPMG
16 Verbindlichkeiten aus Lieferungen und Leistungen;;2016;GmbH;Jahresabschulss;KPMG
"31.12.2016
Mio. €
31.12.2015
Mio. €
Verbindlichkeiten aus Lieferungen und Leistungen 1.742 1.467
davon Restlaufzeit bis zu 1 Jahr 1.742 1.467"; 4.56, 43 ;2016;GmbH;Jahresabschulss;KPMG
17 Übrige Verbindlichkeiten;;2016;GmbH;Jahresabschulss;KPMG
"31.12.2016

Mio. €
31.12.2015
Mio. €
Verbindlichkeiten gegenüber Kreditinstituten 1.110 1.123
davon Restlaufzeit bis zu 1 Jahr 33 24
davon Restlaufzeit von mehr als 1 Jahr bis zu 5 Jahren 170 119
davon Restlaufzeit von mehr als 5 Jahren 907 980
Verbindlichkeiten gegenüber verbundenen Unternehmen 1.879 1.991
31.12.2016
Mio. €
31.12.2015
Mio. €
davon Restlaufzeit bis zu 1 Jahr 414 526
davon Restlaufzeit von mehr als 1 Jahr bis zu 5 Jahren 0 0
davon Restlaufzeit von mehr als 5 Jahren 1.465 1.465
Sonstige Verbindlichkeiten 1.035 1.046
davon Restlaufzeit bis zu 1 Jahr 315 271
davon Restlaufzeit von mehr als 1 Jahr bis zu 5 Jahren 118 286
davon Restlaufzeit mehr als 5 Jahre 602 489
davon Steuern 139 132
davon im Rahmen der sozialen Sicherheit 12 12
Übrige Verbindlichkeiten 4.024 4.160"; 4.54, 4.58, 4.60, 4.61, 4.62, 43 ;2016;GmbH;Jahresabschulss;KPMG
"Die Verbindlichkeiten gegenüber Kreditinstituten beinhalten ein von der Kreditanstalt für Wiederaufbau (KfW) gewährtes Darlehen für
die Entwicklung der A350 XWB in Höhe von 1.110 (i.V. 1.123) Mio. €."; 4.54 ;2016;GmbH;Jahresabschulss;KPMG
"Die Verbindlichkeiten gegenüber verbundenen Unternehmen betreffen mit 1.464 (i.V. 1.464) Mio. € überwiegend das Frozen Current
Account mit der CTC GmbH, Stade."; 4.58 ;2016;GmbH;Jahresabschulss;KPMG
"Die Sonstigen Verbindlichkeiten enthalten ein vom Bundesministerium für Wirtschaft und Technologie ausgereichtes Darlehen für die
Entwicklung der A380 in Höhe von 759 (i.V. 781) Mio. €, welches vertragsgemäß getilgt wird."; 4.60 ;2016;GmbH;Jahresabschulss;KPMG
