; Annotierung (Angabe Nummer in Anahngscheckliste) ;Geschäftsjahr;Gesellschaft;Abschlussart;Prüfer
Geringwertige Vermögensgegenstände mit Anschaffungskosten unter 150,00 € wurden im Zugangsjahr voll abgeschrieben. Bei Anschaffungskosten über 150,00 € erfolgt die Abschreibung nach der gewöhnlichen Nutzungsdauer.; 8.8 ;2016;Rheinland Kraftstoff Gesellschaft mit beschränkter Haftung;Jahresabschluss;EY
Die Bewertung der Gegenstände des Vorratsvermögens erfolgt zu Anschaffungskosten bzw. durchschnittlichen Anschaffungskosten unter Beachtung des Niederstwertprin-zips.; 8.20 ;2016;Rheinland Kraftstoff Gesellschaft mit beschränkter Haftung;Jahresabschluss;EY
Forderungen, flüssigen Mittel und sonstigen Vermögensgegenstände werden zum Nennwert angesetzt. Bei den Forderungen aus Lieferungen und Leistungen wird dem Ausfallrisiko durch angemessene Einzelwertberichtigung Rechnung getragen.; 8.25, 8.33 ;2016;Rheinland Kraftstoff Gesellschaft mit beschränkter Haftung;Jahresabschluss;EY
Rückstellungen für Pensionen und ähnliche Verpflichtungen werden auf der Grundlage versicherungsmathematischer Berechnungen unter Berücksichtigung der Richttafeln 2005 G von Dr. Klaus Heubeck - die eine generationenabhängige Lebenserwartung berücksichtigen - nach dem Anwartschaftsbarwertverfahren (Projected Unit Credit-Me-thode) gebildet. Sie wurden mit dem von der Deutschen Bundesbank zum 31. Dezember 2016 veröffentlichten durchschnittlichen Marktzinssatz der vergangenen 10 Jahre abge-zinst, der sich bei einer angenommenen Restlaufzeit von 15 Jahren ergibt (§ 253 Abs. 2 Satz 2 HGB). Dieser Zinssatz beträgt 4,01 %. Im Rahmen weiterer Rechnungsannahmen wurden für die nächsten Jahre Lohn- und Gehaltssteigerungen von 2,6 % p. a. und Rentensteigerungen von 1,6 % p. a. unterstellt.; 8.48, 34 ;2016;Rheinland Kraftstoff Gesellschaft mit beschränkter Haftung;Jahresabschluss;EY
Die sonstigen Rückstellungen berücksichtigen alle erkennbaren Risiken und ungewissen Verpflichtungen und werden in Höhe der voraussichtlichen Inanspruchnahme gebildet. Die Rückstellung für Entfernungsund Rückbauverpflichtungen für Tankstellenanlagen wird zeitanteilig über die Laufzeit des Pachtvertrages nach handelsrechtlichen Vorgaben aufgebaut.; 8.50 ;2016;Rheinland Kraftstoff Gesellschaft mit beschränkter Haftung;Jahresabschluss;EY
Bei der Bemessung der Rückstellungen wird allen erkennbaren Risiken und ungewissen Verbindlichkeiten angemessen Rechnung getragen. Die Bewertung erfolgt jeweils in Höhe des Erfüllungsbetrages, der nach vernünftiger kaufmännischer Beurteilung erforderlich ist, um zukünftige Zahlungsverpflichtungen abzudecken. Zukünftige Preis- und Kostensteigerungen werden berücksichtigt. Rückstellungen mit einer Restlaufzeit von mehr als einem Jahr werden mit einem von der Deutschen Bundesbank im Dezember 2016 veröffentlichen, ihrer Restlaufzeit entsprechenden, durchschnittlichen Marktzinssatz der vergangenen sieben Jahre abgezinst. Bei einer Rückstellung mit einer Restlaufzeit von weniger als 15 Jahren ist das Beibehaltungswahlrecht gemäß Artikel 67 Abs. 1 Satz 2 EGHGB ausgeübt worden. Gemäß Art. 67 Abs. 1 Satz 4 EGHGB beträgt der Betrag der Überdeckung T€ 495.; 8.47, 39 ;2016;Rheinland Kraftstoff Gesellschaft mit beschränkter Haftung;Jahresabschluss;EY
Die Verbindlichkeiten sind mit dem Erfüllungsbetrag angesetzt.; 8.51 ;2016;Rheinland Kraftstoff Gesellschaft mit beschränkter Haftung;Jahresabschluss;EY
3. Angaben zur Bilanz;;2016;Rheinland Kraftstoff Gesellschaft mit beschränkter Haftung;Jahresabschluss;EY
Anlagevermögen; 4.1 ;2016;Rheinland Kraftstoff Gesellschaft mit beschränkter Haftung;Jahresabschluss;EY
Die Entwicklung des Anlagevermögens ist im als Anlage zum Anhang beigefügten Anla-genspiegel dargestellt.; 4.1, 15, 16 ;2016;Rheinland Kraftstoff Gesellschaft mit beschränkter Haftung;Jahresabschluss;EY
Die sonstigen Ausleihungen werden aufgrund des geänderten Ausweises der zu Grunde liegenden Erträge durch die Anwendung des BilRUG nunmehr korrespondierend unter den Forderungen aus Lieferungen und Leistungen ausgewiesen.; 4.18 ;2016;Rheinland Kraftstoff Gesellschaft mit beschränkter Haftung;Jahresabschluss;EY
Forderungen und sonstige Vermögensgegenstände; 4.25 ;2016;Rheinland Kraftstoff Gesellschaft mit beschränkter Haftung;Jahresabschluss;EY
Von den ausgewiesenen Forderungen aus Lieferungen und Leistungen haben T€ 6.311 (Vorjahr T€ 0) eine Restlaufzeit von mehr als einem Jahr. Die restlichen ausgewiesenen Forderungen und sonstigen Vermögensgegenstände haben eine Restlaufzeit bis zu einem Jahr.; 4.26 ;2016;Rheinland Kraftstoff Gesellschaft mit beschränkter Haftung;Jahresabschluss;EY
Die Forderungen gegen verbundene Unternehmen entfallen mit T€ 1.104 auf die CARISSA Einzelhandel- und Tankstellenservice GmbH & Co. KG und resultieren aus Lieferungen und Leistungen.; 4.27, 6 ;2016;Rheinland Kraftstoff Gesellschaft mit beschränkter Haftung;Jahresabschluss;EY
Rechnungsabgrenzungsposten; 4.34 ;2016;Rheinland Kraftstoff Gesellschaft mit beschränkter Haftung;Jahresabschluss;EY
Die aktiven Rechnungsabgrenzungsposten enthalten Mietvorauszahlungen für 2 Tankstellen.; 4.34 ;2016;Rheinland Kraftstoff Gesellschaft mit beschränkter Haftung;Jahresabschluss;EY
Rückstellungen; 4.47 ;2016;Rheinland Kraftstoff Gesellschaft mit beschränkter Haftung;Jahresabschluss;EY
Unter den sonstigen Rückstellungen sind im Wesentlichen Rückstellungen für Rückbau-verpflichtungen erfasst.; 4.50, 40 ;2016;Rheinland Kraftstoff Gesellschaft mit beschränkter Haftung;Jahresabschluss;EY
Der Unterschiedsbetrag in den Pensionsrückstellungen nach § 253 Abs. 6 HGB beträgt T€ 57 und unterliegt einer Ausschüttungssperre.; 4.48, 35 ;2016;Rheinland Kraftstoff Gesellschaft mit beschränkter Haftung;Jahresabschluss;EY
Verbindlichkeiten gegenüber verbundenen Unternehmen; 4.58 ;2016;Rheinland Kraftstoff Gesellschaft mit beschränkter Haftung;Jahresabschluss;EY
Die Verbindlichkeiten gegenüber verbundenen Unternehmen entfallen mit T€ 11.388 (Vorjahr T€ 26.764) auf die alleinige Gesellschafterin Shell Deutschland Oil GmbH, Hamburg. Diese resultieren im Wesentlichen aus Lieferungen und Leistungen sowie der Gewinnabführung. Ferner entfallen die Verbindlichkeiten gegenüber verbundenen Unternehmen mit T€ 30.767 (Vorjahr T€ 15.432) auf die Deutsche Shell Holding GmbH, Hamburg. Diese resultieren aus der Umsatzsteuerzahllast.; 4.58, 6, 20 ;2016;Rheinland Kraftstoff Gesellschaft mit beschränkter Haftung;Jahresabschluss;EY
Die Geschäfte mit verbundenen Unternehmen werden zu marktüblichen Bedingungen durchgeführt.; 81 ;2016;Rheinland Kraftstoff Gesellschaft mit beschränkter Haftung;Jahresabschluss;EY
4. Angaben zur Gewinn- und Verlustrechnung;;2016;Rheinland Kraftstoff Gesellschaft mit beschränkter Haftung;Jahresabschluss;EY
Die Gewinn- und Verlustrechnung wurde nach dem Gesamtkostenverfahren aufgestellt.;;2016;Rheinland Kraftstoff Gesellschaft mit beschränkter Haftung;Jahresabschluss;EY
Die Umsatzerlöse werden ausschließlich im Inland erzielt.; 4.66, 50 ;2016;Rheinland Kraftstoff Gesellschaft mit beschränkter Haftung;Jahresabschluss;EY
"(in T€) 2016 2015
Kraftstofferlöse 1.001.496 1.100.568
Sonstige 11.852 6.244
(in T€) 2016 2015
Umsatz gesamt 1.013.348 1.106.812"; 4.66, 50 ;2016;Rheinland Kraftstoff Gesellschaft mit beschränkter Haftung;Jahresabschluss;EY
Die Vorjahreszahlen der Umsatzerlöse sind aufgrund der Neufassung von § 277 Abs. 1 HGB durch das BilRUG nicht vergleichbar. Bei Anwendung des § 277 Abs. 1 HGB in der Fassung des BilRUG hätten sich für das Vorjahr um ca. T€ 1.078 höhere Umsatzerlöse ergeben.; 4.66, 1, 2, 51 ;2016;Rheinland Kraftstoff Gesellschaft mit beschränkter Haftung;Jahresabschluss;EY
Die sonstigen betrieblichen Erträge beinhalten periodenfremde Erträge in Höhe von 1,4 Mio. € (Vorjahr 0,1 Mio. €), welche vorrangig durch die anteilige Auflösung von Rückstellungen resultieren.; 4.69, 57 ;2016;Rheinland Kraftstoff Gesellschaft mit beschränkter Haftung;Jahresabschluss;EY
Die sonstigen betrieblichen Aufwendungen enthalten im Wesentlichen Transportkosten, Mieten und Pachten, Provisionen und sonstige Vergütungen.; 4.80 ;2016;Rheinland Kraftstoff Gesellschaft mit beschränkter Haftung;Jahresabschluss;EY
Ertragsteuern sind aufgrund des steuerlichen Organschaftsverhältnisses zur Shell Deutschland Oil GmbH bei der Rheinland Kraftstoff GmbH nicht entstanden.; 4.90 ;2016;Rheinland Kraftstoff Gesellschaft mit beschränkter Haftung;Jahresabschluss;EY
5. Sonstige Angaben;;2016;Rheinland Kraftstoff Gesellschaft mit beschränkter Haftung;Jahresabschluss;EY
Im Jahresdurchschnitt 2016 wurden 28,5 (Vorjahr 26) angestellte Mitarbeiter zuzüglich 2 (Vorjahr 2) Geschäftsführer beschäftigt.; 64 ;2016;Rheinland Kraftstoff Gesellschaft mit beschränkter Haftung;Jahresabschluss;EY
Geschäftsführer waren im Geschäftsjahr 2016:; 83 ;2016;Rheinland Kraftstoff Gesellschaft mit beschränkter Haftung;Jahresabschluss;EY
"Klaus Fiedler, Geschäftsführer Vertrieb (bis zum 30.04.2017)
Andrea Ebbeler, Geschäftsführerin Finanzen
Thomas Cebulla, Geschäftsführer Vertrieb (ab dem 01.05.2017)"; 83 ;2016;Rheinland Kraftstoff Gesellschaft mit beschränkter Haftung;Jahresabschluss;EY
Zum 31. Dezember 2016 bestehen sonstige finanzielle Verpflichtungen aus bestehenden Miet-, Pacht- und Leasingverträgen in Höhe von T€ 28.931 (Vorjahr T€ 29.169), davon gegenüber verbundenen Unternehmen T€ 3.765 (Vorjahr T€ 3.775).; 67 ;2016;Rheinland Kraftstoff Gesellschaft mit beschränkter Haftung;Jahresabschluss;EY
Die Angabe der Bezüge der Geschäftsführung unterbleibt mit Verweis auf § 286 Abs. 4 HGB. Frühere Mitglieder der Geschäftsführung der Rheinland Kraftstoff GmbH und ihre Hinterbliebenen erhielten T€ 95 (Vorjahr T€ 95). Vergütungskomponenten mit langfristiger Anreizwirkung wurden nicht gewährt. Für Pensionsverpflichtungen gegenüber früheren Mitgliedern der Geschäftsführung und ihren Hinterbliebenen sind T€ 369 (Vorjahr T€ 384) zurückgestellt.; 84, 88 ;2016;Rheinland Kraftstoff Gesellschaft mit beschränkter Haftung;Jahresabschluss;EY
Das für das Geschäftsjahr berechnete Honorar des Abschlussprüfers braucht nicht angegeben zu werden, da es in die Angaben im Konzernabschluss der Royal Dutch Shell plc, London, Großbritannien einbezogen wird.; 72 ;2016;Rheinland Kraftstoff Gesellschaft mit beschränkter Haftung;Jahresabschluss;EY
Die Rheinland Kraftstoff GmbH gehört über ihre alleinige Gesellschafterin, die Shell Deutschland Oil GmbH, Hamburg, (,SD0`), zur Royal Dutch Shell Gruppe. Der Konzernabschluss und -lagebericht der Royal Dutch Shell plc, London, Großbritannien, zum 31. Dezember 2016 wird nach den International Financial Reporting Standards (IFRS), wie sie in der EU anzuwenden sind, aufgestellt.; 75 ;2016;Rheinland Kraftstoff Gesellschaft mit beschränkter Haftung;Jahresabschluss;EY
Der Konzernabschluss der Royal Dutch Shell Gruppe wird im Bundesanzeiger veröffentlicht. Der Geschäftsbericht der Royal Dutch Shell plc, London, Großbritannien, einschließlich des Konzernabschlusses der Royal Dutch Shell Gruppe ist in englischer Sprache und in einer deutschen Kurzfassung bei der Shell Deutschland Oil GmbH, Öffentlichkeitsarbeit, Suhrenkamp 71-77, 22335 Hamburg, erhältlich.; 75 ;2016;Rheinland Kraftstoff Gesellschaft mit beschränkter Haftung;Jahresabschluss;EY
Die vorgenannte Muttergesellschaft stellt im Sinne von § 285 Nr. 14 HGB für den größten Kreis von Unternehmen den Konzernabschluss auf. Ein Konzernabschluss für einen kleineren Kreis von Unternehmen wird nicht erstellt. Die zur internationalen Royal Dutch Shell Gruppe gehörenden Unternehmen werden im vorliegenden Jahresabschluss als verbundene Unternehmen behandelt.; 75 ;2016;Rheinland Kraftstoff Gesellschaft mit beschränkter Haftung;Jahresabschluss;EY
6. Nachtragsbericht; 69 ;2016;Rheinland Kraftstoff Gesellschaft mit beschränkter Haftung;Jahresabschluss;EY
Nach dem Bilanzstichtag sind keine Vorgänge von besonderer Bedeutung eingetreten, die wesentliche finanzielle Auswirkungen haben.; 69 ;2016;Rheinland Kraftstoff Gesellschaft mit beschränkter Haftung;Jahresabschluss;EY
Gelsenkirchen-Horst, den 15. Mai 2017;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
