; Annotierung (Angabe Nummer in Anahngscheckliste) ;Geschäftsjahr;Gesellschaft;Abschlussart;Prüfer
3. Bilanzierungs- und Bewertungsmethoden;;2015/2016;Oberstdorfer Bergbahn AG;Jahresabschluss;Dipl.-Kfm. Ernst Schafheitle
Die Bilanzierungs- und Bewertungsgrundsätze sind unverändert gegenüber dem Vorjahr. Immaterielle Vermögensgegenstände sind mit Anschaffungskosten abzüglich einer linearen Abschreibung angesetzt. Die Abschreibung des Geschäfts- oder Firmenwerts erfolgte über einen Zeitraum von 15 Jahren, da dies der erwarteten betriebsgewöhnlichen Nutzungsdauer entspricht. Die Sachanlagen sind zu den Anschaffungs bzw. Herstellungskosten abzüglich der Abschreibungen bewertet. Beim Anlagevermögen selbst wurde 2015/16 die lineare Abschreibungsmethode angewandt. Finanzanlagen sind zu Anschaffungskosten bewertet. Die Vorräte sind entweder körperlich aufgenommen oder mit einem gegenüber dem Vorjahr unveränderten Festwert ausgewiesen. Sie sind grundsätzlich zu Anschaffungskosten unter Beachtung des Niederstwertprinzips bewertet. Die Forderungen sind zum Nennwert angesetzt. Soweit Ausfallrisiken erkennbar werden, werden erforderlichenfalls individuelle Einzelwertberichtigungen vorgenommen. Die liquiden Mittel und die Rechnungsabgrenzungsposten sind zu Nennwerten angesetzt. Die Rückstellungen decken alle erkennbaren Risiken sowie ungewisse Verbindlichkeiten in angemessener und ausreichender Höhe ab. Die Verbindlichkeiten sind mit dem Rückzahlungsbetrag bzw. Erfüllungsbetrag passiviert. Als passive Rechnungsabgrenzungsposten werden Einnahmen gezeigt, die Erträge des Folgejahres darstellen.; 7.2, 7.7, 7.12, 7.20, 7.25, 7.33, 7.51, 7.63, 11 ;2015/2016;Oberstdorfer Bergbahn AG;Jahresabschluss;Dipl.-Kfm. Ernst Schafheitle
4. Erläuterung der Bilanz und der Gewinn- und Verlustrechnung 2015/16;;2015/2016;Oberstdorfer Bergbahn AG;Jahresabschluss;Dipl.-Kfm. Ernst Schafheitle
Die Bilanzsumme beläuft sich zum 30.11.2016 auf 5,9 Mio € und nahm damit gegenüber dem Vorjahr um 815 T€ oder 16 % zu.; 4.0 ;2015/2016;Oberstdorfer Bergbahn AG;Jahresabschluss;Dipl.-Kfm. Ernst Schafheitle
Aktivseite:;;2015/2016;Oberstdorfer Bergbahn AG;Jahresabschluss;Dipl.-Kfm. Ernst Schafheitle
Das Sachanlagevermögen einschließlich der immateriellen Vermögensgegenstände wurde 2015/16 um 408 T€ abgeschrieben. Die Anlagenzugänge beliefen sich auf 1.391 T€, die Buchabgänge auf 17 T€, so dass das gesamte Sachanlagevermögen einschließlich der immateriellen Vermögensgegenstände um 953 T€ auf 5.502 T€ zunahm.; 4.2, 4.7 ;2015/2016;Oberstdorfer Bergbahn AG;Jahresabschluss;Dipl.-Kfm. Ernst Schafheitle
Die geringwertigen Wirtschaftsgüter bis 410 € werden im Zugangsjahr voll abgeschrieben.; 4.7 ;2015/2016;Oberstdorfer Bergbahn AG;Jahresabschluss;Dipl.-Kfm. Ernst Schafheitle
Die Ausleihungen an verbundene Unternehmen aus dem Verkauf des Kurmittelhauses wurden zum 31.12.2015 komplett zurück geführt (Vj 163 T€). Die 5 T€ sonstige Ausleihungen betreffen den GmbH-Anteil an der AllgäuTirolBergwelt GmbH.; 4.14 ;2015/2016;Oberstdorfer Bergbahn AG;Jahresabschluss;Dipl.-Kfm. Ernst Schafheitle
Die detaillierte Entwicklung des Anlagevermögens ist im Anlagennachweis dargestellt (D. Anhang Nr.1.).;;2015/2016;Oberstdorfer Bergbahn AG;Jahresabschluss;Dipl.-Kfm. Ernst Schafheitle
Bei den Forderungen aus Lieferungen und Leistungen handelt es sich hauptsächlich um Forderungen aus abgegrenzten Kartenverkäufen. Sie sind allesamt vor Ablauf eines Jahres fällig.; 4.26 ;2015/2016;Oberstdorfer Bergbahn AG;Jahresabschluss;Dipl.-Kfm. Ernst Schafheitle
Die flüssigen Mittel spiegeln den Stichtagssaldo wider.; 4.33 ;2015/2016;Oberstdorfer Bergbahn AG;Jahresabschluss;Dipl.-Kfm. Ernst Schafheitle
Passivseite:;;2015/2016;Oberstdorfer Bergbahn AG;Jahresabschluss;Dipl.-Kfm. Ernst Schafheitle
Das gezeichnete Kapital (Grundkapital) beträgt unverändert 1.533.875,64 € und ist in 30.000 nennwertlose auf den Namen Stückaktien aufgeteilt.; 4.38 ;2015/2016;Oberstdorfer Bergbahn AG;Jahresabschluss;Dipl.-Kfm. Ernst Schafheitle
Zuge der ordentlichen Hauptversammlung am 29. Juli 2015 wurde beschlossen von Inhaberaktien auf Namensaktien umzustellen. Die Umsetzung erfolgte im abgelaufenen Geschäftsjahr.; 4.38 ;2015/2016;Oberstdorfer Bergbahn AG;Jahresabschluss;Dipl.-Kfm. Ernst Schafheitle
Die depot- und börsenmäßige Umstellung auf die Namensaktie wurde am 10. Juni 2016 nach Börsenschluss vorgenommen. Seit dem 13. Juni 2016 werden die Aktien der Kur- und Verkehrsbetriebe Aktiengesellschaft Oberstdorf im Freiverkehr an der Börse München als auf den Namen lautende Stückaktien der Kur- und Verkehrsbetriebe Aktiengesellschaft Oberstdorf AG no; 4.38 ;2015/2016;Oberstdorfer Bergbahn AG;Jahresabschluss;Dipl.-Kfm. Ernst Schafheitle
Seit diesem Zeitpunkt sind nur noch die auf den Namen lautenden Stückaktien der Kur- und Verkehrsbetriebe Aktiengesellschaft Oberstdorf unter der neuen ISIN DE000A2AA444 ausschließlich in Girosammelverwahrung börsenmäßig lieferbar.; 4.38 ;2015/2016;Oberstdorfer Bergbahn AG;Jahresabschluss;Dipl.-Kfm. Ernst Schafheitle
Die bisherigen Aktienurkunden der Inhaberaktien (ISIN DE0008277807 bzw. WKN 827780) sowie der Namensaktien (ISIN DE0008277864 bzw. WKN 827786) wurden nach dreimaliger Aufforderung zum Umtausch im Bundesanzeiger (am 08. Juni 2016, 11. Juli 2016 und 12. August 2016) mit Veröffentlichung im Bundesanzeiger am 21.09.2016 für kraftlos erklärt.; 4.38 ;2015/2016;Oberstdorfer Bergbahn AG;Jahresabschluss;Dipl.-Kfm. Ernst Schafheitle
Die erforderliche Genehmigung zur Kraftloserklärung des Amtsgerichts Kempten (Allgäu) ist mit Beschluss vom 18. März 2016, HRB 1018, erteilt worden.; 4.38 ;2015/2016;Oberstdorfer Bergbahn AG;Jahresabschluss;Dipl.-Kfm. Ernst Schafheitle
Das in auf den Namen lautende Stückaktien eingeteilte Grundkapital ist durch drei Globalurkunden verbrieft, die bei der Clearstream Banking AG, Frankfurt am Main, hinterlegt sind.; 4.38 ;2015/2016;Oberstdorfer Bergbahn AG;Jahresabschluss;Dipl.-Kfm. Ernst Schafheitle
Die sonstigen Rückstellungen beinhalten 145 T€ Rückstellungen für Urlaubsverpflichtungen, Überstunden und Berufsgenossenschaft, 24 T€ Abschlusserstellungs- und Prüfungskosten (hierin 13 T€ Honorar des Abschlussprüfers) sowie 23 T€ sonstige Rückstellungen.; 4.50 ;2015/2016;Oberstdorfer Bergbahn AG;Jahresabschluss;Dipl.-Kfm. Ernst Schafheitle
Die Verbindlichkeiten gliedern sich wie folgt auf:; 4.51 ;2015/2016;Oberstdorfer Bergbahn AG;Jahresabschluss;Dipl.-Kfm. Ernst Schafheitle
"Art der Verbindlichkeiten Gesamtbetrag
davon mit einer Restlaufzeit
bis zu 1 Jahr
davon mit einer Restlaufzeit
zwischen 1 bis 5 Jahre
davon mit einer Restlaufzeit
von mehr als 5 Jahren
Davon durch Pfandrechte
und ähnliche Rechte gesichert
€ € € € €
1. gegenüber Kreditinstituten 2.680.699,72 552.522,00 943.363,47 1.184.814,25 2.680.699,72
2. aus Lieferungen u. Leistungen 454.415,59 454.415,59 0,00 0,00 0,00
3. sonstige 314.070,02 314.070,02 0,00 0,00 0,00
3.449.185,33 1.321.007,61 943.363,47 1.184.814,25 2.680.699,72"; 4.51, 29, 30 ;2015/2016;Oberstdorfer Bergbahn AG;Jahresabschluss;Dipl.-Kfm. Ernst Schafheitle
Im Vorjahr gliederten sich die Verbindlichkeiten wie folgt auf:; 4.51 ;2015/2016;Oberstdorfer Bergbahn AG;Jahresabschluss;Dipl.-Kfm. Ernst Schafheitle
"Art der Verbindlichkeiten Gesamtbetrag
davon mit einer Restlaufzeit
bis zu 1 Jahr
davon mit einer Restlaufzeit
zwischen 1 bis 5 Jahre
davon mit einer Restlaufzeit
von mehr als 5 Jahren
Davon durch Pfandrechte
und ähnliche Rechte gesichert
€ € € € €
1. gegenüber Kreditinstituten 2.216.962,86 522.829,91 821.690,80 872.442,15 2.216.962,86
2. aus Lieferungen u. Leistungen 421.760,04 421.760,04 0,00 0,00 0,00
3. sonstige 239.490,33 119.490,33 120.000,00 0,00 0,00
2.878.213,23 1.064.080,28 941.690,80 872.442,15 2.216.962,86"; 4.51, 29, 30 ;2015/2016;Oberstdorfer Bergbahn AG;Jahresabschluss;Dipl.-Kfm. Ernst Schafheitle
Haftungsverhältnisse und sonstige finanzielle Verpflichtungen: an einem Grundstück der Gesellschaft ist eine Leibrentenverpflichtung durch eine Grundschuld von 102 T€ dinglich gesichert, die zwar im Zuge einer Grundstücksveräußerung von der Gesellschaft auf den Markt Oberstdorf übergegangen ist, welche sie auch bedient, die jedoch seinerzeit nicht gelöscht wurde. Darüber hinaus bestehen Leasingverträge über zwei Pistengeräte und 2 Förderbänder mit einer monatlichen Gesamtbelastung in Höhe von 11 T€ . Die Laufzeiten enden zwischen 2019 und 2025. Die Verpflichtungen können nach Ihrer voraussichtlichen Fälligkeit wie folgt eingeteilt werden:; 31, 47 ;2015/2016;Oberstdorfer Bergbahn AG;Jahresabschluss;Dipl.-Kfm. Ernst Schafheitle
"Fälligkeiten Leasingverträge 30.11.2016 Vorjahr
bis zu einem Jahr 128.756,64 € 52.143,42 €
von 1 bis 5 Jahren 422.516,88 € 148.819,92 €
über 5 Jahre 102.311,27 € - €
Gesamt 653.584,79 € 200.963,34 €";47;2015/2016;Oberstdorfer Bergbahn AG;Jahresabschluss;Dipl.-Kfm. Ernst Schafheitle
Das Bestellobligo am Bilanzstichtag aus begonnenen Investitionen ist für die Beurteilung der Finanzlage der Gesellschaft, wie im Vorjahr, nicht von Bedeutung.; 31, 47 ;2015/2016;Oberstdorfer Bergbahn AG;Jahresabschluss;Dipl.-Kfm. Ernst Schafheitle
Gewinn- und Verlustrechnung:;;2015/2016;Oberstdorfer Bergbahn AG;Jahresabschluss;Dipl.-Kfm. Ernst Schafheitle
Die Erträge nahmen um 550 T€ oder 11 % ab und setzen sich wie folgt zusammen:; 4.66 ;2015/2016;Oberstdorfer Bergbahn AG;Jahresabschluss;Dipl.-Kfm. Ernst Schafheitle
"Bereiche 2015/16 2014/15 Entwicklung
T€ % T€ % 2015=100
Söllereckbahn und Lifte 2.920 63 3.136 61 93
Skiflugschanze 115 3 499 10 23
Allgäu Coaster 548 12 487 9 113
Fitnesspark 98 2 93 2 105
Liegenschaften 0 0 19 0 0
Berghaus Schönblick 768 17 770 15 100
Kletterwald 152 3 162 3 94
Verwaltung 21 0 6 0 350
zusammen 4.622 100 5.172 100 89"; 4.66 ;2015/2016;Oberstdorfer Bergbahn AG;Jahresabschluss;Dipl.-Kfm. Ernst Schafheitle
Die sonstigen betrieblichen Erträge beinhalten 50 T€ Buchgewinn aus Abgängen des Anlagenvermögen.; 4.69 ;2015/2016;Oberstdorfer Bergbahn AG;Jahresabschluss;Dipl.-Kfm. Ernst Schafheitle
Der Materialaufwand umfasst 177 T€ für Strom, Wasser und Kanal der Bahnbetriebe, 210 T€ Grundstücksentschädigungen, sowie 139 T€ an Wareneinkauf und Bestandsveränderungen.; 4.70 ;2015/2016;Oberstdorfer Bergbahn AG;Jahresabschluss;Dipl.-Kfm. Ernst Schafheitle
Die Personalaufwendungen betragen 1.837 T€ und sind um 74 T€ gesunken.; 4.73 ;2015/2016;Oberstdorfer Bergbahn AG;Jahresabschluss;Dipl.-Kfm. Ernst Schafheitle
Siehe zu den planmäßigen Abschreibungen im Einzelnen den Anlagennachweis (D. Anhang 1.).; 4.77 ;2015/2016;Oberstdorfer Bergbahn AG;Jahresabschluss;Dipl.-Kfm. Ernst Schafheitle
Die sonstigen betrieblichen Aufwendungen betreffen u.a. 241 T€ Werbe- u. Reisekosten, 57 T€ Mieten und Pachten (im Wesentlichen Umsatzpacht Skiflugschanze), 216 T€ Kosten für Fahrzeuge incl. Leasing, 303 T€ Reparaturen und Instandhaltungen, 76 T€ Versicherungen, 65 T€ Gas- Wasser- sowie Abwasserkosten, 49 T€ Beiträge und Abgaben, 66 T€ Skibuskosten, 19 T€ Fahrkarten, 22 T€ Rechts-, Beratungskosten sowie 35 T€ für Hard- und Software.; 4.80 ;2015/2016;Oberstdorfer Bergbahn AG;Jahresabschluss;Dipl.-Kfm. Ernst Schafheitle
Die sonstigen Zinsen und ähnlichen Erträge entfallen überwiegend auf die stfr. Aufzinsung des Körperschaftsteuerguthabens. Die Zinsen und ähnlichen Aufwendungen sind Zinsen für die langfristigen Darlehen bei Kreditinstituten und Dritten einschließlich Zinsabgrenzung und Kontokorrent.; 4.85, 4.88, 36 ;2015/2016;Oberstdorfer Bergbahn AG;Jahresabschluss;Dipl.-Kfm. Ernst Schafheitle
Die Steuern vom Einkommen und Ertrag mit 102 T€ betreffen Gewerbe- und Körperschaftsteuer.; 4.90 ;2015/2016;Oberstdorfer Bergbahn AG;Jahresabschluss;Dipl.-Kfm. Ernst Schafheitle
Die sonstigen Steuern teilen sich auf in Grund- und Kraftfahrzeugsteuer.; 4.92 ;2015/2016;Oberstdorfer Bergbahn AG;Jahresabschluss;Dipl.-Kfm. Ernst Schafheitle
Die Aufwandsarten zeigen sich in der Übersicht wie folgt:;;2015/2016;Oberstdorfer Bergbahn AG;Jahresabschluss;Dipl.-Kfm. Ernst Schafheitle
Der Bilanzgewinn ermittelt sich folgendermaßen:;44;2015/2016;Oberstdorfer Bergbahn AG;Jahresabschluss;Dipl.-Kfm. Ernst Schafheitle
"€
Jahresüberschuss 2015/16 233.201,66
Einstellung in die gesetzliche Rücklage -11.660,08
Einstellung in andere Gewinnrücklagen -221.541,58
Bilanzgewinn zum 30.11.2016 0,00"; 20, 43, 44 ;2015/2016;Oberstdorfer Bergbahn AG;Jahresabschluss;Dipl.-Kfm. Ernst Schafheitle
5. Organe und Aufwendungen für Organe;;2015/2016;Oberstdorfer Bergbahn AG;Jahresabschluss;Dipl.-Kfm. Ernst Schafheitle
Der Aufsichtsrat setzte sich 2015/16 wie folgt zusammen:;;2015/2016;Oberstdorfer Bergbahn AG;Jahresabschluss;Dipl.-Kfm. Ernst Schafheitle
"•Laurent O. Mies, 1. Bürgermeister Markt Oberstdorf, Aufsichtsratsvorsitzender
•Walter Renn, Bauingenieur, Oberstdorf (Verschönerungsverein), stellvertretender Aufsichtsratsvorsitzender
•Claudia Obenauer, Kassenleiterin Söllereckbahn, Arbeitnehmervertreterin
•Florian Schalber, Schneimeister Söllereckbahn, Arbeitnehmervertreter
•Witsch Wendelin, stv. Betriebsleiter Söllereckbahn, Arbeitnehmervertreter
•Götzberger Rudolf, Rentner, Oberstdorf
•Schall Adalbert, Bankkaufmann, Oberstdorf
•Titscher Albert, Rentner, Oberstdorf
•Titzler Peter, Diplom-Forstwirt (univ.), Oberstdorf (Verschönerungsverein)";;2015/2016;Oberstdorfer Bergbahn AG;Jahresabschluss;Dipl.-Kfm. Ernst Schafheitle
Alleiniger Vorstand war Herr Dipl.-Volkswirt Henk Volpert.;;2015/2016;Oberstdorfer Bergbahn AG;Jahresabschluss;Dipl.-Kfm. Ernst Schafheitle
Die Aufwendungen für den Aufsichtsrat beliefen sich für 2015/16 an fixer Vergütung auf 10.500 € (Vj. 10.418 €).;;2015/2016;Oberstdorfer Bergbahn AG;Jahresabschluss;Dipl.-Kfm. Ernst Schafheitle
6. Beschäftigtenzahlen und Arbeitnehmergruppen;46;2015/2016;Oberstdorfer Bergbahn AG;Jahresabschluss;Dipl.-Kfm. Ernst Schafheitle
Im Jahr 2015/16 waren 21 (Vj. 21) Arbeitnehmer in Vollzeit und 3 (Vj 3) Arbeitnehmer in Teilzeit ganzjährig beschäftigt. Hinzu kamen 26 (Vj. 27) Saisonskräfte, Aushilfen und geringfügig Beschäftigte. Die Mitarbeiter der Kur- und Verkehrsbetriebe AG haben auch im Geschäftsjahr 2015/16 wieder durch gewissenhafte Pflichterfüllung den reibungslosen und sicheren Ablauf des Betriebes bewältigt. Hierfür danken wir allen Mitarbeitern. Dieser Dank gilt auch den Betriebsräten für die gute und vertrauensvolle Zusammenarbeit.;46;2015/2016;Oberstdorfer Bergbahn AG;Jahresabschluss;Dipl.-Kfm. Ernst Schafheitle
7. Sonstige Angaben, Beteiligungen;;2015/2016;Oberstdorfer Bergbahn AG;Jahresabschluss;Dipl.-Kfm. Ernst Schafheitle
Die Marktgemeinde Oberstdorf hält am Grundkapital der Gesellschaft eine Beteiligung von 60,74 %. Es handelt sich damit um eine Mehrheitsbeteiligung. Am Grundkapital ist darüber hinaus der Verschönerungsverein Oberstdorf e.V. mit 25,73 % beteiligt. Die Kur- und Verkehrsbetriebe AG Oberstdorf ist mit 4,35 % an der AllgäuTirolBergwelt GmbH, Kempten beteiligt. Gegenstand dieser Gesellschaft ist die Abwicklung des allgäuweiten Skipasses.;;2015/2016;Oberstdorfer Bergbahn AG;Jahresabschluss;Dipl.-Kfm. Ernst Schafheitle
