Aufgrund des Verschmelzungsvertrages vom 29. April 2016 wurde die AQura GmbH, Hanau, auf die Evonik Degussa GmbH verschmolzen. Die Eintragung in das Handelsregister erfolgte am 4. Mai 2016. Weiterhin erfolgte die Verschmelzung der Evonik Hanse GmbH, Geesthacht, aufgrund des Verschmelzungsvertrages vom 2. August 2016. Die Eintragung in das Handelsregister erfolgte am 1. September 2016. Aufgrund des Verschmelzungsvertrages vom 24. März 2016 wurde die Faserwerke Hüls GmbH, Marl, auf die Evonik Degussa GmbH verschmolzen. Die Eintragung in das Handelsregister erfolgte am 6. April;;2016;Evonik Degussa GmbH;Jahresabschluss;PwC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016. Die Verschmelzungen erfolgten jeweils mit handelsrechtlicher Wirkung zum 1. Januar 2016 im Wege der Aufnahme durch Auflösung ohne Abwicklung gemäß § 2 Nr. 1 UmwG und wurden gemäß § 24 UmwG zu Buchwerten vorgenommen. Aus diesen Verschmelzungen resultierte insgesamt ein Verschmelzungsverlust in Höhe von 42 Millionen €. Durch die Verschmelzungen ist die Vergleichbarkeit zum Vorjahr nicht wesentlich beeinflusst.;;2016;Evonik Degussa GmbH;Jahresabschluss;PwC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Seit dem 1. Januar 2015 konzentriert sich der Vorstand der Evonik Industries AG, Essen, in einer Managementholding auf die strategische Weiterentwicklung des Evonik-Konzerns. Die drei produzierenden Chemiesegmente Nutrition & Care, Resource Efficiency sowie Performance Materials werden seit dem 1. Juli 2015 jeweils von eigenständigen Gesellschaften (Evonik Nutrition & Care GmbH, Evonik Resource Efficiency GmbH und Evonik Performance Materials GmbH, alle mit Sitz in Essen; im Folgenden als Führungsgesellschaften bezeichnet) geführt.";;2016;Evonik Degussa GmbH;Jahresabschluss;PwC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
In diesem Zusammenhang wurde zum 1. Juli 2015 die Betriebsführung der Gesellschaft durch die Evonik Industries AG von insgesamt fünf Betriebsführern abgelöst. Neben den drei Führungsgesellschaften führen die Evonik Technology & Infrastructure GmbH, Essen, sowie die Evonik Creavis GmbH, Essen, die Betriebe der Gesellschaft. Zu diesem Zweck schloss die Gesellschaft am 21. Mai 2015 fünf Betriebs- führungsverträge mit Wirkung zum 1. Juli 2015 ab.;;2016;Evonik Degussa GmbH;Jahresabschluss;PwC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Die Betriebsführung erfolgt je Betrieb im Namen der jeweiligen Betriebsführer und im Verhältnis zur Gesellschaft für deren Rechnung. Bei einem solchen unechten Betriebsführungsvertrag gehen die zuvor mit der betriebsgeführten Gesellschaft bestehenden Arbeitsverhältnisse gemäß § 613a Abs. 1 Satz 1 BGB auf die Betriebsführer über.;;2016;Evonik Degussa GmbH;Jahresabschluss;PwC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Die wirtschaftlichen Chancen und Risiken verbleiben bei der Gesellschaft. Als Betriebseigentümer bleibt sie - wie bei einem Treuhandverhältnis - wirtschaftlicher Eigentümer der Vermögensgegenstände und Schulden des Betriebs und hat diese gemäß § 246 Abs. 1 Satz 2 und 3 HGB in ihrer Bilanz auszuweisen. Trotz der durch den Betriebsübergang erlangten zivilrechtlichen Arbeitgeberstellung der Betriebsführer, bleibt die Gesellschaft wirtschaftlich betrachtet weiterhin Arbeitgeber. Daher werden die Personalaufwendungen sowie alle Personalrückstellungen auch nach dem Betriebsübergang bei der Gesellschaft bilanziert.;;2016;Evonik Degussa GmbH;Jahresabschluss;PwC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Der Gesellschaft wird ein Betriebsführungsentgelt durch die Betriebsführer in Rechnung gestellt, das in den allgemeinen Verwaltungskosten ausgewiesen wird. Die Betriebsführungsentgelte setzen sich jeweils aus fixen und variablen Bestandteilen zusammen.;;2016;Evonik Degussa GmbH;Jahresabschluss;PwC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
In den Betriebsführungsverträgen werden Tatbestände geregelt, die von der Betriebsführung ausgenommen sind. Die wesentlichen sogenannten Eigengeschäfte sind:;;2016;Evonik Degussa GmbH;Jahresabschluss;PwC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
–Erwerb und Veräußerung von Anlagen, Anlagenteilen und Nebeneinrichtungen sowie Beteiligungen;;2016;Evonik Degussa GmbH;Jahresabschluss;PwC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
–Verpflichtungs- und Verfügungsgeschäfte im Umgang mit gewerblichen Schutzrechten, deren Inhaberin die Gesellschaft ist;;2016;Evonik Degussa GmbH;Jahresabschluss;PwC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
–Versorgung der Anlagen mit Energien;;2016;Evonik Degussa GmbH;Jahresabschluss;PwC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
–Zulassung und Registrierung nach Stoffrecht bzw. REACH-Verordnung;;2016;Evonik Degussa GmbH;Jahresabschluss;PwC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
–Geheimhaltungsverträge;;2016;Evonik Degussa GmbH;Jahresabschluss;PwC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bei diesen Eigengeschäften tritt die Gesellschaft in eigenem Namen und für eigene Rechnung auf.;;2016;Evonik Degussa GmbH;Jahresabschluss;PwC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Zwischen der Evonik Industries AG und der Evonik Degussa GmbH besteht ein Beherrschungs- und Gewinnabführungsvertrag, beide zuletzt geändert im Jahr 2013. Die Gesellschaft ist seit dem 1. Januar 2013 im ertragsteuerlichen Organkreis der Evonik Industries AG.;;2016;Evonik Degussa GmbH;Jahresabschluss;PwC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.2 Bilanzierung und Bewertung; 8.0 ;2016;Evonik Degussa GmbH;Jahresabschluss;PwC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.2.1 Allgemeine Angaben;;2016;Evonik Degussa GmbH;Jahresabschluss;PwC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Im Geschäftsjahr 2016 wurden folgende Abweichungen von in Vorperioden angewandten Darstellungs-, Bilanzierungs- und/oder Bewertungsmethoden vorgenommen:; 8.0, 10 ;2016;Evonik Degussa GmbH;Jahresabschluss;PwC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Durch das BilRUG wurde das gesetzliche Gliederungsschema der Gewinn- und Verlustrechnung verändert: So wurden die Posten „außerordentliche Erträge“ und „außerordentliche Aufwendungen“ sowie dem- entsprechend die Zwischenergebnisse „außerordentliches Ergebnis“, welche bei der Evonik Degussa GmbH im Vorjahr keine Werte aufwiesen, und „Ergebnis der gewöhnlichen Geschäftstätigkeit“ gestrichen. Eine weitere Änderung des gesetzlichen Gliederungsschemas der Gewinn- und Verlustrechnung ist die Einfügung eines Zwischenergebnisses „Ergebnis nach Steuern“ zwischen dem Posten „Steuern vom Einkommen und vom Ertrag“ und dem Posten „sonstige Steuern“, welcher für die Gesellschaft im Geschäftsjahr 2016 jedoch keinen Wert aufweist.; 51, 10 ;2016;Evonik Degussa GmbH;Jahresabschluss;PwC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nach dem Gliederungsschema der Gewinn- und Verlustrechnung in der Fassung des BilRUG ergibt sich für das Vorjahr für das Zwischenergebnis „Ergebnis nach Steuern“ ein Betrag in Höhe von 1.192 Millionen €.; 51, 32, 10 ;2016;Evonik Degussa GmbH;Jahresabschluss;PwC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Die Vorjahreszahlen der Umsatzerlöse sind aufgrund der Neufassung des § 277 Abs. 1 HGB nicht unmittelbar vergleichbar, da auf eine Anpassung der Vorjahresumsatzerlöse verzichtet wurde. Im Rahmen der Anhangangaben erfolgt bei den Umsatzerlösen jedoch eine Angabe des Betrags, der sich bei Anwendung des § 277 Abs. 1 HGB in der Fassung des BilRUG für das Vorjahr ergeben hätte. Infolge der Neudefinition der Umsatzerlöse haben sich auch die Zusammensetzung der Positionen „sonstige betriebliche Erträge“, „Herstellungskosten der zur Erzielung der Umsatzerlöse erbrachten Leistungen“ und „sonstige betriebliche Aufwendungen“ geändert. Eine Darstellung der entsprechenden Effekte erfolgt in den Erläuterungen der jeweiligen Position der Gewinn- und Verlustrechnung.; 2, 51, 10, 1 ;2016;Evonik Degussa GmbH;Jahresabschluss;PwC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Die Evonik Degussa GmbH verkauft und bezieht Strom. Die über den Verkauf als Teil des Preises vereinnahmten Umlagen werden ab dem Geschäftsjahr 2016 nicht mehr als durchlaufender Posten unter den sonstigen Verbindlichkeiten, sondern in der Gewinn- und Verlustrechnung als Umsatzerlöse ausgewiesen. Die im Rahmen des Bezuges zu entrichtenden Umlagen stellen aus Sicht der Evonik Degussa GmbH einen Teil der Herstellungskosten für den zu verkaufenden Strom dar und werden seit dem Geschäftsjahr 2016 unter den Herstellungskosten der zur Erzielung der Umsatzerlöse erbrachten Leistungen ausgewiesen. Infolge der geänderten Bilanzierung weist die Gesellschaft im Geschäftsjahr jeweils 33,4 Millionen € höhere Umsatzerlöse wie auch Herstellungskosten der zur Erzielung der Umsatzerlöse erbrachten Leistungen aus.; 51 ;2016;Evonik Degussa GmbH;Jahresabschluss;PwC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.2.2 Immaterielle Vermögensgegenstände und Sachanlagevermögen; 8.2, 8.7 ;2016;Evonik Degussa GmbH;Jahresabschluss;PwC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Entgeltlich von Dritten erworbene immaterielle Vermögensgegenstände des Anlagevermögens werden zu Anschaffungskosten einschließlich der Anschaffungsnebenkosten und abzüglich einzeln zuordenbarer Anschaffungspreisminderungen angesetzt und planmäßig über ihre voraussichtliche Nutzungsdauer linear abgeschrieben. Als Nutzungsdauer gelten grundsätzlich drei bis fünfzehn Jahre. Außerplanmäßige Ab- schreibungen werden bei voraussichtlich dauernder Wertminderung vorgenommen. Selbst geschaffene immaterielle Vermögensgegenstände werden nicht aktiviert.; 8.3, 8.4 ;2016;Evonik Degussa GmbH;Jahresabschluss;PwC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sachanlagen werden zu Anschaffungs- oder Herstellungskosten einschließlich der Anschaffungsnebenkosten und abzüglich einzeln zuordenbarer Anschaffungspreisminderungen angesetzt. Die Herstellungskosten der selbsterstellten Sachanlagen enthalten neben den Einzelkosten angemessene Teile der notwendigen Material- und Fertigungsgemeinkosten einschließlich der Abschreibungen, soweit sie durch die Fertigung veranlasst sind. Im Anlagenbau werden auch in der Planungsphase Fremdleistungen sowie um Gemeinkostenabschläge gekürzte Leistungen für Eigenengineering und eigene Werkstätten aktiviert.; 8.7, 8.11 ;2016;Evonik Degussa GmbH;Jahresabschluss;PwC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Zinsen für Fremdkapital werden grundsätzlich nicht aktiviert.; 9, 8.2 ;2016;Evonik Degussa GmbH;Jahresabschluss;PwC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Erhaltene Investitionszuschüsse und –zulagen, die der Gesellschaft ohne unmittelbare Gegenleistung gewährt werden, werden aktivisch ausgewiesen und führen jeweils zu einer Kürzung der Anschaffungs- und Herstellungskosten der geförderten Anlagen.; 8.2 ;2016;Evonik Degussa GmbH;Jahresabschluss;PwC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vor dem 1. Januar 2008 sowie im Geschäftsjahr 2009 zugegangene Wirtschaftsgüter des abnutzbaren Sachanlagevermögens werden, soweit steuerlich zulässig, degressiv – mit Übergang auf die lineare Abschrei- bungsmethode – abgeschrieben. Allerdings ist der Ergebniseffekt dieser Abschreibungen, die weiterhin nach § 254 bzw. § 280 Abs. 2 HGB a. F. aufgrund steuerrechtlicher Vorschriften vorgenommen oder beibehalten wurden von untergeordneter Bedeutung.; 8.7, 11 ;2016;Evonik Degussa GmbH;Jahresabschluss;PwC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Für Neuzugänge ab dem Geschäftsjahr 2010 kommt dagegen ausschließlich die lineare Abschreibungsmethode zur Anwendung. Der Bemessung der Abschreibungen der einzelnen Sachanlagegruppen liegen folgende betriebsgewöhnliche Nutzungsdauern zugrunde:; 8.7 ;2016;Evonik Degussa GmbH;Jahresabschluss;PwC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Nutzungsdauer der Sachanlagen in Jahren
Fabrik- und Geschäftsbauten sowie andere Bauten Betriebsvorrichtungen 10 bis 25 Maschinen und Apparate 6 bis 10
15 bis 40
Nutzungsdauer der Sachanlagen in Jahren
15 bis 20
Tank- und Verteilungsanlagen
Labor- und Forschungseinrichtungen
5
Fahrzeuge
5 bis 20
EDV-Anlagen
3 bis 7
Betriebs- und Geschäftsausstattung
5 bis 25                                                                                                                                                                                                                  "; 8.7 ;2016;Evonik Degussa GmbH;Jahresabschluss;PwC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Beim beweglichen Sachanlagevermögen werden Zugänge des Geschäftsjahres ab dem Monat des Zugangs linear pro rata temporis abgeschrieben. Selbstständig nutzbare bewegliche Gegenstände des Anlagever- mögens mit Anschaffungs- oder Herstellkosten bis zu einem Wert von 150 €, die der Abnutzung unterliegen, werden im Zeitpunkt ihres Zugangs als Aufwand erfasst. Anlagengegenstände deren Anschaffungs- oder Herstellungskosten über 150 €, aber nicht über 1.000 € liegen, werden seit 2008 im Jahr ihres Zugangs in einen Jahressammelposten eingestellt. Dieser wird im Jahr der Bildung sowie in den folgenden vier Geschäftsjahren jeweils zu einem Fünftel abgeschrieben. Nach ihrer Vollabschreibung werden die Sammelposten ausgebucht.; 8.7 ;2016;Evonik Degussa GmbH;Jahresabschluss;PwC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Steuerliche Sonderposten, die in vor dem 1. Januar 2010 beginnenden Geschäftsjahren gebildet worden sind, werden unter Anwendung der für sie geltenden Vorschriften in der bis zum 28. Mai 2009 geltenden Fassung des HGB beibehalten. Niedrigere Wertansätze, die auf steuerrechtlich begründeten Abschreibungen beruhen, werden entsprechend fortgeführt.; 8.7, 32 ;2016;Evonik Degussa GmbH;Jahresabschluss;PwC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bei voraussichtlich dauernden Wertminderungen, die über den nutzungsbedingten Werteverzehr hinausgehen, werden außerplanmäßige Abschreibungen vorgenommen.; 8.7, 55 ;2016;Evonik Degussa GmbH;Jahresabschluss;PwC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.2.3 Finanzanlagevermögen; 8.12 ;2016;Evonik Degussa GmbH;Jahresabschluss;PwC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Finanzanlagen werden zu Anschaffungskosten oder, bei voraussichtlich dauernden Wertminderungen, zu niedrigeren beizulegenden Zeitwerten bilanziert. Bei Wegfall der Gründe für die Abschreibungen werden entsprechende Zuschreibungen vorgenommen. Die in den Finanzanlagen enthaltenen Beteiligungen stellen gem. § 271 Abs. 1 S. 1 HGB Anteile an anderen Unternehmen dar, die bestimmt sind, dem eigenen Geschäftsbetrieb durch Herstellung einer dauernden Verbindung zu dienen.; 8.12, 8.15 ;2016;Evonik Degussa GmbH;Jahresabschluss;PwC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Unverzinsliche und niedrig verzinsliche Ausleihungen werden mit dem Barwert bzw. die übrigen Ausleihungen mit dem Nominalwert bilanziert.; 8.12, 8.14, 8.16, 8.18 ;2016;Evonik Degussa GmbH;Jahresabschluss;PwC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.2.4 Vorräte; 8.20 ;2016;Evonik Degussa GmbH;Jahresabschluss;PwC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vorräte werden zu Anschaffungs- oder Herstellungskosten unter Beachtung des Niederstwertprinzips bewertet. Die Anschaffungskosten werden nach der Durchschnittsmethode, zuzüglich Anschaffungsneben- kosten, ermittelt. Die Herstellungskosten umfassen neben den Einzelkosten auch angemessene Teile der Material- und Fertigungsgemeinkosten sowie den Werteverzehr des Anlagevermögens. Fremdkapitalzinsen werden nicht aktiviert. Bestandsrisiken aus verminderter Verwertbarkeit, erhöhter Lagerdauer oder Ähnliches werden durch Abwertungen berücksichtigt.; 8.20, 9 ;2016;Evonik Degussa GmbH;Jahresabschluss;PwC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Die unentgeltlich zugeteilten Emissionsrechte werden mit einem Erinnerungswert von 1 € unter den Vorräten bilanziert, die entgeltlich erworbenen Emissionsrechte zu Anschaffungskosten.; 8.20 ;2016;Evonik Degussa GmbH;Jahresabschluss;PwC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.2.5 Forderungen , sonstige Vermögensgegenstände und flüssige Mittel; 8.25 ;2016;Evonik Degussa GmbH;Jahresabschluss;PwC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Die Forderungen, sonstigen Vermögensgegenstände und flüssigen Mittel werden zum Nennwert bilanziert. Besonderen Risiken im Forderungsbestand wird durch Bildung von Einzelwertberichtigungen Rechnung getragen. Das allgemeine Kreditrisiko im Forderungsbestand wird mit einer Pauschalwertberichtigung berücksichtigt.; 8.25, 8.26, 8.27, 8.28, 8.29 ;2016;Evonik Degussa GmbH;Jahresabschluss;PwC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.2.6 Unterschiedsbetrag aus der Vermögensverrechnung; 8.25 ;2016;Evonik Degussa GmbH;Jahresabschluss;PwC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vermögensgegenstände, die dem Zugriff aller übrigen Gläubiger entzogen sind und ausschließlich der Erfüllung von Schulden aus Altersversorgungsverpflichtungen oder vergleichbaren langfristig fälligen Verpflichtungen dienen, werden mit den korrespondierenden Schulden verrechnet. Übersteigt der beizulegende Zeitwert der Vermögensgegenstände den Betrag der Schulden, wird der übersteigende Betrag als Unterschiedsbetrag aus der Vermögensverrechnung aktiviert.; 8.25 ;2016;Evonik Degussa GmbH;Jahresabschluss;PwC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.2.7 Gezeichnetes Kapital; 8.38 ;2016;Evonik Degussa GmbH;Jahresabschluss;PwC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Das gezeichnete Kapital (Stammkapital) ist mit dem Nennwert in der Bilanz angesetzt.; 8.38 ;2016;Evonik Degussa GmbH;Jahresabschluss;PwC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.2.8 Rückstellungen; 8.47 ;2016;Evonik Degussa GmbH;Jahresabschluss;PwC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Die Bewertung der Rückstellungen für Pensionen und ähnliche Verpflichtungen erfolgt gemäß § 253 Abs. 1 und 2 HGB nach dem Anwartschaftsbarwertverfahren für Leistungszusagen (Projected-Unit-Credit- Methode). Bei diesem Verfahren werden neben den am Bilanzstichtag bekannten Renten und erworbenen Anwartschaften auch künftig zu erwartende Steigerungen von Entgelten und Renten berücksichtigt. Die Bewertung basiert wie im Vorjahr auf den biometrischen Grundlagen der „Richttafeln 2005 G“ von Klaus Heubeck.; 8.48, 34 ;2016;Evonik Degussa GmbH;Jahresabschluss;PwC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Die Pensionsrückstellungen sowie sonstige langfristige Personalrückstellungen für Altersteilzeit, Pensionsurlaub, Vorruhestand, Entgeltfortzahlung im Todesfall, Jahresleistung und Jahresurlaub im Versorgungsfall, Jubiläum und Teile der Langzeitkonten werden versicherungsmathematisch berechnet.; 8.48, 34 ;2016;Evonik Degussa GmbH;Jahresabschluss;PwC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rückstellungen mit einer Restlaufzeit von mehr als einem Jahr werden gemäß § 253 Abs. 2 S. 1 HGB mit dem ihrer Restlaufzeit entsprechenden durchschnittlichen Marktzinssatz, der sich im Falle von Rückstel- lungen für Altersversorgungsverpflichtungen aus den vergangenen zehn Geschäftsjahren und im Falle sonstiger Rückstellungen aus den vergangenen sieben Geschäftsjahren ergibt, abgezinst. Die Änderung der Abzinsung von Rückstellungen für Altersversorgungsverpflichtungen mit einem Durchschnittszinssatz der letzten zehn statt der letzten sieben Geschäftsjahre ergibt sich aus der Neuregelung des Gesetzes zur Umsetzung der Wohnimmobilienkreditrichtlinie und zur Änderung handelsrechtlicher Vorschriften, welches am 21. März 2016 in Kraft getreten ist. Gemäß § 253 Abs. 6 S. 2 HGB unterliegt der Unterschiedsbetrag, welcher der Differenz zwischen der Pensionsrückstellung bewertet mit dem 10-jährigen Durchschnittszins zum Bilanzstichtag und der Pensionsrückstellung bewertet mit dem 7-jährigen Durchschnittszins zum Bilanzstichtag entspricht, abzüglich hierfür bilanzierter latenter Steuern, der Ausschüttungssperre. Der Effekt (Unterschiedsbetrag) aus der Änderung des Abzinsungssatzes wurde im Finanzergebnis erfasst.; 8.48, 35, 49 ;2016;Evonik Degussa GmbH;Jahresabschluss;PwC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Die Abzinsung der Rückstellungen erfolgt unter Ausübung des Wahlrechts gemäß § 253 Abs. 2 Satz 2 und 3 HGB für eine angenommene Laufzeit von 15 Jahren. Für die Bewertung zum 31. Dezember 2016 wird der entsprechende Zinssatz auf Basis der zum 30. November 2016 veröffentlichten Zinsinformationen auf den 31. Dezember 2016 prognostiziert. Er beträgt für die letzten sieben Geschäftsjahre 3,24 Prozent (Vorjahr: 3,89 Prozent) und für die letzten zehn Geschäftsjahre 4,01 Prozent. Diese sind identisch mit dem veröffentlichten Bundesbank-Zinssatz zum 31. Dezember 2016.; 8.48, 34 ;2016;Evonik Degussa GmbH;Jahresabschluss;PwC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Die der versicherungsmathematischen Bewertung der Verpflichtungen zugrunde gelegten Prämissen sind der nachstehenden Tabelle zu entnehmen:; 8.48, 34 ;2016;Evonik Degussa GmbH;Jahresabschluss;PwC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Versicherungsmathematische Prämissen in Prozent 2016 2015
Künftige Entgeltsteigerungen
2,50
2,50
Fluktuation
2,20
2,20
Künftige Rentensteigerungen
1,50
1,75"; 8.48, 34 ;2016;Evonik Degussa GmbH;Jahresabschluss;PwC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
