Anhang; Annotierung (Angabe Nummer in Anahngscheckliste) ;Geschäftsjahr;Gesellschaft;Abschlussart;Prüfer
"II. Angaben zum Konsolidierungskreis
";;2016;Amazonen-Werke H.Dreyer GmbH &Co.KG;Konzernabschluss;Ulrich Baller, Wirtschaftsprüfer
In den Konzernabschluss werden neben der AMAZONEN-WERKE H. Dreyer GmbH & Co. KG sämtliche wesentliche Unternehmen einbezogen, bei denen die AMAZONEN-WERKE H. Dreyer GmbH & Co. KG mit Mehrheit beteiligt ist.; 9.0 ;2016;Amazonen-Werke H.Dreyer GmbH &Co.KG;Konzernabschluss;Ulrich Baller, Wirtschaftsprüfer
Im Jahr 2016 wurde die Fa. Vogel & Noot Mezögepgyar Kft. im ungarischen Mosonmagyaróvár übernommen. Vogel & Noot zählte zu den bedeutendsten Pflugherstellern der Welt (ab 2017 Amazone Technology Kft.).; 85 ;2016;Amazonen-Werke H.Dreyer GmbH &Co.KG;Konzernabschluss;Ulrich Baller, Wirtschaftsprüfer
Daneben wurden im Konsolidierungskreis als Neugründungen erstmals berücksichtigt die Fa. AES GmbH, Veitsch (Österreich) sowie die Fa. Amazone Inc., New Brunswick (Kanada).; 85 ;2016;Amazonen-Werke H.Dreyer GmbH &Co.KG;Konzernabschluss;Ulrich Baller, Wirtschaftsprüfer
Im Konzernabschluss sind folgende Unternehmen einbezogen:; 68 ;2016;Amazonen-Werke H.Dreyer GmbH &Co.KG;Konzernabschluss;Ulrich Baller, Wirtschaftsprüfer
Voll konsolidierte Unternehmen; 68 ;2016;Amazonen-Werke H.Dreyer GmbH &Co.KG;Konzernabschluss;Ulrich Baller, Wirtschaftsprüfer
"Gesellschaft und Sitz Land Anteil in % Kapitalanteil/Gez. Kapital 31.12.2016 In EUR durchschn. Mitarbeiter 2016
Amazonen-Werke H. Dreyer GmbH & Co. KG, Hasbergen DE 100 45.450.000 1394
Gaster Landmaschinenfabrik GmbH, Hasbergen DE 100 44.000 -
BBG Beteiligungsgesellschaft mbH, Leipzig DE 100 30.000 -
BBG Bodenbearbeitungsgeräte GmbH & Co. KG, Leipzig DE 100 2.000.000 257
Amazone S.A., Auneau FR 99,750 1.000.000 79
Amazone Ltd., Doncaster GB 100 17.054 29
Amazone Beteiligungs-GmbH, Hasbergen DE 100 7.500.000 -
Eurotechnika AG, Samara RU 99,000 68.656 258
Amazone-Ukraina, Kiew UA 100 19.955 17
Amazone OOO, Podolsk RU 99,971 89.925 43
Amazonen-Werke Kft., Debrecen HU 100 23.484 13
TOO Amazone, Astana KZ 99,000 100.000 9
Amazone Orel OOO, Orel RU 99,900 101.343 2
Amazone Agricultural Machinery (Tianjin) Co., Ltd., Tianjin CN 100 800.000 6
AES GmbH, Veitsch AT 100 100.000 8
Vogel & Noot Mezögepgyar Kft., Mosonmagyaróvár HU 100 8.000.000 130
Amazone Inc., New Brunswick CA 100 27.380 1"; 68 ;2016;Amazonen-Werke H.Dreyer GmbH &Co.KG;Konzernabschluss;Ulrich Baller, Wirtschaftsprüfer
Gemäß 296 (2) HGB werden Tochter- und Beteiligungsgesellschaften nicht konsolidiert, die für die Darstellung der Vermögens-, Finanz-, und Ertragslage des Konzerns von untergeordneter Bedeutung sind.; 68, 89 ;2016;Amazonen-Werke H.Dreyer GmbH &Co.KG;Konzernabschluss;Ulrich Baller, Wirtschaftsprüfer
Nicht konsolidierte Unternehmen; 68, 89 ;2016;Amazonen-Werke H.Dreyer GmbH &Co.KG;Konzernabschluss;Ulrich Baller, Wirtschaftsprüfer
"Land in %
ProVis Service GmbH DE 5,000
RD Invest OOO RU 100,000
DKE-Data GmbH & Co. KG DE 8,915"; 68, 89 ;2016;Amazonen-Werke H.Dreyer GmbH &Co.KG;Konzernabschluss;Ulrich Baller, Wirtschaftsprüfer
Von dem Wahlrecht nach § 286 (3) HGB wird Gebrauch gemacht.; 74 ;2016;Amazonen-Werke H.Dreyer GmbH &Co.KG;Konzernabschluss;Ulrich Baller, Wirtschaftsprüfer
III. Angaben zu den Konsolidierungsmethoden;;2016;Amazonen-Werke H.Dreyer GmbH &Co.KG;Konzernabschluss;Ulrich Baller, Wirtschaftsprüfer
Kapitalkonsolidierung; 9.0 ;2016;Amazonen-Werke H.Dreyer GmbH &Co.KG;Konzernabschluss;Ulrich Baller, Wirtschaftsprüfer
Die Kapitalkonsolidierung wurde als Vollkonsolidierung nach der Neubewertungsmethode (§ 301 Abs. 1 Satz 2 HGB) ab 01.01.2010 durchgeführt. Dabei erfolgte die Verrechnung der Beteiligungsansätze gemäß § 301 Abs. 2 HGB mit dem (anteiligen) Eigenkapital auf der Grundlage der Wertansätze zu dem Zeitpunkt zu dem das Unternehmen Tochterunternehmen geworden ist; 9.0, 91 ;2016;Amazonen-Werke H.Dreyer GmbH &Co.KG;Konzernabschluss;Ulrich Baller, Wirtschaftsprüfer
"Der sich aus der Kapitalkonsolidierung in Vorjahren (Erstkonsolidierung 2002) ergebende aktivische Unterschiedsbetrag wurde saldiert; der sich ergebende Firmenwert wurde gemäß § 309 Abs. 1 Satz 3 HGB offen mit den Rücklagen verrechnet."; 9.0, 92 ;2016;Amazonen-Werke H.Dreyer GmbH &Co.KG;Konzernabschluss;Ulrich Baller, Wirtschaftsprüfer
Schuldenkonsolidierung; 9.0 ;2016;Amazonen-Werke H.Dreyer GmbH &Co.KG;Konzernabschluss;Ulrich Baller, Wirtschaftsprüfer
Die Schuldenkonsolidierung erfolgt nach § 303 Abs. 1 HGB durch Eliminierung der Forderungen mit den entsprechenden Verbindlichkeiten zwischen den in den Konzernabschluss einbezogenen Unternehmen.; 9.0 ;2016;Amazonen-Werke H.Dreyer GmbH &Co.KG;Konzernabschluss;Ulrich Baller, Wirtschaftsprüfer
Zwischengewinneliminierung; 9.0 ;2016;Amazonen-Werke H.Dreyer GmbH &Co.KG;Konzernabschluss;Ulrich Baller, Wirtschaftsprüfer
Die in den Vorräten zum 31.12.2016 enthaltenen Bestände aus Konzernlieferungen sind um konzerninterne Zwischengewinne bereinigt.; 9.0 ;2016;Amazonen-Werke H.Dreyer GmbH &Co.KG;Konzernabschluss;Ulrich Baller, Wirtschaftsprüfer
Aufwands- und Ertragskonsolidierung; 9.0 ;2016;Amazonen-Werke H.Dreyer GmbH &Co.KG;Konzernabschluss;Ulrich Baller, Wirtschaftsprüfer
Die Aufwands- und Ertragskonsolidierung erfolgt gemäß § 305 Abs. 1 HGB durch Verrechnung der Umsatzerlöse und sonstigen betrieblichen Erträge zwischen den Konzernunternehmen mit den auf sie entfallenden Aufwendungen. Die Zinserträge und ähnlichen Erträge sind ebenso mit den entsprechenden Aufwendungen verrechnet worden.; 9.0 ;2016;Amazonen-Werke H.Dreyer GmbH &Co.KG;Konzernabschluss;Ulrich Baller, Wirtschaftsprüfer
Konzerneigenkapital; 9.0 ;2016;Amazonen-Werke H.Dreyer GmbH &Co.KG;Konzernabschluss;Ulrich Baller, Wirtschaftsprüfer
Die Entwicklung des Konzerneigenkapitals wurde erstmalig in Anwendung des Deutschen Rechnungslegungs Standard (DRS) Nr. 22 und nicht wie im Vorjahr nach DRS 7 dargestellt; 9.0 ;2016;Amazonen-Werke H.Dreyer GmbH &Co.KG;Konzernabschluss;Ulrich Baller, Wirtschaftsprüfer
Währungsumrechnung; 9.0 ;2016;Amazonen-Werke H.Dreyer GmbH &Co.KG;Konzernabschluss;Ulrich Baller, Wirtschaftsprüfer
Für die Währungsumrechnung wurde 2016 die modifizierte Stichtagskursmethode angewendet. Die Posten der Gewinn- und Verlustrechnung wurden mit Jahresdurchschnittskursen umgerechnet, die Bilanzpositionen (ohne Eigenkapital) mit Stichtagskursen und das Eigenkapital mit historischen Kursen.; 9.0 ;2016;Amazonen-Werke H.Dreyer GmbH &Co.KG;Konzernabschluss;Ulrich Baller, Wirtschaftsprüfer
"Stichtagskurse 31.12.2015 Stichtagskurse 31.12.2016 Durchschnittskurse 2015 Durchschnittskurse 2016
1,00 EUR/0,73395 GBP 1,00 EUR/0,85618 GBP 1,00 EUR/0,72584 GBP 1,00 EUR/0,81948 GBP
1,00 EUR/80,67360 RUB 1,00 EUR/64,30000 RUB 1,00 EUR/68,07200 RUB 1,00 EUR/74,14460 RUB
1,00 EUR/26,17110 UAH 1,00 EUR/28,42260 UAH 1,00 EUR/24,34674 UAH 1,00 EUR/28,32476 UAH
1,00 EUR/315,98000 HUF 1,00 EUR/309,83000 HUF 1,00 EUR/310,00000 HUF 1,00 EUR/311,44000 HUF
1,00 EUR/370,98000 KZT 1,00 EUR/352,42000 KZT 1,00 EUR/249,15000 KZT 1,00 EUR/378,27000 KZT
1,00 EUR/7,06080 CNY 1,00 EUR/7,32020 CNY 1,00 EUR/6,97330 CNY 1,00 EUR/7,35220 CNY
1,00 EUR/1,51160 CAD 1,00 EUR/1,41880 CAD 1,00 EUR/1,41860 CAD 1,00 EUR/1,46590 CAD"; 9.0 ;2016;Amazonen-Werke H.Dreyer GmbH &Co.KG;Konzernabschluss;Ulrich Baller, Wirtschaftsprüfer
IV. Angaben zu den Bilanzierungs- und Bewertungsmethoden;;2016;Amazonen-Werke H.Dreyer GmbH &Co.KG;Konzernabschluss;Ulrich Baller, Wirtschaftsprüfer
"Die Jahresabschlüsse der einbezogenen Unternehmen werden einheitlich nach den bei der Muttergesellschaft angewandten Bilanzierungs- und Bewertungsmethoden aufgestellt.
"; 9.0 ;2016;Amazonen-Werke H.Dreyer GmbH &Co.KG;Konzernabschluss;Ulrich Baller, Wirtschaftsprüfer
a) Anlagevermögen; 9.1 ;2016;Amazonen-Werke H.Dreyer GmbH &Co.KG;Konzernabschluss;Ulrich Baller, Wirtschaftsprüfer
Bei der Muttergesellschaft als auch bei den Tochterunternehmen wurde die Abschreibung einheitlich linear berechnet. Die Nutzungsdauer wird konzerneinheitlich nach den Grundsätzen der Muttergesellschaft vorgegeben.; 9.1 ;2016;Amazonen-Werke H.Dreyer GmbH &Co.KG;Konzernabschluss;Ulrich Baller, Wirtschaftsprüfer
 Immaterielle Vermögensgegenstände; 9.2 ;2016;Amazonen-Werke H.Dreyer GmbH &Co.KG;Konzernabschluss;Ulrich Baller, Wirtschaftsprüfer
"Erworbene immaterielle Vermögensgegenstände wie Software, Lizenzen und ähnliche Rechte werden mit ihren Anschaffungskosten aktiviert und mit der betriebsgewöhnlichen Nutzungsdauer von 3 - 5 Jahren, Geschäfts- oder Firmenwerte („Goodwill“) von 4 Jahren, abgeschrieben.
"; 9.4, 14 ;2016;Amazonen-Werke H.Dreyer GmbH &Co.KG;Konzernabschluss;Ulrich Baller, Wirtschaftsprüfer
Sachanlagen; 9.7 ;2016;Amazonen-Werke H.Dreyer GmbH &Co.KG;Konzernabschluss;Ulrich Baller, Wirtschaftsprüfer
Die Sachanlagen werden mit Anschaffungs- oder Herstellungskosten bewertet. Sie werden, soweit abnutzbar, über ihre voraussichtliche Nutzungsdauer abgeschrieben.; 9.7 ;2016;Amazonen-Werke H.Dreyer GmbH &Co.KG;Konzernabschluss;Ulrich Baller, Wirtschaftsprüfer
Bei Gebäuden wird eine betriebsgewöhnliche Nutzungsdauer von 20 bis 50 Jahren zugrunde gelegt.; 9.8 ;2016;Amazonen-Werke H.Dreyer GmbH &Co.KG;Konzernabschluss;Ulrich Baller, Wirtschaftsprüfer
Die Sachanlagen werden mit einer Nutzungsdauer zwischen 3 und 12 Jahren bewertet.; 9.9, 9.10, 9.11 ;2016;Amazonen-Werke H.Dreyer GmbH &Co.KG;Konzernabschluss;Ulrich Baller, Wirtschaftsprüfer
Geringwertige Wirtschaftsgüter (150,00 bis 410,00 EUR) werden im Zugangsjahr voll abgeschrieben.; 9.7 ;2016;Amazonen-Werke H.Dreyer GmbH &Co.KG;Konzernabschluss;Ulrich Baller, Wirtschaftsprüfer
Beteiligungen; 9.15 ;2016;Amazonen-Werke H.Dreyer GmbH &Co.KG;Konzernabschluss;Ulrich Baller, Wirtschaftsprüfer
Beteiligungen sind bei der Muttergesellschaft mit den Anschaffungskosten bewertet.; 9.15 ;2016;Amazonen-Werke H.Dreyer GmbH &Co.KG;Konzernabschluss;Ulrich Baller, Wirtschaftsprüfer
b) Umlaufvermögen; 9.19 ;2016;Amazonen-Werke H.Dreyer GmbH &Co.KG;Konzernabschluss;Ulrich Baller, Wirtschaftsprüfer
Vorräte; 9.20 ;2016;Amazonen-Werke H.Dreyer GmbH &Co.KG;Konzernabschluss;Ulrich Baller, Wirtschaftsprüfer
Roh-, Hilfs- und Betriebsstoffe sowie Handelswaren werden mit den durchschnittlichen Anschaffungskosten bewertet.; 9.21, 9.23 ;2016;Amazonen-Werke H.Dreyer GmbH &Co.KG;Konzernabschluss;Ulrich Baller, Wirtschaftsprüfer
"Die unfertigen Erzeugnisse und die Fertigerzeugnisse werden mit den Materialeinzelkosten, den Fertigungseinzelkosten und den direkt zurechenbaren Material- und Fertigungsgemeinkosten bewertet.
"; 9.22, 9.23 ;2016;Amazonen-Werke H.Dreyer GmbH &Co.KG;Konzernabschluss;Ulrich Baller, Wirtschaftsprüfer
Länger am Lager liegende Teile bzw. Teile mit geminderter Verwertbarkeit werden mit zusätzlichen Abschlägen bewertet.; 9.20 ;2016;Amazonen-Werke H.Dreyer GmbH &Co.KG;Konzernabschluss;Ulrich Baller, Wirtschaftsprüfer
Forderungen und sonstige Vermögensgegenstände; 9.25 ;2016;Amazonen-Werke H.Dreyer GmbH &Co.KG;Konzernabschluss;Ulrich Baller, Wirtschaftsprüfer
Forderungen und sonstige Vermögensgegenstände werden mit dem Nominalwert bilanziert. Erwartete Forderungsausfälle werden durch Wertberichtigungen berücksichtigt.; 9.25 ;2016;Amazonen-Werke H.Dreyer GmbH &Co.KG;Konzernabschluss;Ulrich Baller, Wirtschaftsprüfer
Schecks, Bank- und Kassenbestände; 9.33 ;2016;Amazonen-Werke H.Dreyer GmbH &Co.KG;Konzernabschluss;Ulrich Baller, Wirtschaftsprüfer
Die in der Bilanz ausgewiesenen Werte sind zum Nennwert angesetzt.; 9.33 ;2016;Amazonen-Werke H.Dreyer GmbH &Co.KG;Konzernabschluss;Ulrich Baller, Wirtschaftsprüfer
Rückstellungen; 9.47 ;2016;Amazonen-Werke H.Dreyer GmbH &Co.KG;Konzernabschluss;Ulrich Baller, Wirtschaftsprüfer
Rückstellungen werden für sämtliche am Bilanzstichtag erkennbare Risiken, die vor dem Bilanzstichtag entstanden sind, gebildet.; 9.47 ;2016;Amazonen-Werke H.Dreyer GmbH &Co.KG;Konzernabschluss;Ulrich Baller, Wirtschaftsprüfer
Die Bewertung der Pensionsverpflichtungen im Inland wurde auf Basis des Bilanzrechtsmodernisierungsgesetzes (BilMoG - BGBl Nr. 27 vom 28.05.2009, S. 1102) durchgeführt.; 9.48, 35 ;2016;Amazonen-Werke H.Dreyer GmbH &Co.KG;Konzernabschluss;Ulrich Baller, Wirtschaftsprüfer
Der Rückstellungsbetrag ist unter Einbeziehung von Trendannahmen hinsichtlich der zukünftigen Anwartschafts- bzw. Rentenentwicklung sowie evtl. Fluktuationswahrscheinlichkeiten zu ermitteln.; 9.48, 35 ;2016;Amazonen-Werke H.Dreyer GmbH &Co.KG;Konzernabschluss;Ulrich Baller, Wirtschaftsprüfer
"Als biometrische Rechnungsgrundlage wurden die ""Richttafeln 2005 G"" von Klaus Heubeck verwendet."; 9.48, 35 ;2016;Amazonen-Werke H.Dreyer GmbH &Co.KG;Konzernabschluss;Ulrich Baller, Wirtschaftsprüfer
Die Berechnungen wurden unter Verwendung der modifizierten Teilwertmethode durchgeführt. Als Ausscheideordnung dienten die Richttafeln von Heubeck 2005 G. Es ergeben sich folgende Berechnungsgrundlagen:; 9.48, 35 ;2016;Amazonen-Werke H.Dreyer GmbH &Co.KG;Konzernabschluss;Ulrich Baller, Wirtschaftsprüfer
"Zinsfuß: 4,01 %  
Aktiventrend: 1,50 %  
Rententrend: 1,50 %  
Fluktuation: Alter 20: 5 %
  linear fallend bis Alter 45: 0 %
Endalter: 63"; 9.48, 35 ;2016;Amazonen-Werke H.Dreyer GmbH &Co.KG;Konzernabschluss;Ulrich Baller, Wirtschaftsprüfer
"Angabe zum Unterschiedsbetrag von Altersversorgungsverpflichtungen gem. § 253 Abs. 6 S. 3 HGB
"; 9.48, 36 ;2016;Amazonen-Werke H.Dreyer GmbH &Co.KG;Konzernabschluss;Ulrich Baller, Wirtschaftsprüfer
"Der Unterschiedsbetrag zwischen dem Ansatz der Rückstellungen nach Maßgabe des entsprechenden durchschnittlichen Marktzinssatzes aus den vergangenen zehn Geschäftsjahren und dem Ansatz der Rückstellungen nach Maßgabe des entsprechenden durchschnittlichen Marktzinssatzes aus den vergangenen sieben Geschäftsjahren beträgt 832.878,00 €.
"; 9.48, 36 ;2016;Amazonen-Werke H.Dreyer GmbH &Co.KG;Konzernabschluss;Ulrich Baller, Wirtschaftsprüfer
d) Verbindlichkeiten; 9.51 ;2016;Amazonen-Werke H.Dreyer GmbH &Co.KG;Konzernabschluss;Ulrich Baller, Wirtschaftsprüfer
Verbindlichkeiten werden mit dem Erfüllungsbetrag angesetzt. Fremdwährungsverhältnisse werden mit dem Stichtagskurs umgerechnet.; 9.51 ;2016;Amazonen-Werke H.Dreyer GmbH &Co.KG;Konzernabschluss;Ulrich Baller, Wirtschaftsprüfer
e) Latente Steuern; 9.35, 9.64, 25 ;2016;Amazonen-Werke H.Dreyer GmbH &Co.KG;Konzernabschluss;Ulrich Baller, Wirtschaftsprüfer
"Latente Steuern werden entsprechend § 306 HGB für alle ergebniswirksamen Konsolidierungsmaßnahmen gebildet. Aktive und passive latente Steuern werden unsaldiert ausgewiesen. Es wird auf die Erläuterungen zur Bilanz verwiesen.
"; 9.35, 9.64, 25 ;2016;Amazonen-Werke H.Dreyer GmbH &Co.KG;Konzernabschluss;Ulrich Baller, Wirtschaftsprüfer
V. Angaben zur Konzernbilanz;;2016;Amazonen-Werke H.Dreyer GmbH &Co.KG;Konzernabschluss;Ulrich Baller, Wirtschaftsprüfer
"1. Entwicklung des Anlagevermögens in 2016
Anschaffungs- und Herstellungskosten
Bestand   
01.01.2016 Zugang Abgang KK-Änder.
I. Immaterielle Vermögensgegenstände        
1. Konzessionen, gewerbl. Schutzrechte und ähnliche Rechte und Werte sowie Lizenzen 5.178.465,71 948.811,57 -57.370,21 2.257.192,63
2. Geschäfts- oder Firmenwert 2.744.493,27 0,00 0,00 2.564,99
3. Anzahlungen auf immaterielle Vermögensgegenstände 0,00 211.048,00 0,00 0,00
  7.922.958,98 1.159.859,57 -57.370,21 2.259.757,62
II. Sachanlagen        
1. Grundstücke, grundstücksgleiche Rechte und Bauten einschl. der Bauten auf fremden Grundstücken 47.011.757,67 4.056.615,79 -283.219,68 5.594.892,14
2. Technische Anlagen und Maschinen 56.407.281,33 5.965.827,37 -4.518.043,46 11.002.235,79
3. Andere Anlagen, Betriebs- und Geschäftsausstattung 36.063.117,17 2.124.946,15 -3.465.911,78 1.918.724,58
4. Sachanlagen im Bau und Anzahlungen auf Sachanlagen 1.536.216,27 5.657.911,87 -589.662,03 0,00
  141.018.372,44 17.805.301,18 -8.856.836,95 18.515.852,51
  148.941.331,42 18.965.160,75 -8.914.207,16 20.775.610,13
Anschaffungs- und Herstellungskosten
Währungs- Bestand
Umbuchungen Differenz 31.12.2016
I. Immaterielle Vermögensgegenstände      
1. Konzessionen, gewerbl. Schutzrechte und ähnliche Rechte und Werte sowie Lizenzen 0,00 21.839,00 8.348.938,70
2. Geschäfts- oder Firmenwert 0,00 0,00 2.747.058,26
3. Anzahlungen auf immaterielle Vermögensgegenstände 0,00 0,00 211.048,00
  0,00 21.839,00 11.307.044,96
II. Sachanlagen      
1. Grundstücke, grundstücksgleiche Rechte und Bauten einschl. der Bauten auf fremden Grundstücken 2.040.269,67 668.114,52 59.088.430,11
2. Technische Anlagen und Maschinen 1.881.368,02 605.716,94 71.344.385,99
3. Andere Anlagen, Betriebs- und Geschäftsausstattung 268.661,76 -199.394,20 36.710.143,68
4. Sachanlagen im Bau und Anzahlungen auf Sachanlagen -4.190.299,45 73.481,02 2.487.647,68
  0,00 1.147.918,28 169.630.607,46
  0,00 1.169.757,28 180.937.652,42"; 5.1, 15 ;2016;Amazonen-Werke H.Dreyer GmbH &Co.KG;Konzernabschluss;Ulrich Baller, Wirtschaftsprüfer
"Abschreibungen
Bestand   
01.01.2016 Zugang Abgang KK-Änder.
I. Immaterielle Vermögensgegenstände        
1. Konzessionen, gewerbl. Schutzrechte und ähnliche Rechte und Werte sowie Lizenzen -4.011.003,90 -990.038,44 57.369,21 -2.254.379,13
2. Geschäfts- oder Firmenwert -2.744.493,27 -2.564,99 0,00 0,00
3. Anzahlungen auf immaterielle Vermögensgegenstände 0,00 0,00 0,00 0,00
  -6.755.497,17 -992.603,43 57.369,21 -2.254.379,13
II. Sachanlagen        
1. Grundstücke, grundstücksgleiche Rechte und Bauten einschl. der Bauten auf fremden Grundstücken -21.519.676,45 -3.398.239,54 251.687,60 -1.671.397,13
2. Technische Anlagen und Maschinen -43.104.679,80 -5.682.808,05 4.489.046,76 -10.442.631,34
3. Andere Anlagen, Betriebs- und Geschäftsausstattung -22.265.569,09 -4.470.136,04 2.966.822,20 -1.694.725,22
4. Sachanlagen im Bau und Anzahlungen auf Sachanlagen 0,00 0,00 0,00 0,00
  -86.889.925,34 -13.551.183,63 7.707.556,56 -13.808.753,69
  -93.645.422,51 -14.543.787,06 7.764.925,77 -16.063.132,82
Abschreibungen
Währungs- Bestand
Umbuchungen Differenz 31.12.2016
I. Immaterielle Vermögensgegenstände      
1. Konzessionen, gewerbl. Schutzrechte und ähnliche Rechte und Werte sowie Lizenzen 0,00 -13.602,70 -7.211.654,96
2. Geschäfts- oder Firmenwert 0,00 0,00 -2.747.058,26
3. Anzahlungen auf immaterielle Vermögensgegenstände 0,00 0,00 0,00
  0,00 -13.602,70 -9.958.713,22
II. Sachanlagen      
1. Grundstücke, grundstücksgleiche Rechte und Bauten einschl. der Bauten auf fremden Grundstücken -7.666,89 37.538,51 -26.307.753,90
2. Technische Anlagen und Maschinen 24.863,98 -147.822,78 -54.864.031,23
3. Andere Anlagen, Betriebs- und Geschäftsausstattung -17.197,09 -116.829,30 -25.597.634,54
4. Sachanlagen im Bau und Anzahlungen auf Sachanlagen 0,00 0,00 0,00
  0,00 -227.113,57 -106.769.419,67
  0,00 -240.716,27 -116.728.132,89"; 5.1, 15, 16 ;2016;Amazonen-Werke H.Dreyer GmbH &Co.KG;Konzernabschluss;Ulrich Baller, Wirtschaftsprüfer
"Restbuchwert
Bestand Bestand
01.01.2016 31.12.2016
I. Immaterielle Vermögensgegenstände    
1. Konzessionen, gewerbl. Schutzrechte und ähnliche Rechte und Werte sowie Lizenzen 1.167.461,81 1.137.283,74
2. Geschäfts- oder Firmenwert 0,00 0,00
3. Anzahlungen auf immaterielle Vermögensgegenstände 0,00 211.048,00
  1.167.461,81 1.348.331,74
II. Sachanlagen    
1. Grundstücke, grundstücksgleiche Rechte und Bauten einschl. der Bauten auf fremden Grundstücken 25.492.081,22 32.780.676,21
2. Technische Anlagen und Maschinen 13.302.601,53 16.480.354,76
3. Andere Anlagen, Betriebs- und Geschäftsausstattung 13.797.548,08 11.112.509,14
4. Sachanlagen im Bau und Anzahlungen auf Sachanlagen 1.536.216,27 2.487.647,68
  54.128.447,10 62.861.187,79
  55.295.908,91 64.209.519,53"; 5.1, 15 ;2016;Amazonen-Werke H.Dreyer GmbH &Co.KG;Konzernabschluss;Ulrich Baller, Wirtschaftsprüfer
"2. Erläuterungen zu den Finanzanlagen

31.12.2016 31.12.2015
Beteiligungen 56.393,80 61.011,17
Wertpapiere des Anlagevermögens 0,00 0,00
Sonstige Ausleihungen 25.208.688,26 19.408.620,47
Finanzanlagen 25.265.082,06 19.469.631,64"; 5.13 ;2016;Amazonen-Werke H.Dreyer GmbH &Co.KG;Konzernabschluss;Ulrich Baller, Wirtschaftsprüfer
