; Annotierung (Angabe Nummer in Anahngscheckliste) ;Geschäftsjahr;Gesellschaft;Abschlussart;Prüfer
2. Angaben zu den Bilanzierungs- und Bewertungsmethoden;;2016;GmbH;Jahresabschluss;PwC
"Entgeltlich von Dritten erworbene immaterielle Vermögensgegenstände werden zu Anschaffungskosten angesetzt und linear über
die geschätzte betriebliche Nutzungsdauer (zwischen drei und 20 Jahren) abgeschrieben. Falls notwendig, werden außerplanmäßige
Abschreibungen vorgenommen. Der aus der Akquisition des Mercedes-Benz TrailerAxleSystems Geschäfts resultierende Geschäftsoder
Firmenwert gilt als zeitlich begrenzt nutzbarer Vermögensgegenstand und wird über die betriebliche Nutzungsdauer von fünf
Jahren abgeschrieben."; 8.4, 14 ;2016;GmbH;Jahresabschluss;PwC
"Gegenstände des Sachanlagevermögens werden mit ihren Anschaffungs- oder Herstellungskosten angesetzt und soweit abnutzbar
entsprechend der betriebsgewöhnlichen Nutzungsdauer (zwischen einem und 50 Jahren) linear abgeschrieben. Soweit die
beizulegenden Werte einzelner Vermögensgegenstände ihren Buchwert unterschreiten, werden zusätzlich außerplanmäßige
Abschreibungen bei voraussichtlich dauernder Wertminderung vorgenommen. Zinsen für Fremdkapital gem. § 255 Abs. 3 S. 2 HGB
werden nicht aktiviert."; 8.7, 9, 17 ;2016;GmbH;Jahresabschluss;PwC
"In Bezug auf die Bilanzierung geringwertiger Wirtschaftsgüter wird seit dem 1. Januar 2008 handelsrechtlich analog die
steuerrechtliche Regelung des § 6 Abs. 2 und Abs. 2a EStG angewendet. Anschaffungs- oder Herstellungskosten von abnutzbaren
beweglichen Wirtschaftsgütern des Anlagevermögens, die einer selbständigen Nutzung fähig sind, werden im Wirtschaftsjahr der
Anschaffung, Herstellung oder Einlage in voller Höhe als Aufwand erfasst, wenn die Anschaffungs- oder Herstellungskosten,
vermindert um einen darin enthaltenen Vorsteuerbetrag, für das einzelne Wirtschaftsgut € 150 nicht übersteigen. Für geringwertige
Wirtschaftsgüter, deren Anschaffungs- oder Herstellungskosten, vermindert um einen darin enthaltenen Vorsteuerbetrag, mehr als €
150 und bis zu € 1.000 betragen, wird ein jährlicher Sammelposten im Sinne des § 6 Abs. 2a EStG gebildet. Der jährliche
Sammelposten wird über fünf Jahre gewinnmindernd aufgelöst. Insgesamt sind die geringwertigen Wirtschaftsgüter von
untergeordneter Bedeutung."; 8.7 ;2016;GmbH;Jahresabschluss;PwC
"Die Finanzanlagen werden zu Anschaffungskosten angesetzt. Abschreibungen werden bei voraussichtlich dauerhafter
Wertminderung vorgenommen. Bei Wegfall der Gründe für die Abschreibungen werden entsprechende Zuschreibungen
vorgenommen."; 8.12 ;2016;GmbH;Jahresabschluss;PwC
Ausleihungen sind grundsätzlich zum Nominalwert bilanziert. Wertminderungen wird durch Wertberichtigungen Rechnung getragen.; 8.18 ;2016;GmbH;Jahresabschluss;PwC
"Innerhalb der Vorräte sind die Roh-, Hilfs- und Betriebsstoffe sowie die Waren zu Anschaffungskosten oder niedrigeren
beizulegenden Werten bewertet. Die Ermittlung der Anschaffungskosten erfolgt anhand des Durchschnittswertverfahrens. Die
unfertigen und fertigen Erzeugnisse werden zu Herstellungskosten bewertet. Die verlustfreie Bewertung wird beachtet. Die
Herstellungskosten umfassen Fertigungsmaterial, Fertigungslöhne sowie angemessene Anteile an Material- und
Fertigungsgemeinkosten sowie anteilige Abschreibung auf Maschinen. Auf die Vorräte wurden angemessene Gängigkeitsabschläge
vorgenommen."; 8.20 ;2016;GmbH;Jahresabschluss;PwC
"Die Forderungen, die sonstigen Vermögensgegenstände und die flüssigen Mittel sind zu Nominalwerten angesetzt. Die
Rückdeckungsversicherung, die unter den sonstigen Vermögensgegenständen ausgewiesen ist, wird zu Anschaffungskosten
angesetzt."; 8.25 ;2016;GmbH;Jahresabschluss;PwC
"Für Forderungen werden angemessene Einzelwertberichtigungen vorgenommen, sofern Umstände bekannt sind, die Zweifel an der
Einbringlichkeit der Forderungen aufkommen lassen. Dem allgemeinen Kreditausfallrisiko wird durch eine pauschale 1 %ige
Wertberichtigung der Nettoforderungen Rechnung getragen."; 8.25 ;2016;GmbH;Jahresabschluss;PwC
"Bei Erfüllung der Anforderungen an die Aufrechnungslage werden die Salden gegenüber den gleichen verbundenen Unternehmen
saldiert ausgewiesen."; 8.27 ;2016;GmbH;Jahresabschluss;PwC
"Für sonstige Vermögensgegenstände werden bei Zweifel an der Werthaltigkeit ebenfalls angemessene Wertberichtigungen
vorgenommen."; 8.29 ;2016;GmbH;Jahresabschluss;PwC
"Der aktive Rechnungsabgrenzungsposten beinhaltet Vorauszahlungen für Aufwendungen der folgenden Jahre. Die Bewertung
erfolgt zu Nominalwerten."; 8.34, 22 ;2016;GmbH;Jahresabschluss;PwC
Das gezeichnete Kapital wird zum Nennwert bilanziert.; 8.38 ;2016;GmbH;Jahresabschluss;PwC
"Rückstellungen werden in Höhe des nach vernünftiger kaufmännischer Beurteilung notwendigen Erfüllungsbetrages angesetzt.
Rückstellungen mit einer Restlaufzeit von mehr als einem Jahr sind mit dem ihrer Restlaufzeit entsprechenden durchschnittlichen
Marktzinssatz der vergangenen sieben Geschäftsjahre abgezinst."; 8.47, 34 ;2016;GmbH;Jahresabschluss;PwC
"Die Rückstellungen für Pensionen werden auf der Grundlage versicherungsmathematischer Berechnung nach dem
Anwartschaftsbarwertverfahren unter Berücksichtigung der Richttafeln 2005 G von Prof. Dr. Heubeck bewertet. Die Rückstellungen
für Pensionen und ähnliche Verpflichtungen werden pauschal mit dem von der Deutschen Bundesbank für November 2016
veröffentlichten durchschnittlichen Marktzinssatz der vergangenen zehn Jahre abgezinst, der sich bei einer angenommenen
Restlaufzeit von 15 Jahren ergibt. Die Änderung der Abzinsung von Rückstellungen für Altersversorgungsverpflichtungen mit einem
Durchschnittszinssatz der letzten zehn statt der letzten sieben Geschäftsjahre ergibt sich aus der Neuregelung des Gesetzes zur
Umsetzung der Wohnimmobilienkreditrichtlinie und zur Änderung handelsrechtlicher Vorschriften, welches am 21. März 2016 in Kraft
getreten ist. Gemäß § 253 Abs. 6 S. 2 HGB unterliegt der Unterschiedsbetrag, welcher der Differenz zwischen der
Pensionsrückstellung bewertet mit dem 10-jährigen Durchschnittszins zum Bilanzstichtag und der Pensionsrückstellung bewertet mit
dem 7-jährigen Durchschnittszins zum Bilanzstichtag entspricht, einer Ausschüttungssperre. Der Effekt (Unterschiedsbetrag) aus der
Änderung des Abzinsungssatzes wurde im operativen Ergebnis als Minderung des Altersversorgungsaufwands erfasst. Der 10-Jahres-
Durchschnittszinssatz beträgt 4,03 % (7-Jahres-Durchschnittszinssatz 3,28 %). Bei der Ermittlung der Rückstellungen für Pensionen
und ähnliche Verpflichtungen wurden jährliche Lohn- und Gehaltssteigerungen von 2,0 %, Rentensteigerungen von jährlich 2,0 %
und Fluktuationswahrscheinlichkeiten von 0 % zugrunde gelegt."; 8.48, 31, 34, 35 ;2016;GmbH;Jahresabschluss;PwC
"Die Verpflichtungen aus Pensionen und ähnliche Verpflichtungen werden mit den Vermögensgegenständen, die ausschließlich der
Erfüllung der Altersversorgungs- und ähnlichen Verpflichtungen dienen und dem Zugriff fremder Dritter entzogen sind (sog.
Deckungsvermögen), verrechnet. Ein sich ergebender aktivischer Überhang aus der Verrechnung wird in der Bilanz als aktiver
Unterschiedsbetrag aus der Vermögensverrechnung ausgewiesen. Die bestehenden Rückdeckungsversicherungsansprüche
werden auf Basis der Mitteilungen der Versicherer mit den Anschaffungskosten (Deckungskapital zuzüglich Überschussbeteiligung)
zum Bilanzstichtag bewertet. Erfolgswirkungen aus Änderungen des Abzinsungssatzes werden genauso wie die laufenden Erträge
sowie Erfolgswirkungen aus Zeitwertänderungen des Deckungsvermögens verrechnet und im Finanzergebnis erfasst."; 8.36, 37 ;2016;GmbH;Jahresabschluss;PwC
Die Garantieleistungen werden mit dem Barwert angesetzt. Der verwendete Zinssatz beläuft sich auf 1,59 %.; 8.0, 34 ;2016;GmbH;Jahresabschluss;PwC
"Die Jubiläumsrückstellungen werden seit dem Geschäftsjahr 2016 auf der Grundlage versicherungsmathematischer Berechnung
nach der PUC-Methode unter Berücksichtigung der Richttafeln 2005 G von Prof. Dr. Heubeck bewertet. Die Rückstellungen fürJubiläumsverpflichtungen werden pauschal mit dem von der Deutschen Bundesbank für November 2016 veröffentlichten durchschnittlichen Marktzinssatz der vergangenen sieben Jahre abgezinst, der sich bei einer angenommenen Restlaufzeit von 15 Jahren ergibt. Der Zinssatz beträgt 3,28 %. Bei der mittlung der Jubiläumsrückstellungen wurden keine jährlichen Lohn- und Gehaltssteigerungen zugrunde gelegt. Bis zum Geschäftsjahr 2015 wurden die Jubiläumsrückstellungen entsprechend den Leistungen
nach der Betriebsvereinbarung gebildet und zum Barwert angesetzt."; 8.50, 34 ;2016;GmbH;Jahresabschluss;PwC
Die Verbindlichkeiten sind zu Erfüllungsbeträgen angesetzt.; 8.51 ;2016;GmbH;Jahresabschluss;PwC
"Kurzfristige Fremdwährungsforderungen und -verbindlichkeiten (Restlaufzeit von einem Jahr oder weniger) werden zum
Devisenkassamittelkurs am Bilanzstichtag umgerechnet. Geschäftsvorfälle in fremder Währung werden grundsätzlich mit dem
historischen Kurs zum Zeitpunkt der Erstverbuchung erfasst. Aus Vereinfachungsgründen erfolgt die unterjährige Verbuchung mit
dem Devisenkassamittelkurs vom letzten Tag des Vormonats."; 8.0 ;2016;GmbH;Jahresabschluss;PwC
"Langfristige Fremdwährungsforderungen werden zum Devisenbriefkurs bei Entstehung der Forderung oder zum niedrigeren
beizulegenden Wert, unter Zugrundelegung des Devisenkassamittelkurses am Abschlussstichtag, angesetzt (Imparitätsprinzip).
Langfristige Fremdwährungsverbindlichkeiten werden zum Devisengeldkurs bei Entstehung der Verbindlichkeit oder zum
höheren Stichtagskurswert, unter Zugrundelegung des Devisenkassamittelkurses am Abschlussstichtag, bewertet
(Imparitätsprinzip)."; 8.0 ;2016;GmbH;Jahresabschluss;PwC
"Im Geschäftsjahr 2016 wurden folgende Abweichungen von in Vorperioden angewandten Darstellungs-, Bilanzierungs- und/oder
Bewertungsmethoden vorgenommen: Durch das BilRuG wurde das gesetzliche Gliederungsschema der Gewinn- und Verlustrechnung
geändert. So wurden die Posten „außerordentliche Erträge“ und „außerordentliche Aufwendungen“ sowie dementsprechend
das Zwischenergebnis „außerordentliches Ergebnis“ und „Ergebnis der gewöhnlichen Geschäftstätigkeit“ gestrichen. Eine
weitere Änderung des gesetzlichen Gliederungsschemas der Gewinn- und Verlustrechnung ist die Einführung eines
Zwischenergebnisses „Ergebnis nach Steuern“ zwischen dem Posten „Steuern vom Einkommen und vom Ertrag“ und dem
Posten „Sonstige Steuern“."; 8.0 ;2016;GmbH;Jahresabschluss;PwC
"Die Vorjahreszahlen der Umsatzerlöse sind aufgrund der Neufassung des § 277 Abs. 1 HGB nicht unmittelbar vergleichbar, da auf
eine Anpassung der Vorjahresumsatzerlöse verzichtet wurde. Im Rahmen der Anhangsangaben erfolgt bei den Umsatzerlösen jedoch
eine Angabe des Betrags, der sich bei Anwendung des § 277 Abs. 1 HGB in der Fassung des BilRuG für das Vorjahr ergeben hätte.
Infolge der Neudefinition der Umsatzerlöse hat sich auch die Zusammensetzung der Position „sonstige betriebliche Erträge“
geändert. Eine Darstellung der entsprechenden Effekte erfolgt in den Erläuterungen der jeweiligen Position der Gewinn- und
Verlustrechnung."; 8.0, 51 ;2016;GmbH;Jahresabschluss;PwC
"Die Vorjahresangabe der sonstigen betrieblichen Aufwendungen ist aufgrund der Änderung des Gliederungsschemas der Gewinn- und
Verlustrechnung in der Fassung des BilRuG angepasst worden. Der Effekt resultiert aus der Umgliederung der außerordentlichen
Aufwendungen des Vorjahres."; 8.0 ;2016;GmbH;Jahresabschluss;PwC
3. Bilanz;;2016;GmbH;Jahresabschluss;PwC
a) Anlagevermögen/Finanzanlagen; 4.1 ;2016;GmbH;Jahresabschluss;PwC
"Die Entwicklung der einzelnen Posten des Anlagevermögens ist unter der Angabe der Abschreibungen des Geschäftsjahres im
Anlagenspiegel dargestellt und ergibt sich zum Bilanzstichtag wie folgt."; 4.1 ;2016;GmbH;Jahresabschluss;PwC
Entwicklung des Anlagevermögens für den Zeitraum vom 1. Januar bis 31. Dezember 2016; 4.1, 15, 16, 56 ;2016;GmbH;Jahresabschluss;PwC
"Im Berichtsjahr wurden Zuschreibungen auf die Buchwerte der Anteile an verbundenen Unternehmen in Höhe von TEUR 13.034
(2015: TEUR 5.193) vorgenommen. Diese betreffen mit TEUR 12.570 im Wesentlichen die Anteile an der Tridec Holdings B.V."; 4.13 ;2016;GmbH;Jahresabschluss;PwC
"Die Ausleihungen umfassen Darlehen an verbundene Unternehmen in Höhe von TEUR 126.004 (2015: TEUR 113.474), davon ggü.
der Gesellschafterin Jasione GmbH in Höhe von TEUR 87.537 (2015: TEUR 82.582). Die Ausleihungen des Vorjahres ggü. der
mittelbaren Gesellschafterin Jantinori 1 S.à r.l., Luxemburg (2015: TEUR 317) sind im Berichtsjahr getilgt worden. Im Geschäftsjahr
wurden außerplanmäßige Abschreibungen auf Ausleihungen an verbundene Unternehmen aufgrund dauerhafter Wertminderungen in
Höhe von TEUR 62 vorgenommen (2015: TEUR 59)."; 4.14, 20, 55 ;2016;GmbH;Jahresabschluss;PwC
"Die unter den Finanzanlagen ausgewiesenen Anteile an verbundenen Unternehmen und Beteiligungen (Anteilsbesitz) - d.h. die
Unternehmen, von denen die Gesellschaft direkt oder indirekt mindestens 20 % der Anteile besitzt - setzen sich wie untenstehend
zusammen."; 4.13 ;2016;GmbH;Jahresabschluss;PwC
1) Umgerechnet mit den Mittelkursen am Jahresabschlussstichtag; 79   ;2016;GmbH;Jahresabschluss;PwC
2) Umgerechnet mit den Mittelkursen im Jahresdurchschnitt; 79   ;2016;GmbH;Jahresabschluss;PwC
3) Mittelbar über die Jost-Werke International Beteiligungsverwaltung GmbH gehalten; 79   ;2016;GmbH;Jahresabschluss;PwC
4) 99,00% unmittelbar und 1,00% mittelbar über die Jost-Werke International Beteiligungsverwaltung GmbH; 79   ;2016;GmbH;Jahresabschluss;PwC
5) 2,64% unmittelbar und 97,36% mittelbar über die Jost-Werke International Beteiligungsverwaltung GmbH; 79   ;2016;GmbH;Jahresabschluss;PwC
6) Mittelbar über Tridec Holdings B.V.; 79   ;2016;GmbH;Jahresabschluss;PwC
7) 98,00% mittelbar über die Tridec B.V. und 2,00% mittelbar über Tridec Holdings B.V.; 79   ;2016;GmbH;Jahresabschluss;PwC
8) Mittelbar über die JOST (S.A.) (Pty.) Ltd. Gehalten; 79   ;2016;GmbH;Jahresabschluss;PwC
9) 99,99% unmittelbar und 0,01% mittelbar über die Jost-Werke International Beteiligungsverwaltung GmbH; 79   ;2016;GmbH;Jahresabschluss;PwC
10) Mittelbar über JOST GB Ltd. Gehalten; 79   ;2016;GmbH;Jahresabschluss;PwC
11) 25,00% unmittelbar und 75,00% mittelbar über die Jost-Werke International Beteiligungsverwaltung GmbH; 79   ;2016;GmbH;Jahresabschluss;PwC
12) Daten aus den vorläufigen Einzelabschlüssen der Gesellschaften;;2016;GmbH;Jahresabschluss;PwC
13) Daten aus den Reporting Packages der Gesellschaften für Konsolidierungszwecke;;2016;GmbH;Jahresabschluss;PwC
b) Forderungen und sonstige Vermögensgegenstände; 4.25 ;2016;GmbH;Jahresabschluss;PwC
"In den Forderungen gegen verbundene Unternehmen (TEUR 23.099; 2015: TEUR 28.301) sind Forderungen aus dem Lieferungs- und
Leistungsverkehr von TEUR 14.096 (2015: TEUR 19.827) enthalten. Die Forderungen aus Zinsen und sonstigen Verrechnungen
wurden durch Saldierung bei den Verbindlichkeiten ausgewiesen."; 4.27 ;2016;GmbH;Jahresabschluss;PwC
"Die Gewinnabführungsansprüche gegen die Jost-Werke International Beteiligungsverwaltung GmbH betragen TEUR 7.464 (2015:
TEUR 2.753). Die Gewinnabführungsansprüche gegen die JOST Achsen Systeme GmbH betragen TEUR 295 (2015: TEUR 222).";;2016;GmbH;Jahresabschluss;PwC
"Die Forderungen gegen Unternehmen, mit denen ein Beteiligungsverhältnis besteht, betragen im Berichtsjahr TEUR 428 (2015: TEUR
258) und betreffen wie im Vorjahr ausschließlich den Lieferungs- und Leistungsverkehr."; 4.28 ;2016;GmbH;Jahresabschluss;PwC
"In den sonstigen Vermögensgegenständen sind Ansprüche aus bestehenden Rückdeckungsversicherungen in Höhe von TEUR 80
(2015: TEUR 76) enthalten. Diese Ansprüche gegenüber den Versorgungsträgern haben eine Restlaufzeit von mehr als einem Jahr."; 4.29 ;2016;GmbH;Jahresabschluss;PwC
Alle anderen Forderungen und sonstigen Vermögensgegenstände haben wie im Vorjahr eine Restlaufzeit bis zu einem Jahr.; 4.25 ;2016;GmbH;Jahresabschluss;PwC
c) Aktiver Rechnungsabgrenzungsposten; 4.34 ;2016;GmbH;Jahresabschluss;PwC
Der aktive Rechnungsabgrenzungsposten in Höhe von TEUR 188 (2015: TEUR 45) enthält im Wesentlichen Abgrenzungen für ITAufwendungen.; 4.34, 22 ;2016;GmbH;Jahresabschluss;PwC
d) Aktiver Unterschiedsbetrag aus der Vermögensverrechnung; 4.36 ;2016;GmbH;Jahresabschluss;PwC
"Der aktive Unterschiedsbetrag aus der Vermögensverrechnung in Höhe von TEUR 99 (2015: TEUR 96) beinhaltet den Betrag, um den
der zum 31. Dezember 2016 ermittelte Zeitwert des Deckungsvermögens (TEUR 261, 2015: TEUR 242) den entsprechenden
gutachterlichen Wert der Einzelpensionszusagen (TEUR 162, 2015: TEUR 146) übersteigt. Die dabei verrechneten Aufwendungen
(TEUR 16) und Erträge (TEUR 19) werden saldiert in den Zinsen und ähnlichen Aufwendungen ausgewiesen."; 4.36, 37 ;2016;GmbH;Jahresabschluss;PwC
e) Eigenkapital; 4.37 ;2016;GmbH;Jahresabschluss;PwC
"Das Gezeichnete Kapital beträgt unverändert TEUR 25 und ist voll eingezahlt. Im Geschäftsjahr 2016 ergaben sich keine
Veränderungen des Eigenkapitals. Der sich aus § 253 Abs. 6 S. 2 HGB ergebende Unterschiedsbetrag wird als nicht
abführungsgesperrt behandelt."; 4.38 ;2016;GmbH;Jahresabschluss;PwC
f) Rückstellungen; 4.47 ;2016;GmbH;Jahresabschluss;PwC
"Aus der Umstellung der Pensionsrückstellungen im Rahmen des BilMoG zum 1. Januar 2010 (BilMoG-Eröffnungsbilanz) ergab sich ein
Zuführungsbetrag im Vergleich zum alten Ansatz zum 31. Dezember 2009 von TEUR 6.849. Die Gesellschaft machte von dem
Wahlrecht des Art. 67 Abs. 1 Satz 1 EGHGB Gebrauch und verteilte den Aufwand aus der Umstellung über einen Zeitraum von
maximal 15 Jahren. Im Geschäftsjahr 2016 wurde der verbleibende Unterschiedsbetrag in Höhe von TEUR 4.109 vollständig im
Personalaufwand erfasst. Zum Abschlussstichtag besteht daher keine Unterdeckung mehr bei den Pensionsrückstellungen (2015:
TEUR 4.109)."; 4.48, 38 ;2016;GmbH;Jahresabschluss;PwC
"Rückstellungspflichtige Pensionsverpflichtungen bestehen zum Bilanzstichtag in Höhe von TEUR 46.282. Diese wurden mit
Deckungsvermögen TEUR 6.807 gemäß § 246 Abs. 2 Satz 2 HGB verrechnet. Als Deckungsvermögen wurden zweckexklusive,
verpfändete und insolvenzgeschützte Rückdeckungsversicherungen klassifiziert. Der beizulegende Zeitwert der saldierten
Rückdeckungsversicherungsansprüche entspricht den Anschaffungskosten (Deckungskapital zuzüglich Überschussbeteiligung) gemäß
versicherungsmathematischer Gutachten bzw. den Mitteilungen der Versicherungen."; 4.48, 34 ;2016;GmbH;Jahresabschluss;PwC
"Aus der Verlängerung des Referenzzeitraums, von sieben auf zehn Jahre, für die Ermittlung des Diskontierungszinssatzes ergab sich
als Unterschiedsbetrag gemäß § 253 Abs. 6 HGB ein Wert von TEUR 5.069, der im Personalaufwand gegen die noch nicht
angesammelten BilMoG-Unterschiedsbeträge verrechnet wurde. Der darüber hinausgehende Betrag in Höhe von TEUR 960 wurde in
den sonstigen betrieblichen Erträgen ausgewiesen."; 4.48 ;2016;GmbH;Jahresabschluss;PwC
"Aufgrund der bestehenden steuerlichen Organschaft mit der Muttergesellschaft Jasione GmbH werden grundsätzlich keine
Steuerrückstellungen gebildet. Die im Vorjahr gebildete Rückstellung für Steuernachzahlungen aus früheren Perioden (2015: TEUR
1.396) ist im Berichtsjahr verbraucht bzw. aufgelöst worden."; 4.49 ;2016;GmbH;Jahresabschluss;PwC
"Die sonstigen Rückstellungen wurden im Wesentlichen für personalbezogene Verpflichtungen TEUR 4.669 (2015: TEUR 4.283),
Rechts- und Beratungskosten TEUR 1.209 (2015: TEUR 2.450), drohende Verluste TEUR 120 (2015: TEUR 225), Garantien TEUR
1.633 (2015: TEUR 1.510), Provisionen TEUR 196 (2015: TEUR 416), Boni TEUR 2.079 (2015: TEUR 1.953) sowie für ausstehende
Rechnungen TEUR 1.300 (2015: TEUR 1.300) gebildet."; 4.50 ;2016;GmbH;Jahresabschluss;PwC
g) Verbindlichkeiten; 4.51, 43, 42 ;2016;GmbH;Jahresabschluss;PwC
Im Vorjahr betrugen die Verbindlichkeiten mit einer Restlaufzeit bis zu einem Jahr:; 4.51 ;2016;GmbH;Jahresabschluss;PwC
• Verbindlichkeiten gegenüber Kreditinstituten TEUR 11.624; 4.54 ;2016;GmbH;Jahresabschluss;PwC
• Erhaltene Anzahlungen TEUR 75; 4.55 ;2016;GmbH;Jahresabschluss;PwC
• Verbindlichkeiten aus Lieferungen und Leistungen TEUR 11.728; 4.56 ;2016;GmbH;Jahresabschluss;PwC
• Verbindlichkeiten gegenüber verbundenen Unternehmen TEUR 18.034; 4.58 ;2016;GmbH;Jahresabschluss;PwC
"• Verbindlichkeiten gegenüber Unternehmen, mit denen ein Beteiligungsverhältnis besteht TEUR
45"; 4.59 ;2016;GmbH;Jahresabschluss;PwC
• Sonstige Verbindlichkeiten TEUR 1.636; 5.60 ;2016;GmbH;Jahresabschluss;PwC
Die Verbindlichkeiten mit einer Restlaufzeit von mehr als einem Jahr betrugen im Vorjahr:; 4.51, 41 ;2016;GmbH;Jahresabschluss;PwC
"• Verbindlichkeiten gegenüber Kreditinstituten TEUR 277.986, davon TEUR 230.986 mit einer Restlaufzeit von mehr als fünf
Jahren"; 4.54, 41 ;2016;GmbH;Jahresabschluss;PwC
"Die Verbindlichkeiten gegenüber Kreditinstituten in Höhe von TEUR 278.081 (2015: TEUR 289.610) resultieren aus dem in Anspruch
genommenen Darlehen bei der ING Bank N.V., London Branch. Zum 18. Dezember 2015 wurde eine Änderungsvereinbarung zum
bestehenden Kreditvertrag unterzeichnet, wodurch sich wesentliche Kreditvereinbarungen geändert haben (u.a. Zinssatz, Laufzeit
und Kreditbetrag). Der Gesellschaft steht nunmehr eine Fazilität A i.H.v. TEUR 50.000, eine Fazilität B1 i.H.v. TEUR 230.986 sowie
eine revolvierende Fazilität i.H.v. TEUR 50.000, welche zum Stichtag nicht ausgenutzt wurde (2015: TEUR 7.500), zu. Des Weiteren
besteht eine nicht zweckgebundene Kreditlinie über TEUR 40.000. Im Berichtsjahr wurden TEUR 3.000 der Fazilität A getilgt. Die
Verbindlichkeiten gegenüber Kreditinstituten wurden durch derivative Finanzinstrumente abgesichert (siehe hierzu Ausführungen
unter h)."; 4.54, 44, 45, 49 ;2016;GmbH;Jahresabschluss;PwC
"Sicherheiten für Verbindlichkeiten gegenüber Kreditinstituten wurden von der JOST-Werke Deutschland GmbH gemäß folgender
Aufstellung gewährt:"; 4.54 ;2016;GmbH;Jahresabschluss;PwC
"• Gegenwärtige und zukünftige Ansprüche der JOST-Werke Deutschland GmbH aus Geschäftsanteilen des Unternehmens und
alle damit einhergehenden Rechte (Dividenden, Liquidationserlöse etc.) sowie"; 4.54 ;2016;GmbH;Jahresabschluss;PwC
• gegenwärtige und zukünftige Ansprüche der JOST-Werke Deutschland GmbH aus Bankguthaben.; 4.54 ;2016;GmbH;Jahresabschluss;PwC
"Bei den Verbindlichkeiten gegenüber verbundenen Unternehmen TEUR 40.028 (2015: TEUR 18.034) sind Verbindlichkeiten aus
Lieferungen und Leistungen von TEUR 11.955 (2015: TEUR 17.660), Verbindlichkeiten gegenüber der Gesellschafterin Jasione GmbH in Höhe von TEUR 23.735 (2015: TEUR 226), sowie sonstige Verrechnungen TEUR 4.338 (2015: TEUR 148) enthalten. Die Forderungen gegenüber der Gesellschafterin Jasione GmbH wurden saldiert mit den Verbindlichkeiten aus der Gewinnabführung in
Höhe von TEUR 26.915 (2015: Anspruch aus der Verlustübernahme TEUR 848)."; 4.58, 20 ;2016;GmbH;Jahresabschluss;PwC
"Die sonstigen Verbindlichkeiten resultieren im Wesentlichen aus kreditorischen Debitoren TEUR 351 (2015: TEUR 571),
Verbindlichkeiten aus Lohn und Gehalt TEUR 448 (2015: TEUR 493) sowie Verbindlichkeiten aus Steuern TEUR 520 (2015: TEUR
351) und im Rahmen der sozialen Sicherheit TEUR 11 (2015: TEUR 104)."; 4.60 ;2016;GmbH;Jahresabschluss;PwC
h) Finanzsicherungsinstrumente;;2016;GmbH;Jahresabschluss;PwC
