Anhang;Annotierung;Gesch„ftsjahr;Gesellschaft;Abschlussart;Prfer
Bezglich der Angaben ber die Gesamtbezge der (ehemaligen) Mitglieder der Gesch„ftsfhrung wird von der Schutzklausel gem„á õ 286 Abs. 4 HGB Gebrauch gemacht.;;2104;Manitowoc Deutschland GmbH;Jahresabschluss;PwC
3 Konzernzugeh”rigkeit und Befreiung zur Aufstellung eines Konzernabschlusses;;2105;Manitowoc Deutschland GmbH;Jahresabschluss;PwC
Das Mutterunternehmen, welches den Konzernabschluss fr den kleinsten und gr”áten Kreis von Unternehmen i.S.d. õ 285 Nr. 14 HGB aufstellt, ist die Manitowoc Foodservice, Inc., New Port Richey, FL, USA (seit M„rz 2017: Welbilt, Inc.). Der nach US-GAAP aufgestellte Konzernabschluss des gr”áten Mutterunternehmens ist bei der U.S. Securities and Exchange Commission, Washington/USA, erh„ltlich.;75, 76, 77;2106;Manitowoc Deutschland GmbH;Jahresabschluss;PwC
Die Manitowoc Deutschland GmbH, Herborn, ist Mutterunternehmen im Sinne von õ 290 Abs. 1 HGB und damit grunds„tzlich zur Aufstellung eines Konzernabschlusses sowie eines Konzernlageberichts nach den Vorschriften des Handelsgesetzbuches verpflichtet.;;2107;Manitowoc Deutschland GmbH;Jahresabschluss;PwC
Gleichwohl sind die Manitowoc Deutschland GmbH und ihre verbundenen Unternehmen in den Konzernabschluss der Manitowoc Foodservice, Inc., New Port Richey, FL, USA einbezogen.;;2108;Manitowoc Deutschland GmbH;Jahresabschluss;PwC
Die Manitowoc Deutschland GmbH nimmt daher fr das Gesch„ftsjahr 2016 das in õ 292 HGB i.V.m. õ 291 HGB geregelte Wahlrecht zur Befreiung von der Aufstellung eines Konzernabschlusses sowie eines Konzernlageberichts in Anspruch.;;2109;Manitowoc Deutschland GmbH;Jahresabschluss;PwC
Der nach den Grunds„tzen der United States Generally Accepted Accounting Principles (US-GAAP) aufgestellte Konzernabschluss der Manitowoc Foodservice, Inc., New Port Richey, FL, USA fr das Gesch„ftsjahr 2016 wird nach den Vorschriften des õõ 325 ff. HGB beim Betreiber des elektronischen Bundesanzeigers eingereicht.;;2110;Manitowoc Deutschland GmbH;Jahresabschluss;PwC
Die wesentlichen Abweichungen zwischen US-GAAP und den deutschen Rechnungslegungsgrunds„tzen des HGB liegen im Ansatz und der Bewertung des Anlageverm”gens sowie der Vorr„te und in der unterschiedlichen Bilanzierung und Bewertung von einzelnen Rckstellungen sowie in der Realisierung von Umsatzerl”sen. Unterschiede ergeben sich auch in der Gliederung der Bilanz und der Gewinn- und Verlustrechnung. Bei den Konsolidierungsgrunds„tzen liegen die wesentlichen Unterschiede in der Abgrenzung des Konsolidierungskreises.;;2111;Manitowoc Deutschland GmbH;Jahresabschluss;PwC
4 Gewinnabfhrung;;2112;Manitowoc Deutschland GmbH;Jahresabschluss;PwC
Das Jahresergebnis fr das Gesch„ftsjahr vom 1. Januar bis 31. Dezember 2016 wird aufgrund des bestehenden Beherrschungs- und Gewinnabfhrungsvertrages an die Manitowoc Foodservice Germany Holding GmbH, abgefhrt. Eine entsprechende Verbindlichkeit gegenber verbundenen Unternehmen bzw. Gesellschafter ist erfasst.;68;2113;Manitowoc Deutschland GmbH;Jahresabschluss;PwC
5 Ereignisse nach dem Abschlussstichtag (Nachtragsbericht);;2114;Manitowoc Deutschland GmbH;Jahresabschluss;PwC
Vorg„nge von besonderer Bedeutung, die nach dem Schluss des Gesch„ftsjahres eingetreten und weder in der Gewinn- und Verlustrechnung noch in der Bilanz bercksichtigt sind, liegen nicht vor.;69;2115;Manitowoc Deutschland GmbH;Jahresabschluss;PwC
Herborn, den 30. Juni 2017;;2116;Manitowoc Deutschland GmbH;Jahresabschluss;PwC
