; Annotierung (Angabe Nummer in Anahngscheckliste) ;Geschäftsjahr;Gesellschaft;Abschlussart;Prüfer
Die Entwicklung der einzelnen Posten des Anlagevermögens ist unter Angabe der Abschreibungen des Geschäftsjahres im Anlagespiegel dargestellt.; 4.1, 15, 16 ;2016;Hyrican Informationssysteme Aktiengesellschaft;Jahresabschluss;EY
Finanzanlagen; 4.12 ;2016;Hyrican Informationssysteme Aktiengesellschaft;Jahresabschluss;EY
Angaben zum Anteilsbesitz; 4.12, 89 ;2016;Hyrican Informationssysteme Aktiengesellschaft;Jahresabschluss;EY
"Angaben zum 31.12.16
Währung.
EUR
Beteiligung.
%
Eigenkapital.
in TEUR
Ergebnis.
in TEUR
Hyrisan Concepte und Systeme GmbH, Kalkplatz 5, 99638 Kindelbrück 100 2.649 13"; 4.12, 89 ;2016;Hyrican Informationssysteme Aktiengesellschaft;Jahresabschluss;EY
Forderungen und sonstige Vermögensgegenstände; 4.25 ;2016;Hyrican Informationssysteme Aktiengesellschaft;Jahresabschluss;EY
"Forderungen und sonstige Vermögensgegenstände
31.12.2016.
TEUR
31.12.2015.
TEUR
Forderungen aus Lieferungen und Leistungen 6.402 6.438
davon Restlaufzeit von mehr als einem Jahr (0) (0)
Forderungen gegen verbundene Unternehmen 0 255
davon Restlaufzeit von mehr als einem Jahr (0) (0)
Sonstige Vermögensgegenstände 406 206
davon Restlaufzeit von mehr als einem Jahr (0) (27)
6.808 6.899"; 4.25 ;2016;Hyrican Informationssysteme Aktiengesellschaft;Jahresabschluss;EY
"Wesentliche Einzelposten der sonstigen Vermögensgegenstände waren zum 31. Dezember 2016 Ansprüche auf Auszahlung von Ertragsteuern (TEUR 204), die Hinterlegung einer insolvenzsicheren Garantiegestellung nach dem ElektroG (TEUR 150) sowie noch nicht abzugsfähige Vorsteuern, die erst rechtlich nach dem Abschlussstichtag entstehen (TEUR 17). Zum Aktivwert aus der Rückdeckungsversicherung für Pensionszusagen verweisen wir im Anhang auf den Abschnitt ""Pensionsrückstellungen""."; 4.29, 20 ;2016;Hyrican Informationssysteme Aktiengesellschaft;Jahresabschluss;EY
Rechnungsabgrenzungsposten; 4.34 ;2016;Hyrican Informationssysteme Aktiengesellschaft;Jahresabschluss;EY
Hierin enthalten sind Abgrenzungen für gezahlte Versicherungsbeiträge.; 4.34 ;2016;Hyrican Informationssysteme Aktiengesellschaft;Jahresabschluss;EY
Gezeichnetes Kapital; 4.38 ;2016;Hyrican Informationssysteme Aktiengesellschaft;Jahresabschluss;EY
Das Grundkapital der Gesellschaft beträgt EUR 4.850.000,00 und ist eingeteilt in 4.850.000 Stückaktien zu je EUR 1,00.; 4.38, 31 ;2016;Hyrican Informationssysteme Aktiengesellschaft;Jahresabschluss;EY
Die Deutsche Balaton AG hat im Februar 2012 gegen die Beschlüsse von Vorstand und Aufsichtsrat vom 8./12. Dezember 2011 zur Ausnutzung des satzungsmäßigen genehmigten Kapitals Klage erhoben und beantragt, die Nichtigkeit dieser Beschlüsse festzustellen. Mit Urteil vom 7. April 2014 hat das Landgericht Erfurt der Klage stattgegeben. Das Thüringer Oberlandesgericht hat die Berufung mit Urteil vom 20. April 2016 zurückgewiesen. Hiergegen hat die Gesellschaft beim Bundesgerichtshof Nichtzulassungsbeschwerde erhoben. Das unter dem Aktenzeichen II ZR 120/16 geführte Verfahren ist bislang nicht abgeschlossen. Das Urteil des Thüringer Oberlandesgerichts hat zum jetzigen Zeitpunkt keinen Einfluss auf das gezeichnete Kapital in Höhe von TEUR 4.850.; 4.38 ;2016;Hyrican Informationssysteme Aktiengesellschaft;Jahresabschluss;EY
Angaben gemäß § 160 Abs. 1 Nr. 8 AktG; 4.38 ;2016;Hyrican Informationssysteme Aktiengesellschaft;Jahresabschluss;EY
Die Deutsche Balaton Aktiengesellschaft, Ziegelhäuser Landstraße 1, 69120 Heidelberg, hat mit Schreiben vom 28. Oktober 2011 gemäß § 20 Abs. 1 AktG mitgeteilt, dass ihr Stimmrechtsanteil an der Hyrican Informationssysteme Aktiengesellschaft, Kalkplatz 5, Kindelbrück, unmittelbar den vierten Teil der Aktien übersteigt. In diesem Zusammenhang wurde zusätzlich mitgeteilt, dass von der VV Beteiligungen Aktiengesellschaft (Ziegelhäuser Landstraße 1, 69120 Heidelberg), der DELPHI Unternehmensberatung Aktiengesellschaft (Ziegelhäuser Landstraße 1, 69120 Heidelberg) sowie Herrn Wilhelm Konrad Thomas Zours (Werrgasse 9, 69120 Heidelberg) mittelbar mehr als der vierte Teil der Stimmrechte an der Hyrican Informationssysteme Aktiengesellschaft gehalten wird.; 4.38, 94 ;2016;Hyrican Informationssysteme Aktiengesellschaft;Jahresabschluss;EY
Mit Schreiben vom 24. Juni 2016 hat uns die FiveT Capital AG, Kasernenstraße 11,8004 Zürich, Schweiz, gemäß § 20 Abs. 5 AktG mitgeteilt, dass sie nicht mehr zu mehr als einem Viertel an unserer Gesellschaft beteiligt ist.; 4.38, 94 ;2016;Hyrican Informationssysteme Aktiengesellschaft;Jahresabschluss;EY
Pensionsrückstellungen; 4.48 ;2016;Hyrican Informationssysteme Aktiengesellschaft;Jahresabschluss;EY
Angaben zur Verrechnung nach § 246 Abs. 2 Satz 2 HGB:; 4.48, 43 ;2016;Hyrican Informationssysteme Aktiengesellschaft;Jahresabschluss;EY
"TEUR
Erfüllungsbetrag der verrechneten Schulden 433
Anschaffungskosten der Vermögensgegenstände 238
Beizulegender Zeitwert der Vermögensgegenstände 262
Verrechnete Aufwendungen 18
Verrechnete Erträge 16"; 4.48, 43 ;2016;Hyrican Informationssysteme Aktiengesellschaft;Jahresabschluss;EY
"Gemäß § 253 Abs. 6 HGB ist der Unterschiedsbetrag zwischen dem Ansatz der Rückstellungen nach Maßgabe des entsprechenden durchschnittlichen Marktzinssatzes aus den vergangenen zehn Geschäftsjahren und dem Ansatz der Rückstellungen nach Maßgabe des entsprechenden durchschnittlichen Marktzinssatzes aus den vergangenen sieben Geschäftsjahren in jedem Geschäftsjahr zu ermitteln. Gewinne dürfen nurausgeschüttet werden, wenn die nach der Ausschüttung verbleibenden  frei verfügbaren Rücklagen zuzüglich eines Gewinnvortrages und abzüglich eines Verlustvortrages mindestens diesem Unterschiedsbetrag
entsprechen."; 4.48, 41 ;2016;Hyrican Informationssysteme Aktiengesellschaft;Jahresabschluss;EY
Unter Verwendung des durchschnittlichen Marktzinssatzes aus den vergangenen sieben Geschäftsjahren ergibt sich eine Rückstellung in Höhe von:; 4.48, 41 ;2016;Hyrican Informationssysteme Aktiengesellschaft;Jahresabschluss;EY
"Rechnungszins 3,22 %: 504.178 EUR
Unterschiedsbetrag: 71.647 EUR"; 4.48, 41 ;2016;Hyrican Informationssysteme Aktiengesellschaft;Jahresabschluss;EY
Übrige Rückstellungen; 4.50, 46 ;2016;Hyrican Informationssysteme Aktiengesellschaft;Jahresabschluss;EY
Steuerrückstellungen auf Ertragsteuern wurden zum Bilanzstichtag für Gewerbesteuer in Höhe von TEUR 29 gebildet.; 4.49, 46 ;2016;Hyrican Informationssysteme Aktiengesellschaft;Jahresabschluss;EY
"Die sonstigen Rückstellungen wurden im Wesentlichen für mögliche Schadenersatzansprüche (TEUR 750; Vj. 650 TEUR), für Gewährleistungsansprüche (TEUR 98; Vj. TEUR 108), Kundenskonti/Boni (TEUR 216; Vj. TEUR 366) und Personalaufwendungen (TEUR 188; Vj. TEUR 45) sowie für Urheberrechtsabgaben nach dem UrhG gebildet (TEUR 3.137, Vj. TEUR 3.137)."; 4.50, 46 ;2016;Hyrican Informationssysteme Aktiengesellschaft;Jahresabschluss;EY
Verbindlichkeiten; 4.51 ;2016;Hyrican Informationssysteme Aktiengesellschaft;Jahresabschluss;EY
Die Verbindlichkeiten haben (wie im Vorjahr) sämtlich eine Restlaufzeit von weniger als einem Jahr.; 4.51, 48 ;2016;Hyrican Informationssysteme Aktiengesellschaft;Jahresabschluss;EY
Haftungsverhältnisse und sonstige finanzielle Verpflichtungen;;2016;Hyrican Informationssysteme Aktiengesellschaft;Jahresabschluss;EY
Angabepflichtige Haftungsverhältnisse oder sonstige finanzielle Verpflichtungen liegen nicht oder im nicht wesentlichen Umfang vor.; 53, 80 ;2016;Hyrican Informationssysteme Aktiengesellschaft;Jahresabschluss;EY
Außerbilanzielle Geschäfte; 79 ;2016;Hyrican Informationssysteme Aktiengesellschaft;Jahresabschluss;EY
Wesentliche außerbilanzielle Geschäfte liegen nicht vor.; 79 ;2016;Hyrican Informationssysteme Aktiengesellschaft;Jahresabschluss;EY
Erläuterungen zur Gewinn- und Verlustrechnung;;2016;Hyrican Informationssysteme Aktiengesellschaft;Jahresabschluss;EY
"2016 2015
TEUR % TEUR %
Umsatzerlöse nach Erlösschmälerungen
nach Regionen
Inland 30.312 99,9 29.953 100,00
EG-Länder 23 0,1 10 0,0
Drittländer 13 0,0 2 0,0
30.348 100,0 29.965 100,0"; 4.66 ;2016;Hyrican Informationssysteme Aktiengesellschaft;Jahresabschluss;EY
Sonstige betriebliche Erträge; 4.69 ;2016;Hyrican Informationssysteme Aktiengesellschaft;Jahresabschluss;EY
Bei den sonstigen betrieblichen Erträgen in Höhe von TEUR 356 handelt es sich im Wesentlichen um Erträge aus Kursdifferenzen (TEUR 111) sowie um periodenfremde Erträge aus Erstattungen (TEUR 173).; 4.69, 64 ;2016;Hyrican Informationssysteme Aktiengesellschaft;Jahresabschluss;EY
Sonstige betriebliche Aufwendungen; 4.80 ;2016;Hyrican Informationssysteme Aktiengesellschaft;Jahresabschluss;EY
Die sonstigen betrieblichen Aufwendungen betreffen im Wesentlichen Aufwendungen aus Kursdifferenzen (TEUR 222), sonstige Abgaben (TEUR 161), Rechts- und Beratungskosten (TEUR 377) sowie Fracht und Verpackung (TEUR 167).; 4.80, 64 ;2016;Hyrican Informationssysteme Aktiengesellschaft;Jahresabschluss;EY
Periodenfremde Aufwendungen sind nicht angefallen.; 4.80 ;2016;Hyrican Informationssysteme Aktiengesellschaft;Jahresabschluss;EY
Steuern vom Einkommen und vom Ertrag; 4.90 ;2016;Hyrican Informationssysteme Aktiengesellschaft;Jahresabschluss;EY
Für 2016 wurden im Wesentlichen 56 T€ für Körperschaftsteuer und 29 T€ für Gewerbesteuer aufgewendet.; 4.90 ;2016;Hyrican Informationssysteme Aktiengesellschaft;Jahresabschluss;EY
Jahresüberschuss/Bilanzgewinn; 4.93 ;2016;Hyrican Informationssysteme Aktiengesellschaft;Jahresabschluss;EY
Der Bilanzgewinn ergibt sich wie folgt:; 36 ;2016;Hyrican Informationssysteme Aktiengesellschaft;Jahresabschluss;EY
"EUR
Vortrag 1. Januar 2016 13.109.385,32
Gewinnausschüttung 2016 194.000,00
Gewinnvortrag nach Ausschüttung 12.915.385,32
Jahresüberschuss 2016 258.858,29
Stand 31. Dezember 2016 13.174.243,61"; 36 ;2016;Hyrican Informationssysteme Aktiengesellschaft;Jahresabschluss;EY
Sonstige Angaben;;2016;Hyrican Informationssysteme Aktiengesellschaft;Jahresabschluss;EY
"Aufsichtsrat
Herr Hans Joachim Rust, Gau-Algesheim Vorsitzender
Leiter Risikomanagement der MCE Bank GmbH
Es bestanden keine Mitgliedschaften in weiteren Aufsichtsräten oder anderen Kontrollgremien.
Herr Christian von der Lühe, Mainz stellvertretender Vorsitzender
(ab 19. August 2016) Rechtsanwalt und Partner der BETTE WESTENBERGER BRINK Rechtsanwälte PartG
mbB, Mainz
Es bestanden Mitgliedschaften in folgenden weiteren Aufsichtsräten oder anderen Kontrollgremien:
DESPAR Systeme Aktiengesellschaft, Mainz, Aufsichtsratsvorsitzender
Wayand Aktiengesellschaft, Idar-Oberstein, Stellvertretender Aufsichtsratsvorsitzender
Schott Musik Verlag GmbH & Co KG, Mainz, Stellvertretender Beiratsvorsitzender
Herr Uwe Päckert, Weimar Mitglied des Aufsichtsrats
(ab 19. August 2016) Geschäftsführer der Agenos GmbH, Weimar,
Es bestanden keine Mitgliedschaften in weiteren Aufsichtsräten oder anderen Kontrollgremien.
Herr Uwe Lichtenhahn, Mannheim stellvertretender Vorsitzender
(bis 19. August 2016) Sparkassendirektor, seit 1. Juli 2002 im Ruhestand
Es bestanden Mitgliedschaften in folgenden weiteren Aufsichtsräten oder anderen Kontrollgremien:
MIFA Mitteldeutsche Fahrradwerke AG, Sangerhausen Aufsichtsratsvorsitzender
Herr Klaus Ehrich, Winkel Mitglied des Aufsichtsrats
(bis 19. August 2016) Wirtschaftsprüfer
Es bestanden keine Mitgliedschaften in weiteren Aufsichtsräten oder anderen Kontrollgremien"; 97 ;2016;Hyrican Informationssysteme Aktiengesellschaft;Jahresabschluss;EY
Gesamtbezüge des Aufsichtsrats; 98 ;2016;Hyrican Informationssysteme Aktiengesellschaft;Jahresabschluss;EY
Für die Tätigkeit des Aufsichtsrats im Geschäftsjahr 2016 wurden TEUR 31,5 aufgewendet. Aktienoptionsprogramme für Aufsichtsräte bestehen nicht.; 98 ;2016;Hyrican Informationssysteme Aktiengesellschaft;Jahresabschluss;EY
Vorstand; 97 ;2016;Hyrican Informationssysteme Aktiengesellschaft;Jahresabschluss;EY
"Herr Michael Lehmann Vorstandsvorsitzender
geschäftsansässig in Kindelbrück
Herr Sven Lüttig Vorstand Ressort Controlling und Personal
geschäftsansässig in Kindelbrück"; 97 ;2016;Hyrican Informationssysteme Aktiengesellschaft;Jahresabschluss;EY
Gesamtbezüge des Vorstandes; 98 ;2016;Hyrican Informationssysteme Aktiengesellschaft;Jahresabschluss;EY
"Die Gesamtbezüge des Vorstandes beliefen sich im Geschäftsjahr 2016 auf insgesamt TEUR 533. Aktienoptionsprogramme für Mitglieder des Vorstandes bestehen nicht. Aufgrund der Preisfeststellung für die
Aktien im Freiverkehr ist die Hyrican Informationssysteme AG keine börsennotierte Gesellschaft im Sinne des § 3 Abs. 2 AktG."; 98 ;2016;Hyrican Informationssysteme Aktiengesellschaft;Jahresabschluss;EY
Mitarbeiter;;2016;Hyrican Informationssysteme Aktiengesellschaft;Jahresabschluss;EY
Durchschnittliche Zahl der während des Geschäftsjahres beschäftigten Mitarbeiter (inkl. Geschäftsführung):; 77 ;2016;Hyrican Informationssysteme Aktiengesellschaft;Jahresabschluss;EY
"2016 2015
Gewerbliche Arbeitnehmer 24 30
Angestellte 12 12
36 42
Auszubildende 4 3
40 45"; 77 ;2016;Hyrican Informationssysteme Aktiengesellschaft;Jahresabschluss;EY
Gewinnverwendungsvorschlag; 81 ;2016;Hyrican Informationssysteme Aktiengesellschaft;Jahresabschluss;EY
Der Vorstand schlägt in Übereinstimmung mit dem Aufsichtsrat vor, den Bilanzgewinn in Höhe von EUR 13.174.243,61 wie folgt zu verwenden:; 81 ;2016;Hyrican Informationssysteme Aktiengesellschaft;Jahresabschluss;EY
"Ausschüttung einer Dividende von EUR 0,04 (Vj. EUR 0,04) je Stückaktie auf das dividendenberechtigte Grundkapital in Höhe von EUR 4.850.000,00.
Bilanzgewinn EUR 13.174.243,61
Ausschüttung für 4,85 Mio. Stückaktien EUR 194.000,00
Gewinnvortrag nach Ausschüttung EUR 12.980.243,61"; 81 ;2016;Hyrican Informationssysteme Aktiengesellschaft;Jahresabschluss;EY
Prüfungs- und Beratungsgebühren;;2016;Hyrican Informationssysteme Aktiengesellschaft;Jahresabschluss;EY
Das für das Geschäftsjahr berechnete Gesamthonorar des Abschlussprüfers beträgt für:;;2016;Hyrican Informationssysteme Aktiengesellschaft;Jahresabschluss;EY
"TEUR
Abschlussprüfleistungen 25
Steuerberatungsleistungen 5";;2016;Hyrican Informationssysteme Aktiengesellschaft;Jahresabschluss;EY
Ereignisse nach dem Bilanzstichtag; 82 ;2016;Hyrican Informationssysteme Aktiengesellschaft;Jahresabschluss;EY
Ereignisse von besonderer Bedeutung liegen nach dem Schluss des Geschäftsjahres nicht vor.; 82 ;2016;Hyrican Informationssysteme Aktiengesellschaft;Jahresabschluss;EY
Kindelbrück, 31. März 2017;;2016;Hyrican Informationssysteme Aktiengesellschaft;Jahresabschluss;EY
Entwicklung des Anlagevermögens 2016;;2016;Hyrican Informationssysteme Aktiengesellschaft;Jahresabschluss;EY
"Anschaffungs- und Herstellungskosten
01.01.2016.
EUR
Zugänge.
EUR
Abgänge.
EUR
31.12.2016.
EUR
I. Immaterielle Vermögensgegenstände
1. Softwarelizenzen 439.593,52 11.250,00 0,00 450.843,52
2. Geleistete Anzahlungen 60.000,00 30.000,00 0,00 90.000,00
499.593,52 41.250,00 0,00 540.843,52
II. Sachanlagen
1. Grundstücke und Bauten 1.079.971,87 0,00 0,00 1.079.971,87
2. Technische Anlagen und Maschinen
219.154,10 0,00 0,00 219.154,10
3. Andere Anlagen, Betriebs- und
Geschäftsausstattung
1.181.728,88 22.539,34 0,00 1.204.268,22
2.480.854,85 22.539,34 0,00 2.503.394,19
III. Finanzanlagen
Anteile an verbundenen Unternehmen
2.475.000,00 0,00 0,00 2.475.000,00"; 15 ;2016;Hyrican Informationssysteme Aktiengesellschaft;Jahresabschluss;EY
"Anschaffungs- und Herstellungskosten
01.01.2016.
EUR
Zugänge.
EUR
Abgänge.
EUR
31.12.2016.
EUR
5.455.448,37 63.789,34 0,00 5.519.237,71
Kumulierte Abschreibungen
01.01.2016.
EUR
Zugänge.
EUR
Abgänge.
EUR
31.12.2016.
EUR
I. Immaterielle Vermögensgegenstände
1. Softwarelizenzen 420.838,52 14.858,00 0,00 435.696,52
2. Geleistete Anzahlungen 0,00 0,00 0,00 0,00
420.838,52 14.858,00 0,00 435.696,52
II. Sachanlagen
1. Grundstücke und Bauten 635.339,29 20.293,00 0,00 655.632,29
2. Technische Anlagen und Maschinen
58.295,10 9.021,00 0,00 67.316,10
3. Andere Anlagen, Betriebs- und
Geschäftsausstattung
1.055.548,88 55.310,34 0,00 1.110.859,22
1.749.183,27 84.624,34 0,00 1.833.807,61
III. Finanzanlagen
Anteile an verbundenen Unternehmen
0,00 0,00 0,00 0,00
2.170.021,79 99.482,34 0,00 2.269.504,13
Buchwerte
31.12.2016.
EUR
31.12.2015.
TEUR
I. Immaterielle Vermögensgegenstände
1. Softwarelizenzen 15.147,00 19
2. Geleistete Anzahlungen 90.000,00 60
105.147,00 79
II. Sachanlagen
1. Grundstücke und Bauten 424.339,58 444"; 15, 16 ;2016;Hyrican Informationssysteme Aktiengesellschaft;Jahresabschluss;EY
"Buchwerte
31.12.2016.
EUR
31.12.2015.
TEUR
2. Technische Anlagen und Maschinen 151.838,00 161
3. Andere Anlagen, Betriebs- und Geschäftsausstattung 93.409,00 126
669.586,58 731
III. Finanzanlagen
Anteile an verbundenen Unternehmen 2.475.000,00 2.475
3.249.733,58 3.285"; 15 ;2016;Hyrican Informationssysteme Aktiengesellschaft;Jahresabschluss;EY
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
