; Annotierung (Angabe Nummer in Anahngscheckliste) ;Geschäftsjahr;Gesellschaft;Abschlussart;Prüfer
Die sich aus der Kapitalkonsolidierung ergebenden aktivischen Unterschiedsbeträge werden grundsätzlich den einzelnen Vermögensgegenständen zugeordnet. Ein danach noch vorhandener aktivischer Unterschiedsbetrag wird als Geschäfts- oder Firmenwert gezeigt und über fünf Jahre abgeschrieben. Passivische Unterschiedsbeträge aus der Kapitalkonsolidierung werden ihrem bilanziellen Charakter entsprechend in den Ausgleichsposten aus Kapitalkonsolidierung eingestellt. Aktivische und passivische Unterschiedsbeträge verschiedener Tochterunternehmen werden nicht miteinander saldiert.; 14, 97 ;2016;N-ERGIE AG;Konzernabschluss;PwC
Die Beteiligungen an wesentlichen assoziierten Unternehmen sind in der Konzernbilanz nach der Equity-Methode mit dem bilanzierten anteiligen Eigenkapital dieser Unternehmen zum Zeitpunkt ihres Erwerbs bzw. ihrer Erstbewertung angesetzt (Buchwertmethode). Die in den Jahresabschlüssen der assoziierten Unternehmen angewandten Bilanzierungs- und Bewertungsmethoden stimmen grundsätzlich mit denen im Konzernabschluss überein.;;2016;N-ERGIE AG;Konzernabschluss;PwC
Die Einbeziehung der at Equity-bilanzierten Unternehmen erfolgt mit den festgestellten Jahresabschlüssen zum 31. Dezember 2015. Die Einbeziehung einer Beteiligung erfolgt auf der Grundlage eines Konzernabschlusses zum 31. Dezember 2016, da aus der Fortschreibung des Beteiligungsbuchwerts jährlich ein wesentlicher Ergebnisbeitrag resultiert und dieser jeweils mit dem aktuellsten Wert erfasst werden soll.;;2016;N-ERGIE AG;Konzernabschluss;PwC
Im Rahmen der Schuldenkonsolidierung werden Forderungen und Verbindlichkeiten gegeneinander aufgerechnet. Eine Aufwands- und Ertragskonsolidierung wurde im Berichtsjahr durchgeführt. Eine Bereinigung um Zwischenergebnisse unterbleibt im Hinblick auf § 304 Abs. 2 HGB.;;2016;N-ERGIE AG;Konzernabschluss;PwC
D Bilanzierungs- und Bewertungsmethoden;;2016;N-ERGIE AG;Konzernabschluss;PwC
Bilanzierung und Bewertung werden im Einzelnen nach den im Folgenden aufgeführten Grundsätzen vorgenommen:;;2016;N-ERGIE AG;Konzernabschluss;PwC
Anlagevermögen; 9.1 ;2016;N-ERGIE AG;Konzernabschluss;PwC
Immaterielle Vermögensgegenstände und Sachanlagen werden zu Anschaffungs- oder Herstellungskosten, vermindert um planmäßige Abschreibungen, bilanziert. Außerplanmäßige Abschreibungen werden vorgenommen, wenn eine voraussichtlich dauernde Wertminderung eingetreten ist. Die Abschreibungen erfolgen planmäßig über die Nutzungsdauer und beginnen im Zugangsmonat.; 9.2, 9.7 ;2016;N-ERGIE AG;Konzernabschluss;PwC
Bei Sachanlagen, die vor dem 1. Januar 2010 angeschafft worden sind, wird vom Beibehaltungswahlrecht nach Art. 67 Abs. 4 Satz 1 EGHGB Gebrauch gemacht. Hierbei wird im steuerlich zulässigen Rahmen grundsätzlich degressiv, im Übrigen linear abgeschrieben und zum jeweils günstigsten Zeitpunkt zur linearen Abschreibungsmethode übergegangen.; 9.7 ;2016;N-ERGIE AG;Konzernabschluss;PwC
Neuzugänge von Sachanlagen werden ab dem Geschäftsjahr 2010 linear über die betriebsgewöhnliche Nutzungsdauer abgeschrieben.; 9.7 ;2016;N-ERGIE AG;Konzernabschluss;PwC
Selbstständig nutzbare und bewegliche Wirtschaftsgüter, deren Anschaffungs- oder Herstellungskosten 150 €, aber nicht 410 € übersteigen, werden im Zugangsjahr in voller Höhe abgeschrieben.; 9.7 ;2016;N-ERGIE AG;Konzernabschluss;PwC
Den Abschreibungen auf immaterielle Vermögensgegenständen und Sachanlagen liegen im Wesentlichen folgende Nutzungsdauern zu Grunde:; 9.2, 9.7 ;2016;N-ERGIE AG;Konzernabschluss;PwC
"Nutzungsdauer in Jahren
Immaterielle Vermögensgegenstände 3 - 50
Grundstücke, grundstücksgleiche Rechte und Bauten einschließlich der Bauten auf fremden Grundstücken 4 - 99
Erzeugungs-, Gewinnungs- und Bezugsanlagen 6 - 50
Verteilungsanlagen 2 - 50
Technische Anlagen und Maschinen 4 - 35
Andere Anlagen, Betriebs- und Geschäftsausstattung 2 - 23"; 9.2, 9.7 ;2016;N-ERGIE AG;Konzernabschluss;PwC
Geleistete Anzahlungen sind zum Nominalwert und Anlagen im Bau sind mit den bisher angefallenen Anschaffungs- und Herstellungskosten bilanziert. Bei den Herstellungskosten der selbst erstellten Anlagen sind in angemessenem Umfang Gemeinkosten berücksichtigt (aktivierte Eigenleistungen). Die erhaltenen Investitionszuschüsse werden von den Anschaffungs- und Herstellungskosten der betroffenen Vermögensgegenstände abgesetzt.; 9.11 ;2016;N-ERGIE AG;Konzernabschluss;PwC
Unter den Finanzanlagen ausgewiesene Anteile und Beteiligungen an nicht einbezogenen verbundenen oder assoziierten Unternehmen sowie Wertpapiere sind zu Anschaffungskosten bzw. zum niedrigeren Wert bei dauerhafter Wertminderung bewertet. Ausleihungen werden zu ihrem Nenn- oder Barwert angesetzt.; 9.12 ;2016;N-ERGIE AG;Konzernabschluss;PwC
Umlaufvermögen; 9.19 ;2016;N-ERGIE AG;Konzernabschluss;PwC
Vorräte werden zu Anschaffungs- oder Herstellungskosten unter Beachtung des Niederstwertprinzips bewertet. Dem Risiko geminderter Verwendbarkeit wird durch entsprechende Wertabschläge Rechnung getragen. Der Ansatz der Roh-, Hilfs- und Betriebsstoffe sowie der Waren entspricht dem gleitenden Durchschnitt aus Anschaffungskosten oder den niedrigeren Wiederbeschaffungskosten, ausgenommen sind die unentgeltlich zugeteilten CO2-Emissionsberechtigungen, die in der Bilanz mit einem Wert von Null ausgewiesen werden und einen Zeitwert von 3.168 T€ (Vorjahr 5.865 T€) haben.; 9.20, 23 ;2016;N-ERGIE AG;Konzernabschluss;PwC
Fertige und unfertige Leistungen sind mit den Herstellungskosten unter Einbeziehung angemessener Gemeinkosten bilanziert.; 9.22, 9.23 ;2016;N-ERGIE AG;Konzernabschluss;PwC
"Forderungen und sonstige Vermögensgegenstände sowie flüssige Mittel werden zu Nominalbeträgen bewertet, vermindert um ausreichend bemessene Einzel- und Pauschalwertberichtigungen. Die Forderungen für die Energie- und Wasserlieferungen sowie Netznutzung gegen Kunden mit registrierender Lastgangmessung und Weiterverteiler beruhen grundsätzlich auf Stichtagsablesungen; nicht abgerechnete Lieferungen und Leistungen sind zum Bilanzstichtag auf Grundlage einer zählpunktbezogenen Hochrechnung abgegrenzt worden. Den Forderungen gegen Händler, die Standardlastprofilkunden versorgen, lag die rollierende
Jahresverbrauchsabrechnung zugrunde, wobei die zum Bilanzstichtag abgegrenzten, noch nicht abgelesenen Lieferungen und Leistungen auf Grundlage einer zählpunktbezogenen Hochrechnung ermittelt wurden. Von diesen Forderungen sind die erhaltenen Abschlagszahlungen offen abgesetzt."; 9.25 ;2016;N-ERGIE AG;Konzernabschluss;PwC
Das unter den sonstigen Vermögensgegenständen ausgewiesene Körperschaftsteuerguthaben wird mit dem Barwert ausgewiesen.; 9.29 ;2016;N-ERGIE AG;Konzernabschluss;PwC
Aktive Rechnungsabgrenzungsposten; 9.34 ;2016;N-ERGIE AG;Konzernabschluss;PwC
Die aktiven Rechnungsabgrenzungsposten sind in Höhe der abzugrenzenden Beträge angesetzt.; 9.34 ;2016;N-ERGIE AG;Konzernabschluss;PwC
Zuschüsse;;2016;N-ERGIE AG;Konzernabschluss;PwC
"Die bis zum 31. Dezember 2002 und die ab dem 1. Januar 2010 vereinnahmten Baukostenzuschüsse wurden mit 5 % der Ursprungsbeträge zugunsten der Umsatzerlöse aufgelöst. Die ab dem 1. Januar 2003 bis zum 31. Dezember 2009 vereinnahmten Baukostenzuschüsse wurden als Sonderposten für Investitionszuschüsse passiviert; die Auflösung erfolgt entsprechend der Nutzungsdauer des Vermögensgegenstands.";;2016;N-ERGIE AG;Konzernabschluss;PwC
Rückstellungen; 9.47 ;2016;N-ERGIE AG;Konzernabschluss;PwC
Die Pensionsrückstellungen wurden nach versicherungsmathematischen Grundsätzen mit dem Teilwertverfahren ermittelt. Grundlagen des Gutachtens sind die Richttafeln 2005G von Prof. Dr. Klaus Heubeck und der durch die Deutsche Bundesbank bekannt gegebene Rechnungszinsfuß von 4,01 % (Vorjahr 3,89 %), der dem durchschnittlichen Marktzins der vergangenen zehn Geschäftsjahre bei einer angenommenen Laufzeit von 15 Jahren entspricht. Zudem sind wie im Vorjahr ein Gehaltstrend von 2,5 % und eine Fluktuationsrate von 2,0 % berücksichtigt. Der Rentenanpassung wird ebenfalls wie im Vorjahr mit 1,7 % für allgemeine Versorgungen und mit 2,0 % für Einzelzusagen Rechnung getragen.; 9.48, 34 ;2016;N-ERGIE AG;Konzernabschluss;PwC
Die sonstigen Rückstellungen und Steuerrückstellungen berücksichtigen alle ungewissen Verpflichtungen sowie drohenden Verluste und sind mit dem nach vernünftiger kaufmännischer Beurteilung notwendigen Erfüllungsbetrag bilanziert. Die langfristigen sonstigen Rückstellungen für Jubiläumsverpflichtungen und Verpflichtungen aus Altersteilzeit und Beihilfen werden nach versicherungsmathematischen Grundsätzen mit dem Teilwertverfahren, einem Rechnungszinsfuß von 3,24 % (Vorjahr 3,89 %) und einem Gehaltstrend wie im Vorjahr von 2,5 % bewertet.; 9.49, 9.50 ;2016;N-ERGIE AG;Konzernabschluss;PwC
"Alle weiteren langfristigen Rückstellungen wurden, entsprechend ihrer Restlaufzeit, mit dem von der Deutschen Bundesbank bekanntgegebenen durchschnittlichen Marktzinssatz der vergangenen sieben Geschäftsjahre abgezinst; die Dotierung erfolgte nach der Nettomethode. Bei den Drohverlustrückstellungen GKI und Speicher Peckensen wurden aufgrund der aktuellen Lage die Bewertungsparameter angepasst."; 9.50 ;2016;N-ERGIE AG;Konzernabschluss;PwC
Zur bilanziellen Abbildung von in Portfolien zusammengefassten Bezugs- und Absatzgeschäften sowie ggf. finanziellen Derivaten für Strom und Gas wird unter Anwendung des IDW RS ÖFA 3 vom Grundsatz der imparitätischen Einzelbewertung abgewichen. Gemäß IDW RS ÖFA 3 werden etwaige überschießende Volumina bzw. offene Positionen auf Segmentebene imparitätisch bewertet und ggf. Rückstellung gebildet.;;2016;N-ERGIE AG;Konzernabschluss;PwC
Für die Portfolien Fernwärme, Kohle Longterm und Biogas werden aus Bezugs- und Absatzgeschäften sowie ggf. derivativen Finanzinstrumenten Bewertungseinheiten nach § 254 HGB gebildet. Die bilanzielle Abbildung der Bewertungseinheiten erfolgt nach der Einfrierungsmethode. Für Überhänge der negativen Marktwertveränderungen über die positiven Markt-wertänderungen sind Rückstellungen für Bewertungseinheiten zu bilden. Der beizulegende Zeitwert von Termingeschäften wird auf Basis der Barwerte der zukünftigen Zahlungsflüsse berechnet.; 30 ;2016;N-ERGIE AG;Konzernabschluss;PwC
Verbindlichkeiten; 9.51 ;2016;N-ERGIE AG;Konzernabschluss;PwC
Verbindlichkeiten werden gemäß § 253 Abs. 1 Satz 2 HGB mit ihren Erfüllungsbeträgen ausgewiesen.; 9.51 ;2016;N-ERGIE AG;Konzernabschluss;PwC
Passive Rechnungsabgrenzungsposten; 9.63 ;2016;N-ERGIE AG;Konzernabschluss;PwC
Die Rechnungsabgrenzungsposten werden mit dem Nennwert der Zahlungen bewertet und zeitanteilig abgegrenzt.; 9.63 ;2016;N-ERGIE AG;Konzernabschluss;PwC
Im Rahmen von Bezugsverträgen wurden Rohstoffsicherungsgeschäfte mittels derivativer Finanzinstrumente abgeschlossen, für die bilanzielle Bewertungseinheiten gebildet wurden.; 46 ;2016;N-ERGIE AG;Konzernabschluss;PwC
Latente Steuern; 9.64, 24 ;2016;N-ERGIE AG;Konzernabschluss;PwC
Da sich aufgrund der umfassenden steuerlichen Organschaft zur StWN keine Steuererstattungen bzw. -zahlungen aus Konsolidierungsbuchungen ergeben können, entfällt ein Ansatz von latenten Steuern nach § 306 HGB.; 9.64, 24 ;2016;N-ERGIE AG;Konzernabschluss;PwC
E Erläuterungen zur Bilanz;;2016;N-ERGIE AG;Konzernabschluss;PwC
E.1 Anlagevermögen; 5.1 ;2016;N-ERGIE AG;Konzernabschluss;PwC
Die Gliederung und Entwicklung des Anlagevermögens wird im Einzelnen in dem als Anlage zum Anhang beigefügten Anlagengitter dargestellt. Der Anteilsbesitz ist unter G.4 detailliert aufgeführt.; 5.1 ;2016;N-ERGIE AG;Konzernabschluss;PwC
Bei den Wertpapieren des Anlagevermögens handelt es sich um Anteile an Wertpapier-sondervermögen (Mischfonds auf Basis von Renten und Aktien). Der Marktwert zum 31. Dezember 2016 beträgt insgesamt 59.201 T€ und liegt somit 20.686 T€ über dem Buchwert. Im Geschäftsjahr wurden 975 T€ ausgeschüttet. Zur Absicherung von Altersteilzeitwertguthaben wurden Fondsanteile verpfändet.; 5.17, 18 ;2016;N-ERGIE AG;Konzernabschluss;PwC
Zum 31. Dezember 2016 ergibt sich in Summe ein negativer Equity-Wert zu assoziierten Unternehmen von 3.694 T€, der in einer Nebenrechnung fortgeführt wird.; 102 ;2016;N-ERGIE AG;Konzernabschluss;PwC
E.2 Vorräte; 5.20 ;2016;N-ERGIE AG;Konzernabschluss;PwC
Die Vorräte setzen sich wie folgt zusammen:; 5.20 ;2016;N-ERGIE AG;Konzernabschluss;PwC
"31.12.2016 31.12.2015
T€ T€
Roh-, Hilfs- und Betriebsstoffe 20.559 21.106
Unfertige Erzeugnisse, unfertige Leistungen 1.120 1.184
Fertige Erzeugnisse und Waren 7.878 5.372
29.557 27.662"; 5.20 ;2016;N-ERGIE AG;Konzernabschluss;PwC
E.3 Forderungen und sonstige Vermögensgegenstände; 5.25 ;2016;N-ERGIE AG;Konzernabschluss;PwC
Die Forderungen und sonstigen Vermögensgegenstände teilen sich wie folgt auf:; 5.25 ;2016;N-ERGIE AG;Konzernabschluss;PwC
"31.12.2016 31.12.2015
T€ T€
Forderungen aus Lieferungen und Leistungen 325.163 284.379
davon abgerechnete Forderungen aus Energie- und Wasserlieferungen sowie Netznutzung 184.702 182.314
davon Verbrauchsabgrenzung 350.890 360.752
davon erhaltene Abschlagszahlungen -274.781 -272.768
davon Wertberichtigungen -5.388 -7.222
Forderungen gegen verbundene Unternehmen 35.359 48.178
Forderungen gegen Unternehmen, mit denen
ein Beteiligungsverhältnis besteht 15.913 13.307
Sonstige Vermögensgegenstände 18.387 25.832
394.822 371.696"; 5.25 ;2016;N-ERGIE AG;Konzernabschluss;PwC
Die Forderungen gegen verbundene Unternehmen entfallen in Höhe von 4.638 T€ (Vorjahr 3.962 T€) auf Forderungen aus Lieferungen und Leistungen und zu 30.722 T€ (Vorjahr 44.216 T€) auf sonstige Forderungen. Darin enthalten sind gegen die Gesellschafterin StWN Forderungen in Höhe von 30.722 T€ (Vorjahr 44.332 T€). Die Forderungen gegen Unternehmen, mit denen ein Beteiligungsverhältnis besteht, betreffen ausschließlich Forderungen aus Lieferungen und Leistungen 15.913 T€ (Vorjahr 13.307 T€).; 5.27, 7 ;2016;N-ERGIE AG;Konzernabschluss;PwC
Die sonstigen Vermögensgegenständen enthalten Steuererstattungsansprüche in Höhe von 10.146 T€ (Vorjahr 13.591 T€).; 5.29 ;2016;N-ERGIE AG;Konzernabschluss;PwC
Sämtliche Forderungen sind innerhalb eines Jahres fällig. Im Vorjahr war ein Körperschaftsteuerguthaben in den sonstigen Vermögensgegenständen in Höhe von 350 T€ mit einer Restlaufzeit über ein Jahr enthalten.; 5.29 ;2016;N-ERGIE AG;Konzernabschluss;PwC
E.4 Aktiver Rechnungsabgrenzungsposten; 5.34 ;2016;N-ERGIE AG;Konzernabschluss;PwC
Der Posten setzt sich im Wesentlichen aus Aufwendungen für Preisabsicherungen sowie Aufwendungen aus einem Servicevertrag zusammen. Zudem ist ein Disagio von 147 T€ (Vorjahr 189 T€) enthalten.; 5.34, 22 ;2016;N-ERGIE AG;Konzernabschluss;PwC
E.5 Eigenkapital; 5.37 ;2016;N-ERGIE AG;Konzernabschluss;PwC
Gezeichnetes Kapital; 5.38 ;2016;N-ERGIE AG;Konzernabschluss;PwC
Das in 156.400.000 Inhaber-Stückaktien (Aktien ohne Nennbetrag) eingeteilte Grundkapital beträgt unverändert 156.400.000,00 €. Der rechnerische Wert ergibt 1 € je Inhaberaktie.; 5.38, 21 ;2016;N-ERGIE AG;Konzernabschluss;PwC
Die Anteile an der N-ERGIE Aktiengesellschaft werden zu 60,2 % von der Städtische Werke Nürnberg Gesellschaft mit beschränkter Haftung, Nürnberg, und zu 39,8 % von der Thüga Aktiengesellschaft, München (Thüga), gehalten. Mit Brief vom 28. August 2000 teilte uns die StWN mit, dass ihr mehr als 25,0 % der Aktien gehören. Weiterhin teilte sie mit, dass ihr eine Mehrheitsbeteiligung im Sinne von § 16 Abs. 1 AktG zusteht.;;2016;N-ERGIE AG;Konzernabschluss;PwC
Die Thüga Holding GmbH & Co. KGaA, München, hat mit Wirkung vom 1. Dezember 2009 sämtliche Geschäftsanteile der E.ON Ruhrgas Thüga Holding GmbH, Essen, erworben. Zum 29. Januar 2010 wurde die E.ON Ruhrgas Thüga Holding GmbH, Essen, umfirmiert in die Thüga Beteiligungs GmbH, München, die am 19. August 2010 auf die Thüga Holding GmbH & Co. KGaA, München, verschmolzen wurde.;;2016;N-ERGIE AG;Konzernabschluss;PwC
Die Thüga Holding GmbH & Co. KGaA hält ihrerseits unmittelbar und mittelbar sämtliche Aktien der Thüga Aktiengesellschaft, München. Die Thüga Holding GmbH & Co. KGaA, München, hat damit auch eine mittelbare Beteiligung an der N-ERGIE Aktiengesellschaft, Nürnberg, erworben.;;2016;N-ERGIE AG;Konzernabschluss;PwC
Mit Brief vom 8. Dezember 2009 teilte die Thüga Holding GmbH & Co. KGaA, München, gemäß § 20 Abs. 1 und 3 sowie § 21 Abs. 1 AktG der N-ERGIE mit, dass sie für den Fall des § 20 Abs. 3 AktG ohne Zurechnung von Aktien gemäß § 20 Abs. 2 AktG mit mehr als 25,0 % an unserer Gesellschaft beteiligt ist.;;2016;N-ERGIE AG;Konzernabschluss;PwC
Kapitalrücklage; 5.39 ;2016;N-ERGIE AG;Konzernabschluss;PwC
Die Kapitalrücklage beträgt unverändert 119.886 T€.; 5.39 ;2016;N-ERGIE AG;Konzernabschluss;PwC
Gewinnrücklagen; 5.40 ;2016;N-ERGIE AG;Konzernabschluss;PwC
Die Gewinnrücklagen betreffen ausschließlich andere Gewinnrücklagen. Sie enthalten im Wesentlichen die Konzernanteile am Ergebnis der einbezogenen Unternehmen, soweit sie nicht ausgeschüttet wurden, die Unterschiedsbeträge aus der Kapitalkonsolidierung und der Equity-Bewertung sowie Beträge aus der BilMoG-Umstellung.; 5.44 ;2016;N-ERGIE AG;Konzernabschluss;PwC
"T€
Stand 31.12.2015 167.582
Einstellung in der N-ERGIE Aktiengesellschaft 26.000
Entnahmen -3.950
Stand 31.12.2016 189.632"; 5.44 ;2016;N-ERGIE AG;Konzernabschluss;PwC
Ausgleichsposten für Anteile anderer Gesellschafter;;2016;N-ERGIE AG;Konzernabschluss;PwC
Die Anteile konzernfremder Gesellschafter am Eigenkapital der konsolidierten Tochterunternehmen betreffen überwiegend die Fremdanteile an der N-ERGIE Immobiliengesellschaft GmbH, Nürnberg.;;2016;N-ERGIE AG;Konzernabschluss;PwC
E.6 Zuschüsse;;2016;N-ERGIE AG;Konzernabschluss;PwC
Die Zuschüsse entwickelten sich wie folgt:;;2016;N-ERGIE AG;Konzernabschluss;PwC
"31.12.2015 Zuführung Auflösung Abgang 31.12.2016
T€ T€ T€ T€ T€
177.805 18.069 17.532 794 177.548";;2016;N-ERGIE AG;Konzernabschluss;PwC
E.7 Rückstellungen; 5.47 ;2016;N-ERGIE AG;Konzernabschluss;PwC
Die Rückstellungen gliedern sich wie folgt:; 5.47 ;2016;N-ERGIE AG;Konzernabschluss;PwC
"31.12.2016 31.12.2015
T€ T€
Rückstellungen für Pensionen und ähnliche
Verpflichtungen 263.861 269.342
Steuerrückstellungen 485 2.107"; 5.47 ;2016;N-ERGIE AG;Konzernabschluss;PwC
"31.12.2016 31.12.2015
T€ T€
Sonstige Rückstellungen 222.318 214.737
486.664 486.186"; 5.47 ;2016;N-ERGIE AG;Konzernabschluss;PwC
Mit den sonstigen Rückstellungen wird nach derzeitigem Kenntnisstand in ausreichendem Umfang Vorsorge für künftige Verpflichtungen und Risiken getroffen. Sie enthalten in der Hauptsache ungewisse Verbindlichkeiten aus dem Personalbereich, unter anderem für Altersteilzeitverpflichtungen sowie Überstunden und Gleitzeitüberhängen, Abrechnungsverpflichtungen, Sanierungs- und Wiederherstellungskosten, Rückbauverpflichtungen, Verbindlichkeiten durch ausstehende Rechnungen, drohende Verluste sowie absatzwirtschaftliche und sonstige Risiken, insbesondere für Risiken aus einem Schadensfall.; 5.50 ;2016;N-ERGIE AG;Konzernabschluss;PwC
Beim erstmaligen Ansatz der langfristigen Rückstellungen für absatzwirtschaftliche Risiken und sonstige Risiken nach dem BilMoG wurde vom Beibehaltungswahlrecht nach Art. 67 Abs. 1 Satz 2 EGHGB Gebrauch gemacht. Aufgrund der geänderten Bewertung ergibt sich zum 31. Dezember 2016 eine Überdeckung der Rückstellungen von 1 T€.; 5.50, 39 ;2016;N-ERGIE AG;Konzernabschluss;PwC
Der Unterschiedsbetrag aus dem Ansatz der Rückstellung für Pensionen und ähnliche Verpflichtungen nach Maßgabe des durchschnittlichen Marktzinssatz aus den vergangenen zehn Geschäftsjahren und dem Ansatz nach Maßgabe des durchschnittlichen Marktzinssatzes aus den vergangenen sieben Geschäftsjahren beträgt 27.288 T€.; 5.48, 35 ;2016;N-ERGIE AG;Konzernabschluss;PwC
E.8 Verbindlichkeiten; 5.51 ;2016;N-ERGIE AG;Konzernabschluss;PwC
Die Verbindlichkeiten setzen sich wie folgt zusammen:; 5.51, 41 ;2016;N-ERGIE AG;Konzernabschluss;PwC
