Die Posten der Gewinn- und Verlustrechnung werden monatlich mit dem Monatsdurchschnitt umgerechnet.;;2012;WIRTGEN GROUP GmbH;Konzernabschluss;Dornbach GmbH;;;;;;;;;;;;;;;;;;;;;;;;;;;
Die Differenz zwischen dem zum Stichtagskurs in die Bilanz übernommenen und dem zum Durchschnittskurs umgerechneten Jahresergebnis wird, über alle Unternehmen saldiert, in den sonstigen betrieblichen Erträgen ausgewiesen.;;2012;WIRTGEN GROUP GmbH;Konzernabschluss;Dornbach GmbH;;;;;;;;;;;;;;;;;;;;;;;;;;;
Immaterielle Vermögensgegenstände; 9.2 ;2012;WIRTGEN GROUP GmbH;Konzernabschluss;Dornbach GmbH;;;;;;;;;;;;;;;;;;;;;;;;;;;
Entgeltlich erworbene immaterielle Vermögensgegenstände; 9.4 ;2012;WIRTGEN GROUP GmbH;Konzernabschluss;Dornbach GmbH;;;;;;;;;;;;;;;;;;;;;;;;;;;
Die entgeltlich erworbenen immateriellen Vermögensgegenstände des Anlagevermögens werden grundsätzlich zu Anschaffungskosten zuzüglich Anschaffungsnebenkosten abzüglich Anschaffungspreisminde- rungen aktiviert. Die planmäßigen Abschreibungen werden nach der linearen Methode vorgenommen.; 9.4 ;2012;WIRTGEN GROUP GmbH;Konzernabschluss;Dornbach GmbH;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sachanlagen; 9.7 ;2012;WIRTGEN GROUP GmbH;Konzernabschluss;Dornbach GmbH;;;;;;;;;;;;;;;;;;;;;;;;;;;
Die entgeltlich erworbenen Vermögensgegenstände des Sachanlagevermögens werden grundsätzlich zu Anschaffungskosten zuzüglich Anschaffungsnebenkosten abzüglich Anschaffungspreisminderungen akti- viert.; 9.7 ;2012;WIRTGEN GROUP GmbH;Konzernabschluss;Dornbach GmbH;;;;;;;;;;;;;;;;;;;;;;;;;;;
Für abnutzbare Vermögensgegenstände des Sachanlagevermögens werden planmäßige Abschreibungen nach der linearen und degressiven Methode vorgenommen.; 9.7 ;2012;WIRTGEN GROUP GmbH;Konzernabschluss;Dornbach GmbH;;;;;;;;;;;;;;;;;;;;;;;;;;;
Finanzanlagen; 9.12 ;2012;WIRTGEN GROUP GmbH;Konzernabschluss;Dornbach GmbH;;;;;;;;;;;;;;;;;;;;;;;;;;;
Die Bewertung des Finanzanlagevermögens erfolgt grundsätzlich zu Anschaffungskosten, Ausleihungen werden mit ihren Nennbeträgen angesetzt. Wertminderungen wird durch angemessene Wertberichtigungen Rechnung getragen.; 9.12 ;2012;WIRTGEN GROUP GmbH;Konzernabschluss;Dornbach GmbH;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vorräte; 9.20 ;2012;WIRTGEN GROUP GmbH;Konzernabschluss;Dornbach GmbH;;;;;;;;;;;;;;;;;;;;;;;;;;;
Die Roh-, Hilfs- und Betriebsstoffe und Handelswaren werden zu Anschaffungspreisen einschließlich Nebenkosten abzüglich Preisnachlässen bewertet, die unter Beachtung des Niederstwertprinzips nicht über den Wiederbeschaffungskosten am Bilanzstichtag liegen.; 9.21 ;2012;WIRTGEN GROUP GmbH;Konzernabschluss;Dornbach GmbH;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fertige und unfertige Erzeugnisse wurden zu Herstellungskosten bewertet, die durch Kalkulation auf Basis der innerbetrieblichen Kostenrechnung der Gesellschaft ermittelt wurden. Dabei wurde beachtet, dass die kalkulierten Herstellungskosten nicht über den tatsächlichen Herstellungskosten liegen. Angemessene Gemeinkostenzuschläge wurden berücksichtigt. Dem Prinzip der verlustfreien Bewertung wurde durch absatzmarktorientierte Abschläge Rechnung getragen.; 9.22, 9.23 ;2012;WIRTGEN GROUP GmbH;Konzernabschluss;Dornbach GmbH;;;;;;;;;;;;;;;;;;;;;;;;;;;
Forderungen und sonstige Aktiva; 9.25 ;2012;WIRTGEN GROUP GmbH;Konzernabschluss;Dornbach GmbH;;;;;;;;;;;;;;;;;;;;;;;;;;;
Die Bewertung der Forderungen aus Lieferungen und Leistungen erfolgt zum Nennwert. Dem allgemeinen Kreditrisiko sowie dem internen Zinsverlust wird durch eine Pauschalwertberichtigung des um die einzelwertberichtigten Forderungen bereinigten Nettoforderungsbestandes, zweifelhaften Forderungen wird durch angemessene Einzelwertberichtigungen Rechnung getragen.; 9.26 ;2012;WIRTGEN GROUP GmbH;Konzernabschluss;Dornbach GmbH;;;;;;;;;;;;;;;;;;;;;;;;;;;
Der Bestand an liquiden Mitteln wird mit Nominalwerten bewertet. Der Ansatz der sonstigen Aktiva erfolgt zu Nennwerten.; 9.33 ;2012;WIRTGEN GROUP GmbH;Konzernabschluss;Dornbach GmbH;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rückstellungen; 9.47 ;2012;WIRTGEN GROUP GmbH;Konzernabschluss;Dornbach GmbH;;;;;;;;;;;;;;;;;;;;;;;;;;;
Die Rückstellungen werden mit den nach vernünftiger kaufmännischer Beurteilung notwendigen Erfüllungsbeträgen angesetzt. Rückstellungen mit einer Restlaufzeit von mehr als einem Jahr werden mit dem ihrer Restlaufzeit entsprechenden durchschnittlichen Marktzinssatz der vergangenen sieben Jahre abgezinst.; 9.47 ;2012;WIRTGEN GROUP GmbH;Konzernabschluss;Dornbach GmbH;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pensionsrückstellungen; 9.48 ;2012;WIRTGEN GROUP GmbH;Konzernabschluss;Dornbach GmbH;;;;;;;;;;;;;;;;;;;;;;;;;;;
Die Ermittlung der Pensionsrückstellungen basiert im Wesentlichen auf versicherungsmathematischen Grundsätzen mittels der Projected-Unit-Credit-Methode (FLIC-Methode). Als biometrische Grundlagen wurden die Richttafeln 2005 G von Prof. Dr. Klaus Heubeck verwendet. Der Zinssatz bewegt sich zwischen 5,06 % und 6,0 %. Gehaltssteigerungen und Rentensteigerungen wurden in angemessener Höhe berücksichtigt.; 9.48, 35 ;2012;WIRTGEN GROUP GmbH;Konzernabschluss;Dornbach GmbH;;;;;;;;;;;;;;;;;;;;;;;;;;;
Verbindlichkeiten; 9.51 ;2012;WIRTGEN GROUP GmbH;Konzernabschluss;Dornbach GmbH;;;;;;;;;;;;;;;;;;;;;;;;;;;
Die Bewertung der Verbindlichkeiten erfolgt zum Erfüllungsbetrag. Zinslose Darlehen werden analog der Bilanzierung von Zero-Bonds mit dem Barwert ausgewiesen.; 9.51 ;2012;WIRTGEN GROUP GmbH;Konzernabschluss;Dornbach GmbH;;;;;;;;;;;;;;;;;;;;;;;;;;;
Latente Ertragsteuern; 9.64, 9.35 ;2012;WIRTGEN GROUP GmbH;Konzernabschluss;Dornbach GmbH;;;;;;;;;;;;;;;;;;;;;;;;;;;
Latente Ertragsteuern werden für sämtliche Differenzen zwischen den steuerlichen und den bilanziellen Wertansätzen gebildet.; 9.64, 25, 26 ;2012;WIRTGEN GROUP GmbH;Konzernabschluss;Dornbach GmbH;;;;;;;;;;;;;;;;;;;;;;;;;;;
Passive Steuerlatenzen resultieren im Wesentlichen aus unterschiedlichen Wertansätzen bei den Forderungen aus Lieferungen und Leistungen sowie aus sonstigen Rückstellungen. Aktive Steuerlatenzen ergeben sich aus unterschiedlichen Wertansätzen bei den sonstigen Rückstellungen.; 9.64, 25, 26 ;2012;WIRTGEN GROUP GmbH;Konzernabschluss;Dornbach GmbH;;;;;;;;;;;;;;;;;;;;;;;;;;;
Die latenten Steuern werden auf Basis eines konzerneinheitlichen durchschnittlichen Steuersatzes von 30 % (Vorjahr: 30 %) ermittelt. Von dem Wahlrecht des § 306 S. 2 HGB, aktive und passive latente Steuern zu saldieren, wurde Gebrauch gemacht.; 9.64, 25, 26 ;2012;WIRTGEN GROUP GmbH;Konzernabschluss;Dornbach GmbH;;;;;;;;;;;;;;;;;;;;;;;;;;;
Konsolidierungsmaßnahmen;;2012;WIRTGEN GROUP GmbH;Konzernabschluss;Dornbach GmbH;;;;;;;;;;;;;;;;;;;;;;;;;;;
Die Kapitalkonsolidierung erfolgt bei allen voll- und anteilmäßig konsolidierten Unternehmen, deren Akquisition vor dem 1. Januar 2010 erfolgte, gemäß dem Beibehaltungswahlrecht des Art. 66 Abs. 3 S. 4 EGHGB nach der Buchwertmethode. Akquisitionen ab dem 1. Januar 2010 werden gemäß § 301 Abs. 1 S. 2 HGB nach der Neubewertungsmethode konsolidiert.;;2012;WIRTGEN GROUP GmbH;Konzernabschluss;Dornbach GmbH;;;;;;;;;;;;;;;;;;;;;;;;;;;
Als Zeitpunkt der Erstkonsolidierung wird grundsätzlich der Zeitpunkt der erstmaligen Einbeziehung in den Konzern gewählt.;;2012;WIRTGEN GROUP GmbH;Konzernabschluss;Dornbach GmbH;;;;;;;;;;;;;;;;;;;;;;;;;;;
Aus der Kapitalkonsolidierung aktivierte Geschäfts- oder Firmenwerte (insgesamt TEUR 9.008) werden bei Vertriebsgesellschaften ab dem der Erstkonsolidierung folgenden Jahr zu jeweils einem Viertel abge- schrieben. Aktivierte Geschäfts- oder Firmenwerte der produzierenden Gesellschaften werden ab dem der Erstkonsolidierung folgenden Jahr über die Nutzungsdauer von 10 Jahren linear abgeschrieben. Die Abschreibungszeiträume entsprechen der voraussichtlichen Bestandsdauer der erworbenen Markenwerte und des Produktions-Know-Hows.; 14 ;2012;WIRTGEN GROUP GmbH;Konzernabschluss;Dornbach GmbH;;;;;;;;;;;;;;;;;;;;;;;;;;;
Im Geschäftsjahr 2012 wurden insgesamt TEUR 1.740 an aktivierten Geschäfts- und Firmenwerten abgeschrieben.;;2012;WIRTGEN GROUP GmbH;Konzernabschluss;Dornbach GmbH;;;;;;;;;;;;;;;;;;;;;;;;;;;
Für die Anteile fremder Gesellschafter am Eigenkapital der in den Konsolidierungskreis einbezogenen Unternehmen wird gemäß § 307 Abs. 1 S. 1 HGB ein Ausgleichsposten gebildet, der den direkten und indirekten Anteilen dieser Gesellschafter am Eigenkapital des Konzerns entspricht.;;2012;WIRTGEN GROUP GmbH;Konzernabschluss;Dornbach GmbH;;;;;;;;;;;;;;;;;;;;;;;;;;;
Die im Konzernvorratsvermögen zum 31. Dezember 2012 enthaltenen Zwischengewinne werden erfolgswirksam eliminiert.;;2012;WIRTGEN GROUP GmbH;Konzernabschluss;Dornbach GmbH;;;;;;;;;;;;;;;;;;;;;;;;;;;
Die im Rahmen der Schuldenkonsolidierung festgestellte Differenz zwischen den Forderungen und Verbindlichkeiten der in den Konzernabschluss einbezogenen Unternehmen wird erfolgswirksam über die Gewinn- und Verlustrechnung verbucht.;;2012;WIRTGEN GROUP GmbH;Konzernabschluss;Dornbach GmbH;;;;;;;;;;;;;;;;;;;;;;;;;;;
Alle Umsätze sowie andere Erträge und Aufwendungen zwischen den einbezogenen Unternehmen werden miteinander verrechnet.;;2012;WIRTGEN GROUP GmbH;Konzernabschluss;Dornbach GmbH;;;;;;;;;;;;;;;;;;;;;;;;;;;
C. Erläuterungen zur Bilanz Anlagevermögen; 5.1 ;2012;WIRTGEN GROUP GmbH;Konzernabschluss;Dornbach GmbH;;;;;;;;;;;;;;;;;;;;;;;;;;;
Die Summe der Bruttowerte (kumulierte Anschaffungs- und Herstellungskosten) und der kumulierten Abschreibungen je Anlageposten sowie die Zugänge und Abgänge des Berichtsjahres ergeben sich aus dem Anlagespiegel (ebenso sind dem Anlagespiegel die Abschreibungen des Geschäftsjahres zu entnehmen).; 5.1 ;2012;WIRTGEN GROUP GmbH;Konzernabschluss;Dornbach GmbH;;;;;;;;;;;;;;;;;;;;;;;;;;;
Anlagespiegel zum 31. Dezember 2012; 15, 16 ;2012;WIRTGEN GROUP GmbH;Konzernabschluss;Dornbach GmbH;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Anschaffungs- und Herstellungskosten
Stand.
1.1.2012
Währungs-.
einfluss.
Saldovortrag
Veränderungen.
im Konsoli-.
dierungskreis
EUR EUR EUR
I. Immaterielle Vermögensgegenstände
1. Entgeltlich erworbene Konzessionen, gewerbliche Schutzrechte und ähnliche Rechte und Werte sowie
Lizenzen an selchen Rechten und Werten
39.767.034 -178.761 0
2. Geschäfts- oder Firmenwert 68.214.786 -1.104 0
3. Geleistete Anzahlungen 0 0 0
107.971.820 -179.865 0
II. Sachanlagen
1. Grundstücke und Bauten einschließlich der Bauten auf fremden Grundstücken 364.624004 128.967 0
2. Technische Anlagen und Maschinen 109.903.293 -243.614 0
3. Andere Anlagen, Betriebs- und Geschäftsausstattung 162.186.603 -245.371 0
4. Geleistete Anzahlungen und Anlagen im Bau 14.042.827 66.600 0
650.756.727 -293.418 0
III. Finanzanlagen
1. Anteile an verbundenen Unternehmen 1.058.966 0 0
2. Wertpapiere des Anlagevermögens 20.695 2.090 0
3. Sonstige Ausleihungen 5.543 0 0
1.085.204 2.090 0
759.813.751 -471.193 0
Anschaffungs- und Herstellungskosten
Zugang Abgang Umbuchung Stand.
31.12.2012
EUR EUR EUR EUR
I. Immaterielle Vermögensgegenstände
1. Entgeltlich erworbene Konzessionen, gewerbliche Schutzrechte und
ähnliche Rechte und Werte sowie Lizenzen an selchen Rechten und Werten
3.912.472 -60.650 433.631 43.873.526
2. Geschäfts- oder Firmenwert 0 0 0 68.213.682
3. Geleistete Anzahlungen 134.247 0 0 134.247
3.925.719 -50.850 433.631 112.100.455
II. Sachanlagen
1. Grundstücke und Bauten einschließlich der Bauten auf fremden Grundstücken
39.294.802 -535.228 2.899.786 406.412.331
2. Technische Anlagen und Maschinen 124,531,737 -3.011.399 44.778.524 123.958541
3. Andere Anlagen, Betriebs- und Geschäftsausstattung 36.456.419 -25.245.961 176.310 173.328000
4. Geleistete Anzahlungen und Anlagen im Bau 14.067.083 -249.464 -8.288.251 19.638.795
102.350.041 -29.042.052 -433.631 723.337.667
III. Finanzanlagen
1. Anteile an verbundenen Unternehmen 0 -24.933 0 1.034.033
2. Wertpapiere des Anlagevermögens 0 0 0 22.785
3. Sonstige Ausleihungen 0 -2.605 0 2.938
0 -27.538 0 1.059.756
106.275.760 -29.120.440 0 836.497.878
Abschreibungen
Stand.
1.1.2012
Währungs-.
einfluss.
Saldovortrag
Veränderungen.
im Konsoli-.
dierungskreis
EUR EUR EUR
I. Immaterielle Vermögensgegenstände
1. Entgeltlich erworbene Konzessionen, gewerbliche Schutzrechte und ähnliche Rechte und Werte sowie
Lizenzen an selchen Rechten und Werten
33.665.678 -147.895 0
Abschreibungen
Stand.
1.1.2012
Währungs-.
einfluss.
Saldovortrag
Veränderungen.
im Konsoli-.
dierungskreis
EUR EUR EUR
2. Geschäfts- oder Firmenwert 57.360.705 463 0
3. Geleistete Anzahlungen 0 0 0
91.026.383 -147.432 0
II. Sachanlagen
1. Grundstücke und Bauten einschließlich der Bauten auf fremden Grundstücken 57.017.454 -176.264 0
2. Technische Anlagen und Maschinen 59.295.493 -126.667 0
3. Andere Anlagen, Betriebs- und Geschäftsausstattung 86.814.590 -394.273 0
4. Geleistete Anzahlungen und Anlagen im Bau 170.561 -30.907 0
203.198.098 -727.111 0
III. Finanzanlagen
1. Anteile an verbundenen Unternehmen 615.590 0 0
2. Wertpapiere des Anlagevermögens 14,049 2.090 0
3. Sonstige Ausleihungen 0 0 0
629.639 2.090 0
294.854.120 -872.453 0
Abschreibungen
Zugang Abgang Umbuchung Stand.
31.12.2012
EUR EUR EUR EUR
I. Immaterielle Vermögensgegenstände
1. Entgeltlich erworbene Konzessionen, gewerbliche Schutzrechte und
ähnliche Rechte und Werte sowie Lizenzen an selchen Rechten und Werten
3.19 9.931 -46.124 41.537 36.709.127
2. Geschäfts- oder Firmenwert 1.739.546 0 0 59.100.714
3. Geleistete Anzahlungen 3 0 0 0
4.935.477 -46.124 41.537 95.809.841
II. Sachanlagen
Abschreibungen
Zugang Abgang Umbuchung Stand.
31.12.2012
EUR EUR EUR EUR
1. Grundstücke und Bauten einschließlich der Bauten auf fremden Grundstücken
11.609.422 -12.347 0 68.438.265
2. Technische Anlagen und Maschinen 12,306.641 -2.6994.816 3374.514 69.114.165
3. Andere Anlagen, Betriebs- und Geschäftsausstattung 20.845.953 -10.973.155 -379.051 95.914.064
4. Geleistete Anzahlungen und Anlagen im Bau 0 0 0 39.654
44.762.016 -13.685.318 -414.537 233.506.148
III. Finanzanlagen
1. Anteile an verbundenen Unternehmen 0 0 0 615.590
2. Wertpapiere des Anlagevermögens 0 0 0 16.139
3. Sonstige Ausleihungen 0 0 0 0
0 0 0 631.729
49.697.493 -13.731.442 0 329.947.718
Buchwerte
Stand.
31.12.2012
Stand.
31.12.2011
EUR EUR
I. Immaterielle Vermögensgegenstände
1. Entgeltlich erworbene Konzessionen, gewerbliche Schutzrechte und ähnliche Rechte und Werte sowie Lizenzen an selchen
Rechten und Werten
7.164.399 6.091.356
2. Geschäfts- oder Firmenwert 9.112.968 10.854.081
3. Geleistete Anzahlungen 134.247 0
16.290.614 16.945.437
II. Sachanlagen
1. Grundstücke und Bauten einschließlich der Bauten auf fremden Grundstücken 337.974.066 307.606.550
2. Technische Anlagen und Maschinen 64.844.376 50.6074.600
3. Andere Anlagen, Betriebs- und Geschäftsausstattung 77.413.936 75.372.013
4. Geleistete Anzahlungen und Anlagen im Bau 19.699.141 13.972.266
489.831.519 447.558.629
Buchwerte
Stand.
31.12.2012
Stand.
31.12.2011
EUR EUR
III. Finanzanlagen
1. Anteile an verbundenen Unternehmen 416.443 443.376
2. Wertpapiere des Anlagevermögens 6.646 6.646
3. Sonstige Ausleihungen 2.938 5.543
428.027 455.565
506.550.160 464.959.631"; 15, 16 ;2012;WIRTGEN GROUP GmbH;Konzernabschluss;Dornbach GmbH;;;;;;;;;;;;;;;;;;;;;;;;;;;
Forderungen und sonstige Vermögensgegenstände; 5.25 ;2012;WIRTGEN GROUP GmbH;Konzernabschluss;Dornbach GmbH;;;;;;;;;;;;;;;;;;;;;;;;;;;
Forderungen mit einer Restlaufzeit von mehr als einem Jahr bestehen in Höhe von TEUR; 5.25 ;2012;WIRTGEN GROUP GmbH;Konzernabschluss;Dornbach GmbH;;;;;;;;;18 345.;;;;;;;;;;;;;;;;;;
Verbindlichkeitenspiegel; 5.52 ;2012;WIRTGEN GROUP GmbH;Konzernabschluss;Dornbach GmbH;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Angaben in TEUR Restlaufzeit.
bis zu.
einem Jahr
Restlaufzeit.
zwischen einem.
und fünf Jahren
Restlaufzeit.
über fünf Jahre
Summe.
Verbindlichkeiten
Verbindlichkeiten gegenüber Kreditinstituten 252.397 974.495 6.616 356.508
(Vorjahr) (185.563) (126.916) (6.345) (318.824)
Verbindlichkeiten aus Lieferungen und Leistungen 384.685 0 0 38.685
(Vorjahr) (52.731) (820) 0 (53.551)
Verbindlichkeiten aus der Annahme gezogener Wechsel und der Ausstellung
eigener Wechsel
113 0 0 113
(Vorjahr) (744) 0 0 (744)
Verbindlichkeiten gegenüber verbundenen Unternehmen 34.109 0 0 3.109
(Vorjahr) (3.114) 0 0 (3.114)
Verbindlichkeiten gegenüber Unternehmen, mit denen ein Beteiligungsverhältnis
besteht
3 0 0 3
(Vorjahr) (4) 0 0 (4)
Sonstige Verbindlichkeiten gegenüber Gesellschaftern 3.888 0 0 3.888
(Vorjahr) (3.897) 0 0 (3.897)
Sonstige Verbindlichkeiten im Rahmen der sozialen Sicherheit 1.513 0 0 1.513
Angaben in TEUR Restlaufzeit.
bis zu.
einem Jahr
Restlaufzeit.
zwischen einem.
und fünf Jahren
Restlaufzeit.
über fünf Jahre
Summe.
Verbindlichkeiten
(Vorjahr) (1.677) 0 0 (1.677)
Sonstige Verbindlichkeiten aus Steuern 10.278 0 0 10.278
(Vorjahr) (11.347) 0 0 (11.347)
Übrige sonstige Verbindlichkeiten 13.527 139 56 13.722
(Vorjahr) (17.492) (80) 0 (17.572)
Summe Verbindlichkeiten 323.513 97.634 6.672 427.819
(Vorjahr) (276.569) (127.816) (64.345) (410.730)"; 5.52, 19, 42, 43 ;2012;WIRTGEN GROUP GmbH;Konzernabschluss;Dornbach GmbH;;;;;;;;;;;;;;;;;;;;;;;;;;;
Haftungsverhältnisse; 44 ;2012;WIRTGEN GROUP GmbH;Konzernabschluss;Dornbach GmbH;;;;;;;;;;;;;;;;;;;;;;;;;;;
Im Konzern bestehen Haftungsverhältnisse aus Bürgschaften und Garantien in Höhe von TEUR 5.081 sowie Sonstige in Höhe von TEUR 7.297.; 44 ;2012;WIRTGEN GROUP GmbH;Konzernabschluss;Dornbach GmbH;;;;;;;;;;;;;;;;;;;;;;;;;;;
D. Erläuterungen zur Gewinn- und Verlustrechnung Umsatzerlöse nach Regionen; 5.66 ;2012;WIRTGEN GROUP GmbH;Konzernabschluss;Dornbach GmbH;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Angaben in TEUR Europa Amerika Asien / Australien Afrika Gesamt
Summe 800.165 429.705 494.621 182.832 1.907.323"; 5.66 ;2012;WIRTGEN GROUP GmbH;Konzernabschluss;Dornbach GmbH;;;;;;;;;;;;;;;;;;;;;;;;;;;
Eine Aufgliederung der Umsatzerlöse mit Dritten nach Tätigkeitsbereichen nach für den Konzern typischen Erzeugnissen und der für die gewöhnliche Geschäftstätigkeit des Konzerns typischen Dienstleistungen wurde gem. § 314 Abs. 1 Nr. 3 HGB nicht vorgenommen, da sich diese nicht erheblich unterscheiden.; 5.66 ;2012;WIRTGEN GROUP GmbH;Konzernabschluss;Dornbach GmbH;;;;;;;;;;;;;;;;;;;;;;;;;;;
Steuern vom Einkommen und vom Ertrag Steuerliche Überleitungsrechnung; 5.90, 28 ;2012;WIRTGEN GROUP GmbH;Konzernabschluss;Dornbach GmbH;;;;;;;;;;;;;;;;;;;;;;;;;;;
