Anhang; Annotierung (Angabe Nummer in Anahngscheckliste) ;Geschäftsjahr;Gesellschaft;Abschlussart;Prüfer
"31.12.2016 31.12.2015
TEUR TEUR
Forderungen aus Lieferungen und Leistungen 57.657 59.502
- davon Restlaufzeit von mehr als einem Jahr (0 ) (0 )
Forderungen aus Factoring 2.216 2.070
- davon Restlaufzeit von mehr als einem Jahr (0 ) (0 )
Forderungen an Beteiligungen 551 348
- davon Restlaufzeit von mehr als einem Jahr (0 ) (0 )
Forderungen gegen Gesellschafter 4.712 6.761
- davon Restlaufzeit von mehr als einem Jahr (0 ) (0 )
Sonstige Vermögensgegenstände 9.085 7.970
- davon Restlaufzeit von mehr als einem Jahr (651) (891)
74.221 76.651"; 5.25, 19 ;2016;LUKAD HOLDING GmbH & Co. KG;Konzernabschluss;EY
Aktive Latente Steuern; 5.35, 25 ;2016;LUKAD HOLDING GmbH & Co. KG;Konzernabschluss;EY
"31.12.2016 31.12.2015
TEUR TEUR
aus Verlustvorträgen 199 262
sonstige
aus Einzelabschlüssen inklusive Anpassungen 2.672 2.219
aus Konsolidierung 461 363
3.332 2.844"; 5.35, 25 ;2016;LUKAD HOLDING GmbH & Co. KG;Konzernabschluss;EY
Der Berechnung der latenten Steuern wurden unternehmensindividuelle Steuersätze zugrunde gelegt. Diese betrugen in den einzelnen Ländern:; 5.35, 25 ;2016;LUKAD HOLDING GmbH & Co. KG;Konzernabschluss;EY
"von % bis %
Deutschland 14,82 32,80
England 20,00
USA 36,34 40,85
Frankreich 33,33
Spanien 25,00
Russland 20,00"; 5.35, 25 ;2016;LUKAD HOLDING GmbH & Co. KG;Konzernabschluss;EY
"von % bis %
Mexico 30,00
Singapur 17,00
China 10,00 25,00
Italien 31,40
Polen 19,00
Kanada 26,50
Brasilien 34,00
Australien 30,00
Neuseeland 28,00
Malaysia 25,00
Indien 30,90
Korea 22,00
Thailand 20,00
Vietnam 20,00"; 5.35, 25 ;2016;LUKAD HOLDING GmbH & Co. KG;Konzernabschluss;EY
In Deutschland ergibt sich die Spreizung daraus, dass bei den einbezogenen Personengesellschaften lediglich Gewerbesteuer anfällt.; 5.35, 25 ;2016;LUKAD HOLDING GmbH & Co. KG;Konzernabschluss;EY
Aktiver Unterschiedsbetrag aus der Vermögensverrechnung; 5.36, 38 ;2016;LUKAD HOLDING GmbH & Co. KG;Konzernabschluss;EY
Es bestehen Altersteilzeitverpflichtungen in Höhe von TEUR 1.018 (Vj. TEUR 718). Hiergegen wurden Rückdeckungsversicherungen in Höhe von TEUR 1.058 (Vj. TEUR 770) gem. § 298 Abs. 1 i. V. m. § 246 Abs. 2 Satz 2 HGB verrechnet. Bei den Rückdeckungsversicherungen handelt es sich um Vermögensgegenstände, die ausschließlich der Erfüllung der Altersteilzeitverpflichtungen dienen und dem Zugriff aller übrigen Gläubiger entzogen sind (Deckungsvermögen i. S. d. § 246 Abs. 2 Satz 2 HGB).; 5.36, 38 ;2016;LUKAD HOLDING GmbH & Co. KG;Konzernabschluss;EY
Es ergibt sich ein aktiver Unterschiedsbetrag aus der Vermögensverrechnung von TEUR 40 (Vj. TEUR 52). Aus der Verrechnung der Aufwendungen und Erträge aus der Abzinsung der Altersteilzeitverpflichtung und dem zugehörigen Vermögen ergibt sich ein Ertragssaldo von TEUR 8 (Vj. Aufwandssaldo TEUR 6).; 5.36, 38 ;2016;LUKAD HOLDING GmbH & Co. KG;Konzernabschluss;EY
Eigenkapital; 5.37 ;2016;LUKAD HOLDING GmbH & Co. KG;Konzernabschluss;EY
"Die Entwicklung des Eigenkapitals ist im Konzern-Eigenkapitalspiegel dargestellt. Das erwirtschaftete Konzerneigenkapital steht in voller Höhe am Bilanzstichtag zur Ausschüttung an die Gesellschafter zur Verfügung; Ausschüttungsbeschränkungen bestehen nicht."; 5.37 ;2016;LUKAD HOLDING GmbH & Co. KG;Konzernabschluss;EY
Unterschiedsbetrag aus der Kapitalkonsolidierung;92;2016;LUKAD HOLDING GmbH & Co. KG;Konzernabschluss;EY
Aus der Erstkonsolidierung der Voswinkel GmbH, Meinerzhagen, in 2015 ergab sich ein negativer Unterschiedsbetrag von ursprünglich TEUR 403. Dieser entfällt auf erwartete zukünftige Mehraufwendung für Pensionszahlungen. In 2016 erfolgte in Höhe von TEUR 40 (Vj. TEUR 27) eine ertragswirksame Auflösung, es verbleiben zum Bilanzstichtag TEUR 336.;92;2016;LUKAD HOLDING GmbH & Co. KG;Konzernabschluss;EY
Steuerrückstellungen; 5.49 ;2016;LUKAD HOLDING GmbH & Co. KG;Konzernabschluss;EY
"31.12.2016 31.12.2015
TEUR TEUR
laufende Steuern 1.109 1.611"; 5.49 ;2016;LUKAD HOLDING GmbH & Co. KG;Konzernabschluss;EY
Sonstige Rückstellungen; 5.50 ;2016;LUKAD HOLDING GmbH & Co. KG;Konzernabschluss;EY
Sonstige Rückstellungen wurden im Wesentlichen für Urlaubsansprüche und Sondervergütungen TEUR 7.548 (Vj. TEUR 7.342), andere personalbezogene Verpflichtungen TEUR 2.334 (Vj. TEUR 2.079), ausstehende Eingangsrechnungen TEUR 3.258 (Vj. TEUR 2.297) sowie Gewährleistungen TEUR 1.402 (Vj. TEUR 1.842) gebildet.; 5.50 ;2016;LUKAD HOLDING GmbH & Co. KG;Konzernabschluss;EY
Verbindlichkeiten in TEUR;5,51;2016;LUKAD HOLDING GmbH & Co. KG;Konzernabschluss;EY
"Restlaufzeit in Jahren
Art der Verbindlichkeit Gesamt 31.12.2016 bis 1 Jahr 1 bis 5 Jahre über 5 Jahre Vj. bis 1 Jahr Gesamt 31.12.2015
gegenüber Kreditinstituten
72.581 42.217 26.685 3.679 36.663 78.924
aus erhaltenen Anzahlungen
auf Bestellungen
3.688 3.688 0 0 3.512 3.512
aus Lieferungen und
Leistungen
27.164 26.346 818 0 21.239 21.239
aus der Annahme gezogener
Wechsel und der
Ausstellung
eigener Wechsel 11 11 0 0 180 180
gegenüber Gesellschaftern
19.676 2.974 5.935 10.767 7.283 7.283
Sonstige 9.734 9.675 49 10 9.176 11.549
- davon aus Steuern (3.335) (3.335) (0 ) (0 ) 3.169 (3.169)
- davon im Rahmen der
sozialen Sicherheit
(1.067) (1.067) (0 ) (0 ) (1.162) (1.162)"; 5.51, 19, 42 ;2016;LUKAD HOLDING GmbH & Co. KG;Konzernabschluss;EY
Die Verbindlichkeiten gegenüber Gesellschaftern resultieren in Höhe von TEUR 51 (Vj. TEUR 0) aus Lieferungen und Leistungen.; 5.58, 7 ;2016;LUKAD HOLDING GmbH & Co. KG;Konzernabschluss;EY
Im Inland bestehende Darlehensverbindlichkeiten gegenüber Kreditinstituten sind durch Sicherungsübereignung beweglicher Anlagengüter in Höhe von TEUR 3.276 (Vj. TEUR 1.611) besichert.; 5.54, 43 ;2016;LUKAD HOLDING GmbH & Co. KG;Konzernabschluss;EY
Im Ausland bestehende Darlehensverbindlichkeiten sind durch Sicherungsübereignungen in Höhe von TEUR 2.063 (Vj. TEUR 2.857) sowie durch Grundschulden in Höhe von TEUR 1.320 (Vj. TEUR 1.741) besichert.; 5.54, 43 ;2016;LUKAD HOLDING GmbH & Co. KG;Konzernabschluss;EY
49 % der Anteile an der Menshen IBER S.L., Barcelona, Spanien, dienen als Sicherheit für ein Darlehen der Commerzbank AG, Frankfurt am Main, gegenüber dieser Gesellschaft.; 5.54, 43 ;2016;LUKAD HOLDING GmbH & Co. KG;Konzernabschluss;EY
Passive latente Steuern; 5.64, 25 ;2016;LUKAD HOLDING GmbH & Co. KG;Konzernabschluss;EY
"31.12.2016 31.12.2015
TEUR TEUR
latente Steuern
latente Steuern in Einzelabschlüssen inklusive Anpassungen 7.866 7.524
darin enthaltene Steuern auf Beteiligungs-Beteiligungsmehrwerte -5.954 -5.955
1.912 1.569
aus Konsolidierung 1.269 1.237
3.181 2.806"; 5.64, 25 ;2016;LUKAD HOLDING GmbH & Co. KG;Konzernabschluss;EY
Steuerüberleitungsrechnung; 5.64, 28 ;2016;LUKAD HOLDING GmbH & Co. KG;Konzernabschluss;EY
"EUR
Ergebnis vor Ertragsteuern 11.561.358,36
Konzernsteuersatz 23,86%
Erwarteter Ertragsteueraufwand 2.758.283,84
Überleitung
Steueranteil für
steuerfreie Erträge -560.528,92
steuerlich nicht abzugsfähige Aufwendungen 2.026.155,99
temporäre Differenzen und Verluste, für die keine latenten Steuern erfasst wurden 1.004.313,72
Steuergutschriften -329.977,93
Periodenfremde tatsächliche Steuern -327.455,54
Effekte aus Steuersatzänderungen 63.277,87
True Up Folgejahr -39.578,93
Nicht abzugsfähige Steuern Ausland 239.323,81
Sonstige Steuereffekte 21.689,26
Ausgewiesener Ertragsteueraufwand 4.855.503,17"; 5.64, 28 ;2016;LUKAD HOLDING GmbH & Co. KG;Konzernabschluss;EY
Ertragsteuerzahlungen; 5.90 ;2016;LUKAD HOLDING GmbH & Co. KG;Konzernabschluss;EY
Ertragsteuerzahlungen ergeben sich wie folgt:; 5.90 ;2016;LUKAD HOLDING GmbH & Co. KG;Konzernabschluss;EY
"EUR
Laufender Steueraufwand 5.047.804,24
Änderung Abgrenzung
31.12.2016
Ertragsteuerforderungen 1.291.113,11
Ertragsteuerrückstellungen -1.109.076,04 182.037,07
31.12.2015
Ertragsteuerforderungen 1.149.042,54
Ertragsteuerrückstellungen -1.611.171,07 462.128,53
Ertragsteuerzahlungen 5.691.969,84"; 5.90 ;2016;LUKAD HOLDING GmbH & Co. KG;Konzernabschluss;EY
Angaben zum assoziierten Unternehmen;;2016;LUKAD HOLDING GmbH & Co. KG;Konzernabschluss;EY
Die Volz Gruppe GmbH, Deilingen, wird als assoziiertes Unternehmen in den Konzernabschluss einbezogen. Die Anteile am Kapital und an den Stimmrechten betrugen zum 31. Dezember 2015 56,69 %. Aufgrund der dauerhaften Beschränkungen bei der Ausübung der Stimmrechte besteht kein Beherrschungsverhältnis. In 2016 wurden 16,69 % der Beteiligung zum Anschaffungswert veräußert. Aufgrund der at equity-Konsolidierung ergibt sich im Konzern ein Ertrag aus dem Abgang der veräußerten Anteile von TEUR 54. Dieser ist in den Ergebnisanteilen aus assoziierten Unternehmen enthalten.;86;2016;LUKAD HOLDING GmbH & Co. KG;Konzernabschluss;EY
Der Unterschiedsbetrag aus der Konsolidierung der Beteiligungen betrug ursprünglich TEUR 2.201 und entfällt in voller Höhe auf den Geschäfts- oder Firmenwert. Aufgrund der 5-jährigen Abschreibung ab Erwerbszeitpunkt und unter Berücksichtigung des Anteilsverkaufs in 2016 verbleiben zum 31. Dezember 2016 TEUR 362.;97;2016;LUKAD HOLDING GmbH & Co. KG;Konzernabschluss;EY
Die Bilanzierungs- und Bewertungsmethoden entsprechen denen des aufgestellten Konzernabschlusses mit folgenden Besonderheiten:; 94, 98 ;2016;LUKAD HOLDING GmbH & Co. KG;Konzernabschluss;EY
• Finanzanlagen wurden zu Anschaffungskosten bzw. dem niedrigeren beizulegenden Wert bewertet.; 9.12, 94, 98 ;2016;LUKAD HOLDING GmbH & Co. KG;Konzernabschluss;EY
• Die Bewertung temporärer Differenzen ergab für den Bilanzstichtag zum 31. Dezember 2016 einen Überhang an aktiven latenten Steuern. Dieser wurde in Ausübung des Wahlrechts nach § 274 I S. 2 HGB nicht aktiviert.; 9.35, 94, 98 ;2016;LUKAD HOLDING GmbH & Co. KG;Konzernabschluss;EY
Auf die anteilige upstream-Zwischenergebniseliminierung für die Lieferungen der Volz GmbH an die in den Konzernabschluss einbezogenen Unternehmen kann auch in 2016 verzichtet werden, da aufgrund des anlaufenden gemeinsamen Projektes lediglich zu annähernden Herstellkosten verrechnet wurde.;99;2016;LUKAD HOLDING GmbH & Co. KG;Konzernabschluss;EY
Im Folgenden ist eine zusammengefasste Bilanz und Gewinn- und Verlustrechnung aufgeführt.;;2016;LUKAD HOLDING GmbH & Co. KG;Konzernabschluss;EY
Bilanz zum 31.12.2016;;2016;LUKAD HOLDING GmbH & Co. KG;Konzernabschluss;EY
"31.12.2016 31.12.2015
TEUR TEUR
AKTIVA
A. ANLAGEVERMÖGEN 7.707 8.178";;2016;LUKAD HOLDING GmbH & Co. KG;Konzernabschluss;EY
"31.12.2016 31.12.2015
TEUR TEUR
B. UMLAUFVERMÖGEN 10.714 10.164
C. RECHNUNGSABGRENZUNGSPOSTEN 63 42
18.484 18.384
PASSIVA
A. EIGENKAPITAL 5.663 6.331
B. RÜCKSTELLUNGEN 565 815
C. VERBINDLICHKEITEN 12.256 11.238
18.484 18.384";;2016;LUKAD HOLDING GmbH & Co. KG;Konzernabschluss;EY
Gewinn- und Verlustrechnung für 2016;;2016;LUKAD HOLDING GmbH & Co. KG;Konzernabschluss;EY
"2016 2015
TEUR TEUR
1. Rohertrag 13.394 15.877
2. Personalaufwand --7.810 -8.352
3. Abschreibungen auf immaterielle Vermögensgegen- stände des Anlagevermögens und Sachanlagen -538 -748
4. Sonstige betriebliche Aufwendungen -3.943 -4.583
5. Sonstige Zinsen und ähnliche Erträge 14 15
6. Zinsen und ähnliche Aufwendungen -582 -646
7. Steuern vom Einkommen und vom Ertrag -151 -438
8. Ergebnis nach Steuern 384 1.125
9. Sonstige Steuern -79 -21
10. Aufgrund von Teilgewinnabführungsverträgen abgeführte Gewinne 0 -23
11. Jahresüberschuss 305 1.081";;2016;LUKAD HOLDING GmbH & Co. KG;Konzernabschluss;EY
Derivative Finanzinstrumente;47;2016;LUKAD HOLDING GmbH & Co. KG;Konzernabschluss;EY
"Nominalbetrag Beizulegender Zeitwert
Art/Kategorie TEUR TEUR
Rein Zinsbezogene Geschäfte 19.500 -374
Nominalbetrag Beizulegender Zeitwert
Art/Kategorie TEUR TEUR
Zins- und Währungsswap 2.128 361";47;2016;LUKAD HOLDING GmbH & Co. KG;Konzernabschluss;EY
Die zinsbezogenen Geschäfte betreffen Zinsswaps. Die Zinsswaps dienen mit Nominalbetrag von TEUR 10.000 der Absicherung des Factoring Rahmens zu ca. 50 % und ansonsten im Wesentlichen zur Absicherung des Zinsniveaus bei variablen Darlehensverträgen. Zur Messung der Effektivität der Sicherungsbeziehung wird die „Critical-Terms-Match-Methode“ verwendet. Die Bilanzierung erfolgt nach der „Einfrierungsmethode“.;47;2016;LUKAD HOLDING GmbH & Co. KG;Konzernabschluss;EY
Der Zins- und Währungsswap dient zur 100%-Absicherung des Zins- und Währungsrisikos eines auf EUR lautenden Bankdarlehens gegenüber der KDL-Properties Ltd. Sheffields.;47;2016;LUKAD HOLDING GmbH & Co. KG;Konzernabschluss;EY
Im Geschäftsjahr wurden Devisentermingeschäfte auf der Basis „USD“, „GBP“ und „EUR“ abgeschlossen. Bei den währungsbezogenen Geschäften handelt es sich in Höhe von umgerechnet TEUR 12.965 um Devisentermingeschäfte in den Währungen: USD (TUSD 1.728), GBP (TGBP 7.385) und EUR (TEUR 2.700).;47;2016;LUKAD HOLDING GmbH & Co. KG;Konzernabschluss;EY
Bewertungseinheiten;31;2016;LUKAD HOLDING GmbH & Co. KG;Konzernabschluss;EY
Für gegenläufige Wertänderungen bzw. Zahlungsströme aus Fakturen in GBP und USD (Grundgeschäft) wurden nach Entstehung in derselben Währung und Laufzeit die hieraus resultierenden Währungsrisiken durch Devisentermingeschäfte abgesichert.;31;2016;LUKAD HOLDING GmbH & Co. KG;Konzernabschluss;EY
Sonstige finanzielle Verpflichtungen;62;2016;LUKAD HOLDING GmbH & Co. KG;Konzernabschluss;EY
