; Annotierung (Angabe Nummer in Anahngscheckliste) ;Geschäftsjahr;Gesellschaft;Abschlussart;Prüfer
Als beizulegender Wert wird das Nettovermögen der Gesellschaft nach Abzug aller Verbindlichkeiten angesetzt. Dabei werden die Vermögensgegenstände und Verbindlichkeiten grundsätzlich zum Fair Value nach den IFRS bewertet.; 8.13 ;2015;IVG Core 0173 AG;Jahresabschluss;PwC
Die Forderungen und sonstigen Vermögensgegenstände sowie die Guthaben bei Kreditinstituten werden zu Nennwerten bilanziert, erkennbare Risiken werden durch Einzelwertberichtigungen berücksichtigt.; 8.25 ;2015;IVG Core 0173 AG;Jahresabschluss;PwC
Als aktive Rechnungsabgrenzungsposten sind Auszahlungen vor dem Abschlussstichtag angesetzt, soweit sie Aufwand für einen bestimmten Zeitraum nach diesem Zeitpunkt darstellen.; 8.34 ;2015;IVG Core 0173 AG;Jahresabschluss;PwC
Das gezeichnete Kapital wurde zu dem im Handelsregister eingetragenen Nennbetrag bilanziert.; 8.38 ;2015;IVG Core 0173 AG;Jahresabschluss;PwC
Die Rückstellungen werden zum Erfüllungsbetrag angesetzt und berücksichtigen im Rahmen einer vernünftigen kaufmännischen Beurteilung im notwendigen Umfang alle erkennbaren Risiken und ungewissen Verpflichtungen. Zukünftige Preis- und Kostensteigerungen werden berücksichtigt. Rückstellungen mit einer Restlaufzeit von mehr als einem Jahr werden mit dem ihrer Restlaufzeit entsprechenden durchschnittlichen Marktzinssatz der vergangenen sieben Geschäftsjahre abgezinst.; 8.47 ;2015;IVG Core 0173 AG;Jahresabschluss;PwC
Die Verbindlichkeiten sind mit ihren jeweiligen Erfüllungsbeträgen passiviert.; 8.51 ;2015;IVG Core 0173 AG;Jahresabschluss;PwC
Zur Minimierung von Zahlungsstromrisiken aus variabel verzinslichen Darlehen werden Absicherungsgeschäfte abgeschlossen. Sowohl Grundgeschäfte als auch Absicherungsgeschäfte werden insgesamt in handelsrechtlichen Bewertungseinheiten gemäß § 254 HGB (Mikro-Bewertungseinheit) abgebildet. Zur Abbildung der sich im Rahmen einer Bewertungseinheit ergebenden gegenläufigen Wertänderungen (wirksame Teile der gebildeten Bewertungseinheit) wird die Einfrierungsmethode angewendet. Erläuterungen erfolgen im Abschnitt III. 12. Derivative Finanzinstrumente.; 29 ;2015;IVG Core 0173 AG;Jahresabschluss;PwC
Als passive Rechnungsabgrenzungsposten sind Einzahlungen vor dem Abschlussstichtag angesetzt, soweit sie Ertrag für einen bestimmten Zeitraum nach diesem Zeitpunkt darstellen.; 8.63 ;2015;IVG Core 0173 AG;Jahresabschluss;PwC
Aufwendungen und Erträge werden auf den Zeitraum des Geschäftsjahres abgegrenzt.; 8.0 ;2015;IVG Core 0173 AG;Jahresabschluss;PwC
"Latente Steuern werden für zeitliche Unterschiede zwischen den handelsrechtlichen und steuerrechtlichen Wertansätzen von Vermögensgegenständen, Schulden und Rechnungsabgrenzungsposten errechnet. Dabei werden nicht nur Unterschiede aus den eigenen Bilanzposten, sondern auch auf Ebene von Personengesellschaften, an denen die IVG Core 0173 AG beteiligt ist, ermittelte Unterschiede berücksichtigt. Der Steuersatz beträgt 16,0% für Körperschaftsteuer und Solidaritätszuschlag und 15,0% für Gewerbesteuer. Die Gesellschaft nimmt grundsätzlich das Bilanzierungswahlrechts gem. § 274 Abs. 1 Satz 2 HGB in Anspruch (Überhang der aktiven über die passiven latenten Steuern) und verzichtet auf den Ansatz eines eventuellen Aktivüberhangs latenter Steuern. Zum Bilanzstichtag waren keine latenten Steuern zu
bilanzieren."; 8.64 ;2015;IVG Core 0173 AG;Jahresabschluss;PwC
Aufgrund der Unwesentlichkeit werden für die umlagefähigen und nicht schlussabgerechneten Mietnebenkosten, wie im Vorjahr, keine unfertigen Leistungen und erhaltene Anzahlungen bzw. Bestandsveränderungen ausgewiesen. Aus einer Änderung der Bilanzierungsmethode ergäbe sich ein positiver Ergebniseffekt von insgesamt rund Tsd. € 332.; 8.0 ;2015;IVG Core 0173 AG;Jahresabschluss;PwC
III. Angaben zu Positionen der Bilanz;;2015;IVG Core 0173 AG;Jahresabschluss;PwC
1. Sachanlagen; 4.7 ;2015;IVG Core 0173 AG;Jahresabschluss;PwC
Das Sachanlagevermögen (s. Anlagengitter, Anlage I zum Anhang) der Gesellschaft besteht zum 31. Dezember 2015 aus den im Rahmen des Core-Portfolios in den Jahren 2007 und 2008 erworbenen Liegenschaften in Frankfurt (Objekt „Theodor-Stern-Kai“) sowie Stuttgart (Objekte „Uhlandstraße“ und „Buschlestraße“, siehe wesentliche Geschäftsvorfälle).; 4.7 ;2015;IVG Core 0173 AG;Jahresabschluss;PwC
Zum 31. Dezember 2015 wurden aufgrund von neuen Immobilienbewertungen Zuschreibungen von insgesamt Tsd. € 24.708 (Vorjahr: Tsd. € 4.180) vorgenommen. Diese entfielen mit Tsd. € 22.612 auf das Objekt Theodor-Stern-Kai sowie mit Tsd. € 1.786 auf das Grundstück Buschlestraße und mit Tsd. € 310 auf das Grundstück Uhlandstraße.; 4.7 ;2015;IVG Core 0173 AG;Jahresabschluss;PwC
Der Rückgang des Sachanlagevermögens resultiert im Wesentlichen aus den außerplanmäßigen Abschreibungen wegen dauernder Wertminderung von insgesamt Tsd. € 44.938 (Vorjahr: Tsd. € 4.705) auf die Objekte Uhlandstraße und Buschlestraße sowie aus dem Verkauf des Objektes Großer Burstah. Hieraus wurde ein Verlust von Tsd. € 340 erzielt.; 4.7 ;2015;IVG Core 0173 AG;Jahresabschluss;PwC
2. Anteile an verbundenen Unternehmen und Beteiligungen; 4.13 ;2015;IVG Core 0173 AG;Jahresabschluss;PwC
Die Gesellschaft ist zum 31. Dezember 2015 Kommanditistin von 8 Objektgesellschaften und Gesellschafterin von 26 GmbHs, die in der Anteilsbesitzliste (Anlage II zum Anhang) aufgeführt sind.; 4.13 ;2015;IVG Core 0173 AG;Jahresabschluss;PwC
Der Anstieg der Buchwerte der Finanzanlagen ist im Wesentlichen auf die Zuschreibung i. H. v. Tsd. € 70.654 (Vorjahr: Tsd. € 1.075) an den Anteilen der Tochtergesellschaften der IVG Core 0173 AG zurückzuführen.; 4.13 ;2015;IVG Core 0173 AG;Jahresabschluss;PwC
Des Weiteren gab es drei Abgänge aus den Finanzanlagen: die IVG Core 0398 Neue Weyerstraße 6, Köln GmbH, Bonn wurde für Tsd. € 1.781 verkauft, die IVG Core (0178) Immobilienverwaltungsgesellschaft mbH, Bonn für Tsd. € 25 und die IVG Core (0808) Management GmbH, Bonn für Tsd. € 65. Alle Gesellschaften wurden an die LAPIS Grundstücksverwaltungs-GmbH, Bonn verkauft.; 4.13 ;2015;IVG Core 0173 AG;Jahresabschluss;PwC
3 . Forderungen und sonstige Vermögensgegenstände; 4.25 ;2015;IVG Core 0173 AG;Jahresabschluss;PwC
"31.12.2015.
T€
31.12.2014.
T€
Forderungen aus Lieferungen und Leistungen 50 1.187
Forderungen gegen verbundene Unternehmen 14.458 2.795
Forderungen gegen Unternehmen, mit denen ein
Beteiligungsverhältnis besteht - 149
Sonstige Vermögensgegenstände 18.029 6.277
Gesamt 32.537 10.408"; 4.25 ;2015;IVG Core 0173 AG;Jahresabschluss;PwC
Forderungen und sonstige Vermögensgegenstände mit Restlaufzeiten von mehr als einem Jahr bestehen nicht.; 4.25 ;2015;IVG Core 0173 AG;Jahresabschluss;PwC
Der Anstieg der Forderungen gegen verbundene Unternehmen resultiert im Wesentlichen aus der Vergabe eines Darlehens von Tsd. € 10.000 an die IVG Immobilien AG.; 4.27 ;2015;IVG Core 0173 AG;Jahresabschluss;PwC
Die sonstigen Vermögensgegenstände beinhalten im Wesentlichen verpfändete Bankkonten von Tsd. € 17.927 (Vorjahr: Tsd. € 6.049).; 4.29 ;2015;IVG Core 0173 AG;Jahresabschluss;PwC
4. Guthaben bei Kreditinstituten; 4.33 ;2015;IVG Core 0173 AG;Jahresabschluss;PwC
Zum Stichtag verfügt die Gesellschaft über liquide Mittel von Tsd. € 9.808 (Vorjahr: Tsd. € 832).; 4.33 ;2015;IVG Core 0173 AG;Jahresabschluss;PwC
5. Rechnungsabgrenzungsposten; 4.34 ;2015;IVG Core 0173 AG;Jahresabschluss;PwC
Zum 31.12.2015 enthielt der aktive Rechnungsabgrenzungsposten abgegrenzte Versicherungsaufwendungen i. H. v. Tsd. € 54 (Vorjahr: Tsd. € 53).; 4.34 ;2015;IVG Core 0173 AG;Jahresabschluss;PwC
6 . Gezeichnetes Kapital; 4.38 ;2015;IVG Core 0173 AG;Jahresabschluss;PwC
Zum 31.12.2015 betrug das Grundkapital der IVG Core 0173 AG unverändert Tsd. € 15.000, eingeteilt in 15.000.000 auf den Inhaber lautende Stückaktien ohne Nennbetrag.; 4.38, 31 ;2015;IVG Core 0173 AG;Jahresabschluss;PwC
Zum Stichtag bestand folgendes genehmigtes Kapital:; 4.38, 32 ;2015;IVG Core 0173 AG;Jahresabschluss;PwC
"Genehmigtes Kapital I
Durch Ausgabe neuer, auf den Inhaber lautender Stückaktien mit anteiligem Betrag des Grundkapitals von je € 1,00 gegen Bareinlagen Tsd. € 7.500 gem. HV-Beschluss
vom 01. Juli 2014"; 4.38, 32 ;2015;IVG Core 0173 AG;Jahresabschluss;PwC
7 . Kapitalrücklage; 4.39, 33 ;2015;IVG Core 0173 AG;Jahresabschluss;PwC
Die Kapitalrücklage wies zum 31. Dezember 2015 unverändert gegenüber dem Vorjahr einen Wert von Tsd. € 1.107.509 auf.; 4.39, 33 ;2015;IVG Core 0173 AG;Jahresabschluss;PwC
8 . Bilanzverlust; 4.45, 4.46, 36 ;2015;IVG Core 0173 AG;Jahresabschluss;PwC
"31.12.2015.
T€
31.12.2014.
T€
Jahresüberschuss/-fehlbetrag 37.993 -297.237
Verlustvortrag aus dem Vorjahr -702.934 -405.697
-664.941 -702.934"; 4.45, 4.46, 36 ;2015;IVG Core 0173 AG;Jahresabschluss;PwC
9 . Rückstellungen; 4.47 ;2015;IVG Core 0173 AG;Jahresabschluss;PwC
Die Steuerrückstellung besteht aus einer Gewerbesteuer- und Körperschaftsteuerrückstellung für das Jahr 2012 i. H. v. Tsd. € 2.300 sowie Zinsen hierfür i. H. v. Tsd. € 319.; 4.49 ;2015;IVG Core 0173 AG;Jahresabschluss;PwC
Die sonstigen Rückstellungen umfassen übrige Rückstellungen Tsd. € 3.661 (Vorjahr: Tsd. € 3.661), Rückstellungen für ausstehende Eingangsrechnungen von Tsd. € 2.590 (Vorjahr: Tsd. € 2.670), Drohverlustrückstellungen von Tsd. € 700 (Vorjahr: Tsd. € 700) für die Grunderwerbsteuer der Dieselstrassen 4 und 6 aus dem Jahr 2011, Rückstellungen für Prozessrisiken Tsd. € 500 (Vorjahr: Tsd. € 500) sowie Rückstellungen für zurückzuerstattende Nebenkosten von Tsd. € 486 (Vorjahr: Tsd. € 1.391). Die übrigen Rückstellungen beinhalten im Wesentlichen Rückstellungen für die Tiefgaragensanierung sowie die Sanierung des Promatkanals aus dem Optionskaufvertrag der Dieselstrassen aus 2012.; 4.50, 46 ;2015;IVG Core 0173 AG;Jahresabschluss;PwC
10 . Verbindlichkeiten; 4.51 ;2015;IVG Core 0173 AG;Jahresabschluss;PwC
"31.12.2015.
T€
31.12.2014.
T€
Verbindlichkeiten gegenüber Kreditinstituten 332.285 353.171
Erhaltene Anzahlungen auf Bestellungen - 221
Verbindlichkeiten aus Lieferungen und Leistungen 93 655
Verbindlichkeiten gegenüber verbundenen Unternehmen 284.676 272.686
Sonstige Verbindlichkeiten 3.082 325
Gesamt 620.136 627.058"; 4.51 ;2015;IVG Core 0173 AG;Jahresabschluss;PwC
Die Verbindlichkeiten gegenüber Kreditinstituten verringerten sich von Tsd. € 353.171 zum 31.12.2014 auf Tsd. € 332.285 zum 31.12.2015. Die Reduzierung beruht im Wesentlichen aus der Sondertilgung aus Teilen des Verkaufserlöses des Objektes Großer Burstah sowie Regeltilgungen.; 4.54 ;2015;IVG Core 0173 AG;Jahresabschluss;PwC
Zur Sicherung der Ansprüche der Deutsche Bank London wurden zu Darlehensbeginn Grundschulden für den gesamten Darlehensbetrag (Tsd. € 756) eingetragen. Wobei die verschiedenen Darlehensnehmer des Finanzierungsclusters auch jeweils für die Darlehensbeträge der anderen Darlehensnehmer mithaften. Darüber hinaus erfolgen im Wesentlichen Verpfändungen von Bankkonten i. H. v. Tsd. € 17.927, Mietforderungen (Tsd. € 50), Versicherungsansprüchen und Gesellschaftsanteilen.; 4.54, 50 ;2015;IVG Core 0173 AG;Jahresabschluss;PwC
Die Verbindlichkeiten gegenüber verbundenen Unternehmen bestehen im Wesentlichen gegenüber der IVG (0927) Core Cash-Management GmbH (Tsd. € 242.767) aufgrund von zur Verfügung gestellten Geldern und der IVG Immobilien - Management GmbH & Co. München II - Objekt Fritz - Schäffer - Straße - KG (Tsd. € 41.819), mit der ein Anlagevertrag abgeschlossen wurde.; 4.58 ;2015;IVG Core 0173 AG;Jahresabschluss;PwC
Der Anstieg der sonstigen Verbindlichkeiten ist im Wesentlichen auf den Gewerbesteuer-Bescheid i. H. v. Tsd. € 1.724 für das Jahr 2012 sowie auf die Abgrenzung der Swapzinsen von Tsd. € 385 zurückzuführen.; 4.60 ;2015;IVG Core 0173 AG;Jahresabschluss;PwC
Die Fälligkeit der Verbindlichkeiten unterteilt sich wie folgt:; 4.51, 48, 49 ;2015;IVG Core 0173 AG;Jahresabschluss;PwC
"Unter 1 Jahr.
T€
1 - 5 Jahre.
T€
Über 5 Jahre.
T€
Verbindlichkeiten gegenüber Kreditinstituten 4.591 327.694 -
Verbindlichkeiten aus Lieferungen und Leistungen 88 5 -
Verbindlichkeiten gegenüber verbundenen Unternehmen 284.676 - -
Sonstige Verbindlichkeiten 3.082 - -
Gesamt 292.437 327.699 -"; 4.51, 48, 49 ;2015;IVG Core 0173 AG;Jahresabschluss;PwC
11 . Rechnungsabgrenzungsposten; 4.63 ;2015;IVG Core 0173 AG;Jahresabschluss;PwC
Der passive Rechnungsabgrenzungsposten weist zum Stichtag Abgrenzungen von Mieterträgen auf.; 4.63 ;2015;IVG Core 0173 AG;Jahresabschluss;PwC
12. Derivative Finanzinstrumente; 56 ;2015;IVG Core 0173 AG;Jahresabschluss;PwC
Zur Absicherung von Zinsrisiken nutzt die Gesellschaft gezielt derivative Finanzinstrumente. Zum 31. Dezember 2015 bestanden derivative Finanzinstrumente mit einer Laufzeit bis zum 31. Oktober 2019 mit einem Nominalvolumen von Tsd. € 646.000. Darunter befindet sich ein Zinsswap mit eingebauten Zinsfloor mit einer Laufzeit vom 31. Oktober 2014 bis zum 31. Oktober 2019 mit einem Volumen von Tsd. € 540.000 sowie ein Zinscap mit einem Volumen von Tsd. € 106.000 mit gleicher Laufzeit wie der Zinsswap. Zum Bilanzstichtag hatte der Zinsswap einen negativen Marktwert von Tsd. € -4.919 (Vorjahr: Tsd. € -3.297) und der Zinscap einen positiven Marktwert von Tsd. € 119 (Vorjahr: Tsd. € 227).; 56 ;2015;IVG Core 0173 AG;Jahresabschluss;PwC
Die Ermittlung der Marktwerte erfolgte anhand der „mark-to-market“-Methode unter Berücksichtigung aktueller marktgerechter Zinsstrukturkurven.; 56 ;2015;IVG Core 0173 AG;Jahresabschluss;PwC
Den Sicherungsgeschäften in Höhe von Tsd. € 646.000 stehen zum 31. Dezember 2015 Grundgeschäfte in Höhe von Tsd. € 652.279 gegenüber (davon Tsd. € 652.279 aus den Verbindlichkeiten ggü. der Deutsche Bank aus dem Core-Darlehen). Für den Betrag des Grundgeschäfts wird anteilig mit dem Sicherungsgeschäft eine Bewertungseinheit gebildet.; 30, 56 ;2015;IVG Core 0173 AG;Jahresabschluss;PwC
Die gegenläufigen Wertänderungen der Grund- und Sicherungsgeschäfte werden sich in der Zukunft voraussichtlich in voller Sicherungshöhe ausgleichen. Die in den Bewertungseinheiten zusammengefassten Grundgeschäfte weisen hochgradig homogene Risiken auf. Bei den Sicherungsgeschäften werden die wesentlichen Parameter wie Referenzzins jeweils so gewählt, dass diese mit den Grundgeschäften übereinstimmen und die Sicherungsgeschäfte somit demselben Risiko unterliegen wie die Grundgeschäfte. Es wird eine hohe Wirksamkeit der Sicherungsbeziehungen erwartet.; 30, 56 ;2015;IVG Core 0173 AG;Jahresabschluss;PwC
Zur Bestimmung der prospektiven Wirksamkeit der Sicherungsbeziehung wird auf das dokumentierte, angemessene und funktionsfähige Risikomanagementsystem der IVG verwiesen:; 30, 56 ;2015;IVG Core 0173 AG;Jahresabschluss;PwC
"•Die Risikogeschäftsfelder, die zu gefährdenden Entwicklungen führen können, sind festgelegt.
•Es erfolgt eine systematische und fortdauernde Risikoidentifikation und - analyse.
•Es findet ein regelmäßiges Risikoreporting statt.
•Die Risikostrategie wird mit geeigneten operativen und finanziellen Maßnahmen effektiv umgesetzt.
•Verantwortlichkeiten und Aufgaben sind zugeordnet.
•Die Risikostrategie und -methodik wird in regelmäßigen Abständen überprüft."; 30, 56 ;2015;IVG Core 0173 AG;Jahresabschluss;PwC
Die getroffenen Maßnahmen sind in der Risikorichtlinie und dem Risikomanagementhandbuch der IVG dokumentiert.; 30, 56 ;2015;IVG Core 0173 AG;Jahresabschluss;PwC
Zur rechnerischen Ermittlung des Betrags der bisherigen Unwirksamkeit wird die Dollar-Offset-Methode in kumulierter Form angewendet.; 30, 56 ;2015;IVG Core 0173 AG;Jahresabschluss;PwC
Bei der Dollar-Offset-Methode werden die kumulierten Marktwertänderungen der Grundgeschäfte zu den Bilanzstichtagen mit den kumulierten Marktwertänderungen der Sicherungsgeschäfte ab dem Designationszeitpunkt in absoluten Geldbeträgen miteinander verglichen. Die Berechnung gemäß Dollar-Offset-Methode wird zu jedem Abschlusstermin durchgeführt.; 30, 56 ;2015;IVG Core 0173 AG;Jahresabschluss;PwC
Ineffektivitäten werden erfasst, wenn sich aus den kumulierten Wertänderungen der Grundgeschäfte und den kumulierten Wertänderungen der Sicherungsinstrumente per Saldo ein Nettoverlust ergibt. Es liegen keine Ineffektivitäten vor.; 30, 56 ;2015;IVG Core 0173 AG;Jahresabschluss;PwC
Drohverlustrückstellungen mussten nicht gebildet werden.;;2015;IVG Core 0173 AG;Jahresabschluss;PwC
Aufgrund der Bildung der Bewertungseinheiten brauchte eine Drohverlustrückstellung in Höhe von Tsd. € 4.919 nicht gebildet zu werden. Diese hätte ihre Begründung in der Anwendung des Einzelbewertungsgrundsatzes und des Imparitätsprinzips im Rahmen der Bewertung der Sicherungsgeschäfte mit negativem Marktwert zum Bilanzstichtag gehabt.;;2015;IVG Core 0173 AG;Jahresabschluss;PwC
Im Geschäftsjahr sowie im Vorjahr waren sowohl die Ausfall- als auch die Marktrisiken unbedeutend.;;2015;IVG Core 0173 AG;Jahresabschluss;PwC
13 . Haftungsverhältnisse und sonstige finanzielle Verpflichtungen; 53 ;2015;IVG Core 0173 AG;Jahresabschluss;PwC
"Aufgrund noch nicht geleisteter Pflichteinlagen bestehen Ansprüche der IVG Immobilien-Management GmbH & Co. Berlin V - Objekt Kurfürstendamm Bayerhaus - KG (verbundenes Unternehmen) in Höhe von Tsd. € 100. Die den sonstigen Haftungsverhältnissen zugrunde liegenden Verpflichtungen können von den betreffenden Gesellschaften nach unseren Erkenntnissen in allen Fällen erfüllt werden; mit einer Inanspruchnahme ist nicht zu rechnen."; 53, 54 ;2015;IVG Core 0173 AG;Jahresabschluss;PwC
"Im Rahmen des am 20. August 2014 unterzeichneten neuen Darlehen (Auszahlung 30. September 2014) der IVG Core 0173 AG und diverser Tochterunternehmen über nominal € 680,0 Mio. haftet die IVG Core 0173 AG über ihren Anteil in Höhe von nominal € 351,7 Mio. hinaus auch für die restlichen Kreditbeträge, die von den Tochtergesellschaften (verbundene Unternehmen) in Anspruch genommen worden sind. Die Restschuld des Darlehens beträgt zum Bilanzstichtag € 652,3 Mio.; hiervon entfallen € 330,9 Mio. auf die IVG Core AG und € 321,4 Mio. auf die Tochtergesellschaften. Die beizulegenden Zeitwerte der Besicherungsobjekte übersteigen für die Dauer des Darlehens vertragsgemäß den zu besichernden Darlehensbetrag."; 53, 54 ;2015;IVG Core 0173 AG;Jahresabschluss;PwC
IV. Angaben zu Positionen der Gewinn- und Verlustrechnung;;2015;IVG Core 0173 AG;Jahresabschluss;PwC
1. Umsatzerlöse; 4.66 ;2015;IVG Core 0173 AG;Jahresabschluss;PwC
Die Umsatzerlöse von Tsd. € 34.773 (Vorjahr: Tsd. € 17.282) resultieren aus gewerblichen Gebäudemieten und Nebenkosten der Objekte in Frankfurt, Hamburg, München und Stuttgart (Core-Portfolio).; 4.66 ;2015;IVG Core 0173 AG;Jahresabschluss;PwC
2 . Sonstige betriebliche Erträge; 4.69 ;2015;IVG Core 0173 AG;Jahresabschluss;PwC
Die sonstigen betrieblichen Erträge beinhalten im Wesentlichen Zuschreibungen auf Anteile verbundener Unternehmen von Tsd. € 70.654 sowie Zuschreibungen auf das Sachanlagevermögen von Tsd. € 24.707, weil die Gründe für die in früheren Geschäftsjahren vorgenommenen Abschreibungen nicht mehr bestehen. Des Weiteren sind in diesem Posten neben den Zuschreibungen weitere periodenfremde Erträge aus der Auflösung von Rückstellungen i. H. v. Tsd. € 203 enthalten.; 4.69 ;2015;IVG Core 0173 AG;Jahresabschluss;PwC
3 . Materialaufwand; 4.70 ;2015;IVG Core 0173 AG;Jahresabschluss;PwC
Der Materialaufwand von Tsd. € 5.491 (Vorjahr: Tsd. € 2.655) beinhaltet die laufenden und in der Regel als Nebenkosten umlagefähigen Aufwendungen der Liegenschaften.; 4.70 ;2015;IVG Core 0173 AG;Jahresabschluss;PwC
4 . Abschreibungen auf Sachanlagen; 4.78 ;2015;IVG Core 0173 AG;Jahresabschluss;PwC
Neben den planmäßigen Abschreibungen von Tsd. € 15.644 (Vorjahr: Tsd. € 7.399) auf die im Rahmen des Core-Portfolios erworbenen Immobilien wurden im Geschäftsjahr außerplanmäßige Abschreibungen i. H. v. Tsd. € 44.938 (Vorjahr: Tsd. € 4.705) auf die Objekte Uhlandstraße und Buschlestraße wegen voraussichtlich dauernder Wertminderung vorgenommen.; 4.78 ;2015;IVG Core 0173 AG;Jahresabschluss;PwC
5 . Sonstige betriebliche Aufwendungen; 4.80 ;2015;IVG Core 0173 AG;Jahresabschluss;PwC
"01.01.2015 - 31.12.2015.
T€
01.07.2014 - 31.12.2014.
T€
Wartung und Instandhaltung 5.576 1.690
Sonstige Aufwendungen 3.497 2.398
Fremde Personal- und Dienstleistungsaufwendungen 1.149 1.456
Finanzspesen 724 10.629
Prüfungs-, Rechts- und Beratungskosten 661 505
Repräsentations- und Werbekosten 137 390
Nicht abzugsfähige Vorsteuer, Abgaben 220 133
Gesamt 11.964 17.201"; 4.80 ;2015;IVG Core 0173 AG;Jahresabschluss;PwC
Der Rückgang der sonstigen betrieblichen Aufwendungen ist im Wesentlichen auf die Gebühren an die Deutsche Bank i. H. v. Tsd. € 9.839 im Rahmen des Funds Flow im Jahr 2014 zurückzuführen.; 4.80 ;2015;IVG Core 0173 AG;Jahresabschluss;PwC
Die sonstigen betrieblichen Aufwendungen beinhalten Tsd. € 21 periodenfremde Aufwendungen aus den Verkäufen der Dieselstrassen.; 4.80 ;2015;IVG Core 0173 AG;Jahresabschluss;PwC
6 . Erträge aus Beteiligungen; 4.81 ;2015;IVG Core 0173 AG;Jahresabschluss;PwC
Die Erträge aus Beteiligungen resultieren mit Tsd. € 789 (Vorjahr: Tsd. € 310) aus den Ausschüttungen der Dieselstraße 4 und der Dieselstraße 6 aus dem Jahr 2014 und mit Tsd. € 2.041 aus dem Gewinn 2014 der Tochtergesellschaft IVG Immobilien-Management GmbH & Co. München II - Objekt Fritz-Schäffer-Straße - KG, Bonn.; 4.81 ;2015;IVG Core 0173 AG;Jahresabschluss;PwC
7 . Sonstige Zinsen und ähnliche Erträge; 4.85 ;2015;IVG Core 0173 AG;Jahresabschluss;PwC
"Die sonstigen Zinsen und ähnliche Erträge bestehen im Wesentlichen aus Zinsen aus der Vergabe eines Darlehens an die Gesellschaft IVG Immobilien Management GmbH & Co. Hamburg IX - Objekt Spiegelinsel
- KG, Bonn."; 4.85 ;2015;IVG Core 0173 AG;Jahresabschluss;PwC
8 . Abschreibungen auf Finanzanlagen; 4.87 ;2015;IVG Core 0173 AG;Jahresabschluss;PwC
Es wurden Abschreibungen des Beteiligungsbuchwertes an den Anteilen von drei verbundenen Unternehmen sowie zwei Beteiligungen vorgenommen:; 4.87, 61 ;2015;IVG Core 0173 AG;Jahresabschluss;PwC
