; Annotierung (Angabe Nummer in Anahngscheckliste) ;Geschäftsjahr;Gesellschaft;Abschlussart;Prüfer
Die Pensionsrückstellungen wurden nach versicherungsmathematischen Grundsätzen mit dem Teilwertverfahren ermittelt. Grundlagen des Gutachtens sind die Richttafeln 2005G von Prof. Dr. Klaus Heubeck und der durch die Deutsche Bundesbank bekannt gegebene Rechnungszinsfuß von 4,01 % (Vorjahr 3,89 %), der dem durchschnittlichen Marktzins der vergangenen zehn Geschäftsjahre (Vorjahr sieben Geschäftsjahre) bei einer angenommenen Laufzeit von 15 Jahren entspricht. Zudem sind wie im Vorjahr ein Gehaltstrend von 2,5 % und eine Fluktuationsrate von 2,0 % berücksichtigt. Der Rentenanpassung wird ebenfalls wie im Vorjahr mit 1,7 % für allgemeine Versorgungen und mit 2,0 % für Einzelzusagen Rechnung getragen.; 8.47, 41 ;2016;N-ERGIE Aktiengesellschaft;Jahresabschluss;PwC
"Die sonstigen Rückstellungen und Steuerrückstellungen berücksichtigen alle ungewissen Verpflichtungen sowie drohenden Verluste und sind mit dem nach vernünftiger kaufmännischer Beurteilung notwendigen Erfüllungsbetrag bilanziert. Die langfristigen sonstigen Rückstellungen für Jubiläumsverpflichtungen und Verpflichtungen aus Alters-teilzeit und Beihilfen werden nach versicherungsmathematischen Grundsätzen mit dem Teilwertverfahren, einem Rechnungszinsfuß von 3,24 % (Vorjahr 3,89 %) der dem durchschnittlichen Marktzins der vergangenen sieben Geschäftsjahre entspricht und einem Gehaltstrend wie im Vorjahr
von 2,5 % bewertet."; 8.49, 4.50 ;2016;N-ERGIE Aktiengesellschaft;Jahresabschluss;PwC
"Alle weiteren langfristigen Rückstellungen wurden, entsprechend ihrer Restlaufzeit, mit dem von der Deutschen Bundesbank bekanntgegebenen durchschnittlichen Marktzinssatz der vergangenen sieben Geschäftsjahre abgezinst; die Dotierung erfolgte nach der Nettomethode. Bei den Drohverlustrückstellungen GKI und Speicher Peckensen wurden aufgrund der aktuellen Lage die Bewertungsparameter angepasst."; 8.49, 4.50 ;2016;N-ERGIE Aktiengesellschaft;Jahresabschluss;PwC
Zur bilanziellen Abbildung von in Portfolien zusammengefassten Bezugs- und Absatzgeschäften sowie ggf. finanziellen Derivaten für Strom und Gas wird unter Anwendung des IDW RS ÖFA3 vom Grundsatz der imparitätischen Einzelbewertung abgewichen. Gemäß IDW RS ÖFA3 werden etwaige überschießende Volumina bzw. offene Positionen auf Segmentebene imparitätisch bewertet und ggf. Rückstellung gebildet.;;2016;N-ERGIE Aktiengesellschaft;Jahresabschluss;PwC
Für die Portfolien Fernwärme, Kohle Longterm und Biogas werden aus Bezugs- und Absatzgeschäften sowie ggf. derivativen Finanzinstrumenten Bewertungseinheiten nach § 254 HGB gebildet. Die bilanzielle Abbildung der Bewertungseinheiten erfolgt nach der Einfrierungsmethode. Für Überhänge der negativen Marktwertveränderungen über die positiven Marktwertänderungen sind Rückstellungen für Bewertungseinheiten zu bilden. Der beizulegende Zeitwert von Termingeschäften wird auf Basis der Barwerte der zukünftigen Zahlungsflüsse berechnet.; 30 ;2016;N-ERGIE Aktiengesellschaft;Jahresabschluss;PwC
Verbindlichkeiten; 8.51 ;2016;N-ERGIE Aktiengesellschaft;Jahresabschluss;PwC
Die Verbindlichkeiten werden mit ihren Erfüllungsbetrag zum Bilanzstichtag ausgewiesen.; 8.51 ;2016;N-ERGIE Aktiengesellschaft;Jahresabschluss;PwC
Passive Rechnungsabgrenzungsposten; 8.63 ;2016;N-ERGIE Aktiengesellschaft;Jahresabschluss;PwC
Die Rechnungsabgrenzungsposten werden mit dem Nennwert der Zahlungen bewertet und zeitanteilig abgegrenzt.; 8.63 ;2016;N-ERGIE Aktiengesellschaft;Jahresabschluss;PwC
Im Rahmen von Bezugsverträgen wurden Rohstoffsicherungsgeschäfte mittels derivativer Finanzinstrumente abgeschlossen, für die bilanzielle Bewertungseinheiten gebildet wurden.; 57 ;2016;N-ERGIE Aktiengesellschaft;Jahresabschluss;PwC
C Erläuterungen zur Bilanz;;2016;N-ERGIE Aktiengesellschaft;Jahresabschluss;PwC
C.1 Anlagevermögen; 4.1 ;2016;N-ERGIE Aktiengesellschaft;Jahresabschluss;PwC
Die Gliederung und Entwicklung des Anlagevermögens wird im Einzelnen in dem als Anlage zum Anhang beigefügten Anlagengitter dargestellt. Der Anteilsbesitz ist unter E. 5 detailliert aufgeführt.; 4.1 ;2016;N-ERGIE Aktiengesellschaft;Jahresabschluss;PwC
Bei den Wertpapieren des Anlagevermögens handelt es sich um Anteile an Wertpapiersondervermögen (Mischfonds auf Basis von Renten und Aktien). Der Marktwert zum 31. Dezember 2016 beträgt insgesamt 59.201 T€ und liegt somit 20.686 T€ über dem Buchwert. Im Geschäftsjahr wurden 975 T€ ausgeschüttet. Zur Absicherung von Altersteilzeitwertguthaben wurden Fondsanteile verpfändet.; 4.17, 19 ;2016;N-ERGIE Aktiengesellschaft;Jahresabschluss;PwC
C.2 Vorräte; 4.20 ;2016;N-ERGIE Aktiengesellschaft;Jahresabschluss;PwC
"Die Vorräte setzen sich wie folgt zusammen:
31.12.2016 31.12.2015
T€ T€
Roh-, Hilfs- und Betriebsstoffe 222 205"; 4.20 ;2016;N-ERGIE Aktiengesellschaft;Jahresabschluss;PwC
"31.12.2016 31.12.2015
T€ T€
Unfertige Leistungen 337 255
Waren 6.520 4.603
7.079 5.063"; 4.20 ;2016;N-ERGIE Aktiengesellschaft;Jahresabschluss;PwC
C.3 Forderungen und sonstige Vermögensgegenstände; 4.25 ;2016;N-ERGIE Aktiengesellschaft;Jahresabschluss;PwC
Die Forderungen und sonstigen Vermögensgegenstände teilen sich wie folgt auf:; 4.25 ;2016;N-ERGIE Aktiengesellschaft;Jahresabschluss;PwC
"31.12.2016 31.12.2015
T€ T€
Forderungen aus Lieferungen und Leistungen 220.698 208.707
davon abgerechnete Forderungen aus Energie-und Wasserlieferungen 164.116 161.357
davon Verbrauchsabgrenzung 312.332 316.420
davon erhaltene Abschlagszahlungen -254.522 -266.363
davon Wertberichtigungen -4.778 -6.505
Forderungen gegen verbundene Unternehmen 65.872 77.193
Forderungen gegen Unternehmen, mit denen ein Beteiligungsverhältnis besteht 9.284 9.244
Sonstige Vermögensgegenstände 3.148 6.311
299.002 301.455"; 4.25 ;2016;N-ERGIE Aktiengesellschaft;Jahresabschluss;PwC
Die Forderungen gegen verbundene Unternehmen betreffen Forderungen aus Lieferungen und Leistungen mit 13.078 T€ (Vorjahr 16.293 T€) und sonstige Vermögensgegenstände mit 52.794 T€ (Vorjahr 60.900 T €). Darin sind gegen die Gesellschafterin Städtische Werke Nürnberg Gesellschaft mit beschränkter Haftung, Nürnberg, (StWN) Forderungen und sonstige Vermögensgegenstände in Höhe von 30.722 T€ (Vorjahr 44.262 T€) enthalten. Die Forderungen gegen Unternehmen, mit denen ein Beteiligungsverhältnis besteht, betreffen Forderungen aus Lieferungen und Leistungen in Höhe von 9.284 T€ (Vorjahr 9.244 T€).; 4.27, 6 ;2016;N-ERGIE Aktiengesellschaft;Jahresabschluss;PwC
Die sonstigen Vermögensgegenstände enthalten Steuererstattungsansprüche von 864 T€ (Vorjahr 736 T€).; 4.29 ;2016;N-ERGIE Aktiengesellschaft;Jahresabschluss;PwC
Sämtliche Forderungen sind innerhalb eines Jahres fällig. Im Vorjahr war ein Körper-schaftsteuerguthaben in den sonstigen Vermögensgegenständen in Höhe von 350 T€ mit einer Restlaufzeit über ein Jahr enthalten.; 4.29 ;2016;N-ERGIE Aktiengesellschaft;Jahresabschluss;PwC
C.4 Rechnungsabgrenzungsposten; 4.34 ;2016;N-ERGIE Aktiengesellschaft;Jahresabschluss;PwC
Der Posten setzt sich im Wesentlichen aus Aufwendungen für Preisabsicherungen und Zuschüssen für Marketingaktivitäten zusammen. Außerdem ist ein Disagio von 148 T€ (Vorjahr 189 T€) enthalten.; 4.34, 25 ;2016;N-ERGIE Aktiengesellschaft;Jahresabschluss;PwC
C.5 Gezeichnetes Kapital; 4.38 ;2016;N-ERGIE Aktiengesellschaft;Jahresabschluss;PwC
Das Grundkapital beträgt wie im Vorjahr 156.400.000,00 € und ist in 156.400.000 Inhaberstückaktien (Aktien ohne Nennbetrag) eingeteilt. Der rechnerische Wert ergibt 1 € je Inhaberaktie.; 4.38, 32 ;2016;N-ERGIE Aktiengesellschaft;Jahresabschluss;PwC
Die Anteile an der N-ERGIE Aktiengesellschaft werden zu 60,20 % von der StWN und zu 39,80 % von der Thüga Aktiengesellschaft, München (Thüga), gehalten. Mit Brief vom 28. August 2000 teilte uns die StWN mit, dass ihr mehr als 25,0 % der Aktien gehören. Weiterhin teilte sie mit, dass ihr eine Mehrheitsbeteiligung im Sinne von § 16 Abs. 1 AktG zusteht.; 4.38, 99 ;2016;N-ERGIE Aktiengesellschaft;Jahresabschluss;PwC
Die Thüga Holding GmbH & Co. KGaA, München, hat mit Wirkung vom 1. Dezember 2009 sämtliche Geschäftsanteile der E.ON Ruhrgas Thüga Holding GmbH, Essen, erworben. Zum 29. Januar 2010 wurde die E.ON Ruhrgas Thüga Holding GmbH, Essen, umfirmiert in die Thüga Beteiligungs GmbH, München, und am 19. August 2010 auf die Thüga Holding GmbH & Co. KGaA, München, verschmolzen. Die Thüga Holding GmbH & Co. KGaA hält ihrerseits unmittelbar und mittelbar sämtliche Aktien der Thüga Aktiengesellschaft, München. Die Thüga Holding GmbH & Co. KGaA, München, hat damit auch eine mittelbare Beteiligung an der N-ERGIE Aktiengesellschaft, Nürnberg, erworben.; 4.38 ;2016;N-ERGIE Aktiengesellschaft;Jahresabschluss;PwC
Mit Brief vom 8. Dezember 2009 teilte die Thüga Holding GmbH & Co. KGaA, München, gemäß § 20 Abs. 1 und 3 sowie § 21 Abs. 1 AktG der N-ERGIE Aktiengesellschaft, Nürnberg, mit, dass sie für den Fall des § 20 Abs. 3 AktG ohne Zurechnung von Aktien gemäß § 20 Abs. 2 AktG mit mehr als 25,0 % an unserer Gesellschaft beteiligt ist.; 4.38, 99 ;2016;N-ERGIE Aktiengesellschaft;Jahresabschluss;PwC
C.6 Gewinnrücklage; 4.40 ;2016;N-ERGIE Aktiengesellschaft;Jahresabschluss;PwC
Der Posten enthält ausschließlich andere Gewinnrücklagen.; 4.44 ;2016;N-ERGIE Aktiengesellschaft;Jahresabschluss;PwC
Aus dem Jahresüberschuss wurden 26.000 T€ in die anderen Gewinnrücklagen eingestellt.; 4.44, 36 ;2016;N-ERGIE Aktiengesellschaft;Jahresabschluss;PwC
C.7 Sonderposten mit Rücklageanteil;;2016;N-ERGIE Aktiengesellschaft;Jahresabschluss;PwC
Der Sonderposten mit Rücklageanteil entwickelte sich wie folgt:; 71 ;2016;N-ERGIE Aktiengesellschaft;Jahresabschluss;PwC
"31.12.2015 Auflösung Abgang 31.12.2016
T€ T€ T€ T€
8.552 1.111 0 7.441"; 71 ;2016;N-ERGIE Aktiengesellschaft;Jahresabschluss;PwC
C.8 Zuschüsse;;2016;N-ERGIE Aktiengesellschaft;Jahresabschluss;PwC
Die Zuschüsse unterteilen sich wie folgt:;;2016;N-ERGIE Aktiengesellschaft;Jahresabschluss;PwC
"31.12.2015 Zuführung Abgänge Auflösung 31.12.2016
T€ T€ T€ T€ T€
Investitionszuschüsse 37.855 0 85 3.123 34.647
Ertragszuschüsse 109.273 17.305 708 11.829 114.041
147.128 17.305 793 14.952 148.688";;2016;N-ERGIE Aktiengesellschaft;Jahresabschluss;PwC
C.9 Rückstellungen; 4.47 ;2016;N-ERGIE Aktiengesellschaft;Jahresabschluss;PwC
Die Rückstellungen gliedern sich wie folgt:; 4.47 ;2016;N-ERGIE Aktiengesellschaft;Jahresabschluss;PwC
"31.12.2016 31.12.2015
T€ T€
Rückstellungen für Pensionen und ähnliche Verpflichtungen 242.517 248.502"; 4.47 ;2016;N-ERGIE Aktiengesellschaft;Jahresabschluss;PwC
"31.12.2016 31.12.2015
T€ T€
Steuerrückstellungen 332 1.507
Sonstige Rückstellungen 210.993 198.224
453.842 448.233"; 4.47 ;2016;N-ERGIE Aktiengesellschaft;Jahresabschluss;PwC
Mit den sonstigen Rückstellungen wird nach derzeitigem Kenntnisstand in ausreichendem Umfang Vorsorge für künftige Verpflichtungen und Risiken getroffen. Sie enthalten in der Hauptsache ungewisse Verbindlichkeiten aus dem Personalbereich, unter anderem Altersteilzeitverpflichtungen, daneben Rückbauverpflichtungen, Abrechnungsverpflichtungen, ausstehende Rechnungen, drohende Verluste sowie absatzwirtschaftliche und sonstige Risiken, insbesondere für Risiken aus einem Schadensfall.; 4.50, 47 ;2016;N-ERGIE Aktiengesellschaft;Jahresabschluss;PwC
Der Unterschiedsbetrag aus dem Ansatz der Rückstellung für Pensionen und ähnliche Verpflichtungen nach Maßgabe des durchschnittlichen Marktzinssatz aus den vergangenen zehn Geschäftsjahren und dem Ansatz nach Maßgabe des durchschnittlichen Marktzinssatzes aus den vergangenen sieben Geschäftsjahren beträgt 24.075 T€.; 4.48 ;2016;N-ERGIE Aktiengesellschaft;Jahresabschluss;PwC
C.10 Verbindlichkeiten; 4.51 ;2016;N-ERGIE Aktiengesellschaft;Jahresabschluss;PwC
Die Verbindlichkeiten setzen sich wie folgt zusammen:; 4.51, 50 ;2016;N-ERGIE Aktiengesellschaft;Jahresabschluss;PwC
"davon mit einer Restlaufzeit von
31.12.2016 bis 1 Jahr über 1 Jahr davon über 5 Jahre
T€ T€ T€ T€
Verbindlichkeiten gegenüber Kreditinstituten 476.778 76.951 399.827 155.238
Vorjahr 499.107 25.701 473.406 99.766
Namensgewinnschuldverschreibungen 446 446 - -
Vorjahr 1.104 1.104 - -
Verbindlichkeiten aus Lieferungen und 134.476 134.476 - -
Vorjahr 112.236 112.236 - -
Verbindlichkeiten gegenüber
verbundenen Unternehmen 168.351 98.167 70.184 70.000
Vorjahr 201.455 131.179 70.276 70.000
Verbindlichkeiten gegenüber Unternehmen, mit denen ein Beteiligungsverhältnis
besteht
33.312 33.312 - -
Vorjahr 36.252 36.252 - -
Sonstige Verbindlichkeiten 108.662 83.662 25.000 25.000
Vorjahr 80.746 55.746 25.000 25.000
davon aus Steuern 54.303 54.303 - -"; 4.51, 50 ;2016;N-ERGIE Aktiengesellschaft;Jahresabschluss;PwC
"davon mit einer Restlaufzeit von
31.12.2016 bis 1 Jahr über 1 Jahr davon über 5 Jahre
T€ T€ T€ T€
Vorjahr 31.534 31.534 - -
davon im Rahmen der sozialen Sicherheit 6 6 - -
Gesamt 922.025 427.014 495.011 250.238
Vorjahr 930.900 362.218 568.682 194.766"; 4.51, 49, 50 ;2016;N-ERGIE Aktiengesellschaft;Jahresabschluss;PwC
Die überwiegend von Mitarbeitern gezeichneten Namensgewinnschuldverschreibungen haben eine vereinbarte Höchstlaufzeit von 25 Jahren, können aber durch die Gläubiger kurzfristig gekündigt werden. Es bestehen zum 31. Dezember 2016 241 Einzelverträge, die ein Recht auf Verzinsung, die Teilnahme am Erfolg des Unternehmens sowie die Rückzahlung des eingezahlten Kapitals verbriefen.; 53 ;2016;N-ERGIE Aktiengesellschaft;Jahresabschluss;PwC
Die Verbindlichkeiten gegenüber verbundenen Unternehmen resultieren in Höhe von 15.397 T€ (Vorjahr 47.344 T€) aus Lieferungen und Leistungen, in Höhe von 12.460 T€ (Vorjahr 15.622 T€) aus sonstigen Verbindlichkeiten. Gegenüber der Gesellschafterin StWN bestehen Verbindlichkeiten aus der Gewinnabführung von 70.218 T€ (Vorjahr 67.709 T€), Verbindlichkeiten aus Lieferungen und Leistungen von 668 T€ (Vorjahr 412 T€) sowie sonstige Verbindlichkeiten von 70.276 T€ (Vorjahr 70.368 T€). Die Verbindlichkeiten gegenüber Unternehmen, mit denen ein Beteiligungsverhältnis besteht, beinhalten Lieferungsund Leistungsverbindlichkeiten von 2.025 T€ (Vorjahr 1.540 T€) und sonstige Verbindlichkeiten in Höhe von 1.660 T€ (Vorjahr 5.051 T€).; 4.58, 6 ;2016;N-ERGIE Aktiengesellschaft;Jahresabschluss;PwC
Weiterhin ist in dieser Position gegenüber der Gesellschafterin Thüga die Ausgleichszahlung von 29.612 T€ (Vorjahr 29.661 T€) und Verbindlichkeiten aus Lieferungen und Leistungen in Höhe von 372 T€ (Vorjahr 345 T€) ausgewiesen.; 4.58 ;2016;N-ERGIE Aktiengesellschaft;Jahresabschluss;PwC
C.11 Rechnungsabgrenzungsposten; 4.63 ;2016;N-ERGIE Aktiengesellschaft;Jahresabschluss;PwC
Der Posten enthält insbesondere Erträge aus Preisabsicherungen, Abgrenzungen von Wasserbezugsrechten sowie Zuschüsse für die Absatzförderung.; 4.63 ;2016;N-ERGIE Aktiengesellschaft;Jahresabschluss;PwC
D Erläuterungen zur Gewinn- und Verlustrechnung;;2016;N-ERGIE Aktiengesellschaft;Jahresabschluss;PwC
