; Annotierung (Angabe Nummer in Anahngscheckliste) ;Geschäftsjahr;Gesellschaft;Abschlussart;Prüfer
c) Konsolidierungsmethoden;;2016;Hellmann Worldwide Logistics GmbH & Co. KG;Konzernabschluss;PwC
Kapitalkonsolidierung;;2016;Hellmann Worldwide Logistics GmbH & Co. KG;Konzernabschluss;PwC
Von den genannten Ausnahmen abgesehen sind alle Tochterunternehmen der Hellmann Worldwide Logistics GmbH & Co. KG, Osnabrück, im Wege der Vollkonsolidierung einbezogen worden. Die Kapitalkonsolidierung erfolgt gemäß § 301 Abs. 1 Nr. 1 HGB für alle Tochterunternehmen, die vor dem 31. Dezember 2009 erworben wurden, nach der Buchwertmethode. Für neu erworbene Tochterunternehmen ab dem 1. Januar 2010 erfolgt die Kapitalkonsolidierung nach der Neubewertungsmethode nach § 301 Abs. 1 HGB.;;2016;Hellmann Worldwide Logistics GmbH & Co. KG;Konzernabschluss;PwC
Der Zeitpunkt der Erstkonsolidierungen erfolgt zum jeweiligen Zeitpunkt, zu dem das Unternehmen Tochterunternehmen geworden ist. In Ausnahmen erfolgt eine Erstkonsolidierung zum 1. Januar eines Geschäftsjahres, in welchem die Gesellschaft nicht mehr von untergeordneter Bedeutung ist.;;2016;Hellmann Worldwide Logistics GmbH & Co. KG;Konzernabschluss;PwC
Die Beteiligungen an den assoziierten Unternehmen sind nach der Equity-Methode gemäß § 312 Abs. 1 Nr. 1 HGB mit dem Buchwert angesetzt worden. Als Zeitpunkt der Gegenüberstellung des Buchwerts mit dem anteiligen Eigenkapital der assoziierten Unternehmen wurde grundsätzlich der Zeitpunkt gewählt, zu dem das Unternehmen assoziiertes Unternehmen geworden ist.;;2016;Hellmann Worldwide Logistics GmbH & Co. KG;Konzernabschluss;PwC
Schuldenkonsolidierung;;2016;Hellmann Worldwide Logistics GmbH & Co. KG;Konzernabschluss;PwC
Die Schuldenkonsolidierung entspricht den handelsrechtlichen Konsolidierungsvorschriften (§ 303 HGB). In die Schuldenkonsolidierung wurden alle Forderungen und Verbindlichkeiten einbezogen, die in den Einzel- und Konzernabschlüssen der einbezogenen Gesellschaften als Forderungen und/oder Verbindlichkeiten gegenüber verbundenen Unternehmen bzw. Gesellschaftern bei Tochterunternehmen ausgewiesen werden.;;2016;Hellmann Worldwide Logistics GmbH & Co. KG;Konzernabschluss;PwC
Aufwands- und Ertragskonsolidierung;;2016;Hellmann Worldwide Logistics GmbH & Co. KG;Konzernabschluss;PwC
Im Konzernabschluss wurden die aus dem Liefer- und Leistungsverkehr zwischen den einbezogenen Gesellschaften sich ergebenden Erträge mit den entsprechenden Aufwendungen verrechnet. Hierbei wurde grundsätzlich unterstellt, dass den von den einbezogenen Gesellschaften gemeldeten Erträgen in gleicher Höhe Aufwendungen gegenüberstehen.;;2016;Hellmann Worldwide Logistics GmbH & Co. KG;Konzernabschluss;PwC
Zwischenergebniseliminierung;;2016;Hellmann Worldwide Logistics GmbH & Co. KG;Konzernabschluss;PwC
Auf eine Zwischenergebniseliminierung im Bereich der Vorräte wurde verzichtet, da diese für die Vermittlung eines den tatsächlichen Verhältnissen entsprechenden Bildes der Vermögens-, Finanz- und Ertragslage von untergeordneter Bedeutung ist (§ 304 Abs. 2 HGB). Eine Zwischenergebniseliminierung im Bereich des Anlagevermögens wurde entsprechend § 304 Abs. 1 HGB durchgeführt.;;2016;Hellmann Worldwide Logistics GmbH & Co. KG;Konzernabschluss;PwC
Währungsumrechnung;;2016;Hellmann Worldwide Logistics GmbH & Co. KG;Konzernabschluss;PwC
Die Vermögenswerte, einschließlich Geschäfts- oder Firmenwerte, und die Verbindlichkeiten ausländischer Tochterunternehmen, deren funktionale Währung nicht der € ist, werden zum Devisenkassamittelkurs am Ende des Berichtszeitraums umgerechnet. Aufwendungen und Erträge werden hingegen zu unterjährigen Durchschnittskursen umgerechnet. Die sich aus der Umrechnung ergebenden Unterschiedsbeträge werden erfolgsneutral im Eigenkapital ausgewiesen. Erst mit dem Verkauf einer ausländischen Tochtergesellschaft erfolgt eine ergebniswirksame Behandlung im Rahmen einer Entkonsolidierung.;;2016;Hellmann Worldwide Logistics GmbH & Co. KG;Konzernabschluss;PwC
Fremdwährungsbewertung;;2016;Hellmann Worldwide Logistics GmbH & Co. KG;Konzernabschluss;PwC
Transaktionen, die auf eine von der funktionalen Währung einer Unternehmenseinheit abweichende Währung lauten, werden in der funktionalen Währung zum Devisenkassamittelkurs am Tag ihrer erstmaligen Bilanzierung erfasst. Am Ende des Berichtszeitraums werden auf Fremdwährung lautende monetäre Vermögenswerte und Verbindlichkeiten in der funktionalen Währung mit dem dann gültigen Devisenkassamittelkurs bewertet. Gewinne und Verluste aus diesen Fremdwährungsbewertungen werden erfolgswirksam erfasst. Nicht monetäre Konzernbilanzposten in Fremdwährung werden zu historischen Wechselkursen fortgeführt.;;2016;Hellmann Worldwide Logistics GmbH & Co. KG;Konzernabschluss;PwC
3. Bilanzierungs- und Bewertungsmethoden;;2016;Hellmann Worldwide Logistics GmbH & Co. KG;Konzernabschluss;PwC
Die immateriellen Vermögensgegenstände und Sachanlagen werden gemäß § 253 Abs. 3 HGB mit den Anschaffungskosten abzüglich planmäßiger Abschreibungen bewertet. Die Abschreibungssätze bemessen sich für Neuzugänge ab dem 1. Januar 2010 nach der tatsächlichen wirtschaftlichen Nutzungsdauer der Vermögensgegenstände.; 9.2, 9.7 ;2016;Hellmann Worldwide Logistics GmbH & Co. KG;Konzernabschluss;PwC
Für geringwertige Wirtschaftsgüter, deren Anschaffungs- oder Herstellungskosten, vermindert um einen darin enthaltenen Vorsteuerbetrag, für das einzelne Wirtschaftsgut € 410 nicht übersteigen,wird handelsrechtlich die steuerrechtliche Regelung des § 6 Abs. 2 EStG angewendet.; 9.7 ;2016;Hellmann Worldwide Logistics GmbH & Co. KG;Konzernabschluss;PwC
Die Geschäfts- oder Firmenwerte werden unter Berücksichtigung der zukünftigen Nutzung über die voraussichtlich wirtschaftliche Nutzungsdauer abgeschrieben. Vor dem Geschäftsjahr 2010 erworbene Geschäfts- oder Firmenwerte werden über eine Nutzungsdauer von 15 Jahren linear abgeschrieben. Die betriebliche Nutzungsdauer der ab 2010 neu hinzugekommenen Geschäfts- oder Firmenwerte beträgt planmäßig fünf Jahre.; 9.5, 14, 92 ;2016;Hellmann Worldwide Logistics GmbH & Co. KG;Konzernabschluss;PwC
Die Finanzanlagen werden zu Anschaffungskosten oder dem niedrigeren beizulegenden Wert gemäß § 253 Abs. 3 Satz 3 HGB bilanziert.; 9.12 ;2016;Hellmann Worldwide Logistics GmbH & Co. KG;Konzernabschluss;PwC
Die assoziierten Unternehmen wenden zum Teil die Bilanzierungs- und Bewertungsmethoden des Handelsgesetzbuches an bzw. richten sich nach den lokalen Bilanzierungs- und Bewertungsmethoden. Die Summe der negativen Equity-Werte beträgt zum 31. Dezember 2016 T€ 0 (Vorjahr: T€ 3.299).; 9.12, 97 ;2016;Hellmann Worldwide Logistics GmbH & Co. KG;Konzernabschluss;PwC
Das Vorratsvermögen wird zu Anschaffungs- bzw. Herstellungskosten unter Beachtung des strengen Niederstwertprinzips bewertet. Die Bewertung der Herstellungskosten erfolgt unter Einbezug notwendiger Gemeinkosten.; 9.20 ;2016;Hellmann Worldwide Logistics GmbH & Co. KG;Konzernabschluss;PwC
Forderungen und sonstige Vermögensgegenstände wurden mit ihrem Nominalwert angesetzt. Für erkennbare Einzelrisiken und das allgemeine Ausfallrisiko wurden Wertberichtigungen gebildet.; 9.25 ;2016;Hellmann Worldwide Logistics GmbH & Co. KG;Konzernabschluss;PwC
Die flüssigen Mittel sind mit dem Nominalwert bilanziert.; 9.33 ;2016;Hellmann Worldwide Logistics GmbH & Co. KG;Konzernabschluss;PwC
Als aktive Rechnungsabgrenzungsposten sind Auszahlungen vor dem Abschlussstichtag angesetzt, soweit sie Aufwand für einen bestimmten Zeitraum nach diesem Zeitpunkt darstellen.; 9.34 ;2016;Hellmann Worldwide Logistics GmbH & Co. KG;Konzernabschluss;PwC
Latente Steuern wurden nach dem „Temporary-Konzept“ als Differenz zwischen den handels- und steuerrechtlichen Wertansätzen für alle Bilanzposten separat berechnet. Es wurden nur diejenigen Differenzen berücksichtigt, die sich in späteren Geschäftsjahren voraussichtlich wieder abbauen. Darüber hinaus werden aktive latente Steuern auf die bestehenden steuerlichen Verlustvorträge gebildet, soweit innerhalb der nächsten fünf Jahre eine Verlustverrechnung zu erwarten ist. Die aktiven und passiven latenten Steuern im Geschäftsjahr werden auf Ebene der Gesellschaften saldiert und in Ausübung des Wahlrechts nach § 306 S. 2 HGB unsaldiert ausgewiesen.; 9.35, 25 ;2016;Hellmann Worldwide Logistics GmbH & Co. KG;Konzernabschluss;PwC
Die Bewertung der anzusetzenden Bilanzposten für latente Steuern basiert auf den unternehmensindividuellen Steuersätzen im jeweils zu erwartenden Zeitpunkt des Abbaus der jeweiligen Differenzen.; 9.35, 25 ;2016;Hellmann Worldwide Logistics GmbH & Co. KG;Konzernabschluss;PwC
Die Kapitalanteile der Kommanditisten werden zum Nennwert bilanziert.; 9.37 ;2016;Hellmann Worldwide Logistics GmbH & Co. KG;Konzernabschluss;PwC
Die Pensionsverpflichtungen werden auf der Grundlage versicherungsmathematischer Gutachten nach dem Anwartschaftsbarwertverfahren („Projected Unit Credit Method“) unter Berücksichtigung der Richttafeln 2005 G von Prof. Dr. Heubeck passiviert. Die erwarteten Lohn- und Gehaltssteigerungen betragen 0 v.H. Für die Abzinsung der Pensionsverpflichtung wird nicht mehr der auf Basis der von der Deutschen Bundesbank veröffentlichten durchschnittlichen Marktzinssätze der vergangenen sieben Geschäftsjahre (3,24 v.H.) zugrunde gelegt, sondern der nach § 253 Abs. 2 HGB veränderte Rechnungszins auf Basis der letzten zehn Jahre, welcher für 2016 4,01 v.H. beträgt. Der Differenzbetrag der Rückstellung aus den beiden unterschiedlichen Zinssätzen von T€ 157 ist nach gemäß § 253 Abs. 6 S. 1 HGB mit einer Ausschüttungssperre belegt.; 9.48, 35, 36 ;2016;Hellmann Worldwide Logistics GmbH & Co. KG;Konzernabschluss;PwC
Die Rückstellungen sind gemäß § 253 Abs. 1 Satz 2 HGB in Höhe des nach vernünftiger kaufmännischer Beurteilung notwendigen Erfüllungsbetrages angesetzt worden.; 9.47 ;2016;Hellmann Worldwide Logistics GmbH & Co. KG;Konzernabschluss;PwC
Die Verbindlichkeiten sind gemäß § 253 Abs. 1 Satz 2 HGB zu ihrem Erfüllungsbetrag angesetzt worden.; 9.51 ;2016;Hellmann Worldwide Logistics GmbH & Co. KG;Konzernabschluss;PwC
Auf die Anpassung an die konzerneinheitliche Bewertung bei assoziierten Unternehmen gemäß § 312 Abs. 5 HGB wurde verzichtet.; 9.0, 98 ;2016;Hellmann Worldwide Logistics GmbH & Co. KG;Konzernabschluss;PwC
Die aus Bewertungseinheiten, die zur Absicherung von Währungsrisiken gebildet wurden, resultierenden Aufwendungen und Erträge werden gemäß § 254 HGB i.V.m. § 256a HGB saldiert dargestellt.; 9.0 ;2016;Hellmann Worldwide Logistics GmbH & Co. KG;Konzernabschluss;PwC
"4. Angaben und Erläuterungen zum Konzernabschluss
";;2016;Hellmann Worldwide Logistics GmbH & Co. KG;Konzernabschluss;PwC
a) Bilanz;;2016;Hellmann Worldwide Logistics GmbH & Co. KG;Konzernabschluss;PwC
Anlagevermögen; 5.1 ;2016;Hellmann Worldwide Logistics GmbH & Co. KG;Konzernabschluss;PwC
Die Gliederung und Entwicklung der einzelnen Posten des Anlagevermögens und die Abschreibungen des Berichtsjahres sind im beigefügten Anlagenspiegel dargestellt.; 5.1 ;2016;Hellmann Worldwide Logistics GmbH & Co. KG;Konzernabschluss;PwC
In den „Grundstücke, grundstücksgleichen Rechten und Bauten“ waren im Vorjahr Vermögensgegenstände der amerikanischen Tochtergesellschaft, Hellmann Worldwide Logistics Inc., Miami, USA, in Höhe von T€ 3.317 enthalten, die anderen Anlagenklassen zuzuordnen sind. Die Vermögensgegenstände wurden im Berichtsjahr in die Anlagenklassen „Andere Anlagen, Betriebs- und Geschäftsausstattung“ (T€ 1.706) sowie „Geleistete Anzahlungen und Anlagen im Bau“ (T€ 1.611) umgebucht. Die vorgenannten Umbuchungen sind im beigefügten Anlagenspiegel in den Beträgen der Spalte Umbuchungen enthalten. Korrigiert um diese Beträge ergeben sich Umbuchungen von „Geleistete Anzahlungen und Anlagen in Bau“ (T€ -2.458) in „Konzessionen, gewerbliche Schutzrechte und ähnliche Rechte“ (T€ 71), in Grundstücke, grundstücksgleiche Rechte und (T€ 72) sowie in „Andere Anlagen, Betriebs- und Geschäftsausstattung“ (T€ 2.315).; 5.1, 2 ;2016;Hellmann Worldwide Logistics GmbH & Co. KG;Konzernabschluss;PwC
In den sonstigen Ausleihungen sind Ausleihungen an Gesellschafter in Höhe von T€ 15.226 (Vorjahr T€ 15.226) enthalten.; 5.18, 19 ;2016;Hellmann Worldwide Logistics GmbH & Co. KG;Konzernabschluss;PwC
Forderungen und sonstige Vermögensgegenstände; 5.25 ;2016;Hellmann Worldwide Logistics GmbH & Co. KG;Konzernabschluss;PwC
Die sonstigen Vermögensgegenstände enthalten Ansprüche aus Kautionen und Zöllen in Höhe von insgesamt T€ 44 (Vorjahr T€ 44), die eine Restlaufzeit von mehr als einem Jahr haben.; 5.29 ;2016;Hellmann Worldwide Logistics GmbH & Co. KG;Konzernabschluss;PwC
Die Forderungen gegen verbundene Unternehmen resultieren aus Lieferungen und Leistungen.; 5.27, 7 ;2016;Hellmann Worldwide Logistics GmbH & Co. KG;Konzernabschluss;PwC
Rechnungsabgrenzungsposten; 5.34 ;2016;Hellmann Worldwide Logistics GmbH & Co. KG;Konzernabschluss;PwC
Der aktive Rechnungsabgrenzungsposten enthält einen Unterschiedsbetrags (Disagio) in Höhe von T€ 1 (Vorjahr T€ 1).; 5.34, 23 ;2016;Hellmann Worldwide Logistics GmbH & Co. KG;Konzernabschluss;PwC
Latente Steuern; 5.35, 5.64, 25 ;2016;Hellmann Worldwide Logistics GmbH & Co. KG;Konzernabschluss;PwC
Die aktiven und passiven latenten Steuern resultieren im Wesentlichen aus Steuern auf zeitliche Buchungsunterschiede sowie steuerliche Verlustvorträge.; 5.35, 5.64, 25 ;2016;Hellmann Worldwide Logistics GmbH & Co. KG;Konzernabschluss;PwC
Latente Steuern auf Verlustvorträge in Höhe von T€ 230.647 (Vorjahr T€ 181.044) wurden nicht aktiviert, da von einer Realisierung der Steueransprüche in absehbarer Zeit nicht auszugehen ist. Die Verlustvorträge zum 31. Dezember 2016, auf die aktive latente Steuern gebildet wurden, betreffen die Muttergesellschaft sowie in- und ausländische Tochtergesellschaften.; 5.35, 25, 27 ;2016;Hellmann Worldwide Logistics GmbH & Co. KG;Konzernabschluss;PwC
Folgende Differenzen und Steuersätze wurden bei der Berechnung zugrunde gelegt:; 5.35, 5.64, 25 ;2016;Hellmann Worldwide Logistics GmbH & Co. KG;Konzernabschluss;PwC
"Bilanzposition Steuersatz Aktive latente Steuern
TEUR Passive latente Steuern
TEUR
Immaterielle Vermögensgegenstände 26,00% 0 -6
  28,00% 0 -4
  30,00% 18 -150
  34,00% 63 0
Sachanlagevermögen 15,00% 0 -3.995
  19,00% 0 -65
  24,00% 2 0
  26,00% 14 -2
  30,00% 238 0
  34,00% 170 0
  39,00% 2.048 0
Finanzanlagevermögen 26,00% 0 -23
  28,00% 0 -43
  30,00% 6 0
  34,00% 113 0
  39,00% 841 0
Umlaufvermögen und 20,00% 145 0
übrige Aktiva 22,00% 0 -26
  26,00% 0 -70
  28,00% 18 -111
  30,00% 88 0
  34,00% 23 0
Rückstellungen 22,00% 33 0
  24,00% 13 0
  28,00% 136 0
  30,00% 737 0
  34,00% 77 0
  39,00% 589 0
Verbindlichkeiten 17,00% 0 -73
  20,00% 1 0
  22,00% 172 0
  25,00% 76 0
  26,00% 127 0
  28,00% 380 0
  30,00% 1.043 0
  34,00% 12 0
  39,00% 1.698 0
Latente Steuern aus Verlustvorträgen 15,00% 3.995 0
  17,00% 145 0
  19,00% 92 0
  20,00% 13 0
  22,00% 8 0
  24,00% 6 0
  25,00% 1.995 0
  28,00% 529 0
  30,00% 400 0
  34,00% 91 0
  39,00% 18.227 0
Summe aus Bewertungsunterschieden   8.879 -4.567
Summe aus Verlustvorträgen   25.356 0
Umgliederung   -4.495 4.495
Gesamt   29.740 -72"; 5.35, 5.64, 25 ;2016;Hellmann Worldwide Logistics GmbH & Co. KG;Konzernabschluss;PwC
Zum Bilanzstichtag ergibt sich nach Gesamtdifferenzenbetrachtung der unsaldierten bilanzierten aktiven und passiven latenten Steuern ein Aktivüberhang der latenten Steuern von T€ 29.668 (Vorjahr: T€ 16.019). Die Veränderung der latenten Steuern ist im Wesentlichen auf die Aktivierung aktiver latenter Steuern auf Verlustvorträge in den USA zurückzuführen. Die Gesellschaft macht von dem Aktivierungswahrecht des § 274 Abs. 1 Satz 2 HGB Gebrauch.; 5.35, 5.64, 25 ;2016;Hellmann Worldwide Logistics GmbH & Co. KG;Konzernabschluss;PwC
Eigenkapital; 5.37 ;2016;Hellmann Worldwide Logistics GmbH & Co. KG;Konzernabschluss;PwC
Der Konzernbilanzgewinn enthält einen Gewinnvortrag in Höhe von T€ 117.470 (Vorjahr T€ 126.203).; 5.45, 33 ;2016;Hellmann Worldwide Logistics GmbH & Co. KG;Konzernabschluss;PwC
Anteile im Fremdbesitz;;2016;Hellmann Worldwide Logistics GmbH & Co. KG;Konzernabschluss;PwC
In den Anteilen im Fremdbesitz sind negative Anteile mit einem Gesamtbetrag von T€ 852 (Vorjahr T€ 991) saldiert ausgewiesen.;;2016;Hellmann Worldwide Logistics GmbH & Co. KG;Konzernabschluss;PwC
Verbindlichkeiten; 5.51 ;2016;Hellmann Worldwide Logistics GmbH & Co. KG;Konzernabschluss;PwC
Die Restlaufzeiten der Verbindlichkeiten und die Besicherung sind im beigefügten Verbindlichkeitenspiegel dargestellt.; 5.51 ;2016;Hellmann Worldwide Logistics GmbH & Co. KG;Konzernabschluss;PwC
Die Verbindlichkeiten gegenüber verbundenen Unternehmen enthalten kurzfristige Darlehen in Höhe von T€ 18 (Vorjahr T€ 0), alle weiteren Verbindlichkeiten resultieren aus Lieferungen und Leistungen.; 5.58, 7 ;2016;Hellmann Worldwide Logistics GmbH & Co. KG;Konzernabschluss;PwC
Haftungsverhältnisse; 44 ;2016;Hellmann Worldwide Logistics GmbH & Co. KG;Konzernabschluss;PwC
Die Haftungsverhältnisse in Höhe von T€ 6.599 bestehen gegenüber Banken. Wir schätzen die Inanspruchnahme aus diesen Haftungsverhältnissen als äußerst gering ein, da alle Verpflichtungen, die den Haftungsverhältnissen gegenüber stehen, vollumfänglich erfüllt werden.; 44, 45 ;2016;Hellmann Worldwide Logistics GmbH & Co. KG;Konzernabschluss;PwC
b) Gewinn- und Verlustrechnung;;2016;Hellmann Worldwide Logistics GmbH & Co. KG;Konzernabschluss;PwC
Erstanwendung des BilRUG;;2016;Hellmann Worldwide Logistics GmbH & Co. KG;Konzernabschluss;PwC
