Anhang; Annotierung (Angabe Nummer in Anahngscheckliste) ;Geschäftsjahr;Gesellschaft;Abschlussart;Prüfer
Die Schuldenkonsolidierung erfolgt nach § 303 Abs. 1 HGB durch Weglassen der Forderungen und Verbindlichkeiten zwischen den in den Konzernabschluss einbezogenen Unternehmen.; 9.0 ;2016;DF World of Spices GmbH;Konzernabschluss ;PwC
Die Zwischenergebnisse werden gemäß § 304 Abs. 1 HGB eliminiert.; 9.0 ;2016;DF World of Spices GmbH;Konzernabschluss ;PwC
Die Aufwands- und Ertragskonsolidierung wird gemäß § 305 Abs. 1 HGB durch Verrechnung der Umsatzerlöse und sonstigen betrieblichen Erträge zwischen den Konzernunternehmen mit den auf sie entfallenden Aufwendungen durchgeführt. Die Zinserträge und ähnliche Erträge werden ebenso mit den entsprechenden Aufwendungen verrechnet.; 9.0 ;2016;DF World of Spices GmbH;Konzernabschluss ;PwC
III. Bilanzierungs- und Bewertungsmethoden;;2016;DF World of Spices GmbH;Konzernabschluss ;PwC
Die Jahresabschlüsse der in den Konzernabschluss einbezogenen Tochterunternehmen werden entsprechend den gesetzlichen Vorschriften einheitlich nach den bei der DF World of Spices GmbH, Dissen a.T.W., verwendeten Bilanzierungs- und Bewertungsmethoden aufgestellt. Sämtliche in den Konzernabschluss einbezogenen Jahresabschlüsse wurden zum 31. Dezember 2016 aufgestellt. Die angewandten Bilanzierungs- und Bewertungsmethoden entsprechen den Vorschriften des Handelsgesetzbuches (HGB) sowie den ergänzenden Bestimmungen des GmbH-Gesetzes und des Gesellschaftsvertrages. Darüber hinaus haben die Gesellschaften - ggf. freiwillig - die ergänzenden Vorschriften zu Bilanzierungs- und Bewertungsmethoden für Kapitalgesellschaften in analoger Weise beachtet.; 9.0 ;2016;DF World of Spices GmbH;Konzernabschluss ;PwC
Im Einzelnen werden im Konzern folgende Bilanzierungs- und Bewertungsmethoden angewendet:; 9.0 ;2016;DF World of Spices GmbH;Konzernabschluss ;PwC
Selbst geschaffene immaterielle Vermögensgegenstände werden zu Herstellungskosten (Entwicklungskosten) aktiviert, sofern zum Abschlussstichtag zumindest eine hohe Wahrscheinlichkeit der tatsächlichen Entstehung eines Vermögensgegenstandes besteht. Die selbstgeschaffenen immateriellen Vermögensgegenstände werden über ihre voraussichtliche Nutzungsdauer von 5 Jahren linear abgeschrieben. Die entgeltlich von Dritten erworbenen immateriellen Vermögensgegenstände werden zu Anschaffungskosten, vermindert um lineare Abschreibungen, bewertet. Die zugrunde gelegten Nutzungsdauern betragen für Belieferungsrechte, Know-How und Software drei bis fünf sowie für Markenrechte fünf Jahre.; 9.2 ;2016;DF World of Spices GmbH;Konzernabschluss ;PwC
Sachanlagen werden zu Anschaffungskosten und aktivierte Eigenleistungen zu Herstellungskosten, jeweils vermindert um planmäßige Abschreibungen, bewertet. Außerplanmäßige Abschreibungen werden zur Berücksichtigung voraussichtlich dauernder Wertminderungen vorgenommen. Die Abschreibungen werden nach der betriebsgewöhnlichen Nutzungsdauer ermittelt. Sachanlagen werden linear abgeschrieben. Geringwertige Sachanlagen mit Anschaffungskosten von € 150,00 bis € 1.000,00 werden in einem Sonderposten erfasst, der gewinnmindernd über fünf Jahre aufgelöst wird. Geringwertige Sachanlagen mit Anschaffungskosten bis € 150,00 werden im Zeitpunkt der Anschaffung als Aufwand gebucht.; 9.7 ;2016;DF World of Spices GmbH;Konzernabschluss ;PwC
Die Bestände an Roh-, Hilfs- und Betriebsstoffen, unfertigen und fertigen Erzeugnissen werden durch körperliche Bestandsaufnahme ermittelt. Die Bewertung erfolgt zu Anschaffungs- bzw. Herstellungskosten unter Beachtung des strengen Niederstwertprinzips gemäß § 253 Abs. 4 HGB.; 9.21 ;2016;DF World of Spices GmbH;Konzernabschluss ;PwC
Forderungen und sonstige Vermögensgegenstände werden zum Nennwert angesetzt. Erkennbaren Einzelrisiken wird durch Wertberichtigungen Rechnung getragen. Zum Ausgleich des allgemeinen Ausfallrisikos werden die übrigen Forderungen nach dem Verhältnis der tatsächlichen Ausfälle der Vergangenheit zum Forderungsbestand am Stichtag pauschal wertberichtigt. Zudem werden bei der Bewertung der Forderungen die Konditionsabzüge berücksichtigt.; 9.25 ;2016;DF World of Spices GmbH;Konzernabschluss ;PwC
Kassenbestände, Guthaben bei Kreditinstituten und Schecks sind mit ihrem Nominalwert angesetzt.; 9.33 ;2016;DF World of Spices GmbH;Konzernabschluss ;PwC
Rechnungsabgrenzungsposten werden gemäß § 250 HGB gebildet.; 9.34 ;2016;DF World of Spices GmbH;Konzernabschluss ;PwC
Das gezeichnete Kapital wird zum Nennwert bilanziert.; 9.38 ;2016;DF World of Spices GmbH;Konzernabschluss ;PwC
Für die Abzinsung der Pensionsverpflichtung werden nicht mehr die auf Basis der von der Deutschen Bundesbank veröffentlichten durchschnittlichen Marktzinssätze der vergangenen sieben Geschäftsjahre (3,24%) zugrunde gelegt, sondern der nach § 253 Abs. 2 HGB veränderte Rechnungszins auf Basis der letzten 10 Jahre, welcher für 2016 4,01% beträgt. Der Differenzbetrag gemäß § 253 Abs. 6 HGB aus den beiden unterschiedlichen Zinssätzen beträgt T€ 199.; 9.48, 36 ;2016;DF World of Spices GmbH;Konzernabschluss ;PwC
Rückstellungen für Pensionen und ähnliche Verpflichtungen werden gemäß § 253 Abs. 1 Satz 2 HGB mit dem nach vernünftiger kaufmännischer Beurteilung notwendigen Erfüllungsbetrag angesetzt. Die Vereinfachungsregelung des § 253 Abs. 2 Satz 2 HGB wird in Anspruch genommen. Die Berechnung der inländischen Pensionsverpflichtungen folgt dem Anwartschaftsbarwertverfahren (Projected-Unit-Credit-Methode) unter Berücksichtigung der Richttafeln 2005 G von Klaus Heubeck bei einem Rechnungszins von 4,01 % p.a. Der Zinssatz entspricht dem von der Deutschen Bundesbank bekannt gegebenen durchschnittlichen Marktzinssatz der vergangenen zehn Jahre bei einer Restlaufzeit der Pensionsverpflichtungen von 15 Jahren. Bei der Berechnung wurden Rentensteigerungen von jährlich 1,50 % unterstellt. Die US-amerikanischen Pensionsverpflichtungen werden ebenfalls nach der Projected-Unit-Credit-Methode ermittelt, allerdings unter Verwendung der Sterbetafeln 2014 (Society of Actuaries: RP-2014 Mortality Tables Report. MP-2015 mortality improvement scale) sowie eines Rechnungszinses von 4,25 % p.a. Dabei ist gemäß § 246 Abs. 2 Satz 2 HGB Planvermögen im beizulegenden Zeitwert von € 4,0 Mio. mit den Pensionsverpflichtungen in Höhe von € 3,6 Mio. und Ertrag in Höhe von € 0,4 Mio. mit Aufwendungen von € 0,3 Mio. verrechnet worden.; 9.48, 35, 38 ;2016;DF World of Spices GmbH;Konzernabschluss ;PwC
Steuerrückstellungen und sonstige Rückstellungen werden in Höhe des nach vernünftiger kaufmännischer Beurteilung notwendigen Erfüllungsbetrags dotiert. Rückstellungen mit einer Laufzeit von mehr als einem Jahr werden gemäß § 253 Abs. 2 Satz 1 HGB mit dem ihrer Restlaufzeit entsprechenden durchschnittlichen Marktzinssatz der vergangenen sieben Jahre abgezinst.; 9.49 ;2016;DF World of Spices GmbH;Konzernabschluss ;PwC
Die Verbindlichkeiten sind gemäß § 253 Abs. 1 Satz 2 HGB mit ihrem Erfüllungsbetrag angesetzt.; 9.51 ;2016;DF World of Spices GmbH;Konzernabschluss ;PwC
Aktive und passive latente Steuern werden gemäß § 306 Abs. 1 Satz 1 HGB saldiert ausgewiesen. Die latenten Steuern beruhen auf temporären Differenzen aus Bewertungsunterschieden in den Bereichen immaterielle Vermögensgegenstände, Grundstücke und Gebäude, Betriebs- und Geschäftsausstattung, Forderungen aus Lieferungen und Leistungen sowie Pensionsrückstellungen und sonstige Rückstellungen, außerdem auf steuerlichen Verlustvorträgen, die innerhalb der nächsten fünf Jahre verrechenbar sind. Die Kalkulation erfolgt auf der Grundlage eines unternehmensspezifischen Steuersatzes innerhalb einer Bandbreite von 11 % bis 34 %.; 9.35, 9.64, 25 ;2016;DF World of Spices GmbH;Konzernabschluss ;PwC
Auf fremde Währung lautende Vermögensgegenstände und Verbindlichkeiten werden in den inländischen Einzelabschlüssen gemäß § 256a HGB mit dem Devisenkassamittelkurs am Bilanzstichtag umgerechnet.; 9.0 ;2016;DF World of Spices GmbH;Konzernabschluss ;PwC
Die Fremdwährungsumrechnung für den Konzernabschluss folgt der modifizierten Stichtagsmethode. Danach werden die Aktiv- und Passivposten einer auf fremde Währung lautenden Bilanz mit Ausnahme des Eigenkapitals gemäß § 308a HGB zum Devisenkassamittelkurs am Bilanzstichtag in die Konzernwährung Euro umgerechnet. Das Eigenkapital wird mit Ausnahme des Jahresüberschusses zu den jeweiligen historischen Kursen umgerechnet. Die Posten der Gewinn- und Verlustrechnung einschließlich des Jahresüberschusses werden zum Jahresdurchschnittskurs umgerechnet.; 9.0 ;2016;DF World of Spices GmbH;Konzernabschluss ;PwC
Die bei diesen Umrechnungen auftretenden Differenzen werden im Konzerneigenkapital in den Posten „Ausgleichsposten aus der Fremdwährungsumrechnung“ eingestellt. Im Rahmen der Schuldenkonsolidierung auftretende Währungsdifferenzen werden erfolgswirksam konsolidiert.; 9.0 ;2016;DF World of Spices GmbH;Konzernabschluss ;PwC
IV. Angaben zur Konzernbilanz;;2016;DF World of Spices GmbH;Konzernabschluss ;PwC
1. Anlagevermögen; 5.1 ;2016;DF World of Spices GmbH;Konzernabschluss ;PwC
Die Entwicklung des Anlagevermögens wird im Konzernanlagenspiegel auf den Seiten 29-21 dargestellt. Unter den selbst geschaffenen immateriellen Vermögensgegenständen werden Entwicklungskosten mit einem Restbuchwert in Höhe von € 1,5 Mio. aktiviert. Die bei der Aktivierung selbsterstellter Vermögensgegenstände des Anlagevermögens berücksichtigten Fremdkapitalzinsen betrugen im Geschäftsjahr T€ 0. Forschungskosten sind in diesem Zusammenhang nicht angefallen. Gemäß § 308 HGB werden Markenrechte abweichend zum Jahresabschluss des Mutterunternehmens bewertet, da von einer kürzeren Nutzungsdauer ausgegangen wird. Das Risiko schwankender Marktpreise wird für eine mit € 22,5 Mio. ausgewiesene andere Anlage durch eine auf diese Anlage bezogene Wertgarantie bis ins Jahr 2053 ausgeschlossen (Bewertungseinheit). Die sich ausgleichenden Wertänderungen aus dem abgesicherten Risiko schwankender Marktpreise werden deshalb nicht bilanziert (Einfrierungsmethode).; 5.1, 10, 13, 93, 31, 32 ;2016;DF World of Spices GmbH;Konzernabschluss ;PwC
2. Eigenkapital; 5.37 ;2016;DF World of Spices GmbH;Konzernabschluss ;PwC
Die Entwicklung des Konzerneigenkapitals wird im Konzerneigenkapitalspiegel auf den Seiten 27-29 gesondert dargestellt. Aufgrund teilweiser Ergebnisverwendung wird ein Konzernbilanzgewinn ausgewiesen, in den ein Gewinnvortrag in Höhe von € 182,8 Mio. einbezogen ist.; 5.37, 33 ;2016;DF World of Spices GmbH;Konzernabschluss ;PwC
3. Sonstige Rückstellungen; 5.49 ;2016;DF World of Spices GmbH;Konzernabschluss ;PwC
Die Position umfasst vor allem kurzfristige Rückstellungen für Werbekostenzuschüsse in Höhe von € 10,5 Mio. (Vorjahr € 10,3 Mio.), für Rückvergütungen in Höhe von € 7,2 Mio. (Vorjahr € 7,3 Mio.), und für Gewährleistungen/Retouren in Höhe von € 3,2 Mio. (Vorjahr € 3,1 Mio.).; 5.49 ;2016;DF World of Spices GmbH;Konzernabschluss ;PwC
4. Verbindlichkeiten; 5.51 ;2016;DF World of Spices GmbH;Konzernabschluss ;PwC
Zur Verbesserung der Klarheit und Übersichtlichkeit werden die Angaben im Zusammenhang mit den Verbindlichkeiten in einem Verbindlichkeitenspiegel auf Seite 23 zusammengefasst.; 5.51 ;2016;DF World of Spices GmbH;Konzernabschluss ;PwC
5. Passive latente Steuern; 5.64 ;2016;DF World of Spices GmbH;Konzernabschluss ;PwC
Zum Abschlussstichtag ergeben sich vor Verrechnung aktive latente Steuern in Höhe von T€ 4.409 (Vorjahr T€ 4.539) sowie passive latente Steuern in Höhe von T€ 9.590 (Vorjahr T€ 4.059).; 5.35, 5.64, 29 ;2016;DF World of Spices GmbH;Konzernabschluss ;PwC
6 . Fehlbetrag von Unterstützungskassen; 5.48 ;2016;DF World of Spices GmbH;Konzernabschluss ;PwC
Der Fehlbetrag gemäß Art. 28 Abs. 2 EGHGB, für den Konzerngesellschaften als Trägerunternehmen von Unterstützungskassen haften, beträgt nach dem Anwartschaftsbarwertverfahren (Projected-Unit-Credit-Methode) insgesamt € 2,1 Mio. (Vorjahr € 2,1 Mio.).; 5.48, 34 ;2016;DF World of Spices GmbH;Konzernabschluss ;PwC
7 . Derivative Finanzinstrumente;;2016;DF World of Spices GmbH;Konzernabschluss ;PwC
Zur Begrenzung des Zinsrisikos aus variabel verzinslichen Investitionsfinanzierungen im Gesamtvolumen von € 1,7 Mio. (Vorjahr € 11,3 Mio.) wurden Sicherungsgeschäfte mit einem beizulegenden Zeitwert von insgesamt € -0,1 Mio. (Vorjahr € -0,3 Mio.) abgeschlossen.; 47 ;2016;DF World of Spices GmbH;Konzernabschluss ;PwC
Sie sichern den Konzern im Wege des Mikro-Hedging über die Restlaufzeit der Finanzierungen vollständig gegen Änderungsrisiken bei zinsabhängigen Zahlungsströmen. Die Wirksamkeit der Sicherungsbeziehungen wird nach der Critical-Terms-Match-Methode beurteilt.; 47 ;2016;DF World of Spices GmbH;Konzernabschluss ;PwC
Zur Begrenzung des Wechselkursrisikos wurden Devisentermingeschäfte im Gesamtvolumen von US$ 7,6 Mio.mit einem beizulegenden Zeitwert von insgesamt € +0,4 Mio. abgeschlossen.; 47 ;2016;DF World of Spices GmbH;Konzernabschluss ;PwC
V. Angaben zur Konzern-Gewinn- und Verlustrechnung;;2016;DF World of Spices GmbH;Konzernabschluss ;PwC
Die in der Konzern-Gewinn- und Verlustrechnung konsolidierten Einzelabschlüsse werden überwiegend nach dem Gesamtkostenverfahren aufgestellt. Soweit die Einzelabschlüsse das Umsatzkostenverfahren verwenden, werden sie auf das Gesamtkostenverfahren übergeleitet.;;2016;DF World of Spices GmbH;Konzernabschluss ;PwC
Aufgrund der Erstanwendung des BilRUG im Geschäftsjahr 2016 werden die Erträge aus Mieten (T€ 244) sowie für die Werkskantine (T€ 114) statt unter den sonstigen betrieblichen Erträgen nunmehr unter den Umsatzerlösen ausgewiesen. Bei Anwendung des BilRUG im Vorjahr hätten sich 2015 Umsatzerlöse in Höhe von T€ 515.396 ergeben.; 5.66, 49 ;2016;DF World of Spices GmbH;Konzernabschluss ;PwC
Die Umsatzerlöse betreffen zu rd. 50 % den Geschäftsbereich LEH (Vorjahr 51 %), zu rd. 44 % den Geschäftsbereich Industrie (Vorjahr 43 %) und zu rd. 6 % den Bereich Foodservice (Vorjahr 6 %) und wurden zu 78 % (Vorjahr 79 %) im Euroraum erzielt.; 5.66, 48 ;2016;DF World of Spices GmbH;Konzernabschluss ;PwC
Die sonstigen betrieblichen Erträge enthalten Erträge aus der Auflösung von sonstigen Rückstellungen in Höhe von € 1,1 Mio. (Vorjahr € 0,1 Mio.), aus Versicherungserstattungen in Höhe von € 0,7 Mio. (Vorjahr € 0,3 Mio.) sowie Währungsgewinne in Höhe von € 3,8 Mio. (Vorjahr € 2,4 Mio.). Die Erträge von außergewöhnlicher Bedeutung bzw. Größenordnung (€ 16,7 Mio.) betreffen die Veräußerung von Grundvermögen in Brasilandia de Minas (€ 12,7 Mio.) sowie der Veräußerung des vormaligen Betriebsgrundstücks in den USA (€ 3,9 Mio.). Hinsichtlich der Effekte aus der BilRUG-Erstanwendung verweisen wir auf die Erläuterungen bei den Umsatzerlösen.; 5.69, 54, 55 ;2016;DF World of Spices GmbH;Konzernabschluss ;PwC
Im Vorjahr sind in den sonstigen betrieblichen Aufwendungen Kosten in Höhe von T€ 150 für die Werkskantine enthalten, die in 2016 aufgrund der BilRUG-Vorschriften zu den Umsatzerlösen im Materialaufwand ausgewiesen werden.; 5.80 ;2016;DF World of Spices GmbH;Konzernabschluss ;PwC
Die sonstigen betrieblichen Aufwendungen enthalten neben den üblichen Vertriebs-, Betriebs- und Verwaltungsaufwendungen auch Währungsverluste von € 2,1 Mio. (Vorjahr € 4,5 Mio.). Die Aufwendungen von außergewöhnlicher Bedeutung (T€ 7.509) betreffen ausschließlich Währungseffekte im Zusammenhang mit der Desinvestition bei der Fuchs Agro Brasil.; 5.80, 54, 55 ;2016;DF World of Spices GmbH;Konzernabschluss ;PwC
In den Zinsen und ähnlichen Aufwendungen sind Zinsaufwendungen aus der Aufzinsung von Pensionsverpflichtungen und sonstigen Rückstellungen in Höhe von € 0,1 Mio. (Vorjahr € 0,1 Mio.) enthalten.; 5.88, 53 ;2016;DF World of Spices GmbH;Konzernabschluss ;PwC
Die Steuern vom Einkommen und vom Ertrag belasten das Ergebnis nach Steuern mit € 13,5 Mio. (Vorjahr € 6,8 Mio.) und enthalten Aufwendungen aus der Veränderung bilanzierter latenter Steuern in Höhe von € 4,7 Mio. (Vorjahr € 0,6 Mio.).; 5.90, 56 ;2016;DF World of Spices GmbH;Konzernabschluss ;PwC
VI. Sonstige Angaben;;2016;DF World of Spices GmbH;Konzernabschluss ;PwC
1. Sonstige finanzielle Verpflichtungen; 62 ;2016;DF World of Spices GmbH;Konzernabschluss ;PwC
Aus der Abwicklung langfristiger Verträge bestanden zum Bilanzstichtag sonstige finanzielle Verpflichtungen in Höhe von € 3,8 Mio. (Vorjahr € 4,4 Mio.). Es handelt sich bei diesen durchweg um Verpflichtungen, denen im laufenden Geschäft mindestens gleichwertige Gegenleistungen gegenüberstehen, so dass es zu keinen isolierten Inanspruchnahmen kommt. Die genannten Sonstigen finanziellen Verpflichtungen bestehen nicht gegenüber verbundenen und gegenüber assoziierten Gesellschaften.; 62 ;2016;DF World of Spices GmbH;Konzernabschluss ;PwC
2 . Honorar des Abschlussprüfers; 65 ;2016;DF World of Spices GmbH;Konzernabschluss ;PwC
Prüfungs- und Beratungshonorare setzen sich wie folgt zusammen:; 65 ;2016;DF World of Spices GmbH;Konzernabschluss ;PwC
"2016
Mio €
Abschlussprüfung 0,4
Steuerberatung 0,2
  0,6
"; 65 ;2016;DF World of Spices GmbH;Konzernabschluss ;PwC
3 . Angaben zu den in den Konsolidierungskreis einbezogenen Gesellschaften;;2016;DF World of Spices GmbH;Konzernabschluss ;PwC
In den Konzernabschluss zum 31. Dezember 2016 sind gemäß § 290 Abs. 2 Nr. 1 und Nr. 4 HGB folgende Tochtergesellschaften einbezogen worden:; 68 ;2016;DF World of Spices GmbH;Konzernabschluss ;PwC
"Höhe der Beteiligungsquote 31.12.2016
%
Columbia Gewürze GmbH, Dissen a.T.W. 100,00
Escoffier GmbH, Dissen a.T.W. 100,00
Flora Gewürze GmbH, Dissen a.T.W. 100,00
Fuchs ...die feine Küche GmbH, Dissen a.T.W. 100,00
Fuchs Beteiligungsgesellschaft mbH, Dissen a.T.W. 100,00
Fuchs Eastern Europe GmbH, Dissen a.T.W. 100,00
Fuchs Foodservice GmbH, Dissen a.T.W. 100,00
Fuchs Gewürze GmbH, Dissen a.T.W. 100,00
Fuchs Gewürze Produktion GmbH, Dissen a.T.W. 100,00
Fuchs GmbH & Co. KG, Dissen a.T.W. 100,00
Fuchs Industrietechnik GmbH, Dissen a.T.W. 100,00
ESG Kräuter GmbH, Asbach-Bäumenheim 100,00
Ostmann Gewürze GmbH, Dissen a.T.W. 100,00
so schmeckt´s GmbH & Co. KG, Dissen a.T.W. 100,00
so-schmeckt´s Beteiligungsgesellschaft mbH, Dissen a.T.W. 100,00
Spirit of Spices GmbH, Dissen a.T.W. 100,00
TEUTO Markenvertrieb GmbH, Dissen a.T.W. 100,00
TEUTO Service GmbH, Dissen a.T.W. 100,00
TEUTO Versand GmbH, Dissen a.T.W. 100,00
Theodor Kattus GmbH, Dissen a.T.W. 100,00
UBENA Gewürzvertrieb GmbH, Dissen a.T.W. 100,00
Wagner Gewürze GmbH, Dissen a.T.W. 100,00
Weiand GmbH, Dissen a.T.W. 100,00
Wendland Spice & Food GmbH, Abtswind 100,00
Wichartz Gewürze GmbH, Dissen a.T.W. 100,00
Konsolidierungskreis Ausland:  
Epices Fuchs SARL, Monteux/Frankreich 100,00
Fitco Trading (Shanghai) Co. Ltd., Shanghai/China 100,00
Fuchs Agro Brasil Ltda., Brasilandia de Minas/Brasilien 99,06
Fuchs China Foodstuffs Co. Ltd., Jingzhi Town, Anqiu City/China 100,00
Fuchs Condimente RO SRL, Curtea de Arges/Rumänien 100,00
Fuchs Gewürze do Brasil Ltda., Itupeva/Brasilien 1 95,00
Fuchs Industrie SARL, Herrlisheim/Frankreich 100,00
Fuchs North America Inc., Baltimore/USA 100,00
TROPOC-Produtos Tropicais de Castanhal Ltda., Castanhal/Brasilien 1 95,00
Fuchs Lebensmittel GmbH, Wien/Österreich 100,00
UBENA Alimentari SRL, Mailand/Italien 100,00
1 Die übrigen Anteile werden von der Fuchs GmbH & Co. KG gehalten."; 68 ;2016;DF World of Spices GmbH;Konzernabschluss ;PwC
4 . Angaben zu Erleichterungsvorschriften;;2016;DF World of Spices GmbH;Konzernabschluss ;PwC
Für das Geschäftsjahr 2016 werden die Befreiungsvorschriften der §§ 264 Abs. 3 HGB und 264b HGB von folgenden Gesellschaften des Konzerns in Anspruch genommen:; 100, 101 ;2016;DF World of Spices GmbH;Konzernabschluss ;PwC
