; Annotierung (Angabe Nummer in Anahngscheckliste) ;Geschäftsjahr;Gesellschaft;Abschlussart;Prüfer
Bei der in 2009 vorgenommenen Erstkonsolidierung der in Vorjahren erworbenen Anteile an der inasys Gesellschaft für Informations- und Analyse-Systeme mbH ergab sich ein passivischer Unterschiedsbetrag aus der Kapitalkonsolidierung von 2.359 TEUR, der im Geschäftsjahr 2014 aufgrund der sich nachhaltig positiv entwickelnden Ertragslage der inasys Gesellschaft für Informations- und Analyse-Systeme mbH aufgelöst wurde.; 92 ;2016;Finanz Informatik GmbH & Co. KG;Konzernabschluss;WIBERA
Aus der Verschmelzung der SFIRM Gesellschaft für Software Development mbH auf die Star Finanz-Software Entwicklung und Vertriebs GmbH zum 01.01.2011 ergaben sich keine Auswirkungen. Der bei der Erstkonsolidierung der SFIRM Gesellschaft für Software Development mbH in 2010 entstandene Geschäfts- oder Firmenwert in Höhe von 916 TEUR wird unverändert über 15 Jahre linear abgeschrieben.; 14, 92 ;2016;Finanz Informatik GmbH & Co. KG;Konzernabschluss;WIBERA
• Schuldenkonsolidierung;;2016;Finanz Informatik GmbH & Co. KG;Konzernabschluss;WIBERA
Die Schuldenkonsolidierung erfolgte gemäß § 303 Abs. 1 HGB durch Eliminierung der Ausleihungen und Forderungen mit den Verbindlichkeiten zwischen den im Rahmen der Vollkonsolidierung in den Konzernabschluss einbezogenen Unternehmen.;;2016;Finanz Informatik GmbH & Co. KG;Konzernabschluss;WIBERA
• Zwischenergebniseliminierung;;2016;Finanz Informatik GmbH & Co. KG;Konzernabschluss;WIBERA
Eine Zwischenergebniseliminierung wurde aufgrund konzernintern verkaufter immaterieller Vermögensgegenstände durchgeführt. Dabei wurde ein Konzernzwischenergebnis von 2.720 TEUR eliminiert. Die darauf entfallenden latenten Steuern betragen 405 TEUR.;;2016;Finanz Informatik GmbH & Co. KG;Konzernabschluss;WIBERA
• Aufwands- und Ertragskonsolidierung;;2016;Finanz Informatik GmbH & Co. KG;Konzernabschluss;WIBERA
"Die Aufwands- und Ertragskonsolidierung wurde gemäß § 305 HGB durch Verrechnung der Umsatzerlöse und der sonstigen betrieblichen Erträge mit den auf sie entfallenden Materialaufwendungen, Aufwendungen
für bezogene Leistungen und sonstigen betrieblichen Aufwendungen zwischen den in den Konzernabschluss einbezogenen Unternehmen vorgenommen.";;2016;Finanz Informatik GmbH & Co. KG;Konzernabschluss;WIBERA
Bilanzierungs- und Bewertungsmethoden;;2016;Finanz Informatik GmbH & Co. KG;Konzernabschluss;WIBERA
Die Jahresabschlüsse der in den Konzernabschluss einbezogenen Unternehmen sind einheitlich nach den bei der Finanz Informatik GmbH & Co. KG angewandten Bilanzierungs- und Bewertungsmethoden aufgestellt.; 9.0 ;2016;Finanz Informatik GmbH & Co. KG;Konzernabschluss;WIBERA
Entgeltlich erworbene immaterielle Vermögensgegenstände, die fast ausschließlich Software betreffen, sind zu Anschaffungskosten erfasst und werden linear entsprechend ihrer voraussichtlichen Nutzungsdauer abgeschrieben.; 9.4 ;2016;Finanz Informatik GmbH & Co. KG;Konzernabschluss;WIBERA
Sachanlagen werden mit den Anschaffungskosten abzüglich planmäßiger, linear ermittelter Abschreibungen bewertet. Den planmäßigen Abschreibungen liegen grundsätzlich die betriebsgewöhnlichen Nutzungsdauern - gegebenenfalls unter Berücksichtigung der mehrschichtigen Nutzung - zugrunde.; 9.7 ;2016;Finanz Informatik GmbH & Co. KG;Konzernabschluss;WIBERA
Abnutzbare bewegliche Wirtschaftsgüter des Anlagevermögens mit Anschaffungskosten von 150,01 EUR bis 410,00 EUR werden im Zugangsjahr voll abgeschrieben.; 9.7 ;2016;Finanz Informatik GmbH & Co. KG;Konzernabschluss;WIBERA
Die Finanzanlagen werden grundsätzlich mit ihren Anschaffungskosten angesetzt, soweit erforderlich, wurden diese mit dem niedrigeren beizulegenden Wert bilanziert. Unverzinsliche Ausleihungen werden mit ihrem Barwert ausgewiesen.; 9.12 ;2016;Finanz Informatik GmbH & Co. KG;Konzernabschluss;WIBERA
Die Vorräte werden zu durchschnittlichen Anschaffungskosten bzw. zu Herstellungskosten unter Beachtung des Niederstwertprinzips bewertet.; 9.20 ;2016;Finanz Informatik GmbH & Co. KG;Konzernabschluss;WIBERA
Die Bewertung der unfertigen Leistungen erfolgte zu den angefallenen Herstellungskosten. Die angesetzten Herstellungskosten enthalten die Fertigungs- und Materialeinzelkosten, die Sonderkosten der Fertigung, ferner angemessene Teile der Material-, Fertigungs- und Verwaltungsgemeinkosten sowie die Kosten des Werteverzehrs des Anlagevermögens, soweit diese durch die Fertigung veranlasst ist.; 9.22 ;2016;Finanz Informatik GmbH & Co. KG;Konzernabschluss;WIBERA
Die übrigen Forderungen und sonstigen Vermögensgegenstände sind zum Nennwert abzüglich individueller Abschläge für erkennbare Einzelrisiken bewertet.; 9.25 ;2016;Finanz Informatik GmbH & Co. KG;Konzernabschluss;WIBERA
Die Wertpapiere des Umlaufvermögens werden zu Anschaffungskosten oder zum niedrigeren beizulegenden Kurswert angesetzt.; 9.30 ;2016;Finanz Informatik GmbH & Co. KG;Konzernabschluss;WIBERA
Die flüssigen Mittel sind zum Nennwert bewertet.; 9.33 ;2016;Finanz Informatik GmbH & Co. KG;Konzernabschluss;WIBERA
Das Eigenkapital ist zum Nennwert bilanziert.; 9.37 ;2016;Finanz Informatik GmbH & Co. KG;Konzernabschluss;WIBERA
"Die Rückstellungen für Pensionen und ähnliche Verpflichtungen sind auf der Grundlage versicherungsmathematischer Berechnungen (Richttafeln Dr. Heubeck, 2005 G) unter Anwendung des Anwartschaftsbarwertverfahrens bei einem Rechnungszinssatz von 4,01 % (i. Vj. 3,89 %) sowie unter Berücksichtigung einer Gehaltsdynamik von 2,0 % (i. Vj. 2,0 %), einer jährlichen Rentensteigerung von 1,5 % (i. Vj. 1,5 %) sowie einer Fluktuationsquote von 4,5 % (i. Vj. 4,5 %) angesetzt. Die Rückstellungen sind gemäß § 253 Abs. 2 Satz 1 HGB n.F. ab dem Geschäftsjahr 2016 mit dem durchschnittlichen Marktzinssatz der letzten zehn Geschäftsjahre abzuzinsen. Nach § 253 Abs. 2 Satz 1 HGB a.F. waren Rückstellungen einheitlich mit dem durchschnittlichen Marktzinssatz der letzten sieben Geschäftsjahre abzuzinsen. Aus dieser Bewertungsänderung ergibt sich ein Unterschiedsbetrag von 11.330 TEUR. Der Unterschiedsbetrag unterliegt der Ausschüttungssperre. Da die freien Rücklagen der Konzernunternehmen diesen Wert übersteigen,
ergeben sich im Falle einer etwaigen Ausschüttung keine Auswirkungen."; 9.48, 35, 36 ;2016;Finanz Informatik GmbH & Co. KG;Konzernabschluss;WIBERA
Die Steuerrückstellungen und die sonstigen Rückstellungen sind nach den Grundsätzen vernünftiger kaufmännischer Beurteilung zum Erfüllungsbetrag passiviert.; 9.49 ;2016;Finanz Informatik GmbH & Co. KG;Konzernabschluss;WIBERA
"Die Rückstellungen für Altersteilzeitverpflichtungen basieren auf versicherungsmathematischen Grundsätzen auf der Grundlage der Richttafeln von Dr. Heubeck 2005 G; der Zinsfuß beträgt 3,24 % (i. Vj. 3,89 %) unter Berücksichtigung einer jährlichen Gehaltsdynamik von 2,0 % (i.Vj. 2,0 %). Zurückgestellt wurden ausschließlich Verpflichtungen aus abgeschlossenen Altersteilzeitverträgen. Die Verbindlichkeiten sind mit ihrem Erfüllungsbetrag passiviert."; 9.50 ;2016;Finanz Informatik GmbH & Co. KG;Konzernabschluss;WIBERA
Erläuterungen zur Bilanz;;2016;Finanz Informatik GmbH & Co. KG;Konzernabschluss;WIBERA
( 1 ) Anlagevermögen; 5.1 ;2016;Finanz Informatik GmbH & Co. KG;Konzernabschluss;WIBERA
Die Entwicklung der einzelnen Positionen des Anlagevermögens ergibt sich aus dem als Anlage beigefügten Anlagespiegel, wobei sich die unter den Finanzanlagen ausgewiesenen Anteile an verbundenen Unternehmen und Beteiligungen des Konzerns im Einzelnen wie folgt darstellen:; 5.1 ;2016;Finanz Informatik GmbH & Co. KG;Konzernabschluss;WIBERA
"Eigenkapital.
TEUR
Ergebnis 2016.
TEUR
A. Anteile an verbundenen Unternehmen
1) ATRAS Beteiligungs GmbH & Co. Vermietungs-KG, Pöcking(1) 94,0% 203 64
2) Finanz Informatik Technologie Service Beteiligungsgesellschaft mbH, München/Haar 100,0% 39 0
3) GARON Beteiligungs GmbH & Co. Vermietungs-KG, Pöcking(1) 94,5% 24 44
4) GUB Beteiligungs-GmbH & Co. Vermietungs-KG, Pöcking(1) 94,0% 6.457 0
5) S-Commerce Geschäftsführungs-GmbH, Frankfurt(1) 100,0% 18 0
B. Beteiligungen
1) ANTEPA Beteiligungs GmbH, Pöcking(1) (3) 0,0% 143 8
2) EUFISERV Payments SCRL, Brüssel(1) 1,38% 178 46
3) Giropay GmbH, Frankfurt am Main(2) 33,33% -1.017 13
4) KULOS Beteiligungs GmbH & Co. Vermietungs-KG, Pöcking(1) (2) 94,5% -1.367 236
5) LUXAL Beteiligungs GmbH & Co. Vermietungs-KG, Pöcking(1) 94,5% 39 -3
6) SIZ-Informatik-Zentrum der Sparkassenorganisation GmbH, Bonn(1) 5,0% 4.586 188
7) Hans-Bernhard Rehnke GmbH & Co. KG, Weseler Rechenzentrum, Wesel 26,0% 260 2.076
8) WRZ Geschäftsführungs- und Verwaltungsgesellschaft mbH, Wesel 26,0% 32 1
(1) Ergebnis des Geschäftsjahres 2015
(2) Eine insolvenzrechtliche Überschuldung der Gesellschaft liegt nicht vor.
(3) Es handelt es sich um eine stille Beteiligung, Ergebnisbeteiligung 95,523 %."; 5.13, 5.15, 71 ;2016;Finanz Informatik GmbH & Co. KG;Konzernabschluss;WIBERA
( 2 ) Vorräte; 5.20 ;2016;Finanz Informatik GmbH & Co. KG;Konzernabschluss;WIBERA
"31.12.2016.
EUR
31.12.2015.
EUR
Roh-, Hilfs- und Betriebsstoffe 65.826,21 120.390,51
Unfertige Leistungen 118.020.810,77 73.971.423,87
Fertige Erzeugnisse und Waren 53.560,23 129.503,77
Handelswaren 1.344.218,25 268.064,76
Geleistete Anzahlungen 44.300,00 0,00"; 5.21, 5.22, 5.23, 5.24 ;2016;Finanz Informatik GmbH & Co. KG;Konzernabschluss;WIBERA
"31.12.2016.
EUR
31.12.2015.
EUR
Gesamt 119.528.715,46 74.489.382,91"; 5.21, 5.22, 5.23, 5.24 ;2016;Finanz Informatik GmbH & Co. KG;Konzernabschluss;WIBERA
( 3 ) Forderungen und sonstige Vermögensgegenstände; 5.25 ;2016;Finanz Informatik GmbH & Co. KG;Konzernabschluss;WIBERA
"mit einer Restlaufzeit1) Gesamt Gesamt
bis 1 Jahr.
TEUR
über 1 Jahr.
TEUR
31.12.2016.
EUR
31.12.2015.
EUR
Forderungen aus Lieferungen und Leistungen 121.985 - 121.985.427,18 123.020.245,20
(123.020) ( - )
davon gegenüber Gesellschaftern ( 10.841.339,22 ) ( 7.663.310,29 )
Forderungen gegen verbundene Unternehmen 2 - 1.791,96 3.880,94
(4) ( - )
davon Forderungen aus Lieferungen und Leistungen ( 1.791,96 ) ( 0,00 )
Forderungen gegen Unternehmen, mit denen ein Beteiligungsverhältnis
besteht
625 - 624.839,54 1.302.488,69
(1.302) ( - )
davon Forderungen aus Lieferungen und Leistungen ( 7.929,20 ) ( 771.089,03 )
Sonstige Vermögensgegenstände 51.067 122 51.189.416,59 39.780.155,11
(39.659) (121)
davon gegenüber Gesellschaftern ( 111.000,00 ) ( 111.000,00 )
Gesamt 173.679 122 173.801.475,27 164.106.769,94
(163.986) (121)
1) Vorjahresbetrag in Klammern"; 5.25, 7, 19 ;2016;Finanz Informatik GmbH & Co. KG;Konzernabschluss;WIBERA
"Von den Forderungen gegen Unternehmen, mit denen ein Beteiligungsverhältnis besteht, betreffen 540 TEUR Gewinnausschüttungen für das Geschäftsjahr 2016, die rechtlich erst nach dem Bilanzstichtag
entstehen. Weitere 77 TEUR betreffen sonstige Vermögensgegenstände."; 5.27, 20 ;2016;Finanz Informatik GmbH & Co. KG;Konzernabschluss;WIBERA
Die sonstigen Vermögensgegenstände enthalten mit 27.157 TEUR Erstattungsansprüche gegenüber dem Finanzamt, von denen 20.549 TEUR rechtlich erst nach dem Bilanzstichtag entstehen.; 5.29, 20 ;2016;Finanz Informatik GmbH & Co. KG;Konzernabschluss;WIBERA
( 4 ) Wertpapiere; 5.30 ;2016;Finanz Informatik GmbH & Co. KG;Konzernabschluss;WIBERA
Bezüglich der Wertpapiere des Umlaufvermögens wurden Abschreibungen auf den sich aus einem Börsen- oder Marktpreis ergebenden niedrigeren Wert vorgenommen.; 5.30 ;2016;Finanz Informatik GmbH & Co. KG;Konzernabschluss;WIBERA
( 5 ) Liquide Mittel; 5.33 ;2016;Finanz Informatik GmbH & Co. KG;Konzernabschluss;WIBERA
"Hier sind Guthaben bei Kreditinstituten (77.776 TEUR; i. Vj. 56.002 TEUR) und Kassenbestände (55 TEUR; i. Vj. 46 TEUR) erfasst."; 5.33 ;2016;Finanz Informatik GmbH & Co. KG;Konzernabschluss;WIBERA
( 6 ) Aktive latente Steuern; 5.35 ;2016;Finanz Informatik GmbH & Co. KG;Konzernabschluss;WIBERA
Aktive latente Steuern ergaben sich per Saldo im Wesentlichen aus der Eliminierung von konzerninternen Beschaffungen immaterieller Vermögensgegenstände im Rahmen der Konsolidierung.; 5.35, 25 ;2016;Finanz Informatik GmbH & Co. KG;Konzernabschluss;WIBERA
( 7 ) Eigenkapital; 5.37 ;2016;Finanz Informatik GmbH & Co. KG;Konzernabschluss;WIBERA
Von den Kapitalanteilen der Kommanditisten entfallen 15.152 TEUR auf die Hafteinlagen.; 5.38 ;2016;Finanz Informatik GmbH & Co. KG;Konzernabschluss;WIBERA
Aufgrund des Jahresüberschusses von 57.716 TEUR (i. Vj. 63.148 TEUR) ergibt sich zum 31.12.2016 ein Eigenkapital von 72.224 TEUR.; 5.37 ;2016;Finanz Informatik GmbH & Co. KG;Konzernabschluss;WIBERA
Die Anteile anderer Gesellschafter haben sich von 35 TEUR auf 42 TEUR erhöht.; 5.37 ;2016;Finanz Informatik GmbH & Co. KG;Konzernabschluss;WIBERA
( 8 ) Rückstellungen; 5.47 ;2016;Finanz Informatik GmbH & Co. KG;Konzernabschluss;WIBERA
"31.12.2016.
EUR
31.12.2015.
EUR
Rückstellungen für Pensionen und ähnliche Verpflichtungen 66.835.598,20 105.684.550,66
Steuerrückstellungen 10.927.507,17 8.867.329,87
Sonstige Rückstellungen 190.182.786,29 209.655.626,18
Gesamt 267.945.891,66 324.207.506,71"; 5.48, 5.49, 5.50 ;2016;Finanz Informatik GmbH & Co. KG;Konzernabschluss;WIBERA
Die Rückstellungen decken nach vernünftiger kaufmännischer Beurteilung alle erkennbaren Risiken und ungewissen Verbindlichkeiten.; 5.47 ;2016;Finanz Informatik GmbH & Co. KG;Konzernabschluss;WIBERA
"Die Steuerrückstellungen betreffen im Wesentlichen Gewerbesteuer (10.313 TEUR; i. Vj. 8.523 TEUR) sowie Körperschaftssteuer (613 TEUR; 322 TEUR)."; 5.49 ;2016;Finanz Informatik GmbH & Co. KG;Konzernabschluss;WIBERA
"Die sonstigen Rückstellungen betreffen in erster Linie Altersteilzeitleistungen (47.357 TEUR; i.Vj. 65.108 TEUR), ausstehende Rechnungen (14.014 TEUR; i.Vj. 18.043 TEUR) und sonstige Personalkosten (91.249 TEUR; i.Vj. 89.181 TEUR)."; 5.50 ;2016;Finanz Informatik GmbH & Co. KG;Konzernabschluss;WIBERA
( 9 ) Verbindlichkeiten; 5.51 ;2016;Finanz Informatik GmbH & Co. KG;Konzernabschluss;WIBERA
"mit einer Restlaufzeit1) Gesamt Gesamt
bis 1 Jahr.
TEUR
über 1 Jahr.
TEUR
davon über 5 Jahre.
TEUR
31.12.2016.
EUR
31.12.2015.
EUR
Verbindlichkeiten gegenüber Kreditinstituten
198.319 154.260 67.060 352.578.594,11 271.264.711,50
(124.215) (147.050) (67.261)
davon durch Grundpfandrechte gesichert
(0,00) (0,00)
erhaltene Anzahlungen auf Bestellungen
135.542 - - 135.542.472,34 76.580.353,17
(53.066) (23.514) (-)
davon gegenüber Gesellschaftern (0,00) (272.000,00)
Verbindlichkeiten aus Lieferungen
und Leistungen
167.103 73 - 167.175.832,42 161.802.169,29
(161.478) (324) (-)
davon gegenüber Gesellschaftern (483.006,77) (325.374,01)
Verbindlichkeiten gegenüber verbundenen
Unternehmen
799 - - 798.612,47 961.464,36
(961) (-) (-)
davon Verbindlichkeiten aus Lieferungen
und Leistungen
(5.183,64) (6.084,38)
Verbindlichkeiten gegenüber Unternehmen,
mit denen ein Beteiligungsverhältnis
besteht
544 - - 543.735,33 598.215,60
(598) (-) (-)
davon Verbindlichkeiten aus Lieferungen
und Leistungen
(543.735,33) (598.215,60)
Sonstige Verbindlichkeiten 8.338 26.263 26.263 34.601.059,82 37.766.297,59
(11.385) (26.381) (26.381)
davon
- aus Steuern (4.340.755,42) (6.895.653,52)
- im Rahmen der sozialen Sicherheit (377.367,88) (221.634,23)
- gegenüber Gesellschaftern (24.005.506,53) (25.246.056,42)"; 5.51, 7, 19, 43 ;2016;Finanz Informatik GmbH & Co. KG;Konzernabschluss;WIBERA
"mit einer Restlaufzeit1) Gesamt Gesamt
bis 1 Jahr.
TEUR
über 1 Jahr.
TEUR
davon über 5 Jahre.
TEUR
31.12.2016.
EUR
31.12.2015.
EUR
Gesamt 510.644 180.596 93.323 691.240.306,49 548.973.211,51
(351.704) (197.269) (93.642)
1) Vorjahresbetrag in Klammern"; 5.51, 42 ;2016;Finanz Informatik GmbH & Co. KG;Konzernabschluss;WIBERA
Von den Verbindlichkeiten gegenüber verbundenen Unternehmen betreffen 793 TEUR sonstige Verbindlichkeiten.; 5.58 ;2016;Finanz Informatik GmbH & Co. KG;Konzernabschluss;WIBERA
( 10 ) Passive latente Steuern; 5.64 ;2016;Finanz Informatik GmbH & Co. KG;Konzernabschluss;WIBERA
Passive latente Steuern ergaben sich im Vorjahr im Wesentlichen aus der im Geschäftsjahr 2010 vorgenommenen Erstkonsolidierung der Star Finanz-Software Entwicklung und Vertriebs GmbH, bei der eine Neubewertung von immateriellen Vermögensgegenständen vorgenommen wurde. Im Geschäftsjahr 2016 wurden diese passiven Steuerlatenzen weiter planmäßig aufgelöst, woraus per Saldo ein Aktivüberhang bei den latenten Steuern resultierte.; 5.64, 25 ;2016;Finanz Informatik GmbH & Co. KG;Konzernabschluss;WIBERA
Erläuterungen zur Gewinn- und Verlustrechnung;;2016;Finanz Informatik GmbH & Co. KG;Konzernabschluss;WIBERA
( 11 ) Umsatzerlöse; 5.66 ;2016;Finanz Informatik GmbH & Co. KG;Konzernabschluss;WIBERA
Der Finanz Informatik Konzern erzielt seine Erlöse aus IT-Dienstleistungen für die Sparkassen-Finanzgruppe. Zu seinen Kunden gehören zum 31.12.2016 403 Sparkassen, 8 Landesbanken und die DekaBank, 8 Landesbausparkassen sowie weitere Unternehmen der Sparkassen-Finanzgruppe und der Finanzdienstleistungsbranche.; 5.66 ;2016;Finanz Informatik GmbH & Co. KG;Konzernabschluss;WIBERA
Die Umsatzerlöse von insgesamt 1.793.622 TEUR gliedern sich nach Marktsegmenten wie folgt:; 5.66, 48 ;2016;Finanz Informatik GmbH & Co. KG;Konzernabschluss;WIBERA
"2016.
TEUR
2015.
TEUR
Erlöse Sparkassen 1.012.410 984.598
Erlöse Telekomm.-technik/Endgeräteservices 32.240 17.594
Erlöse Landesbanken 348.538 335.597
Erlöse übrige S-Finanzgruppe 189.354 162.796
Erlöse mit Dritten 46.385 45.464
Erlöse Handelswaren/Durchlfd. Posten 150.011 146.009
Sonstige Erlöse 14.684 5.066
Gesamt 1.793.622 1.697.124"; 5.66, 48 ;2016;Finanz Informatik GmbH & Co. KG;Konzernabschluss;WIBERA
( 12 ) Erhöhung des Bestandes an unfertigen Leistungen; 5.67 ;2016;Finanz Informatik GmbH & Co. KG;Konzernabschluss;WIBERA
Die Bestandsveränderungen an unfertigen Leistungen von insgesamt 66.534 TEUR setzen sich nach Marktsegmenten wie folgt zusammen:; 5.67 ;2016;Finanz Informatik GmbH & Co. KG;Konzernabschluss;WIBERA
"2016.
TEUR
2015.
TEUR
Bestandsveränderung Sparkassen 1.255 181
Bestandsveränderung Landesbanken 36.175 25.454
Bestandsveränderung übrige S-Finanzgruppe 19.579 21.240
Bestandsveränderung Dritte 9.525 1.578
Gesamt 66.534 48.453"; 5.67 ;2016;Finanz Informatik GmbH & Co. KG;Konzernabschluss;WIBERA
( 13 ) Sonstige betriebliche Erträge; 5.69 ;2016;Finanz Informatik GmbH & Co. KG;Konzernabschluss;WIBERA
"Die sonstigen betrieblichen Erträge (19.417 TEUR; i.Vj. 27.971 TEUR) betreffen im Wesentlichen periodenfremde Erträge (15.921 TEUR, i. Vj. 11.053 TEUR). Darin sind Erträge aus der Auflösung von Rückstellungen (14.525 TEUR; i.Vj. 8.393 TEUR) enthalten."; 5.69, 52 ;2016;Finanz Informatik GmbH & Co. KG;Konzernabschluss;WIBERA
In den sonstigen betrieblichen Erträgen sind 0 TEUR (i.Vj. 2.264 TEUR) außerordentliche Erträge enthalten. Im Vorjahr betrafen diese Erträge ausschließlich die Teilauflösung einer Rückstellung für ein Leasingobjekt.; 5.69, 55 ;2016;Finanz Informatik GmbH & Co. KG;Konzernabschluss;WIBERA
( 14 ) Materialaufwand; 5.70 ;2016;Finanz Informatik GmbH & Co. KG;Konzernabschluss;WIBERA
"2016.
EUR
2015.
EUR
Aufwendungen
- für Roh-, Hills- und Betriebstoffe und für bezogene Waren 144.958.482,63 143.793.728,98
- für bezogene Leistungen 751.801.101,95 688.632.909,75
Gesamt 896.759.584,58 832.426.638,73"; 5.71, 5.72 ;2016;Finanz Informatik GmbH & Co. KG;Konzernabschluss;WIBERA
( 15 ) Personalaufwand; 5.73 ;2016;Finanz Informatik GmbH & Co. KG;Konzernabschluss;WIBERA
"2016.
EUR
2015.
EUR
Gehälter 426.026.266,84 409.906.390,26"; 5.73, 60 ;2016;Finanz Informatik GmbH & Co. KG;Konzernabschluss;WIBERA
"2016.
EUR
2015.
EUR
Soziale Abgaben und Aufwendungen für Altersversorgung und für Unterstützung 99.610.075,28 113.485.185,71
- davon für Altersversorgung ( 32.048.371,59 ) ( 50.890.405,70 )
Gesamt 525.636.342,12 523.391.575,97"; 5.73, 60 ;2016;Finanz Informatik GmbH & Co. KG;Konzernabschluss;WIBERA
