Anhang; Annotierung (Angabe Nummer in Anahngscheckliste) ;Geschäftsjahr;Gesellschaft;Abschlussart;Prüfer
Zugänge zu Sachanlagen werden zu Anschaffungskosten aktiviert. Die Anschaffungskosten umfassen auch Nebenkosten und nachträgliche Anschaffungskosten. Anschaffungspreisminderungen werden abgesetzt. Der Umfang der Anschaffungskosten entspricht § 255 Abs. 1 HGB. Erhaltene Investitionszuschüsse auf Sachanlagen werden als Minderung der Anschaffungskosten angesetzt bzw. als Sonderposten in der Konzernbilanz ausgewiesen.; 9.7 ;2016;"heristo holding gmbh
";Konzernabschluss;PwC
Abgänge von immateriellen Vermögensgegenständen und Sachanlagen werden zu Anschaffungskosten und aufgelaufenen Abschreibungen zum Zeitpunkt ihres Ausscheidens ausgebucht.; 9.2, 9.7 ;2016;"heristo holding gmbh
";Konzernabschluss;PwC
Für die vor dem 1. Januar 2008 zugegangenen beweglichen Gegenstände des Sachanlagevermögens wurde bis zum Geschäftsjahr 2009 die degressive Abschreibungsmethode angewandt. Mit Inkrafttreten des BilMoG ist die umgekehrte Maßgeblichkeit der Steuerbilanz für die Handelsbilanz zwar entfallen, es wurde von dem Wahlrecht des Art. 67 Abs. 4 EGHGB zur Fortführung der bisherigen Wertansätze unter Anwendung der für sie bis zum Inkrafttreten des BilMoG geltenden Vorschriften Gebrauch gemacht.; 9.7 ;2016;"heristo holding gmbh
";Konzernabschluss;PwC
Geringwertige Wirtschaftsgüter mit einem Wert zwischen € 150 und € 410 werden im Zugangsjahr voll abgeschrieben.; 9.7 ;2016;"heristo holding gmbh
";Konzernabschluss;PwC
Die Finanzanlagen werden zu Anschaffungskosten ausgewiesen, sofern keine außerplanmäßigen Abschreibungen wegen voraussichtlich dauernder Wertminderung auf den beizulegenden Wert erforderlich sind.; 9.12 ;2016;"heristo holding gmbh
";Konzernabschluss;PwC
Unter den Anteilen an verbundenen Unternehmen werden Beteiligungen an Unternehmen ausgewiesen, die jeweils für die Vermittlung eines den tatsächlichen Verhältnissen entsprechenden Bildes der Vermögens-, Finanz- und Ertragslage des Konzerns von untergeordneter Bedeutung sind und daher nicht in den Konzernabschluss einbezogen werden.; 9.13 ;2016;"heristo holding gmbh
";Konzernabschluss;PwC
Die Bewertung der Gegenstände des Vorratsvermögens erfolgt handelsrechtlich grundsätzlich zu Anschaffungs- bzw. Herstellungskosten unter Beachtung des strengen Niederstwertprinzips. Die Herstellungskosten umfassen neben den Material- und Fertigungseinzelkosten auch produktionsbezogene Gemeinkosten sowie angemessene Teile der Kosten der allgemeinen Verwaltung.; 9.20 ;2016;"heristo holding gmbh
";Konzernabschluss;PwC
Den erkennbaren Risiken der Vorratshaltung wird durch verlustfreie Bewertung Rechnung getragen.; 9.20 ;2016;"heristo holding gmbh
";Konzernabschluss;PwC
Die Forderungen aus Lieferungen und Leistungen sind zum Nennwert, abzüglich besonders ermittelter Einzel- und Pauschalwertberichtigungen zur Abdeckung erkennbarer und latenter Risiken, bewertet.; 9.25 ;2016;"heristo holding gmbh
";Konzernabschluss;PwC
Fremdwährungsforderungen werden mit dem Devisenkassamittelkurs am Bilanzstichtag bewertet. Soweit Fremdwährungsforderungen durch Devisentermingeschäfte deckungsgleich abgesichert sind, werden diese zum Devisenterminkurs bewertet.; 9.25 ;2016;"heristo holding gmbh
";Konzernabschluss;PwC
Die übrigen Forderungen und sonstigen Vermögensgegenstände wurden zum Nennwert bewertet. Das Körperschaftsteuerguthaben gemäß § 37 Abs. 4 bis 7 KStG wird mit einem fristadäquaten und risikofreien Zinssatz diskontierten Barwert unter den sonstigen Vermögensgegenständen ausgewiesen.; 9.25 ;2016;"heristo holding gmbh
";Konzernabschluss;PwC
Die Bewertung der Kassenbestände und Guthaben bei Kreditinstituten erfolgt zum Nennwert.; 9.33 ;2016;"heristo holding gmbh
";Konzernabschluss;PwC
Das Eigenkapital ist zum Nennwert angesetzt.; 9.37 ;2016;"heristo holding gmbh
";Konzernabschluss;PwC
Der Sonderposten betrifft Investitionszuschüsse, die über die Restlaufzeiten anteilig aufgelöst werden.; 9.95 ;2016;"heristo holding gmbh
";Konzernabschluss;PwC
"Die Pensionsrückstellungen werden nach der Anwartschaftsbarwertmethode (Projected Unit Credit Method/ PuC-Methode) unter Berücksichtigung künftiger Entwicklungen sowie der Anwendung des pauschalen durchschnittlichen Marktzinssatzes der Deutschen Bundesbank für Restlaufzeiten von 15 Jahren (Vereinfachungsregel) bewertet. Der angewendete Zinssatz beträgt zum Bilanzstichtag 4,01 % (im Vorjahr 4,0 %). Es wurden ein Gehaltstrend von bis zu 2,0 %, ein Beitragsbemessungstrend von bis zu 2,0 % und eine Fluktuationswahrscheinlichkeit von bis zu 5,0 % berücksichtigt.

"; 9.48, 35 ;2016;"heristo holding gmbh
";Konzernabschluss;PwC
Bei der Bewertung der Pensionsverpflichtungen finden die Richttafeln 2005G von Prof. Klaus Heubeck Anwendung. Des Weiteren wurde eine erwartete Rentenentwicklung von 2,0 % berücksichtigt.; 9.48, 35 ;2016;"heristo holding gmbh
";Konzernabschluss;PwC
Die nach den neuen Vorschriften des BilRuG ermittelten Pensionsrückstellungen belaufen sich zum 31. Dezember 2016 auf T€ 16.094. Der ermittelte Unterschiedsbetrag zwischen den Rückstellungen nach altem (siebenjähriger Durchschnittszins) und neuem Recht (zehnjähriger Durchschnittsszins) beträgt zum Bilanzstichtag T€ 1.206.; 9.48, 36 ;2016;"heristo holding gmbh
";Konzernabschluss;PwC
Die Steuerrückstellungen werden in Höhe des Betrages angesetzt, der nach vernünftiger kaufmännischer Beurteilung notwendig ist.; 9.49 ;2016;"heristo holding gmbh
";Konzernabschluss;PwC
Die sonstigen Rückstellungen berücksichtigen alle erkennbaren Risiken und ungewissen Verpflichtungen. Sie werden in Höhe des nach vernünftiger kaufmännischer Beurteilung notwendigen Erfüllungsbetrages angesetzt. Künftige Preis- und Kostensteigerungen werden bei der Ermittlung der Rückstellungen berücksichtigt.; 9.50 ;2016;"heristo holding gmbh
";Konzernabschluss;PwC
Für die Bewertung der Jubiläumsrückstellung wurde eine durchschnittliche Restlaufzeit von 15 Jahren zugrunde gelegt und mit dem pauschalen Marktzinssatz der Deutschen Bundesbank in Höhe von 3,23 % bewertet. Es wurden ein Gehaltstrend von bis zu 2,0 %, ein Beitragsbemessungstrend von bis zu 2,0 % und eine Fluktuationswahrscheinlichkeit von 4,5 % berücksichtigt.; 9.50 ;2016;"heristo holding gmbh
";Konzernabschluss;PwC
Übrige Rückstellungen mit einer Laufzeit von mehr als einem Jahr werden mit dem ihrer Restlaufzeit entsprechenden durchschnittlichen Marktzinssatz der vergangenen sieben Geschäftsjahre abgezinst. Der anzuwendende Zinssatz wird von der Deutschen Bundesbank bekanntgegeben.; 9.50 ;2016;"heristo holding gmbh
";Konzernabschluss;PwC
Die Verbindlichkeiten sind grundsätzlich mit ihrem Erfüllungsbetrag angesetzt.; 9.51 ;2016;"heristo holding gmbh
";Konzernabschluss;PwC
Fremdwährungsverbindlichkeiten werden mit dem historischen Umrechnungskurs oder dem Devisenkassamittelkurs am Bilanzstichtag bewertet. Soweit Fremdwährungsverbindlichkeiten durch Devisentermingeschäfte deckungsgleich abgesichert sind, werden diese zum Devisenterminkurs bewertet.; 9.51 ;2016;"heristo holding gmbh
";Konzernabschluss;PwC
Zum Ausgleich gegenläufiger Wertänderungen oder Zahlungsströme aus Wechselkursrisiken wurden Vermögensgegenstände, Schulden, schwebende Geschäfte und mit hoher Wahrscheinlichkeit erwartete Transaktionen mit derivativen Finanzinstrumenten zusammengefasst (Bewertungseinheit). Zur Absicherung von Grundgeschäften werden derivative Finanzinstrumente regelmäßig bei bestehenden Forderungen oder Verbindlichkeiten in Fremdwährungen bzw. geplanten Transaktionen in Fremdwährung eingesetzt. Sofern die gesetzlichen Voraussetzungen vorliegen, werden Bewertungseinheiten i.S.d. § 254 HGB gebildet. Zur bilanziellen Abbildung der wirksamen Teile der gebildeten Bewertungseinheiten wird die sog. Einfrierungsmethode (kompensatorische Bewertung) angewendet. Die Effektivität der Sicherungsbeziehungen wird zu jedem Bilanzstichtag prospektiv festgestellt.; 31, 32 ;2016;"heristo holding gmbh
";Konzernabschluss;PwC
In den einbezogenen Einzelabschlüssen wurden passive latente Steuern aufgrund eines nur steuerlich zulässigen Ansatzes mit aktiven latenten Steuern auf die handels- und steuerlich voneinander abweichenden Wertansätze verrechnet. Über den Saldierungsbereich hinausgehende aktive Steuerlatenzen werden in Ausübung des Wahlrechts des § 274 Abs. 1 S. 2 HGB nicht aktiviert.; 9.35, 9.64, 25 ;2016;"heristo holding gmbh
";Konzernabschluss;PwC
Im Konzernabschluss wurden aktive und passive latente Steuern auf Konsolidierungsmaßnahmen sowie HB II-Anpassungen gebildet. Zur Ermittlung der latenten Steuern ist ein Steuersatz in Höhe von 31,5 % herangezogen worden.; 9.35, 9.64, 25 ;2016;"heristo holding gmbh
";Konzernabschluss;PwC
Gemäß § 308a HGB werden im Konzernabschluss die Aktiv- und Passivposten einer auf fremden Währung lautenden Bilanz zum Devisenkassamittelkurs am Abschlussstichtag und die auf fremde Währung lautenden GuV-Posten mit dem Durchschnittskurs in Euro (funktionale Währung der heristo holding gmbh) umgerechnet. Das Eigenkapital wird mit den historischen Kursen umgerechnet. Sich aus der Währungsumrechnung ergebende Währungsdifferenzen werden erfolgsneutral innerhalb des Konzerneigenkapitals nach den Rücklagen unter dem Posten „Eigenkapitaldifferenz aus Währungsumrechnung“ ausgewiesen.; 9.0 ;2016;"heristo holding gmbh
";Konzernabschluss;PwC
Die Rechnungsabgrenzungsposten werden für Ausgaben bzw. Einnahmen, die Aufwand bzw. Ertrag für eine bestimmte Zeit nach dem Bilanzstichtag darstellen, gebildet.; 9.63 ;2016;"heristo holding gmbh
";Konzernabschluss;PwC
IV. Angaben zur Konzernbilanz und zur Konzern-Gewinn- und Verlustrechnung;;2016;"heristo holding gmbh
";Konzernabschluss;PwC
a) Erläuterungen zur Konzernbilanz;;2016;"heristo holding gmbh
";Konzernabschluss;PwC
(1) Anlagevermögen; 5.1 ;2016;"heristo holding gmbh
";Konzernabschluss;PwC
Eine von den historischen Anschaffungs- oder Herstellungskosten ausgehende Darstellung der Entwicklung der einzelnen Bilanzposten des Anlagevermögens ist im nachfolgenden Anlagenspiegel enthalten (Anlage zum Anhang).; 5.1 ;2016;"heristo holding gmbh
";Konzernabschluss;PwC
(2) Forderungen und sonstige Vermögensgegenstände; 5.25 ;2016;"heristo holding gmbh
";Konzernabschluss;PwC
Von den Forderungen gegen verbundene Unternehmen betreffen T€ 1.121 (Vorjahr T€ 2.667) sonstige Vermögensgegenstände und T€ 8 (Vorjahr T€ 45) Forderungen aus Lieferungen und Leistungen.; 5.25, 7 ;2016;"heristo holding gmbh
";Konzernabschluss;PwC
In den Sonstigen Vermögensgegenständen sind Körperschaftsteuerguthaben gem. § 37 KStG in Höhe von T€ 1.680 (Vorjahr T€ 3.297) ausgewiesen. Vom Gesamtbetrag der sonstigen Vermögensgegenstände haben T€ 0 (Vorjahr T€ 1.550) eine Restlaufzeit von mehr als einem Jahr.; 5.29, 20 ;2016;"heristo holding gmbh
";Konzernabschluss;PwC
Die übrigen Beträge der Forderungen und sonstigen Vermögensgegenstände sind, wie im Vorjahr, innerhalb eines Jahres fällig.; 5.25 ;2016;"heristo holding gmbh
";Konzernabschluss;PwC
(3 ) Rechnungsabgrenzungsposten; 5.34 ;2016;"heristo holding gmbh
";Konzernabschluss;PwC
Die Rechnungsabgrenzungsposten betreffen ausschließlich Ausgaben bzw. Einnahmen, die Aufwand bzw. Ertrag für eine bestimmte Zeit nach dem Bilanzstichtag darstellen.; 5.34 ;2016;"heristo holding gmbh
";Konzernabschluss;PwC
( 4 ) Aktive latente Steuern; 5.35, 25 ;2016;"heristo holding gmbh
";Konzernabschluss;PwC
Aktive latente Steuern ergeben sich aufgrund von Konsolidierungsmaßnahmen in Höhe von T€ 600 (Vorjahr T€ 613). Davon entfallen auf die Zwischenergebniseliminierung in den Vorräten T€ 474 (Vorjahr T€ 488), auf das Anlagevermögen T€ 115 (Vorjahr T€ 115) und auf sonstige Konsolidierungsmaßnahmen T€ 11 (Vorjahr T€ 10). Die individuell ermittelten Steuersätze liegen im Auslandsbereich zwischen 19,0 % und 25,0 %. Für das Inland wurde unter dem Gesichtspunkt der Wesentlichkeit ein einheitlicher Steuersatz von 31,5 % zugrunde gelegt.; 5.35, 25 ;2016;"heristo holding gmbh
";Konzernabschluss;PwC
(5) Eigenkapital; 5.37 ;2016;"heristo holding gmbh
";Konzernabschluss;PwC
Zur Entwicklung des Eigenkapitals vgl. Konzerneigenkapitalspiegel. Das gezeichnete Kapital sowie die Kapitalrücklage entsprechen dem Ausweis im Einzelabschluss der heristo holding gmbh.; 5.37 ;2016;"heristo holding gmbh
";Konzernabschluss;PwC
"Die anderen Gewinnrücklagen haben sich wie folgt entwickelt:

"; 5.44 ;2016;"heristo holding gmbh
";Konzernabschluss;PwC
"EUR
Stand 1.1.2015 138.313.311,66
Einstellung in die Rücklage bei Tochterunternehmen 2.326.422,56
Änderung der nicht beherrschenden Anteile -382.241,82
Änderungen des Konsolidierungskreises 2.889,78
Stand 31.12.2015 / 1.1.2016 140.260.382,18
Einstellung in die Rücklage bei Tochterunternehmen 1.338.803,18
Einstellung in die Rücklage des Konzerns 14.000.000,00
Änderungen des Konsolidierungskreises -880.161,24
Stand 31.12.2016 154.719.024,12"; 5.44 ;2016;"heristo holding gmbh
";Konzernabschluss;PwC
(6 ) Rückstellungen; 5.47 ;2016;"heristo holding gmbh
";Konzernabschluss;PwC
Die Rückstellungen entwickelten sich wie folgt:; 5.47 ;2016;"heristo holding gmbh
";Konzernabschluss;PwC
"31.12.2016
in T€ 31.12.2015
in T€
Pensionsrückstellungen 16.094 16.020
Steuerrückstellungen 4.533 5.181
Sonstige Rückstellungen    
Boni und Rückvergütung 10.506 10.680
Rückstellungen für drohende Verluste aus schwebenden Geschäften 17.980 18.099
Pensionsrückstellungen 10.106 11.222
Rückstellungen für ungewisse Verbindlichkeiten 3.325 3.252
Instandhaltungsrückstellungen 1.633 3.407
Übrige Rückstellungen 60.176 51.252
Zwischensumme 103.726 97.912
Gesamtsumme 124.353 119.113"; 5.47 ;2016;"heristo holding gmbh
";Konzernabschluss;PwC
(7 ) Verbindlichkeiten; 5.51 ;2016;"heristo holding gmbh
";Konzernabschluss;PwC
Die Verbindlichkeiten entwickelten sich wie folgt:; 5.51 ;2016;"heristo holding gmbh
";Konzernabschluss;PwC
"Restlaufzeit davon mit einer Restlaufzeit >5 Jahre
? 1 Jahr >1 Jahr
T€ T€ T€ T€
Verbindlichkeiten gegenüber Kreditinstituten 60.080 10.080 50.000 17.500
(Vorjahr) 60.488 17.988 42.500 7.500
Verbindlichkeiten aus Lieferungen und Leistugnen 110.319 110.319 0 0
(Vorjahr) 105.587 105.587 0 0
Verbindlichkeiten gegenüber verbundenen Unternehmen 72 72 0 0
(Vorjahr) 108 108 0 0
Verbindlichkeiten gegenüber Unternehmen, mit denen ein Beteiligungsgverhältnis besteht 7.341 7.341 0 0
(Vorjahr) 9.306 9.306 0 0
sonstige Verbindlichkeiten 45.974 45.594 380 0
(Vorjahr) 56.715 56.366 349 0
Gesamtsumme 223.786 173.406 50.380 17.500
(Vorjahr) 232.204 189.355 42.849 7.500"; 5.51, 42 ;2016;"heristo holding gmbh
";Konzernabschluss;PwC
Die „Verbindlichkeiten gegenüber verbundenen Unternehmen“ betreffen Unternehmen, die aufgrund untergeordneter Bedeutung nicht konsolidiert wurden und beinhalten in Höhe von T€ 9 (Vorjahr T€ 17) Verbindlichkeiten aus Lieferungen und Leistungen und T€ 63 (Vorjahr T€ 91) aus sonstigen Verbindlichkeiten.; 5.58, 7 ;2016;"heristo holding gmbh
";Konzernabschluss;PwC
