Anhang für das Geschäftsjahr 2016; Annotierung (Angabe Nummer in Anhangscheckliste) ;Geschäftsjahr;Gesellschaft;Abschlussart;Prüfer
"Gegenstände des Sachanlagevermögens wurden entsprechend ihrer voraussichtlichen betriebsgewöhnlichen Nutzungsdauer um
planmäßige, lineare Abschreibungen reduziert. Zugänge des Sachanlagevermögens wurden grundsätzlich zeitanteilig abgeschrieben."; 7.7, 11 ;2016;AG;Jahresabschluss;
"Die geringwertigen Wirtschaftsgüter (GWG) mit einem Anschaffungswert bis EUR 150,00 wurden im Jahr des Zugangs sofort voll
abgeschrieben. Ab 1. Januar 2011 werden Vermögensgegenstände mit einem Anschaffungswert bis EUR 410,00 im Zugangsjahr voll
abgeschrieben."; 11 ;2016;AG;Jahresabschluss;
"Der Wertansatz der Finanzanlagen ergibt sich aus den Anschaffungskosten sowie gegebenenfalls außerplanmäßigen Abschreibungen
gemäß § 253 Abs. 3 Satz 3 HGB bei voraussichtlich dauernder Wertminderung."; 7.12 ;2016;AG;Jahresabschluss;
"Der Gesamtbetrag der im Berichtsjahr erfolgten außerplanmäßigen Abschreibungen auf Finanzanlagen in Höhe von TEUR 4.254
(Vorjahr: TEUR 738) erfolgte auf Anteile an verbundenen Unternehmen."; 4.12, 35 ;2016;AG;Jahresabschluss;
Umlaufvermögen;;2016;AG;Jahresabschluss;
"Die Forderungen gegen verbundene Unternehmen wurden zum Nominalwert angesetzt und unter Berücksichtigung aller erkennbaren
Risiken bewertet. Bei den Forderungen gegen verbundene Unternehmen wurden im Bedarfsfall Einzelwertberichtungen
vorgenommen. Die Forderungen gegen verbundene Unternehmen beinhalten Forderungen aus Lieferungen und Leistungen (TEUR
6.834; Vorjahr: TEUR 6.207), aus Darlehen (TEUR 4.491; Vorjahr: TEUR 15.048) sowie aus Beteiligungserträgen (TEUR 20.605;
Vorjahr: TEUR 10.397). Die Forderungen gegen verbundene Unternehmen beinhalten Forderungen mit einer Restlaufzeit von mehr
als einem Jahr in Höhe von TEUR 1.000 (Vorjahr: TEUR 5.300)."; 4.27, 7.27 ;2016;AG;Jahresabschluss;
"Die sonstigen Vermögensgegenstände sowie die flüssigen Mittel wurden mit dem Nennwert angesetzt. Die Guthaben bei
Kreditinstituten beinhalten einen Betrag in Höhe von TEUR 116 (Vorjahr: TEUR 150), der gegenüber Dritten verpfändet wurde. Die
sonstigen Vermögensgegenstände beinhalten Forderungen mit einer Restlaufzeit von mehr als einem Jahr in Höhe von TEUR 229
(Vorjahr: TEUR 229)."; 4.29, 4.33, 7.29, 7.33 ;2016;AG;Jahresabschluss;
Rechnungsabgrenzungsposten;;2016;AG;Jahresabschluss;
Die Rechnungsabgrenzungsposten wurden zeitanteilig ermittelt.; 7.34 ;2016;AG;Jahresabschluss;
Eigenkapital;;2016;AG;Jahresabschluss;
"Mit Hauptversammlungsbeschluss vom 3. Juni 2016 wurden vom Bilanzgewinn zum 31. Dezember 2015 in Höhe von EUR
9.539.478,83 ein Teilbetrag in Höhe von EUR 9.294.168,00 in Form einer Dividende von 0,60 EUR je dividendenberechtigter
Stückaktie ausgeschüttet und EUR 245.310,83 auf neue Rechnung vorgetragen."; 4.37, 4.45, 22 ;2016;AG;Jahresabschluss;
Bedingtes Kapital;;2016;AG;Jahresabschluss;
"Die ordentliche Hauptversammlung der Gesellschaft vom 3. Juni 2016 hat den Vorstand ermächtigt, bis zum 2. Juni 2020 mit
Zustimmung des Aufsichtsrats bis zu 1.500.000 Bezugsrechte (""Aktienoptionen"") an Mitglieder des Vorstands der Gesellschaft,
Mitglieder der Geschäftsführung verbundener in- und ausländischer Unternehmen der Gesellschaft und an Arbeitnehmer der
Gesellschaft und an Arbeitnehmer von verbundenen in- und ausländischen Unternehmen auszugeben (""mutares Aktienoptionsplan
2016""). Die Aktienoptionen berechtigen zum Bezug von bis zu 1.500.000 auf den Inhaber lautender Stückaktien der Gesellschaft mit
einem rechnerischen Anteil am Grundkapital in Höhe von jeweils EUR 1,00. Ferner hat die ordentliche Hauptversammlung
beschlossen, zur Bedienung des mutares Aktienoptionsplans 2016 das Grundkapital der Gesellschaft um EUR 1.500.000,00 durch
Ausgabe von bis zu 1.500.000 auf den Inhaber lautende Stückaktien bedingt zu erhöhen (""Bedingtes Kapital 2016/I"").";;2016;AG;Jahresabschluss;
"Am 13. Oktober 2016 hat der Vorstand mit Zustimmung des Aufsichtsrates Optionsbedingungen beschlossen, nach denen bis zum 2.
Juni 2020 insgesamt bis zu 900.000 Aktienoptionen aus dem Bedingten Kapital 2016/I an Mitglieder der Geschäftsführung
verbundener in- und ausländischer Unternehmen der Gesellschaft und an Arbeitnehmer der Gesellschaft und an Arbeitnehmer von
verbundenen in- und ausländischen Unternehmen ausgegeben werden dürfen. Die Aktienoptionen berechtigen bei Erfüllung
bestimmter Ausübungsvoraussetzungen wie unter anderem einer Wartezeit von vier Jahren zum Bezug von insgesamt bis zu 900.000
auf den Inhaber lautende Stückaktien der Gesellschaft mit einem rechnerischen Anteil am Grundkapital in Höhe von jeweils EUR
1,00.";;2016;AG;Jahresabschluss;
"Ebenfalls am 13. Oktober 2016 hat der Aufsichtsrat Optionsbedingungen beschlossen, nach denen bis zum 2. Juni 2020 insgesamt
bis zu 600.000 Aktienoptionen aus dem Bedingten Kapital 2016/I an Mitglieder des Vorstands der Gesellschaft ausgegeben werden
dürfen. Die Aktienoptionen berechtigen bei Erfüllung bestimmter Ausübungsvoraussetzungen wie unter anderem einer Wartezeit von
vier Jahren zum Bezug von insgesamt bis zu 600.000 auf den Inhaber lautende Stückaktien der Gesellschaft mit einem
rechnerischen Anteil am Grundkapital in Höhe von jeweils EUR 1,00.";;2016;AG;Jahresabschluss;
"Im Rahmen des bestehenden Aktienoptionsplans hat der Vorstand im Geschäftsjahr 2016 insgesamt 300.000 Optionen zugeteilt
bekommen.";;2016;AG;Jahresabschluss;
"Hinsichtlich der Bilanzierung der Aktienoptionen folgt die Gesellschaft nicht E-DRS 11 (Bilanzierung von Aktienoptionsplänen und
ähnlichen Entgeltformen) bzw. IFRS 2 (Anteilbasierte Vergütung), sondern einer zwischenzeitlichen Mindermeinung in der
handelsrechtlichen Kommentarliteratur, wonach Aktienoptionen als Entgelt angesehen werden, das dem Empfänger von den
Gesellschaftern eingeräumt wird und daher die Gesellschaftsebene nicht berührt. Aus diesem Grund wird auf die bilanzielle Erfassung
der Aktienoptionspläne verzichtet, solange die Ausübung der Optionen noch nicht stattgefunden hat.";;2016;AG;Jahresabschluss;
Genehmigtes Kapital;;2016;AG;Jahresabschluss;
"Gemäß Beschluss der Hauptversammlung vom 25. November 2011 war der Vorstand berechtigt, bis zum Ablauf des 25. November
2016 mit Zustimmung des Aufsichtsrats das Grundkapital der Gesellschaft einmalig oder mehrmalig um bis zu EUR 322.000,00
gegen Bar- und/oder Sacheinlagen durch Ausgabe von bis zu 322.000 neuen, auf den Inhaber lautende Stückaktien zu erhöhen (""Genehmigtes Kapital 2011/I""). Das genehmigte Kapital 2011/I wurde mit Beschluss des Vorstands und des Aufsichtsrats vom 9.
Mai 2014 in Höhe von EUR 311.962,00 teilweise ausgeschöpft. Die Erhöhung des Grundkapitals war bis zum 25. November 2016
möglich und ist nunmehr erloschen.";;2016;AG;Jahresabschluss;
"In der ordentlichen Hauptversammlung der Gesellschaft vom 9. Mai 2014 hat die Hauptversammlung ein Genehmigtes Kapital 2014/I
in Höhe von bis zu EUR 691.000,00 beschlossen. Dieses wurde mittels Beschluss der ordentlichen Hauptversammlung vom 22. Mai
2015 aufgehoben und ein Genehmigtes Kapitals 2015/I geschaffen. Der Vorstand wird ermächtigt, das Grundkapital der Gesellschaft
mit Zustimmung des Aufsichtsrats bis zum 21. Mai 2020 um bis zu insgesamt EUR 7.000.000,00 gegen Bar- und/oder Sacheinlage
durch Ausgabe von bis zu 7.000.000 neuen, auf den Inhaber lautende Stückaktien zu erhöhen (""Genehmigtes Kapital 2015/I""). Das
genehmigte Kapital 2015/I beträgt nach teilweiser Ausschöpfung zum Abschlussstichtag noch EUR 5.600.000,00.";;2016;AG;Jahresabschluss;
Das genehmigte Grundkapital beträgt damit zum 31. Dezember 2016 insgesamt EUR 5.600.000,00.;;2016;AG;Jahresabschluss;
Erwerb eigener Aktien;;2016;AG;Jahresabschluss;
"Im Zeitraum vom 15. Januar bis zum 6. März 2015 hat der Vorstand von der durch die Hauptversammlung vom 19. März 2010
erteilten Ermächtigung zum Erwerb eigener Aktien Gebrauch gemacht. Zum Abschlussstichtag 31. Dezember 2015 befanden sich
6.012 eigene Aktien mit einem auf die einzelne Aktie entfallenden anteiligen Betrag des Grundkapitals von EUR 1,00 im Besitz der
mutares AG. Der den rechnerischen Wert beim Erwerb der ursprünglich 1.002 Aktien übersteigende Betrag in Höhe von EUR
69.698,42 wurde mit dem Bilanzgewinn verrechnet. Durch die Kapitalerhöhung aus Gesellschaftsmitteln im Geschäftsjahr 2015
erhöhten sich die Anteile entsprechend auf 6.012 Stück; die Erhöhung von EUR 5.010,00 wurde mit der Kapitalrücklage verrechnet."; 14 ;2016;AG;Jahresabschluss;
"Die ordentliche Hauptversammlung vom 22. Mai 2015 hat den Vorstand der Gesellschaft durch Beschluss ermächtigt, eigene Aktien
bis zu 10 % des Grundkapitals zu erwerben. Die erworbenen Aktien dürfen zusammen mit etwaigen aus anderen Gründen
erworbenen eigenen Aktien, die sich jeweils im Besitz der Gesellschaft befinden oder ihr nach § 71a ff. AktG zuzurechnen sind, zu
keinem Zeitpunkt 10 % des Grundkapitals der Gesellschaft übersteigen. Die Ermächtigung kann ganz oder in Teilbeträgen, einmalig
oder mehrmals, durch die Gesellschaft ausgeübt werden, aber auch durch abhängige oder im Mehrheitsbesitz der Gesellschaft
stehende Unternehmen oder für ihre oder deren Rechnung durch Dritte durchgeführt werden. Die Erwerbsermächtigung gilt bis zum
21. Mai 2020. Von dieser Ermächtigung hat der Vorstand bisher keinen Gebrauch gemacht."; 14 ;2016;AG;Jahresabschluss;
Nichtigkeitsklagen;;2016;AG;Jahresabschluss;
"Am 10. Juni 2014 wurde durch einen Aktionär eine Klage zur Feststellung der Nichtigkeit des Jahresabschlusses der mutares AG zum
31. Dezember 2013 sowie eine Klage zur Anfechtung einzelner Beschlüsse der ordentlichen Hauptversammlung der mutares AG vom
9. Mai 2014 beim Landgericht München I eingereicht. Eine Klageerwiderung durch die mutares AG wurde am 6. Oktober 2014
eingereicht, auf die die Gegenseite in einer Replik vom 8. Dezember 2014 erwidert hat. Eine erneute Erwiderung durch die mutares
AG wurde am 5. März 2015 eingereicht. Nach der mündlichen Verhandlung am 23. April 2015 wurde das Verfahren im Hinblick auf
die Vergleichsverhandlungen in Bezug auf den Rechtsstreit vor dem Landgericht Ravensburg bis auf Weiteres ruhend gestellt. Der
Vorstand der mutares AG sowie seine rechtlichen Berater sind der Auffassung, dass die Klage unbegründet ist. Ein weiterer Aktionär
ist aufseiten der mutares AG dem Rechtsstreit beigetreten. Die Klägerin bestreitet die Nebenintervention.";;2016;AG;Jahresabschluss;
"Mit Klageschrift vom 22. Juni 2015 hat ein Aktionär Klage zur Feststellung der Nichtigkeit des Jahresabschlusses der mutares AG zum
31. Dezember 2014 sowie die Anfechtung des Dividendenbestätigungsbeschlusses der ordentlichen Hauptversammlung der mutares
AG vom 22. Mai 2015 beim Landgericht München I eingereicht. Das Verfahren wurde mit Beschluss vom 30. Juli 2015 mit der Klage
vom 10. Juni 2014 zur gemeinsamen Verhandlung und Entscheidung verbunden. Der Vorstand der mutares AG sowie seine
rechtlichen Berater sind der Auffassung, dass die Klage unbegründet ist. Ein weiterer Aktionär ist aufseiten der mutares AG dem
Rechtsstreit beigetreten. Die Klägerin bestreitet die Nebenintervention.";;2016;AG;Jahresabschluss;
"Mit Klageschrift vom 4. Juli 2016 hat ein Aktionär die Anfechtung und Nichtigkeit des Dividendenbestätigungsbeschlusses der
ordentlichen Hauptversammlung der mutares AG vom 3. Juni 2016 beim Landgericht München I eingereicht. Das Verfahren wurde
mit Beschluss vom 1. September 2016 mit den oben beschriebenen Verfahren zur gemeinsamen Verhandlung und Entscheidung
verbunden. Der Vorstand der mutares AG sowie seine rechtlichen Berater sind der Auffassung, dass die Klage unbegründet ist.";;2016;AG;Jahresabschluss;
"Rückstellungen werden in Höhe des Erfüllungsbetrags angesetzt, der nach vernünftiger kaufmännischer Beurteilung notwendig ist.
Rückstellungen mit einer Restlaufzeit von mehr als einem Jahr sind mit dem ihrer Restlaufzeit entsprechenden durchschnittlichen
Marktzinssatz der vergangenen sieben Geschäftsjahre abgezinst."; 7.47 ;2016;AG;Jahresabschluss;
Verbindlichkeiten;;2016;AG;Jahresabschluss;
"Verbindlichkeiten wurden zum Erfüllungsbetrag angesetzt. Langfristige Verbindlichkeiten mit einer Restlaufzeit von mehr als fünf
Jahren bestehen nicht."; 7.51 ;2016;AG;Jahresabschluss;
"Von den Gesamtverbindlichkeiten zum 31. Dezember 2016 in Höhe von TEUR 1.089 (Vorjahr: TEUR 2.698) entfallen auf:
Verbindlichkeiten aus Lieferungen und Leistungen (Vorjahr: TEUR 721) TEUR 333
davon mit einer Restlaufzeit bis zu einem Jahr (Vorjahr: TEUR 721) TEUR 333
Verbindlichkeiten gegenüber verbundenen Unternehmen (Vorjahr: TEUR 1.716) TEUR 601
davon mit einer Restlaufzeit bis zu einem Jahr (Vorjahr: TEUR 1.716) TEUR 601
Sonstige Verbindlichkeiten (Vorjahr: TEUR 261) TEUR 155
davon aus Steuern (Vorjahr: TEUR 178) TEUR 139
davon im Rahmen der sozialen Sicherheit (Vorjahr: TEUR 53) TEUR 16
davon mit einer Restlaufzeit bis zu einem Jahr (Vorjahr: TEUR 261) TEUR 155
In den Verbindlichkeiten gegenüber verbundenen Unternehmen sind mit TEUR 0 Verbindlichkeiten aus Darlehen (Vorjahr: TEUR 850),
mit TEUR 551 erhaltene Anzahlungen (Vorjahr: TEUR 600) und mit TEUR 50 Verbindlichkeiten aus Lieferungen und Leistungen (Vorjahr: TEUR 266) enthalten."; 4.56, 4.58, 4.60,  ;2016;AG;Jahresabschluss;
Angaben zur Gewinn- und Verlustrechnung;;2016;AG;Jahresabschluss;
"Die Gewinn- und Verlustrechnung ist nach dem Gesamtkostenverfahren in Staffelform aufgestellt. Gemäß § 288 Abs. 1 HGB wurde
auf die Aufgliederung der Umsatzerlöse nach § 285 Nr. 4 HGB verzichtet."; 7.66 ;2016;AG;Jahresabschluss;
"Die Erträge aus Beteiligungen enthalten auch Erträge aus der phasengleichen Vereinnahmung von Gewinnen aus Beteiligungen sowie
aus der Veräußerung von Anteilen an einem verbundenen Unternehmen."; 4.81, 4.82 ;2016;AG;Jahresabschluss;
Die planmäßige Abschreibung erfolgte linear unter Beachtung der branchenüblichen oder betriebsbedingten Nutzungsdauer.; 11 ;2016;AG;Jahresabschluss;
"In den Erträgen aus Beteiligungen sind außergewöhnliche Erträge aus konzerninternen Veräußerungen von Anteilen an verbundenen
Unternehmen in Höhe von TEUR 15.953 enthalten."; 4.82 ;2016;AG;Jahresabschluss;
Sonstige Angaben;;2016;AG;Jahresabschluss;
Mitarbeiter;;2016;AG;Jahresabschluss;
Während des abgelaufenen Geschäftsjahres 2016 beschäftigte die mutares AG durchschnittlich 28 Mitarbeiter.; 46 ;2016;AG;Jahresabschluss;
Konzernabschluss;;2016;AG;Jahresabschluss;
"Die Gesellschaft stellt zum 31. Dezember 2016 einen Konzernabschluss nach deutschem Handelsrecht für den größten Kreis von
Unternehmen auf. Die Offenlegung erfolgt im elektronischen Bundesanzeiger."; 52 ;2016;AG;Jahresabschluss;
Haftungsverhältnisse;;2016;AG;Jahresabschluss;
"Mit Ablauf des 31. Dezember 2016 ist eine betragsmäßig nicht beschränkte Freistellungsgarantie gegenüber dem Veräußerer eines
verbundenen Unternehmens für Ansprüche, die gegen den Veräußerer im Falle einer Insolvenz des verbundenen Unternehmens
erhoben werden, ohne Inanspruchnahme ausgelaufen."; 31 ;2016;AG;Jahresabschluss;
"Für ein mittelbares Tochterunternehmen hat die mutares AG gegenüber einem Dritten eine zeitlich bis Dezember 2018 befristete
Patronatserklärung für die Erfüllung von Verpflichtungen des Tochterunternehmens abgegeben, die betragsmäßig nicht beschränkt
ist. Der Vorstand geht aufgrund der wirtschaftlichen Situation des Tochterunternehmens aktuell nicht von einer Inanspruchnahme
aus der Patronatserklärung aus."; 31 ;2016;AG;Jahresabschluss;
"Ein unmittelbares Tochterunternehmen der mutares AG hat gegenüber einem Dritten ein unwiderrufliches Angebot abgegeben, einen
Teil von dessen geschäftlichen Aktivitäten zu erwerben. Die mutares AG garantiert gegenüber dem Dritten, dass ihr ausreichend
Mittel zur Verfügung stehen, dass ihr unmittelbares Tochterunternehmen seinen Zahlungsverpflichtungen aus dem Kaufvertrag
nachkommen kann. Die Höhe dieser Zahlungsverpflichtungen ermittelt sich ausgehend von einem fixen Kaufpreis in Höhe von TEUR
16.500 anhand eines Anpassungsmechanismus in Abhängigkeit von den Gegebenheiten und Umständen beim Übergang des
wirtschaftlichen Eigentums. Zum jetzigen Zeitpunkt kann die Höhe des von dem unmittelbaren Tochterunternehmen der mutares AG
zu zahlenden finalen Kaufpreises nicht abschließend beziffert werden."; 31 ;2016;AG;Jahresabschluss;
"Ferner hat die mutares AG im Zusammenhang mit dem mittelbaren Erwerb von Anteilen an verbundenen Unternehmen gegenüber
den Veräußerern Garantien zur Erfüllung von übernommenen Verpflichtungen eines unmittelbaren Tochterunternehmens abgegeben.
Dazu hat die mutares AG zum einen eine Garantie abgegeben, die Erfüllung von Freistellungsverpflichtungen sicherzustellen, wobei
diese Garantie anfänglich auf TEUR 5.000 beschränkt ist und diese Beschränkung sich im Zeitverlauf über drei Jahre bis auf EUR 0
reduziert. Zum jetzigen Zeitpunkt ist nicht von einer Inanspruchnahme der mutares AG aus dieser Garantie auszugehen. Zum
anderen hat die mutares AG eine Garantie zur Sicherstellung der temporären Finanzierung von verbundenen Unternehmen
abgegeben, wobei diese Garantie anfänglich ebenfalls auf TEUR 5.000 beschränkt ist und sich im Zeitverlauf umgekehrt zu dem
Abschmelzen der erstgenannten Garantie erhöht, wobei für die zugrundeliegende Verpflichtung kein datumsmäßiges Ende bestimmt
ist. Vielmehr endet die besicherte Verpflichtung bei vollständiger Rückführung eines von den Veräußerern an das unmittelbare
Tochterunternehmen der mutares AG ausgereichten Darlehens. Die Garantien der mutares AG hinsichtlich beider vorstehender
Sachverhalte sind dabei auf insgesamt TEUR 10.000 beschränkt."; 31 ;2016;AG;Jahresabschluss;
"Es bestehen sonstige Garantien und Zusagen in einer Gesamthöhe von TEUR 13.645 (Vorjahr: TEUR 12.644). Eine darin enthaltene
Garantie über TEUR 2.000 ist mit Ablauf des 31. Dezember 2016 ohne Inanspruchnahme ausgelaufen."; 31 ;2016;AG;Jahresabschluss;
"Die mutares AG führt im Zusammenhang mit dem in 2013 erfolgten Erwerb des Geschäftsbereichs Photovoltaics von der Diehl AKO
Stiftung & Co. KG (""Diehl"") durch ihre (mittelbare) Tochtergesellschaft Platinum GmbH (""Unternehmenskauf"") einen Rechtsstreit mit
Diehl."; 31 ;2016;AG;Jahresabschluss;
"Die mutares AG war im Zusammenhang mit dem Erwerb des Geschäftsbereichs Photovoltaics von Diehl bestimmte Verpflichtungen
gegenüber Diehl eingegangen. Zum einen hatte sich die mutares AG gegenüber Diehl verpflichtet, zeitlich befristet den Fortbestand
der Platinum GmbH sowie die Erfüllung sämtlicher Verbindlichkeiten der Platinum GmbH zu gewährleisten (""Patronatserklärung"").
Zum anderen hatte die mutares AG gegenüber Diehl die Erfüllung bestimmter Verpflichtungen der Platinum GmbH aus dem
Unternehmenskaufvertrag garantiert (""Garantie"")."; 31 ;2016;AG;Jahresabschluss;
"Die mutares AG und die Platinum GmbH haben sämtliche im Zusammenhang mit dem Erwerb des Geschäftsbereichs Photovoltaics
gegenüber Diehl abgegebenen Erklärungen im Dezember 2013 wegen arglistiger Täuschung angefochten. Am 3. März 2014 hat die
Platinum GmbH Insolvenzantrag gestellt. Das Insolvenzverfahren ist am 1. Juni 2014 eröffnet worden."; 31 ;2016;AG;Jahresabschluss;
"Die mutares AG hat am 3. März 2014 zusammen mit der Platinum GmbH unter Berufung insbesondere auf verschiedene
Täuschungsvorwürfe Klage zum Landgericht Ravensburg gegen Diehl auf Feststellung der Unwirksamkeit der im Zusammenhang mit
dem Erwerb des Geschäftsbereichs Photovoltaics eingegangenen Verpflichtungen erhoben. In diesem Zusammenhang macht die
mutares AG Schadensersatzansprüche gegen Diehl geltend. Diehl hat seinerseits im Mai 2014 (Teil-)Klage zum Landgericht
Ravensburg erhoben und fordert von der mutares AG aus der Patronatserklärung und der Garantie Zahlung von ca. EUR 15,4 Mio."; 31 ;2016;AG;Jahresabschluss;
"Zudem begehrt Diehl die Feststellung, dass die mutares AG verpflichtet ist, Diehl sämtliche weiteren Schäden zu ersetzen, die Diehl
aus der Nichterfüllung der von der mutares AG im Zusammenhang mit dem Erwerb des Geschäftsbereichs Photovoltaics
eingegangenen Verpflichtungen entstehen. Diehl hat den vorläufigen Streitwert der Klage auf insgesamt ca. EUR 22,5 Mio. beziffert.
Die mutares AG bestreitet die Berechtigung der von Diehl erhobenen Ansprüche dem Grunde und der Höhe nach. Die beiden
Verfahren vor dem Landgericht Ravensburg wurden zu einem Verfahren verbunden. Der Insolvenzverwalter über das Vermögen der
Platinum GmbH i.I. hat im September 2014 das Anfechtungsverfahren aufseiten der Platinum GmbH i.I. aufgenommen."; 31 ;2016;AG;Jahresabschluss;
"Im Geschäftsjahr 2015 sowie im Berichtsjahr haben wiederholt Vergleichsgespräche zwischen den Parteien stattgefunden. Diese
haben jedoch bislang nicht zu einer gütlichen Einigung geführt. Das Landgericht Ravensburg hat am 16. Oktober 2015 die
Durchführung einer Beweisaufnahme durch Vernehmung verschiedener Zeugen beschlossen. Gegenstand des Beweisbeschlusses ist
die Frage, ob Diehl die mutares AG sowie die Platinum GmbH über die eigenen Umsatzerwartungen von Diehl für den
Geschäftsbereich Photovoltaics getäuscht hat. Im Berichtszeitraum sind die im Beweisbeschluss genannten Zeugen vom Landgericht
Ravensburg hierzu vernommen worden. Die Beweisaufnahme ist noch nicht abgeschlossen. Das Gericht hat zu erkennen gegeben,
dass es voraussichtlich im Rahmen einer Fortsetzung der Beweisaufnahme noch weitere Fragen an die bereits vernommenen Zeugen
zum Vorwurf einer Täuschung über die eigenen Umsatzerwartungen von Diehl geben wird. Zudem hat das Gericht zu erkennen
gegeben, dass es voraussichtlich auch über weitere Täuschungsvorwürfe der mutares AG sowie des Insolvenzverwalters über das
Vermögen der Platinum GmbH Beweis erheben wird. Die Parteien haben vereinbart, im Mai 2017 die Vergleichsgespräche
wiederaufzunehmen."; 31 ;2016;AG;Jahresabschluss;
"Der Vorstand der mutares AG sowie seine rechtlichen Berater sind weiterhin der Auffassung, dass die mutares AG die im
Zusammenhang mit dem Unternehmenskauf eingegangenen Verpflichtungen im Dezember 2013 wirksam angefochten hat und der
mutares AG zudem ein Anspruch auf Befreiung von den gegenüber Diehl eingegangenen Verpflichtungen und Schadenersatz zusteht.
Aus Sicht des Vorstands der mutares AG und seiner rechtlichen Berater besteht keine überwiegende Wahrscheinlichkeit, dass die
mutares AG Zahlungen in nennenswertem Umfang an Diehl aus der beschriebenen Patronatserklärung und der Garantie wird leisten
müssen. Der Rechtsstreit mit Diehl vor dem Landgericht Ravensburg ist für die mutares AG jedoch mit erheblichen Risiken behaftet.
Sollte entgegen der derzeitigen Einschätzung des Vorstands die Wirksamkeit der erklärten Anfechtungen nicht belegt werden können,
ist es durchaus möglich, dass die mutares AG in der vorstehend beschriebenen Rechtsstreitigkeit unterliegen und eine
Inanspruchnahme der mutares AG in nennenswertem Umfang erfolgen könnte. Dies könnte die künftige Entwicklung der mutares AG
nachhaltig negativ beeinträchtigen. Die mutares AG hat im Zusammenhang mit dem Rechtsstreit mit Diehl im Jahresabschluss
angemessene Rückstellungen gebildet."; 31 ;2016;AG;Jahresabschluss;
Sonstige finanzielle Verpflichtungen;;2016;AG;Jahresabschluss;
"Aus einem langfristigen Mietvertrag bestehen für die feste Grundmietzeit von zehn Jahren jährliche finanzielle Verpflichtungen in
Höhe von TEUR 327."; 47 ;2016;AG;Jahresabschluss;
Ergebnisverwendung;;2016;AG;Jahresabschluss;
"Der Vorstand schlägt der Hauptversammlung vor, den Bilanzgewinn zum 31. Dezember 2016 von EUR 5.761.688,39 (davon
Gewinnvortrag EUR 245.310,83) in Höhe von EUR 5.423.702,20 an die Gesellschafter auszuschütten und den verbleibenden Betrag
von EUR 337.986,19 auf neue Rechnung vorzutragen. Dies entspricht einer Dividende von EUR 0,35 pro bezugsberechtigter Aktie.
Der auszuschüttende Betrag vermindert sich gegebenenfalls um den Teilbetrag, der auf die zum Zeitpunkt des
Gewinnverwendungsbeschlusses im Besitz der Gesellschaft befindlichen eigenen Aktien, die gemäß § 71b AktG nicht
dividendenberechtigt sind, entfallen würde. Sofern sich zum Zeitpunkt der ordentlichen Hauptversammlung eigene Aktien im Bestand
der Gesellschaft befinden, wird der Vorstand den Gewinnverwendungsvorschlag im Rahmen seines Berichts nach § 174 Abs. 2 AktG
entsprechend präzisieren.";;2016;AG;Jahresabschluss;
Aufsichtsrat und Vorstand;;2016;AG;Jahresabschluss;
Vorstand;;2016;AG;Jahresabschluss;
