; Annotierung (Angabe Nummer in Anahngscheckliste) ;Geschäftsjahr;Gesellschaft;Abschlussart;Prüfer
"Die sonstigen Rückstellungen und Steuerrückstellungen berücksichtigen alle ungewissen Verpflichtungen sowie drohenden Verluste und sind mit dem nach vernünftiger kaufmännischer Beurteilung notwendigen Erfüllungsbetrag bilanziert. Die langfristigen sonstigen Rückstellungen für Jubiläumsverpflichtungen und Verpflichtungen aus Altersteilzeit und Beihilfen werden nach versicherungsmathematischen Grundsätzen mit dem Teilwertverfahren, einem Rechnungszinsfuß von 3,24 % (Vorjahr 3,89 %) der dem durchschnittlichen Marktzins der vergangenen sieben Geschäftsjahre entspricht und einem Gehaltstrend wie im Vorjahr
von 2,5 % bewertet."; 8.49, 8.50 ;2016;MDN Main-Donau Netzgesellschaft mbH;Jahresabschluss;PwC
"Alle weiteren langfristigen Rückstellungen wurden, entsprechend ihrer Restlaufzeit, mit dem von der Deutschen Bundesbank bekanntgegebenen durchschnittlichen Marktzinssatz der vergangenen sieben Geschäftsjahre abgezinst; die Dotierung erfolgte nach der Nettomethode."; 8.49, 8.50 ;2016;MDN Main-Donau Netzgesellschaft mbH;Jahresabschluss;PwC
Verbindlichkeiten; 8.51 ;2016;MDN Main-Donau Netzgesellschaft mbH;Jahresabschluss;PwC
Die Verbindlichkeiten werden mit ihren Erfüllungsbetrag zum Bilanzstichtag ausgewiesen.; 8.51 ;2016;MDN Main-Donau Netzgesellschaft mbH;Jahresabschluss;PwC
C Erläuterungen zur Bilanz;;2016;MDN Main-Donau Netzgesellschaft mbH;Jahresabschluss;PwC
C.1 Anlagevermögen; 4.1 ;2016;MDN Main-Donau Netzgesellschaft mbH;Jahresabschluss;PwC
Die Gliederung und Entwicklung des Anlagevermögens wird im Einzelnen im nachfolgenden Anlagespiegel dargestellt.; 4.1 ;2016;MDN Main-Donau Netzgesellschaft mbH;Jahresabschluss;PwC
C.2 Forderungen und sonstige Vermögensgegenstände; 4.25 ;2016;MDN Main-Donau Netzgesellschaft mbH;Jahresabschluss;PwC
"31.12.2016 31.12.2015
T€ T€
Forderungen aus Lieferungen und Leistungen 101.552 73.093
davon abgerechnete Forderungen aus Netznutzung 20.594 20.392
davon Verbrauchsabgrenzung 30.755 27.019
davon erhaltene Abschlagszahlungen -20.259 -6.405
davon Wertberichtigungen -560 -658
Forderungen gegen verbundene Unternehmen 584 31.774
Sonstige Vermögensgegenstände 9.513 13.624
111.649 118.491"; 4.25 ;2016;MDN Main-Donau Netzgesellschaft mbH;Jahresabschluss;PwC
Die ausgewiesenen Forderungen gegen verbundene Unternehmen betreffen die Konzernverrechnung von Lieferungen und Leistungen. Im Vorjahr waren sonstige Forderungen gegen die Gesellschafterin in Höhe von 31.734 T€ enthalten.; 4.27, 6, 20 ;2016;MDN Main-Donau Netzgesellschaft mbH;Jahresabschluss;PwC
Die sonstigen Vermögensgegenstände enthalten Steuererstattungsansprüche von 4.329 T€ (Vorjahr 3.283 T€).; 4.29 ;2016;MDN Main-Donau Netzgesellschaft mbH;Jahresabschluss;PwC
Sämtliche Forderungen sind wie im Vorjahr innerhalb eines Jahres fällig.; 4.25 ;2016;MDN Main-Donau Netzgesellschaft mbH;Jahresabschluss;PwC
C.3 Rechnungsabgrenzungsposten; 4.34 ;2016;MDN Main-Donau Netzgesellschaft mbH;Jahresabschluss;PwC
Der Posten enthält im Wesentlichen Aufwendungen für Verlustenergie.; 4.34 ;2016;MDN Main-Donau Netzgesellschaft mbH;Jahresabschluss;PwC
C.4 Eigenkapital; 4.37 ;2016;MDN Main-Donau Netzgesellschaft mbH;Jahresabschluss;PwC
Bei der Kapitalrücklage handelt es sich mit 52.571 T€ um Agio gem. § 272 Abs. 2 Nr. 1 HGB und mit 16.000 T€ um Zuzahlungen gem. § 272 Abs. 2 Nr. 4 HGB.; 4.39 ;2016;MDN Main-Donau Netzgesellschaft mbH;Jahresabschluss;PwC
Die Kapitalrücklage erhöhte sich im Geschäftsjahr aufgrund einer Einzahlung der N-ERGIE in Höhe von 16.000 T€.; 4.39 ;2016;MDN Main-Donau Netzgesellschaft mbH;Jahresabschluss;PwC
C.5 Sonderposten mit Rücklageanteil; 32 ;2016;MDN Main-Donau Netzgesellschaft mbH;Jahresabschluss;PwC
Der Sonderposten mit Rücklageanteil entwickelte sich wie folgt:; 32 ;2016;MDN Main-Donau Netzgesellschaft mbH;Jahresabschluss;PwC
"1.1.2016 Auflösung Abgang 31.12.2016
T€ T€ T€ T€
373 42 0 331"; 32 ;2016;MDN Main-Donau Netzgesellschaft mbH;Jahresabschluss;PwC
C.6 Zuschüsse;;2016;MDN Main-Donau Netzgesellschaft mbH;Jahresabschluss;PwC
Die Zuschüsse unterteilen sich wie folgt:;;2016;MDN Main-Donau Netzgesellschaft mbH;Jahresabschluss;PwC
"31.12.2015 Zugang Abgänge 31.12.2016
T€ T€ T€ T€
Investitionszuschüss 661 0 102 559
Ertragszuschüsse 27.070 385 2.117 25.338
27.731 385 2.219 25.897";;2016;MDN Main-Donau Netzgesellschaft mbH;Jahresabschluss;PwC
C.7 Rückstellungen; 4.47 ;2016;MDN Main-Donau Netzgesellschaft mbH;Jahresabschluss;PwC
Mit den sonstigen Rückstellungen wird nach derzeitigem Kenntnisstand in ausreichendem Umfang Vorsorge für künftige Verpflichtungen und Risiken getroffen. Sie enthalten in der Hauptsache Schutzmaßnahmen, Abrechnungsverpflichtungen, ungewisse Verbindlichkeiten aus dem Personalbereich, Konzessionen sowie absatzwirtschaftliche und sonstige Risiken.; 4.50, 40 ;2016;MDN Main-Donau Netzgesellschaft mbH;Jahresabschluss;PwC
Der Unterschiedsbetrag aus dem Ansatz der Rückstellung für Pensionen und ähnliche Verpflichtungen nach Maßgabe des durchschnittlichen Marktzinssatz aus den vergangenen zehn Geschäftsjahren und dem Ansatz nach Maßgabe des durchschnittlichen Marktzinssatzes aus den vergangenen sieben Geschäftsjahren beträgt 3.213 T€. Aufgrund des bestehenden Gewinnabführungsvertrags besteht keine Abführungssperre.; 4.48, 35 ;2016;MDN Main-Donau Netzgesellschaft mbH;Jahresabschluss;PwC
C.8 Verbindlichkeiten; 4.51 ;2016;MDN Main-Donau Netzgesellschaft mbH;Jahresabschluss;PwC
Der Posten Verbindlichkeiten gegenüber verbundenen Unternehmen enthält wie im Vorjahr ausschließlich Verbindlichkeiten aus Lieferungen und Leistungen.; 4.58, 6 ;2016;MDN Main-Donau Netzgesellschaft mbH;Jahresabschluss;PwC
Gegenüber der Gesellschafterin N-ERGIE sind Verbindlichkeiten in Höhe von 1.488 T€ enthalten.; 4.58, 20 ;2016;MDN Main-Donau Netzgesellschaft mbH;Jahresabschluss;PwC
Im Posten sonstige Verbindlichkeiten sind Verbindlichkeiten aus Steuern von 463 T€ (Vorjahr 421 T€) ausgewiesen.; 4.60, 4.61 ;2016;MDN Main-Donau Netzgesellschaft mbH;Jahresabschluss;PwC
Sämtliche Verbindlichkeiten sind wie im Vorjahr innerhalb eines Jahres fällig.; 4.51, 42 ;2016;MDN Main-Donau Netzgesellschaft mbH;Jahresabschluss;PwC
D Erläuterungen zur Gewinn- und Verlustrechnung;;2016;MDN Main-Donau Netzgesellschaft mbH;Jahresabschluss;PwC
D.1 Umsatzerlöse; 4.66 ;2016;MDN Main-Donau Netzgesellschaft mbH;Jahresabschluss;PwC
Die Umsatzerlöse wurden entsprechend der Neudefinition des § 277 Abs. 1 HGB in der Fassung des BilRUG erfasst.; 4.66, 51 ;2016;MDN Main-Donau Netzgesellschaft mbH;Jahresabschluss;PwC
Die Umsatzerlöse gliedern sich wie folgt nach Sparten:; 4.66, 50 ;2016;MDN Main-Donau Netzgesellschaft mbH;Jahresabschluss;PwC
"2016 2015
T€ T€
Strom 998.168 998.807"; 4.66, 50 ;2016;MDN Main-Donau Netzgesellschaft mbH;Jahresabschluss;PwC
"2016 2015
T€ T€
Gas 81.704 76.727
Sonstige 104.679 123.012
1.184.551 1.198.546
davon periodenfremde Umsätze 7.009 23.055"; 4.66, 50, 57 ;2016;MDN Main-Donau Netzgesellschaft mbH;Jahresabschluss;PwC
Die Umsatzerlöse 2015 ergeben nach BilRUG (unter Anwendung des § 277 Abs. 1 HGB in Verbindung mit Art. 75 des EGHGB) 1.198.565 T€.; 4.66, 51 ;2016;MDN Main-Donau Netzgesellschaft mbH;Jahresabschluss;PwC
D.2 Sonstige betriebliche Erträge; 4.69 ;2016;MDN Main-Donau Netzgesellschaft mbH;Jahresabschluss;PwC
Aufgrund der Neudefinition der Umsatzerlöse gemäß § 277 Abs. 1 HGB in der Fassung des BilRUG ergeben sich Verschiebungen zum Vorjahr.; 4.69 ;2016;MDN Main-Donau Netzgesellschaft mbH;Jahresabschluss;PwC
"In den sonstigen betrieblichen Erträgen sind periodenfremde Erträge von 345 T€ (Vorjahr 1.750 T€) enthalten; sie beinhalten im Wesentlichen Erträge aus der Auflösung von Rückstellungen, Erträge aus abgeschriebenen Forderungen sowie Erträge aus der Auflösung des Sonderpostens mit Rücklageanteil."; 4.69, 54, 57 ;2016;MDN Main-Donau Netzgesellschaft mbH;Jahresabschluss;PwC
D.3 Materialaufwand; 4.70 ;2016;MDN Main-Donau Netzgesellschaft mbH;Jahresabschluss;PwC
Dieser Posten enthält periodenfremde Aufwendungen in Höhe von 9.777 T€ (Vorjahr 15.242 T€).; 4.70, 57 ;2016;MDN Main-Donau Netzgesellschaft mbH;Jahresabschluss;PwC
D.4 Personalaufwand; 4.73 ;2016;MDN Main-Donau Netzgesellschaft mbH;Jahresabschluss;PwC
Im Personalaufwand sind 1.332 T€ (Vorjahr 3.489 T€) für die Altersversorgung enthalten.; 4.73 ;2016;MDN Main-Donau Netzgesellschaft mbH;Jahresabschluss;PwC
D.5 Sonstige betriebliche Aufwendungen; 4.80 ;2016;MDN Main-Donau Netzgesellschaft mbH;Jahresabschluss;PwC
In diesem Posten sind periodenfremde Aufwendungen von 2.255 T€ (Vorjahr 786 T€) enthalten, sie bestehen im Wesentlichen aus Konzessionsabgabe, Abschreibungen auf Forderungen und Einzelwertberichtigungen sowie Zuführung zur Pauschalwertberichtigung.; 4.80, 57 ;2016;MDN Main-Donau Netzgesellschaft mbH;Jahresabschluss;PwC
D.6 Zinsen und ähnliche Aufwendungen; 4.88 ;2016;MDN Main-Donau Netzgesellschaft mbH;Jahresabschluss;PwC
In den Zinsen und ähnlichen Aufwendungen werden Zinsaufwendungen an verbundene Unternehmen von 49 T€ (Vorjahr 11 T€) ausgewiesen. Des Weiteren sind Zinsaufwendungen für Pensionsverpflichtungen von 806 T€ (Vorjahr 815 T€) sowie Zinsaufwendungen für sonstige Rückstellungen von 144 T€ (Vorjahr 275 T€) enthalten.; 4.88, 58 ;2016;MDN Main-Donau Netzgesellschaft mbH;Jahresabschluss;PwC
D.7 Steuern vom Einkommen und vom Ertrag; 4.90 ;2016;MDN Main-Donau Netzgesellschaft mbH;Jahresabschluss;PwC
In diesem Posten sind periodenfremde Steuern in Höhe von 22 T€ enthalten.; 4.90, 57 ;2016;MDN Main-Donau Netzgesellschaft mbH;Jahresabschluss;PwC
D.8 Sonstige Steuern; 4.92 ;2016;MDN Main-Donau Netzgesellschaft mbH;Jahresabschluss;PwC
In den sonstigen Steuern sind Steuererstattungen für Energiesteuern aus Vorjahren in Höhe von 55 T€ (Vorjahr 56 T€) enthalten.; 4.92 ;2016;MDN Main-Donau Netzgesellschaft mbH;Jahresabschluss;PwC
D.9 Jahresergebnis; 4.93 ;2016;MDN Main-Donau Netzgesellschaft mbH;Jahresabschluss;PwC
Die Gesellschaft erzielte im abgelaufenen Geschäftsjahr ein Ergebnis von 3.954.052,01 €. Dieses wird aufgrund des bestehenden Ergebnisabführungsvertrags an die Gesellschafterin N-ERGIE Aktiengesellschaft, Nürnberg, abgeführt.; 4.93, 68 ;2016;MDN Main-Donau Netzgesellschaft mbH;Jahresabschluss;PwC
E Ergänzende Angaben;;2016;MDN Main-Donau Netzgesellschaft mbH;Jahresabschluss;PwC
E.1 Nachtragsbericht; 69 ;2016;MDN Main-Donau Netzgesellschaft mbH;Jahresabschluss;PwC
Nach Ende des Geschäftsjahres wurden keine Risiken oder Vorgänge von besonderer Bedeutung identifiziert, die den Fortbestand des Unternehmens gefährden oder die Vermögens-, Finanz- und Ertragslage wesentlich beeinträchtigen.; 69 ;2016;MDN Main-Donau Netzgesellschaft mbH;Jahresabschluss;PwC
E.2 Sonstige finanzielle Verpflichtungen; 67 ;2016;MDN Main-Donau Netzgesellschaft mbH;Jahresabschluss;PwC
Es bestehen für das Jahr 2017 finanzielle Verpflichtungen aus Pachtverträgen gegenüber den verbundenen Unternehmen N-ERGIE Aktiengesellschaft, Nürnberg, und der Überlandwerk Schäftersheim GmbH & Co. KG, Weikersheim, in Höhe von 87.764 T€ sowie gegenüber der SWP Vermögensverwaltungs KG, Regensburg, in Höhe von 130 T€. Gegenüber der KIB Projekt 10 GmbH, Nürnberg, bestehen finanzielle Verpflichtungen aus einem Mietvertrag in Höhe von 1.652 T€.; 67 ;2016;MDN Main-Donau Netzgesellschaft mbH;Jahresabschluss;PwC
Für Investitionen in das Sachanlagevermögen besteht ein Bestellobligo von 39 T€.; 67 ;2016;MDN Main-Donau Netzgesellschaft mbH;Jahresabschluss;PwC
E.3 Honorar des Abschlussprüfers; 72 ;2016;MDN Main-Donau Netzgesellschaft mbH;Jahresabschluss;PwC
Die Angabe nach § 285 Nr. 17 HGB erfolgt im Konzernabschluss der N-ERGIE Aktiengesellschaft.; 72 ;2016;MDN Main-Donau Netzgesellschaft mbH;Jahresabschluss;PwC
E.4 Organe der Gesellschaft; 83 ;2016;MDN Main-Donau Netzgesellschaft mbH;Jahresabschluss;PwC
a) Gesellschafterversammlung; 83 ;2016;MDN Main-Donau Netzgesellschaft mbH;Jahresabschluss;PwC
b) Geschäftsführer:; 83 ;2016;MDN Main-Donau Netzgesellschaft mbH;Jahresabschluss;PwC
"Dipl.-Ingenieur Gerald Höfer, technischer Geschäftsführer
Dr. Peter Wolffram, kaufmännischer Geschäftsführer"; 83 ;2016;MDN Main-Donau Netzgesellschaft mbH;Jahresabschluss;PwC
Für Pensionsverpflichtungen gegenüber früheren Mitgliedern der Geschäftsführung und ihren Hinterbliebenen sind 146 T€ zurückgestellt.; 88 ;2016;MDN Main-Donau Netzgesellschaft mbH;Jahresabschluss;PwC
E.5 Angaben nach § 6b Abs. 2 EnWG; 82 ;2016;MDN Main-Donau Netzgesellschaft mbH;Jahresabschluss;PwC
Im Geschäftsjahr wurden Geschäfte größeren Umfangs, die aus dem Rahmen der gewöhnlichen Energieversorgungstätigkeit herausfallen und für die Beurteilung der Vermögens-, Finanz- und Ertragslage nicht von untergeordneter Bedeutung sind, mit verbundenen Unternehmen in folgendem Umfang getätigt:; 82 ;2016;MDN Main-Donau Netzgesellschaft mbH;Jahresabschluss;PwC
"•Pachtaufwendungen für Strom- und Gasverteilnetze: 93.086T€
•Aufwendungen aus konzerninternen Lieferungen und Dienstleistungen (technische Betriebsführung, Telekommunikationsleistungen sowie weitere Dienstleistungen Querschnittsfunktionen): 171.838 T€
•Erträge aus konzerninternen Lieferungen und Dienstleistungen im Zusammenhang mit der Pachtung von Netzen sowie Telekommunikationsleistungen: 91.709 T€"; 82 ;2016;MDN Main-Donau Netzgesellschaft mbH;Jahresabschluss;PwC
Die Entgelte richten sich nach vertraglich vereinbarten Preisen.; 82 ;2016;MDN Main-Donau Netzgesellschaft mbH;Jahresabschluss;PwC
Des Weiteren besteht ein Cash-Pool-Konto mit der N-ERGIE Aktiengesellschaft, welches eine Verbindlichkeit von 26.160 T€ zum 31. Dezember 2016 ausweist. Die Kapitalaufnahme bzw. -einlage wird zu Marktkonditionen verzinst.; 82 ;2016;MDN Main-Donau Netzgesellschaft mbH;Jahresabschluss;PwC
E.6 Personalstand; 64 ;2016;MDN Main-Donau Netzgesellschaft mbH;Jahresabschluss;PwC
Während des Berichtsjahres war im Jahresdurchschnitt die folgende Anzahl an Arbeitnehmern beschäftigt:; 64 ;2016;MDN Main-Donau Netzgesellschaft mbH;Jahresabschluss;PwC
"2016 2015
Arbeitnehmer 355 357
Auszubildende 5 7"; 64 ;2016;MDN Main-Donau Netzgesellschaft mbH;Jahresabschluss;PwC
E.7 Konzernzugehörigkeit; 75, 76 ;2016;MDN Main-Donau Netzgesellschaft mbH;Jahresabschluss;PwC
