; Annotierung (Angabe Nummer in Anahngscheckliste) ;Geschäftsjahr;Gesellschaft;Abschlussart;Prüfer
Forderungen in Fremdwährung mit einer Restlaufzeit von mehr als einem Jahr werden mit ihrem Umrechnungskurs bei Rechnungsstellung oder dem niedrigeren Mittelkurs am Bilanzstichtag bewertet. Forderungen und Verbindlichkeiten in fremder Währung und mit einer Restlaufzeit von weniger als einem Jahr werden mit dem Devisenkassamittelkurs am Bilanzstichtag bewertet.; 8.0 ;2016; apetito AG;Jahresabschluss;PwC
Erlöse aus dem Verkauf von Produkten und dem Verkauf sowie der Vermietung von Küchen- und Gerätetechnik werden nach dem bilanziellen Realisationsprinzip erfasst, wenn die geschuldete Lieferung und Leistung erbracht wurde und der Gefahrenübergang erfolgt ist. Kundenskonti und -rabatte sowie Warenrückgaben werden periodengerecht umsatzmindernd entsprechend den zugrunde liegenden Grundsätzen verbucht. Dienstleistungsumsätze werden erfasst, sobald die Dienstleistung erbracht ist. Bei Vermietung werden die Umsätze periodengerecht übereinstimmend mit den jeweiligen Vertragsbedingungen erfasst.; 8.0 ;2016; apetito AG;Jahresabschluss;PwC
Betriebliche Aufwendungen werden mit Inanspruchnahme der Leistung bzw. zum Zeitpunkt ihrer Verursachung ergebniswirksam.; 8.0 ;2016; apetito AG;Jahresabschluss;PwC
Zinsen werden im Zeitpunkt der Entstehung als Aufwand bzw. Ertrag erfasst.; 8.0 ;2016; apetito AG;Jahresabschluss;PwC
"Erläuterungen zur Bilanz
";;2016; apetito AG;Jahresabschluss;PwC
"Die Entwicklung der einzelnen Posten des Anlagevermögens ist im beigefügten Anlagengitter (Anlage zum Anhang) dargestellt.

"; 4.1 ;2016; apetito AG;Jahresabschluss;PwC
"Forderungen und sonstige Vermögensgegenstände

"; 4.25 ;2016; apetito AG;Jahresabschluss;PwC
"31.12.2016
TEUR davon mit einer Restlaufzeit von mehr als 1 Jahr
TEUR 31.12.2015
TEUR davon mit einer Restlaufzeit von mehr als 1 Jahr
TEUR
Forderungen aus Lieferungen und Leistungen 16.797 3.568 17.608 3.847
Forderungen gegen verbundene Unternehmen 42.816 0 32.314 0
Forderungen gegen Beteiligungsunternehmen 353 0 277 0
Sonstige Vermögensgegenstände 4.514 848 3.544 939
  64.480 4.416 53.743 4.786"; 4.25 ;2016; apetito AG;Jahresabschluss;PwC
"Von den Forderungen gegen verbundene Unternehmen betreffen TEUR 3.205 Forderungen aus Lieferungen und Leistungen (Vorjahr: TEUR 3.094) und im Übrigen Forderungen aus Darlehen und dem Cash-Pooling.

"; 4.25, 6 ;2016; apetito AG;Jahresabschluss;PwC
"Latente Steuern

"; 4.35, 27 ;2016; apetito AG;Jahresabschluss;PwC
"Aktive latente Steuern resultieren aus unterschiedlichen Wertansätzen zwischen Handels- und Steuerbilanz in den Bereichen Sachanlagevermögen (TEUR 1.752; Vorjahr: TEUR 2.101), Beteiligung an der apetito convenience AG & Co. KG, Rheine, (TEUR 1.285, Vorjahr: TEUR 1.000), Beteiligung an der Menülogistik (TEUR 15, Vorjahr: TEUR 6), Vorräte (TEUR 2, Vorjahr: TEUR 0), Forderungen und sonstige Vermögensgegenstände (TEUR 56, Vorjahr: TEUR 93) und Rückstellungen (TEUR 2.444; Vorjahr: TEUR 2.658). Darüber hinaus führen ungenutzte steuerliche Verlustvorträge zu aktiven latenten Steuern in Höhe von TEUR 0 (Vorjahr: TEUR 417)."; 4.35, 27 ;2016; apetito AG;Jahresabschluss;PwC
"Passive latente Steuern resultieren aus unterschiedlichen Wertansätzen in der Steuer- und Handelsbilanz in Bezug auf die Beteiligung an der COSTA Meeresspezialitäten GmbH & Co. KG, Emden, (TEUR 666; Vorjahr: TEUR 544) sowie auf immaterielles Anlagevermögen (TEUR 0; Vorjahr: TEUR 100)."; 4.64, 27 ;2016; apetito AG;Jahresabschluss;PwC
"Aufgrund des Überhangs der aktiven latenten Steuern wird vom Wahlrecht des § 274 Abs. 1 Satz 2 HGB Gebrauch gemacht und auf einen Ansatz dieses Überhangs verzichtet.

"; 4.35, 27 ;2016; apetito AG;Jahresabschluss;PwC
"Eigenkapital

"; 4.37 ;2016; apetito AG;Jahresabschluss;PwC
Das Grundkapital ist eingeteilt in 300.000 auf den Inhaber lautende nennwertlose Stückaktien. Alle Stückaktien sind Stammaktien.; 4.38, 32 ;2016; apetito AG;Jahresabschluss;PwC
"Die Kapitalrücklage wird in unveränderter Höhe zum Vorjahr ausgewiesen.

"; 4.39, 34 ;2016; apetito AG;Jahresabschluss;PwC
"Der Bilanzgewinn hat sich im Berichtsjahr wie folgt entwickelt:

"; 4.45, 4.46, 37, 78 ;2016; apetito AG;Jahresabschluss;PwC
"TEUR
Stand am 31. Dezember 2015 180.527
Ausschüttung Geschäftsjahr 2015 -61.200
Jahresüberschuss Geschäftsjahr 2016 50.902
Stand am 31. Dezember 2016 170.229"; 4.45, 4.46, 37, 78 ;2016; apetito AG;Jahresabschluss;PwC
Sond erposten für Investitionszuschüsse zum Anlagevermögen;;2016; apetito AG;Jahresabschluss;PwC
"Ausgewiesen werden steuerfreie Investitionszulagen zum Anlagevermögen gemäß § 1 InvZulG, von denen im Berichtsjahr TEUR 1 (Vorjahr: TEUR 1) aufgelöst wurden. Die Auflösung wird unter den sonstigen betrieblichen Erträgen ausgewiesen.

";;2016; apetito AG;Jahresabschluss;PwC
Rückstellungen; 4.47 ;2016; apetito AG;Jahresabschluss;PwC
Die sonstigen Rückstellungen wurden u.a. für Gratifikationen, Resturlaubsansprüche, Gleitzeitkonten, Abfindungen, Jubiläumszahlungen, ausstehende Rechnungen, Jahresabschlusskosten, drohende Verluste und andere ungewisse Verbindlichkeiten gebildet.; 4.50, 47 ;2016; apetito AG;Jahresabschluss;PwC
Verbindlichkeiten; 4.51 ;2016; apetito AG;Jahresabschluss;PwC
"31.12.2016
TEUR Davon von mit einer Restlaufzeit von bis zu 1 Jahr
TEUR
Verbindlichkeiten aus Lieferungen und Leistungen 15.798 15.798
Verbindlichkeiten gegenüber verbundenen Unternehmen 888 888
Verbindlichkeiten gegenüber Unternehmen, mit denen ein Beteiligungsverhältnis besteht 448 448
Sonstige Verbindlichkeiten 4.973 4.973
(davon aus Steuern: TEUR 1.032)    
  22.107 22.107
31.12.2015
TEUR Davon mit einer Restlaufzeit von bis zu 1 Jahr
TEUR
Verbindlichkeiten aus Lieferungen und Leistungen 17.237 17.237
Verbindlichkeiten gegenüber verbundenen Unternehmen 645 645
Verbindlichkeiten gegenüber Unternehmen, mit denen ein Beteiligungsverhältnis besteht 600 600
Sonstige Verbindlichkeiten 4.146 4.146
davon aus Steuern: TEUR 1.035    
  22.628 22.628"; 4.51 ;2016; apetito AG;Jahresabschluss;PwC
Von den Verbindlichkeiten gegenüber verbundenen Unternehmen betreffen TEUR 396 Verbindlichkeiten aus Lieferungen und Leistungen (Vorjahr: TEUR 386). Die übrigen Verbindlichkeiten gegenüber verbundenen Unternehmen betreffen sonstige Verbindlichkeiten.; 4.58, 6 ;2016; apetito AG;Jahresabschluss;PwC
Die Verbindlichkeiten gegenüber Beteiligungsunternehmen betreffen wie im Vorjahr ausschließlich Verbindlichkeiten aus Lieferungen und Leistungen.; 4.59, 6 ;2016; apetito AG;Jahresabschluss;PwC
Haftungsverhältnisse; 54 ;2016; apetito AG;Jahresabschluss;PwC
Die apetito AG hat gegenüber der apetito (Canada) Holdings Ltd., Whithorse / Kanada, erklärt, diese bis Ende Februar 2018 bei Bedarf mit zusätzlichen finanziellen Mitteln auszustatten. Dabei ist die Garantie auf TCAD 1.000 (umgerechnet zum Stichtagskurs: TEUR 705) beschränkt. Auf Grundlage der aktuellen Unternehmensplanung stufen wir die Eintrittswahrscheinlichkeit einer Inanspruchnahme und ein damit verbundenes Risiko als sehr gering ein.; 54, 55 ;2016; apetito AG;Jahresabschluss;PwC
Daneben bestehen Mietbürgschaften über insgesamt TEUR 332 (Vorjahr: TEUR 304). In der Vergangenheit ist die Gesellschaft aus derartigen Bürgschaften noch nicht in Anspruch genommen worden, aufgrund der Analyse der Bonität des Schuldners stufen wir die Eintrittswahrscheinlichkeit einer Inanspruchnahme und ein damit verbundenes Risiko als sehr gering ein.; 54, 55 ;2016; apetito AG;Jahresabschluss;PwC
Sonstige finanzielle Verpflichtungen; 83 ;2016; apetito AG;Jahresabschluss;PwC
Es bestehen Leasing-, Miet- und Wartungsverträge. Daraus ergeben sich mittel- bis langfristig folgende jährliche Verpflichtungen:; 83 ;2016; apetito AG;Jahresabschluss;PwC
"Bestellobligo
TEUR Leasing
TEUR Miete
TEUR Wartung, Dienstleistung
TEUR Summe
TEUR
2017 6.255 1.320 2.203 4.027 13.805
2018 0 971 977 242 2.190
2019 0 609 780 149 1.538
2020 0 357 548 91 997
2021 0 97 438 0 535
  6.255 3.354 4.947 4.509 19.065"; 83 ;2016; apetito AG;Jahresabschluss;PwC
Erläuterungen zur Gewinn- und Verlustrechnung;;2016; apetito AG;Jahresabschluss;PwC
Umsatzerlöse; 4.66 ;2016; apetito AG;Jahresabschluss;PwC
Aufgrund der Erstanwendung des BilRUG im Geschäftsjahr 2016 sind die Umsatzerlöse nach § 277 Abs. 1 HGB nicht mit denen des Vorjahres vergleichbar. Die gemäß BilRUG nunmehr in den Umsatzerlösen berücksichtigten Erträge aus Konzernumlagen, sonstigen Umlagen, sonstigen Erlösen und Mieterlöse aus Anlagevermögen in Höhe von insgesamt T€ 11.760 wurden bisher in den sonstigen betrieblichen Erträgen ausgewiesen. Bei Anwendung des BilRUG im Vorjahr hätten sich Umsatzerlöse in Höhe von T€ 289.846 ergeben.; 4.66, 2, 59 ;2016; apetito AG;Jahresabschluss;PwC
Die Umsatzerlöse der apetito AG gliedern sich wie folgt:; 4.66, 58 ;2016; apetito AG;Jahresabschluss;PwC
"2016
TEUR Vorjahr
TEUR
Tiefkühlwaren 282.328 270.970
Gerätegeschäft 7.879 6.701
Konzernumlage 9.409 0
Sonstige Umlagen 1.631 0
Übrige 935 432
  302.182 278.103"; 4.66, 58 ;2016; apetito AG;Jahresabschluss;PwC
Die Umsatzerlöse wurden überwiegend im Inland erzielt.; 4.66, 58 ;2016; apetito AG;Jahresabschluss;PwC
Sonstige betriebliche Erträge; 4.69 ;2016; apetito AG;Jahresabschluss;PwC
Hinsichtlich der Effekte aus der BilRUG-Erstanwendung verweisen wir auf die Erläuterungen bei den Umsatzerlösen.;;2016; apetito AG;Jahresabschluss;PwC
"Die sonstigen betrieblichen Erträge enthalten Erträge aus der Auflösung des Sonderpostens für Investitionszulagen zum Anlagevermögen (TEUR 1; Vorjahr: TEUR 1) sowie Kursgewinne (TEUR 1.044; Vorjahr: TEUR 44). Ebenfalls enthalten sind periodenfremde Erträge gem. § 285 Nr. 32 HGB in Höhe von T€ 227."; 4.69, 65, 67 ;2016; apetito AG;Jahresabschluss;PwC
Personalaufwand; 4.73 ;2016; apetito AG;Jahresabschluss;PwC
Im Personalaufwand werden Aufwendungen für Altersversorgung in Höhe von TEUR 163 (Vorjahr: TEUR 1.308) ausgewiesen.; 4.73 ;2016; apetito AG;Jahresabschluss;PwC
Sonstige betriebliche Aufwendungen; 4.80 ;2016; apetito AG;Jahresabschluss;PwC
Im abgelaufenen Geschäftsjahr sind gem. § 285 Nr. 31 HGB keine Aufwendungen von außergewöhnlicher Größenordnung oder Bedeutung angefallen. Die sonstigen betrieblichen Aufwendungen des Vorjahres enthalten mit T€ 1.135 Aufwendungen, die im Vorjahresabschluss als außerordentliche Aufwendungen ausgewiesen waren; 4.80, 68 ;2016; apetito AG;Jahresabschluss;PwC
Die sonstigen betrieblichen Aufwendungen enthalten Aufwendungen aus der Währungsumrechnung in Höhe von TEUR 317 (Vorjahr: TEUR 713) und Zuführungen zu Wertberichtigungen auf Darlehensforderungen von TEUR 0 (Vorjahr: TEUR 1.869).; 4.80, 67 ;2016; apetito AG;Jahresabschluss;PwC
Die Dienstleistungen gegenüber verbundenen Unternehmen beinhalten eine Gutschrift an eine Tochterpersonengesellschaft, deren gewerbesteuerliche Verlustvorträge im Geschäftsjahr und im Vorjahr für die steuerliche Gewinnermittlung verrechnet werden konnten. Der voraussichtliche Effekt auf die Ertragsteuerbelastung der apetito AG wurde gemäß einer bestehenden Erstattungsvereinbarung an die Tochtergesellschaft weitergegeben.; 4.80 ;2016; apetito AG;Jahresabschluss;PwC
Erträge aus Beteiligungen; 4.81 ;2016; apetito AG;Jahresabschluss;PwC
Die Erträge aus Beteiligungen betreffen wie im Vorjahr ausschließlich verbundene Unternehmen.; 4.81 ;2016; apetito AG;Jahresabschluss;PwC
Zinserträge und Zinsaufwendungen; 4.85, 4.88 ;2016; apetito AG;Jahresabschluss;PwC
Von den Zinserträgen betreffen TEUR 471 (Vorjahr: TEUR 597) verbundene Unternehmen. Die Aufzinsung von langfristigen Forderungen führte im Berichtsjahr zu einem Zinsertrag von TEUR 133 (Vorjahr: TEUR 205).; 4.85, 66 ;2016; apetito AG;Jahresabschluss;PwC
Von den Zinsaufwendungen betreffen TEUR 7 (Vorjahr: TEUR 8) verbundene Unternehmen und TEUR 576 (Vorjahr: TEUR 621) die Aufzinsung von langfristigen Rückstellungen.; 4.88, 66 ;2016; apetito AG;Jahresabschluss;PwC
Steuern vom Einkommen und vom Ertrag; 4.90 ;2016; apetito AG;Jahresabschluss;PwC
Die Steuern vom Einkommen und vom Ertrag setzen sich aus Gewerbeertragsteuer, Körperschaftsteuer und Solidaritätszuschlag zusammen und belasten das Ergebnis nach Steuern. Darin sind TEUR 699 (Vorjahr: TEUR 82) Erträge aus Steuererstattungen (periodenfremde Erträge) für Vorjahre enthalten.; 4.90, 65 ;2016; apetito AG;Jahresabschluss;PwC
Weitere Angaben und Erläuterungen;;2016; apetito AG;Jahresabschluss;PwC
Aufstellung des Anteilsbesitzes der apetito AG; 94 ;2016; apetito AG;Jahresabschluss;PwC
