; Annotierung (Angabe Nummer in Anahngscheckliste) ;Geschäftsjahr;Gesellschaft;Abschlussart;Prüfer
"Die Rückstellungen für Altersteilzeit-, Jubiläums- und Sterbegeldverpflichtungen sowie mittelbare Altersversorgung (Erstattungszahlungen an das Bundeseisenbahnvermögen (im Folgenden: BEV) aufgrund bestehender Beamtenversorgungszusagen) werden nach versicherungsmathematischen Berechnungsverfahren (Anwartschaftsbarwertmethode) sowie grundlegenden Annahmen der Berechnung gemäß den Richttafeln 2005 G von Prof. Dr. Klaus Heubeck bewertet. Dabei werden fristenkongruente durchschnittliche Marktzinssätze der vergangenen sieben Geschäftsjahre in Höhe von 1,75 % (Altersteilzeit) und 2,50 %
(Jubiläum, Sterbegeld und mittelbare Altersversorgung) angewendet. Der Zinssatz zur Berechnung der Haftpflichtrenten beläuft sich auf 3,22 %."; 8.50 ;2016;DB Fernverkehr AG;Jahresabschluss;PwC
Die Bewertung der Steuerrückstellungen erfolgt in Höhe des nach vernünftiger kaufmännischer Beurteilung notwendigen Erfüllungsbetrages.; 8.49 ;2016;DB Fernverkehr AG;Jahresabschluss;PwC
Die Rückstellungen tragen allen erkennbaren bilanzierungspflichtigen Risiken Rechnung. Soweit Aufwendungen wahrscheinliche aber ihrem Eintrittszeitpunkt nach unbestimmte Verpflichtungen gegenüber Dritten darstellen, werden sie bei den sonstigen Rückstellungen bilanziert.; 8.50 ;2016;DB Fernverkehr AG;Jahresabschluss;PwC
Die Bewertung der sonstigen Rückstellungen erfolgt in Höhe des nach vernünftiger kaufmännischer Beurteilung notwendigen Erfüllungsbetrages. Künftige Preis- und Kostensteigerungen wurden bei der Ermittlung der Rückstellungen berücksichtigt.; 8.50 ;2016;DB Fernverkehr AG;Jahresabschluss;PwC
Die sonstigen Rückstellungen werden auf Vollkostenbasis ermittelt. Risiken für nicht abgeschlossene Schadensfälle und Prozesse werden grundsätzlich erst ab einer Eintrittswahrscheinlichkeit von 50 % erfasst.; 8.50 ;2016;DB Fernverkehr AG;Jahresabschluss;PwC
Rückstellungen mit einer Restlaufzeit von über einem Jahr werden mit dem fristenkongruenten durchschnittlichen Marktzinssatz der vergangenen sieben Geschäftsjahre der Deutschen Bundesbank abgezinst. Aufwendungen und Erträge aus Änderungen des Abzinsungssatzes und Zinseffekte geänderter Schätzungen der Restlaufzeit werden im Zinsergebnis ausgewiesen.; 8.47 ;2016;DB Fernverkehr AG;Jahresabschluss;PwC
Verbindlichkeiten sind mit ihrem Erfüllungsbetrag ausgewiesen.; 8.51 ;2016;DB Fernverkehr AG;Jahresabschluss;PwC
Vor dem Bilanzstichtag getätigte Ausgaben bzw. Einnahmen, die Aufwand bzw. Ertrag für eine bestimmte Zeit nach diesem Tag darstellen, werden als aktive bzw. passive Rechnungsabgrenzungsposten ausgewiesen.; 8.63 ;2016;DB Fernverkehr AG;Jahresabschluss;PwC
Aufgrund der bestehenden steuerlichen Organschaft werden keine latenten Steuern bilanziert.; 8.64 ;2016;DB Fernverkehr AG;Jahresabschluss;PwC
Forderungen gegen und Verbindlichkeiten gegenüber Unternehmen, mit denen ein Beteiligungsverhältnis besteht, betreffen Beteiligungsunternehmen der DB AG.; 8.27, 8.58 ;2016;DB Fernverkehr AG;Jahresabschluss;PwC
Die Tätigkeit der zugewiesenen Beamten im DB-Konzern beruht auf einer gesetzlichen Zuweisung im Rahmen des Eisenbahnneuordnungsgesetzes (ENeuOG), Art. 2 § 12. Für die Arbeitsleistung der zugewiesenen Beamten erstattet die DB Fernverkehr AG dem BEV die Kosten, die anfallen würden, wenn anstelle des zugewiesenen Beamten eine Tarifkraft als Arbeitnehmer beschäftigt werden würde (Als-ob-Abrechnung). Deshalb werden die dem BEV erstatteten Personalkosten der zugewiesenen Beamten aufgrund der wirtschaftlichen Betrachtungsweise unter den Personalaufwendungen ausgewiesen.; 8.73 ;2016;DB Fernverkehr AG;Jahresabschluss;PwC
Anfallende Aufwendungen für Abfindungszahlungen werden im Personalaufwand ausgewiesen, da es sich regelmäßig um Entgelte für im Rahmen des Beschäftigungsverhältnisses geleistete Dienste handelt.; 8.73 ;2016;DB Fernverkehr AG;Jahresabschluss;PwC
Abweichend von der in § 275 Abs. 2 HGB vorgeschriebenen Gliederung der Gewinn- und Verlustrechnung werden die sonstigen Steuern nicht unter dem hierfür vorgesehenen Posten Nr. 16 erfasst, da es sich hierbei um Kostensteuern handelt. Diese werden unter den sonstigen betrieblichen Aufwendungen ausgewiesen.;;2016;DB Fernverkehr AG;Jahresabschluss;PwC
Erläuterungen zur Bilanz;;2016;DB Fernverkehr AG;Jahresabschluss;PwC
(2) Anlagevermögen; 4.1 ;2016;DB Fernverkehr AG;Jahresabschluss;PwC
Die Entwicklung des Anlagevermögens ist dem Anlagengitter zu entnehmen.; 15, 16 ;2016;DB Fernverkehr AG;Jahresabschluss;PwC
Der gemäß § 285 Nr. 22 HGB auszuweisende Gesamtbetrag der Forschungs- und Entwicklungskosten beträgt 4 Mio. €, von denen 4 Mio. € in den selbst geschaffenen immateriellen Vermögensgegenständen des Anlagevermögens aktiviert wurden.; 4.3, 13 ;2016;DB Fernverkehr AG;Jahresabschluss;PwC
Erhaltene Zuschüsse in Höhe von 10 T€ (im Vorjahr: 3.126 T€) sind von den Anschaffungs- und Herstellungskosten der Anlagen abgesetzt.; 4.7 ;2016;DB Fernverkehr AG;Jahresabschluss;PwC
Im Geschäftsjahr wurden keine (im Vorjahr: 1 Mio. €) außerplanmäßigen Abschreibungen vorgenommen.; 4.1, 63 ;2016;DB Fernverkehr AG;Jahresabschluss;PwC
(3) Vorräte; 4.20 ;2016;DB Fernverkehr AG;Jahresabschluss;PwC
"in Mio. € 2016 2015
Hilfs- und Betriebsstoffe 77 68
Unfertige Erzeugnisse, unfertige Leistungen 3 3
Waren 1 1
Insgesamt 81 72"; 4.20 ;2016;DB Fernverkehr AG;Jahresabschluss;PwC
Wertberichtigungen zur Berücksichtigung des strengen Niederstwertprinzips und Reichweitenabschläge sind in Höhe von 35 Mio. € (im Vorjahr: 31 Mio. €) gebildet.; 4.20 ;2016;DB Fernverkehr AG;Jahresabschluss;PwC
Im Berichtsjahr wurden Materialien mit einem Lagerwert von 2 Mio. € (im Vorjahr: 2 Mio. €) verschrottet.; 4.20 ;2016;DB Fernverkehr AG;Jahresabschluss;PwC
(4) Forderungen und sonstige Vermögensgegenstände; 4.25 ;2016;DB Fernverkehr AG;Jahresabschluss;PwC
"in Mio. € 2016
davon Restlaufzeit mehr
als 1 Jahr 2015
Forderungen aus Lieferungen und Leistungen 99 36 32
Forderungen gegen verbundene Unternehmen 1.253 - 1.492
in Mio. € 2016
davon Restlaufzeit mehr
als 1 Jahr 2015
Forderungen gegen Unternehmen, mit denen ein Beteiligungsverhältnis besteht 1 - 0
Sonstige Vermögensgegenstände 4 0 3
Insgesamt 1.357 36 1.527"; 4.25 ;2016;DB Fernverkehr AG;Jahresabschluss;PwC
Die Wertberichtigungen auf Forderungen und sonstige Vermögensgegenstände belaufen sich auf 5 Mio. € (im Vorjahr: 22 Mio. €).; 4.25 ;2016;DB Fernverkehr AG;Jahresabschluss;PwC
Die Forderungen gegen verbundene Unternehmen betreffen mit 1.145 Mio. € (im Vorjahr: 1.263 Mio. €) Forderungen aus Cashpooling gegen die Gesellschafterin DB AG (im Vorjahr gg. die DB ML AG). In den Forderungen gegen verbundene Unternehmen sind Forderungen aus Lieferungen und Leistungen in Höhe von 107 Mio. € (im Vorjahr: 228 Mio. €) enthalten.; 4.28, 6 ;2016;DB Fernverkehr AG;Jahresabschluss;PwC
(5) Aktive Rechnungsabgrenzungsposten; 4.35 ;2016;DB Fernverkehr AG;Jahresabschluss;PwC
Unter den Aktiven Rechnungsabgrenzungsposten werden im Wesentlichen Vorauszahlungen für Versicherungsleistungen ausgewiesen.; 4.35 ;2016;DB Fernverkehr AG;Jahresabschluss;PwC
(6) Gezeichnetes Kapital; 4.38 ;2016;DB Fernverkehr AG;Jahresabschluss;PwC
Das gezeichnete Kapital der DB Fernverkehr AG beträgt 512 Mio. €. Das Grundkapital ist eingeteilt in 512.000.000 auf den Inhaber lautende nennwertlose Stückaktien. Die Anteile werden vollständig von der DB AGgehalten.; 4.38, 32 ;2016;DB Fernverkehr AG;Jahresabschluss;PwC
(7) Kapitalrücklage; 4.39,  ;2016;DB Fernverkehr AG;Jahresabschluss;PwC
Die Kapitalrücklage weist per 31. Dezember 2016 unverändert einen Betrag in Höhe von 1.570 Mio. € aus.; 4.39, 34 ;2016;DB Fernverkehr AG;Jahresabschluss;PwC
(8) Gewinnrücklagen; 4.40 ;2016;DB Fernverkehr AG;Jahresabschluss;PwC
Die Gewinnrücklagen betreffen andere Gewinnrücklagen und weisen per 31. Dezember 2016 einen Betrag in Höhe von 4 Mio. € (im Vorjahr: 4 Mio. €) aus.; 4.40, 35 ;2016;DB Fernverkehr AG;Jahresabschluss;PwC
(9) Rückstellungen; 4.47 ;2016;DB Fernverkehr AG;Jahresabschluss;PwC
"in Mio. € 2016 2015
Rückstellungen für Pensionen und ähnliche Verpflichtungen 6 6
Steuerrückstellungen 6 6
Sonstige Rückstellungen 258 257
Insgesamt 270 269"; 4.47 ;2016;DB Fernverkehr AG;Jahresabschluss;PwC
Bei den Rückstellungen für Pensionen und ähnliche Verpflichtungen wurden im abgelaufenen Geschäftsjahr 106 T€ zugeführt (im Vorjahr: 399 T€).; 4.48 ;2016;DB Fernverkehr AG;Jahresabschluss;PwC
Weitere 276 T€ wurden im Rahmen von Personalübergängen an andere Konzerngesellschaften übertragen (im Vorjahr: 436 T€).; 4.48 ;2016;DB Fernverkehr AG;Jahresabschluss;PwC
"Am 13. Dezember 2012 haben die DB ML AG und die DB Fernverkehr AG mit Wirkung zum 31. Dezember 2012 den schuldbefreienden Schuldbeitritt der DB ML AG mit Erfüllungsübernahme im Innenverhältnis bezüglich bestimmter von der DB Fernverkehr AG an ihre aktiven und ehemaligen Mitarbeiter erteilten Pensionszusagen vereinbart. Im Gegenzug hat die DB Fernverkehr AG eine Zahlung in Höhe des nach handelsrechtlichen Bewertungsgrundsätzen ermittelten Barwerts der Pensionsverpflichtungen geleistet. Die Vereinbarung des Schuldbeitritts gilt auch für die Zukunft. Dementsprechend erfasst die DB Fernverkehr
AG den Dienstzeitaufwand des laufenden Jahres (5 Mio. €, im Vorjahr: 4 Mio. €) und leistet für die Schuldübernahme eine Zahlung in gleicher Höhe an die DB AG."; 4.48 ;2016;DB Fernverkehr AG;Jahresabschluss;PwC
"Der Schuldbeitritt umfasst auch die im Rahmen von konzerninternen Mitarbeiterübergängen übernommenen Pensionsverpflichtungen. Die dabei von den abgebenden Gesellschaften erhaltenen Zahlungen für die Übernahme der vom Schuldbeitritt erfassten Pensionsverpflichtungen werden im Zuge der Schuldübernahme an die DB AG weitergeleitet (682 T€; Vorjahr: 463 T€)."; 4.48 ;2016;DB Fernverkehr AG;Jahresabschluss;PwC
"Der Schuldbeitritt umfasst auch die im Rahmen von konzerninternen Mitarbeiterübergängen übertragenen Pensionsverpflichtungen. Die dabei von der DB Fernverkehr AG an die aufnehmenden Gesellschaften geleisteten Zahlungen für die Übernahme der vom Schuldbeitritt erfassten Pensionsverpflichtungen werden im Zuge der Schuldübernahme von der DB AG erstattet (730 T€; im Vorjahr: 503 T€)."; 4.48 ;2016;DB Fernverkehr AG;Jahresabschluss;PwC
Die vom Schuldbeitritt erfassten Pensionsrückstellungen werden bei der DB AG bilanziert. Die DB Fernverkehr AG und die DB AG haften für alle bisherigen und zukünftigen Ansprüche der Pensionsberechtigten der Gesellschaft als Gesamtschuldner.; 4.48 ;2016;DB Fernverkehr AG;Jahresabschluss;PwC
Die ähnlichen Verpflichtungen enthalten arbeitnehmerfinanzierte Pensionsverpflichtungen (Deferred Compensation) in Höhe von 6 Mio. € (im Vorjahr: 6 Mio. €).; 4.48 ;2016;DB Fernverkehr AG;Jahresabschluss;PwC
Aufgrund des bestehenden umsatz- und ertragsteuerlichen Organschaftsverhältnisses berücksichtigen die Steuerrückstellungen ausschließlich Lohnsteuerrisiken.; 4.49 ;2016;DB Fernverkehr AG;Jahresabschluss;PwC
Die sonstigen Rückstellungen setzen sich wie folgt zusammen:; 4.50, 47 ;2016;DB Fernverkehr AG;Jahresabschluss;PwC
"in Mio. € 2016 2015
Verpflichtungen im Personalbereich 96 84
Verpflichtungen aus der Anmietung von Fahrzeugen 26 33
Unterlassene Instandhaltung 39 39
Technikrisiken 33 37
Übrige Risiken 64 64
Insgesamt 258 257"; 4.50, 47 ;2016;DB Fernverkehr AG;Jahresabschluss;PwC
Die Verpflichtungen im Personalbereich betreffen vor allem Rückstellungen für Interessenausgleich, Urlaubsansprüche, Tantieme sowie Jubiläumszuwendungen.; 4.50, 47 ;2016;DB Fernverkehr AG;Jahresabschluss;PwC
Die übrigen Risiken fassen alle weiteren ungewissen Verbindlichkeiten zusammen. Darin enthalten sind im Wesentlichen ausstehende Abrechnungen für erhaltene Lieferungen und Leistungen sowie Erlösschmälerungen.; 4.50, 47 ;2016;DB Fernverkehr AG;Jahresabschluss;PwC
Bei der DB AG ist zentral eine Rückstellung für Archivierungskosten sowie für Kosten künftiger Betriebsprüfungen gebildet.; 4.50 ;2016;DB Fernverkehr AG;Jahresabschluss;PwC
"Das im Rahmen von Pensionsrückstellungen und ähnlichen Verpflichtungen bestehende Deckungsvermögen wird in Höhe von 6 Mio. € (beizulegender Zeitwert; Anschaffungskosten 4 Mio. €) mit den korrespondierenden Pensionsverpflichtungen (6 Mio. €) verrechnet."; 4.48, 44 ;2016;DB Fernverkehr AG;Jahresabschluss;PwC
Das im Rahmen der Wertguthaben für Langzeitkonten bestehende Treuhandvermögen (14 Mio. €) wird mit der korrespondierenden Rückstellung (14 Mio. €) verrechnet.;;2016;DB Fernverkehr AG;Jahresabschluss;PwC
Dem gemäß § 268 Abs. 8 HGB ansonsten zur Abführung gesperrten Betrag stehen ausreichend freie Rücklagen (1.574 Mio. €) gegenüber, so dass keine Abführungssperre entstanden ist.; 38 ;2016;DB Fernverkehr AG;Jahresabschluss;PwC
(10) Verbindlichkeiten; 4.51 ;2016;DB Fernverkehr AG;Jahresabschluss;PwC
"in Mio. € 2016 davon mit Restlaufzeit 2015
bis 1 Jahr größer 1 Jahr über 5 Jahre
Erhaltene Anzahlungen auf Bestellungen
0 0 - - 0
in Mio. € 2016 davon mit Restlaufzeit 2015
bis 1 Jahr größer 1 Jahr über 5 Jahre
Verbindlichkeiten aus Lieferungen
und Leistungen
176 176 0 - 166
Verbindlichkeiten gegenüber verbundenen
Unternehmen
429 429 - - 413
Verbindlichkeiten gegenüber Unternehmen,
mit denen ein Beteiligungsverhältnis
besteht
0 0 - - 0
Sonstige Verbindlichkeiten 42 42 - - 11
davon aus Steuern (7) (7) (-) (-) (7)
davon im Rahmen der sozialen Sicherheit
(0) (0) (-) (-) (1)
Insgesamt 647 647 0 - 590
davon zinspflichtig (-) (-) (-) (-) (-)"; 4.51, 49, 50 ;2016;DB Fernverkehr AG;Jahresabschluss;PwC
Die Verbindlichkeiten gegenüber verbundenen Unternehmen betreffen im Wesentlichen mit 231 Mio. € (im Vorjahr ggü. der DB ML AG: 186 Mio. €) die Gesellschafterin DB AG und resultieren mit 136 Mio. € (im Vorjahr ggü. der DB ML AG: 171 Mio. €) aus der Gewinnabführung. Gegenüber der DB AG als Organträgerin bestehen Verbindlichkeiten aus der umsatzsteuerlichen Organschaft von 88 Mio. € (im Vorjahr: 57 Mio. €). Verbindlichkeiten aus Lieferungen und Leistungsbeziehungen mit verbundenen Unternehmen bestehen in Höhe von 169 Mio. € (im Vorjahr: 179 Mio. €).; 4.58, 6 ;2016;DB Fernverkehr AG;Jahresabschluss;PwC
(11) Passive Rechnungsabgrenzungsposten; 4.63 ;2016;DB Fernverkehr AG;Jahresabschluss;PwC
"in Mio. € 2016 2015
Erlösabgrenzungen 331 330
Sonstige passive Rechnungsabgrenzung 0 0
Insgesamt 331 330"; 4.63 ;2016;DB Fernverkehr AG;Jahresabschluss;PwC
