Anhang;Annotierung;Gesch„ftsjahr;Gesellschaft;Abschlussart;Prfer
Die flssigen Mittel sind zum Nominalwert am Bilanzstichtag angesetzt.;8.33;2016;Caverion Deutschland GmbH;Jahresabschluss;PwC
"Rechnungsabgrenzungsposten sind zu Nominalwerten bewertet und werden auf der Aktivseite fr Auszahlungen vor dem Stichtag
ausgewiesen, soweit sie Aufwand fr eine bestimmte Zeit nach diesem Tag darstellen.";8.34;2016;Caverion Deutschland GmbH;Jahresabschluss;PwC
Das gezeichnete Kapital wird zum Nennwert bilanziert.;8.38;2016;Caverion Deutschland GmbH;Jahresabschluss;PwC
"Die Pensionsrckstellungen sind nach dem Anwartschaftsbarwertverfahren unter Verwendung der Heubeck Richttafeln 2005G
ermittelt. Die Rckstellungen wurden pauschal mit dem von der Deutschen Bundesbank ver”ffentlichten durchschnittlichen
Marktzinssatz der vergangenen zehn Jahre abgezinst, der sich bei einer angenommenen Restlaufzeit von 15 Jahren ergibt (õ 253
Abs. 2 Satz 2 HGB). Dieser Zinssatz betr„gt 4,00 %. Bei der Ermittlung der Rckstellungen fr Pensionen und „hnliche
Verpflichtungen wurden j„hrliche Lohn- und Gehaltssteigerungen von 3,0 % und Rentensteigerungen von j„hrlich 2,25 % sowie eine
Fluktuation on 0,0 % zugrunde gelegt. Der Unterschiedsbetrag nach õ 253 Abs. 6 HGB zwischen dem Ansatz der Rckstellungen
nach Maágabe des entsprechenden durchschnittlichen Marktzinssatzes aus den vergangenen zehn Gesch„ftsjahren und dem Ansatz
der Rckstellungen nach Maágabe des entsprechenden durchschnittlichen Marktzinssatzes aus den vergangenen sieben
Gesch„ftsjahren betr„gt TEUR 2.210.";8.47, 8.48, 34;2016;Caverion Deutschland GmbH;Jahresabschluss;PwC
"Die sonstigen Rckstellungen wurden in H”he der voraussichtlichen Erfllungsbetr„ge nach dem Grundsatz vernnftiger
kaufm„nnischer Beurteilung dotiert und bercksichtigen alle ungewissen Verbindlichkeiten und erkennbaren Risiken. Langfristige
Rckstellungen sind mit dem Barwert des Erfllungsbetrages bewertet. Der Ermittlung des Barwertes langfristiger Rckstellungen
liegt der von der Bundesbank ver”ffentlichte jeweilige fristenkongruente Zinssatz zugrunde.";8.47, 8.50;2016;Caverion Deutschland GmbH;Jahresabschluss;PwC
Verbindlichkeiten sind mit ihren Erfllungsbetr„gen angesetzt.;8.51;2016;Caverion Deutschland GmbH;Jahresabschluss;PwC
"Umsatzerl”se aus Werkvertr„gen werden bei Vorliegen der Projektendabnahme oder bei vertraglich vereinbarten Teilleistungen
nach Abnahme der Teilleistung durch den Kunden realisiert. Umsatzerl”se aus Dienstleistungen werden bei Leistungserbringung
realisiert.";8.66;2016;Caverion Deutschland GmbH;Jahresabschluss;PwC
"Aufgrund des in 2012 mit der Muttergesellschaft Caverion GmbH (ehemals Caverion Central Europe GmbH) abgeschlossenen
Ergebnisabfhrungsvertrages (EAV) werden keine latenten Steuern ausgewiesen, da diese ggf. beim Organtr„ger bilanziert werden.";;2016;Caverion Deutschland GmbH;Jahresabschluss;PwC
C. Erl„uterungen zur Bilanz und zur Gewinn- und Verlustrechnung;;2016;Caverion Deutschland GmbH;Jahresabschluss;PwC
1. Erl„uterungen zur Bilanz;;2016;Caverion Deutschland GmbH;Jahresabschluss;PwC
Anlageverm”gen;;2016;Caverion Deutschland GmbH;Jahresabschluss;PwC
"Die Gliederung zum 31. Dezember 2016 und die Entwicklung des Anlageverm”gens im Gesch„ftsjahr 2016 sind im Anlagenspiegel
(Anlage zum Anhang) dargestellt. Der Anlagenspiegel ist Bestandteil des Anhangs.";4.1;2016;Caverion Deutschland GmbH;Jahresabschluss;PwC
Vorr„te;;2016;Caverion Deutschland GmbH;Jahresabschluss;PwC
"Abwertungen fr drohende Verluste aus unfertigen Leistungen mindern den Bilanzwert der unfertigen Leistungen um TEUR 2.950
(Vorjahr TEUR 2.454).";4.19, 4.20, 4.22;2016;Caverion Deutschland GmbH;Jahresabschluss;PwC
"Die noch nicht abrechnungsf„higen Leistungen in H”he von TEUR 9.893 (Vorjahr TEUR 11.202) stellen aktivierte Leistungen im
Rahmen der Energieeinsparcontractingvertr„ge dar.";4.19, 4.20, 4.22;2016;Caverion Deutschland GmbH;Jahresabschluss;PwC
Forderungen und sonstige Verm”gensgegenst„nde;;2016;Caverion Deutschland GmbH;Jahresabschluss;PwC
"Von den Forderungen aus Lieferungen und Leistungen haben TEUR 262 (Vorjahr TEUR 1.297) eine Restlaufzeit von mehr als einem
Jahr. Von den sonstigen Verm”gensgegenst„nden haben TEUR 3.685 (Vorjahr TEUR 1.185) eine Restlaufzeit von ber einem Jahr.
Alle brigen Posten sind innerhalb eines Jahres f„llig.";5.25;2016;Caverion Deutschland GmbH;Jahresabschluss;PwC
"In den Forderungen gegen verbundene Unternehmen sind TEUR 79 (Vorjahr TEUR 77) aus Lieferungen und Leistungen enthalten.
Des Weiteren sind in H”he von TEUR 57.245 (Vorjahr TEUR 75.955) Forderungen aus dem Cash-Pooling mit der Konzernmutter
enthalten. Die Forderungen und Verbindlichkeiten sind saldiert ausgewiesen.";4.25, 4.26, 4.27, 6;2016;Caverion Deutschland GmbH;Jahresabschluss;PwC
"Die Forderungen gegen Gesellschafter enthalten Forderungen aus dem Ergebnisabfhrungsvertrag TEUR 13.629 (Vorjahr TEUR
1.381).";4.25, 20;2016;Caverion Deutschland GmbH;Jahresabschluss;PwC
Rckstellungen fr Pensionen;;2016;Caverion Deutschland GmbH;Jahresabschluss;PwC
"Fr Pensionen und „hnliche Verpflichtungen bestehen zum Bilanzstichtag Rckstellungen in H”he von TEUR 18.128 (Vorjahr TEUR
18.480).";4.47, 4.48;2016;Caverion Deutschland GmbH;Jahresabschluss;PwC
"Durch die ge„nderte Bewertung der Pensionsrckstellung durch das BilMoG betrug der Unterschiedsbetrag zum 01.01.2010 TEUR
1.013. Aus dem Unterschiedsbetrag wird j„hrlich ein Betrag in H”he von TEUR 68 in die Pensionsrckstellung zugefhrt. Die
verbleibende Unterdeckung betr„gt somit zum Stichtag noch TEUR 539. Die Aufwendungen aus der Zufhrung werden in den
sonstigen betrieblichen Aufwendungen erfasst. Die Zufhrung des Vorjahres wurde aufgrund des Wegfalls des gesonderten Ausweises
des auáerordentlichen Ergebnisses gem„á BilRUG in die sonstigen betrieblichen Aufwendungen umgegliedert.";4.47, 4.48, 38;2016;Caverion Deutschland GmbH;Jahresabschluss;PwC
Sonstige Rckstellungen;;2016;Caverion Deutschland GmbH;Jahresabschluss;PwC
"ausstehende Rechnungen 23.358 29.295
Garantieleistungen und Nacharbeiten 13.674 15.016
Urlaub und šberstunden 3.207 3.471
Restrukturierung 3.181 0
Pr„mien 1.335 2.217
Prozesskosten 2.706 2.084
Jubil„um 1.487 1.440
Abfindungen 30 174
šbrige sonstige Rckstellungen 1.674 763
50.652 54.460";4.47, 4.50, 40;2016;Caverion Deutschland GmbH;Jahresabschluss;PwC
"Die Rckstellung fr Nacharbeiten beinhaltet noch anfallende Kosten fr bereits schlussgerechnete Projekte. Die Rckstellung fr
Garantieleistungen wird aufgrund von historischen Erfahrungswerten mit 0,27 % der garantiebehafteten Umsatzerl”se angesetzt.";4.47, 4.50;2016;Caverion Deutschland GmbH;Jahresabschluss;PwC
Verbindlichkeiten;;2016;Caverion Deutschland GmbH;Jahresabschluss;PwC
Die Laufzeiten der Verbindlichkeiten ergeben sich aus dem Verbindlichkeitenspiegel.;4.51, ;2016;Caverion Deutschland GmbH;Jahresabschluss;PwC
"In den Verbindlichkeiten gegenber verbundenen Unternehmen sind Verbindlichkeiten aus Lieferungen und Leistungen in H”he von
TEUR 6.348 (Vorjahr TEUR 7.086) enthalten.";4.51, 4.58, 6, 20;2016;Caverion Deutschland GmbH;Jahresabschluss;PwC
Derivate;;2016;Caverion Deutschland GmbH;Jahresabschluss;PwC
"Zur Absicherung von Fremdw„hrungsgesch„ften sind Termingesch„fte mit dem Mutterunternehmen Caverion Oyj mit Nominalwert
von TWD 30 Mio (Marktwert TEUR 18) sowie TUSD 910 (Marktwert TEUR 22) abgeschlossen worden.";49;2016;Caverion Deutschland GmbH;Jahresabschluss;PwC
2. Erl„uterungen zur Gewinn- und Verlustrechnung;;2016;Caverion Deutschland GmbH;Jahresabschluss;PwC
Umsatzerl”se;;2016;Caverion Deutschland GmbH;Jahresabschluss;PwC
"Die Umsatzerl”se in H”he von TEUR 514.897 (Vorjahr TEUR 465.689) entfallen auf:
TEUR
Erl”se Inland 504.726
Erl”se Ausland 38.664
Erl”sschm„lerungen -28.493
514.897";4.66, 50;2016;Caverion Deutschland GmbH;Jahresabschluss;PwC
"Eine Vergleichbarkeit mit den Vorjahreswerten ist aufgrund der Neuerungen durch das Bilanzrichtlinie-Umsetzungsgesetz (BilRUG)
nicht m”glich. Bei Anwendung des õ 277 Abs. 1 HGB in der Fassung des BilRUG h„tten sich fr das Vorjahr Umsatzerl”se in H”he von TEUR 466.072 ergeben.";2, 4.66, 51;2016;Caverion Deutschland GmbH;Jahresabschluss;PwC
"Bei der Gegenberstellung der Umsatzerl”se nach Neuregelung fr die Jahre 2016 und 2015 entfallen von den Umsatzerl”sen TEUR
161.960 (Vorjahr TEUR 165.946) auf den Gesch„ftsbereich Facility Services, TEUR 351.249 (Vorjahr TEUR 299.743) auf den Bereich
Anlagenbau und TEUR 1.688 (Vorjahr TEUR 383) auf sonstige Erl”se.";4.66, 50;2016;Caverion Deutschland GmbH;Jahresabschluss;PwC
Erh”hung oder Verminderung des Bestands an fertigen und unfertigen Erzeugnissen;;2016;Caverion Deutschland GmbH;Jahresabschluss;PwC
"In dieser Position werden neben der Ver„nderung des Bestands der unter den Vorr„ten ausgewiesenen unfertigen Leistungen fr
begonnene Projekte, zus„tzliche Ver„nderungen im Bestand der als noch nicht abrechnungsf„higen Leistungen aktivierten Betr„ge im
Rahmen des Energieeinsparcontractings ausgewiesen. Der Minderungsbetrag fr den Bestand an aktivierten noch nicht
abrechnungsf„higen Leistungen aus Energieeinsparcontracting bel„uft sich auf TEUR -1.309 (Vorjahr TEUR -1.661).";4.67;2016;Caverion Deutschland GmbH;Jahresabschluss;PwC
Sonstige betriebliche Ertr„ge;;2016;Caverion Deutschland GmbH;Jahresabschluss;PwC
"Im Wesentlichen sind in diesem Posten enthalten: Ertr„ge aus der Kraftfahrzeugnutzung der Mitarbeiter, aus
Schadenersatzleistungen durch Versicherungsgesellschaften, aus Konzernweiterbelastungen, aus dem Mehrerl”s bei
Anlagenabg„ngen sowie Ertr„ge aus der Aufl”sung von Wertberichtigungen. Ertr„ge aus W„hrungsumrechnung belaufen sich auf
TEUR 432 (Vorjahr TEUR 718). Im Zusammenhang mit der Anwendung des BilRuG wurden Erl”se von insgesamt TEUR 1.688
erstmalig als Umsatzerl”se erfasst.";4.69, 59;2016;Caverion Deutschland GmbH;Jahresabschluss;PwC
Sonstige betriebliche Aufwendungen;;2016;Caverion Deutschland GmbH;Jahresabschluss;PwC
"Ausgewiesen sind im Wesentlichen: EDV-Kosten, Raumkosten, Fahrzeugkosten, Rechts- und Beratungskosten, Miet- und
Leasingkosten, Reisekosten, Telefon- und Internetgebhren, Konzernumlagen, Instandhaltungskosten sowie Werbekosten.
Aufwendungen aus der W„hrungsumrechnung belaufen sich auf TEUR 455 (Vorjahr TEUR 727). Aufgrund der Anwendung des BilRUG
wurden im Berichtsjahr Aufwendungen in H”he von TEUR 802, die in Zusammenhang mit erstmalig als Umsatzerl”se ausgewiesen
Ertr„gen stehen, in die Aufwendungen aus bezogenen Leistungen umgegliedert.";4.80, 59;2016;Caverion Deutschland GmbH;Jahresabschluss;PwC
"In den Rechts-und Beratungskosten sind Aufwendungen fr den Abschlussprfer in H”he von TEUR 474 enthalten. Diese teilen sich
wie folgt auf:
a) TEUR 119 fr die Abschlussprfungsleistung
b) TEUR 1 fr andere
Best„tigungsleistungen
c) TEUR 189 fr Steuerberatungsleistungen
d) TEUR 165 fr sonstige Leistungen.";4.80, 72;2016;Caverion Deutschland GmbH;Jahresabschluss;PwC
Periodenfremde Ertr„ge und Aufwendungen;;2016;Caverion Deutschland GmbH;Jahresabschluss;PwC
"In den Ertr„gen sind periodenfremde Ertr„ge im Wesentlichen aus der Aufl”sung aus Rckstellungen in H”he von TEUR 518
enthalten. In den Aufwendungen sind periodenfremde Aufwendungen im Wesentlichen aus Ertragsteuern in H”he von TEUR 213
enthalten.";4, 57;2016;Caverion Deutschland GmbH;Jahresabschluss;PwC
Zinsergebnis;;2016;Caverion Deutschland GmbH;Jahresabschluss;PwC
"Im Zinsergebnis sind Zinsaufwendungen in H”he von TEUR 534 (Vorjahr TEUR 828) aus der Auf- bzw. Abzinsung langfristiger
Rckstellungen enthalten.";4, 58;2016;Caverion Deutschland GmbH;Jahresabschluss;PwC
Auáergew”hnliche Aufwendungen;;2016;Caverion Deutschland GmbH;Jahresabschluss;PwC
"Die auáergew”hnlichen Aufwendungen aus Restrukturierungsmaánahmen in H”he von TEUR 8.433 entfallen auf
Personalaufwendungen von TEUR 6.914 und sonstige betriebliche Aufwendungen von TEUR 1.519.";4.73, 4.80;2016;Caverion Deutschland GmbH;Jahresabschluss;PwC
Steuern vom Einkommen und vom Ertrag;;2016;Caverion Deutschland GmbH;Jahresabschluss;PwC
"In dieser Position sind unter anderem Aufwendungen fr laufende ausl„ndische Ertragsteuern TEUR 31 (Vorjahr TEUR 570) enthalten.
Seit 2012 besteht ein Ergebnisabfhrungsvertrag mit dem Gesellschafter Caverion GmbH, Mnchen.";4.90;2016;Caverion Deutschland GmbH;Jahresabschluss;PwC
Sonstige Steuern;;2016;Caverion Deutschland GmbH;Jahresabschluss;PwC
In dieser Position sind Kraftfahrzeugsteuern und Grundsteuern ausgewiesen.;4.92;2016;Caverion Deutschland GmbH;Jahresabschluss;PwC
D. Sonstige Angaben;;2016;Caverion Deutschland GmbH;Jahresabschluss;PwC
1 . Sonstige finanzielle Verpflichtungen;;2016;Caverion Deutschland GmbH;Jahresabschluss;PwC
"Es bestehen folgende sonstige finanzielle Verpflichtungen:
2017
TEUR
2018 -2021
TEUR
Folgende
TEUR
Gesamt
TEUR
IT-Dienstleistungen 8.533 4.458 0 12.991
davon verbundene Unternehmen 7.210 3.605 0 10.815";67;2016;Caverion Deutschland GmbH;Jahresabschluss;PwC
"2017
TEUR
2018 -2021
TEUR
Folgende
TEUR
Gesamt
TEUR
Kfz-Leasingvertr„ge 2.938 2.720 0 5.658
Mietverpflichtungen 7.728 19.397 7.088 34.213
Sonstiges 3.179 180 0 3.359
davon verbundene Unternehmen 3.005 0 0 3.005
22.378 26.755 7.088 56.221";67;2016;Caverion Deutschland GmbH;Jahresabschluss;PwC
"Verpflichtungen gegenber assoziierten Unternehmen und Verpflichtungen aus Altersversorgung die nicht in der Bilanz enthalten sind
bestehen nicht.";;2016;Caverion Deutschland GmbH;Jahresabschluss;PwC
2. Durchschnittliche Zahl der Arbeitnehmer nach Gruppen w„hrend des Gesch„ftsjahres;;2016;Caverion Deutschland GmbH;Jahresabschluss;PwC
"Angestellte 1.197
Arbeiter 1.025
Aushilfen 23
2.245
Im Jahr 2016 waren durchschnittlich 218 Auszubildende besch„ftigt.";64;2016;Caverion Deutschland GmbH;Jahresabschluss;PwC
3. Angaben zu nahestehenden Personen;;2016;Caverion Deutschland GmbH;Jahresabschluss;PwC
Transaktionen zu nicht marktblichen Konditionen fanden im Gesch„ftsjahr 2016 zu nahestehenden Personen nicht statt.;;2016;Caverion Deutschland GmbH;Jahresabschluss;PwC
4. Gesellschafter und ihre Anteile;;2016;Caverion Deutschland GmbH;Jahresabschluss;PwC
"Seit dem 31.05.2011 ist die Caverion GmbH (ehemals Caverion Central Europe GmbH) mit Sitz in Mnchen mit 100 % beteiligt. Seit
dem Gesch„ftsjahr 2012 besteht ein Ergebnisabfhrungsvertrag (EAV) mit der Muttergesellschaft Caverion GmbH (ehemals Caverion
Central Europe GmbH) in Mnchen, der mit Datum vom 9.11.2012 ins Handelsregister eingetragen ist.";75, 76;2016;Caverion Deutschland GmbH;Jahresabschluss;PwC
5. Beteiligungsverh„ltnisse;;2016;Caverion Deutschland GmbH;Jahresabschluss;PwC
Die Gesellschaft ist am Bilanzstichtag an keinen Unternehmen beteiligt.;;2016;Caverion Deutschland GmbH;Jahresabschluss;PwC
6. Organmitglieder;;2016;Caverion Deutschland GmbH;Jahresabschluss;PwC
Gesch„ftsfhrer;;2016;Caverion Deutschland GmbH;Jahresabschluss;PwC
"Der Gesch„ftsfhrung geh”rten im Gesch„ftsjahr 2016 an:
Herr Werner Khn, Adlkofen, CEO
Herr Frank Krause, Berlin, CSO (seit 13.04.2016)
Herr Marc-Oliver Kreis, K”ln, CFO (seit 13.04.2016)
Herr Albert Vonnahme, R”srath-Forsbach, Kaufm„nnischer
Gesch„ftsfhrer (bis 29.02.2016)
Die Gesamtbezge der Gesch„ftsfhrer betrugen: TEUR 913.";83, 84;2016;Caverion Deutschland GmbH;Jahresabschluss;PwC
"Den Gesch„ftsfhrern wird im Rahmen zweier Aktienoptionsprogramme einmal bis zum 30.04.2018 die Berechtigung zum Bezug von
insgesamt 37.000 Aktien und einmal bis zum 28.02.2019 die Berechtigung zum Bezug von insgesamt 29.500 Aktien erteilt. Die
Rckstellung zum 31.12.2016 betr„gt TEUR 0.";87;2016;Caverion Deutschland GmbH;Jahresabschluss;PwC
"Aufsichtsrat
Herr Fredrik Olof Thernstr”m-Strand, Liding”, CEO, Caverion Corporation (bis 17.05.2016)
Herr Sakari Tapio Toikkanen, Espoo, CEO ad interim, Caverion Corporation
Herr Antti Juhani Heinola, Helsinki, CFO, Caverion Corporation (bis 15.09.2016)
Herr Dr. Martti Juhani Ala-H„rk”nen, Espoo, CFO, Caverion Corporation (seit 15.09.2016)
Frau Merja Kristiina Eskola, Siuntio, Senior Vice President, Caverion Corporation
Frau Carina Qvarngard, Danderyd, Senior Vice President, Caverion Corporation (bis 24.06.2016)
Herr Matti Malmberg, Vaasa, Senior Vice President, Caverion Corporation
Herr Jarno Mikael Hacklin, Espoo, CEO, Caverion Finland (seit 19.05.2016)
Herr Jonne Tuomas Heino, Caverion Corporate General Councel (seit 24.06.2016)
Frau Dr. Regina G”rner, Frankfurt, Vertreter der IG Metall (bis 28.01.2016)
Frau Susanne Thomas, Ludwigsburg, Vertreter der IG Metall (bis 28.01.2016)
Frau Angelika Lorenz-Dreáen, Herzogenrath, Sachbearbeiterin, Caverion Deutschland GmbH (bis
28.01.2016)
Frau Andrea Lawrenz, Horst, Assistentin, Caverion Deutschland GmbH (bis 28.01.2016)
Herr Karl-Heinz Pfisterer, Frankfurt, Teamleiter FS, Caverion Deutschland GmbH (bis 28.01.2016)
Herr Bernhard Maurer, Grafenwiesen, Niederlassungsleiter, Caverion Deutschland GmbH (bis 28.01.2016)
Frau Janine Heide, Aachen, Vertreter der IG Metall (seit 29.01.2016)
Herr Gnter Zerlik, Frankfurt, Vertreter der IG Metall (seit 29.01.2016)
Frau Illona Wieland, Steinenbronn, freigestellte Betriebsr„tin, Caverion Deutschland GmbH (seit
29.01.2016)
Herr Michael Schr”der-Seitz, Langenbach, Projektleiter, Caverion Deutschland GmbH (seit 29.01.2016)
Herr Gregor Omphalius, Pulheim, technischer Sachbearbeiter, Caverion Deutschland GmbH (seit
29.01.2016)
Herr Franz Wudy, Lindberg, Leiter IMS, Caverion Deutschland GmbH (seit 29.01.2016)
Aufsichtsratsvergtungen wurden nicht gew„hrt.";83, 84;2016;Caverion Deutschland GmbH;Jahresabschluss;PwC
7. Ereignisse nach dem Bilanzstichtag;;2016;Caverion Deutschland GmbH;Jahresabschluss;PwC
"Vorg„nge von besonderer Bedeutung, die nach dem Schluss des Gesch„ftsjahres eingetreten sind und Auswirkungen auf die Ertrags-,
Finanz- und Verm”genslage haben, sind nicht eingetreten.";69;2016;Caverion Deutschland GmbH;Jahresabschluss;PwC
8 . Konzernzugeh”rigkeit;;2016;Caverion Deutschland GmbH;Jahresabschluss;PwC
"Der gem„á den Vorschriften der IFRS erstellte und geprfte Konzernabschluss der Caverion Oyj, Helsinki, Finnland, in der die
Gesellschaft einbezogen ist, wird nach den Vorschriften des õ 325 ff. HGB in deutscher Sprache beim Betreiber des Bundesanzeigers
ver”ffentlicht und ist beim Zentralamt fr Patent und Registrierungen, Helsinki, unter der Registriernummer 2534127-4 hinterlegt.";;2016;Caverion Deutschland GmbH;Jahresabschluss;PwC
Mnchen, den 9. M„rz 2017;;2016;Caverion Deutschland GmbH;Jahresabschluss;PwC
;;;;;
"Werner Khn, (CEO), Adlkofen
Frank Krause, (CSO), Berlin
Marc-Oliver Kreis, (CFO), K”ln";;2016;Caverion Deutschland GmbH;Jahresabschluss;PwC
