; Annotierung (Angabe Nummer in Anahngscheckliste) ;Geschäftsjahr;Gesellschaft;Abschlussart;Prüfer
3. Konsolidierungsgrundsätze und Währungsumrechnung;;2016;AL-KO KOBER SE;Konzernabschluss;Ebner Stolz
Dem Konzernabschluss liegen die Jahresabschlüsse der einbezogenen Unternehmen zu Grunde.;;2016;AL-KO KOBER SE;Konzernabschluss;Ebner Stolz
Bei sämtlichen in den Konzernabschluss einbezogenen Unternehmen deckt sich der Stichtag des Einzelabschlusses bzw. der Stichtag des Teilkonzernabschlusses mit dem Stichtag des Konzernabschlusses zum 31. Dezember 2016.; 9.0 ;2016;AL-KO KOBER SE;Konzernabschluss;Ebner Stolz
Die Kapitalkonsolidierung für Erwerbsvorgänge ab dem 1. Januar 2010 erfolgt gemäß § 301 Abs. 1 Satz 2 HGB nach der Neubewertungsmethode.; 9.0 ;2016;AL-KO KOBER SE;Konzernabschluss;Ebner Stolz
"Demnach wird der Wertansatz der dem Mutterunternehmen gehörenden Anteile mit dem auf diese Anteile entfallenden Betrag des Eigenkapitals der Tochtergesellschaften verrechnet. Das Eigenkapital ist dabei entsprechend der Neubewertungsmethode mit dem Betrag anzusetzen, der dem Zeitwert der in den Konzernabschluss aufzunehmenden Vermögensgegenstände, Schulden, Rechnungsabgrenzungsposten und Sonderposten entspricht, der diesen zum Erstkonsolidierungszeitpunkt beizulegen war. Rückstellungen sind nach § 253 Abs. 1 Satz 2 und 3 sowie Abs. 2 HGB und latente Steuern nach § 274 Abs. 2 HGB zu
bewerten. Die Verrechnung erfolgt gemäß § 301 Abs. 2 HGB zu dem Zeitpunkt, zu dem das Unternehmen Tochterunternehmen geworden ist."; 9.0 ;2016;AL-KO KOBER SE;Konzernabschluss;Ebner Stolz
Bei der Erstkonsolidierung von Erwerbsvorgängen vor dem 1. Januar 2010 wird unverändert die Buchwertmethode gemäß § 301 Abs. 1 Satz 2 Nr. 1 HGB a. F. mit den gemäß § 301 Abs. 2 HGB a. F. möglichen Erstkonsolidierungszeitpunkten angewandt.; 9.0 ;2016;AL-KO KOBER SE;Konzernabschluss;Ebner Stolz
Die Folgekonsolidierung - und damit auch die Konsolidierung zum 31. Dezember 2016 - erfasst den Konzernanteil der nach dem Stichtag der Erstkonsolidierung erwirtschafteten Ergebnisse der Konzerngesellschaften im Konzernergebnis.; 9.0 ;2016;AL-KO KOBER SE;Konzernabschluss;Ebner Stolz
Assoziierte Unternehmen im Sinne des § 311 HGB, bei denen ein maßgeblicher Einfluss auf die Geschäfts- und Finanzpolitik ausgeübt werden kann, werden gemäß § 312 Abs. 1 i. V. m. Abs. 4 HGB mit den fortgeführten Buchwerten bewertet.; 9.0 ;2016;AL-KO KOBER SE;Konzernabschluss;Ebner Stolz
Der at-equity Ansatz der Shaanxi Baocheng-AeroTech Air-Conditioning Equipment Co. Ltd., Baoji City/China, entspricht dem Buchwert des anteiligen Eigenkapitals des assoziierten Unternehmens.; 9.0 ;2016;AL-KO KOBER SE;Konzernabschluss;Ebner Stolz
Die gegenseitigen Forderungen und Verbindlichkeiten zwischen den Konzerngesellschaften werden untereinander aufgerechnet. Währungs- und buchungstechnisch bedingte Differenzen werden je nach Entstehungsursache anderen Bilanzposten zugeordnet bzw. ergebniswirksam verrechnet.; 9.0 ;2016;AL-KO KOBER SE;Konzernabschluss;Ebner Stolz
Bei der Konzern-Gewinn- und Verlustrechnung werden alle Umsätze zwischen den Konzerngesellschaften und die übrigen konzerninternen Erträge und Aufwendungen einschließlich der Gewinnausschüttungen von Konzernunternehmen voll konsolidiert.; 9.0 ;2016;AL-KO KOBER SE;Konzernabschluss;Ebner Stolz
Zwischenergebnisse im Anlage- und Umlaufvermögen aus konzerninternen Lieferungen werden eliminiert.; 9.0 ;2016;AL-KO KOBER SE;Konzernabschluss;Ebner Stolz
Die Abgrenzung latenter Steuern aus Konsolidierungsmaßnahmen erfolgt gemäß § 306 HGB insoweit, als sich der abweichende Steueraufwand in den späteren Geschäftsjahren ausgleicht. Die Ermittlung der latenten Steuern wird auf Basis der zukünftigen Steuerbelastungen der betreffenden Gesellschaften vorgenommen. Aktive und passive latente Steuern werden unsaldiert ausgewiesen.; 9.0, 27 ;2016;AL-KO KOBER SE;Konzernabschluss;Ebner Stolz
Die Aktiv- und Passivposten der auf fremde Währung lautenden Bilanzen der ausländischen Gesellschaften werden mit Ausnahme des Eigenkapitals, das zum historischen Kurs in Euro umzurechnen ist, zum Devisenkassamittelkurs am Abschlussstichtag in Euro umgerechnet. Die Posten der Gewinn- und Verlustrechnung werden zum Durchschnittskurs in Euro umgerechnet.; 9.0 ;2016;AL-KO KOBER SE;Konzernabschluss;Ebner Stolz
"Die Währungsunterschiede, die sich durch die Umrechnung der Vermögens-, Kapital- und Schuldposten ausländischer Konzerngesellschaften sowie Währungsunterschiede, die sich aus der historischen Umrechnung des Eigenkapitals von in fremder Währung geführten Gesellschaften ergeben, werden erfolgsneutral der „Eigenkapitaldifferenz aus Währungsumrechnung"" zugeordnet."; 9.0 ;2016;AL-KO KOBER SE;Konzernabschluss;Ebner Stolz
Im Übrigen wird der Grundsatz der Stetigkeit der Konsolidierungsmethoden und der Währungsumrechnung beachtet.; 9.0 ;2016;AL-KO KOBER SE;Konzernabschluss;Ebner Stolz
4. Rechnungslegungsgrundsätze;;2016;AL-KO KOBER SE;Konzernabschluss;Ebner Stolz
Bei den in den Konzernabschluss einbezogenen ausländischen Gesellschaften werden die nach landesrechtlichen Vorschriften aufgestellten Jahresabschlüsse der Konsolidierung zu Grunde gelegt. Die Jahresabschlüsse der ausländischen und inländischen Konzernunternehmen werden, soweit dies erforderlich ist, im Rahmen der Konsolidierung an die konzerneinheitlichen Bilanzierungsgrundsätze angepasst.; 9.0, 172 ;2016;AL-KO KOBER SE;Konzernabschluss;Ebner Stolz
"Bei der Bilanzierung und Bewertung sind im Konzernabschluss der AL-KO KOBER SE, Kötz, die Vorschriften des HGB für große Kapitalgesellschaften angewandt worden. Im Berichtsjahr wurden die durch das Bilanzrichtlinie-Umsetzungsgesetz (kurz: BilRUG) geänderten Vorschriften des HGB erstmals angewandt. Die Änderungen betreffen insbesondere die Anwendung des geänderten Gliederungsschemas für die Gewinn- und Verlustrechnung sowie Umgliederungen vom Posten „Sonstige betriebliche Erträge"" in die Umsatzerlöse. Die Vorjahreszahlen wurden nicht angepasst. Im Übrigen entsprechen Darstellung und Gliederung des Konzernabschlusses den Vorjahresgrundsätzen."; 9.0, 2, 3, 53 ;2016;AL-KO KOBER SE;Konzernabschluss;Ebner Stolz
"Der Ausweis in der Bilanz wurde gegenüber dem Vorjahr in Bezug auf folgende Sachverhalte angepasst. Verzinsliche Schuldverschreibungen in Höhe von EUR 10,0 Mio., welche im Vorjahr unter dem Posten „Sonstige Ausleihungen"" im Finanzanlagevermögen bilanziert waren, wurden im Berichtsjahr aufgrund der Möglichkeit einer kurzfristigen Kündigung durch die Gesellschaft in den Posten „Sonstige Vermögensgegenstände"" umgegliedert. Weiter wurde im Berichtsjahr eine Immobilie mit Buchwert von EUR 3,8 Mio. von dem Posten „Sonstige Vermögensgegenstände"" in den Posten „Grundstücke, grundstücksgleiche Rechte und Bauten einschließlich Bauten auf fremden Grundstücken"" umgegliedert, da nunmehr keine Veräußerungsabsicht besteht.";2;2016;AL-KO KOBER SE;Konzernabschluss;Ebner Stolz
Mit Ausnahme der vorgenannten Sachverhalte sowie der Bilanzierungs- und Bewertungsänderungen bei den Pensionsverpflichtungen ist der Grundsatz der Bilanzierungs-, Bewertungs- und Ausweisstetigkeit eingehalten.;;2016;AL-KO KOBER SE;Konzernabschluss;Ebner Stolz
Die Konzern-Gewinn- und -Verlustrechnung ist nach dem Gesamtkostenverfahren aufgestellt.; 9.0 ;2016;AL-KO KOBER SE;Konzernabschluss;Ebner Stolz
Der Jahresüberschuss umfasst das Ergebnis des laufenden Geschäftsjahres einschließlich der Ergebnisanteile anderer Gesellschafter im Vorjahr. Der Konzernjahresüberschuss umfasst den Anteil am Jahresergebnis, der den Gesellschaftern des Mutterunternehmens zuzurechnen ist. Nachdem es im Geschäftsjahr 2016 keine Minderheitenanteile gibt, entsprechen sich Jahresüberschuss und Konzernjahresüberschuss.; 9.93 ;2016;AL-KO KOBER SE;Konzernabschluss;Ebner Stolz
"Immaterielle Vermögensgegenstände des Anlagevermögens werden, soweit gegen Entgelt erworben, zu Anschaffungskosten aktiviert und entsprechend ihrer Nutzungsdauer planmäßig linear abgeschrieben. In Ausübung des Wahlrechts nach § 248 Abs. 2 HGB wurden Entwicklungsleistungen als selbstgeschaffene Vermögensgegenstände aktiviert. Die Bewertung erfolgt zu Herstellungskosten vermindert um planmäßige kumulierte Abschreibungen. Die Herstellungskosten umfassen Material- und Fertigungseinzelkosten sowie angemessene zugehörige Gemeinkosten. Die Abschreibungen werden linear über die betriebsgewöhnliche
Nutzungsdauer von drei bzw. fünf Jahren vorgenommen."; 9.2 ;2016;AL-KO KOBER SE;Konzernabschluss;Ebner Stolz
Das Sachanlagevermögen ist mit den aktivierungspflichtigen Anschaffungs- / Herstellungskosten angesetzt und — soweit abnutzbar — um planmäßige Abschreibungen vermindert. Die betriebsgewöhnlichen Nutzungsdauern liegen hierbei zwischen drei und 40 Jahren.; 9.7 ;2016;AL-KO KOBER SE;Konzernabschluss;Ebner Stolz
Zugänge werden ausschließlich nach der linearen Methode abgeschrieben. Abnutzbare bewegliche geringwertige Anlagegüter mit Anschaffungskosten bis EUR 400,00 werden mit Ausnahme der Zugänge von Hard- und Software im Jahr ihres Zugangs voll abgeschrieben.; 9.7 ;2016;AL-KO KOBER SE;Konzernabschluss;Ebner Stolz
Soweit der nach vorstehenden Grundsätzen ermittelte Wert von Gegenständen des Anlagevermögens über dem Wert liegt, der ihnen am Bilanzstichtag beizulegen ist, wird dem durch außerplanmäßige Abschreibungen Rechnung getragen. Stellt sich in einem späteren Geschäftsjahr heraus, dass die Gründe hierfür nicht mehr bestehen, so wird der Betrag dieser Abschreibungen im Umfang der Werterhöhung unter Berücksichtigung der Abschreibungen, die inzwischen vorzunehmen gewesen wären, zugeschrieben.; 9.7 ;2016;AL-KO KOBER SE;Konzernabschluss;Ebner Stolz
Die aktivierten Eigenleistungen werden, basierend auf Stundenaufzeichnungen der Mitarbeiter, unter Zugrundelegung eines nach Kostenstellen differenzierten Stundensatzes ermittelt.; 9.7 ;2016;AL-KO KOBER SE;Konzernabschluss;Ebner Stolz
Finanzanlagen sind zu Anschaffungskosten bzw. dem niedrigeren beizulegenden Wert bewertet.; 9.12 ;2016;AL-KO KOBER SE;Konzernabschluss;Ebner Stolz
Assoziierte Unternehmen im Sinne des § 311 HGB, bei denen ein maßgeblicher Einfluss auf die Geschäfts- und Finanzpolitik ausgeübt werden kann, werden gemäß § 312 Abs. 1 i. V. m. Abs. 4 HGB mit den fortgeführten Buchwerten bewertet.; 9.12 ;2016;AL-KO KOBER SE;Konzernabschluss;Ebner Stolz
Die Roh-, Hilfs- und Betriebsstoffe sowie die Handelswaren werden mit dem gleitenden Durchschnittspreis bzw. dem niedrigeren am Bilanzstichtag beizulegenden Wert nach pauschalem Abzug von Anschaffungskostenminderungen (Skonti) bewertet. Für Lager- und Verwertungsrisiken werden Abschläge in angemessenem Umfang vorgenommen.; 9.21 ;2016;AL-KO KOBER SE;Konzernabschluss;Ebner Stolz
Die Bewertung der unfertigen bzw. fertigen Erzeugnisse erfolgt mit den Materialkosten zuzüglich eines dem jeweiligen Fertigungsgrad entsprechenden, nach Kostenstellen differenzierten Maschinenstundensatzes, in den auch angemessene Teile der notwendigen, aktivierungspflichtigen Verwaltungsgemeinkosten eingerechnet werden.; 9.22 ;2016;AL-KO KOBER SE;Konzernabschluss;Ebner Stolz
Für die Bestimmung der Fertigungskosten (Fertigungseinzel- und Fertigungsgemeinkosten) werden Maschinenstundensätze herangezogen, die, ebenso wie die übrigen Zu- und Abschläge, anhand der für das laufende Jahr vorgegebenen Plan-Zahlen aus der Kostenrechnung abgeleitet werden und zum Ende des Jahres an die Ist-Zahlen angepasst werden.; 9.22 ;2016;AL-KO KOBER SE;Konzernabschluss;Ebner Stolz
Die geleisteten Anzahlungen sind ohne Umsatzsteuer ausgewiesen.; 9.24 ;2016;AL-KO KOBER SE;Konzernabschluss;Ebner Stolz
Forderungen und sonstige Vermögensgegenstände werden zu Nennwerten angesetzt. Allen risikobehafteten Posten ist durch die Bildung angemessener Einzelwertberichtigungen Rechnung getragen. Das allgemeine Kreditrisiko ist durch pauschale Abschläge berücksichtigt.; 9.25 ;2016;AL-KO KOBER SE;Konzernabschluss;Ebner Stolz
Latente Steuern aus den Einzelabschlüssen (Unterschiede zwischen Handelsbilanz II und Steuerbilanz) der einbezogenen Gesellschaften werden zwischen 15,00 % und 40,00 % auf der Basis der zukünftigen Steuerbelastung der einbezogenen Gesellschaften ermittelt. Aktive und passive latente Steuern werden in den Einzelabschlüssen saldiert dargestellt.; 9.35, 29 ;2016;AL-KO KOBER SE;Konzernabschluss;Ebner Stolz
Eine sich insgesamt ergebende Steuerbelastung wird im Einzelabschluss als passive latente Steuer angesetzt. Im Falle eines Überhangs aktiver latenter Steuern wird im Einzelabschluss in Ausübung des Wahlrechts aus § 274 Absatz 1 Satz 2 HGB keine Aktivierung erfolgen.; 9.35, 29 ;2016;AL-KO KOBER SE;Konzernabschluss;Ebner Stolz
"Die Rückstellungen für Pensionen und ähnliche Verpflichtungen der inländischen sowie für das österreichische Tochterunternehmen werden versicherungsmathematisch unter Zugrundelegung biometrischer Wahrscheinlichkeiten (Richttafeln 2005 G von Prof. Dr. Klaus Heubeck bzw. der AVÖ 2008-P-Angestellte Generationentafeln) nach der „Projected Unit Credit""-Methode (PUC-Methode) ermittelt. Zukünftig erwartete Entgelt- und Rentensteigerungen werden bei der Ermittlung der Verpflichtung berücksichtigt. Dabei wird derzeit von jährlichen Anpassungen von bis zu 2,50 % bei den Entgelten und von bis zu 2,00 % bei den Renten ausgegangen. Bei der Festlegung des laufzeitkongruenten Rechnungszinssatzes wird in Anwendung des Wahlrechts nach § 253 Abs. 2 Satz 2 HGB bei der Abzinsung pauschal eine durchschnittliche Restlaufzeit von 15 Jahren unterstellt."; 9.48, 39 ;2016;AL-KO KOBER SE;Konzernabschluss;Ebner Stolz
Der Rechnungszinssatz basiert in 2016 erstmalig — entsprechend der gesetzlichen Neuregelung in § 253 Abs. 2 Satz 1 HGB — auf dem von der Deutschen Bundesbank ermittelten durchschnittlichen Marktzinssatz der vergangenen zehn Jahre in Höhe von 4,01 % (im Vorjahr: durchschnittlicher Marktzinssatz der vergangenen sieben Jahre in Höhe von 3,89 %).; 9.48, 40 ;2016;AL-KO KOBER SE;Konzernabschluss;Ebner Stolz
Aus der Abzinsung der Rückstellungen für Pensionen mit dem durchschnittlichen Marktzinssatz der vergangenen zehn Jahre ergibt sich zum 31. Dezember 2016 im Vergleich zur Abzinsung mit dem durchschnittlichen Marktzinssatz der vergangenen sieben Jahre eine Verminderung der Rückstellungen für Pensionen (Bewertungsänderung) in Höhe von EUR 3.520.846,00 (Unterschiedsbetrag).; 9.48, 40 ;2016;AL-KO KOBER SE;Konzernabschluss;Ebner Stolz
Vermögensgegenstände, die dem Zugriff aller übrigen Gläubiger entzogen, unbelastet und insolvenzsicher sind, sowie ausschließlich zur Erfüllung von Schulden aus Pensionsverpflichtungen dienen (Deckungsvermögen) werden gemäß § 246 Abs. 2 Satz 2 HGB unmittelbar mit den korrespondierenden Schulden verrechnet.; 9.36, 42 ;2016;AL-KO KOBER SE;Konzernabschluss;Ebner Stolz
Das Deckungsvermögen ist zum Zeitwert bewertet. Der beizulegende Zeitwert des Deckungsvermögens (Rückdeckungsversicherungen) entspricht den fortgeführten Anschaffungskosten gemäß § 255 Abs. 4 Satz 3 HGB und besteht aus dem sogenannten geschäftsplanmäßigen Deckungskapital des Versicherungsunternehmens zuzüglich eines gegebenenfalls vorhandenen Guthabens aus Beitragsrückerstattungen (sogenannte unwiderrufliche Überschussbeteiligung).; 9.36, 42 ;2016;AL-KO KOBER SE;Konzernabschluss;Ebner Stolz
Erfolgswirkungen aus der Änderung des Diskontierungssatzes, Zeitwertänderungen des Deckungsvermögens und laufende Erträge des Deckungsvermögens werden im Finanzergebnis gezeigt.;42;2016;AL-KO KOBER SE;Konzernabschluss;Ebner Stolz
Die Rückstellung für Altersteilzeitverpflichtungen wird versicherungsmathematisch unter Zugrundelegung biometrischer Wahrscheinlichkeiten (Richttafeln 2005 G von Prof. Dr. Klaus Heubeck) entsprechend IDW RS HFA 30 ermittelt. Bei der Festlegung des laufzeitkongruenten Rechnungszinssatzes wird der von der Deutschen Bundesbank ermittelte und veröffentlichte durchschnittliche Marktzinssatz der letzten sieben Jahre verwendet, der sich bei einer angenommenen Restlaufzeit von drei Jahren ergibt. Der zum Bilanzstichtag verwendete Rechnungszinssatz beträgt 1,81 %.; 9.50 ;2016;AL-KO KOBER SE;Konzernabschluss;Ebner Stolz
Zukünftig erwartete Entgeltsteigerungen werden bei der Ermittlung der Verpflichtung berücksichtigt. Dabei wird derzeit von jährlichen Anpassungen bei den Entgelten von 2,50 % ausgegangen.; 9.50 ;2016;AL-KO KOBER SE;Konzernabschluss;Ebner Stolz
"Die Abfertigungsrückstellungen des österreichischen Konzernunternehmens werden gleichfalls nach der „Projected Unit Credit""-Methode (PUC-Methode) ermittelt. Der Ermittlung liegen ein Rechnungszinsfuß von 3,24 % sowie ein Gehaltstrend von 2,00 % zugrunde."; 9.50 ;2016;AL-KO KOBER SE;Konzernabschluss;Ebner Stolz
Die Bewertung der Jubiläumsrückstellung erfolgt als Barwert der künftigen Jubiläumszuwendungen am Schluss des Wirtschaftsjahres, wobei die Zuwendung ratierlich über die Jahre der Unternehmenszugehörigkeit angesammelt wird. Die Abzinsung erfolgt mit einem Rechnungszinsfuß für eine durchschnittliche Restlaufzeit von 15 Jahren (3,24 %). Es wird eine jährliche Fluktuationsrate von 3,00 % unterstellt.; 9.50 ;2016;AL-KO KOBER SE;Konzernabschluss;Ebner Stolz
Die übrigen Rückstellungen berücksichtigen alle erkennbaren Risiken und ungewissen Verpflichtungen und sind in Höhe des nach vernünftiger kaufmännischer Beurteilung notwendigen Erfüllungsbetrages bewertet. Zukünftige Preis- und Kostensteigerungen werden berücksichtigt, sofern ausreichend objektive Hinweise für deren Eintritt vorliegen. Rückstellungen mit einer Restlaufzeit von mehr als einem Jahr sind mit dem ihrer Restlaufzeit entsprechenden durchschnittlichen Marktzinssatz der vergangenen sieben Geschäftsjahre, der von der Deutschen Bundesbank zum Bilanzstichtag ermittelt wurde, abgezinst.; 9.50 ;2016;AL-KO KOBER SE;Konzernabschluss;Ebner Stolz
Verbindlichkeiten werden mit dem Erfüllungsbetrag angesetzt.; 9.51 ;2016;AL-KO KOBER SE;Konzernabschluss;Ebner Stolz
Wechselkursrisiken werden teils durch Devisentermingeschäfte (Micro-Hedges) abgesichert. Das Wahlrecht zur Bildung von Bewertungseinheiten gemäß § 254 HGB wird hierbei nicht in Anspruch genommen. Für Devisentermingeschäfte wird — bei einem negativen Marktwert der entsprechenden Derivate — eine Rückstellung für drohende Verluste gebildet.; 9.51, 34, 35 ;2016;AL-KO KOBER SE;Konzernabschluss;Ebner Stolz
Forderungen und Verbindlichkeiten in Fremdwährung mit einer Restlaufzeit bis zu einem Jahr werden entsprechend § 256 Buchstabe a HGB zum Devisenkassamittelkurs am Bilanzstichtag umgerechnet. Insofern sind im vorliegenden Konzernabschluss unrealisierte Gewinne und Verluste aus der Währungsumrechnung enthalten. Bei einer Restlaufzeit über einem Jahr erfolgt die Umrechnung mit dem Wechselkurs zum Zeitpunkt des Entstehens. Bei Wechselkursänderungen bis zum Bilanzstichtag erfolgt die Bewertung grundsätzlich zum Wechselkurs des Bilanzstichtags unter Beachtung des Niederstwertprinzips auf der Aktiv und des Höchstwertprinzips auf der Passivseite.; 9.51 ;2016;AL-KO KOBER SE;Konzernabschluss;Ebner Stolz
B. Erläuterungen zur Konzernbilanz und Konzern-Gewinn- und Verlustrechnung;;2016;AL-KO KOBER SE;Konzernabschluss;Ebner Stolz
I. Konzernbilanz;;2016;AL-KO KOBER SE;Konzernabschluss;Ebner Stolz
1. Anlagevermögen; 5.1 ;2016;AL-KO KOBER SE;Konzernabschluss;Ebner Stolz
Die gesondert dargestellte Entwicklung des Anlagevermögens ist integraler Bestandteil des Anhangs.; 5.1 ;2016;AL-KO KOBER SE;Konzernabschluss;Ebner Stolz
Der Gesamtbetrag der im Geschäftsjahr als selbst erstellte immaterielle Vermögensgegenstände aktivierten Entwicklungskosten beträgt EUR 579.820,08 (i. V. EUR 3.034.652,91).; 5.3, 18 ;2016;AL-KO KOBER SE;Konzernabschluss;Ebner Stolz
Die gesamten Aufwendungen für Forschung und Entwicklung betragen im Berichtsjahr TEUR 1.845 (i. V. TEUR 11.890).; 5.3, 18 ;2016;AL-KO KOBER SE;Konzernabschluss;Ebner Stolz
