Anhang;Annotierung;Gesch„ftsjahr;Gesellschaft;Abschlussart;Prfer
"Restlaufzeit zum 31.12.2016 Gesamt
Art der Verbindlichkeit bis zu 1 Jahr ber 1 Jahr
davon ber 5
Jahre
1. Verbindlichkeiten aus Lieferungen und
Leistungen
21.919 0 0 21.919
2. Verbindlichkeiten gegenber verbundenen
Unternehmen
51.429 240.000 0 291.429
3. Sonstige Verbindlichkeiten 4.744 0 0 4.744
Restlaufzeit zum 31.12.2016 Gesamt
Art der Verbindlichkeit bis zu 1 Jahr ber 1 Jahr
davon ber 5
Jahre
78.092 240.000 0 318.092";5.51, 5.56, 5.58, 5.60, 47;2016;GlaxoSmithKline Healthcare GmbH;Konzernabschluss;PwC
"In den Verbindlichkeiten gegenber verbundenen Unternehmen sind Darlehensverbindlichkeiten in H”he von T? 240.000 (Vorjahr: T?
324.000) enthalten. Die restlichen Verbindlichkeiten gegenber verbundenen Unternehmen betreffen Verbindlichkeiten aus Lieferungen
und sonstigen Leistungen. Es bestehen keine Verbindlichkeiten gegenber dem Gesellschafter.";5.51, 5.58,  7;2016;GlaxoSmithKline Healthcare GmbH;Konzernabschluss;PwC
Fr Verbindlichkeiten aus Warenlieferungen bestehen die blichen Eigentumsvorbehalte.;;2016;GlaxoSmithKline Healthcare GmbH;Konzernabschluss;PwC
Latente Steuern;;2016;GlaxoSmithKline Healthcare GmbH;Konzernabschluss;PwC
"Zum Bilanzstichtag ergibt sich nach Saldierung der aktiven und passiven latenten Steuern (Gesamtdifferenzenbetrachtung) ein
Aktivberhang der latenten Steuern von T? 4.925. Die Gesellschaft macht von dem Aktivierungswahlrecht des õ 274 Abs. 1 Satz 2 HGB
keinen Gebrauch, so dass sich der Ausweis der latenten Steuern in der Bilanz lediglich aus der Erst- und Folgekonsolidierung ergibt.";5.35, 5.64;2016;GlaxoSmithKline Healthcare GmbH;Konzernabschluss;PwC
"Die ermittelten aktiven und passiven latenten Steuern resultieren aus folgenden tempor„ren Differenzen:
31.12.2016
Differenz HB vs
StB
T?
Steuersatz
%
31.12.2016
Aktive latente
Steuern
T?
Bilanzposten
Rckstellungen fr Pensionen und „hnliche Verpflichtungen (*) 31.700 32.98% 10.453
Bewertung des Deckungsverm”gen (*) 16.331 32.98% 5.385
Sonstige Rckstellungen 34 32.98% 11
15.849
(*) vor Verrechnung
31.12.2016
Differenz HB vs
StB
T?
Steuersatz
%
31.12.2016
Passive latente
Steuern
T?
Bilanzposten
Zeitwert Pensionsverm”gen -33.130 32.98% -10.924
-10.924
Aktivberhang 4.925";5.35, 5.64, 34, 43;2016;GlaxoSmithKline Healthcare GmbH;Konzernabschluss;PwC
7) Erl„uterungen zur Gewinn- und Verlustrechnung;;2016;GlaxoSmithKline Healthcare GmbH;Konzernabschluss;PwC
"Die Vorjahreszahlen der Umsatzerl”se sind aufgrund der Neufassung von õ 277 Abs. 1 HGB in der Fassung des BilRUG (HGB n.F.) nicht
vergleichbar, da auf eine Anpassung der Vorjahreszahlen verzichtet wurde. Seit dem Gesch„ftsjahr 2016 werden insbesondere Erl”se aus
Konzernumlagen fr an verbundene Unternehmen erbrachte Dienstleistungen unter den Umsatzerl”sen (vorher sonstige betriebliche
Ertr„ge) und die zugeh”rigen Kosten als Herstellungskosten, der zur Erzielung der Umsatzerl”se erbrachten Leistungen (vorher sonstige
betriebliche Aufwendungen, Vertriebskosten oder Allgemeine Verwaltungskosten), ausgewiesen. Nachstehend sind daher die
entsprechenden Posten der Gewinn- und Verlustrechnung mit ihren Vorjahresbetr„gen aufgefhrt, die sich aus der Anwendung des
BilRUG ergeben h„tten:
2015 lt. GuV
Mio. ?
2015 lt. BilRUG
Mio. ?
Umsatzerl”se 259,0 259,9
Herstellungskosten, der zur Erzielung des Umsatzerl”se erbrachten Leistungen 121,9 122,6
Vertriebskosten 88,4 88,1
Allgemeine Verwaltungskosten 60,7 60,3
Sonstige betriebliche Ertr„ge 35,3 34,4
Sonstige betriebliche Aufwendungen 20,3 20,3
Die Umsatzerl”se in H”he von T? 430.036 wurden s„mtlich im Inland generiert. Diese setzen sich wie folgt zusammen:
2016
Mio. ?
2015
Mio. ?
Oral Health Care (OHC) 240,0 226,2
Over the Counter (OTC) 186,2 32,8
Sonstiges (u.a. BilRUG) 3,8 0,0
430 ,0 259,0";3, 53, 54;2016;GlaxoSmithKline Healthcare GmbH;Konzernabschluss;PwC
"Der Materialaufwand entf„llt auf:
2016
Mio. ?
2015
Mio. ?
Aufwendungen fr Roh-, Hilfs- und Betriebsstoffe und fr bezogene Waren 235,5 121,9
235,5 121,9
Der Personalaufwand entf„llt auf:
2016
Mio. ?
2015
Mio. ?
2016
Mio. ?
2015
Mio. ?
L”hne und Geh„lter 27,3 29,7
Soziale Abgaben und Aufwendungen fr Altersversorgung und fr Untersttzung 5,6 11,4
(davon aus Altersversorgung ? 1,2 Mio., Vorjahr ? 7,4))
33,9 41,1";3, 5.70, 5.71, 5.73, 5.74, 5.75, 83;2016;GlaxoSmithKline Healthcare GmbH;Konzernabschluss;PwC
"In den sonstigen betrieblichen Ertr„gen sind periodenfremde Ertr„ge in H”he von T? 4.235 (Vorjahr: T? 4.076) enthalten und
betreffen im Wesentlichen die Aufl”sung von Rckstellungen. Daneben sind in den sonstigen betrieblichen Ertr„gen Wechselkursgewinne
in H”he von T? 1.391 (Vorjahr: T? 53) ausgewiesen.";5.69, 75;2016;GlaxoSmithKline Healthcare GmbH;Konzernabschluss;PwC
"In den sonstigen betrieblichen Aufwendungen sind periodenfremde Aufwendungen in H”he von T? 794 (Vorjahr: T? 417) enthalten.
Darber hinaus beinhalten die sonstigen betrieblichen Aufwendungen Wechselkursverluste in H”he von T? 1.358 (Vorjahr: T? 57).";5.80, 75, 77;2016;GlaxoSmithKline Healthcare GmbH;Konzernabschluss;PwC
Steuern vom Einkommen und vom Ertrag;;2016;GlaxoSmithKline Healthcare GmbH;Konzernabschluss;PwC
"Die Steuern vom Einkommen und vom Ertrag in H”he von T? 8.758 (Vorjahr: T? 3.288) setzen sich aus inl„ndischer K”rperschaft- und
Gewerbesteuer in H”he von T? 9.906 (Vorjahr: T? 4.244) gemindert um einen latenten Steuerertrag in H”he von T? 1.148 (Vorjahr: T?
956) zusammen. Die Summe der periodenfremden Steuer betr„gt T? 7 (Vorjahr: T? 1.282).";5.90;2016;GlaxoSmithKline Healthcare GmbH;Konzernabschluss;PwC
Konzerngewinn;;2016;GlaxoSmithKline Healthcare GmbH;Konzernabschluss;PwC
"Der Konzerngewinn fr das Gesch„ftsjahr 2016 bel„uft sich auf T? 6.533 (Vorjahr Verlust T? 16.912) und wird auf neue Rechnung
vorgetragen und mit dem Verlustvortrag verrechnet.";5.45;2016;GlaxoSmithKline Healthcare GmbH;Konzernabschluss;PwC
8) Ereignisse nach dem Bilanzstichtag;;2016;GlaxoSmithKline Healthcare GmbH;Konzernabschluss;PwC
"Zum 31.07.2017 wurden s„mtliche Anteile an der Novartis Consumer Health GmbH zu einem Betrag in H”he von 9.250 TEUR erworben.
Ab dem Gesch„ftsjahr 2017 wird die Novartis Consumer Health GmbH infolgedessen im Konzernabschluss der GlaxoSmithKline
Healthcare GmbH erstkonsolidiert.";;2016;GlaxoSmithKline Healthcare GmbH;Konzernabschluss;PwC
Darber hinaus sind nach Abschluss des Gesch„ftsjahres 2016 keine Vorg„nge von besonderer Bedeutung eingetreten.;;2016;GlaxoSmithKline Healthcare GmbH;Konzernabschluss;PwC
9) Sonstige Angaben;;2016;GlaxoSmithKline Healthcare GmbH;Konzernabschluss;PwC
Gesellschafter ist GlaxoSmithKline Consumer Healthcare (Overseas) Limited, Brentford/Groábritannien, (100,0%).;;2016;GlaxoSmithKline Healthcare GmbH;Konzernabschluss;PwC
"Die GlaxoSmithKline Healthcare GmbH wird in den Konzernabschluss der GlaxoSmithKline plc., London, einbezogen, die den
Konzernabschluss fr den gr”áten Kreis von Unternehmen aufstellt. Der Konzernabschluss der GlaxoSmithKline plc. ist unter
www.gsk.com einsehbar.";100, 101;2016;GlaxoSmithKline Healthcare GmbH;Konzernabschluss;PwC
Gesch„ftsfhrung;;2016;GlaxoSmithKline Healthcare GmbH;Konzernabschluss;PwC
"Gesch„ftsfhrer der Muttergesellschaft sind die Herren:
Adrian Bauer, Lauf, Finanzdirektor GSK-Gruppe Deutschland
Victor Geus, Berg, General Manager DACH (Consumer), seit 8. Dezember
2016";;2016;GlaxoSmithKline Healthcare GmbH;Konzernabschluss;PwC
"Im Laufe des Jahres ausgeschiedene Gesch„ftsfhrer:
Erhard Heck, Eurasburg, Gesch„ftsfhrer GSK Healthcare DACH, bis 10. Februar
2017";;2016;GlaxoSmithKline Healthcare GmbH;Konzernabschluss;PwC
Abschlussprfung;;2016;GlaxoSmithKline Healthcare GmbH;Konzernabschluss;PwC
"Die als Aufwand erfassten Honorare an die PricewaterhouseCoopers AG beliefen sich fr alle in den Konzernabschluss einbezogenen
Gesellschaften auf T? 224 (Abschlussprfung T? 216 sowie Steuerberatung T? 8).";99;2016;GlaxoSmithKline Healthcare GmbH;Konzernabschluss;PwC
Anteile an Investmentverm”gen;;2016;GlaxoSmithKline Healthcare GmbH;Konzernabschluss;PwC
"Zum 31. Dezember 2016 werden folgende Anteile an inl„ndischen Sonderverm”gen im Sinne des õ 1 Abs. 10 KAGB gehalten:
Anlageziel
historische
Anschaffungskosten Marktwert
Differenz zu den
historischen
Anschaffungskosten
Mischfond T? 57.878 T? 90.897 T? 33.019
In 2016 wurden keine Ausschttungen vorgenommen. S„mtliche Anteile dienen ausschlieálich zur Deckung der Pensionsverpflichtungen
sowie vergleichbarer langfristig f„lliger Verpflichtungen. Die hier aufgefhrten Fondsanteile werden als Deckungsverm”gen im Sinne von
õ 246 Abs. 2 HGB zum Zeitwert bewertet und saldiert mit den entsprechenden Verpflichtungen als Aktiver Unterschiedsbetrag aus der
Verm”gensverrechnung, Rckstellungen fr Pensionen und „hnliche Verpflichtungen bzw. unter den sonstigen Rckstellungen
ausgewiesen. Die Investmentanteile sind in Form eines Mischfonds angelegt und bestehen aus Anteilen an Rentenpapieren und Aktien.";23;2016;GlaxoSmithKline Healthcare GmbH;Konzernabschluss;PwC
Haftungsverh„ltnisse und sonstige finanzielle Verpflichtungen;;2016;GlaxoSmithKline Healthcare GmbH;Konzernabschluss;PwC
"Die sonstigen finanziellen Verpflichtungen betragen 11,1 Mio. ? und entfallen auf:
bis zu 1 Jahr
Mio. ?
1 bis 5 Jahre
Mio. ?
ber 5 Jahre
Mio. ?
Miet-, Leasing- und Wartungsverpflichtungen 2,4 6,4 2,3
2,4 6,4 2,3
Aus dem Betriebspachtvertrag zwischen der Consumer Healthcare GmbH & Co. KG und der Novartis Consumer Health GmbH ergibt sich
eine j„hrliche Verpflichtung von T? 3.300.";85;2016;GlaxoSmithKline Healthcare GmbH;Konzernabschluss;PwC
"Darber hinaus bestehen Verbindlichkeiten fr Brgschaftsverpflichtungen in H”he von T? 343, welche Mietkautionen betreffen. Von einer
Inanspruchnahme wird nicht ausgegangen, da bislang keinerlei Aktivit„ten vorliegen, diese in Anspruch zu nehmen.";49, 50;2016;GlaxoSmithKline Healthcare GmbH;Konzernabschluss;PwC
Anzahl der Besch„ftigten;;2016;GlaxoSmithKline Healthcare GmbH;Konzernabschluss;PwC
"Die Anzahl der Besch„ftigten betr„gt zum Bilanzstichtag:
31.12.2016 31.12.2015
Vertrieb 199 212
Verwaltung 213 123
Forschung 6 4
418 339
Die Anzahl der im Gesch„ftsjahr durchschnittlich Besch„ftigten betr„gt:
2016 2015
Vertrieb 231 209
Verwaltung 239 117
Forschung 6 4
476 330";81;2016;GlaxoSmithKline Healthcare GmbH;Konzernabschluss;PwC
Offenlegung;;2016;GlaxoSmithKline Healthcare GmbH;Konzernabschluss;PwC
"Die folgenden Tochtergesellschaften haben ihre (Einzel-) Jahresabschlsse unter Inanspruchnahme von Befreiungen nach õõ 264 Abs. 3
HGB sowie 264b HGB aufgestellt.
Die GlaxoSmithKline Healthcare GmbH wird den Konzernabschluss und den Konzernlagebericht bei dem Betreiber des Bundesanzeigers
elektronisch einreichen.
Gesellschaft Sitz
1 GlaxoSmithKline Consumer Healthcare GmbH & Co. KG Mnchen (vormals Bhl)
2 Panadol GmbH Mnchen (vormals Bhl)
3 Kuhs GmbH Mnchen (vormals L”rrach)";;2016;GlaxoSmithKline Healthcare GmbH;Konzernabschluss;PwC
Gesch„ftsfhrerbezge;;2016;GlaxoSmithKline Healthcare GmbH;Konzernabschluss;PwC
"Da nur zwei Gesch„ftsfhrer im Berichtsjahr Bezge von Gesellschaften des GSK Consumer Konzerns erhalten haben, wird auf die
Angabe der Bezge der Mitglieder der Gesch„ftsfhrung gem„á õ 314 Abs. 1 Satz 6a HGB in Verbindung mit õ 286 Abs. 4 HGB
verzichtet.";;2016;GlaxoSmithKline Healthcare GmbH;Konzernabschluss;PwC
Mnchen, den 29. September 2017;;2016;GlaxoSmithKline Healthcare GmbH;Konzernabschluss;PwC
;;;;;
"Die Gesch„ftsfhrung
Adrian Bauer
Victor Geus
Konzernanlagenspiegel fr das Gesch„ftsjahr vom 1. Januar bis 31. Dezember 2016";;2016;GlaxoSmithKline Healthcare GmbH;Konzernabschluss;PwC
"Anschaffungs- bzw. Herstellungskosten
01.01.2016 Zug„nge Umbuchungen Abg„nge 31.12.2016
I. Immaterielle Verm”gensgegenst„nde
1. Entgeltlich erworbene Konzessionen, gewerbliche
Schutzrechte und „hnliche Rechte und Werte sowie Lizenzen
an solchen Rechten und Werten
48.021 0 0 0 48.021
2. Gesch„fts- oder Firmenwert 371.031 0 0 0 371.031
419.052 0 0 0 419.052
II. Sachanlagen
1. Grundstcke, grundstcksgleiche Rechte und Bauten auf
fremden Grundstcken
1.080 0 0 1.045 35
2. Technische Anlagen und Maschinen 21.732 1.140 0 158 22.714
3. Andere Anlagen, Betriebs- und Gesch„ftsausstattung 1.505 2.393 0 989 2.908
4. Geleistete Anzahlungen und Anlagen im Bau 1.229 0 0 996 233
25.546 3.533 0 3.188 25.891
III. Finanzanlagen
Wertpapiere des Anlageverm”gens 0 0 1.417 1) 0 1.417
0 0 1.417 0 1.417
Anschaffungs- bzw. Herstellungskosten
01.01.2016 Zug„nge Umbuchungen Abg„nge 31.12.2016
444.598 3.533 1.417 3.188 446.360
T? Abschreibungen
01.01.2016 Zug„nge Abg„nge 31.12.2016
I. Immaterielle Verm”gensgegenst„nde
1. Entgeltlich erworbene Konzessionen, gewerbliche Schutzrechte und „hnliche
Rechte und Werte sowie Lizenzen an solchen Rechten und Werten
20.801 3.956 0 24.757
2. Gesch„fts- oder Firmenwert 199.322 19.334 0 218.656
220.123 23.290 0 243.413
II. Sachanlagen
1. Grundstcke, grundstcksgleiche Rechte und Bauten auf fremden
Grundstcken
432 82 496 18
2. Technische Anlagen und Maschinen 18.343 3.466 151 21.658
3. Andere Anlagen, Betriebs- und Gesch„ftsausstattung 1.313 366 970 709
4. Geleistete Anzahlungen und Anlagen im Bau 0 0 0 0
20.088 3.913 1.617 22.384
III. Finanzanlagen
Wertpapiere des Anlageverm”gens 0 0 0 0
0 0 0 0
240.211 27.203 1.617 265.797
T? Rest- Restbuchwert
31.12.2016
buchwert
31.12.2015
I. Immaterielle Verm”gensgegenst„nde
1. Entgeltlich erworbene Konzessionen, gewerbliche Schutzrechte und „hnliche Rechte und Werte
sowie Lizenzen an solchen Rechten und Werten
23.264 27.220
2. Gesch„fts- oder Firmenwert 152.375 171.709
175.639 198.929
II. Sachanlagen
1. Grundstcke, grundstcksgleiche Rechte und Bauten auf fremden Grundstcken 18 648
2. Technische Anlagen und Maschinen 1.056 3.389
3. Andere Anlagen, Betriebs- und Gesch„ftsausstattung 2.199 192
4. Geleistete Anzahlungen und Anlagen im Bau 233 1.229
3.506 5.458
III. Finanzanlagen
Wertpapiere des Anlageverm”gens 1.417 0
1.417 0
180.562 204.387
1) Umbuchung aus dem aktiven Unterschiedsbetrag in die Finanzanlagen";20, 21;2016;GlaxoSmithKline Healthcare GmbH;Konzernabschluss;PwC
