Anhang; Annotierung (Angabe Nummer in Anahngscheckliste) ;Geschäftsjahr;Gesellschaft;Abschlussart;Prüfer
"Es besteht eine ertragsteuerliche Organschaft mit der Loyalty Partner GmbH als Organträgergesellschaft. Die Steuerrückstellungen
betreffen Aspekte aus dem Lohn- und Gehaltsbereich."; 4.49 ;2016;PAYBACK GmbH;Jahresabschluss;PwC
In den sonstigen Rückstellungen sind folgende Posten enthalten:; 4.50, 40 ;2016;PAYBACK GmbH;Jahresabschluss;PwC
"Rückstellung
31.12.2016
TEUR
31.12.2015
TEUR
Ausstehende Rechnungen 4.783 4.793
Bonifikationen 803 2.974
Erlösschmälerungen 767 498
Urlaub und Überstunden 292 357
Abfindungen 200 28
Berufsgenossenschaft 156 152
Abschluss und Prüfung 73 102
Übrige 156 198
Gesamt 7.230 9.102"; 4.50, 40 ;2016;PAYBACK GmbH;Jahresabschluss;PwC
Die Verbindlichkeiten gliedern sich wie folgt nach Arten und Laufzeiten auf:; 4.51, 42, 43 ;2016;PAYBACK GmbH;Jahresabschluss;PwC
"Verbindlichkeiten zum 31.12.2016
< 1 Jahr
TEUR
>1 Jahr
TEUR
d avon >5 Jahre
TEUR
Gesamt
TEUR
Lieferungen und Leistungen 4.832 0 0 4.832
Verbundene Unternehmen 79.653 29.332 0 108.985
- davon gegenüber Gesellschaftern 79.506 0 0 7 9.506
Sonstige 16.754 6.805 0 23.560
- davon aus Steuern 2.203 0 0 2.203
Gesamt 101.239 36.137 0 137.376
Verbindlichkeiten zum 31.12.2015
< 1 Jahr
TEUR
>1 Jahr
TEUR
d avon >5 Jahre
TEUR
Gesamt
TEUR
Erhaltene Anzahlungen 400 0 0 400
Lieferungen und Leistungen 5.726 0 0 5.726
Verbundene Unternehmen 59.199 28.273 0 87.472
- davon gegenüber Gesellschaftern 58.912 0 0 58.912
Sonstige 16.792 7.091 0 23.883
- davon aus Steuern 2.047 0 0 2.047
Gesamt 82.117 35.364 0 117.481"; 4.51, 42, 43 ;2016;PAYBACK GmbH;Jahresabschluss;PwC
Die Verbindlichkeiten gegenüber verbundenen Unternehmen setzen sich wie folgt zusammen:; 4.58 ;2016;PAYBACK GmbH;Jahresabschluss;PwC
"Verbindlichkeiten verbundene Unternehmen
31.12.2016
TEUR
31.12.2015
TEUR
Gewinnabführung 78.005 58.898
Interne Lizenzveräußerung und weiterverrechnete Entwicklungskosten 29.479 28.286
Umsatzsteuerorganschaft 1.501 242
Interne Leistungsverrechnung 0 45
Übrige 0 1
Gesamt 108.985 87.472"; 4.58 ;2016;PAYBACK GmbH;Jahresabschluss;PwC
"Der im Geschäftsjahr 2014 im Rahmen einer konzerninternen Lizenzveräußerung an ein verbundenes Unternehmen vereinbarte
Kaufpreis ist vom Eintritt einer Bedingung abhängig und insoweit noch nicht erlöswirksam zu realisieren. Dasselbe gilt für die Erlöse
aus der Weiterbelastung von im Berichtsjahr angefallenen Entwicklungskosten im Zusammenhang mit der veräußerten Lizenz. Der
Ausweis für beide Sachverhalte erfolgt daher als Verbindlichkeit gegenüber verbundenen Unternehmen mit einer Laufzeit von einem
bis fünf Jahren."; 4.58 ;2016;PAYBACK GmbH;Jahresabschluss;PwC
Die Sonstigen Verbindlichkeiten setzen sich wie folgt zusammen:; 4.60 ;2016;PAYBACK GmbH;Jahresabschluss;PwC
"Sonstige Verbindlichkeiten
31.12.2016
TEUR
31.12.2015
TEUR
PAYBACK Programm 21.275 21.659
Sonstige Verbindlichkeiten
31.12.2016
TEUR
31.12.2015
TEUR
Lohn- und Gehaltsverbindlichkeiten 2.203 2.049
davon aus Steuern 2.203 2.047
Übrige 82 175
Gesamt 23.560 23.883"; 4.60, 4.61 ;2016;PAYBACK GmbH;Jahresabschluss;PwC
"Die sonstigen Verbindlichkeiten bestehen im Wesentlichen aus Verbindlichkeiten aus dem PAYBACK Programm. Soweit PAYBACK
selbst PAYBACK Punkte ausgibt, stellt der PAYBACK Rabattverein die von den Endkunden erworbenen Punkte PAYBACK als dem
ausgebenden Unternehmen in Rechnung. Diesen Verbindlichkeiten stehen aufgrund von an den PAYBACK Rabattverein geleisteten
Zahlungen Forderungen gegen den PAYBACK Rabattverein in gleicher Höhe gegenüber, vgl. insoweit die Ausführungen zu den
sonstigen Vermögensgegenständen."; 4.60 ;2016;PAYBACK GmbH;Jahresabschluss;PwC
D. Erläuterungen zur Gewinn- und Verlustrechnung;;2016;PAYBACK GmbH;Jahresabschluss;PwC
Die Umsatzerlöse gliedern sich wie folgt auf:; 4.66, 50 ;2016;PAYBACK GmbH;Jahresabschluss;PwC
"Umsatzerlöse 20161TEUR 2015*TEUR 20152TEUR
Umsatzerlöse mit Dritten 228.669 222.614 222.614
Umsatzerlöse mit verbundenen Unternehmen 41.866 46.566 14.362
Erlösschmälerungen -5.317 -14.442 -14.442
Gesamt 265.218 254.738 222.534"; 4.66, 50 ;2016;PAYBACK GmbH;Jahresabschluss;PwC
"Aufgrund der erweiterten Umsatzerlösdefinition des Bilanzrichtlinie-Umsetzungsgesetzes (BilRUG) werden weitere Erlöskomponenten,
die mit verbundenen Unternehmen erzielt werden, nicht mehr wie bisher unter den sonstigen betrieblichen Erträgen ausgewiesen,
sondern als Umsatzerlöse. Zur besseren Vergleichbarkeit der Vorjahreszahlen wurden diese entsprechend angepasst."; 3, 4.66, 51 ;2016;PAYBACK GmbH;Jahresabschluss;PwC
Der überwiegende Teil der Umsatzerlöse betrifft dabei im Inland erbrachte Leistungen:; 4.66, 50 ;2016;PAYBACK GmbH;Jahresabschluss;PwC
"Umsatzerlöse nach geografischen Märkten 2016*TEUR 2015*TEUR 2015**TEUR
Inland 226.763 211.330 211.232
Ausland 38.455 43.408 11.302
Gesamt 265.218 254.738 222.534"; 4.66, 50 ;2016;PAYBACK GmbH;Jahresabschluss;PwC
Die Umsatzerlöse mit Dritten stellen sich folgt dar:; 4.66, 50 ;2016;PAYBACK GmbH;Jahresabschluss;PwC
"Umsatzerlöse mit Dritten 2016*TEUR 2015*TEUR 2015**TEUR
Database Marketing 88.795 81.653 81.653
Programmteilnahme 38.419 35.203 35.203
Vertragsvermittlung 31.185 45.228 45.228
Management & Service Fees 25.531 24.787 24.787
Sonstige Partnerdienstleistungen 20.167 17.352 17.352
Kartennutzung 8.420 7.590 7.590
Vertriebskooperation 6.454 0 0
Anmeldung 4.460 4.735 4.735
Teilnahmeunterlagen 1.548 2.345 2.345
Übrige 3.690 3.721 3.721
Gesamt 228.669 222.614 222.614"; 4.66, 50 ;2016;PAYBACK GmbH;Jahresabschluss;PwC
Die sonstigen betrieblichen Erträge setzen sich wie folgt zusammen:; 4.69, 60 ;2016;PAYBACK GmbH;Jahresabschluss;PwC
"Sonstige betriebliche Erträge 2016*TEUR 2015*TEUR 2015**TEUR
Verrechnete Sachbezüge Mitarbeiter 924 794 794
Auflösung von Rückstellungen 443 1.588 1.588
Wechselkursdifferenzen 30 85 85
Betriebliche Erträge mit verbundenen Unternehmen 0 0 32.204
Übrige 737 662 662
Gesamt 2.134 3.129 35.333"; 4.69, 59, 60 ;2016;PAYBACK GmbH;Jahresabschluss;PwC
"Aufgrund der erweiterten Umsatzerlösdefinition des Bilanzrichtlinie-Umsetzungsgesetzes (BilRUG) werden weitere Erlöskomponenten,
die mit verbundenen Unternehmen erzielt werden, nicht mehr wie bisher unter den sonstigen betrieblichen Erträgen ausgewiesen,
sondern als Umsatzerlöse. Zur besseren Vergleichbarkeit der Vorjahreszahlen wurden diese entsprechend angepasst. Die rechte
Spalte bildet informatorisch den Ausweis vor Inkrafttreten der BilRUG Vorschriften ab."; 3, 4.69, 51 ;2016;PAYBACK GmbH;Jahresabschluss;PwC
"In den sonstigen betrieblichen Erträgen sind periodenfremde Erträge in Höhe von TEUR 443 (Vorjahr TEUR 1.588) aus der
Auflösung von Rückstellungen enthalten."; 4.69, 57 ;2016;PAYBACK GmbH;Jahresabschluss;PwC
"Die Aufwendungen für Roh-, Hilfs- und Betriebsstoffe betreffen Aufwendungen für die Beschaffung von Anmeldeformularsets in
Höhe von TEUR 1.759 (Vorjahr TEUR 2.784). Als bezogene Leistungen werden von verbundenen Unternehmen Verwaltungs- und
Infrastrukturdienstleistungen ausgewiesen."; 4.71 ;2016;PAYBACK GmbH;Jahresabschluss;PwC
"Materialaufwand 2016*TEUR 20153TEUR 20154TEUR
Aufwendungen für Roh-, Hilfs- und Betriebsstoffe 1.759 2.784 2.784
Materialaufwand 2016*TEUR 20153TEUR 20154TEUR
Aufwendungen für bezogene Leistungen 11.872 11.555 0
Gesamt 13.631 14.339 2.784"; 4.70 ;2016;PAYBACK GmbH;Jahresabschluss;PwC
"Aufgrund der erweiterten Umsatzerlösdefinition des Bilanzrichtlinie-Umsetzungsgesetzes (BilRUG) werden Erlöse, die mit
verbundenen Unternehmen erzielt werden, nicht mehr wie bisher unter den sonstigen betrieblichen Erträgen ausgewiesen, sondern
als Umsatzerlöse."; 4.66, 4.69, 1 ;2016;PAYBACK GmbH;Jahresabschluss;PwC
"Analog dazu werden von verbundenen Unternehmen bezogene Fremdleistungen, die als wesentlicher Bestandteil in das
Leistungsangebot des Unternehmens eingehen, das zu Erlösen führt, nicht mehr als sonstige betriebliche Aufwendungen sondern als
bezogene Leistungen innerhalb des Materialaufwands ausgewiesen. Zur besseren Vergleichbarkeit der Vorjahreszahlen wurden diese
entsprechend angepasst. Die rechte Spalte bildet informatorisch den Ausweis vor Inkrafttreten der BilRUG Vorschriften ab."; 3, 4.72, 51 ;2016;PAYBACK GmbH;Jahresabschluss;PwC
Die sonstigen betrieblichen Aufwendungen setzen sich wie folgt zusammen:; 4.80, 60 ;2016;PAYBACK GmbH;Jahresabschluss;PwC
"Sonstige betriebliche Aufwendungen 2016*TEUR 2015*TEUR 2015**TEUR
Werbung und Kommunikation 79.831 83.418 83.418
IT-Kosten 23.452 33.122 43.999
Externe Dienstleistungen 8.334 8.493 8.493
Beratung und Prüfung 3.298 3.095 3.095
Personalbetreuung 2.541 2.506 2.506
Reisekosten 1.861 2.079 2.079
Qualitätskosten 956 109 0
Telekommunikation 402 939 939
Repräsentation 191 49 49
Raumkosten 148 137 137
Beiträge, Gebühren, Spenden 148 169 169
Bürobetriebskosten 87 126 126
Wechselkursdifferenzen 55 41 41
Übrige 231 258 1.045
Gesamt 121.535 134.541 146.096"; 4.80, 59, 60 ;2016;PAYBACK GmbH;Jahresabschluss;PwC
"Analog dazu werden von verbundenen Unternehmen bezogene Fremdleistungen, die als wesentlicher Bestandteil in das
Leistungsangebot des Unternehmens eingehen, das zu Erlösen führt, nicht mehr als sonstige betriebliche Aufwendungen sondern als
bezogene Leistungen innerhalb des Materialaufwands ausgewiesen. Zur besseren Vergleichbarkeit der Vorjahreszahlen wurden diese
entsprechend angepasst. Die rechte Spalte bildet informatorisch den Ausweis vor Inkrafttreten der BilRUG Vorschriften ab."; 4.80 ;2016;PAYBACK GmbH;Jahresabschluss;PwC
Der Personalaufwand im Sinne des § 275 Abs. 2 Nr. 6 HGB (Gesamtkostenverfahren) gliedert sich wie folgt:; 4.73 ;2016;PAYBACK GmbH;Jahresabschluss;PwC
"Personalaufwand
2016
TEUR
2015
TEUR
Löhne und Gehälter 44.959 40.986
Soziale Abgaben und Aufwendungen für Altersversorgung 6.213 5.338
und für Unterstützung
Gesamt 51.172 46.324"; 4.74, 4.75 ;2016;PAYBACK GmbH;Jahresabschluss;PwC
"In den Abschreibungen auf immaterielle Vermögensgegenstände und Sachanlagen in Höhe von TEUR 2.869 sind
außerplanmäßige Abschreibungen auf immaterielle Vermögengegenstände in Höhe von TEUR 13 und auf Sachanlagen in Höhe von
TEUR 20 enthalten."; 4.78, 55 ;2016;PAYBACK GmbH;Jahresabschluss;PwC
"Die sonstigen Zinsen und ähnlichen Erträge beinhalten Zinsen aus verbundenen Unternehmen in Höhe von TEUR 419 (Vorjahr
TEUR 443) und setzen sich wie folgt zusammen:"; 4.85, 58 ;2016;PAYBACK GmbH;Jahresabschluss;PwC
"Sonstige Zinsen und ähnliche Erträge
2016
TEUR
2015
TEUR
Wechselkursgewinne 685 168
Darlehenszinsen 419 443
Abzinsung langfristiger Verbindlichkeiten 0 119
Gesamt 1.104 730"; 4.85, 58 ;2016;PAYBACK GmbH;Jahresabschluss;PwC
"Die Zinsaufwendungen beinhalten Zinsen aus verbundenen Unternehmen in Höhe von TEUR 280 (Vorjahr TEUR 98) und setzen
sich wie folgt zusammen:"; 4.88 ;2016;PAYBACK GmbH;Jahresabschluss;PwC
"Zinsen und ähnliche Aufwendungen
2016
TEUR
2015
TEUR
Zinsen und ähnliche Aufwendungen
2016
TEUR
2015
Wechselkursverluste 813 TE4U1R4
Cashpooling 280 98
Aufzinsung langfristiger Verbindlichkeiten 69 0
Gesamt 1.162 512"; 4.88 ;2016;PAYBACK GmbH;Jahresabschluss;PwC
E. Sonstige Angaben;;2016;PAYBACK GmbH;Jahresabschluss;PwC
"Das Jahresergebnis für das Geschäftsjahr vom 1. Januar bis 31. Dezember 2016 wird aufgrund des bestehenden Beherrschungsund
Gewinnabführungsvertrages an die Loyalty Partner GmbH, München, abgeführt. Eine entsprechende Verbindlichkeit gegenüber verbundenen Unternehmen bzw. Gesellschafter ist erfasst.";68;2016;PAYBACK GmbH;Jahresabschluss;PwC
"Die Jahresabschlüsse der PAYBACK GmbH, München, und ihrer Tochterunternehmen werden in den Konzernabschluss der American
Express Company, New York, New York, USA, einbezogen, der nach den US-amerikanischen Rechnungslegungsvorschriften (US
GAAP) aufgestellt ist. Dieser kann bei der US Securities and Exchange Commission (SEC) unter der Commission File Number 1-7657
eingesehen werden. Dieser Abschluss ist der Konzernabschluss für den größten Kreis von Unternehmen."; 71, 75 ;2016;PAYBACK GmbH;Jahresabschluss;PwC
