; Annotierung (Angabe Nummer in Anahngscheckliste) ;Geschäftsjahr;Gesellschaft;Abschlussart;Prüfer
Die assoziierten Unternehmen ENAG/Maingas Energieanlagen GmbH und Gasversorgung Offenbach GmbH haben als abweichenden Stichtag den 30. September und wurden mit den Abschlüssen zu diesem abweichenden Stichtag einbezogen.;;2016;Stadtwerke Frankfurt am Main Holding GmbH;Konzernabschluss;KPMG
Die Gemeinschaftskraftwerk Irsching GmbH (GKI) wird trotz eines Anteilsbesitzes von unter 20 % (die Beteiligung der Mainova beträgt 15,6 %) als assoziiertes Unternehmen nach der Equity-Methode bewertet, da der Mainova durch den Gesellschaftsvertrag maßgeblicher Einfluss eingeräumt wird. Bei sämtlichen wichtigen geschäftspolitischen Entscheidungen (z. B. Investitionen, Aufnahme von Krediten, Abschluss oder Änderung von Verträgen sowie Bestellung und Abberufung von Geschäftsführern) ist die Einstimmigkeit der Gesellschafter erforderlich.;;2016;Stadtwerke Frankfurt am Main Holding GmbH;Konzernabschluss;KPMG
Konsolidierungsgrundsätze;;2016;Stadtwerke Frankfurt am Main Holding GmbH;Konzernabschluss;KPMG
Die Abschlüsse der Tochterunternehmen werden in den Konzernabschluss entsprechend den gesetzlichen Vorschriften einheitlich nach den bei der SWFH geltenden Bilanzierungsmethoden - bis auf Ausnahmen, die für die Vermittlung eines den tatsächlichen Verhältnissen entsprechenden Bildes der Vermögens-, Finanz- und Ertragslage nur von untergeordneter Bedeutung sind - einbezogen.;;2016;Stadtwerke Frankfurt am Main Holding GmbH;Konzernabschluss;KPMG
Die Kapitalkonsolidierung der Tochterunternehmen, die bis zum 31. Dezember 2009 erworben wurden, erfolgt aufgrund von Art. 66 Abs. 3 Satz 4 EGHGB nach der Buchwertmethode. Dabei werden die Anschaffungskosten mit dem auf die Muttergesellschaft entfallenden anteiligen Eigenkapital zum Zeitpunkt der Erstkonsolidierung verrechnet. Für die ab dem 1. Januar 2010 erstmals zu konsolidierenden Tochterunternehmen wird die Neubewertungsmethode angewendet. Die Verrechnung erfolgt gemäß § 301 HGB zwischen dem Wertansatz der dem Mutterunternehmen gehörenden Anteile mit dem anteiligen Eigenkapital, das sich aus den zum Zeitwert angesetzten Vermögensgegenständen, Schulden und Rechnungsabgrenzungsposten ergibt. Die Verrechnung erfolgt auf Grundlage der Wertansätze zu dem Zeitpunkt, zu dem das Unternehmen Tochterunternehmen geworden ist. Ein nach der Verrechnung verbleibender Unterschiedsbetrag wird als Geschäfts- oder Firmenwert bzw. als Unterschiedsbetrag aus der Kapitalkonsolidierung ausgewiesen.;;2016;Stadtwerke Frankfurt am Main Holding GmbH;Konzernabschluss;KPMG
Die bis zum 31. Dezember 2009 erworbenen assoziierten Unternehmen werden gemäß § 312 Abs. 1 Satz 1 HGB zu Buchwerten und gemäß § 312 Abs. 3 Satz 1 HGB zum Zeitpunkt der erstmaligen Einbeziehung angesetzt. Bei den assoziierten Unternehmen die ab dem Wirtschaftsjahr 2010 erstmalig einbezogen werden, wird ein vorhandener Unterschiedsbetrag nach § 312 Abs. 2 HGB behandelt. Konzerneinheitliche Bewertungsmethoden werden angewandt.; 97 ;2016;Stadtwerke Frankfurt am Main Holding GmbH;Konzernabschluss;KPMG
Die aktiven Unterschiedsbeträge für assoziierte Unternehmen betragen zum 31. Dezember 2016 insgesamt EUR 47,8 Mio (i. Vj. EUR 55,0 Mio).; 97 ;2016;Stadtwerke Frankfurt am Main Holding GmbH;Konzernabschluss;KPMG
Aufwendungen und Erträge sowie Forderungen und Verbindlichkeiten zwischen den einbezogenen Unternehmen werden eliminiert.;;2016;Stadtwerke Frankfurt am Main Holding GmbH;Konzernabschluss;KPMG
Zwischenergebnisse werden nach § 304 Abs. 2 HGB wegen untergeordneter Bedeutung nicht eliminiert.; 99 ;2016;Stadtwerke Frankfurt am Main Holding GmbH;Konzernabschluss;KPMG
Bilanzierung und Bewertung;;2016;Stadtwerke Frankfurt am Main Holding GmbH;Konzernabschluss;KPMG
Entgeltlich erworbene immaterielle Vermögensgegenstände (einschließlich Geschäfts- oder Firmenwert) werden mit ihren Anschaffungskosten aktiviert und entsprechend ihrer voraussichtlichen Nutzungsdauer linear über drei bis 25 Jahre abgeschrieben.; 9.4, 14 ;2016;Stadtwerke Frankfurt am Main Holding GmbH;Konzernabschluss;KPMG
Die Sachanlagen werden zu Anschaffungs- oder Herstellungskosten, vermindert um plan- und außerplanmäßige Abschreibungen sowie erhaltene Kapitalzuschüsse, angesetzt. Die Herstellungskosten umfassen direkt zurechenbare Einzelkosten und angemessene Teile der notwendigen Gemeinkosten sowie Abschreibungen. In Ausübung des Wahlrechts gemäß § 255 Abs. 3 Satz 2 HGB wurden die für die Finanzierung der Generalüberholung der Abfallverbrennungsanlage angefallenen Zinsen für Fremdkapital im Rahmen der Anschaffungskosten aktiviert.; 9.7, 10 ;2016;Stadtwerke Frankfurt am Main Holding GmbH;Konzernabschluss;KPMG
Empfangene Zuschüsse (Baukostenzuschüsse und Hausanschlusskostenbeiträge) werden entsprechend ihrem Entstehungszeitpunkt wie folgt behandelt:; 9.7 ;2016;Stadtwerke Frankfurt am Main Holding GmbH;Konzernabschluss;KPMG
Die bis zum Jahr 2002 von Kunden empfangenen Zuschüsse werden gesondert unter den Passiva ausgewiesen und über 20 Jahre linear zu Gunsten der Umsatzerlöse aufgelöst.; 9.7 ;2016;Stadtwerke Frankfurt am Main Holding GmbH;Konzernabschluss;KPMG
Aufgrund der ab dem Jahr 2003 geänderten steuerlichen Bilanzierungsvorschriften werden empfangene Zuschüsse ab diesem Zeitpunkt von den Anschaffungs- oder Herstellungskosten abgesetzt.; 9.7 ;2016;Stadtwerke Frankfurt am Main Holding GmbH;Konzernabschluss;KPMG
Ab dem 1. Januar 2010 werden die von Kunden empfangenen Zuschüsse gesondert unter den Passiva ausgewiesen und über die Nutzungsdauer der bezuschussten Vermögensgegenstände linear zu Gunsten der Umsatzerlöse aufgelöst.; 9.7 ;2016;Stadtwerke Frankfurt am Main Holding GmbH;Konzernabschluss;KPMG
"Auf Sachanlagen, die vor dem 1. Januar 2001, im Geschäftsjahr 2008 und ab dem Geschäftsjahr 2010 angeschafft oder hergestellt wurden, erfolgen die planmäßigen Abschreibungen linear. Bei Sachanlagen, die in der Zeit vom 1. Januar 2001 bis zum 31. Dezember 2007 und im Jahr 2009 angeschafft oder hergestellt wurden, werden die planmäßigen Abschreibungen in dem jeweils zum Aktivierungszeitpunkt steuerlich höchstzulässigen Umfang degressiv vorgenommen; auf die lineare Abschreibungsmethode wird übergegangen, sobald diese zu höheren Abschreibungen führt. Außerdem wird die degressive Abschreibungsmethode auf Sachanlagen angewandt, die vor dem 31. Dezember 2009 aktiviert wurden und die den Gas- und Wärmebereich sowie die Betriebs- und Geschäftsausstattung der Mainova betreffen. Der Übergang zur linearen
Methode erfolgt, sobald diese zu höheren Abschreibungen führt. Alle übrigen abnutzbaren Anlagegüter, die im Geschäftsjahr 2012 angeschafft oder hergestellt wurden, werden linear abgeschrieben. Gemäß § 308 Abs. 2 HGB wurde keine Neubewertung auf Basis einheitlicher Abschreibungsmethoden vorgenommen, da die Abweichung für die Vermittlung eines Bildes, das den tatsächlichen Verhältnissen der Vermögens-, Finanz- und Ertragslage entspricht, nur von untergeordneter Bedeutung ist."; 9.7 ;2016;Stadtwerke Frankfurt am Main Holding GmbH;Konzernabschluss;KPMG
Selbständig nutzbare bewegliche Gegenstände des Anlagevermögens werden bei Anschaffungskosten bis zu EUR 150,00 im Zugangsjahr aufwandswirksam erfasst. Für Zugänge, deren Anschaffungskosten mehr als EUR 150,00, jedoch nicht mehr als EUR 1.000,00 betragen, erfolgt die Aktivierung als Sammelposten. Diese werden im Geschäftsjahr der Bildung und in den vier Folgejahren mit jeweils einem Fünftel aufgelöst.; 9.7 ;2016;Stadtwerke Frankfurt am Main Holding GmbH;Konzernabschluss;KPMG
Die Bemessung der Nutzungsdauer für die Abschreibung der Anlagegüter richtet sich nach den Erfahrungswerten der Konzerngesellschaften. Die Nutzungsdauern der wichtigsten Posten des Sachanlagevermögens sind aus nachfolgender Tabelle zu entnehmen:; 9.7 ;2016;Stadtwerke Frankfurt am Main Holding GmbH;Konzernabschluss;KPMG
"Jahre
Grundstücke, Gebäude und Gebäudeeinrichtungen 8 - 50
Erzeugungs-, Gewinnungs- und Bezugsanlagen, Heizzentralen 12 - 50
Verteilungsnetze 14 - 50
Hausanschlüsse 20 - 33
Verteilungs- und Gleisanlagen sowie Weichen 19 - 25
Fahrzeuge für den Personenverkehr 10 - 20
Technische Anlagen und Maschinen rd. 10
Andere Anlagen, Betriebs- und Geschäftsausstattung 3 - 33"; 9.7 ;2016;Stadtwerke Frankfurt am Main Holding GmbH;Konzernabschluss;KPMG
Unter den Finanzanlagen werden die Beteiligungen und die übrigen Finanzanlagen (Wertpapiere des Anlagevermögens und Genossenschaftsanteile) zu Anschaffungskosten oder mit dem niedrigeren beizulegenden Wert angesetzt.; 9.12 ;2016;Stadtwerke Frankfurt am Main Holding GmbH;Konzernabschluss;KPMG
Ausleihungen sind zu Nenn- bzw., sofern unverzinslich und sofern wesentlich, zu Barwerten bilanziert.; 9.14, 9.18 ;2016;Stadtwerke Frankfurt am Main Holding GmbH;Konzernabschluss;KPMG
Aufgrund des § 246 Abs. 2 Satz 2 HGB erfolgt die Bewertung der Vermögensgegenstände, die ausschließlich der Erfüllung der Schulden aus den Erfüllungsrückständen und den Aufstockungsbeträgen im Rahmen vertraglich vereinbarter Altersteilzeitverpflichtungen dienen und dem Zugriff aller übrigen Gläubiger entzogen sind, mit ihrem beizulegenden Zeitwert. Bei den vorgenannten Vermögensgegenständen handelt es sich um die unter den Beteiligungen ausgewiesenen Aktien an der Süwag Energie AG (Süwag). Der beizulegende Zeitwert wird gemäß § 255 Abs. 4 S. 2 HGB nach dem Ertragswertverfahren zum jeweiligen Bilanzstichtag ermittelt. Nach den Bestimmungen des HGBs sind diese Vermögensgegenstände mit denjenigen Verpflichtungen zu saldieren, zu deren Absicherung sie dienen.; 9.15, 9.36, 38 ;2016;Stadtwerke Frankfurt am Main Holding GmbH;Konzernabschluss;KPMG
Entsprechend wird mit den zu Grunde liegenden Erträgen aus den verrechneten Vermögensgegenständen und mit den Aufwendungen aus den Zinseffekten der Rückstellung verfahren.; 9.15, 9.36 ;2016;Stadtwerke Frankfurt am Main Holding GmbH;Konzernabschluss;KPMG
Die Roh-, Hilfs- und Betriebsstoffe und Waren werden zu fortgeschriebenen durchschnittlichen Einstandspreisen unter Berücksichtigung des Niederstwertprinzips bewertet. Bestandsrisiken wegen langer Lagerdauer und verminderter Verwertbarkeit sind durch angemessene Abschläge berücksichtigt.; 9.21 ;2016;Stadtwerke Frankfurt am Main Holding GmbH;Konzernabschluss;KPMG
Unfertige Erzeugnisse werden mit Herstellungskosten unter Berücksichtigung des Niederstwertprinzips verlustfrei bewertet. Die Herstellungskosten umfassen direkt zurechenbare Einzelkosten sowie angemessene Teile der notwendigen Gemeinkosten.; 9.22 ;2016;Stadtwerke Frankfurt am Main Holding GmbH;Konzernabschluss;KPMG
Forderungen und sonstige Vermögensgegenstände sind zu Nominalwerten, ggf. vermindert um angemessene Einzel- oder Pauschalwertberichtigungen, aktiviert. Sonstige Vermögensgegenstände mit einer Restlaufzeit von mehr als einem Jahr werden entsprechend abgezinst, soweit diese niedrig- oder unverzinslich sind.; 9.25 ;2016;Stadtwerke Frankfurt am Main Holding GmbH;Konzernabschluss;KPMG
Erhaltene Abschlagszahlungen auf den noch nicht abgerechneten Energieverbrauch von Kunden sind bei den Forderungen aus Lieferungen und Leistungen abgesetzt.; 9.26 ;2016;Stadtwerke Frankfurt am Main Holding GmbH;Konzernabschluss;KPMG
Der Kassenbestand sowie die Guthaben bei Kreditinstituten werden mit den Kontenständen zum Bilanzstichtag ausgewiesen.; 9.33 ;2016;Stadtwerke Frankfurt am Main Holding GmbH;Konzernabschluss;KPMG
Durch die Abschaffung des § 308 Abs. 3 HGB a. F. bestand das Wahlrecht zur unveränderten Übernahme steuerrechtlicher Wertansätze in den Konzernabschluss bereits in Vorjahren nicht mehr.;;2016;Stadtwerke Frankfurt am Main Holding GmbH;Konzernabschluss;KPMG
Bezüglich des Sonderpostens mit Rücklageanteil wurde demzufolge wie folgt verfahren:;;2016;Stadtwerke Frankfurt am Main Holding GmbH;Konzernabschluss;KPMG
"–Die bereits am Ende des Jahres 2007 laut den Einzelabschlüssen bestehenden Sonderposten wurden erfolgsneutral mit dem Verlustvortrag verrechnet;";;2016;Stadtwerke Frankfurt am Main Holding GmbH;Konzernabschluss;KPMG
–die bezüglich des Sonderpostens vorgenommene Sonderabschreibung wurde wieder zurückgenommen.;;2016;Stadtwerke Frankfurt am Main Holding GmbH;Konzernabschluss;KPMG
Rückstellungen werden in Höhe des nach vernünftiger kaufmännischer Beurteilung notwendigen Erfüllungsbetrags passiviert. In diesem sind zukünftige Preis- und Kostensteigerungen einbezogen. Zudem werden Rückstellungen mit einer Restlaufzeit von mehr als einem Jahr abgezinst. Die anzuwendenden Zinssätze werden von der Deutschen Bundesbank ermittelt.; 9.47 ;2016;Stadtwerke Frankfurt am Main Holding GmbH;Konzernabschluss;KPMG
"Im Zuge der Umstellung auf die Regelungen des Bilanzrechtsmodernisierungsgesetzes (BilMoG) machte die SWFH von dem Wahlrecht gemäß Artikel 67 Abs. 1 Satz 1 EGHGB keinen Gebrauch. Somit wurden die aus der geänderten Bewertung resultierenden Zuführungsbeträge zu den Rückstellungen für Pensionen und Beihilfe- sowie Freifahrtansprüche, die unter die Rückstellungen für Pensionen und ähnliche Verpflichtungen fallen, im Jahr 2010 in voller Höhe erfolgswirksam erfasst und nicht über bis zu 15 Jahre angesammelt. Des Weiteren wird von dem Wahlrecht gemäß Art. 67 Abs. 3 Satz 1 EGHGB zur Beibehaltung von Rückstellungen nach § 249 Abs. 1 Satz 3 und Abs. 2 HGB a. F. (Aufwandsrückstellungen) Gebrauch gemacht. Alle hiervon betroffenen Rückstellungen werden unter Anwendung der für sie
geltenden Vorschriften in der bis zum 28. Mai 2009 geltenden Fassung des HGB beibehalten."; 9.48,  ;2016;Stadtwerke Frankfurt am Main Holding GmbH;Konzernabschluss;KPMG
Die Steuerrückstellungen sind in Höhe des nach vernünftiger kaufmännischer Beurteilung notwendigen Erfüllungsbetrags passiviert.; 9.49 ;2016;Stadtwerke Frankfurt am Main Holding GmbH;Konzernabschluss;KPMG
"Die Rückstellungen für Pensionen und ähnliche Verpflichtungen beziehen sich auf den Personenkreis der ehemaligen Mitglieder der Geschäftsführung und deren Hinterbliebene sowie in unserem Konzern beschäftigte beurlaubte Beamte. Zusätzlich sind hier auch so genannte ""Deputatsverpflichtungen"" und Beihilfe-Ansprüche von ehemaligen Mitarbeitern enthalten."; 9.48, 35 ;2016;Stadtwerke Frankfurt am Main Holding GmbH;Konzernabschluss;KPMG
Rückstellungen für Pensionen und ähnliche Verpflichtungen sowie Verpflichtungen aus Altersteilzeitverträgen sind auf Grundlage versicherungsmathematischer Berechnungen mit dem Erfüllungsbetrag unter Anwendung der Projected-Unit-Credit-Methode passiviert.; 9.49, 35 ;2016;Stadtwerke Frankfurt am Main Holding GmbH;Konzernabschluss;KPMG
Die Rückstellungen für Pensionen und ähnliche Verpflichtungen werden unter Berücksichtigung der Vereinfachungsregelung gemäß § 253 Abs. 2 Satz 2 HGB mit dem durchschnittlichen Marktzinssatz der vergangenen zehn Geschäftsjahre für eine angenommene Restlaufzeit von 15 Jahren in Höhe von 4,01 % p. a. (im Vorjahr unter Verwendung eines durchschnittlichen Marktzinssatz der vergangenen sieben Jahre in Höhe von 3,89 % p. a.) abgezinst. Der hieraus resultierende Unterschiedsbetrag nach § 253 Absatz 6 HGB in Höhe von rd. EUR 0,6 Mio, der im Finanzergebnis erfasst wurde, unterliegt einer Ausschüttungssperre. Zukünftig erwartete Einkommens- (bzw. Beihilfe-) und Rentensteigerungen werden durch eine jeweilige Dynamisierung von 2,0 % p. a. (i. Vj. 2,0 % p. a.) bei der Ermittlung der Rückstellung berücksichtigt.; 9.49, 35, 36 ;2016;Stadtwerke Frankfurt am Main Holding GmbH;Konzernabschluss;KPMG
Bei der Bewertung der Rückstellungen für Altersteilzeitverpflichtungen wurde ein Rechnungszins in Höhe von 1,58 % p. a. (i. Vj. 2,02 % p. a.) für abgeschlossene Altersteilzeitverträge mit einer mittleren Restlaufzeit von einem Jahr und 1,68 % p. a. (i. Vj. 2,16 % p. a.) für potenzielle Altersteilzeit-Anwärter mit einer mittleren Restlaufzeit von zwei Jahren (i. Vj. ein Jahr) sowie ein Gehaltstrend in Höhe von 2,0 % p. a. (i. Vj. 2,0 % p. a.) zu Grunde gelegt.; 9.50 ;2016;Stadtwerke Frankfurt am Main Holding GmbH;Konzernabschluss;KPMG
"Zur Gewährung einer betrieblichen Altersversorgung sind alle tariflichen Mitarbeiter im Rahmen der Bindung an den Tarifvertrag Versorgungsbetriebe (TV-V), den Tarifvertrag für den öffentlichen Dienst- Verwaltung (TVöD-V), den Tarifvertrag Nahverkehr Hessen (TV-N) sowie auf Basis einzelvertraglicher Regelungen bei der Zusatzversorgungskasse der Stadt Frankfurt am Main (ZVK) nach den Regeln der Zusatzversorgung im öffentlichen Dienst pflichtversichert. Die Beiträge werden im Rahmen eines Umlageverfahrens erhoben. Der Umlagesatz der ZVK Frankfurt am Main beläuft sich auf 6,0 %; hiervon übernimmt der Arbeitgeber 5,6 %, die Eigenbeteiligung der Arbeitnehmer beträgt 0,4 %. Daneben wird gemäß § 63 der ZVK-Satzung vom Arbeitgeber ein steuerfreies Sanierungsgeld in Höhe von 3,5 % erhoben. Für einen Teil der Pflichtversicherten wird für das ZVK-pflichtige Entgelt, das über der tariflich festgesetzten Beitragsbemessungsgrenze liegt, eine zusätzliche Umlage in Höhe von 9,0 % gezahlt. Derzeit liegen keine gesicherten Erkenntnisse für einen weiteren Anstieg des Sanierungsgelds vor. Es ist jedoch damit zu rechnen, dass auch künftig Beitragserhöhungen erfolgen werden. Der Aufwand aus ZVKUmlagen (Arbeitgeberanteil) ist unter den Aufwendungen für Altersversorgung und für Unterstützung ausgewiesen. Die umlagepflichtigen Entgelte betragen EUR 240,7 Mio. Bei den über die ZVK durchgeführten Verpflichtungen handelt es sich um mittelbare Pensionsverpflichtungen, für die gemäß Artikel 28 Absatz 1 Satz 2 EGHGB keine Rückstellungen gebildet wurden."; 9.49 ;2016;Stadtwerke Frankfurt am Main Holding GmbH;Konzernabschluss;KPMG
Die Jubiläumsrückstellungen sind auf Grundlage versicherungsmathematischer Berechnungen mit dem Erfüllungsbetrag unter Anwendung der Projected-Unit-Credit-Methode angesetzt. Die Berechnung wurde unter Berücksichtigung der Vereinfachungsregel gemäß § 253 Abs. 2 Satz 2 HGB von 3,24 % p. a. (i. Vj. 3,89 % p. a.) und eines jährlichen Einkommenstrends von 2,0 % p. a. (i. Vj. 2,0 % p. a.) passiviert.; 9.50 ;2016;Stadtwerke Frankfurt am Main Holding GmbH;Konzernabschluss;KPMG
Basis für die versicherungsmathematische Ermittlung bei den vorgenannten Rückstellungen sind jeweils die Richttafeln 2005 G von Prof. Dr. K. Heubeck.; 9.49 ;2016;Stadtwerke Frankfurt am Main Holding GmbH;Konzernabschluss;KPMG
Die übrigen Rückstellungen werden in Höhe der voraussichtlichen Inanspruchnahme gebildet. Sie berücksichtigen alle erkennbaren Risiken und ungewissen Verbindlichkeiten.; 9.50 ;2016;Stadtwerke Frankfurt am Main Holding GmbH;Konzernabschluss;KPMG
Die Verbindlichkeiten sind zu Erfüllungsbeträgen passiviert.; 9.51 ;2016;Stadtwerke Frankfurt am Main Holding GmbH;Konzernabschluss;KPMG
Unter den Rechnungsabgrenzungsposten sind transitorische Posten ausgewiesen. Zudem werden Aufwendungen bzw. Erträge aus Ausgleichszahlungen von Derivaten, die sich in einer Bewertungseinheit mit einer mit hoher Wahrscheinlichkeit erwarteten Transaktion befinden, abgegrenzt, soweit die zuzuordnenden (Material-) Aufwendungen bzw. Erträge aus der mit hoher Wahrscheinlichkeit erwarteten Transaktion nach dem Abschluss-Stichtag anfallen.; 9.63 ;2016;Stadtwerke Frankfurt am Main Holding GmbH;Konzernabschluss;KPMG
Latente Steuern werden für zeitliche Unterschiede zwischen den handelsrechtlichen und steuerrechtlichen Wertansätzen von Vermögensgegenständen, Schulden und Rechnungsabgrenzungsposten ermittelt. Die Ermittlung der latenten Steuern erfolgt auf Basis des kombinierten Ertragssteuersatzes der SWFH von aktuell 31,225 %. Der kombinierte Ertragssteuersatz umfasst Körperschaftsteuer, Gewerbesteuer und Solidaritätszuschlag.; 9.35, 9.64, 25 ;2016;Stadtwerke Frankfurt am Main Holding GmbH;Konzernabschluss;KPMG
Das Wahlrecht des § 306 Satz 2 HGB wird dahingehend ausgeübt, dass die sich ergebende Steuerbelastung mit der Steuerentlastung verrechnet wird. Passive latente Steuern ergeben sich hauptsächlich aus dem Sachanlagevermögen, während aktive latente Steuern im Wesentlichen auf Rückstellungen beruhen. Auf die steuerlichen Verlustvorträge konnten keine aktiven latenten Steuern gebildet werden, da nicht erwartet wird, dass die Verlustvorträge innerhalb der nächsten fünf Jahre mit ausreichendem zu versteuerndem Einkommen verrechnet werden können. Im Geschäftsjahr ergab sich insgesamt ein Überhang aktiver latenter Steuern, welcher jedoch aufgrund fehlender Werthaltigkeit nicht bilanziert worden ist. ; 9.35, 9.64, 25 ;2016;Stadtwerke Frankfurt am Main Holding GmbH;Konzernabschluss;KPMG
II. Erläuterungen zur Bilanz;;2016;Stadtwerke Frankfurt am Main Holding GmbH;Konzernabschluss;KPMG
(1) Anlagevermögen; 5.1 ;2016;Stadtwerke Frankfurt am Main Holding GmbH;Konzernabschluss;KPMG
Gliederung und Entwicklung des Anlagevermögens können dem Anlagenspiegel (Anlage 1 zum Konzernanhang) entnommen werden.; 5.1 ;2016;Stadtwerke Frankfurt am Main Holding GmbH;Konzernabschluss;KPMG
Die Zugänge bei den immateriellen Vermögensgegenständen resultieren hauptsächlich aus der Erweiterung und Neuanschaffung von Anwendungssoftware.; 5.2 ;2016;Stadtwerke Frankfurt am Main Holding GmbH;Konzernabschluss;KPMG
"Den Schwerpunkt der Zugänge bei den Sachanlagen bilden die Erweiterung und Erneuerung der Erzeugungs- und Verteilungsanlagen im Strom-, Gas-, Wasser- und Wärmebereich, die Erneuerung der Fahrtreppen, die Erweiterung der Gleisanlagen, Streckenausrüstungen und Sicherungsanlagen, die Neuanschaffung von Fahrzeugen für den Personennahverkehr, die Sanierung in den verschiedenen Schwimmbädern und der Ausbau des vorhandenen Streckennetzes einschließlich der hierfür geleisteten Anzahlungen. Die Abgänge resultieren im Wesentlichen aus dem Verkauf bzw. der Verschrottung von älteren Fahrzeugen für den
Personennahverkehr sowie von Gleis-, Sicherungs- und Verteilungsanlagen sowie Streckenausrüstung."; 5.7 ;2016;Stadtwerke Frankfurt am Main Holding GmbH;Konzernabschluss;KPMG
Das Finanzanlagevermögen hat sich vor allem durch den Rückgang bei den Beteiligungen an assoziierte Unternehmen gegenüber dem Vorjahr verändert. Die Veränderung beruht insbesondere auf die Fortschreibung des Equity-Buchwerts um die Jahresergebnisse der Gesellschaften (vgl. auch Ziffer 15).; 5.12 ;2016;Stadtwerke Frankfurt am Main Holding GmbH;Konzernabschluss;KPMG
Bezüglich der gemäß § 246 Abs. 2 HGB verrechneten Vermögensgegenstände verweisen wir auf unsere Erläuterungen unter der Position (6) Rückstellungen.; 5.36 ;2016;Stadtwerke Frankfurt am Main Holding GmbH;Konzernabschluss;KPMG
(2) Umlaufvermögen; 5.19 ;2016;Stadtwerke Frankfurt am Main Holding GmbH;Konzernabschluss;KPMG
In den Roh-, Hilfs- und Betriebsstoffen sind hauptsächlich Bau- und Installationsmaterialien sowie der Bestand an Kohle und Heizöl sowie Emissionsrechte für den Betrieb der Heizkraftwerke ausgewiesen. Die unfertigen Leistungen enthalten noch nicht abgerechnete Bau- und Reparaturleistungen.; 5.21 ;2016;Stadtwerke Frankfurt am Main Holding GmbH;Konzernabschluss;KPMG
Sämtliche Forderungen haben eine Restlaufzeit bis zu einem Jahr.; 5.25 ;2016;Stadtwerke Frankfurt am Main Holding GmbH;Konzernabschluss;KPMG
Die Forderungen gegen Unternehmen, mit denen ein Beteiligungsverhältnis besteht, betreffen mit EUR 16,3 Mio (i. Vj. EUR 9,2 Mio) Lieferungen und Leistungen. Ferner werden Finanzforderungen in Höhe von EUR 2,6 Mio (i. Vj. EUR 3,6 Mio) ausgewiesen.; 5.28, 7 ;2016;Stadtwerke Frankfurt am Main Holding GmbH;Konzernabschluss;KPMG
