Anhang; Annotierung (Angabe Nummer in Anahngscheckliste) ;Geschäftsjahr;Gesellschaft;Abschlussart;Prüfer
"Die ausgewiesenen aktiven latenten Steuern übersteigen die passiven latenten Steuern um EUR 209.340,82. Gemäß § 285 Nr. 28
HGB in Verbindung mit § 268 Abs. 8 HGB besteht eine Ausschüttungssperre in dieser Höhe."; 4.35, 8.35, 24, 31 ;2015/2016;Saturn Electro-Handelsgesellschaft mbH München;Jahresabschluss;Pütz, Wirtschaftsprüfer Sailer, Wirtschaftsprüferin
Das gezeichnete Kapital der Gesellschaft beträgt EUR 120.900,00.; 4.38, 8.38 ;2015/2016;Saturn Electro-Handelsgesellschaft mbH München;Jahresabschluss;Pütz, Wirtschaftsprüfer Sailer, Wirtschaftsprüferin
"Die Rückstellungen sind mit dem Erfüllungsbetrag angesetzt, der nach vernünftiger kaufmännischer Beurteilung notwendig ist.
Rückstellungen mit einer Restlaufzeit von mehr als einem Jahr sind bisher gemäß § 253 Abs. 2 Satz 1 HGB a. F. mit dem ihrer
Restlaufzeit entsprechenden durchschnittlichen Marktzinssatz der vergangenen sieben Geschäftsjahre abzuzinsen. Rückstellungen für
Altersversorgungsverpflichtungen oder vergleichbare langfristig fällige Verpflichtungen werden gemäß § 253 Abs. 2 Satz 2 HGB
pauschal mit dem durchschnittlichen Marktzinssatz abgezinst, der sich bei einer angenommenen Restlaufzeit von 15 Jahren ergibt.
Nach Inanspruchnahme dieses Wahlrechts ergäbe sich ein Diskontierungszinssatz in Höhe von 3,38 %."; 4.47, 8.47, 34, 35 ;2015/2016;Saturn Electro-Handelsgesellschaft mbH München;Jahresabschluss;Pütz, Wirtschaftsprüfer Sailer, Wirtschaftsprüferin
"Nach der Novellierung des § 253 Abs. 2 HGB vom 17. März 2016 verlängert sich der Zeitraum der Durchschnittsbildung bei der
Ermittlung des Diskontierungszinssatzes von sieben auf zehn Jahre. Dementsprechend sind die Pensionsrückstellungen gemäß einer
„projected unit credit method“ mit einem Rechnungszinsfuß von 4,09 %, einem Rententrend von 1,5 % und Gehaltstrend von 3,0%
bei Anwendung der Richttafeln 2005 G von Prof. Dr. Klaus Heubeck (mit Vollanpassung 2011) ermittelt und durch ein
versicherungsmathematisches Gutachten vom 30. September 2016 der Mercer Deutschland GmbH, Düsseldorf, nachgewiesen."; 4.48, 8.48, 10, 34, 35 ;2015/2016;Saturn Electro-Handelsgesellschaft mbH München;Jahresabschluss;Pütz, Wirtschaftsprüfer Sailer, Wirtschaftsprüferin
"Der Differenzbetrag, der sich zwischen der sieben- und zehnjährigen Durchschnittsbetrachtung ergibt, beträgt zum Bilanzstichtag
EUR 1.774,00. Gemäß § 253 Abs. 6 HGB besteht eine Ausschüttungssperre in dieser Höhe."; 4.48, 8.48, 35 ;2015/2016;Saturn Electro-Handelsgesellschaft mbH München;Jahresabschluss;Pütz, Wirtschaftsprüfer Sailer, Wirtschaftsprüferin
"Die sonstigen Rückstellungen betreffen im Wesentlichen Rückstellungen für noch nicht abgegoltene Urlaubs- sowie Lohn- und
Gehaltsansprüche, Tantieme, Miet- und Mietnebenkosten und ausstehende Kostenrechnungen."; 4.50, 8.50, 40 ;2015/2016;Saturn Electro-Handelsgesellschaft mbH München;Jahresabschluss;Pütz, Wirtschaftsprüfer Sailer, Wirtschaftsprüferin
"In den sonstigen Rückstellungen ist ein Betrag aus der Überdeckung nach Art. 67 Abs. 1 Satz 4 EGHGB aus der Rückstellung für
Sterbegeld in Höhe von EUR 8.774,00 enthalten."; 4.50, 8.50, 39 ;2015/2016;Saturn Electro-Handelsgesellschaft mbH München;Jahresabschluss;Pütz, Wirtschaftsprüfer Sailer, Wirtschaftsprüferin
Verbindlichkeiten sind mit dem Erfüllungsbetrag angesetzt. Sämtliche Verbindlichkeiten haben eine Restlaufzeit bis zu einem Jahr.; 4.51, 8.51, 42 ;2015/2016;Saturn Electro-Handelsgesellschaft mbH München;Jahresabschluss;Pütz, Wirtschaftsprüfer Sailer, Wirtschaftsprüferin
"Die Verbindlichkeiten gegenüber verbundenen Unternehmen beinhalten Verbindlichkeiten gegenüber der Gesellschafterin Media-
Saturn Deutschland GmbH, Ingolstadt, in Höhe von EUR 1.549.916,81 (i. Vj. EUR 1.546.722,68)."; 4.58, 8.58, 20 ;2015/2016;Saturn Electro-Handelsgesellschaft mbH München;Jahresabschluss;Pütz, Wirtschaftsprüfer Sailer, Wirtschaftsprüferin
"In den Verbindlichkeiten gegenüber verbundenen Unternehmen sind Verbindlichkeiten aus Lieferungen und Leistungen gegenüber
verbundenen Unternehmen in Höhe von EUR 2.337.835,51 (i. Vj. EUR 2.397.204,62) enthalten."; 4.58, 6, 8.58 ;2015/2016;Saturn Electro-Handelsgesellschaft mbH München;Jahresabschluss;Pütz, Wirtschaftsprüfer Sailer, Wirtschaftsprüferin
"Der passive Rechnungsabgrenzungsposten beinhaltet im Wesentlichen die Abgrenzung verkaufter Garantie-Plus Versicherungen in
Höhe von EUR 2.315.316,03."; 4.63, 8.63 ;2015/2016;Saturn Electro-Handelsgesellschaft mbH München;Jahresabschluss;Pütz, Wirtschaftsprüfer Sailer, Wirtschaftsprüferin
III. Angaben zu einzelnen Posten der Gewinn- und Verlustrechnung;;2015/2016;Saturn Electro-Handelsgesellschaft mbH München;Jahresabschluss;Pütz, Wirtschaftsprüfer Sailer, Wirtschaftsprüferin
"Die Umsatzerlöse enthalten Erlöse aus dem stationären Verkauf von Waren, Provisionserlöse aus der Erbringung von Dienstleistungen
sowie Umsätze aus dem Online-Handel, soweit die Abholung der Waren im Markt erfolgt."; 4.66, 50 ;2015/2016;Saturn Electro-Handelsgesellschaft mbH München;Jahresabschluss;Pütz, Wirtschaftsprüfer Sailer, Wirtschaftsprüferin
Die Gesellschaft erzielte ausschließlich Umsatzerlöse im Inland.; 4.66, 50 ;2015/2016;Saturn Electro-Handelsgesellschaft mbH München;Jahresabschluss;Pütz, Wirtschaftsprüfer Sailer, Wirtschaftsprüferin
"Auf eine gesonderte Erläuterung der periodenfremden Aufwendungen wird verzichtet, da die auszuweisenden Beträge für die
Beurteilung der Ertragslage von untergeordneter Bedeutung sind."; 4.66, 57 ;2015/2016;Saturn Electro-Handelsgesellschaft mbH München;Jahresabschluss;Pütz, Wirtschaftsprüfer Sailer, Wirtschaftsprüferin
"In den sonstigen betrieblichen Erträgen sind periodenfremde Erträge in Höhe von TEUR 849 enthalten, im Wesentlichen Erträge aus
der Auflösung von Rückstellungen (TEUR 600) und Erträge aus Mietverhältnissen (TEUR 137)."; 4.69, 57 ;2015/2016;Saturn Electro-Handelsgesellschaft mbH München;Jahresabschluss;Pütz, Wirtschaftsprüfer Sailer, Wirtschaftsprüferin
"In den Steuern vom Einkommen und vom Ertrag sind periodenfremde Aufwendungen in Höhe von TEUR 103 enthalten, im
Wesentlichen aus der Gewerbeertragsteuer (TEUR 122) und Solidaritätszuschlag (TEUR 6)."; 4.90, 57 ;2015/2016;Saturn Electro-Handelsgesellschaft mbH München;Jahresabschluss;Pütz, Wirtschaftsprüfer Sailer, Wirtschaftsprüferin
Der Zinsertrag enthält Erträge aus der Aufzinsung von Forderungen in Höhe von EUR 2.682,03 (i. Vj. EUR 13.823,55).; 4.85, 58 ;2015/2016;Saturn Electro-Handelsgesellschaft mbH München;Jahresabschluss;Pütz, Wirtschaftsprüfer Sailer, Wirtschaftsprüferin
Der Zinsaufwand enthält Aufwendungen aus der Rückstellungsaufzinsung in Höhe von EUR 11.886,91 (i. Vj. EUR 12.662,18).; 4.88, 58 ;2015/2016;Saturn Electro-Handelsgesellschaft mbH München;Jahresabschluss;Pütz, Wirtschaftsprüfer Sailer, Wirtschaftsprüferin
IV. Sonstige Angaben;;2015/2016;Saturn Electro-Handelsgesellschaft mbH München;Jahresabschluss;Pütz, Wirtschaftsprüfer Sailer, Wirtschaftsprüferin
"Die Gesellschaft betreibt ihr Geschäft in gemieteten Räumlichkeiten; zum Bilanzstichtag bestehen nicht bilanzierte sonstige
finanzielle Verpflichtungen aus Mietverträgen in Höhe von EUR 35.891.796,69, davon gegenüber verbundenen Unternehmen in Höhe
von EUR 19.030.177,20.";67;2015/2016;Saturn Electro-Handelsgesellschaft mbH München;Jahresabschluss;Pütz, Wirtschaftsprüfer Sailer, Wirtschaftsprüferin
Zum 30. September 2016 bestehen sonstige finanzielle Verpflichtungen aus Leasingverträgen in Höhe von EUR 190.560,05.;67;2015/2016;Saturn Electro-Handelsgesellschaft mbH München;Jahresabschluss;Pütz, Wirtschaftsprüfer Sailer, Wirtschaftsprüferin
"Im Jahresdurchschnitt beschäftigte die Gesellschaft 430 Mitarbeiter. Dabei handelt es sich um 315 Vollzeitbeschäftigte und 115
Teilzeitbeschäftigte.";64;2015/2016;Saturn Electro-Handelsgesellschaft mbH München;Jahresabschluss;Pütz, Wirtschaftsprüfer Sailer, Wirtschaftsprüferin
Die Angaben zum Gesamthonorar des Abschlussprüfers werden im Konzernabschluss der METRO AG, Düsseldorf, veröffentlicht.;72;2015/2016;Saturn Electro-Handelsgesellschaft mbH München;Jahresabschluss;Pütz, Wirtschaftsprüfer Sailer, Wirtschaftsprüferin
Geschäftsführung;83;2015/2016;Saturn Electro-Handelsgesellschaft mbH München;Jahresabschluss;Pütz, Wirtschaftsprüfer Sailer, Wirtschaftsprüferin
Wolfgang Deinert, Geschäftsführer;83;2015/2016;Saturn Electro-Handelsgesellschaft mbH München;Jahresabschluss;Pütz, Wirtschaftsprüfer Sailer, Wirtschaftsprüferin
Helmut Altmann, Geschäftsführer;83;2015/2016;Saturn Electro-Handelsgesellschaft mbH München;Jahresabschluss;Pütz, Wirtschaftsprüfer Sailer, Wirtschaftsprüferin
Heinz Wittmann, Geschäftsführer;83;2015/2016;Saturn Electro-Handelsgesellschaft mbH München;Jahresabschluss;Pütz, Wirtschaftsprüfer Sailer, Wirtschaftsprüferin
Sabine Walther, Geschäftsführerin;83;2015/2016;Saturn Electro-Handelsgesellschaft mbH München;Jahresabschluss;Pütz, Wirtschaftsprüfer Sailer, Wirtschaftsprüferin
Sebastian Sechser, Geschäftsführer (ab 3. November 2015);83;2015/2016;Saturn Electro-Handelsgesellschaft mbH München;Jahresabschluss;Pütz, Wirtschaftsprüfer Sailer, Wirtschaftsprüferin
"Wir schlagen vor, den Jahresüberschuss insoweit auszuschütten, als dass kein Aktivüberhang der ausgewiesenen latenten Steuern
sowie kein ausschüttungsgesperrter Betrag aus der Marktzinssatzänderung gemäß § 253 Abs. 6 HGB dem entgegensteht.";68;2015/2016;Saturn Electro-Handelsgesellschaft mbH München;Jahresabschluss;Pütz, Wirtschaftsprüfer Sailer, Wirtschaftsprüferin
"Die Gesellschaft wird in den Konzernabschluss der METRO AG, Düsseldorf, sowie in den Konzernabschluss der Media-Saturn-Holding
GmbH, Ingolstadt, einbezogen. Beide Abschlüsse werden im Bundesanzeiger bekannt gemacht."; 75, 76 ;2015/2016;Saturn Electro-Handelsgesellschaft mbH München;Jahresabschluss;Pütz, Wirtschaftsprüfer Sailer, Wirtschaftsprüferin
München, den 23. Dezember 2016;;2015/2016;Saturn Electro-Handelsgesellschaft mbH München;Jahresabschluss;Pütz, Wirtschaftsprüfer Sailer, Wirtschaftsprüferin
