; Annotierung (Angabe Nummer in Anahngscheckliste) ;Geschäftsjahr;Gesellschaft;Abschlussart;Prüfer
Das Eigenkapital ist zum Nennwert bilanziert.; 8.37 ;2016;Finanz Informatik GmbH & Co. KG;Jahresabschluss;WIBERA
Die Rückstellungen für Pensionen und ähnliche Verpflichtungen sind auf der Grundlage versicherungsmathematischer Berechnungen (Richttafeln Dr. Heubeck, 2005 G) unter Anwendung des Anwartschaftsbar- wertverfahrens bei einem Rechnungszinssatz von 4,01 % (i. Vj. 3,89 %) sowie unter Berücksichtigung einer Gehaltsdynamik von 2,0 % (i. Vj. 2,0 %), einer jährlichen Rentensteigerung von 1,5 % (i. Vj. 1,5; 8.48, 33 ;2016;Finanz Informatik GmbH & Co. KG;Jahresabschluss;WIBERA
%) sowie einer Fluktuationsquote von 4,5 % (i. Vj. 4,5 %) angesetzt. Die Rückstellungen sind gemäß § 253 Abs. 2 Satz 1 HGB n.F. ab dem Geschäftsjahr 2016 mit dem durchschnittlichen Marktzinssatz der letzten zehn Geschäftsjahre abzuzinsen. Nach § 253 Abs. 2 Satz 1 HGB a.F. waren Rückstellungen einheitlich mit dem durchschnittlichen Marktzinssatz der letzten sieben Geschäftsjahre abzuzinsen. Aus dieser Bewertungsänderung ergibt sich ein Unterschiedsbetrag von 6.173 TEUR. Der Unterschiedsbetrag unterliegt der Ausschüttungssperre. Da die freien Rücklagen jedoch diesen Wert übersteigen, ergeben sich im Falle einer etwaigen Ausschüttung keine Auswirkungen.; 8.48, 33, 34 ;2016;Finanz Informatik GmbH & Co. KG;Jahresabschluss;WIBERA
Die Steuerrückstellungen und die sonstigen Rückstellungen sind nach den Grundsätzen vernünftiger kaufmännischer Beurteilung zum Erfüllungsbetrag passiviert.; 8.49 ;2016;Finanz Informatik GmbH & Co. KG;Jahresabschluss;WIBERA
"Die Rückstellungen für Altersteilzeitverpflichtungen basieren auf versicherungsmathematischen Grundsätzen auf der Grundlage der Richttafeln von Dr. Heubeck 2005 G; der Zinsfuß beträgt 3,24 % (i. Vj. 3,89"; 8.50 ;2016;Finanz Informatik GmbH & Co. KG;Jahresabschluss;WIBERA
%) unter Berücksichtigung einer jährlichen Gehaltsdynamik von 2,0 % (i.Vj. 2,0 %). Zurückgestellt wurden ausschließlich Verpflichtungen aus abgeschlossenen Altersteilzeitverträgen.; 8.50 ;2016;Finanz Informatik GmbH & Co. KG;Jahresabschluss;WIBERA
Die Verbindlichkeiten sind mit ihrem Erfüllungsbetrag passiviert.; 8.51 ;2016;Finanz Informatik GmbH & Co. KG;Jahresabschluss;WIBERA
Erläuterungen zur Bilanz;;2016;Finanz Informatik GmbH & Co. KG;Jahresabschluss;WIBERA
(1) Anlagevermögen; 4.1 ;2016;Finanz Informatik GmbH & Co. KG;Jahresabschluss;WIBERA
Die Entwicklung der einzelnen Positionen des Anlagevermögens ergibt sich aus dem als Anlage beigefügten Anlagespiegel, wobei sich die unter den Finanzanlagen ausgewiesenen Anteile an verbundenen Unternehmen und Beteiligungen der Finanz Informatik im Einzelnen wie folgt darstellen:; 4.1 ;2016;Finanz Informatik GmbH & Co. KG;Jahresabschluss;WIBERA
"Anteilsbesitz Anteil am Kapital
Eigenkapital.
TEUR
Ergebnis 2016.
TEUR
A. Anteile an verbundenen Unternehmen
1) ATRAS Beteiligungs GmbH & Co. Vermietungs-KG, Pöcking(1) 94,0% 203 64
2) Finanz Informatik Solutions Plus GmbH, Frankfurt am Main 100,0% 6.736 4.196
3) Finanz Informatik Technologie Service Beteiligungsgesellschaft mbH, München/Haar 100,0% 39 0
4) Finanz Informatik Technologie Service GmbH & Co. KG, München/Haar 100,0% 39.859 14.007
5) FinanzIT Servicegesellschaft mbH, Münster(2) 100,0% -11.565 0
6) GARON Beteiligungs GmbH & Co. Vermietungs-KG, Pöcking(1) 94,5% 24 44
7) GUB Beteiligungs-GmbH & Co. Vermietungs-KG, Pöcking(1) 94,0% 6.457 0
8) inasys Gesellschaft für Informations- und Analyse-Systeme mbH, Bonn 98,0% 2.280 594
9) S-Commerce Geschäftsführungs-GmbH, Frankfurt(1) 100,0% 18 0
10) Star Finanz-Software Entwicklung und Vertriebs GmbH, Hamburg 100,0% 5.473 1.519
B. Beteiligungen
1) ANTEPA Beteiligungs GmbH, Pöcking(1) (3) 0,0% 143 8
2) EUFISERV Payments SCRL, Brüssel(1) 1,38% 178 46
3) KULOS Beteiligungs GmbH & Co. Vermietungs-KG, Pöcking(1) (2) 94,5% -1.367 236
4) LUXAL Beteiligungs GmbH & Co. Vermietungs-KG, Pöcking(1) 94,5% 39 -3
5) SIZ-Informatik-Zentrum der Sparkassenorganisation GmbH, Bonn(1) 5,0% 4.586 188
6) Hans-Bernhard Rehnke GmbH & Co. KG, Weseler Rechenzentrum, Wesel 26,0% 260 2.076
7) WRZ Geschäftsführungs- und Verwaltungsgesellschaft mbH, Wesel 26,0% 32 1
(1) Ergebnis des Geschäftsjahres 2015
(2) Eine insolvenzrechtliche Überschuldung der Gesellschaft liegt nicht vor.
(3) Es handelt sich um eine stille Beteiligung, Ergebnisbeteiligung 95,523 %."; 4.13, 4.15, 76 ;2016;Finanz Informatik GmbH & Co. KG;Jahresabschluss;WIBERA
(2) Vorräte; 4.20 ;2016;Finanz Informatik GmbH & Co. KG;Jahresabschluss;WIBERA
"31.12.2016.
EUR
31.12.2015.
EUR
unfertige Erzeugnisse, unfertige Leistungen 111.787.769,24 72.618.863,82"; 4.20 ;2016;Finanz Informatik GmbH & Co. KG;Jahresabschluss;WIBERA
"31.12.2016.
EUR
31.12.2015.
EUR
Waren 1.344.218,25 268.064,76
Gesamt 113.131.987,49 72.886.928,58"; 4.20 ;2016;Finanz Informatik GmbH & Co. KG;Jahresabschluss;WIBERA
(3) Forderungen und sonstige Vermögensgegenstände; 4.25 ;2016;Finanz Informatik GmbH & Co. KG;Jahresabschluss;WIBERA
"mit einer Restlaufzeit1) Gesamt Gesamt
bis 1 Jahr.
TEUR
über 1 Jahr.
TEUR
31.12.2016.
EUR
31.12.2015.
EUR
Forderungen aus Lieferungen und Leistungen 93.425 - 93.425.025,64 90.539.111,64
(90.539) (-)
davon gegenüber Gesellschaftern
(10.841.339,22) (7.663.310,29)
Forderungen gegen verbundene Unternehmen 29.833 - 29.833.351,03 18.129.665,44
(18.130) (-)
davon Forderungen aus Lieferungen und Leistungen (20.208.755,47) (12.538.556,73)
Forderungen gegen Unternehmen, mit denen ein Beteiligungsverhältnis
besteht
625 - 624.839,54 1.302.488,69
(1.302) (-)
davon Forderungen aus Lieferungen und Leistungen (7.929,20) (771.089,03)
Sonstige Vermögensgegenstände 39.964 111 40.075.315,26 28.916.669,43
(28.806) (111)
davon gegenüber Gesellschaftern (111.000,00) (111.000,00)
Gesamt 163.847 111 163.958.531,47 138.887.935,20
(138.777) (111)"; 4.25, 6, 20 ;2016;Finanz Informatik GmbH & Co. KG;Jahresabschluss;WIBERA
Von den Forderungen gegen verbundene Unternehmen betreffen 5.216 TEUR Gewinnausschüttungen, die rechtlich erst nach dem Bilanzstichtag entstehen. Weitere 4.409 TEUR betreffen sonstige Vermögens- gegenstände.; 4.27, 21 ;2016;Finanz Informatik GmbH & Co. KG;Jahresabschluss;WIBERA
Von den Forderungen gegen Unternehmen, mit denen ein Beteiligungsverhältnis besteht, betreffen 540 TEUR Gewinnausschüttungen für das Geschäftsjahr 2016, die rechtlich erst nach dem Bilanzstichtag entstehen. Weitere 77 TEUR betreffen sonstige Vermögensgegenstände.; 4.28, 21 ;2016;Finanz Informatik GmbH & Co. KG;Jahresabschluss;WIBERA
Die sonstigen Vermögensgegenstände enthalten mit 22.112 TEUR Erstattungsansprüche gegenüber dem Finanzamt, von denen 15.704 TEUR rechtlich erst nach dem Bilanzstichtag entstehen.; 4.29, 21 ;2016;Finanz Informatik GmbH & Co. KG;Jahresabschluss;WIBERA
(4) Kassenbestand, Guthaben bei Kreditinstituten; 4.33 ;2016;Finanz Informatik GmbH & Co. KG;Jahresabschluss;WIBERA
"Hier sind Guthaben bei Kreditinstituten (41.577 TEUR; i. Vj. 10.371 TEUR) und Kassenbestände (39 TEUR; i. Vj. 27 TEUR) erfasst."; 4.33 ;2016;Finanz Informatik GmbH & Co. KG;Jahresabschluss;WIBERA
(5) Eigenkapital; 4.37 ;2016;Finanz Informatik GmbH & Co. KG;Jahresabschluss;WIBERA
Von den Kapitalanteilen der Kommanditisten entfallen 15.152 TEUR auf die Hafteinlagen.; 4.38 ;2016;Finanz Informatik GmbH & Co. KG;Jahresabschluss;WIBERA
Aufgrund des Jahresüberschusses von 59.017 TEUR (i. Vj. 61.023 TEUR) ergibt sich zum 31.12.2016 ein Eigenkapital von 78.030 TEUR.; 4.37 ;2016;Finanz Informatik GmbH & Co. KG;Jahresabschluss;WIBERA
(6) Rückstellungen; 4.47 ;2016;Finanz Informatik GmbH & Co. KG;Jahresabschluss;WIBERA
"31.12.2016.
EUR
31.12.2015.
EUR
Rückstellungen für Pensionen und ähnliche Verpflichtungen 61.774.967,97 62.815.918,42
Steuerrückstellungen 7.024.973,00 3.162.973,00
Sonstige Rückstellungen 150.806.524,19 174.541.084,68
Gesamt 219.606.465,16 240.519.976,10"; 4.47 ;2016;Finanz Informatik GmbH & Co. KG;Jahresabschluss;WIBERA
"Die Rückstellungen decken nach vernünftiger kaufmännischer Beurteilung alle erkennbaren Risiken und ungewissen Verbindlichkeiten. Die Steuerrückstellungen betreffen Umsatzsteuer (0 TEUR; i. Vj. 20 TEUR) sowie Gewerbesteuer (7.025 TEUR; i. Vj. 3.143 TEUR)."; 4.47 ;2016;Finanz Informatik GmbH & Co. KG;Jahresabschluss;WIBERA
"Die sonstigen Rückstellungen betreffen in erster Linie Altersteilzeitleistungen (47.023 TEUR; i.Vj. 64.605 TEUR), ausstehende Rechnungen (10.395 TEUR; i.Vj. 12.706 TEUR) und sonstige Personalkosten (70.091 TEUR; i.Vj. 71.175 TEUR)."; 4.50, 39 ;2016;Finanz Informatik GmbH & Co. KG;Jahresabschluss;WIBERA
(7) Verbindlichkeiten; 4.51 ;2016;Finanz Informatik GmbH & Co. KG;Jahresabschluss;WIBERA
"mit einer Restlaufzeit1) Gesamt Gesamt
bis 1 Jahr.
TEUR
über 1 Jahr.
TEUR
davon über 5 Jahre.
TEUR
31.12.2016.
EUR
31.12.2015.
EUR
Verbindlichkeiten gegenüber Kreditinstituten
189.696 124.221 57.860 313.916.724,20 253.969.235,50
(119.247) (134.722) (67.261)"; 4.51, 42 ;2016;Finanz Informatik GmbH & Co. KG;Jahresabschluss;WIBERA
"mit einer Restlaufzeit1) Gesamt Gesamt
bis 1 Jahr.
TEUR
über 1 Jahr.
TEUR
davon über 5 Jahre.
TEUR
31.12.2016.
EUR
31.12.2015.
EUR
davon durch Grundpfandrechte gesichert
(0,00) (0,00)
Erhaltene Anzahlungen auf Bestellungen
122.511 - - 122.510.949,87 69.173.941,48
(48.791) (20.383) (-)
davon gegenüber Gesellschaftern (0,00) (272.000,00)
Verbindlichkeiten aus Lieferungen
und Leistungen
138.732 73 - 138.805.165,26 131.990.812,61
(131.667) (324) (-)
davon gegenüber Gesellschaftern (483.006,77) (325.374,01)
Verbindlichkeiten gegenüber verbundenen
Unternehmen
59.746 - - 59.746.405,97 54.302.910,96
(54.303) (-) (-)
davon Verbindlichkeiten aus Lieferungen
und Leistungen
(59.745.600,29) (53.258.657,17)
Verbindlichkeiten gegenüber Unternehmen,
mit denen ein Beteiligungsverhältnis
besteht
519 - - 519.116,52 589.188,63
(589) (-) (-)
davon Verbindlichkeiten aus Lieferungen
und Leistungen
(519.116,52) (589.188,63)
Sonstige Verbindlichkeiten 2.121 23.951 23.951 26.072.079,39 27.999.746,54
(4.201) (23.799) (23.799)
davon
- aus Steuern (70.481,22) (107.020,33)
- im Rahmen der sozialen Sicherheit (296.706,48) (170.980,16)
- gegenüber Gesellschaftern (24.005.506,53) (25.246.056,42)
Gesamt 513.325 148.245 81.811 661.570.441,21 538.025.835,72
(358.798) (179.228) (91.060)"; 4.51, 6, 20, 41, 42, 43, 44 ;2016;Finanz Informatik GmbH & Co. KG;Jahresabschluss;WIBERA
Von den Verbindlichkeiten gegenüber verbundenen Unternehmen betreffen 1 TEUR sonstige Verbindlichkeiten.; 4.58 ;2016;Finanz Informatik GmbH & Co. KG;Jahresabschluss;WIBERA
Erläuterungen zur Gewinn- und Verlustrechnung;;2016;Finanz Informatik GmbH & Co. KG;Jahresabschluss;WIBERA
(8) Umsatzerlöse; 4.66 ;2016;Finanz Informatik GmbH & Co. KG;Jahresabschluss;WIBERA
Die Finanz Informatik GmbH & Co. KG erzielt ihre Erlöse aus IT-Dienstleistungen für die Sparkassen-Finanzgruppe. Zu ihren Kunden gehören zum 31.12.2016 403 Sparkassen, 8 Landesbanken und die DekaBank, 8 Landesbausparkassen sowie weitere Unternehmen der Sparkassen-Finanzgruppe und der Finanzdienstleistungsbranche.; 4.66 ;2016;Finanz Informatik GmbH & Co. KG;Jahresabschluss;WIBERA
Die Umsatzerlöse von insgesamt 1.616.063 TEUR gliedern sich nach Marktsegmenten wie folgt:; 4.66, 49 ;2016;Finanz Informatik GmbH & Co. KG;Jahresabschluss;WIBERA
"2016.
TEUR
2015.
TEUR
Erlöse Sparkassen 996.540 972.970
Erlöse Telekomm.-technik/Endgeräteservices 32.240 17.594
Erlöse Landesbanken 271.238 258.641
Erlöse übrige S-Finanzgruppe 106.870 90.524
Erlöse mit Dritten 2.940 2.827
Erlöse Handelswaren/Durchlfd. Posten 150.097 146.114
Erlöse Konzernpartner 42.001 31.605
Sonstige Erlöse 14.137 4.147
Gesamt 1.616.063 1.524.422"; 4.66, 49 ;2016;Finanz Informatik GmbH & Co. KG;Jahresabschluss;WIBERA
(9) Erhöhung des Bestands an unfertigen Leistungen; 4.67 ;2016;Finanz Informatik GmbH & Co. KG;Jahresabschluss;WIBERA
Die Bestandserhöhung an unfertigen Leistungen von insgesamt 52.198 TEUR setzt sich nach Marktsegmenten wie folgt zusammen:; 4.67 ;2016;Finanz Informatik GmbH & Co. KG;Jahresabschluss;WIBERA
"2016.
TEUR
2015.
TEUR
Bestandsveränderung Sparkassen 1.245 128
Bestandsveränderung Landesbanken 30.864 25.368
Bestandsveränderung übrige S-Finanzgruppe 20.089 20.417
Gesamt 52.198 45.913"; 4.67 ;2016;Finanz Informatik GmbH & Co. KG;Jahresabschluss;WIBERA
(10) Sonstige betriebliche Erträge; 4.69 ;2016;Finanz Informatik GmbH & Co. KG;Jahresabschluss;WIBERA
"Die sonstigen betrieblichen Erträge (14.333 TEUR; i.Vj. 26.249 TEUR) betreffen im Wesentlichen periodenfremde Erträge (11.660 TEUR; i. Vj. 8.460 TEUR), die vor allem aus Erträgen aus der Auflösung von Rückstellungen (10.601 TEUR; i. Vj. 5.763 TEUR) resultieren."; 4.69, 56 ;2016;Finanz Informatik GmbH & Co. KG;Jahresabschluss;WIBERA
In den sonstigen betrieblichen Erträgen sind 0 TEUR (i.Vj. 2.264 TEUR) außerordentliche Erträge enthalten. Im Vorjahr betrafen diese Erträge ausschließlich die Teilauflösung einer Rückstellung für ein Leasingobjekt.; 4.69, 59 ;2016;Finanz Informatik GmbH & Co. KG;Jahresabschluss;WIBERA
(11) Materialaufwand; 4.70 ;2016;Finanz Informatik GmbH & Co. KG;Jahresabschluss;WIBERA
"2016.
EUR
2015.
EUR
Aufwendungen
- für Roh-, Hilfs- und Betriebstoffe und für bezogene Waren 143.951.615,32 142.592.302,63
- für bezogene Leistungen Gesamt 827.192.996,76 767.543.300,47
Gesamt 971.144.612,08 910.135.603,10"; 4.70 ;2016;Finanz Informatik GmbH & Co. KG;Jahresabschluss;WIBERA
(12) Personalaufwand; 4.73 ;2016;Finanz Informatik GmbH & Co. KG;Jahresabschluss;WIBERA
"2016.
EUR
2015.
EUR
Gehälter 294.835.750,75 287.228.712,95
Soziale Abgaben und Aufwendungen für Altersversorgung und für Unterstützung 75.794.854,76 87.620.287,45
- davon für Altersversorgung (28.548.856,67) (43.250.840,15)
Gesamt 370.630.605,51 374.849.000,40"; 4.74, 4.75 ;2016;Finanz Informatik GmbH & Co. KG;Jahresabschluss;WIBERA
(13) Abschreibungen; 4.77 ;2016;Finanz Informatik GmbH & Co. KG;Jahresabschluss;WIBERA
"2016.
EUR
2015.
EUR
a) auf immaterielle Vermögensgegenstände des Anlagevermögens und Sachanlagen
Planmäßige Abschreibungen des Geschäftsjahres 150.333.962,02 130.764.702,21
Sofortabschreibungen auf geringwertige Wirtschaftsgüter 1.374.880,64 1.367.570,02"; 4.78 ;2016;Finanz Informatik GmbH & Co. KG;Jahresabschluss;WIBERA
"2016.
EUR
2015.
EUR
b) auf Vermögensgegenstände des Umlaufvermögens, soweit diese die in der Gesellschaft üblichen Abschreibungen überschreiten
13.029.000,00 0,00
Gesamt 164.737.842,66 132.132.272,23"; 4.79 ;2016;Finanz Informatik GmbH & Co. KG;Jahresabschluss;WIBERA
(14) Finanzergebnis; 4.81, 4.82, 4.83, 4.84. 4.85, 4.86 ;2016;Finanz Informatik GmbH & Co. KG;Jahresabschluss;WIBERA
"2016.
EUR
2015.
EUR
Erträge aus Beteiligungen 18.852.649,97 14.034.309,53
- davon aus verbundenen Unternehmen (18.308.289,75) (13.502.602,17)
Erträge aus anderen Wertpapieren und aus Ausleihungen des Finanzanlagevermögens 454.287,66 1.237.922,56
- davon aus verbundenen Unternehmen (420.822,76) (642.652,59)
Sonstige Zinsen und ähnliche Erträge 1.134,12 2.024,63
- davon aus verbundenen Unternehmen (0,00) (0,00)
Zinsen und ähnliche Aufwendungen -9.136.929,04 -11.153.582,02
- davon aus Aufzinsungen von Rückstellungen (-5.592.796,40) (-7.498.159,21)
Gesamt 10.171.142,71 4.120.674,70"; 4.81, 4.82, 4.83, 4.84. 4.85, 4.86, 57 ;2016;Finanz Informatik GmbH & Co. KG;Jahresabschluss;WIBERA
(15) Steuern vom Einkommen und vom Ertrag; 4.90 ;2016;Finanz Informatik GmbH & Co. KG;Jahresabschluss;WIBERA
Bei den Steuern vom Einkommen und vom Ertrag (3.710 TEUR) handelt es sich um Gewerbesteuer für das laufende Geschäftsjahr (3.392 TEUR) sowie für Vorjahre (318 TEUR).; 4.90 ;2016;Finanz Informatik GmbH & Co. KG;Jahresabschluss;WIBERA
Sonstige Angaben ;;2016;Finanz Informatik GmbH & Co. KG;Jahresabschluss;WIBERA
Latente Steuern;;2016;Finanz Informatik GmbH & Co. KG;Jahresabschluss;WIBERA
Zum Bilanzstichtag ergeben sich ausschließlich aktive latente Steuern von 10.360 TEUR. Die ermittelten aktiven latenten Steuern resultieren aus temporären Differenzen zwischen Handels- und Steuerbilanz in Höhe von 69.067 TEUR. Diese betreffen vor allem Rückstellungen für Pensionen und ähnliche Verpflichtungen, Rückstellungen für Altersteilzeit und Beihilfen sowie die sonstigen Rückstellungen. Es wurde ein Steuersatz von 15 % zu Grunde gelegt.; 24 ;2016;Finanz Informatik GmbH & Co. KG;Jahresabschluss;WIBERA
Die Finanz Informatik macht von dem Aktivierungswahlrecht des § 274 Abs. 1 Satz 2 HGB keinen Gebrauch, so dass sich kein Ausweis latenter Steuern in der Bilanz ergibt.; 24 ;2016;Finanz Informatik GmbH & Co. KG;Jahresabschluss;WIBERA
Organe;;2016;Finanz Informatik GmbH & Co. KG;Jahresabschluss;WIBERA
Aufsichtsrat; 83 ;2016;Finanz Informatik GmbH & Co. KG;Jahresabschluss;WIBERA
