Anhang; Annotierung (Angabe Nummer in Anahngscheckliste) ;Geschäftsjahr;Gesellschaft;Abschlussart;Prüfer
"Kurzfristige Forderungen und sonstige Vermögensgegenstände werden mit ihrem Nominalwert angesetzt und zweifelhafte
Forderungen einzelwertberichtigt. Forderungen mit einer Restlaufzeit von über einem Jahr werden mit dem Barwert angesetzt. Dem
allgemeinen Kreditrisiko und anderen Risiken wird durch eine Pauschalwertberichtigung von 2% Rechnung getragen."; 9.25 ;2016;Schütz-Werke GmbH & Co. KG;Konzernabschluss;PwC
Die Flüssigen Mittel sind zum Nennbetrag am Bilanzstichtag angesetzt.; 9.33 ;2016;Schütz-Werke GmbH & Co. KG;Konzernabschluss;PwC
"Der aktive Rechnungsabgrenzungsposten umfasst Auszahlungen vor dem Abschlussstichtag, soweit sie Aufwand für einen
bestimmten Zeitraum nach diesem Zeitpunkt darstellen. Der Ansatz erfolgt zu Nominalwerten."; 9.34 ;2016;Schütz-Werke GmbH & Co. KG;Konzernabschluss;PwC
"Rückstellungen für Pensionen werden nach versicherungsmathematischen Grundsätzen ermittelt. Die Bewertung erfolgt nach dem
Anwartschaftsbarwertverfahren (Projected Unit Credit-Methode). Der Berechnung liegen die Richttafeln 2005G von Prof. Dr. Klaus
Heubeck und ein Zinsfuß von 3,28% p. a. (Deutschland) bzw. 2,10% p. a. für (Norwegen) zugrunde. Bei der Ermittlung der
Rückstellungen für Pensionen und ähnliche Verpflichtungen der norwegischen Tochtergesellschaft wurden jährliche Lohn- und
Gehaltssteigerungen von 2,50% unterstellt."; 9.48, 35 ;2016;Schütz-Werke GmbH & Co. KG;Konzernabschluss;PwC
"Die Steuerrückstellungen und sonstigen Rückstellungen berücksichtigen ungewisse Verbindlichkeiten und sind in der Höhe des
notwendigen Erfüllungsbetrages passiviert. Rückstellungen mit einer Restlaufzeit über einem Jahr werden mit dem laufzeitadäquaten,
durchschnittlichen Marktzinssatz der vergangenen sieben Jahre abgezinst."; 9.49 ;2016;Schütz-Werke GmbH & Co. KG;Konzernabschluss;PwC
Verbindlichkeiten sind mit ihrem Erfüllungsbetrag angesetzt.; 9.51 ;2016;Schütz-Werke GmbH & Co. KG;Konzernabschluss;PwC
"Latente Steuern werden auf die Unterschiede in den Bilanzansätzen der Handelsbilanz und der Steuerbilanz angesetzt, sofern sich
diese in späteren Geschäftsjahren voraussichtlich abbauen. Darüber hinaus werden aktive latente Steuern auf die bestehenden
Verlustvorträge aktiviert, soweit innerhalb der nächsten fünf Jahre eine Verlustverrechnung zu erwarten ist. Auf im Konzern
durchgeführte Vereinheitlichungs- und Konsolidierungsmaßnahmen werden entsprechend § 306 HGB latente Steuern mit
länderspezifischen Steuersätzen (zwischen 12,5% und 36,7%) gebildet. Sofern sich aktive und passive Steuerabgrenzungen
gegenüber derselben Steuerbehörde ergeben, werden diese saldiert und nur ein entsprechender Überhang ausgewiesen."; 9.35, 9.64, 25 ;2016;Schütz-Werke GmbH & Co. KG;Konzernabschluss;PwC
"Der passive Rechnungsabgrenzungsposten umfasst erhaltene Zahlungen für Erträge eines bestimmten Zeitraums des nächsten
Jahres. Der Ansatz erfolgt zu Nominalwerten."; 9.64 ;2016;Schütz-Werke GmbH & Co. KG;Konzernabschluss;PwC
F Erläuterungen zu der Bilanz;;2016;Schütz-Werke GmbH & Co. KG;Konzernabschluss;PwC
Anlagevermögen; 5.1 ;2016;Schütz-Werke GmbH & Co. KG;Konzernabschluss;PwC
"Die Entwicklungen der einzelnen Posten des Anlagevermögens, der Abschreibungen in ihrer gesamten Höhe sowie der
Abschreibungen des Geschäftsjahres ergeben sich aus dem Anlagespiegel, der diesem Anhang als Anlage 2 beigefügt ist."; 5.1, 15, 16 ;2016;Schütz-Werke GmbH & Co. KG;Konzernabschluss;PwC
"Zu- und Abgänge in Fremdwährung werden im Anlagespiegel sowohl bei den Anschaffungs- oder Herstellungskosten als auch bei den
Abschreibungen aus Vereinfachungsgründen mit dem Jahresdurchschnittskurs umgerechnet ausgewiesen."; 5.1 ;2016;Schütz-Werke GmbH & Co. KG;Konzernabschluss;PwC
Forderungen und sonstige Vermögensgegenstände; 5.25 ;2016;Schütz-Werke GmbH & Co. KG;Konzernabschluss;PwC
"davon Restlaufzeit mehr als 1 Jahr
31.12.2016
TEUR
Vorjahr
TEUR
31.12.2016
TEUR
Vorjahr
TEUR
Forderungen aus Lieferungen und Leistungen 235.482 203.814 0 0
Forderungen gegen Unternehmen, mit denen ein
Beteiligungsverhältnis besteht
807 839 0 0
sonstige Vermögensgegenstände 22.783 22.670 436 497
259.072 227.323 436 497"; 5.25 ;2016;Schütz-Werke GmbH & Co. KG;Konzernabschluss;PwC
"Forderungen und sonstige Vermögensgegenstände mit einer Restlaufzeit von mehr als 5 Jahren bestehen nicht. Die Forderungen
gegen Gemeinschaftsunternehmen stammen ausschließlich aus Lieferungen und Leistungen. Die sonstigen Vermögensgegenstände
enthalten im Wesentlichen Forderungen gegen Lieferanten (TEUR 11.537) sowie Steuererstattungsansprüche (TEUR 4.477)."; 5.25 ;2016;Schütz-Werke GmbH & Co. KG;Konzernabschluss;PwC
Aktive latente Steuern; 5.35, 25, 26 ;2016;Schütz-Werke GmbH & Co. KG;Konzernabschluss;PwC
"Die gemäß § 274 Abs. 2 HGB in den Einzelabschlüssen gebildeten aktiven latenten Steuern betragen zum Bilanzstichtag TEUR 3.210
(Vorjahr: TEUR 3.163), ein Anstieg von TEUR 47. Auf Konsolidierungsmaßnahmen gemäß § 306 HGB entfallen TEUR 5.791 (Vorjahr:
TEUR 5.181) ein Anstieg von TEUR 610."; 5.35, 25, 26 ;2016;Schütz-Werke GmbH & Co. KG;Konzernabschluss;PwC
Die Differenzen resultieren im Wesentlichen aus; 5.35, 25 ;2016;Schütz-Werke GmbH & Co. KG;Konzernabschluss;PwC
"• abweichenden Abschreibungen auf Gebäude sowie auf technische Anlagen und
Maschinen,
• abweichenden Wertansätzen bei Forderungen und sonstigen Vermögensgegenständen sowie
• abweichenden Wertansätzen der Pensionsrückstellungen und anderen Rückstellungen und
Verbindlichkeiten."; 5.35, 25 ;2016;Schütz-Werke GmbH & Co. KG;Konzernabschluss;PwC
Eigenkapital; 5.37 ;2016;Schütz-Werke GmbH & Co. KG;Konzernabschluss;PwC
"Das Eigenkapital setzt sich aus dem Kapitalanteil der Kommanditisten, dem Sonderkonto der persönlich haftenden Gesellschafterin,
den anderen Gewinnrücklagen, dem Konzernjahresüberschuss, der Eigenkapitaldifferenz aus der Währungsumrechnung und den
Anteilen anderer Gesellschafter zusammen. Die Zusammensetzung und Entwicklung ist im Eigenkapitalspiegel dargestellt."; 5.37 ;2016;Schütz-Werke GmbH & Co. KG;Konzernabschluss;PwC
Rückstellungen; 5.47 ;2016;Schütz-Werke GmbH & Co. KG;Konzernabschluss;PwC
"Die sonstigen Rückstellungen betreffen insbesondere Verpflichtungen aus dem Personalbereich sowie in Höhe von TEUR 7.318
(Vorjahr TEUR 6.862) Gewährleistungen."; 5.50 ;2016;Schütz-Werke GmbH & Co. KG;Konzernabschluss;PwC
Verbindlichkeiten; 5.51 ;2016;Schütz-Werke GmbH & Co. KG;Konzernabschluss;PwC
"Die Restlaufzeiten und Besicherung der Verbindlichkeiten ergeben sich aus dem Verbindlichkeitenspiegel, der diesem Anhang als
Anlage 3 beigefügt ist."; 5.51, 42, 43 ;2016;Schütz-Werke GmbH & Co. KG;Konzernabschluss;PwC
"In den sonstigen Verbindlichkeiten sind Verbindlichkeiten aus Steuern von TEUR 5.887 (Vorjahr: TEUR 9.394) und Verbindlichkeiten
im Rahmen der sozialen Sicherheit von TEUR 1.609 (Vorjahr: TEUR 1.728) enthalten."; 5.60, 5.61, 5.62 ;2016;Schütz-Werke GmbH & Co. KG;Konzernabschluss;PwC
Passive latente Steuern; 5.64, 25 ;2016;Schütz-Werke GmbH & Co. KG;Konzernabschluss;PwC
"Die gemäß § 274 Abs. 2 HGB in den Einzelabschlüssen gebildeten passiven latenten Steuern betragen zum Bilanzstichtag TEUR
34.390 (Vorjahr: TEUR 28.118), ein Anstieg von TEUR 6.272. Aufgrund von Konsolidierungsmaßnahmen gemäß § 306 HGB wurden
TEUR 8.164 (Vorjahr: TEUR 7.466), ein Rückgang von TEUR 698, der in den Einzelabschlüssen gebildeten passiven latenten Steuern
aufgelöst"; 5.64, 25 ;2016;Schütz-Werke GmbH & Co. KG;Konzernabschluss;PwC
Die Differenzen resultieren im Wesentlichen aus; 5.64, 25 ;2016;Schütz-Werke GmbH & Co. KG;Konzernabschluss;PwC
"• abweichenden Abschreibungen auf Gebäude sowie auf technische Anlagen
und Maschinen,
• abweichenden Wertansätzen bei Forderungen und sonstigen Vermögensgegenständen
sowie
• abweichenden Wertansätzen von Rückstellungen."; 5.64, 25 ;2016;Schütz-Werke GmbH & Co. KG;Konzernabschluss;PwC
Derivate; 5.0, 47 ;2016;Schütz-Werke GmbH & Co. KG;Konzernabschluss;PwC
"Der Konzern ist im Rahmen seiner Geschäftstätigkeit Währungs- und Zinsrisiken ausgesetzt. Deren Absicherung erfolgt im
Wesentlichen durch den Einsatz derivativer Finanzinstrumente. Es handelt sich um außerhalb der Börse gehandelte (sogenannte
OTC-) Instrumente. Dazu gehören insbesondere Devisentermingeschäfte und Swaps für Zinsen und Währungen. Ihr Einsatz erfolgt
nach einheitlichen Richtlinien, unterliegt strengen internen Kontrollen und bleibt auf die Absicherung des operativen Geschäfts des
Konzerns sowie der damit verbundenen Finanzierungen beschränkt. Ziel des Einsatzes von derivativen Finanzinstrumenten ist, beim
Ergebnis und den Zahlungsmittelflüssen die Schwankungen zu reduzieren, die auf Veränderungen von Wechselkursen und Zinssätzen
zurückgehen."; 5.0, 47 ;2016;Schütz-Werke GmbH & Co. KG;Konzernabschluss;PwC
"Zur Absicherung von Grundgeschäften werden derivative Finanzinstrumente regelmäßig bei bestehenden Forderungen oder
Verbindlichkeiten in Fremdwährungen und zur Absicherung des Zinsänderungsrisikos bei Darlehen mit variabler Verzinsung
eingesetzt. Sofern die gesetzlichen Voraussetzungen vorliegen, werden Bewertungseinheiten im Sinne des § 254 HGB gebildet. Zur
bilanziellen Abbildung der wirksamen Teile der gebildeten Bewertungseinheiten wird die sogenannte Einfrierungsmethode
(kompensatorische Bewertung) angewendet. Die gegenläufigen Zahlungsstromänderungen gleichen sich vollständig aus, da bei
Grund- und Sicherungsgeschäft übereinstimmende Parameter zugrunde liegen. Nach der Critical Term Match-Methode kann die
Wirksamkeit der Bewertungseinheiten damit sowohl retrospektiv als auch prospektiv ermittelt werden."; 5.0, 31, 32, 47 ;2016;Schütz-Werke GmbH & Co. KG;Konzernabschluss;PwC
"Art Nominalwerte Beizulegende Zeitwerte Bewertungs-
Positiv
TEUR
Negativ
TEUR methode
Zinsswaps 0 1.554 mark-to-market
Summe Zinsswaps 0 1.554
Devisenswaps TGBP 21.000 0 464 mark-to-market
Summe Devisenswaps 0 464
Devisentermingeschäfte TCNY 4.978 11 0 mark-to-market
TEUR 587 mark-to-market
TGBP 2.904 mark-to-market
TJPY 225.000 TEUR 120.000 mark-to-market
TUSD 20.000 mark-to-market
Summe Devisentermingeschäfte"; 5.0, 31, 32, 47 ;2016;Schütz-Werke GmbH & Co. KG;Konzernabschluss;PwC
"Die beizulegenden Zeitwerte der derivativen Finanzinstrumente werden mit marktüblichen Bewertungsmethoden unter
Berücksichtigung der am Bewertungsstichtag vorliegenden Marktdaten (Marktwerte) ermittelt. Devisenkontrakte werden einzeln auf
Basis des Austauschbetrages mit den aktuellen Marktterminkursen am Abschlussstichtag im Vergleich zu den vereinbarten Terminbzw.
Kontraktkursen bewertet."; 5.0, 31, 32, 47 ;2016;Schütz-Werke GmbH & Co. KG;Konzernabschluss;PwC
Bewertungseinheiten; 5.0, 31 ;2016;Schütz-Werke GmbH & Co. KG;Konzernabschluss;PwC
Zinssicherungsgeschäfte (Mikro-Hedge); 5.0, 31 ;2016;Schütz-Werke GmbH & Co. KG;Konzernabschluss;PwC
"Zur Absicherung von Zinsrisiken wurden Zinsswaps für Darlehen abgeschlossen und insoweit Bewertungseinheiten gemäß § 254 HGB
gebildet."; 5.0, 31 ;2016;Schütz-Werke GmbH & Co. KG;Konzernabschluss;PwC
"Die Darlehen, die gegen Zinsänderungsrisiken des EURIBOR abgesichert sind, betragen zum 31. Dezember 2016 TEUR 120.000
(Vorjahr: TEUR 160.000). Der Umfang der Absicherung dieser Grundgeschäfte liegt bei 100%. Diese Zinssicherungsgeschäfte hatten
per 31. Dezember 2016 negative Marktwerte von TEUR 1.554 (Vorjahr: TEUR 2.811)."; 5.0, 31, 32 ;2016;Schütz-Werke GmbH & Co. KG;Konzernabschluss;PwC
"Die gegenläufigen Zahlungsstromänderungen gleichen sich vollständig aus, da bei Grund- und Sicherungsgeschäft übereinstimmende
Parameter (Währung, Nominalbetrag, Zinstermin und Zinssatz) zugrunde liegen. Nach der Critical Term Match-Methode kann die Wirksamkeit der Bewertungseinheiten damit sowohl retrospektiv als auch prospektiv ermittelt werden."; 5.0, 31, 32 ;2016;Schütz-Werke GmbH & Co. KG;Konzernabschluss;PwC
Devisenswaps (Mikro-Hedge); 5.0, 31, 32 ;2016;Schütz-Werke GmbH & Co. KG;Konzernabschluss;PwC
"Das Nominalvolumen des zur Absicherung einer konzerninternen Liquiditätsanlage abgeschlossenen Devisenswaps beläuft sich zum
31. Dezember 2016 auf TGBP 21.000. Der negative Marktwert beträgt zum 31. Dezember 2016 TEUR 464. Der Devisenswap ist fällig
im Jahr 2017."; 5.0, 31, 32 ;2016;Schütz-Werke GmbH & Co. KG;Konzernabschluss;PwC
G Erläuterungen zu der Gewinn- und Verlustrechnung;;2016;Schütz-Werke GmbH & Co. KG;Konzernabschluss;PwC
Umsatzerlöse; 5.66 ;2016;Schütz-Werke GmbH & Co. KG;Konzernabschluss;PwC
"Die Vorjahreszahlen der Gewinn- und Verlustrechnung sind aufgrund der Neufassung von § 277 Abs.1 HGB in der Fassung des
BilRUG (HGB n.F.) für den Bereich Umsatzerlöse und sonstige betriebliche Erträge nur eingeschränkt vergleichbar, da auf eine
Anpassung der Vergleichszahlen verzichtet wurde."; 2, 3, 5.66, 49 ;2016;Schütz-Werke GmbH & Co. KG;Konzernabschluss;PwC
"In Folge der erstmaligen Anwendung des HGB i.d.F. des BilRUG ergaben sich Umgliederungen von Erträgen aus sonstigen
betrieblichen Erträgen in Umsatzerlöse in minimaler Höhe. Bei Anwendung des § 277 Abs. 1 HGB n.F. hätten sich für das Vorjahr
Umsatzerlöse in Höhe von € 1.373,3 Mio ergeben."; 3, 5.66 ;2016;Schütz-Werke GmbH & Co. KG;Konzernabschluss;PwC
Geographisch verteilen sich die Umsatzerlöse wie folgt:; 5.66, 48 ;2016;Schütz-Werke GmbH & Co. KG;Konzernabschluss;PwC
"2016
TEUR
Vorjahr
TEUR
Europa, Naher Osten und Afrika 789.606 727.980
Amerika 389.080 382.453
Asien/Pazifik 281.529 262.731
1.460.215 1.373.164"; 5.66, 48 ;2016;Schütz-Werke GmbH & Co. KG;Konzernabschluss;PwC
Die Umsatzerlöse entfallen wie folgt auf die drei Sparten:; 5.66, 48 ;2016;Schütz-Werke GmbH & Co. KG;Konzernabschluss;PwC
"2016
TEUR
Vorjahr
TEUR
Packaging Systems 1.294.916 1.238.202
Energy Systems 48.095 43.313
Industrial Services 103.836 84.322
1.446.847 1.373.164
Nebenerlöse 13.368 7.327
1.460.215 1.373.164"; 5.66, 48 ;2016;Schütz-Werke GmbH & Co. KG;Konzernabschluss;PwC
Sonstige betriebliche Erträge; 5.69 ;2016;Schütz-Werke GmbH & Co. KG;Konzernabschluss;PwC
"In den sonstigen betrieblichen Erträgen sind periodenfremde Erträge aus der Auflösung von Rückstellungen in Höhe von TEUR 217
(Vorjahr: TEUR 319) und Erträge aus dem Abgang von Anlagevermögen von TEUR 21 (Vorjahr: TEUR 72) enthalten. Daneben sind
hier Gewinne aus Währungsumrechnung von TEUR 12.542 (Vorjahr: TEUR 14.394) ausgewiesen."; 5.69, 52, 54 ;2016;Schütz-Werke GmbH & Co. KG;Konzernabschluss;PwC
Personalaufwand; 5.73 ;2016;Schütz-Werke GmbH & Co. KG;Konzernabschluss;PwC
Im Personalaufwand sind Aufwendungen für Altersversorgung in Höhe von TEUR 884 (Vorjahr: TEUR 1.077) enthalten.; 5.76 ;2016;Schütz-Werke GmbH & Co. KG;Konzernabschluss;PwC
