Anhang; Annotierung (Angabe Nummer in Anahngscheckliste) ;Geschäftsjahr;Gesellschaft;Abschlussart;Prüfer
Für die unter den sonstigen Rückstellungen erfassten Rückstellungen für Altersteilzeit wurde als Rechnungszinssatz auch der gemäß Rückstellungsabzinsungsverordnung (RückAbzinsV) festgelegte Rechnungszins zum 31.12.2016 verwendet. Ebenso wurden künftige Gehalts- und Rentenanpassungen mit einem Schätzwert von 2 % berücksichtigt. Darüber hinaus wurde das in Wertpapiere bestehende gegen Insolvenz abgesicherte Deckungsvermögen für Altersteilzeitverpflichtungen mit den Altersteilzeit-rückstellungen verrechnet. Die Bewertung der Wertpapiere erfolgt zum beizulegenden Zeitwert.; 8.50 ;2016;GmbH;Jahresabschluss;EY
Die Verbindlichkeiten sind mit ihrem Erfüllungsbetrag angesetzt.; 8.51 ;2016;GmbH;Jahresabschluss;EY
Hinsichtlich der aktiven latenten Steuern wurde vom Aktivierungswahlrecht des § 274 Abs. 1 Satz 2 HGB Gebrauch gemacht und auf einen Ansatz der aktiven latenten Steuern verzichtet.; 8.35 ;2016;GmbH;Jahresabschluss;EY
C. Angaben zu Positionen der Bilanz;;2016;GmbH;Jahresabschluss;EY
Anlagevermögen;;2016;GmbH;Jahresabschluss;EY
Die Entwicklung der einzelnen Bilanzpositionen und die Abschreibungen sind dem beigefügten Anlagennachweis zu entnehmen.; 4.1 ;2016;GmbH;Jahresabschluss;EY
Verbundene Unternehmen; 4.13 ;2016;GmbH;Jahresabschluss;EY
Die Stadtwerke Reutlingen GmbH ist an folgenden Gesellschaften beteiligt:; 4.13, 77 ;2016;GmbH;Jahresabschluss;EY
FairEnergie GmbH, Reutlingen; 4.13, 77 ;2016;GmbH;Jahresabschluss;EY
"Eigenkapital zum 31.12.2016 111.466.424,57 Euro
Kapitalanteil 75,1 %
Aufgrund eines Gewinnabführungsvertrages abgeführte Gewinne  
- EnBW Kommunale Beteiligungen GmbH 3.897.319,31 Euro
- Stadtwerke Reutlingen GmbH 19.553.899,88 Euro"; 4.13, 77 ;2016;GmbH;Jahresabschluss;EY
Gegenstand des Unternehmens ist die Versorgung der Bevölkerung mit Elektrizität, Gas, Trinkwasser und Wärme.; 4.13 ;2016;GmbH;Jahresabschluss;EY
FairNetz GmbH, Reutlingen; 4.13, 77 ;2016;GmbH;Jahresabschluss;EY
"Eigenkapital zum 31.12.2016 3.059.928,63 Euro
Kapitalanteil (mittelbar über die FairEnergie GmbH) 75,1 %
Aufgrund eines Ergebnisabführungsvertrages übernommene Verluste durch FairEnergie GmbH 772.120,83 Euro"; 4.13, 77 ;2016;GmbH;Jahresabschluss;EY
Gegenstand des Unternehmens ist die Errichtung, der Ausbau, die Instandhaltung und der Betrieb von Versorgungsnetzen (Strom-, Gas-, Wasser-, Wärme- und Kommunikationsnetze) im Konzessionsgebiet der Stadt Reutlingen und soweit kommunalrechtlich zulässig auch in anderen Konzessionsgebieten.; 4.13 ;2016;GmbH;Jahresabschluss;EY
Kraftwerk Reutlingen-Kirchentellinsfurt AG; 4.13, 77 ;2016;GmbH;Jahresabschluss;EY
"Eigenkapital zum 31.12.2016 2.228.379,10 Euro
Kapitalanteil (mittelbar über die FairEnergie GmbH) 65,7 %
Aufgrund eines Gewinnabführungsvertrages abgeführte Gewinne  
- Gemeinde Kirchentellinsfurt 7.669,38 Euro
- FairEnergie GmbH 0,00 Euro"; 4.13, 77 ;2016;GmbH;Jahresabschluss;EY
Zweck der Gesellschaft ist der Betrieb eines Wasserkraftwerks auf der Gemarkung Kirchentellinsfurt zur Versorgung der Gemeinden Reutlingen, Kirchentellinsfurt u. a. mit elektrischer Energie.; 4.13 ;2016;GmbH;Jahresabschluss;EY
Reutlinger Stadtverkehrsgesellschaft mbH, Reutlingen; 4.13, 77 ;2016;GmbH;Jahresabschluss;EY
"Eigenkapital zum 31.12.2016 2.632.450,22,92 Euro
Kapitalanteil 74%
Jahresüberschuss 2016 230.813,71 Euro"; 4.13, 77 ;2016;GmbH;Jahresabschluss;EY
Zweck der Gesellschaft ist die Beteiligung an der RSV Reutlinger Stadtverkehrsgesellschaft mbH Hogenmüller & Kull Co. KG, Reutlingen, und die Wahrnehmung der Geschäftsführung dieser Gesellschaft.; 4.13 ;2016;GmbH;Jahresabschluss;EY
Wertpapiere; 4.17 ;2016;GmbH;Jahresabschluss;EY
Ein Teil der Wertpapiere des Anlagevermögens dient der Absicherung von Altersteilzeit-guthaben (29.971,00 Euro) gem. §§ 8 a Altersteilzeitgesetz und 7 d Sozialgesetzbuch IV über eine Fondsanlage mit Verpfändung. Um diesen Betrag wurde der Bilanzausweis gemäß § 246 Abs. 2 Satz 2 HGB verringert.; 4.17 ;2016;GmbH;Jahresabschluss;EY
Forderungen; 4.25 ;2016;GmbH;Jahresabschluss;EY
Alle Forderungen haben unverändert zum Vorjahr eine Restlaufzeit von unter einem Jahr. Bei den zum Bilanzstichtag bestehenden Forderungen gegen verbundene Unternehmen handelt es sich um Verrechnungsverkehr in Höhe von 13.716.131,90 Euro (Vorjahr: 10.356.676,66 Euro). Darin enthalten ist, wie auch im Vorjahr, die Gewinnabführung der FairEnergie GmbH in Höhe von 19.553.899,88 Euro, abzüglich der Verbindlichkeiten gegenüber der FairEnergie GmbH.; 4.25 ;2016;GmbH;Jahresabschluss;EY
Eigenkapital; 4.37 ;2016;GmbH;Jahresabschluss;EY
"Stand am 01.01.2016 Zugänge 2016 Ausschüttung 2016 Stand am 31.12.2016
Euro Euro Euro Euro
Eigenkapital        
Stammkapital 40.000.000,00 0,00 0,00 40.000.000,00
Gewinnrücklagen 0,00 0,00 0,00 0,00
Bilanzgewinn 9.477.898,06 8.880.028,17 9.477.898,06 8.880.028,17
Summe 49.477.898,06 8.880.028,17 9.477.898,06 48.880.028,17"; 4.37 ;2016;GmbH;Jahresabschluss;EY
Das Stammkapital der Gesellschaft beträgt wie im Vorjahr 40.000.000 Euro und wird von der Stadt Reutlingen gehalten.; 4.37 ;2016;GmbH;Jahresabschluss;EY
Bilanz und Erfolgsrechnung schließen für das Jahr 2016 mit einem Jahresüberschuss von 8.880.028,17 Euro ab (Vorjahr: 9.477.898,06 Euro). Vom Jahresüberschuss sollen 1.300.000,00 Euro den Gewinnrücklagen zugeführt werden. Der Bilanzgewinn des Vorjahres wurde an die Gesellschafter ausgeschüttet.; 4.37 ;2016;GmbH;Jahresabschluss;EY
Rückstellungen; 4.47 ;2016;GmbH;Jahresabschluss;EY
"31.12.2016 31.12.2015
Euro Euro
Pensionsrückstellungen 3.058.167,00 3.042.286,00
Steuerrückstellungen 3.082.303,97 1.827,87
Sonstige Rückstellungen 1.252.906,00 1.232.667,69
Summe 7.393.376,97 4.276.781,56"; 4.47 ;2016;GmbH;Jahresabschluss;EY
Unter den sonstigen Rückstellungen entfallen größere Posten vor allem auf nicht genommenen Urlaub, geleistete Überstunden, interne Jahresabschlusskosten, Leistungszulagen, Aufbewahrung von Geschäftsunterlagen, Altersteilzeit- und Ausbildungsverträge.; 4.50, 40 ;2016;GmbH;Jahresabschluss;EY
Die Verpflichtungen aus der Altersteilzeit sind durch Vermögensgegenstände gesichert, die in einem Investmentfond angelegt sind. Der verpfändete Wert i. H. von 29.971,00 Euro wurde mit der Rückstellung aus Altersteilzeitverpflichtung verrechnet.; 37 ;2016;GmbH;Jahresabschluss;EY
Die angelegten Vermögensgegenstände dienen ausschließlich der Erfüllung der Verpflichtung und sind dem Zugriff der übrigen Gläubiger entzogen. Die Höhe des jährlichen Deckungskapitals ist nach § 246 Abs. 2 S. 2 HGB mit der zugrundeliegenden Verpflichtung verrechnet worden. Der beizulegende Zeitwert des angelegten Vermögens wurde aus dem Börsenkurs des Fondvermögens am Abschlussstichtag abgeleitet. Der beizulegende Teilwert des angelegten Vermögens entspricht dem Erfüllungsbetrag der verrechneten Verpflichtung (29 TEUR). Bei den Pensions-Rückstellungen beläuft sich der Aufwand aus der Abzinsung auf 115 TEUR und bei der Altersteilzeit beträgt er 1 TEUR. Die Zinserträge für das Fondvermögen betragen 0,3 TEUR.; 37 ;2016;GmbH;Jahresabschluss;EY
Bei den Steuerrückstellungen wird die noch abzuführende Körperschaft- und Gewerbesteuer des laufenden Jahres gezeigt.; 4.49 ;2016;GmbH;Jahresabschluss;EY
Bei den Rückstellungen für Pensionen und ähnlichen Verpflichtungen beträgt der Unterschiedsbetrag nach § 253 Abs. 6 HGB 255.761,00 € und unterliegt einer Ausschüttungssperre.; 31, 35 ;2016;GmbH;Jahresabschluss;EY
Verbindlichkeiten; 4.51 ;2016;GmbH;Jahresabschluss;EY
Bei den Verbindlichkeiten gegenüber verbundenen Unternehmen in Höhe von 255.573,82 Euro (Vorjahr: 2.655.714,58 Euro) handelt es sich um Lieferungs- und Leistungsverbindlichkeiten gegenüber der FairEnergie GmbH.; 4.51, 6 ;2016;GmbH;Jahresabschluss;EY
Bei den Verbindlichkeiten gegenüber der Stadt Reutlingen handelt es sich um ein Darlehen in Höhe von 8.400.000,00 Euro sowie mit 25.911,09 Euro um Lieferungs- und Leistungsverbindlichkeiten.; 4.51, 6, 20 ;2016;GmbH;Jahresabschluss;EY
Die Restlaufzeiten der Verbindlichkeiten gehen aus dem nachstehenden Verbindlichkeitsspiegel hervor.; 4.51 ;2016;GmbH;Jahresabschluss;EY
Verbindlichkeitenspiegel; 4.51 ;2016;GmbH;Jahresabschluss;EY
"Restlaufzeiten Summe
bis zu 1 Jahr 1-5 Jahre über 5 Jahre 
  Euro Euro Euro Euro
1. Verbindlichkeiten aus 268.673,84 0,00 0,00 268.673,84
Lieferungen und Leistungen (Vj. TEUR 389)     (Vj. TEUR 389)
2. Verbindlichkeiten gegenüber 255.573,82 0,00 0,00 255.573,82
verbundenen Unternehmen (Vj. TEUR 2.656)     (Vj. TEUR 2.656)
3. Verbindlichkeiten gegenüber 25.911,09 8.400.000,00 0,00 8.425.911,09
der Stadt Reutlingen (Vj. TEUR 27) (Vj. TEUR 8.400)   (Vj. TEUR 8.427)
4. Sonstige Verbindlichkeiten 4.030.984,72 0,00 0,00 4.030.984,72
  (Vj. TEUR 64)     (Vj. TEUR 64)
Gesamt 4.581.143,47 8.400.000,00 0,00 12.981.143,47
  (Vj. TEUR 3.136) (Vj. TEUR 8.400) (Vj. TEUR 0) (Vj. TEUR 11.536)"; 4.51, 42, 43 ;2016;GmbH;Jahresabschluss;EY
D. Angaben zu Positionen der Gewinn- und Verlustrechnung;;2016;GmbH;Jahresabschluss;EY
Gliederung der Umsatzerlöse; 4.66, 50 ;2016;GmbH;Jahresabschluss;EY
"2016 2015
Euro Euro
Bäder 1.018.923,77 1.042.574,68
Verbundene Unternehmen 7.980.991,32 0,00
Sonstige Umsatzerlöse 625.941,92 170.041,62
  9.625.857,01 1.212.616,30"; 4.66, 50 ;2016;GmbH;Jahresabschluss;EY
Unter Berücksichtigung der Neufassung des § 277 Abs. 1 HGB würden sich für das Jahr 2015 Umsatzerlöse in Höhe von 9.991 TEUR ergeben. Es wurden vor allem die Dienstleistungserlöse gegenüber verbundenen Unternehmen von den sonstigen betrieblichen Erträgen umgegliedert.; 3, 4.66, 51 ;2016;GmbH;Jahresabschluss;EY
Sonstige betriebliche Erträge; 4.69 ;2016;GmbH;Jahresabschluss;EY
"2016 2015
Euro Euro
Verbundene Unternehmen 0,00 8.288.256,63
Auflösung von Rückstellungen (periodenfremd) 150.980,00 980,00
Andere 35.997,14 366.955,24
  186.977,14 8.656.191,87"; 4.69, 54, 57 ;2016;GmbH;Jahresabschluss;EY
Unter den anderen sonstigen betrieblichen Erträgen werden vor allem Erträge aus Schadensersatzleistungen ausgewiesen.; 4.69 ;2016;GmbH;Jahresabschluss;EY
Materialaufwand; 4.70 ;2016;GmbH;Jahresabschluss;EY
Unter Berücksichtigung der Neufassung des § 277 Abs. 1 HGB würden sich für das Jahr 2015 Materialaufwendungen in Höhe von 4.563 TEUR ergeben. Es wurden vor allem von verbundenen Unternehmen weiterberechnete Leistungen aus den sonstigen betrieblichen Aufwendungen umgegliedert.; 4.70 ;2016;GmbH;Jahresabschluss;EY
Steuern vom Einkommen und Ertrag; 4.90 ;2016;GmbH;Jahresabschluss;EY
Unter dieser Position werden periodenfremde Erträge in Höhe von 594.038,16 Euro ausgewiesen.; 4.90, 57, 61 ;2016;GmbH;Jahresabschluss;EY
Die Gesellschaft ist Organträger und damit Steuerschuldner der Körperschaftssteuer und Gewerbesteuer sowie des Solidaritätszuschlags in Höhe von 7.829.465,13 Euro (Vorjahr: 5.312.338,80 Euro).; 4.90 ;2016;GmbH;Jahresabschluss;EY
Latente Steuern;;2016;GmbH;Jahresabschluss;EY
Die aktiven latenten Steuern resultieren im Wesentlichen aus Bilanzdifferenzen bei den immateriellen Vermögensgegenständen, den Sachanlagen, den Pensionsrückstellungen und den sonstigen Rückstellungen der Stadtwerke Reutlingen GmbH sowie deren steuerlichen Organgesellschaften FairEnergie GmbH, FairNetz GmbH und Kraftwerk Reutlingen-Kirchentellinsfurt AG. Der Berechnung wurde ein Steuersatz von 29,95 % zugrunde gelegt. Die aktiven latenten Steuern wurden nicht aktiviert.; 24 ;2016;GmbH;Jahresabschluss;EY
Zinsaufwendungen; 4.88 ;2016;GmbH;Jahresabschluss;EY
Bei den Pensions-Rückstellungen beläuft sich der Aufwand aus der Aufzinsung auf 115 TEUR und bei der Altersteilzeit beträgt er 1 TEUR.; 4.88, 58 ;2016;GmbH;Jahresabschluss;EY
Grundsätze der innerbetrieblichen Leistungsverrechnung;;2016;GmbH;Jahresabschluss;EY
Liefer- und Leistungsbeziehungen zwischen den einzelnen Unternehmensbereichen und den Gesellschaften werden, mit wenigen Ausnahmen, zu innerbetrieblichen Verrechnungspreisen bewertet, die auf Vollkostenbasis kalkuliert sind und unserer Kostenrechnung entnommen wurden.;;2016;GmbH;Jahresabschluss;EY
Geschäfte größeren Umfangs, die mit verbundenen oder assoziierten Unternehmen getätigt wurden; 82 ;2016;GmbH;Jahresabschluss;EY
Die Gesellschaft erbringt Verwaltungsdienstleistungen für die FairEnergie GmbH in Höhe von 2.178 TEUR für die FairNetz GmbH in Höhe von 5.744 TEUR und für die Kraftwerk Reutlingen-Kirchentellinsfurt AG in Höhe von 17 TEUR.; 82 ;2016;GmbH;Jahresabschluss;EY
Jahresergebnis; 4.93 ;2016;GmbH;Jahresabschluss;EY
Als Jahresergebnis wird ein Jahresüberschuss nach Gewerbe- und Körperschaftsteuer von 8.880.028,17 Euro (Vorjahr: 9.477.898,06 Euro) ausgewiesen.; 4.93 ;2016;GmbH;Jahresabschluss;EY
E. Sonstige Angaben;;2016;GmbH;Jahresabschluss;EY
Sonstige finanzielle Verpflichtungen;;2016;GmbH;Jahresabschluss;EY
Die Stadtwerke Reutlingen GmbH ist Mitglied der Zusatzversorgungskasse (ZVK) des Kommunalen Versorgungsverbandes Baden-Württemberg. Die ZVK leistet nach einer Mindestversicherungszeit von 60 Monaten nicht nur in den klassischen Rentenfällen des Alters, sondern auch bei voller bzw. teilweiser Erwerbsminderung, im Todesfall an die Hinterbliebenen, bei Erwerbsminderung oder Tod aufgrund eines Arbeitsunfalls auch vor Erfüllung der Mindestversicherungszeit. Der Umlagesatz im Jahr 2016 betrug bis zum 30.06. 9,20 %, davon entfallen auf den Arbeitgeber 9,05 % (Umlage 5,35 %, Sanierungsgeld 3,3 %, Zusatzbeitrag 0,40 %) und auf den Arbeitnehmer 0,15 % (festgeschriebene Umlage). Ab dem 01.07. betrug der Umlagesatz 9,60 %, davon entfallen auf den Arbeitgeber 9,25 % (Umlage 5,55 %, Sanierungsgeld 3,3 %, Zusatzbeitrag 0,40 %) und auf den Arbeitnehmer 0,35 % (festgeschriebene Umlage). Die Summe der umlagepflichtigen Löhne und Gehälter lag im Jahr 2016 bei 4.280 TEUR.; 67 ;2016;GmbH;Jahresabschluss;EY
Zum Bilanzstichtag besteht eine Zahlungsverpflichtung aus Leasingvertrag in Höhe von 3.614,76 Euro.; 67 ;2016;GmbH;Jahresabschluss;EY
Mitarbeiter;;2016;GmbH;Jahresabschluss;EY
Im Geschäftsjahr sind ohne Geschäftsführer, Auszubildende, Praktikanten und ruhenden Arbeitsverhältnissen durchschnittlich 106 Mitarbeiter (Vorjahr: 110 Mitarbeiter) beschäftigt worden.; 64 ;2016;GmbH;Jahresabschluss;EY
Für ehemalige Mitglieder der Geschäftsleitung bzw. der Werkleitung und deren Hinterbliebene wurden Beträge an den Kommunalen Versorgungsverband in Höhe von 112.140,71 Euro (Vorjahr: 116.803,20 Euro) aufgewendet.; 88 ;2016;GmbH;Jahresabschluss;EY
Der Anteil an den Pensionsrückstellungen für ehemalige Mitglieder der Werkleitung und deren Hinterbliebene beträgt 1.938.180,00 Euro (Vorjahr: 2.008.598,00 Euro).; 88 ;2016;GmbH;Jahresabschluss;EY
Aufsichtsratsvergütungen;;2016;GmbH;Jahresabschluss;EY
Die an die Aufsichtsratsmitglieder der Stadtwerke Reutlingen GmbH vergüteten Aufwandsentschädigungen betrugen insgesamt im Geschäftsjahr 39.900,00 Euro (Vorjahr: 40.200,00 Euro).; 84 ;2016;GmbH;Jahresabschluss;EY
Organe;;2016;GmbH;Jahresabschluss;EY
Aufsichtsrat; 83 ;2016;GmbH;Jahresabschluss;EY
"Barbara Bosch, Oberbürgermeisterin der Stadt Reutlingen, Reutlingen, Vorsitzende

Dr. Karsten Amann, Rechtsanwalt, Reutlingen, 1. stellvertretender Vorsitzender

Helmut Lorenz, Arbeitnehmervertreter, Betriebsratsvorsitzender, Pfullingen, 2. stellvertretender Vorsitzender

Jürgen U. Fuchs, Bürgermeister a. D., Reutlingen

Elisabeth Hillebrand, Diplom-Verwaltungswirtin, Reutlingen

Njeri Kinyanjui, Diplom-Volkswirtin, Reutlingen

Marcelus Kolompar, Erzieher, Reutlingen

Annette Leininger, Ärztin, Reutlingen

Rainer Löffler, Diplom-Bauingenieur, Reutlingen

Ulrich Lukaszewitz, Realschullehrer i. R., Reutlingen

Edeltraut Stiedl, Hausfrau, Reutlingen

Prof. Dr. Jürgen Straub, Diplom-Ingenieur/Chemiker, Reutlingen

Regine Vohrer, Selbstständig, Reutlingen

Sebastian Weigle, Politik-Wissenschaftler M. A., Reutlingen

Thomas Ziegler, Rechtsanwalt, Reutlingen

Rolf Armbruster, Arbeitnehmervertreter, Meister Bau und Instandhaltung Netze Gas/Wasser, Engstingen

Ralf Brückner, Arbeitnehmervertreter, Betriebsrat, Metzingen/Glems (bis 30. September 2016)

Andreas Blümel, Arbeitnehmervertreter, Teamleiter Netzanschlussteam, Reutlingen

Roland Löhn, Arbeitnehmervertreter, Sachbearbeiter Netzmanagement, Tübingen

Bertram Schielke, Arbeitnehmervertreter, Monteur Betrieb Netze/Anlagen Gas/Wasser, Reutlingen

Matthias Schumacher, Arbeitnehmervertreter, Leiter Vertrieb Privat- und Geschäftskunden, Mössingen

Gerd Seitz, Arbeitnehmervertreter, Teamleiter Allgemeine Verwaltung, Grundstücke und Versicherungen, Göppingen (ab 30. November 2016)"; 83 ;2016;GmbH;Jahresabschluss;EY
Geschäftsführung; 83 ;2016;GmbH;Jahresabschluss;EY
"Herr Dipl.-Kaufmann Heiko Suter, Kusterdingen-Mähringen (bis 30. Juni 2017)

Herr Dipl.-Ingenieur Klaus Saiger, Gomaringen-Stockach (ab 1. Juli 2017)

Die Schutzklausel gemäß § 286 Abs. 4 HGB wurde in Anspruch genommen."; 83 ;2016;GmbH;Jahresabschluss;EY
Abschlussprüferhonorare;;2016;GmbH;Jahresabschluss;EY
Die Abschlussprüferhonorare nach § 285 Nr. 17 HGB werden im Konzernanhang des Konzernabschlusses der Stadtwerke Reutlingen GmbH angegeben.;;2016;GmbH;Jahresabschluss;EY
Nachtragsbericht; 69 ;2016;GmbH;Jahresabschluss;EY
Nach Abschluss des Geschäftsjahres 2016 sind keine Vorgänge von besonderer Bedeutung eingetreten.; 69 ;2016;GmbH;Jahresabschluss;EY
F. Verwendung des Jahresergebnisses; 68 ;2016;GmbH;Jahresabschluss;EY
Die Geschäftsführung schlägt der Gesellschafterversammlung vor, vom Jahresüberschuss in Höhe von 8.880.028,17 Euro einen Betrag von 1.300.000,00 Euro den Gewinnrücklagen zuzuführen und den Bilanzgewinn dem Gesellschafter Stadt Reutlingen auszuschütten.; 68 ;2016;GmbH;Jahresabschluss;EY
Reutlingen, den 30. August 2017;;2016;GmbH;Jahresabschluss;EY
Klaus Saiger;;2016;GmbH;Jahresabschluss;EY
