; Annotierung (Angabe Nummer in Anahngscheckliste) ;Geschäftsjahr;Gesellschaft;Abschlussart;Prüfer
"Die Kapitalkonsolidierung der im Wege der Vollkonsolidierung in den Konzernabschluss einbezogenen Tochterunternehmen wird gemäß § 301 HGB a.F. unverändert nach der Buchwertmethode vorgenommen (Art. 66 Abs. 3 EHGB). Die erstmalige Aufstellung des Konzernabschlusses erfolgte zum 1. Januar 2000. Die sich nach § 301 Abs. 1 HGB a.F. ergebenden aktivischen Unterschiedsbeträge werden, soweit sie nicht den in der Konzernbilanz anzusetzenden Aktivposten zugeordnet wurden, gemäß § 301 Abs. 3 HGB als Geschäfts- oder Firmenwert behandelt. (Technische) passivische Unterschiedsbeträge werden in der
Position Konzernergebnisvortrag unter dem Eigenkapital ausgewiesen.";;2015/2016;Pampus Industriebeteiligungen GmbH & Co. Kommanditgesellschaft;Konzernabschluss;KPMG
"Die Währungsumrechnung der Aktiv- und Passivposten, mit Ausnahme des Eigenkapitals, erfolgte zum Devisenkassamittelkurs am Abschlussstichtag. Die Posten der Gewinn- und Verlustrechnung wurden zum Jahresdurchschnittskurs umgerechnet. Das gezeichnete Kapital des ausländischen Tochterunternehmens wurde zum historischen Kurs bewertet. Eine sich ergebende Umrechnungsdifferenz wird innerhalb des Konzerneigenkapitals unter dem Posten „Eigenkapitaldifferenz aus Währungsumrechnung"" gemäß § 308a HGB ausgewiesen.";;2015/2016;Pampus Industriebeteiligungen GmbH & Co. Kommanditgesellschaft;Konzernabschluss;KPMG
Alle Forderungen und Verbindlichkeiten sowie Aufwendungen und Erträge zwischen den einbezogenen Unternehmen wurden gemäß §§ 303 und 305 HGB verrechnet.;;2015/2016;Pampus Industriebeteiligungen GmbH & Co. Kommanditgesellschaft;Konzernabschluss;KPMG
Konzerninterne Zwischenergebnisse wurden gemäß § 304 HGB eliminiert.;;2015/2016;Pampus Industriebeteiligungen GmbH & Co. Kommanditgesellschaft;Konzernabschluss;KPMG
Der Ausgleichsposten für die Anteile anderer Gesellschafter wird gesondert innerhalb des Eigenkapitals gemäß § 307 Abs. 1 HGB ausgewiesen.;;2015/2016;Pampus Industriebeteiligungen GmbH & Co. Kommanditgesellschaft;Konzernabschluss;KPMG
Bilanzierungs- und Bewertungsmethoden;;2015/2016;Pampus Industriebeteiligungen GmbH & Co. Kommanditgesellschaft;Konzernabschluss;KPMG
Die Abschlüsse der Pampus Industriebeteiligungen GmbH & Co. Kommanditgesellschaft und der Tochterunternehmen werden nach einheitlichen Bilanzierungs- und Bewertungsgrundsätzen aufgestellt.; 9.0 ;2015/2016;Pampus Industriebeteiligungen GmbH & Co. Kommanditgesellschaft;Konzernabschluss;KPMG
Nachstehend geben wir, soweit diese für die Beurteilung des Konzernabschlusses wesentlich ist, eine Ubersicht über die Wertansätze und die dabei ausgeübten Bilanzierungs- und Bewertungswahlrechte.; 9.0 ;2015/2016;Pampus Industriebeteiligungen GmbH & Co. Kommanditgesellschaft;Konzernabschluss;KPMG
Die entgeltlich erworbenen immateriellen Vermögensgegenstände werden zu Anschaffungs- bzw. zu Herstellungskosten und, soweit abnutzbar, vermindert um planmäßige Abschreibungen bewertet.; 9.4 ;2015/2016;Pampus Industriebeteiligungen GmbH & Co. Kommanditgesellschaft;Konzernabschluss;KPMG
Geschäfts- und Firmenwerte werden mit ihren Anschaffungskosten angesetzt und linear über die Dauer ihrer voraussichtlichen wirtschaftlichen Nutzung von 15 Jahren abgeschrieben, da dies der ursprünglichen Einschätzung über die Nutzungszuflüsse aus der Geschäftstätigkeit entspricht. Die übrigen immateriellen Vermögensgegenstände des Anlagevermögens werden zu Anschaffungskosten aktiviert und im Fall einer begrenzten Nutzungsdauer über 3 Jahre linear abgeschrieben. Die Abschreibungen auf Zugänge werden zeitanteilig vorgenommen.; 9.5, 14 ;2015/2016;Pampus Industriebeteiligungen GmbH & Co. Kommanditgesellschaft;Konzernabschluss;KPMG
Das Sachanlagevermögen wird zu Anschaffungs- und Herstellungskosten, vermindert um lineare Abschreibungen, angesetzt. In die Herstellungskosten selbsterzeugter Anlagen werden direkt zurechenbare Kosten einbezogen. Die Nutzungsdauer beträgt bei Gebäuden und Grundstücken grundsätzlich 10 bis 50 Jahre, bei technischen Anlagen und Maschinen und bei Betriebs- und Geschäftsausstattung 2 bis 10 Jahre.; 9.7 ;2015/2016;Pampus Industriebeteiligungen GmbH & Co. Kommanditgesellschaft;Konzernabschluss;KPMG
Geringwertige Wirtschaftsgüter mit Anschaffungskosten von € 150,00 bis € 1.000,00 werden im Zugangsjahr in einen über fünf Jahre abzuschreibenden Sammelposten eingestellt.; 9.7 ;2015/2016;Pampus Industriebeteiligungen GmbH & Co. Kommanditgesellschaft;Konzernabschluss;KPMG
Bei voraussichtlich dauerhaften Wertminderungen von Sachanlagen werden außerplanmäßige Abschreibungen vorgenommen.; 9.7 ;2015/2016;Pampus Industriebeteiligungen GmbH & Co. Kommanditgesellschaft;Konzernabschluss;KPMG
Investitionszuschüsse für Anlagenzugänge werden anschaffungskostenmindernd erfasst. Investitionszulagen werden erfolgswirksam vereinnahmt.; 9.7 ;2015/2016;Pampus Industriebeteiligungen GmbH & Co. Kommanditgesellschaft;Konzernabschluss;KPMG
Die Bewertung der Finanzanlagen erfolgt zu Anschaffungskosten oder zum niedrigeren beizulegenden Wert.; 9.12 ;2015/2016;Pampus Industriebeteiligungen GmbH & Co. Kommanditgesellschaft;Konzernabschluss;KPMG
Bei der Bewertung der Vorräte werden die Anschaffungs- bzw. Herstellungskosten oder niedrigere Marktwerte zugrunde gelegt. In die Herstellungskosten sind neben den direkt zurechenbaren Kosten auch angemessene Teile der notwendigen Material- und Fertigungsgemeinkosten eingerechnet. Die Herstellungskosten werden weitgehend progressiv, teilweise retrograd (ausgehend von den Verkaufserlösen) ermittelt.; 9.20 ;2015/2016;Pampus Industriebeteiligungen GmbH & Co. Kommanditgesellschaft;Konzernabschluss;KPMG
Die Forderungen und sonstigen Vermögensgegenstände werden zum Nominalwert oder mit dem niedrigeren Wert, der ihnen am Bilanzstichtag beizulegen ist, angesetzt. Erkennbare Einzelrisiken werden durch Einzelwertberichtigungen berücksichtigt. Für allgemeine Risiken wird eine angemessene Pauschalwertberichtigung gebildet.; 9.25 ;2015/2016;Pampus Industriebeteiligungen GmbH & Co. Kommanditgesellschaft;Konzernabschluss;KPMG
Kassenbestand und Guthaben bei Kreditinstituten werden zum Nennwert angesetzt.; 9.33 ;2015/2016;Pampus Industriebeteiligungen GmbH & Co. Kommanditgesellschaft;Konzernabschluss;KPMG
"Aktive latente Steuern berücksichtigen neben den zeitlichen Differenzen zwischen Handels- und Steuerbilanz steuerliche Verlustvorträge in Höhe der innerhalb der nächsten fünf Jahre zu erwartenden Verlustverrechnung. Darüber hinaus werden Differenzen berücksichtigt, die auf Konsolidierungsmaßnahmen gemäß §§ 300 bis 307 HGB beruhen, Differenzen aus dem erstmaligen Ansatz eines Geschäfts- oder Firmenwertes bzw. eines negativen Unterschiedsbetrags aus der Kapitalkonsolidierung bleiben unberücksichtigt. Sofern der Saldo aus aktiven und passiven latenten Steuern zu einem aktiven Übertrag führt, wird
dieser in Ausübung des Wahlrechts nach § 274 Abs. 1 HGB aktiviert."; 9.35, 25 ;2015/2016;Pampus Industriebeteiligungen GmbH & Co. Kommanditgesellschaft;Konzernabschluss;KPMG
Ausschüttungen können in Höhe der aktivierten latenten Steuern sowie in Höhe des aktiven Unterschiedsbetrags aus der Vermögensverrechnung nicht vorgenommen werden.; 9.0 ;2015/2016;Pampus Industriebeteiligungen GmbH & Co. Kommanditgesellschaft;Konzernabschluss;KPMG
"Die Währungsumrechnung der Aktiv- und Passivposten. mit Ausnahme des Eigenkapitals, erfolgte zum Devisenkassamittelkurs am Abschlussstichtag. Die Posten der Gewinn- und Verlustrechnung wurden zum Jahresdurchschnittskurs umgerechnet. Das gezeichnete Kapital des ausländischen Tochterunternehmens wurde zum historischen Kurs bewertet. Eine sich ergebende Umrechnungsdifferenz wird innerhalb des Konzerneigenkapitals unter dem Posten „Eigenkapitaldifferenz aus Währungsumrechnung"" gemäß § 308a HGB ausgewiesen."; 9.0 ;2015/2016;Pampus Industriebeteiligungen GmbH & Co. Kommanditgesellschaft;Konzernabschluss;KPMG
"Für die nach versicherungsmathematischen Grundsätzen (Anwartschaftsbarwertverfahren) ermittelten Pensionsrückstellungen werden die ""Richttafeln 2005 G"" von Prof. Dr. Klaus Heubeck angewendet. Der im laufenden Geschäftsjahr zu Grunde gelegte Rechnungszins beläuft sich auf 4,08 % p.a.; hierbei handelt es sich um den von der Deutschen Bundesbank veröffentlichten durchschnittlichen Marktzinssatz der vergangenen zehn Geschäftsjahre für eine angenommene Restlaufzeit von 15 Jahren. Erwartete Lohn- und Gehaltssteigerungen sind mit 2 % p.a. angesetzt und Rentensteigerungen mit 1 % p.a. Es wird das Wahlrecht ausgeübt, den aus der Bewertungsänderung resultierenden Zuführungsbetrag bis spätestens zum 31. Dezember 2024 in jedem Geschäftsjahr mit mindestens einem Fünfzehntel anzusammeln; insoweit werden künftig weitere Zuführungen von insgesamt T€ 2.336 zu erfassen sein."; 9.48, 35 ;2015/2016;Pampus Industriebeteiligungen GmbH & Co. Kommanditgesellschaft;Konzernabschluss;KPMG
Nach § 253 Absatz 2 Satz 1 HGB in der neuen Fassung sind nunmehr bezüglich des vergangenheitsbezogenen Betrachtungszeitraums Altersversorgungsverpflichtungen mit dem durchschnittlichen Marktzins der vergangenen zehn Geschäftsjahre abzuzinsen. Gemäß dem neuen Artikel 75 Abs. 6 EGHGB gelten die Neuregelungen für Geschäftsjahre, die nach dem 31. Dezember 2015 enden.; 9.48, 36 ;2015/2016;Pampus Industriebeteiligungen GmbH & Co. Kommanditgesellschaft;Konzernabschluss;KPMG
Aus der Anwendung der Neuregelung ergeben sich niedrigere Zinsaufwendungen i.H.v. T€ 2.319. Dies entspricht dem Unterschiedsbetrag zwischen dem Ansatz der Altersversorgungsrückstellung mit dem durchschnittlichen Marktzinssatz von zehn Jahren und der bisherigen Regelung von sieben Jahren.; 9.48, 36 ;2015/2016;Pampus Industriebeteiligungen GmbH & Co. Kommanditgesellschaft;Konzernabschluss;KPMG
Die Steuerrückstellungen und sonstigen Rückstellungen werden für erkennbare Risiken und ungewisse Verpflichtungen in Höhe des Erfüllungsbetrages gebildet, der nach vernünftiger kaufmännischer Beurteilung notwendig ist. Rückstellungen mit einer Restlaufzeit von mehr als einem Jahr werden grundsätzlich mit dem ihrer Restlaufzeit entsprechenden durchschnittlichen Marktzinssatz der vergangenen sieben Geschäftsjahre abgezinst. Die Rückstellungen für Altersteilzeit werden nach IDW RS HFA 3 a.F. ermittelt und nach Gegenrechnung mit erstattungsfähigen Aufstockungsbeträgen und Ansprüchen aus der dazu abgeschlossenen Rückdeckungsversicherung in Höhe von T€ 0 angesetzt. Die Ansprüche aus Rückdeckungsversicherungen übersteigen den unsaldierten Rückstellungsbetrag (T€ 188) um 280. Der beizulegende Zeitwert der Vermögensgegenstände beträgt T€ 188. Die Anschaffungskosten betrugen T€ 188.; 9.49 ;2015/2016;Pampus Industriebeteiligungen GmbH & Co. Kommanditgesellschaft;Konzernabschluss;KPMG
Die Verbindlichkeiten sind zu ihren Erfüllungsbeträgen bilanziert.; 9.51 ;2015/2016;Pampus Industriebeteiligungen GmbH & Co. Kommanditgesellschaft;Konzernabschluss;KPMG
Die Umrechnung von Fremdwährungspositionen, deren Restlaufzeit nicht mehr als ein Jahr beträgt, erfolgte zum jeweiligen Devisenkassamittelkurs zum Zeitpunkt des Geschäftsvorfalls; 9.0 ;2015/2016;Pampus Industriebeteiligungen GmbH & Co. Kommanditgesellschaft;Konzernabschluss;KPMG
Angaben zur Konzernbilanz;;2015/2016;Pampus Industriebeteiligungen GmbH & Co. Kommanditgesellschaft;Konzernabschluss;KPMG
Anlagevermögen; 5.1 ;2015/2016;Pampus Industriebeteiligungen GmbH & Co. Kommanditgesellschaft;Konzernabschluss;KPMG
Die Entwicklung des Anlagevermögens ist dem Anlagenspiegel dieses Anhangs zu entnehmen.; 5.1 ;2015/2016;Pampus Industriebeteiligungen GmbH & Co. Kommanditgesellschaft;Konzernabschluss;KPMG
Immaterielle Vermögensgegenstände; 5.2 ;2015/2016;Pampus Industriebeteiligungen GmbH & Co. Kommanditgesellschaft;Konzernabschluss;KPMG
Aktivische Unterschiedsbeträge aus der Kapitalkonsolidierung werden, soweit sie nicht anderen Aktivposten zugeordnet werden können, als Firmenwert ausgewiesen und planmäßig über 15 Jahre abgeschrieben.; 5.5, 44, 92 ;2015/2016;Pampus Industriebeteiligungen GmbH & Co. Kommanditgesellschaft;Konzernabschluss;KPMG
Sachanlagen; 5.7 ;2015/2016;Pampus Industriebeteiligungen GmbH & Co. Kommanditgesellschaft;Konzernabschluss;KPMG
Die Position Grundstücke und Bauten umfasst einen aktivischen Unterschiedsbetrag aus der Kapitalkonsolidierung in Höhe von T€ 1.893 (Vorjahr: T€ 1 893).; 5.8 ;2015/2016;Pampus Industriebeteiligungen GmbH & Co. Kommanditgesellschaft;Konzernabschluss;KPMG
Forderungen und sonstige Vermögensgegenstände; 5.25 ;2015/2016;Pampus Industriebeteiligungen GmbH & Co. Kommanditgesellschaft;Konzernabschluss;KPMG
"30.09.2016 30.09.2015
T€ T€
Forderungen aus Lieferungen und Leistungen 32.737 33.698
- davon mit einer Restlaufzeit bis zu einem Jahr (32.737) (33.698)
Forderungen gegen Gesellschafter 162 153
- davon sonstige Forderungen (162) (153)
- davon mit einer Restlaufzeit bis zu einem Jahr (162) (153)
Sonstige Vermögensgegenstände 9.432 9.980
- davon mit einer Restlaufzeit bis zu einem Jahr (9.432) (9.980)
Gesamt 42.331 43.831"; 5.25, 7, 19 ;2015/2016;Pampus Industriebeteiligungen GmbH & Co. Kommanditgesellschaft;Konzernabschluss;KPMG
Aktive Latente Steuern; 5.35, 25 ;2015/2016;Pampus Industriebeteiligungen GmbH & Co. Kommanditgesellschaft;Konzernabschluss;KPMG
Die Aktivierung der latenten Steuern beruht auf der gemäß Planungsrechnung voraussichtlichen Nutzung der steuerlichen Verlustvorträge.; 5.35, 25 ;2015/2016;Pampus Industriebeteiligungen GmbH & Co. Kommanditgesellschaft;Konzernabschluss;KPMG
"Steuerliche Verlustvorträge
KöSt GewSt Steuersatz
T€ T€ T€
WDI 10.679 105 30,62
NED 1.485 1.437 29,87
WWH 1.984 157 31,98
Summe 14.148 1.699"; 5.35, 25 ;2015/2016;Pampus Industriebeteiligungen GmbH & Co. Kommanditgesellschaft;Konzernabschluss;KPMG
Weiterhin wurden aktive latente Steuern für den Bilanzposten Rückstellungen und passive latente Steuern für den Bilanzposten Sachanlagen ermittelt.; 5.35, 25 ;2015/2016;Pampus Industriebeteiligungen GmbH & Co. Kommanditgesellschaft;Konzernabschluss;KPMG
Ermittlung der ausschüttungsgesperrten Beträge gem. § 285 Nr. 28 HGB und § 253 Abs. 6 HGB;;2015/2016;Pampus Industriebeteiligungen GmbH & Co. Kommanditgesellschaft;Konzernabschluss;KPMG
"WDI NED WWH Gesamt
T€ T€ T€ T€
Aktive lat. Steuern nach § 274 HGB 3.482 437 341 4.260
Unterschiedsbetrag aus der Abzinsung der Altersversorgungsverpflichtung
nach § 253 Absatz 6 HGB
2.167 143 0 2.310
Ausschüttungsgesperrter Betrag 5.649 580 341 6.570";;2015/2016;Pampus Industriebeteiligungen GmbH & Co. Kommanditgesellschaft;Konzernabschluss;KPMG
Nach § 268 Abs. 8 HGB und § 253 Abs. 6 HGB ergibt sich ein ausschüttungsgesperrter Betrag von T€ 6.570. Zukünftige Gewinne können nur ausgeschüttet werden, sofern sie die gegen Ausschüttung gesperrten Beträge übersteigen.;;2015/2016;Pampus Industriebeteiligungen GmbH & Co. Kommanditgesellschaft;Konzernabschluss;KPMG
Eigenkapital; 5.37 ;2015/2016;Pampus Industriebeteiligungen GmbH & Co. Kommanditgesellschaft;Konzernabschluss;KPMG
Der Ausgleichsposten für die Anteile anderer Gesellschafter umfasst den auf Konzernfremde entfallenden Anteil des Konzernjahresergebnisses in Höhe von T€ 3.351.; 5.37, 57 ;2015/2016;Pampus Industriebeteiligungen GmbH & Co. Kommanditgesellschaft;Konzernabschluss;KPMG
Rückstellungen; 5.47 ;2015/2016;Pampus Industriebeteiligungen GmbH & Co. Kommanditgesellschaft;Konzernabschluss;KPMG
Die sonstigen Rückstellungen von TE 12.211 betreffen vor allem den Personal- und den Vertriebsbereich.; 5.50 ;2015/2016;Pampus Industriebeteiligungen GmbH & Co. Kommanditgesellschaft;Konzernabschluss;KPMG
Verbindlichkeiten; 5.51 ;2015/2016;Pampus Industriebeteiligungen GmbH & Co. Kommanditgesellschaft;Konzernabschluss;KPMG
"30.09.2016 30.092015
T€ T€
Verbindlichkeiten gegenüber Kreditinstituten 66.553 99.049
- davon mit einer Restlaufzeit bis zu 1 Jahr (12.723) (24.662)
- davon durch Grundpfandrechte, Sicherungsübereignungen u.a. gesichert (66.553) (99.049)
Erhaltene Anzahlungen auf Bestellungen 275 113
- davon mit einer Restlaufzeit bis zu 1 Jahr (275) (113)
Verbindlichkeiten aus Lieferungen und Leistungen 103.440 110.306
- davon mit einer Restlaufzeit bis zu 1 Jahr (103.440) (110.306)
Verbindlichkeiten gegenüber Gesellschaftern 384 133
- davon mit einer Restlaufzeit bis zu 1 Jahr (384) (133)
- davon sonstige Verbindlichkeiten (384) (133)
Sonstige Verbindlichkeiten 72.814 17.714
- davon mit einer Restlaufzeit bis zu 1 Jahr (10.929) (7.961)
- davon mit einer Restlaufzeit über 5 Jahre 0 (9.753)
- davon mit Rangrücktritt (2.929) (2.923)
- davon durch Grundpfandrechte, Sicherungsübereignungen u.a. gesichert (17.735) 0
- davon aus Steuern (3.516) (2.331)
- davon im Rahmen der sozialen Sicherheit (22) (11)
Gesamt 243.466 227.315"; 5.51, 7, 19, 42 ;2015/2016;Pampus Industriebeteiligungen GmbH & Co. Kommanditgesellschaft;Konzernabschluss;KPMG
Unter den sonstigen Verbindlichkeiten wird in Höhe von 36,4 Mio ein Posten ausgewiesen, für den im Vorjahr der vergleichbare Betrag in Höhe von € 38,3 Mio noch unter den Rückstellungen ausgewiesen wurde.; 5.60 ;2015/2016;Pampus Industriebeteiligungen GmbH & Co. Kommanditgesellschaft;Konzernabschluss;KPMG
Angaben zur Konzern-Gewinn- und Verlustrechnung;;2015/2016;Pampus Industriebeteiligungen GmbH & Co. Kommanditgesellschaft;Konzernabschluss;KPMG
Umsatzerlöse; 5.66 ;2015/2016;Pampus Industriebeteiligungen GmbH & Co. Kommanditgesellschaft;Konzernabschluss;KPMG
Die Umsatzerlöse setzen sich wie folgt zusammen (Angaben in T€):; 5.66, 48 ;2015/2016;Pampus Industriebeteiligungen GmbH & Co. Kommanditgesellschaft;Konzernabschluss;KPMG
"2015/16 2014/15
Inland 416.678 436.099
Ausland 157.023 178.667
Gesamt 573.701 614.766"; 5.66, 48 ;2015/2016;Pampus Industriebeteiligungen GmbH & Co. Kommanditgesellschaft;Konzernabschluss;KPMG
Sonstige betriebliche Erträge; 5.69 ;2015/2016;Pampus Industriebeteiligungen GmbH & Co. Kommanditgesellschaft;Konzernabschluss;KPMG
Die sonstigen betrieblichen Erträge enthalten u. a. Erträge aus Mieten, Investitionszulagen, Rückstellungsauflösungen und Anlagenabgängen.; 5.69 ;2015/2016;Pampus Industriebeteiligungen GmbH & Co. Kommanditgesellschaft;Konzernabschluss;KPMG
Sonstige betriebliche Aufwendungen; 5.80 ;2015/2016;Pampus Industriebeteiligungen GmbH & Co. Kommanditgesellschaft;Konzernabschluss;KPMG
Es sind insbesondere Vertriebskosten wie Frachten und Provisionen, Betriebskosten wie Aufwendungen für Leiharbeiter und Reparatur- und Instandhaltungsaufwendungen. Mieten und Pachten einschließlich Leasingaufwendungen, sowie Verwaltungskosten erfasst.; 5.80 ;2015/2016;Pampus Industriebeteiligungen GmbH & Co. Kommanditgesellschaft;Konzernabschluss;KPMG
Außerordentliche Aufwendungen;;2015/2016;Pampus Industriebeteiligungen GmbH & Co. Kommanditgesellschaft;Konzernabschluss;KPMG
Die außerordentlichen Aufwendungen von T€ 3.396 resultieren mit T€ 1.684 aus Zinsen für eine mittlerweile bestandskräftige Geldbuße. Daneben sind Beratungs- und Bearbeitungsentgelte von T€ 1.418 und Bewertungsänderungen bei Personalrückstellungen im Zuge der Umsetzung geänderter handelsbitanzieller Vorschriften in Höhe von T€ 294 erfasst.; 55 ;2015/2016;Pampus Industriebeteiligungen GmbH & Co. Kommanditgesellschaft;Konzernabschluss;KPMG
Sonstige Angaben;;2015/2016;Pampus Industriebeteiligungen GmbH & Co. Kommanditgesellschaft;Konzernabschluss;KPMG
Sonstige finanzielle Verpflichtungen; 62 ;2015/2016;Pampus Industriebeteiligungen GmbH & Co. Kommanditgesellschaft;Konzernabschluss;KPMG
Aus Dauerschuldverhältnissen und Strombezugsverträgen resultieren die folgenden Verpflichtungen:; 62 ;2015/2016;Pampus Industriebeteiligungen GmbH & Co. Kommanditgesellschaft;Konzernabschluss;KPMG
"T€
Fällig 2016/2017 1.742
Fällig 2017/2018 905
Fällig 2018/2019 618
Fällig 2019/2020 und später 3.019"; 62 ;2015/2016;Pampus Industriebeteiligungen GmbH & Co. Kommanditgesellschaft;Konzernabschluss;KPMG
Nicht in der Bilanz enthaltene Geschäfte; 61 ;2015/2016;Pampus Industriebeteiligungen GmbH & Co. Kommanditgesellschaft;Konzernabschluss;KPMG
Der Konzern verkauft laufend Forderungen aus Lieferungen und Leistungen im Rahmen eines echten Factoring. Damit wird unter Berücksichtigung hieraus resultierender Verbindlichkeiten eine Verkürzung der Bilanzsumme und damit eine Verbesserung der Liquidität sowie der Eigenkapitalrelation erzielt.; 61 ;2015/2016;Pampus Industriebeteiligungen GmbH & Co. Kommanditgesellschaft;Konzernabschluss;KPMG
Im Geschäftsjahr 2014/2015 wurden verschiedene Konsignationsläger von Hauptlieferanten eingerichtet, die den Vorteil bieten. erst bei Entnahme des Walzdrahtes den Kaufpreis berechnet zu bekommen. aber trotzdem eine hohe Rohstoffversorgung sicherstellen zu können.; 61 ;2015/2016;Pampus Industriebeteiligungen GmbH & Co. Kommanditgesellschaft;Konzernabschluss;KPMG
Honorar des Konzernabschlussprüfers; 65 ;2015/2016;Pampus Industriebeteiligungen GmbH & Co. Kommanditgesellschaft;Konzernabschluss;KPMG
Das vom Konzernabschlussprüfer für 2015/2016 berechnete Gesamthonorar beträgt T€ 250. Es entfällt vollständig auf Abschlussprüfungsleistungen.; 65 ;2015/2016;Pampus Industriebeteiligungen GmbH & Co. Kommanditgesellschaft;Konzernabschluss;KPMG
Befreiungswahlrechte nach § 264b HGB; 101 ;2015/2016;Pampus Industriebeteiligungen GmbH & Co. Kommanditgesellschaft;Konzernabschluss;KPMG
In Anwendung des § 264b HGB verzichten die nachfolgenden in den Konzernabschluss einbezogenen Personenhandelsgesellschaften auf die Offenlegung ihrer Jahresabschlussunterlagen:; 101 ;2015/2016;Pampus Industriebeteiligungen GmbH & Co. Kommanditgesellschaft;Konzernabschluss;KPMG
–Pampus Industriebeteiligungen GmbH & Co. Kommanditgesellschaft, Iserlohn; 101 ;2015/2016;Pampus Industriebeteiligungen GmbH & Co. Kommanditgesellschaft;Konzernabschluss;KPMG
–Westfälische Drahtindustrie Verwaltungsgesellschaft mbH & Co. KG, Hamm; 101 ;2015/2016;Pampus Industriebeteiligungen GmbH & Co. Kommanditgesellschaft;Konzernabschluss;KPMG
Komplementärin;;2015/2016;Pampus Industriebeteiligungen GmbH & Co. Kommanditgesellschaft;Konzernabschluss;KPMG
Persönlich haftende Gesellschafterin der Pampus Industriebeteiligungen GmbH & Co, Kommanditgesellschaft ist die Pampus Industriebeteiligungen Verwaltungsgesellschaft mbH. Iserlohn, deren gezeichnetes Kapital T€ 26 beträgt.;;2015/2016;Pampus Industriebeteiligungen GmbH & Co. Kommanditgesellschaft;Konzernabschluss;KPMG
Organmitglieder;;2015/2016;Pampus Industriebeteiligungen GmbH & Co. Kommanditgesellschaft;Konzernabschluss;KPMG
Die Geschäftsführung wird von der Komplementärin ausgeübt. Als einzelvertretungsberechtigter Geschäftsführer der Pampus Industriebeteiligungen Verwaltungsgesellschaft mbH ist Herr Wolfgang Berberich, Neckargmünd, bestellt.;;2015/2016;Pampus Industriebeteiligungen GmbH & Co. Kommanditgesellschaft;Konzernabschluss;KPMG
