; Annotierung (Angabe Nummer in Anahngscheckliste) ;Geschäftsjahr;Gesellschaft;Abschlussart;Prüfer
"Buchwerte
30.06.2016
TEUR 30.06.2015
TEUR
I. Immaterielle Vermögensgegenstände    
1. Entgeltlich erworbene 429 549
EDV-Software/Lizenzen    
2. Praxiswerte 2.450 3.245
  2.879 3.794
II. Sachanlagen    
1. Grundstücke und Bauten 4.797 5.072
2. Andere Anlagen, Betriebs- und Geschäftsausstattung 52.744 22.925
3. Geleistete Anzahlungen und Anlagen im Bau 188 6.771
  57.729 34.768
  60.608 38.562
III. Finanzanlagen    
1. Anteile an verbundenen Unternehmen 41.105 42.293
2. Beteiligungen 8.798 8.798
3. Wertpapiere des Anlagevermögens 677.688 644.552
4. Sonstige Ausleihungen 22 28
5. Rückdeckungsansprüche aus Lebensversicherungen 135 743
  727.748 696.414
  788.356 734.976"; 4.1, 8.1, 15 ;2015/2016;Ernst & Young GmbH Wirtschaftsprüfungsgesellschaft;Jahresabschluss ;BDO 
(2) Vorräte; 4.20, 8.20 ;2015/2016;Ernst & Young GmbH Wirtschaftsprüfungsgesellschaft;Jahresabschluss ;BDO 
"Die unter den Vorräten als unfertige Leistungen ausgewiesenen in Arbeit befindlichen Aufträge sind auf der Basis von Einzelkalkulationen, jeweils zu Herstellungskosten einschließlich angemessener Teile der Gemeinkosten sowie von Kosten der allgemeinen Verwaltung und Aufwendungen für Altersversorgung (ohne Finanzierungsaufwendungen), bewertet. Die Veränderung gegenüber dem Bilanzausweis im Vorjahr wird in der Gewinn- und Verlustrechnung als Erhöhung bzw. Verminderung des Bestands erfasst. In allen Fällen wird verlustfrei bewertet; das heißt, von den voraussichtlichen Erlösen werden erforderlichenfalls Abschläge zur Berücksichtigung der noch anfallenden Kosten vorgenommen. Darüber hinaus werden erkennbare Risiken, die zu einem niedrigeren beizulegenden Wert im Vorratsvermögen führen, durch angemessene Abwertungen berücksichtigt; sie wurden in den Ausweis der Bestandsveränderungen einbezogen, da sie sich im bisher üblichen Rahmen bewegen. Vom Wertansatz der in Arbeit befindlichen Aufträge werden die dafür erhaltenen Anzahlungen mit ihrem Nettobetrag offen abgesetzt; die Umsatzsteuer auf die Anzahlungen wird unter den sonstigen Verbindlichkeiten aus Steuern ausgewiesen, soweit sie am Bilanzstichtag noch nicht ausgeglichen war."; 4.20, 8.20 ;2015/2016;Ernst & Young GmbH Wirtschaftsprüfungsgesellschaft;Jahresabschluss ;BDO 
Die Erhöhung gegenüber dem Vorjahr resultiert überwiegend aus der gestiegenen Geschäftstätigkeit.; 4.20, 8.20 ;2015/2016;Ernst & Young GmbH Wirtschaftsprüfungsgesellschaft;Jahresabschluss ;BDO 
" 30.06.2016
TEUR 30.06.2015
TEUR
Unfertige Leistungen 81.186 77.880
Erhaltene Anzahlungen -13.371 -11.706
  67.815 66.174"; 4.20, 8.20 ;2015/2016;Ernst & Young GmbH Wirtschaftsprüfungsgesellschaft;Jahresabschluss ;BDO 
"(3) Forderungen und sonstige Vermögensgegenstände

"; 4.25, 8.25 ;2015/2016;Ernst & Young GmbH Wirtschaftsprüfungsgesellschaft;Jahresabschluss ;BDO 
Die Forderungen und sonstigen Vermögensgegenstände sind mit dem Nominalwert bzw. dem Barwert bei unverzinslichen oder niedrig verzinslichen Ansprüchen oder dem niedrigeren beizulegenden Wert angesetzt. Alle erkennbaren Einzelrisiken sind durch angemessene Abwertungen, die als sonstiger betrieblicher Aufwand ausgewiesen werden, berücksichtigt. Darüber hinaus besteht zur Abdeckung des allgemeinen Kreditrisikos im Forderungsbestand eine Pauschalabwertung in Höhe eines gleich bleibenden Satzes von einem Prozent des Nettobetrags der nicht einzeln abgewerteten Forderungen aus Leistungen.; 4.25, 8.25 ;2015/2016;Ernst & Young GmbH Wirtschaftsprüfungsgesellschaft;Jahresabschluss ;BDO 
Auf fremde Währung lautende Forderungen und sonstige Vermögensgegenstände mit einer Restlaufzeit von bis zu einem Jahr werden zum Abschlussstichtag generell mit dem Devisenkassamittelkurs umgerechnet. Soweit die Beträge erst nach einer Laufzeit von mehr als einem Jahr fällig sind, werden zum Bilanzstichtag eingetretene Änderungen der Wechselkurse durch entsprechende Abwertung der Forderungen nur berücksichtigt, wenn dies für eine verlustfreie Bewertung am Bilanzstichtag notwendig ist. Die aus der Währungsumrechnung resultierenden Erträge bzw. Aufwendungen werden in der Gewinn- und Verlustrechnung unter den sonstigen betrieblichen Erträgen bzw. Aufwendungen gesondert ausgewiesen.; 4.25, 8.25 ;2015/2016;Ernst & Young GmbH Wirtschaftsprüfungsgesellschaft;Jahresabschluss ;BDO 
Zusammensetzung:; 4.25, 8.25 ;2015/2016;Ernst & Young GmbH Wirtschaftsprüfungsgesellschaft;Jahresabschluss ;BDO 
"30.06.2016
TEUR 30.06.2015
TEUR
Forderungen aus Leistungen 527.106 385.275
Forderungen gegen verbundene Unternehmen 4.607 17.727
Sonstige Vermögensgegenstände 37.775 27.370
davon mit einer Restlaufzeit von mehr als einem Jahr (4.653) (4.173)
  569.488 430.372"; 4.25, 8.25 ;2015/2016;Ernst & Young GmbH Wirtschaftsprüfungsgesellschaft;Jahresabschluss ;BDO 
Der Anstieg der Forderungen aus Leistungen resultiert insbesondere aus der im Vergleich zum Vorjahr erhöhten Abrechnung von Aufträgen im vierten Quartal des Geschäftsjahres.; 4.26, 8.26 ;2015/2016;Ernst & Young GmbH Wirtschaftsprüfungsgesellschaft;Jahresabschluss ;BDO 
Die Forderungen gegen verbundene Unternehmen resultieren im Wesentlichen aus Kostenweiterbelastungen und dem Leistungsverkehr. Der Rückgang ist fast ausschließlich auf den verkleinerten Kreis der verbundenen Unternehmen zurückzuführen.; 4.27, 8.27, 6 ;2015/2016;Ernst & Young GmbH Wirtschaftsprüfungsgesellschaft;Jahresabschluss ;BDO 
Die Forderungen gegen die zur Ernst & Young Europe LLP, London, gehörenden Ernst & Young Gesellschaften betrugen im Vorjahr 11.005 TEUR.; 4.27, 8.27 ;2015/2016;Ernst & Young GmbH Wirtschaftsprüfungsgesellschaft;Jahresabschluss ;BDO 
Die sonstigen Vermögensgegenstände enthalten vornehmlich Forderungen an Mitarbeiter (Darlehen, Kfz-Leasing oder Reisekostenvorschüsse), Mietforderungen und Kautionen sowie einen Steuererstattungsanspruch sowie Forderungen aus Umlagen an Unternehmen des deutschen Ernst & Young Verbunds. Außerdem sind in dem Ausweis der sonstigen Vermögensgegenstände auch Forderungen aus Verauslagungen und Abrechnungen mit anderen Unternehmen der globalen Ernst & Young-Organisation enthalten. Forderungen aus dem gegenseitigen Verrechnungsverkehr von Leistungen mit der Ernst & Young Law GmbH Rechtsanwaltsgesellschaft Steuerberatungsgesellschaft, Stuttgart, die wir im Vorjahr noch unter den sonstigen Vermögensgegenständen ausgewiesen hatten, werden im Geschäftsjahr wegen der besseren sachlichen Zugehörigkeit unter den Forderungen aus Leistungen ausgewiesen. Den Vorjahreswert in Höhe von 5.145 TEUR haben wir entsprechend umgegliedert.; 4.29, 8.29, 3, 10 ;2015/2016;Ernst & Young GmbH Wirtschaftsprüfungsgesellschaft;Jahresabschluss ;BDO 
Der Steuererstattungsanspruch resultiert ausschließlich aus der Aktivierung des Körperschaftsteuerguthabens gemäß § 37 Abs. 4 KStG. Die bis zum Bilanzstichtag eingetretene Verminderung der Abzinsung wurde als Zinsertrag vereinnahmt. Der Steuererstattungsanspruch des Vorjahres enthielt neben dem Körperschaftsteuerguthaben in Höhe von 1.192 TEUR auch Ansprüche in Höhe von 924 TEUR aus Überzahlungen für Ertragsteuern, die im Berichtsjahr vollständig erstattet wurden.; 4.29, 8.29 ;2015/2016;Ernst & Young GmbH Wirtschaftsprüfungsgesellschaft;Jahresabschluss ;BDO 
(4) Sonstige Wertpapiere; 4.32, 8.32 ;2015/2016;Ernst & Young GmbH Wirtschaftsprüfungsgesellschaft;Jahresabschluss ;BDO 
Die noch im Vorjahr unter den sonstigen Wertpapieren ausgewiesenen Schuldverschreibungen wurden im Geschäftsjahr vollständig veräußert. Beim verbliebenen Bestand an Wertpapieren des Umlaufvermögens handelt es sich um Bundeswertpapiere, die mit Zeitwerten in Höhe von 381 TEUR (Vorjahr: 461 TEUR) angesetzt sind, die den Börsen- oder Marktpreisen am Bilanzstichtag entsprechen. Diese Wertpapiere werden als Deckungsvermögen i. S. d. § 246 Abs. 2 Satz 2 HGB mit den betreffenden Altersversorgungsverpflichtungen verrechnet und sind daher nicht im Bilanzausweis enthalten.; 4.32, 8.32 ;2015/2016;Ernst & Young GmbH Wirtschaftsprüfungsgesellschaft;Jahresabschluss ;BDO 
(5) Kassenbestand, Guthaben bei Kreditinstituten und Schecks; 4.33, 8.33 ;2015/2016;Ernst & Young GmbH Wirtschaftsprüfungsgesellschaft;Jahresabschluss ;BDO 
Auf Euro lautende Kassenbestände, Guthaben bei Kreditinstituten und Schecks sind mit den Nennwerten bilanziert, Bestände in Fremdwährung sind zum Devisenkassamittelkurs bewertet.; 4.33, 8.33 ;2015/2016;Ernst & Young GmbH Wirtschaftsprüfungsgesellschaft;Jahresabschluss ;BDO 
Beim ausgewiesenen Bestand handelt es sich überwiegend um Guthaben bei Kreditinstituten. Weitere Guthaben bei Kreditinstituten in Höhe von insgesamt 135.642 TEUR (Vorjahr: 145.578 TEUR) sind überwiegend als Termingeld angelegt, werden von einem Treuhänder verwaltet und unterliegen als Deckungsvermögen i. S. d. § 246 Abs. 2 Satz 2 HGB der Vermögensverrechnung mit Altersversorgungsverpflichtungen. Diese Buchwerte sind daher im Ausweis nicht enthalten.; 4.33, 8.33 ;2015/2016;Ernst & Young GmbH Wirtschaftsprüfungsgesellschaft;Jahresabschluss ;BDO 
"(6) Aktive Rechnungsabgrenzungsposten
"; 4.34, 8.34 ;2015/2016;Ernst & Young GmbH Wirtschaftsprüfungsgesellschaft;Jahresabschluss ;BDO 
Der Posten umfasst vor dem Bilanzstichtag geleistete Auszahlungen und andere Ausgaben für Beiträge, Rechte, Mieten und Versicherungsprämien, die für eine bestimmte Zeit nach dem Bilanzstichtag einen Aufwand darstellen.; 4.34, 8.34 ;2015/2016;Ernst & Young GmbH Wirtschaftsprüfungsgesellschaft;Jahresabschluss ;BDO 
(7) Aktive latente Steuern; 4.35, 8.35, 24 ;2015/2016;Ernst & Young GmbH Wirtschaftsprüfungsgesellschaft;Jahresabschluss ;BDO 
Latente Steuern werden in der Bilanz als Saldo künftiger Steuerbe- und -entlastungen aufgrund von unterschiedlichen Wertansätzen in Handels- und Steuerbilanz der Gesellschaft angesetzt und gesondert ausgewiesen. Dabei wird von dem Wahlrecht zum Ansatz des Überhangs aktiver latenter Steuern Gebrauch gemacht. In die Abgrenzung der latenten Steuern auf Bewertungsdifferenzen bei Anteilen an Fonds i. S. d. Kapitalanlagegesetzbuches (KAGB) werden neben den Differenzen zwischen den Wertansätzen in Handels- und Steuerbilanz auch die besitzzeitanteiligen Aktiengewinne der Fonds einbezogen. Die Berechnung der Steuerabgrenzung erfolgt grundsätzlich auf der Basis eines kombinierten Steuersatzes von 30,0 Prozent für Steuern vom Einkommen und vom Ertrag. Danach ergibt sich gemäß § 274 HGB nach Verrechnung mit künftigen Steuerbelastungen insgesamt ein Überhang künftiger Steuerentlastungen in Höhe von 50.155 TEUR (Vorjahr: 53.480 TEUR), der in der Bilanz als aktive latente Steuer ausgewiesen wird.; 4.35, 8.35, 24 ;2015/2016;Ernst & Young GmbH Wirtschaftsprüfungsgesellschaft;Jahresabschluss ;BDO 
Aktive latente Steuern ergeben sich im Wesentlichen aus Bewertungsunterschieden in Höhe von 52.804 TEUR (Vorjahr: 54.891 TEUR) bei den Rückstellungen für Pensionen und ähnliche Verpflichtungen sowie in Höhe von 2.533 TEUR (Vorjahr: 2.757 TEUR) aus Wertunterschieden bei diversen sonstigen Rückstellungen, größtenteils für Personalkosten. Passive latente Steuern resultieren in Höhe von 3.925 TEUR (Vorjahr: 3.102 TEUR) aus Bewertungsunterschieden bei Anteilen an Investmentfonds des Anlagevermögens sowie in Höhe von 1.257 TEUR (Vorjahr: 1.066 TEUR) aus unterschiedlichen Wertansätzen, vorwiegend auf sonstige Rückstellungen für Personalkosten.; 4.35, 8.35, 24 ;2015/2016;Ernst & Young GmbH Wirtschaftsprüfungsgesellschaft;Jahresabschluss ;BDO 
(8) Treuhandvermögen/Treuhandverpflichtungen;;2015/2016;Ernst & Young GmbH Wirtschaftsprüfungsgesellschaft;Jahresabschluss ;BDO 
Das unter der Bilanzsumme ausgewiesene Treuhandvermögen besteht aus Anteilen an einer Personengesellschaft, die von der Gesellschaft treuhänderisch für Rechnung Dritter gehalten und verwaltet werden. In entsprechender Höhe werden daher auch Treuhandverpflichtungen unterhalb der Bilanz ausgewiesen.;;2015/2016;Ernst & Young GmbH Wirtschaftsprüfungsgesellschaft;Jahresabschluss ;BDO 
(9) Gezeichnetes Kapital; 4.38, 8.38 ;2015/2016;Ernst & Young GmbH Wirtschaftsprüfungsgesellschaft;Jahresabschluss ;BDO 
Das gezeichnete Kapital der Ernst & Young GmbH Wirtschaftsprüfungsgesellschaft beträgt am Bilanzstichtag 10.000.100 Euro. Dabei hält die Ernst & Young Stiftung e. V., Stuttgart, 4.000.000 Euro. Auf die Treuhand-Süd GmbH Wirtschaftsprüfungsgesellschaft Steuerberatungsgesellschaft, Stuttgart, entfallen 6.000.000 Euro, die Ernst & Young Europe LLP, London, Großbritannien, hält 100 Euro.; 4.38, 8.38 ;2015/2016;Ernst & Young GmbH Wirtschaftsprüfungsgesellschaft;Jahresabschluss ;BDO 
(10) Kapitalrücklage; 4.39, 8.39 ;2015/2016;Ernst & Young GmbH Wirtschaftsprüfungsgesellschaft;Jahresabschluss ;BDO 
Es handelt sich um Leistungen in das Eigenkapital der Gesellschaft, die Gesellschafter im Rahmen eines früheren Formwechsels und durch Forderungsverzicht geleistet haben. Die Kapitalrücklage unterliegt keiner Auflösungsbeschränkung.; 4.39, 8.39 ;2015/2016;Ernst & Young GmbH Wirtschaftsprüfungsgesellschaft;Jahresabschluss ;BDO 
(11) Gewinnvortrag und Jahresüberschuss; 4.45, 4.46, 8.45, 8.45 ;2015/2016;Ernst & Young GmbH Wirtschaftsprüfungsgesellschaft;Jahresabschluss ;BDO 
Für den Gewinnvortrag ergibt sich im Geschäftsjahr folgende Entwicklung:; 4.45, 8.45 ;2015/2016;Ernst & Young GmbH Wirtschaftsprüfungsgesellschaft;Jahresabschluss ;BDO 
"TEUR
Gewinnvortrag aus dem Vorjahr 107.087
Dividendenausschüttung –700
Gewinnvortrag 106.387"; 4.45, 8.45 ;2015/2016;Ernst & Young GmbH Wirtschaftsprüfungsgesellschaft;Jahresabschluss ;BDO 
Der Jahresüberschuss des Geschäftsjahres beläuft sich auf TEUR 38.149.; 4.46, 8.46 ;2015/2016;Ernst & Young GmbH Wirtschaftsprüfungsgesellschaft;Jahresabschluss ;BDO 
Ausschüttungsgesperrte Beträge; 31   ;2015/2016;Ernst & Young GmbH Wirtschaftsprüfungsgesellschaft;Jahresabschluss ;BDO 
Der Jahresabschluss enthält in folgender Höhe Beträge, die den Ausschüttungssperren i. S. d. § 268 Abs. 8 HGB und des § 253 Abs. 6 S. 2 HGB unterliegen:; 31   ;2015/2016;Ernst & Young GmbH Wirtschaftsprüfungsgesellschaft;Jahresabschluss ;BDO 
"30.06.2016
TEUR
Unterschiedsbetrag gem. § 253 Abs. 6 HGB aus geänderter Abzinsung 88.701
Zeitwertansatz über den Anschaffungskosten von Vermögensgegenständen des Deckungsvermögens abzüglich dafür gebildeter passiver latenter Steuern 6.785
Aktivsaldo der übrigen latenten Steuern"; 31   ;2015/2016;Ernst & Young GmbH Wirtschaftsprüfungsgesellschaft;Jahresabschluss ;BDO 
