Anhang; Annotierung (Angabe Nummer in Anahngscheckliste) ;Geschäftsjahr;Gesellschaft;Abschlussart;Prüfer
"In den Konzernabschluss der Intersnack Gruppe werden grundsätzlich alle Tochtergesellschaften einbezogen, auf die die Gesellschaft unmittelbar oder mittelbar einen beherrschenden Einfluss ausüben kann.
Neben der Gesellschaft werden die in der Anlage B zum Konzernanhang genannten Unternehmen konsolidiert.";;2016;"Intersnack Group GmbH & Co. KG
";Konzernabschluss ;EY
"Mit Wirkung zum 1. Mai 2016 wurden weitere 20% an der Unternehmensgruppe Menken Orlando erworben und die Beteiligung somit auf 68% aufgestockt. Seit diesem Zeitpunkt wird die Menken Orlando Gruppe vollkonsolidiert. Die in der Anlage B zum Konzernanhang mit einem (***) gekennzeichneten Unternehmen bilden diese Gruppe. Die Menken Orlando Gruppe hat in dem 8-Monatszeitraum seit dem 1. Mai 2016 einen Umsatz von rund EUR 67,7 Mio. erzielt. Der durch den Erwerb entstandene Geschäfts- oder Firmenwert beträgt EUR 10,3 Mio. und wird im Anlagenspiegel unter den konsolidierungskreisbedingten
Änderungen ausgewiesen.";141;2016;"Intersnack Group GmbH & Co. KG
";Konzernabschluss ;EY
Weiterhin wurde mit Wirkung zum 1. Oktober 2016 eine 50%ige Beteiligung an der Intersnack Rajkumar Cashew Company Private Limited, Singapur, (im Folgenden: Intersnack Rajkumar) sowie mit Wirkung zum 1. Oktober 2016 eine 50%ige Beteiligung an der Intersnack India Private Ltd., Chennai, Indien, (im Folgenden Intersnack India) erworben. Beide Unternehmen werden als assoziierte Unternehmen erstmalig in den Konzernabschluss einbezogen.;141;2016;"Intersnack Group GmbH & Co. KG
";Konzernabschluss ;EY
Durch Verschmelzung ist die Kenkakum AG, Givisiez, Schweiz, die Estrella Maarud Brands AB, Angered, Schweden, sowie die Estella Maarud Holding AS, Oslo, Norwegen, im Geschäftsjahr 2016 aus dem Konsolidierungskreis ausgeschieden.;141;2016;"Intersnack Group GmbH & Co. KG
";Konzernabschluss ;EY
Durch Liquidation sind die folgenden Gesellschaften aus dem Konsolidierungskreis ausgeschieden:; 139, 141 ;2016;"Intersnack Group GmbH & Co. KG
";Konzernabschluss ;EY
"- Intersnack Ukraine LLC, Kiew, Ukraine
- PEF Technology, Angered, Schweden
- Percy Dalton’s Famous Peanut Company Limited, Haverhill Suffok, Grossbritannien
- Union Snack Limited, Stanley, County Durham, Grossbritannien
- Canto Polska Sp.z.o.o. i.L., Wro"; 139, 141 ;2016;"Intersnack Group GmbH & Co. KG
";Konzernabschluss ;EY
Es werden die folgenden Zweckgesellschaften einbezogen:;;2016;"Intersnack Group GmbH & Co. KG
";Konzernabschluss ;EY
"- Szilla Grundstücksverwaltungsgesellschaft mbH & Co. Objekt Wevelinghoven KG, Mainz
- Szilla Grundstücksverwaltungsgesellschaft mbH & Co. Objekt Alsbach KG, Mainz
- Szilla Grundstücksverwaltungsgesellschaft mbH & Co. Objekt Frankenthal KG, Mainz
- Eurole";;2016;"Intersnack Group GmbH & Co. KG
";Konzernabschluss ;EY
Für diese Zweckgesellschaften liegt bei wirtschaftlicher Betrachtung die Mehrheit der Risiken und Chancen bei der Intersnack Group, d.h. es liegt ein mittelbarer beherrschender Einfluss durch das Mutterunternehmen vor. Die Zweckgesellschaften wurden daher nach den Grundsätzen der Vollkonsolidierung einbezogen.;;2016;"Intersnack Group GmbH & Co. KG
";Konzernabschluss ;EY
Die Einbeziehung der wesentlichen Tochtergesellschaften erfolgt seit dem 1. Januar 2008 (dem Erstkonsolidierungszeitpunkt des Konzerns) oder einem späteren Zugangszeitpunkt. Auf diese Zeitpunkte wurde auch die jeweilige Erstkonsolidierung vorgenommen.;;2016;"Intersnack Group GmbH & Co. KG
";Konzernabschluss ;EY
IV. Konsolidierungsgrundsätze;;2016;"Intersnack Group GmbH & Co. KG
";Konzernabschluss ;EY
Bei allen in den Konzernabschluss einbezogenen Unternehmen entspricht der Stichtag des Einzelabschlusses dem Stichtag des Konzernabschlusses. Die Intersnack Gruppe hat bei der Kapitalkonsolidierung die Neubewertungsmethode gem. § 301 Abs. 1 HGB angewendet. Die Anschaffungskosten der Beteiligung werden mit dem auf diese Anteile entfallenden Betrag des Eigenkapitals verrechnet. Das Eigenkapital wird zum Zeitpunkt der Erstkonsolidierung mit dem Betrag angesetzt, der dem Wert der in den Konzernabschluss aufzunehmenden Vermögensgegenstände, Schulden, Rechnungsabgrenzungsposten und Sonderposten entspricht, der diesen an dem für die Verrechnung nach § 301 Absatz 2 HGB gewählten Zeitpunkt beizulegen ist. Die Anschaffungskosten der Beteiligungen begrenzen den Ansatz des Eigenkapitals. Marken, die nicht im Zeitraum der Ausübung des beherrschenden Einflusses generiert wurden, werden im Konzernabschluss angesetzt. Verbleibende aktive Unterschiedsbeträge werden als Geschäfts- oder Firmenwerte in der Konzernbilanz ausgewiesen.;;2016;"Intersnack Group GmbH & Co. KG
";Konzernabschluss ;EY
Alle zwischen den in den Konzernabschluss einbezogenen Unternehmen bestehenden Ausleihungen und andere Forderungen, Rückstellungen und Verbindlichkeiten sind verrechnet worden. Infolge von Wertberichtigungen und Abzinsungen auf Konzernforderungen, unterschiedlicher Bewertung von Forderungen und Verbindlichkeiten in fremder Währung (Niederst- und Höchstwertprinzip) sowie aus Rückstellungen für konzerninterne Risiken sich ergebende Differenzen sind erfolgswirksam verrechnet worden. Eventualverbindlichkeiten werden in gleicher Weise konsolidiert.;;2016;"Intersnack Group GmbH & Co. KG
";Konzernabschluss ;EY
Zwischenergebnisse aus Veräußerungen von Gegenständen des Sachanlagevermögens und von Beteiligungen innerhalb des Konzerns werden bei Wesentlichkeit eliminiert. Eine Zwischengewinneliminierung auf das in den Konzernabschluss zu übernehmende Vorratsvermögen aus Lieferungen von einbezogenen Konzernunternehmen wurde vorgenommen.;;2016;"Intersnack Group GmbH & Co. KG
";Konzernabschluss ;EY
In der Konzern-Gewinn- und Verlustrechnung sind sowohl die Umsatzerlöse als auch die anderen Erträge aus dem Lieferungs- und Leistungsverkehr zwischen einbezogenen Unternehmen mit den auf sie entfallenen Aufwendungen verrechnet worden bzw. als Bestandsveränderung ausgewiesen.;;2016;"Intersnack Group GmbH & Co. KG
";Konzernabschluss ;EY
V. Währungsumrechnung;;2016;"Intersnack Group GmbH & Co. KG
";Konzernabschluss ;EY
Auf fremde Währung lautende Vermögensgegenstände und Verbindlichkeiten wurden grundsätzlich mit dem Devisenkassamittelkurs zum Abschlussstichtag umgerechnet. Bei einer Restlaufzeit von mehr als einem Jahr wurde dabei das Realisationsprinzip (§ 298 Abs. 1 i.V.m. § 252 Abs. 1 Nr. 4 Halbsatz 2 HGB) und das Anschaffungskostenprinzip (§ 298 Abs. 1 i.V.m. § 253 Abs. 1 Satz 1 HGB) beachtet.; 9.0 ;2016;"Intersnack Group GmbH & Co. KG
";Konzernabschluss ;EY
Die in der Gewinn- und Verlustrechnung ausgewiesenen Davon-Vermerke für Währungsumrechnung enthalten sowohl realisierte als auch nicht realisierte Währungskursdifferenzen.; 9.0 ;2016;"Intersnack Group GmbH & Co. KG
";Konzernabschluss ;EY
Die Umrechnung der in fremder Währung aufgestellten Abschlüsse der in den Konzernabschluss einbezogenen Tochterunternehmen erfolgt nach der modifizierten Stichtagskursmethode.; 9.0 ;2016;"Intersnack Group GmbH & Co. KG
";Konzernabschluss ;EY
"Dabei wurden alle Bilanzposten der einbezogenen ausländischen Konzernunternehmen mit Ausnahme des Eigenkapitals (gezeichnetes Kapital, Rücklagen, Ergebnisvortrag), das zu historischen Kursen umgerechnet wurde, mit dem jeweiligen Devisenkassamittelkurs des Bilanzstichtags in Euro umgerechnet. Die Aufwendungen und Erträge in der Gewinn- und Verlustrechnung werden mit dem Jahresdurchschnittskurs in Euro umgerechnet. Die sich ergebende Umrechnungsdifferenz ist innerhalb des Konzerneigenkapitals nach den Rücklagen unter dem Posten ""Eigenkapitaldifferenz aus Währungsumrechnung"" ausgewiesen."; 9.0 ;2016;"Intersnack Group GmbH & Co. KG
";Konzernabschluss ;EY
Der Posten „Eigenkapitaldifferenz aus Währungsumrechnung“ wurde aufgrund des Ausscheidens der Tochterunternehmen Intersnack Ukraine LLC, Kiew, Ukraine, PEF Technology, Angered, Schweden, und Percy Dalton’s Famous Peanut Company Limited, Haverhill Suffok, Grossbritannien, in entsprechender Höhe erfolgswirksam aufgelöst.; 9.0 ;2016;"Intersnack Group GmbH & Co. KG
";Konzernabschluss ;EY
Für die Umrechnung der Abschlüsse ausländischer Gesellschaften gelten folgende Kurse:; 9.0 ;2016;"Intersnack Group GmbH & Co. KG
";Konzernabschluss ;EY
"2016 2015
Stichtag Mittel Stichtag Mittel
BGN 1,9558 1,9558 1,9558 1,9558
CHF 1,0739 1,0902 1,0835 1,0679
CZK 27,0210 27,0340 27,0230 27,2790
DKK 7,4344 7,4452 7,4626 7,4587
GBP 0,8562 0,8195 0,7340 0,7258
HRK 7,5597 7,5333 7,6380 7,6137
HUF 309,8300 311,4400 315,9800 310,0000
2016 2015
Stichtag Mittel Stichtag Mittel
NOK 9,0863 9,2906 9,6030 8,9496
PLN 4,4103 4,3632 4,2639 4,1841
RON 4,5390 4,4904 4,5240 4,4454
SEK 9,5525 9,4689 9,1895 9,3535
UAH 28,4226 28,2818 26,2231 24,2520"; 9.0 ;2016;"Intersnack Group GmbH & Co. KG
";Konzernabschluss ;EY
VI. Bilanzierungs- und Bewertungsgrundsätze;;2016;"Intersnack Group GmbH & Co. KG
";Konzernabschluss ;EY
Der Konzernabschluss ist nach den Grundsätzen ordnungsmäßiger Buchführung unter Beachtung der Vorschriften des Handelsgesetzbuches (HGB) erstellt.; 9.0 ;2016;"Intersnack Group GmbH & Co. KG
";Konzernabschluss ;EY
Die Bilanzierungs- und Bewertungsgrundsätze der vollkonsolidierten Gesellschaften entsprechen den von der Intersnack Gruppe angewandten bzw. anwendbaren Methoden. Eine Anpassung der für die ‘at equity’ Bewertung herangezogenen Abschlüsse von Menken Orlando B.V., Den Haag (‚Menken Orlando’) (bis zum Zeitpunkt der erstmaligen Vollkonsolidierung), Niederlande, von Intersnack Rajkumar Cashew Company Private Limited, Singapur, sowie von Intersnack India Private Ltd., Chennai, Indien, an die Vorschriften des HGB wurde nicht durchgeführt. Darüber hinaus ist im Konzern die Einheitlichkeit der Bilanzierung und Bewertung gewahrt.; 9.0, 166, 170 ;2016;"Intersnack Group GmbH & Co. KG
";Konzernabschluss ;EY
In Erweiterung des Gliederungsschemas gemäß § 266 Abs. 2 HGB werden zum Zwecke einer erhöhten Klarheit Marken in einem eigenständigen Bilanzposten unter den immateriellen Vermögensgegenständen ausgewiesen. Dazu werden die Verbindlichkeiten aus Namensschuldverschreibungen separat ausgewiesen. Die Ausübung von Bilanzierungs-, Bewertungs- und Ausweiswahlrechten erfolgte unverändert zum Vorjahreskonzernabschluss.; 9.0 ;2016;"Intersnack Group GmbH & Co. KG
";Konzernabschluss ;EY
Die Bewertung der immateriellen Vermögensgegenstände und des Sachanlagevermögens ist zu Anschaffungs- oder Herstellungskosten bzw. niedrigeren beizulegenden Zeitwerten, vermindert um planmäßige Abschreibungen, erfolgt. Die planmäßigen Abschreibungen werden linear oder im Einzelfall degressiv über die jeweilige betriebsgewöhnliche Nutzungsdauer vorgenommen. Die degressive Abschreibung wird im Einzelfall für Vermögensgegenstände angewandt, die bis zum 31. Dezember 2009 zugegangen sind.; 9.2, 9.7 ;2016;"Intersnack Group GmbH & Co. KG
";Konzernabschluss ;EY
Die Abschreibung erfolgt zeitanteilig. Den Abschreibungen liegen grundsätzlich folgende Nutzungsdauern zugrunde:; 9.2, 9.7 ;2016;"Intersnack Group GmbH & Co. KG
";Konzernabschluss ;EY
"Gewerbliche Schutzrechte und ähnliche Rechte sowie Lizenzen
an solchen Rechten und Werten
3 – 20 Jahre linear
Marken 10 – 20 Jahre linear
Geschäfts- oder Firmenwerte 7,5 – 15 Jahre linear
Bauten 10 – 50 Jahre degressiv/ linear
Technische Anlagen und Maschinen 5 – 10 Jahre degressiv/ linear
Betriebs- und Geschäftsausstattung 3 – 10 Jahre degressiv/ linear"; 9.2, 9.7, 19 ;2016;"Intersnack Group GmbH & Co. KG
";Konzernabschluss ;EY
"Die Marke Nutline wird über 20 Jahre abgeschrieben. Die Nutzungsdauer wurde in zwei Phasen aufgeteilt. In beiden Phasen erfolgt die Abschreibung linear; die jährliche Abschreibungshöhe wird bei Übergang von der ersten auf die zweite Phase vermindert."; 9.2 ;2016;"Intersnack Group GmbH & Co. KG
";Konzernabschluss ;EY
"Während des Erwerbsprozesses von Unternehmen sind Überlegungen hinsichtlich der zu erwartenden wirtschaftlichen Nutzungsdauern der zu aktivierenden Geschäfts- oder Firmenwerte vorgenommen worden. Bei den zu erwartenden Nutzungsdauern sind jeweils für die einzelnen Geschäfts- oder Firmenwerte länderspezifische Faktoren wie z.B. Wettbewerbsintensität, Mitarbeiterbindung, Innovationsstärke und Handelskonzentration berücksichtigt. Als Ergebnis der Überlegungen sind als Nutzungsdauern Salt & Pepper (2012 erworben) 7,5 Jahre, van Dijk (2008 erworben), Johanning (2015 erworben), Menken Orlando (2016 erworben), Intersnack Rakjumar (2016 erworben) und Intersnack India (2016 erworben) zehn Jahre sowie Largo Food (2011, 2014 sowie 2015 erworben), KP Snacks (2013 erworben) und Estrella Maarud
(2014 erworben) 15 Jahre zugrunde gelegt worden."; 9-2, 19 ;2016;"Intersnack Group GmbH & Co. KG
";Konzernabschluss ;EY
Finanzanlagen sind grundsätzlich zu Anschaffungskosten bzw. dem am Bilanzstichtag beizulegenden niedrigeren Wert angesetzt.; 9.12 ;2016;"Intersnack Group GmbH & Co. KG
";Konzernabschluss ;EY
Die Anteile an Johanning werden nach der Neubewertungsmethode ‚at equity’ bewertet. Die anteiligen Veränderungen des Eigenkapitals des assoziierten Unternehmens sind im Konzernabschluss berücksichtigt. Die Einbeziehung in den Konzernabschluss erfolgt seit dem 1. Januar 2015. Auf diesen Zeitpunkt wurde auch die Erstkonsolidierung vorgenommen. Die Anschaffungskosten der Beteiligung betrugen EUR 4,1 Mio. Zum Zeitpunkt des Erwerbs betrug der Unterschiedsbetrag zwischen Kaufpreis und anteiligem Eigenkapital EUR 3,9 Mio. Der resultierende Geschäfts- oder Firmenwert wird über 10 Jahre linear abgeschrieben.; 9.13, 169 ;2016;"Intersnack Group GmbH & Co. KG
";Konzernabschluss ;EY
Die Anteile an Adria Snack werden nach der Neubewertungsmethode ‚at equity’ bewertet. Die anteiligen Veränderungen des Eigenkapitals des assoziierten Unternehmens sind im Konzernabschluss berücksichtigt. Die Einbeziehung in den Konzernabschluss erfolgt seit dem 1. Oktober 2015. Auf diesen Zeitpunkt wurde auch die Erstkonsolidierung vorgenommen. Die Anschaffungskosten der Beteiligung betrugen EUR 2,1 Mio. und entsprachen dem anteilig erworbenen Eigenkapital.; 9.13 ;2016;"Intersnack Group GmbH & Co. KG
";Konzernabschluss ;EY
Die Anteile an Intersnack Rakjumar werden nach der Neubewertungsmethode ‚at equity’ bewertet. Die anteiligen Veränderungen des Eigenkapitals des assoziierten Unternehmens sind im Konzernabschluss berücksichtigt. Die Einbeziehung in den Konzernabschluss erfolgt seit dem 1. Oktober 2016. Auf diesen Zeitpunkt wurde auch die Erstkonsolidierung vorgenommen. Die Anschaffungskosten der Beteiligung betrugen EUR 18,3 Mio. Zum Zeitpunkt des Erwerbs betrug der Unterschiedsbetrag zwischen Kaufpreis und anteiligem Eigenkapital EUR 19,3 Mio. Der resultierende Geschäfts- oder Firmenwert wird über 10 Jahre linear abgeschrieben.; 9.13, 169 ;2016;"Intersnack Group GmbH & Co. KG
";Konzernabschluss ;EY
"Die Anteile an Intersnack India werden nach der Neubewertungsmethode ‚at equity’ bewertet. Die anteiligen Veränderungen des Eigenkapitals des assoziierten Unternehmens sind im Konzernabschluss berücksichtigt. Die Einbeziehung in den Konzernabschluss erfolgt seit dem 1. Oktober 2016. Auf diesen Zeitpunkt wurde auch die Erstkonsolidierung vorgenommen. Die Anschaffungskosten der Beteiligung betrugen EUR 1,8 Mio. Zum Zeitpunkt des Erwerbs betrug der Unterschiedsbetrag zwischen Kaufpreis und anteiligem Eigenkapital EUR 1,8 Mio. Der resultierende Geschäfts- oder Firmenwert wird über 10 Jahre linear
abgeschrieben."; 9.13, 169 ;2016;"Intersnack Group GmbH & Co. KG
";Konzernabschluss ;EY
Ausleihungen des Finanzanlagevermögens werden zum Nennwert angesetzt.; 9.18 ;2016;"Intersnack Group GmbH & Co. KG
";Konzernabschluss ;EY
Vorräte werden zu Anschaffungs- bzw. Herstellungskosten bewertet. Bestandsrisiken werden in den Vorräten durch entsprechende Abwertungen berücksichtigt.; 9.20 ;2016;"Intersnack Group GmbH & Co. KG
";Konzernabschluss ;EY
Bei Konzerngesellschaften, die Chips, Backwaren und Spezialitäten erzeugen, erfolgt die Bewertung der Vorräte – in Teilbereichen unter Anwendung der Fifo-Methode – zu Anschaffungs- bzw. Herstellungskosten. Die Bewertung der unfertigen und fertigen Erzeugnisse bei nussverarbeitenden Konzerngesellschaften wird zu Herstellungskosten ausschließlich nach der Fifo-Methode vorgenommen.; 9.20 ;2016;"Intersnack Group GmbH & Co. KG
";Konzernabschluss ;EY
Die Herstellungskosten werden auf Basis von Einzelkalkulationen ermittelt und beinhalten direkt zurechenbare Materialeinzelkosten, Fertigungslöhne und Sondereinzelkosten. Es werden auch Fertigungs- und Materialgemeinkosten sowie Abschreibungen berücksichtigt. Fremdkapitalzinsen und Kosten der allgemeinen Verwaltung werden nicht in die Herstellungskosten einbezogen.; 9.0, 10 ;2016;"Intersnack Group GmbH & Co. KG
";Konzernabschluss ;EY
Lagen die Wiederbeschaffungspreise oder – bei Erzeugnissen und Waren – die erzielbaren Verkaufspreise niedriger, kamen die hieraus sich ergebenden Werte zum Ansatz.; 5, 9.0 ;2016;"Intersnack Group GmbH & Co. KG
";Konzernabschluss ;EY
"Forderungen und sonstige Vermögensgegenstände werden mit dem Nennwert bzw. mit dem am Bilanzstichtag beizulegenden niedrigeren Wert angesetzt. Bei Forderungen, deren Einbringlichkeit mit erkennbaren Risiken behaftet ist, werden angemessene Wertabschläge vorgenommen; uneinbringliche Forderungen werden abgeschrieben. Zur Abdeckung des allgemeinen Kreditrisikos wird eine Pauschalwertberichtigung auf die nicht einzelwertberichtigten und unversicherten Forderungen gebildet."; 9.25 ;2016;"Intersnack Group GmbH & Co. KG
";Konzernabschluss ;EY
Rückstellungen für Pensionen und ähnliche Verpflichtungen wurden nach dem Anwartschaftsbarwertverfahren unter Verwendung der „Richttafeln 2005 G“ ermittelt. Für die Abzinsung bei den deutschen Gruppengesellschaften wurde pauschal der durchschnittliche Marktzinssatz bei einer restlichen Laufzeit von 15 Jahren von 4,00% (Vj. 3,89%) gemäß der Rückstellungsabzinsungsverordnung vom 18. November 2009, die durch Art. 9 des Gesetzes vom 11. März 2016 geändert worden ist, verwendet, bei den ausländischen Tochterunternehmen kamen Zinssätze von 3,89% bis 4,00% zum Ansatz. Der Unterschiedsbetrag zwischen dem Ansatz der Rückstellungen nach Maßgabe des siebenjährigen und des zehnjährigen Durchschnittszinssatzes beläuft sich auf TEUR 517.; 9.48, 40, 41 ;2016;"Intersnack Group GmbH & Co. KG
";Konzernabschluss ;EY
Erwartete Gehaltssteigerungen wurden mit 0,0% bis 3,4% (Vorjahr: 0,0% bis 2,5%) und erwartete Rentensteigerungen mit 0,0% bis 2,0% (Vorjahr: 0,0% bis 6,9%) berücksichtigt. Die Fluktuation wurde mit einer Rate von 0,0% bis 13,1% (Vorjahr: 0,0% bis 5,6%) berücksichtigt.; 9.48, 40 ;2016;"Intersnack Group GmbH & Co. KG
";Konzernabschluss ;EY
Die Steuerrückstellungen und die sonstigen Rückstellungen berücksichtigen alle ungewissen Verbindlichkeiten und drohenden Verluste aus schwebenden Geschäften. Sie sind in Höhe des nach vernünftiger kaufmännischer Beurteilung notwendigen Erfüllungsbetrags (d. h. einschließlich zukünftiger Kosten- und Preissteigerungen) angesetzt. Wesentliche Rückstellungen mit einer Restlaufzeit von mehr als einem Jahr werden abgezinst.; 9.49 ;2016;"Intersnack Group GmbH & Co. KG
";Konzernabschluss ;EY
Die Verbindlichkeiten wurden mit den Erfüllungsbeträgen angesetzt.; 9.51 ;2016;"Intersnack Group GmbH & Co. KG
";Konzernabschluss ;EY
Für die Ermittlung latenter Steuern aufgrund von temporären oder quasi-permanenten Differenzen zwischen den handelsrechtlichen Wertansätzen von Vermögensgegenständen, Schulden und Rechnungsabgrenzungsposten und ihren steuerlichen Wertansätzen werden die Beträge der sich ergebenden Steuerbe- und -entlastung mit den unternehmensindividuellen Steuersätzen im Zeitpunkt des Abbaus der Differenzen bewertet und nicht abgezinst. Dabei werden auch Differenzen, die auf Konsolidierungsmaßnahmen gemäß den §§ 300 bis 307 HGB beruhen, berücksichtigt, nicht jedoch Differenzen aus dem erstmaligen Ansatz eines Geschäfts- oder Firmenwertes bzw. eines negativen Unterschiedsbetrags aus der Kapitalkonsolidierung soweit diesem kein steuerlich wirkender Geschäfts- oder Firmenwert gegenüber steht. Aktive und passive Steuerlatenzen werden verrechnet.; 9.35, 9.64, 30 ;2016;"Intersnack Group GmbH & Co. KG
";Konzernabschluss ;EY
Bewertungseinheiten; 9.0, 36 ;2016;"Intersnack Group GmbH & Co. KG
";Konzernabschluss ;EY
"Infolge von jeweils längerfristigen Preisbindungen auf der Absatzseite sind die nussverarbeitenden Konzerngesellschaften Preisrisiken ausgehend von ihren Beschaffungsmärkten ausgesetzt. Diese Preisrisiken resultieren aus Änderungen der Preise der in USD gehandelten Rohnüsse in den Ursprungsländern sowie aus Änderungen der USD Wechselkurse. Um die Preisrisiken zu minimieren, werden bei Abschluss der jeweiligen Verkaufskontrakte für Fertigerzeugnisse Bedarfsmitteilungen für notwendige Rohnusseinkäufe zur Abdeckung der erwarteten Verkäufe durchgeführt. Aus der so ermittelten Bedarfserwartung für
Rohnüsse wird der zukünftige erwartete Bedarf an USD abgeleitet und im Anschluss an den Abschluss der Verkaufskontrakte vollständig über Devisentermingeschäfte abgesichert. Auch der Bedarf an Rohnüssen wird im Zeitablauf gedeckt, wobei in Rohnüssen auch bewusst Positionen gehalten werden. Diese wirtschaftliche Hedging-Beziehung wird bilanziell abgebildet. Dazu werden geschlossene Positionen aus dem nach Abzug vorhandener Vorräte verbleibenden Bedarf an Rohstoffen sowie aus in USD abgeschlossenen Einkaufskontrakten von Rohstoffen gebildet und bilanziell zu einer Bewertungseinheit i.S.v. § 254 HGB unter Anwendung der Einfrierungsmethode als Portfolio-Hedge zusammengefasst. Innerhalb der geschlossenen Position werden die Deckungsbeiträge der Verkaufskontrakte mit den Einkaufsergebnissen der Rohnüsse verrechnet. Weiterhin werden auch der Bedarf an USD sowie die verfügbaren USD als Einheit bewertet. Auch innerhalb dieser Position werden Deckungsbeiträge von Verkaufskontrakten sowie positive und negative Effekte von Kursänderungen zum Bilanzstichtag verrechnet. Dementsprechend werden für die Anschaffungskosten der Rohstoffe die Devisenterminkurse zugrunde gelegt und die daraus resultierenden Verbindlichkeiten mit den Devisenterminkursen bewertet. Verluste aus geschlossenen Positionen sowie zu berücksichtigender Aufwand aus der Bewertung von Überhängen und Unterdeckungenwerden in einer Rückstellung für drohende Verluste berücksichtigt. Daher werden auch drohende Verluste aus Überhängen von verfügbaren Rohstoffen und USD als Folge einer Bewertung auf den niedrigeren beizulegenden Wert am Bilanzstichtag in dieser Rückstellung berücksichtigt."; 9.0, 35, 36, 37 ;2016;"Intersnack Group GmbH & Co. KG
";Konzernabschluss ;EY
Darüber hinaus wurden offene Forderungen aus Lieferungen und Leistungen von einer deutschen Tochtergesellschaft in Britischen Pfund durch Devisentermingeschäfte abgesichert. Unter Anwendung der Einfrierungsmethode werden diese mit dem Grundgeschäft zu einer Bewertungseinheit i.S.v. § 254 HGB als Portfolio-Hedge zusammengefasst.; 9.0, 35, 36 ;2016;"Intersnack Group GmbH & Co. KG
";Konzernabschluss ;EY
Weiterhin wurden Swapgeschäfte sowohl unter Anwendung der Einfrierungsmethode als auch unter Anwendung der Durchbuchungsmethode mit ihrem jeweiligen Grundgeschäft zu einer Bewertungseinheit i.S.v. § 254 HGB als Portfolio-Hedge zusammengefasst.; 9.0, 35, 36 ;2016;"Intersnack Group GmbH & Co. KG
";Konzernabschluss ;EY
VII. Erläuterungen zur Konzernbilanz;;2016;"Intersnack Group GmbH & Co. KG
";Konzernabschluss ;EY
1. Die Entwicklung des Anlagevermögens sowie die Abschreibungen des Geschäftsjahres ergeben sich aus dem Anlagenspiegel in Anlage A.; 5.1, 20, 21 ;2016;"Intersnack Group GmbH & Co. KG
";Konzernabschluss ;EY
