; Annotierung (Angabe Nummer in Anahngscheckliste) ;Geschäftsjahr;Gesellschaft;Abschlussart;Prüfer
Derivative Finanzinstrumente und Bewertungseinheiten; 30 ;2015/2016;Q1 Energie AG;Jahresabschluss;Treuhand Weser-Ems
"Derivative Finanzinstrumente werden ausschließlich zu Sicherungszwecken eingesetzt und mit den abgesicherten Grundgeschäften zu Bewertungseinheiten zusammengefasst, sofern die Voraussetzungen erfüllt sind. Bei der Bildung von Bewertungseinheiten werden die Wertänderungen oder Zahlungsströme aus den Grund- und Sicherungsgeschäften gegenübergestellt und nur ein negativer Überhang aus dem ineffektiven Teil der Marktwertveränderungen zurückgestellt. Die unrealisierten Gewinne und Verluste aus dem effektiven Teil gleichen sich vollständig aus und werden weder bilanziell noch ergebniswirksam erfasst (sog.
Einfrierungsmethode)."; 30 ;2015/2016;Q1 Energie AG;Jahresabschluss;Treuhand Weser-Ems
Erläuterungen der Bilanz;;2015/2016;Q1 Energie AG;Jahresabschluss;Treuhand Weser-Ems
"1 Anlagenspiegel
Anschaffungs-/Herstellungskosten
Stand 1.10.2015.
Euro
Zugänge.
Euro
Umbuchungen.
Euro
Abgänge.
Euro
Stand 30.9.2016.
Euro
I. Immaterielle Vermögensgegenstände
- entgeltlich erworbene Software
17.265,58 131.214,68 0,00 3.409,25 145.071,01
- entgeltlich erworbene Marken-
und Belieferungsrechte
599.990,00 0,00 0,00 0,00 599.990,00
- entgeltlich erworbene ähnliche
Rechte
454.250,00 0,00 0,00 0,00 454.250,00
1.071.505,58 131.214,68 0,00 3.409,25 1.199.311,01
II. Sachanlagen
- Grundstücke, grundstücksgleiche
Rechte und Bauten
einschließlich der Bauten auf
fremden Grundstücken
9.191.061,10 434.892,17 0,00 175,00 9.625.778,27
- Tank- und Waschanlagen 29.961.286,32 4.386.003,55 41.698,36 2.508.314,45 31.880.673,78
- andere Anlagen, Betriebsund
Geschäftsausstattung
2.773.672,15 616.112,96 0,00 377.575,60 3.012.209,51
- geleistete Anzahlungen und
Anlagen im Bau
1.244.234,58 2.323.958,53 -41.698,36 0,00 3.526.494,75
43.170.254,15 7.760.967,21 0,00 2.886.065,05 48.045.156,31
III. Finanzanlagen
- Anteile an verbundenen Unternehmen
8.429.167,88 0,00 0,00 11.321,19 8.417.846,69
- Beteiligungen 33.450,00 30.000,00 0,00 0,00 63.450,00
- Wertpapiere des Anlagevermögens
96.250,00 0,00 0,00 0,00 96.250,00
- Ausleihungen an Kreditinstitute
717.121,34 159,86 0,00 500.000,00 217.281,20
- sonstige Ausleihungen 930.332,03 24.702,83 0,00 0,00 955.034,86"; 4.1, 15 ;2015/2016;Q1 Energie AG;Jahresabschluss;Treuhand Weser-Ems
"Anschaffungs-/Herstellungskosten
Stand 1.10.2015.
Euro
Zugänge.
Euro
Umbuchungen.
Euro
Abgänge.
Euro
Stand 30.9.2016.
Euro
- Genossenschaftsanteile 50,00 0,00 0,00 50,00 0,00
10.206.371,25 54.862,69 0,00 511.371,19 9.749.862,75
54.448.130,98 7.947.044,58 0,00 3.400.845,49 58.994.330,07"; 4.1, 15 ;2015/2016;Q1 Energie AG;Jahresabschluss;Treuhand Weser-Ems
"Abschreibungen
Stand 1.10.2015.
Euro
Zuführung.
Euro
Auflösung.
Euro
Stand 30.9.2016.
Euro
I. Immaterielle Vermögensgegenstände
- entgeltlich erworbene Software 16.109,25 4.412,00 3.408,25 17.113,00
- entgeltlich erworbene Markenund
Belieferungsrechte
389.000,00 50.998,00 0,00 439.998,00
- entgeltlich erworbene ähnliche
Rechte
192.311,00 30.281,00 0,00 222.592,00
597.420,25 85.691,00 3.408,25 679.703,00
II. Sachanlagen
- Grundstücke, grundstücksgleiche
Rechte und Bauten einschließlich
der Bauten auf fremden Grundstücken
2.141.836,00 328.065,60 174,00 2.469.727,60
- Tank- und Waschanlagen 16.946.665,49 3.600.489,58 2.498.375,29 18.048.779,78
- andere Anlagen, Betriebs- und Geschäftsausstattung
1.629.732,54 496.354,51 366.609,10 1.759.477,95
- geleistete Anzahlungen und Anlagen
im Bau
0,00 0,00 0,00 0,00
20.718.234,03 4.424.909,69 2.865.158,39 22.277.985,33
III. Finanzanlagen
- Anteile an verbundenen Unternehmen
0,00 400.000,00 0,00 400.000,00
- Beteiligungen 0,00 0,00 0,00 0,00
- Wertpapiere des Anlagevermögens 0,00 0,00 0,00 0,00"; 4.1, 15, 16 ;2015/2016;Q1 Energie AG;Jahresabschluss;Treuhand Weser-Ems
"Abschreibungen
Stand 1.10.2015.
Euro
Zuführung.
Euro
Auflösung.
Euro
Stand 30.9.2016.
Euro
- Ausleihungen an Kreditinstitute 0,00 0,00 0,00 0,00
- sonstige Ausleihungen 213.613,69 -3.356,54 0,00 210.257,15
- Genossenschaftsanteile 0,00 0,00 0,00 0,00
213.613,69 396.643,46 0,00 610.257,15
21.529.267,97 4.907.244,15 2.868.566,64 23.567.945,48"; 4.1, 15, 16 ;2015/2016;Q1 Energie AG;Jahresabschluss;Treuhand Weser-Ems
"Buchwerte
Stand 30.9.2016.
Euro
Stand 30.9.2015.
Euro
I. Immaterielle Vermögensgegenstände
- entgeltlich erworbene Software 127.958,01 1.156,33
- entgeltlich erworbene Marken- und Belieferungsrechte 159.992,00 210.990,00
- entgeltlich erworbene ähnliche Rechte 231.658,00 261.939,00
519.608,01 474.085,33
II. Sachanlagen
- Grundstücke, grundstücksgleiche Rechte und Bauten einschließlich
der Bauten auf fremden Grundstücken
7.156.050,67 7.049.225,10
- Tank- und Waschanlagen 13.831.894,00 13.014.620,83
- andere Anlagen, Betriebs- und Geschäftsausstattung 1.252.731,56 1.143.939,61
- geleistete Anzahlungen und Anlagen im Bau 3.526.494,75 1.244.234,58
25.767.170,98 22.452.020,12
III. Finanzanlagen
- Anteile an verbundenen Unternehmen 8.017.846,69 8.429.167,88
- Beteiligungen 63.450,00 33.450,00
- Wertpapiere des Anlagevermögens 96.250,00 96.250,00
- Ausleihungen an Kreditinstitute 217.281,20 717.121,34
- sonstige Ausleihungen 744.777,71 716.718,34
- Genossenschaftsanteile 0,00 50,00
9.139.605,60 9.992.757,56"; 4.1, 15 ;2015/2016;Q1 Energie AG;Jahresabschluss;Treuhand Weser-Ems
"Buchwerte
Stand 30.9.2016.
Euro
Stand 30.9.2015.
Euro
35.426.384,59 32.918.863,01"; 4.1, 15 ;2015/2016;Q1 Energie AG;Jahresabschluss;Treuhand Weser-Ems
2 Aktive latente Steuern; 4.35, 27 ;2015/2016;Q1 Energie AG;Jahresabschluss;Treuhand Weser-Ems
Die aktiven latenten Steuern in Höhe von 149 TEUR resultieren aus einer Gesamtbetrachtung der Differenzen zwischen handelsrechtlichen und steuerlichen Wertansätzen von Vermögensgegenständen, Schulden und Rechnungsabgrenzungsposten sowie aus der Einbeziehung von berücksichtigungsfähigen Verlustvorträgen. Bei der Bewertung der latenten Steuern wird ein Steuersatz von 30,00% zugrunde gelegt. Die aktiven latenten Steuern resultieren aus unterschiedlichen Wertansätzen zwischen Steuer- und Handelsbilanz in den sonstigen Rückstellungen für Rückbauverpflichtungen.; 4.35, 27 ;2015/2016;Q1 Energie AG;Jahresabschluss;Treuhand Weser-Ems
3 Eigenkapital; 4.37 ;2015/2016;Q1 Energie AG;Jahresabschluss;Treuhand Weser-Ems
Das Grundkapital ist eingeteilt in 13.500.000 Stück nennwertlose, vinkulierte Namensaktien, die nicht für den öffentlichen Handel bestimmt sind.; 4.37, 32 ;2015/2016;Q1 Energie AG;Jahresabschluss;Treuhand Weser-Ems
Entwicklung des Bilanzgewinns; 4.37 ;2015/2016;Q1 Energie AG;Jahresabschluss;Treuhand Weser-Ems
"EUR
Bilanzgewinn 2014/2015 812.247,21
+ Jahresüberschuss 2015/2016 1.814.733,65
./. Einstellung in die gesetzliche Rücklage 90.736,68
./. Einstellung in andere Gewinnrücklage 861.998,49
Bilanzgewinn 2015/2016 1.674.245,69"; 4.37, 35, 37 ;2015/2016;Q1 Energie AG;Jahresabschluss;Treuhand Weser-Ems
4 Sonstige Rückstellungen; 4.50, 47 ;2015/2016;Q1 Energie AG;Jahresabschluss;Treuhand Weser-Ems
"EUR
Rückstellungen mit nicht unerheblichem Umfang
Rückvergütung an Tankstellen-Pächter 300.000,00
ausstehende Rechnungen 188.616,98
Urlaubsverpflichtungen 166.430,00
655.046,98
Rückstellungen mit unerheblichem Umfang 134.686,14
789.733,12"; 4.50, 47 ;2015/2016;Q1 Energie AG;Jahresabschluss;Treuhand Weser-Ems
5 Verbindlichkeiten; 4.51 ;2015/2016;Q1 Energie AG;Jahresabschluss;Treuhand Weser-Ems
"bis 1 Jahr 1 bis 5 Jahre
30.9.2016.
EUR
30.9.2015.
EUR
30.9.2016.
EUR
30.9.2015.
EUR
Verbindlichkeiten gegenüber Kreditinstituten
95.000,00 95.015,57 380.000,00 380.000,00
Verbindlichkeiten aus Lieferungen
und Leistungen
44.330.683,28 46.966.468,35 0,00 0,00
Verbindlichkeiten gegenüber verbundenen
Unternehmen
1.783.620,76 814.088,33 0,00 1.507.000,00
sonstige Verbindlichkeiten 1.298.038,29 1.588.517,59 0,00 0,00
47.507.342,33 49.464.089,84 380.000,00 1.887.000,00
von mehr als 5 Jahren gesamt
30.9.2016.
EUR
30.9.2015.
EUR
30.9.2016.
EUR
30.9.2015.
EUR
Verbindlichkeiten gegenüber Kreditinstituten
688.750,00 783.750,00 1.163.750,00 1.258.765,57
Verbindlichkeiten aus Lieferungen
und Leistungen
0,00 0,00 44.330.683,28 46.966.468,35
Verbindlichkeiten gegenüber verbundenen
Unternehmen
0,00 0,00 1.783.620,76 2.321.088,33
sonstige Verbindlichkeiten 0,00 0,00 1.298.038,29 1.588.517,59
688.750,00 783.750,00 48.576.092,33 52.134.839,84"; 4.51, 49, 50 ;2015/2016;Q1 Energie AG;Jahresabschluss;Treuhand Weser-Ems
"davon gesichert:
30.9.2016.
EUR
30.9.2015.
EUR
Verbindlichkeiten gegenüber Kreditinstituten 1.163.750,00 1.258.765,57
Art der Sicherung:
Grundschulden, Abtretung von Belieferungsrechten, Sicherungsübereignung
Verbindlichkeiten aus Lieferungen und Leistungen 11.231.455,78 11.115.152,73
Art der Sicherung:
Verpfändung von Festgeldern, Kautionsforderungen"; 4.51, 51, 52 ;2015/2016;Q1 Energie AG;Jahresabschluss;Treuhand Weser-Ems
Erläuterungen der Gewinn- und Verlustrechnung;;2015/2016;Q1 Energie AG;Jahresabschluss;Treuhand Weser-Ems
1 Umsatzerlöse; 4.66, 58 ;2015/2016;Q1 Energie AG;Jahresabschluss;Treuhand Weser-Ems
Die Umsatzerlöse von 480.497 TEUR entfallen mit 461.526 TEUR auf den Verkauf von Treibstoffen (inkl. Gas) über das Tankstellennetz, 2.830 TEUR auf Provisionen aus dem Treibstoffverkauf über Bundesautobahn-Tankstellen, 5.407 TEUR auf den Tankstellenshopverkauf, 3.223 TEUR auf den Verkauf von Schmierstoffen, 1.790 TEUR auf Miet- und Pachterlöse, 2.120 TEUR auf das Geschäft mit Autowaschanlagen, 1.589 TEUR auf das Agenturgeschäft und mit 1.110 TEUR auf Rückvergütungen.; 4.66, 58 ;2015/2016;Q1 Energie AG;Jahresabschluss;Treuhand Weser-Ems
2 Periodenfremde Erträge; 65 ;2015/2016;Q1 Energie AG;Jahresabschluss;Treuhand Weser-Ems
In den sonstigen betrieblichen Erträgen sind periodenfremde Erträge in Höhe von rd. 22 TEUR aus der Auflösung von Rückstellungen, in der Höhe von rd. 31 TEUR aus Anlagenabgängen, in Höhe von rd. 11 TEUR aus Zahlungseingängen auf abgeschriebene Forderungen und in Höhe von rd. 12 TEUR aus der Auflösung von Wertberichtigungen.; 4.69, 65 ;2015/2016;Q1 Energie AG;Jahresabschluss;Treuhand Weser-Ems
3 Periodenfremde Aufwendungen; 65 ;2015/2016;Q1 Energie AG;Jahresabschluss;Treuhand Weser-Ems
In den sonstigen betrieblichen Aufwendungen sind periodenfremde Aufwendungen in Höhe von rd. 27 TEUR enthalten, die auf Forderungsverluste und Verlusten aus Anlageabgängen zurückzuführen sind.; 4.80, 65 ;2015/2016;Q1 Energie AG;Jahresabschluss;Treuhand Weser-Ems
4 Finanzergebnis;;2015/2016;Q1 Energie AG;Jahresabschluss;Treuhand Weser-Ems
Im Berichtsjahr wurden 400 TEUR außerplanmäßige Abschreibungen auf Anteile an verbundenen Unternehmen vorgenommen.; 4.87, 63 ;2015/2016;Q1 Energie AG;Jahresabschluss;Treuhand Weser-Ems
Sonstige Angaben;;2015/2016;Q1 Energie AG;Jahresabschluss;Treuhand Weser-Ems
1 Organe der Gesellschaft; 102 ;2015/2016;Q1 Energie AG;Jahresabschluss;Treuhand Weser-Ems
Vorstand; 102 ;2015/2016;Q1 Energie AG;Jahresabschluss;Treuhand Weser-Ems
"Dipl.-Kfm. Dirk Greife, Spenge
Markus Ulrich, Osnabrück
Rainer Schawe, Wallenhorst (bis zum 11. Juli 2016)
Frederick Beckmann, Osnabrück (ab dem 11. Juli 2016)"; 102 ;2015/2016;Q1 Energie AG;Jahresabschluss;Treuhand Weser-Ems
Aufsichtsrat; 102 ;2015/2016;Q1 Energie AG;Jahresabschluss;Treuhand Weser-Ems
"Hochschullehrer, Prof. Dr. Uwe Hoppe, Georgsmarienhütte (1. Vorsitzender)
Unternehmer, Dipl.-Vw. Uwe Beckmann, Osnabrück (stellvertretender Vorsitzender)
Hauptgeschäftsführer a.D. IHK Osnabrück, Hubert Dinger, Osnabrück
Für die Gesamtbezüge des Vorstands und des Aufsichtsrats wird auf § 286 Abs. 4 HGB verwiesen."; 102 ;2015/2016;Q1 Energie AG;Jahresabschluss;Treuhand Weser-Ems
2 Arbeitnehmer;;2015/2016;Q1 Energie AG;Jahresabschluss;Treuhand Weser-Ems
Im Berichtsjahr wurden im Durchschnitt 184 Arbeitnehmer beschäftigt.; 80 ;2015/2016;Q1 Energie AG;Jahresabschluss;Treuhand Weser-Ems
"davon Eigenregietankstellen
Vollzeit-/ Teilzeitkräfte 144 85
Arbeitskräfte gem. § 8 Abs. 1 Nr. 1 SGB IV 40 30
184 115"; 80 ;2015/2016;Q1 Energie AG;Jahresabschluss;Treuhand Weser-Ems
3 Beteiligungsunternehmen; 93 ;2015/2016;Q1 Energie AG;Jahresabschluss;Treuhand Weser-Ems
Zum 30. September 2016 war die Gesellschaft an den folgenden Unternehmen mit mindestens 20 % beteiligt:; 93 ;2015/2016;Q1 Energie AG;Jahresabschluss;Treuhand Weser-Ems
"Firma Sitz Eigenkapital Anteile am Kapital Jahresergebnis
Q1-Beteiligungsgesellschaft mbH Osnabrück 41.648,20 EUR 100,0 % -1.377,31 EUR
Q1 Tankstellen-Immobilien-Verwaltungs GmbH Osnabrück 42.197,48 EUR 100,0 % 1.311,49 EUR
Q1 Tankstellen-Immobilien GmbH & Co. KG Osnabrück 3.589.364,65 EUR 100,0 % 226.630,61 EUR
ATAN GmbH Osnabrück 70.836,83 EUR 100,0 % 5.032,88 EUR
ATAN Schmierstoff GmbH Osnabrück n/a EUR 33,3 % n/a EUR"; 93 ;2015/2016;Q1 Energie AG;Jahresabschluss;Treuhand Weser-Ems
4 Sonstige finanzielle Verpflichtungen; 83 ;2015/2016;Q1 Energie AG;Jahresabschluss;Treuhand Weser-Ems
"TEUR
Verpflichtungen aus Miet- und Pachtverträgen
bis zum 30. September 2017 3.275
ab 1. Oktober 2017 bis 30. September 2021 9.695
ab dem 1. Oktober 2021 jährlich 1.715
davon gegenüber verbundenen Unternehmen:
bis zum 30. September 2017 402
ab 1. Oktober 2017 bis 30. September 2021 503
Verpflichtung aus Leasingverträgen
bis zum 30. September 2017 951
ab 1. Oktober 2017 bis 30. September 2021 2.571
ab dem 1. Oktober 2021 jährlich 0"; 83 ;2015/2016;Q1 Energie AG;Jahresabschluss;Treuhand Weser-Ems
Darüber hinaus besteht zum Bilanzstichtag ein Bestellobligo für Investitionen in das Anlagevermögen i.H.v. 1.689 TEUR.; 83 ;2015/2016;Q1 Energie AG;Jahresabschluss;Treuhand Weser-Ems
5 Haftungsverhältnisse; 54 ;2015/2016;Q1 Energie AG;Jahresabschluss;Treuhand Weser-Ems
Haftungsverhältnisse aus der Bestellung von Sicherheiten für fremde Verbindlichkeiten: 2.457 TEUR; 54 ;2015/2016;Q1 Energie AG;Jahresabschluss;Treuhand Weser-Ems
- davon gegenüber verbundenen Unternehmen: 0 TEUR; 54 ;2015/2016;Q1 Energie AG;Jahresabschluss;Treuhand Weser-Ems
Haftungsverhältnisse werden nur nach sorgfältiger Risikoabwägung und grundsätzlich nur im Zusammenhang mit ihrer eigenen oder der Geschäftstätigkeit verbundener Unternehmen eingegangen. Auf Basis einer kontinuierlichen Evaluierung der Risikosituation der eingegangenen Haftungsverhältnisse und unter Berücksichtigung der bis zum Aufstellungszeitpunkt gewonnenen Erkenntnisse gehen wir derzeit davon aus, dass die den Haftungsverhältnissen zugrunde liegenden Verpflichtungen von den jeweiligen Hauptschuldnern erfüllt werden können. Wir schätzen daher bei allen aufgeführten Haftungsverhältnissen das Risiko einer Inanspruchnahme als nicht wahrscheinlich ein.; 55 ;2015/2016;Q1 Energie AG;Jahresabschluss;Treuhand Weser-Ems
6 Konzernabschluss; 92 ;2015/2016;Q1 Energie AG;Jahresabschluss;Treuhand Weser-Ems
Die Gesellschaft stellt als Mutterunternehmen einen Konzernabschluss auf. Dieser hat befreiende Wirkung für die Jahresabschlüsse der einbezogenen Personengesellschaften.; 92 ;2015/2016;Q1 Energie AG;Jahresabschluss;Treuhand Weser-Ems
7 Honorare und Dienstleistungen des Abschlussprüfers; 89 ;2015/2016;Q1 Energie AG;Jahresabschluss;Treuhand Weser-Ems
Die Angaben zu den im Geschäftsjahr erfassten Honorare für den Abschlussprüfer unterbleiben nach § 285 Nr. 17 letzter Satzteil HGB.; 89 ;2015/2016;Q1 Energie AG;Jahresabschluss;Treuhand Weser-Ems
Osnabrück, den 23. Dezember 2016;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
